roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,persistence_mse_mean,persistence_mse_p95,persistence_mse_late_mean,velocity_mse_mean,velocity_mse_p95,velocity_minus_persistence_mse,temporal_energy_mean,temporal_energy_p95,temporal_energy_late_minus_early,roi_norm_mean_late_minus_early,roi_norm_mean_positive_step_fraction,raw_roi_mean_delta_last_minus_first,stage_drift_xy_recomputed,n_loaded_frames,frame_height,frame_width
source_balanced_cycle134_rank16_obj1_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,16,1,future16_negative,False,23.11031509401015,source_balanced_expansion_candidate,1347.0588235294117,182.6143790849673,153.0,6119.85302734375,15.798474311828612,1251,87,1443,279,192,96,96,3715,4953,8898.19140625,8927.3583984375,29.1669921875,0.07428005337715149,0.07520325481891632,0.0009232014417648315,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle134_rank16_obj1_15_c2_x5_HighCOV_120723.npz,,8.132618677336723e-05,0.00018488166606402955,4.334922778070904e-05,0.00017586835019756109,0.0004982749902410433,9.408706682734191e-05,0.0074026137590408325,0.009977796021848916,-0.0008896011859178543,-0.006887426910301059,0.5263157894736842,29.1669921875,0.2915601564253875,96,96,96
source_balanced_cycle134_rank16_obj2_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,16,2,future16_negative,False,23.68139270372944,source_balanced_expansion_candidate,841.1111111111111,76.88888888888889,54.0,11074.1396484375,24.12325096130371,745,0,937,192,192,96,96,3715,4953,8980.36328125,9008.7548828125,28.3916015625,0.08576320111751556,0.0867747962474823,0.0010115951299667358,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle134_rank16_obj2_15_c2_x5_HighCOV_120723.npz,,0.00012582661292981356,0.0003349138714838773,7.604159327456728e-05,0.0002917493402492255,0.0009201591805322096,0.0001653011131566018,0.009607136249542236,0.012110864650458096,-0.0009379107505083084,-0.007972367728749916,0.5368421052631579,28.3916015625,0.2915601564253875,96,96,96
source_balanced_cycle136_rank17_obj1_16_c2_x10_HighHighCOV_130723,136.0,16_c2_x10_HighHighCOV_130723,0,17,1,future16_negative,False,23.79397084507293,source_balanced_expansion_candidate,845.3103448275862,79.72413793103448,58.0,9831.376953125,24.424619674682617,749,0,941,192,192,96,96,0,1223,9075.0439453125,9048.6904296875,-26.353515625,0.09004127979278564,0.09144726395606995,0.0014059841632843018,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle136_rank17_obj1_16_c2_x10_HighHighCOV_130723.npz,,0.0001233890507137403,0.0004225726588629185,0.00010429768008179963,0.00031709737959317863,0.0011614137853030108,0.00019330870418343693,0.010678183287382126,0.018260578811168663,-0.0017382241785526276,-0.012027401942759752,0.49473684210526314,-26.353515625,0.2500244143604941,96,96,96
source_balanced_cycle136_rank17_obj2_16_c2_x10_HighHighCOV_130723,136.0,16_c2_x10_HighHighCOV_130723,0,17,2,future16_negative,False,24.919375121126063,source_balanced_expansion_candidate,1206.054054054054,664.5405405405405,37.0,12306.5205078125,30.2327938079834,1110,569,1302,761,192,96,96,0,1223,8265.6083984375,8191.8447265625,-73.763671875,0.07030878216028214,0.06812172383069992,-0.0021870583295822144,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle136_rank17_obj2_16_c2_x10_HighHighCOV_130723.npz,,0.00010560223745414987,0.0003209106216672808,8.043590059969574e-05,0.0002515501982998103,0.0008613101410446689,0.0001455315068596974,0.009638648480176926,0.020073550380766383,-0.0023416895419359207,-0.014239306328818202,0.49473684210526314,-73.763671875,0.2500244143604941,96,96,96
source_balanced_cycle142_rank18_obj1_16_c2_x10_HighHighCOV_130723,142.0,16_c2_x10_HighHighCOV_130723,6,18,1,source_fill,False,23.28082113703134,source_balanced_expansion_candidate,1198.7906976744189,1103.0697674418604,86.0,8535.712890625,19.777803421020508,1103,1007,1295,1199,192,96,96,7347,8570,8579.59765625,8586.79296875,7.1953125,0.07281288504600525,0.07335454970598221,0.0005416646599769592,0.2499999999999317,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle142_rank18_obj1_16_c2_x10_HighHighCOV_130723.npz,,0.0006519227754324675,0.000537262385478242,0.00046604315866716206,0.0012994662392884493,0.0014135138306301067,0.0006411580834537745,0.015772011131048203,0.07303008809685706,-0.0077846841886639595,-0.005442315246909857,0.45263157894736844,7.1953125,0.2500244143604941,96,96,96
source_balanced_cycle142_rank18_obj2_16_c2_x10_HighHighCOV_130723,142.0,16_c2_x10_HighHighCOV_130723,6,18,2,source_fill,False,23.542206642552863,source_balanced_expansion_candidate,844.4516129032259,80.19354838709677,62.0,9644.3876953125,22.55766868591309,748,0,940,192,192,96,96,7347,8570,8934.90625,8910.4658203125,-24.4404296875,0.08012724667787552,0.07880508899688721,-0.0013221576809883118,0.2499999999999317,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle142_rank18_obj2_16_c2_x10_HighHighCOV_130723.npz,,0.00040402833838015795,0.0007182101631769864,0.0003055863198824227,0.0008822813397273421,0.0018649524659849702,0.0004746445338241756,0.01407832745462656,0.05085592679679393,-0.005099385976791382,-0.00578360414753358,0.4631578947368421,-24.4404296875,0.2500244143604941,96,96,96
source_balanced_cycle144_rank19_obj1_16_c2_x10_HighHighCOV_130723,144.0,16_c2_x10_HighHighCOV_130723,8,19,1,future16_positive,False,23.399605984768616,source_balanced_expansion_candidate,1349.6830601092895,182.8415300546448,183.0,4845.72216796875,14.80323886871338,1254,87,1446,279,192,96,96,9796,11019,8831.65234375,8814.2470703125,-17.4052734375,0.06806931644678116,0.06726572662591934,-0.0008035898208618164,0.2236067977499281,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle144_rank19_obj1_16_c2_x10_HighHighCOV_130723.npz,,7.12193941581063e-05,0.0001841413468355313,5.1396295020822436e-05,0.00016391894314438105,0.0004978857148671522,9.233500895788893e-05,0.007403186056762934,0.012265467084944245,7.05597922205925e-05,-0.001180750783532858,0.5263157894736842,-17.4052734375,0.22363409516745456,96,96,96
source_balanced_cycle144_rank19_obj2_16_c2_x10_HighHighCOV_130723,144.0,16_c2_x10_HighHighCOV_130723,8,19,2,future16_positive,False,22.79686314903875,source_balanced_expansion_candidate,1199.6043956043957,1099.956043956044,91.0,7784.32568359375,18.023408889770508,1104,1004,1296,1196,192,96,96,9796,11019,8453.20703125,8443.4775390625,-9.7294921875,0.0679221972823143,0.06729468703269958,-0.0006275102496147156,0.2236067977499281,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle144_rank19_obj2_16_c2_x10_HighHighCOV_130723.npz,,0.00013905180094297975,0.00026708625809987923,8.594767132308334e-05,0.00028834122349508107,0.000699585088295862,0.00014834462490398437,0.009532135911285877,0.018814740888774387,6.123771890997887e-05,-0.0018530534580349922,0.49473684210526314,-9.7294921875,0.22363409516745456,96,96,96
source_balanced_cycle145_rank20_obj1_16_c2_x10_HighHighCOV_130723,145.0,16_c2_x10_HighHighCOV_130723,9,20,1,source_representative,False,22.859438504036213,source_balanced_expansion_candidate,1200.943820224719,1101.123595505618,89.0,7778.58837890625,18.41042709350586,1105,1005,1297,1197,192,96,96,11020,12244,8454.26953125,8386.8095703125,-67.4599609375,0.0684942901134491,0.06489770859479904,-0.003596581518650055,0.2236067977500298,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle145_rank20_obj1_16_c2_x10_HighHighCOV_130723.npz,,0.00018890129285864532,0.0002954079376650034,0.00026365305529907346,0.0003559074830263853,0.0007592887617647644,0.0001655939850024879,0.010379490442574024,0.02844388931989669,0.0004725595936179161,0.00044481223449110985,0.5052631578947369,-67.4599609375,0.22363409516745456,96,96,96
source_balanced_cycle145_rank20_obj2_16_c2_x10_HighHighCOV_130723,145.0,16_c2_x10_HighHighCOV_130723,9,20,2,source_representative,False,23.1920965443588,source_balanced_expansion_candidate,848.375,82.875,64.0,8952.8564453125,21.39645004272461,752,0,944,192,192,96,96,11020,12244,8913.169921875,8868.5263671875,-44.6435546875,0.0783439576625824,0.07577545940876007,-0.0025684982538223267,0.2236067977500298,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle145_rank20_obj2_16_c2_x10_HighHighCOV_130723.npz,,0.00013908944674767554,0.0003640543756773695,0.00017730025865603238,0.00031455859425477684,0.000976575643289834,0.00017478321387898177,0.010201274417340755,0.020966124534606924,0.0002601165324449539,0.0001480993814766407,0.5368421052631579,-44.6435546875,0.22363409516745456,96,96,96
source_balanced_cycle150_rank21_obj1_17_c2_x10_HighHighCOV_150723,150.0,17_c2_x10_HighHighCOV_150723,4,21,1,future16_positive,True,23.28127728332188,source_balanced_expansion_candidate,1201.1304347826087,1102.7391304347825,92.0,6924.46533203125,19.53758811950684,1105,1007,1297,1199,192,96,96,4950,6187,8339.8203125,8320.8447265625,-18.9755859375,0.07368291914463043,0.07241024821996689,-0.0012726709246635437,0.2236067977500298,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle150_rank21_obj1_17_c2_x10_HighHighCOV_150723.npz,,0.0010444268118590117,0.0007716407533734997,0.00101762474514544,0.0019078811164945364,0.0020365115604363384,0.0008535073138773441,0.018804006278514862,0.08673247992992399,0.000560305081307888,0.006587592729677766,0.5157894736842106,-18.9755859375,0.22363409516745456,96,96,96
source_balanced_cycle150_rank21_obj2_17_c2_x10_HighHighCOV_150723,150.0,17_c2_x10_HighHighCOV_150723,4,21,2,future16_positive,True,23.82982134632164,source_balanced_expansion_candidate,846.4516129032259,85.09677419354838,62.0,8405.9931640625,23.582231521606445,750,0,942,192,192,96,96,4950,6187,8927.2958984375,8930.533203125,3.2373046875,0.09141111373901367,0.09214331209659576,0.0007321983575820923,0.2236067977500298,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle150_rank21_obj2_17_c2_x10_HighHighCOV_150723.npz,,0.0007152496837079525,0.0011069968692027005,0.0007583107217215002,0.0015641918871551752,0.003025204734876752,0.0008428329019807279,0.01810997910797596,0.06627138406038278,0.00027381908148527145,0.0016815465254088197,0.5052631578947369,3.2373046875,0.22363409516745456,96,96,96
source_balanced_cycle151_rank22_obj1_17_c2_x10_HighHighCOV_150723,151.0,17_c2_x10_HighHighCOV_150723,5,22,1,source_representative,True,23.196808212155457,source_balanced_expansion_candidate,844.0588235294117,81.82352941176471,68.0,7681.2578125,22.20478248596192,748,0,940,192,192,96,96,6188,7425,8924.9560546875,8921.62890625,-3.3271484375,0.09088637679815292,0.09040794521570206,-0.0004784315824508667,0.2500000000000227,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle151_rank22_obj1_17_c2_x10_HighHighCOV_150723.npz,,0.0006284580449573696,0.0011267485038842981,0.0010584179544821382,0.0013913096627220511,0.0030710653867572547,0.0007575105992145836,0.01762644574046135,0.06281759701669215,0.0029115770012140274,0.0009225256120165282,0.5578947368421052,-3.3271484375,0.2500244143604941,96,96,96
source_balanced_cycle151_rank22_obj2_17_c2_x10_HighHighCOV_150723,151.0,17_c2_x10_HighHighCOV_150723,5,22,2,source_representative,True,22.14284578886551,source_balanced_expansion_candidate,1201.4426229508197,1108.7868852459017,122.0,5056.99951171875,15.51652717590332,1105,1008,1297,1200,192,96,96,6188,7425,8334.48046875,8339.189453125,4.708984375,0.06940001994371414,0.06971979141235352,0.0003197714686393738,0.2500000000000227,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle151_rank22_obj2_17_c2_x10_HighHighCOV_150723.npz,,0.000993541907519102,0.0007839923287974651,0.0017696763388812542,0.0018586436053737998,0.0021792811574414357,0.0008554452797397971,0.018820982426404953,0.08857859969139097,0.0042714886367321014,0.007676602806895971,0.5578947368421052,4.708984375,0.2500244143604941,96,96,96
source_balanced_cycle152_rank23_obj1_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,6,23,1,source_fill,True,24.05585395051531,source_balanced_expansion_candidate,845.448275862069,83.03448275862068,58.0,9333.2646484375,25.55080223083496,749,0,941,192,192,96,96,7426,8662,8921.19921875,8915.037109375,-6.162109375,0.0898796021938324,0.08925586938858032,-0.0006237328052520752,0.2915475947422533,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle152_rank23_obj1_17_c2_x10_HighHighCOV_150723.npz,,0.0009935623966157436,0.0016020999581087348,0.00154568487778306,0.0021740260999649763,0.004269524058327079,0.0011714401189237833,0.020257877185940742,0.08949223905801773,0.002698667347431183,0.00024131763105590676,0.5157894736842106,-6.162109375,0.2915601564253875,96,96,96
source_balanced_cycle152_rank23_obj2_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,6,23,2,source_fill,True,23.05744035285116,source_balanced_expansion_candidate,1199.1827956989248,1103.139784946237,93.0,7140.58154296875,19.68328094482422,1103,1007,1295,1199,192,96,96,7426,8662,8326.26953125,8329.8154296875,3.5458984375,0.06547503173351288,0.06568693369626999,0.0002119019627571106,0.2915475947422533,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle152_rank23_obj2_17_c2_x10_HighHighCOV_150723.npz,,0.001717231934890151,0.001051818806445224,0.0025552879087626934,0.003190920688211918,0.002975596988108006,0.0014569043414667249,0.023012982681393623,0.12259113490581512,0.0041349707171320915,0.007558061120410756,0.5263157894736842,3.5458984375,0.2915601564253875,96,96,96
source_balanced_cycle2_rank24_obj1_2_c2_x14_200623,2.0,2_c2_x14_200623,1,24,1,future16_negative,False,23.28035659408796,source_balanced_expansion_candidate,1185.4794520547946,1029.5342465753424,73.0,8466.7255859375,21.60968589782715,1089,934,1281,1126,192,96,96,974,1948,8265.8193359375,8241.685546875,-24.1337890625,0.07941827178001404,0.07789809256792068,-0.0015201792120933533,0.2121320343559321,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle2_rank24_obj1_2_c2_x14_200623.npz,,0.00010875597945414484,0.00037106631498318166,0.0001301170705119148,0.0003039423609152436,0.0010437485936563462,0.0001952326128957793,0.010079208761453629,0.014001817163079976,4.6650879085063934e-05,0.00387256297593315,0.5052631578947369,-24.1337890625,0.21212340707186456,96,96,96
source_balanced_cycle2_rank24_obj2_2_c2_x14_200623,2.0,2_c2_x14_200623,1,24,2,future16_negative,False,23.00284661981616,source_balanced_expansion_candidate,1655.926605504587,127.70642201834862,109.0,6310.44970703125,18.527402877807617,1560,32,1752,224,192,96,96,974,1948,8066.298828125,8027.25,-39.048828125,0.08409294486045837,0.08234386891126633,-0.0017490759491920471,0.2121320343559321,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle2_rank24_obj2_2_c2_x14_200623.npz,,5.641469397232868e-05,0.00019020657709916118,6.857421976746991e-05,0.00015646612155251205,0.0005372174200601876,0.00010001700866268948,0.007206792011857033,0.009652754385024309,9.48077067732811e-05,0.002127084725846856,0.49473684210526314,-39.048828125,0.21212340707186456,96,96,96
source_balanced_cycle6_rank25_obj1_2_c2_x14_200623,6.0,2_c2_x14_200623,13,25,1,source_fill,False,24.437490368868,source_balanced_expansion_candidate,1182.2142857142858,1027.857142857143,56.0,10571.0400390625,26.6348876953125,1086,932,1278,1124,192,96,96,12673,13647,8591.5771484375,8608.8720703125,17.294921875,0.10276781767606735,0.10359077900648117,0.0008229613304138184,0.2236067977498773,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle6_rank25_obj1_2_c2_x14_200623.npz,,0.00013617100194096565,0.0003919801165466197,0.0001456414465792477,0.00036550097865983844,0.0011062282777857036,0.00022892055858392268,0.010519137606024742,0.01308811558410525,0.0005030184984207153,-0.008840637281537056,0.49473684210526314,17.294921875,0.22355220624662203,96,96,96
source_balanced_cycle6_rank25_obj2_2_c2_x14_200623,6.0,2_c2_x14_200623,13,25,2,source_fill,False,22.90952187010828,source_balanced_expansion_candidate,1647.0260869565218,121.00869565217393,115.0,6168.99462890625,17.858083724975586,1551,25,1743,217,192,96,96,12673,13647,8384.4580078125,8429.837890625,45.3798828125,0.0995074212551117,0.10059695690870285,0.001089535653591156,0.2236067977498773,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle6_rank25_obj2_2_c2_x14_200623.npz,,8.814436296233907e-05,0.0002167681377613917,9.479624714003876e-05,0.00022907878155820072,0.0006118874909589063,0.000140589865623042,0.00793912261724472,0.01034271968528628,0.00041009485721588135,-0.006694622803479433,0.5052631578947369,45.3798828125,0.22355220624662203,96,96,96
source_balanced_cycle10_rank26_obj1_2_c2_x14_200623,10.0,2_c2_x14_200623,5,26,1,source_representative,False,23.886724973652964,source_balanced_expansion_candidate,1653.0454545454545,126.4090909090909,88.0,7940.71728515625,22.496131896972656,1557,30,1749,222,192,96,96,4874,5848,8098.37939453125,8125.857421875,27.47802734375,0.08233177661895752,0.08349031955003738,0.0011585429310798645,0.1802775637731931,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle10_rank26_obj1_2_c2_x14_200623.npz,,4.092253584531136e-05,0.0001587599304912146,4.1168503230437636e-05,0.00011215321865165606,0.0004418810596689579,7.12042601662688e-05,0.0063905189745128155,0.006952316081151366,3.08002345263958e-05,-0.0056714885868132114,0.5157894736842106,27.47802734375,0.1802843381948163,96,96,96
source_balanced_cycle10_rank26_obj2_2_c2_x14_200623,10.0,2_c2_x14_200623,5,26,2,source_representative,False,23.53190240693432,source_balanced_expansion_candidate,1333.8074074074077,108.23703703703704,135.0,5872.78076171875,18.528026580810547,1238,12,1430,204,192,96,96,4874,5848,8736.951171875,8762.28515625,25.333984375,0.07851478457450867,0.07955029606819153,0.0010355114936828613,0.1802775637731931,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle10_rank26_obj2_2_c2_x14_200623.npz,,4.3828695197589695e-05,0.00017002400782075707,4.401499973027967e-05,0.00012317244545556605,0.00048418508813483633,7.930783613119274e-05,0.006615853402763605,0.007183841103687882,5.873711779713631e-05,-0.003844855663677066,0.5263157894736842,25.333984375,0.1802843381948163,96,96,96
source_balanced_cycle12_rank27_obj1_2_c2_x14_200623,12.0,2_c2_x14_200623,7,27,1,source_fill,False,23.60120249867158,source_balanced_expansion_candidate,1651.824175824176,123.42857142857144,91.0,7553.72265625,21.44133377075196,1556,27,1748,219,192,96,96,6824,7797,8156.76123046875,8188.4990234375,31.73779296875,0.08540216088294983,0.08674480766057968,0.0013426467776298523,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle12_rank27_obj1_2_c2_x14_200623.npz,,4.0496906876796857e-05,0.00015656129107810557,3.991707126260735e-05,0.00011164233001181856,0.00044038301712134853,7.112116145435721e-05,0.006357753183692694,0.0068472309969365595,-1.5104655176401138e-05,-0.007773969167222575,0.5263157894736842,31.73779296875,0.24998779565108997,96,96,96
source_balanced_cycle12_rank27_obj2_2_c2_x14_200623,12.0,2_c2_x14_200623,7,27,2,source_fill,False,23.42803305623629,source_balanced_expansion_candidate,1330.2133333333334,109.06666666666666,150.0,5535.62548828125,17.309221267700195,1234,13,1426,205,192,96,96,6824,7797,8795.1630859375,8816.9697265625,21.806640625,0.08036002516746521,0.08112936466932297,0.0007693395018577576,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle12_rank27_obj2_2_c2_x14_200623.npz,,4.3202933738939464e-05,0.0001680020650383085,4.2386633140267804e-05,0.00012090872041881084,0.00047685098252259195,7.767777424305677e-05,0.006566580384969711,0.0070384931284934275,-8.99704173207283e-06,-0.005337597026179239,0.5263157894736842,21.806640625,0.24998779565108997,96,96,96
source_balanced_cycle26_rank28_obj1_4_c2_x10_240623,26.0,4_c2_x10_240623,1,28,1,source_fill,False,25.53486181617449,source_balanced_expansion_candidate,569.7142857142857,189.25714285714287,35.0,13485.7822265625,32.374229431152344,474,93,666,285,192,96,96,936,1872,8492.6904296875,8490.19921875,-2.4912109375,0.09128836542367935,0.09126941859722137,-1.8946826457977295e-05,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle26_rank28_obj1_4_c2_x10_240623.npz,,0.00014085748989600688,0.000527182943187654,0.00012421939754858613,0.0004087357083335519,0.0015250577125698328,0.0002676628064364195,0.011721435002982616,0.014898945018649096,-0.0011432766914367676,0.0022768101965387616,0.5052631578947369,-2.4912109375,0.2500244143604941,96,96,96
source_balanced_cycle26_rank28_obj2_4_c2_x10_240623,26.0,4_c2_x10_240623,1,28,2,source_fill,False,23.54736157812341,source_balanced_expansion_candidate,1332.4963503649635,128.2919708029197,137.0,5932.49560546875,18.39220428466797,1236,32,1428,224,192,96,96,936,1872,8760.6279296875,8756.60546875,-4.0224609375,0.07409940659999847,0.07390996068716049,-0.00018944591283798218,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle26_rank28_obj2_4_c2_x10_240623.npz,,4.795349377673119e-05,0.00017935820287675537,4.230959166307002e-05,0.0001380955072818324,0.0005193550634430719,9.0085479314439e-05,0.006837707944214344,0.008712058980017898,-0.0006487504579126835,0.0016413452103734016,0.49473684210526314,-4.0224609375,0.2500244143604941,96,96,96
source_balanced_cycle28_rank29_obj1_4_c2_x10_240623,28.0,4_c2_x10_240623,3,29,1,source_fill,False,26.525012820022155,source_balanced_expansion_candidate,825.1111111111111,25.22222222222222,36.0,14946.62890625,35.38248825073242,729,0,921,192,192,96,96,2809,3745,8868.5400390625,8867.8828125,-0.6572265625,0.08300013095140457,0.08307668566703796,7.655471563339233e-05,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle28_rank29_obj1_4_c2_x10_240623.npz,,6.20882710791193e-05,0.00024361406904063182,6.199320341693237e-05,0.00018019623530562967,0.0007109456841135397,0.00011838885984616354,0.007875951007008553,0.008254733681678771,-6.0094986110925674e-05,0.0011000411274532385,0.5157894736842106,-0.6572265625,0.2500244143604941,96,96,96
source_balanced_cycle28_rank29_obj2_4_c2_x10_240623,28.0,4_c2_x10_240623,3,29,2,source_fill,False,23.71441063654209,source_balanced_expansion_candidate,1332.9375,128.90625,128.0,6481.3994140625,19.310503005981445,1237,33,1429,225,192,96,96,2809,3745,8759.029296875,8760.47265625,1.443359375,0.0734901875257492,0.0735941231250763,0.0001039355993270874,0.2500000000000909,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle28_rank29_obj2_4_c2_x10_240623.npz,,3.9967602788237855e-05,0.0001566330793139059,3.993388600065373e-05,0.00011406790144974366,0.0004487898535444401,7.424130308208987e-05,0.00631963275372982,0.006622917158529162,-5.175033584237099e-05,0.0010369434021413326,0.5263157894736842,1.443359375,0.2500244143604941,96,96,96
source_balanced_cycle30_rank30_obj1_4_c2_x10_240623,30.0,4_c2_x10_240623,5,30,1,source_representative,False,24.95512500826466,source_balanced_expansion_candidate,826.6666666666666,25.6,45.0,12095.6220703125,29.271419525146484,731,0,923,192,192,96,96,4682,5618,8865.73046875,8851.17578125,-14.5546875,0.08306407928466797,0.08224913477897644,-0.0008149445056915283,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle30_rank30_obj1_4_c2_x10_240623.npz,,6.188654515426606e-05,0.0002434740221360698,6.172744906507432e-05,0.00018041762814391404,0.0007123747491277754,0.00011851535236928612,0.007864587940275669,0.008172691147774459,2.2181309759616852e-05,0.00033565936610102654,0.49473684210526314,-14.5546875,0.22360679941597944,96,96,96
source_balanced_cycle30_rank30_obj2_4_c2_x10_240623,30.0,4_c2_x10_240623,5,30,2,source_representative,False,23.49281268703481,source_balanced_expansion_candidate,1329.1870967741936,128.25806451612902,155.0,5364.740234375,17.243749618530273,1233,32,1425,224,192,96,96,4682,5618,8753.4814453125,8741.287109375,-12.1943359375,0.07355746626853943,0.07298668473958969,-0.0005707815289497375,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle30_rank30_obj2_4_c2_x10_240623.npz,,3.998428292106837e-05,0.0001562832287163473,3.991214543930255e-05,0.00011454096966190264,0.00044999301753705366,7.45509605621919e-05,0.006321777123957872,0.006523537356406451,2.1694693714380264e-05,0.0004179825385411534,0.5052631578947369,-12.1943359375,0.22360679941597944,96,96,96
source_balanced_cycle34_rank31_obj1_4_c2_x10_240623,34.0,4_c2_x10_240623,9,31,1,future16_negative,False,26.506861179747432,source_balanced_expansion_candidate,569.2903225806451,188.0,31.0,15218.8740234375,36.04883193969727,473,92,665,284,192,96,96,8428,9364,8474.0791015625,8472.84375,-1.2353515625,0.08792129158973694,0.08796153217554092,4.0240585803985596e-05,0.2828427124746029,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle34_rank31_obj1_4_c2_x10_240623.npz,,0.0001095127227017656,0.0004286806579330005,0.00010937805927824229,0.00031791432411409914,0.0012464341707527637,0.00020832775044254959,0.010462576523423195,0.01092105470597744,-2.707354724407196e-05,0.0004387494797507968,0.5157894736842106,-1.2353515625,0.2828168207439179,96,96,96
