target,feature,transform,n,n_positive,direction,oriented_auc,average_precision,spearman_rho,spearman_p,mwu_p,median_positive,median_negative,median_positive_minus_negative,source_eta2_after_transform,raw_source_eta2
future_any_drop_within_16cycles,masked_minus_background_mean_slope,raw,96,48,higher_in_positive,0.6901041666666666,0.6956991002779074,0.32928794089600877,0.001053054863994876,0.0013466977043372196,0.0038948716108504504,0.00017503044836835534,0.003719841162482095,0.6335286140459528,0.6335286140459528
future_any_drop_within_16cycles,cycleNo,raw,96,48,higher_in_positive,0.6701388888888888,0.6876144236738833,0.29475317237328164,0.0035545248516286516,0.004114670793607153,92.0,66.0,26.0,0.9965974284307545,0.9965974284307545
future_any_drop_within_16cycles,local_cycle_index,raw,96,48,higher_in_positive,0.6467013888888888,0.5875568483812277,0.2567902763069499,0.011551263233390405,0.012448123242048963,6.0,3.5,2.5,0.18449184184952175,0.18449184184952175
future_any_drop_within_16cycles,already_in_existing_video_cohort,raw,96,48,higher_in_positive,0.6458333333333334,0.6458333333333333,0.41319693527066864,2.864040550953963e-05,5.7864942292976855e-05,0.0,0.0,0.0,0.6655052264808362,0.6655052264808362
future_any_drop_within_16cycles,object_y_full_approx,raw,96,48,higher_in_positive,0.62890625,0.6602811222004761,0.22328504589752013,0.028759542261090638,0.029806700118696575,188.97233201581025,128.59911040145985,60.3732216143504,0.188195518106978,0.188195518106978
future_any_drop_within_16cycles,expansion_cycle_rank,raw,96,48,higher_in_positive,0.6284722222222222,0.7266072506674506,0.22256872199615144,0.029289365575473993,0.030336631058733198,29.0,24.5,4.5,0.9946808510638298,0.9946808510638298
future_any_drop_within_16cycles,roi_norm_mean_delta_last_minus_first,raw,96,48,lower_in_positive,0.6258680555555555,0.5892585924909939,0.21802169602703775,0.03284880237319081,0.03389245891493051,-0.00010182708501812725,0.00011166930198664999,-0.00021349638700477724,0.36527572353165727,0.36527572353165727
future_any_drop_within_16cycles,first_frame_index,raw,96,48,higher_in_positive,0.623263888888889,0.5919793208684098,0.21354566569901012,0.036701822402230445,0.037735038325838396,6321.5,4198.5,2123.0,0.1759192907591547,0.1759192907591547
future_any_drop_within_16cycles,last_frame_index,raw,96,48,higher_in_positive,0.6215277777777778,0.5929553683082729,0.21053798026662968,0.03949814949294902,0.04052023568680146,7253.5,5285.5,1968.0,0.18040090758287172,0.18040090758287172
future_any_drop_within_16cycles,crop_y0,raw,96,48,higher_in_positive,0.6156684027777778,0.6549312363561623,0.20128628443780983,0.04923657051150141,0.05020477059552046,93.0,32.5,60.5,0.1866884782897012,0.1866884782897012
future_any_drop_within_16cycles,crop_y1,raw,96,48,higher_in_positive,0.6156684027777778,0.6549312363561623,0.20128628443780983,0.04923657051150141,0.05020477059552046,285.0,224.5,60.5,0.18668847828970117,0.18668847828970117
future_any_drop_within_16cycles,front_radius_q80_slope_px_per_norm_time,raw,49,28,lower_in_positive,0.6113945578231292,0.6151683972726315,0.19100675143609835,0.18861987312435696,0.18910484845954834,0.0041881443298969,0.2506443298969072,-0.24645618556701032,0.10433684331820878,0.10433684331820878
future_any_drop_within_16cycles,front_radius_q60_slope_px_per_norm_time,raw,50,29,higher_in_positive,0.6108374384236454,0.648718280489826,0.189540761656676,0.18738858350260407,0.18785294053881918,0.0625,-0.0315721649484536,0.09407216494845361,0.3703088761110342,0.3703088761110342
future_any_drop_within_16cycles,mask_area_fraction_median,raw,96,48,higher_in_positive,0.607421875,0.6057461686537231,0.18607718199904166,0.06949595449701464,0.0702970163633591,0.2430284288194444,0.2356228298611111,0.007405598958333287,0.31651562217274176,0.31651562217274176
future_any_drop_within_16cycles,roi_mean_delta_last_minus_first,raw,96,48,lower_in_positive,0.6059027777777778,0.5492814723006487,0.18343894424343865,0.07361535087543283,0.07437852770644264,-1.9609375,0.7080078125,-2.6689453125,0.5335359243634783,0.5335359243634783
future_any_drop_within_16cycles,mask_base_area_fraction,raw,96,48,higher_in_positive,0.5952690972222222,0.6095188061691361,0.16502546637889998,0.1081050132592555,0.10853664970785003,0.2598198784722222,0.2552625868055556,0.00455729166666663,0.2433020504283421,0.2433020504283421
future_any_drop_within_16cycles,stage_drift_xy_sampled,raw,96,48,lower_in_positive,0.5824652777777779,0.5706615280144692,0.14353270101515544,0.16297340615946262,0.1629247342305562,0.2236067977500298,0.2500000000000227,-0.026393202249992892,0.3343883102209327,0.3343883102209327
future_any_drop_within_16cycles,front_radius_q60_median_px,raw,96,48,lower_in_positive,0.578342013888889,0.5347890099662073,0.13720623194854342,0.18251708640561365,0.18232959375248792,7.0,8.5,-1.5,0.15635567933160932,0.15635567933160932
future_any_drop_within_16cycles,front_radius_q80_median_px,raw,96,48,lower_in_positive,0.5757378472222222,0.5376818359953068,0.1418609173005437,0.16798002026998107,0.16797884088094028,5.0,5.5,-0.5,0.15278402559104312,0.15278402559104312
future_any_drop_within_16cycles,roi_norm_mean_last,raw,96,48,lower_in_positive,0.5677083333333333,0.5620677724621064,0.11728063648350998,0.2551244920493326,0.254516999975129,0.0765831097960472,0.08033983036875719,-0.0037567205727099956,0.2109835148195247,0.2109835148195247
future_any_drop_within_16cycles,front_gradient_peak_radius_median_px,raw,96,48,higher_in_positive,0.5635850694444444,0.5495969627661449,0.11144361727070158,0.2797025328033203,0.2790256236046291,5.0,4.5,0.5,0.2147865873417065,0.2147865873417065
future_any_drop_within_16cycles,mask_centroid_max_step_px,raw,96,48,higher_in_positive,0.5603298611111112,0.6176058980167888,0.10450005430261465,0.3109396949433305,0.31016459501384896,0.25784462133838154,0.2455321810027404,0.012312440335641134,0.6948806403715535,0.6948806403715535
future_any_drop_within_16cycles,apparent_diffusion_q70_px2_per_norm_time,raw,54,26,higher_in_positive,0.5576923076923077,0.5220706829687446,0.09987457499107423,0.4724171080706392,0.4724848263318585,0.6565721649484539,0.47358247422680444,0.1829896907216495,0.3206838179395148,0.3206838179395148
future_any_drop_within_16cycles,apparent_diffusion_q70_um2_per_norm_time,raw,54,26,higher_in_positive,0.5576923076923077,0.5220706829687446,0.09987457499107423,0.4724171080706392,0.4724848263318585,0.0242038762886597,0.0174581443298969,0.0067457319587628,0.3206838179395149,0.3206838179395149
future_any_drop_within_16cycles,mask_centroid_drift_px,raw,96,48,lower_in_positive,0.5555555555555556,0.532113184379344,0.09623026583262356,0.3509872625957289,0.35016319337601154,0.3231687461828854,0.3944162103120482,-0.07124746412916283,0.2384118629612179,0.2384118629612179
future_any_drop_within_16cycles,roi_norm_mean_first,raw,96,48,lower_in_positive,0.5516493055555556,0.5399065629556401,0.08946407526626723,0.38603915712865333,0.38521691714917994,0.0770253203809261,0.07974027097225185,-0.002714950591325746,0.20359281660440723,0.20359281660440723
