mse,mae,psnr,ssim,roi_id,cycleNo,source_stem,method,eval_step,frame_index,validation_score,eval_step_fraction,cohort_role,event_reference_cycle,is_event_roi,mode_label,is_event_enriched_mode,q60_time_of_max_abs_rate_frac,q70_time_of_max_abs_rate_frac,q80_time_of_max_abs_rate_frac,q60_max_abs_rate_per_s,q70_max_abs_rate_per_s,q80_max_abs_rate_per_s,q70_transformed_fraction_delta,roi_norm_total_variation,duration_s,front_quality_score,front_radius_slope_r2,apparent_diffusion_proxy_ds_px2_per_frame,mean_drop_frac,evidence_score,high_fraction_slope_per_s,first_last_corr,cumulative_abs_first_last,transition_center_frac,transition_distance_frac,near_transition,early_rollout,late_rollout,error_scalar,mse_error_scalar
0.0002744708326645,0.0127564100548625,35.61503800160643,0.9381162050035264,cycle58_rank6_obj29,58.0,7_c2_x10_290623,persistence,0,3380,4.995734664947042,0.0,control,60.0,0,near_baseline_or_context_like,0,0.968421052631579,0.6000000000000001,0.968421052631579,4.091577427466162e-05,4.1584697014847424e-05,3.0993420295247816e-05,0.0066623263888889,0.046927985548973,9246.054083347328,1.6155277307729818,0.5355133694368999,0.0003492805402585,0.1707317073170731,5.37722440775176,1.984228924776045e-06,0.9707466068408068,0.0224153436720371,0.968421052631579,0.968421052631579,False,True,False,0.0127564100548625,0.0002744708326645
0.0006122435443103,0.0193974766880273,32.1307578551755,0.8620828767507165,cycle58_rank6_obj29,58.0,7_c2_x10_290623,velocity,0,3380,4.995734664947042,0.0,control,60.0,0,near_baseline_or_context_like,0,0.968421052631579,0.6000000000000001,0.968421052631579,4.091577427466162e-05,4.1584697014847424e-05,3.0993420295247816e-05,0.0066623263888889,0.046927985548973,9246.054083347328,1.6155277307729818,0.5355133694368999,0.0003492805402585,0.1707317073170731,5.37722440775176,1.984228924776045e-06,0.9707466068408068,0.0224153436720371,0.968421052631579,0.968421052631579,False,True,False,0.0193974766880273,0.0006122435443103
0.0014957542298361,0.0260932818055152,28.251397603449107,0.8399096272278715,cycle58_rank6_obj29,58.0,7_c2_x10_290623,low_rank_dmd,0,3380,4.995734664947042,0.0,control,60.0,0,near_baseline_or_context_like,0,0.968421052631579,0.6000000000000001,0.968421052631579,4.091577427466162e-05,4.1584697014847424e-05,3.0993420295247816e-05,0.0066623263888889,0.046927985548973,9246.054083347328,1.6155277307729818,0.5355133694368999,0.0003492805402585,0.1707317073170731,5.37722440775176,1.984228924776045e-06,0.9707466068408068,0.0224153436720371,0.968421052631579,0.968421052631579,False,True,False,0.0260932818055152,0.0014957542298361
0.000260112399701,0.0124695533886551,35.84838944254046,0.9392465602762904,cycle58_rank6_obj29,58.0,7_c2_x10_290623,persistence,1,3390,4.995734664947042,0.03225806451612903,control,60.0,0,near_baseline_or_context_like,0,0.968421052631579,0.6000000000000001,0.968421052631579,4.091577427466162e-05,4.1584697014847424e-05,3.0993420295247816e-05,0.0066623263888889,0.046927985548973,9246.054083347328,1.6155277307729818,0.5355133694368999,0.0003492805402585,0.1707317073170731,5.37722440775176,1.984228924776045e-06,0.9707466068408068,0.0224153436720371,0.968421052631579,0.93616298811545,False,True,False,0.0124695533886551,0.000260112399701
0.0006140471086837,0.0194593295454978,32.11798309222702,0.8580234398812423,cycle58_rank6_obj29,58.0,7_c2_x10_290623,velocity,1,3390,4.995734664947042,0.03225806451612903,control,60.0,0,near_baseline_or_context_like,0,0.968421052631579,0.6000000000000001,0.968421052631579,4.091577427466162e-05,4.1584697014847424e-05,3.0993420295247816e-05,0.0066623263888889,0.046927985548973,9246.054083347328,1.6155277307729818,0.5355133694368999,0.0003492805402585,0.1707317073170731,5.37722440775176,1.984228924776045e-06,0.9707466068408068,0.0224153436720371,0.968421052631579,0.93616298811545,False,True,False,0.0194593295454978,0.0006140471086837
0.0015202990034595,0.0262353140860795,28.18070989172276,0.8405846408598217,cycle58_rank6_obj29,58.0,7_c2_x10_290623,low_rank_dmd,1,3390,4.995734664947042,0.03225806451612903,control,60.0,0,near_baseline_or_context_like,0,0.968421052631579,0.6000000000000001,0.968421052631579,4.091577427466162e-05,4.1584697014847424e-05,3.0993420295247816e-05,0.0066623263888889,0.046927985548973,9246.054083347328,1.6155277307729818,0.5355133694368999,0.0003492805402585,0.1707317073170731,5.37722440775176,1.984228924776045e-06,0.9707466068408068,0.0224153436720371,0.968421052631579,0.93616298811545,False,True,False,0.0262353140860795,0.0015202990034595
0.0002542869478929,0.0123982364311814,35.946759308330606,0.9379419134502056,cycle58_rank6_obj29,58.0,7_c2_x10_290623,persistence,2,3400,4.995734664947042,0.06451612903225806,control,60.0,0,near_baseline_or_context_like,0,0.968421052631579,0.6000000000000001,0.968421052631579,4.091577427466162e-05,4.1584697014847424e-05,3.0993420295247816e-05,0.0066623263888889,0.046927985548973,9246.054083347328,1.6155277307729818,0.5355133694368999,0.0003492805402585,0.1707317073170731,5.37722440775176,1.984228924776045e-06,0.9707466068408068,0.0224153436720371,0.968421052631579,0.9039049235993208,False,True,False,0.0123982364311814,0.0002542869478929
0.0006110355025157,0.0193692240864038,32.13933555553285,0.8572506948937605,cycle58_rank6_obj29,58.0,7_c2_x10_290623,velocity,2,3400,4.995734664947042,0.06451612903225806,control,60.0,0,near_baseline_or_context_like,0,0.968421052631579,0.6000000000000001,0.968421052631579,4.091577427466162e-05,4.1584697014847424e-05,3.0993420295247816e-05,0.0066623263888889,0.046927985548973,9246.054083347328,1.6155277307729818,0.5355133694368999,0.0003492805402585,0.1707317073170731,5.37722440775176,1.984228924776045e-06,0.9707466068408068,0.0224153436720371,0.968421052631579,0.9039049235993208,False,True,False,0.0193692240864038,0.0006110355025157
0.0015656356699764,0.0265988390892744,28.053092926786952,0.838571714365188,cycle58_rank6_obj29,58.0,7_c2_x10_290623,low_rank_dmd,2,3400,4.995734664947042,0.06451612903225806,control,60.0,0,near_baseline_or_context_like,0,0.968421052631579,0.6000000000000001,0.968421052631579,4.091577427466162e-05,4.1584697014847424e-05,3.0993420295247816e-05,0.0066623263888889,0.046927985548973,9246.054083347328,1.6155277307729818,0.5355133694368999,0.0003492805402585,0.1707317073170731,5.37722440775176,1.984228924776045e-06,0.9707466068408068,0.0224153436720371,0.968421052631579,0.9039049235993208,False,True,False,0.0265988390892744,0.0015656356699764
0.0007139521767385,0.0184622295200824,31.46330877963537,0.9047096491743016,cycle58_rank6_obj29,58.0,7_c2_x10_290623,persistence,3,3409,4.995734664947042,0.0967741935483871,control,60.0,0,near_baseline_or_context_like,0,0.968421052631579,0.6000000000000001,0.968421052631579,4.091577427466162e-05,4.1584697014847424e-05,3.0993420295247816e-05,0.0066623263888889,0.046927985548973,9246.054083347328,1.6155277307729818,0.5355133694368999,0.0003492805402585,0.1707317073170731,5.37722440775176,1.984228924776045e-06,0.9707466068408068,0.0224153436720371,0.968421052631579,0.8716468590831918,False,True,False,0.0184622295200824,0.0007139521767385
