heldout_event_reference_cycle,method,alpha,target_coverage,group,n,global_quantile,local_quantile,coverage_global,coverage_local,mean_excess_over_global,mean_excess_over_local,median_error
116.0,low_rank_dmd,0.1,0.9,event_roi,192,0.0332705788314342,0.0332705788314342,1.0,1.0,0.0,0.0,0.018689950928091947
116.0,low_rank_dmd,0.1,0.9,control_roi,128,0.0332705788314342,0.0332705788314342,1.0,1.0,0.0,0.0,0.01810887921601525
116.0,low_rank_dmd,0.05,0.95,all,320,0.0366454645991325,0.0366454645991325,1.0,1.0,0.0,0.0,0.01820747181773185
116.0,low_rank_dmd,0.05,0.95,near_transition,71,0.0366454645991325,0.0375158824026584,1.0,1.0,0.0,0.0,0.0189424157142639
116.0,low_rank_dmd,0.05,0.95,far_from_transition,249,0.0366454645991325,0.0362410098314285,1.0,1.0,0.0,0.0,0.0180531982332468
116.0,low_rank_dmd,0.05,0.95,event_roi,192,0.0366454645991325,0.0366454645991325,1.0,1.0,0.0,0.0,0.018689950928091947
116.0,low_rank_dmd,0.05,0.95,control_roi,128,0.0366454645991325,0.0366454645991325,1.0,1.0,0.0,0.0,0.01810887921601525
116.0,persistence,0.1,0.9,all,320,0.0105467932298779,0.0105467932298779,0.9,0.9,0.00013817221333738497,0.00013817221333738497,0.00698598404414945
116.0,persistence,0.1,0.9,near_transition,71,0.0105467932298779,0.0097472257912158,0.8591549295774648,0.8591549295774648,0.00019538898388265062,0.0003080041160885803,0.0070408275350928
116.0,persistence,0.1,0.9,far_from_transition,249,0.0105467932298779,0.0109639903530478,0.9116465863453815,0.9116465863453815,0.00012185739121403612,8.499660121508923e-05,0.006951434072107
116.0,persistence,0.1,0.9,event_roi,192,0.0105467932298779,0.0105467932298779,0.8333333333333334,0.8333333333333334,0.00023028702222897495,0.00023028702222897495,0.0069573249202221
116.0,persistence,0.1,0.9,control_roi,128,0.0105467932298779,0.0105467932298779,1.0,1.0,0.0,0.0,0.0070183728821575
116.0,persistence,0.05,0.95,all,320,0.012300725094974,0.012300725094974,1.0,1.0,0.0,0.0,0.00698598404414945
116.0,persistence,0.05,0.95,near_transition,71,0.012300725094974,0.0116022117435932,1.0,0.8591549295774648,0.0,4.673848899317173e-05,0.0070408275350928
116.0,persistence,0.05,0.95,far_from_transition,249,0.012300725094974,0.0125199733301997,1.0,1.0,0.0,0.0,0.006951434072107
116.0,persistence,0.05,0.95,event_roi,192,0.012300725094974,0.012300725094974,1.0,1.0,0.0,0.0,0.0069573249202221
116.0,persistence,0.05,0.95,control_roi,128,0.012300725094974,0.012300725094974,1.0,1.0,0.0,0.0,0.0070183728821575
116.0,velocity,0.1,0.9,all,320,0.0172014907002449,0.0172014907002449,0.9,0.9,0.00032166699529625,0.00032166699529625,0.01183768082410095
116.0,velocity,0.1,0.9,near_transition,71,0.0172014907002449,0.0168885216116905,0.8591549295774648,0.8591549295774648,0.0004531383566873126,0.0004972185100048337,0.0118565205484628
