roi_id,cycleNo,method,mae_mean,mae_median,mae_max,q90_undercoverage_rate,near_transition_fraction,transition_distance_frac_median,cohort_role_first,is_event_roi_first,event_reference_cycle_first,mode_label_first,is_event_enriched_mode_first,q70_max_abs_rate_per_s_first,q70_transformed_fraction_delta_first,roi_norm_total_variation_first,front_quality_score_first,high_fraction_slope_per_s_first,first_last_corr_first,cumulative_abs_first_last_first,calibration_review_priority
cycle156_rank6_obj3,156.0,velocity,0.008037054241867684,0.0076132412068545,0.0118298977613449,0.0,0.28125,0.25806451612903225,event,1,156.0,optical_loss_rollout_hard,0,0.0110677083333333,0.1102430555555555,0.0763047188520431,1.4367926892737708,1.672240697591191e-06,0.940030108095686,0.0347965992987155,1.9230769230769231
cycle86_rank3_obj5,86.0,persistence,0.007223655557027037,0.0069335829466581,0.0142995668575167,0.03125,0.28125,0.25806451612903225,event,1,86.0,near_baseline_or_context_like,0,4.821930527473904e-05,0.0089409722222222,0.0405698612332344,1.456577760966197,3.688533777018879e-06,0.9832854610654862,0.0139014227315783,1.9134615384615385
cycle88_rank2_obj4,88.0,velocity,0.009197050967486525,0.00884014042094345,0.0171969719231128,0.0,0.3125,0.25806451612903225,control,0,86.0,front_negative_high_apparent_front_proxy,0,6.218334387885914e-05,0.0117404513888889,0.031466194987297,0.6746893715851342,2.8154049070731158e-06,0.9966883622618068,0.0069057950749993,1.8814102564102566
cycle86_rank8_obj17,86.0,persistence,0.0074900943145621065,0.00710197887383395,0.0171458330005407,0.03125,0.28125,0.25806451612903225,event,1,86.0,near_baseline_or_context_like,0,3.096547803188208e-05,0.0056640625,0.0299256935715675,1.248393377128957,2.130350672726507e-06,0.9595343557809408,0.0183719638735055,1.8557692307692308
cycle88_rank2_obj4,88.0,low_rank_dmd,0.014292505686171303,0.0141124189831316,0.0164153836667537,0.0,0.3125,0.25806451612903225,control,0,86.0,front_negative_high_apparent_front_proxy,0,6.218334387885914e-05,0.0117404513888889,0.031466194987297,0.6746893715851342,2.8154049070731158e-06,0.9966883622618068,0.0069057950749993,1.8493589743589745
cycle157_rank4_obj8,157.0,persistence,0.007826655841199634,0.0075510554015636,0.0092629706487059,0.0,0.28125,0.25806451612903225,control,0,156.0,optical_loss_rollout_hard,0,0.0094943576388888,-0.0632812499999999,0.0882930427789688,0.8642722258468417,-8.223378788105824e-07,0.8972502479229767,0.0358449518680572,1.8461538461538463
cycle62_rank3_obj9,62.0,velocity,0.011945927311899094,0.0118181752040982,0.0135987699031829,0.0,0.28125,0.25806451612903225,control,0,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,5.218905528920877e-05,0.0097005208333332,0.0486658990383148,1.5226033969557806,3.250456142885664e-06,0.8235944518090812,0.0394897200167179,1.8397435897435899
cycle157_rank6_obj3,157.0,velocity,0.008041840075747987,0.007854122668504649,0.010134850628674,0.0,0.28125,0.25806451612903225,control,0,156.0,near_baseline_or_context_like,0,0.0102756076388888,-0.0693576388888889,0.0760897502303123,0.7929458469284842,-1.174923204685785e-06,0.942660407108382,0.0280471630394458,1.8397435897435896
cycle156_rank6_obj3,156.0,persistence,0.005182724344194806,0.00481451093219215,0.0095194159075617,0.0,0.28125,0.25806451612903225,event,1,156.0,optical_loss_rollout_hard,0,0.0110677083333333,0.1102430555555555,0.0763047188520431,1.4367926892737708,1.672240697591191e-06,0.940030108095686,0.0347965992987155,1.8333333333333333
cycle86_rank8_obj17,86.0,low_rank_dmd,0.02043928348575714,0.0205421084538102,0.0301393270492553,0.0,0.28125,0.25806451612903225,event,1,86.0,near_baseline_or_context_like,0,3.096547803188208e-05,0.0056640625,0.0299256935715675,1.248393377128957,2.130350672726507e-06,0.9595343557809408,0.0183719638735055,1.8269230769230766
cycle116_rank3_obj9,116.0,low_rank_dmd,0.01989172439789394,0.0193315604701638,0.0235988460481166,0.0,0.1875,0.468421052631579,event,1,116.0,near_baseline_or_context_like,0,4.089823980593806e-05,0.0,0.0505139052867889,1.2773770940661642,5.852484400768086e-06,0.9963839696037506,0.0088714817538857,1.8173076923076923
cycle156_rank1_obj1,156.0,low_rank_dmd,0.023727418563794296,0.0233599198982119,0.0274029523134231,0.0,0.15625,0.5,event,1,156.0,optical_loss_rollout_hard,0,0.0102213541666666,0.0770182291666666,0.0516052842140197,1.5087951450912631,1.2764989850817188e-06,0.9503947941838355,0.0293597988784313,1.8108974358974361
cycle62_rank4_obj1,62.0,velocity,0.013509104901459016,0.0134296296164393,0.0149341411888599,0.0,0.3125,0.25806451612903225,control,0,60.0,optical_loss_rollout_hard,0,3.643176022330181e-05,0.004079861111111,0.0359384030103683,1.1137010944495138,4.091551899309088e-07,0.8175055906243376,0.039314366877079,1.810897435897436
cycle86_rank2_obj6,86.0,low_rank_dmd,0.013577723468188153,0.0131810386665165,0.0160143673419952,0.0,0.3125,0.25806451612903225,event,1,86.0,near_baseline_or_context_like,0,6.97008915108788e-05,0.0073567708333333,0.0310748025774955,2.198397308847956,2.052702466401991e-06,0.981420580032312,0.0129603138193488,1.8108974358974357
cycle86_rank3_obj5,86.0,low_rank_dmd,0.01801945178885939,0.01816428732126945,0.0231920890510082,0.0,0.28125,0.25806451612903225,event,1,86.0,near_baseline_or_context_like,0,4.821930527473904e-05,0.0089409722222222,0.0405698612332344,1.456577760966197,3.688533777018879e-06,0.9832854610654862,0.0139014227315783,1.8076923076923077
cycle157_rank2_obj2,157.0,persistence,0.00573076939326706,0.005439259111881201,0.0072592399083077,0.0,0.28125,0.37368421052631584,control,0,156.0,optical_loss_rollout_hard,0,0.0071723090277777,-0.0994140624999999,0.1020794421434402,0.6756360226257907,-1.6627463988316578e-06,0.889086857718422,0.0363945141434669,1.8076923076923075
cycle116_rank1_obj6,116.0,low_rank_dmd,0.025087905291002195,0.0247957687824964,0.0276180896908044,0.0,0.1875,0.4789473684210527,event,1,116.0,near_baseline_or_context_like,0,2.528097945810113e-05,-0.0009331597222221,0.0478765115141868,1.108391242725916,4.267900075053808e-06,0.9977167421514356,0.0074749970808625,1.7980769230769231
cycle118_rank3_obj9,118.0,low_rank_dmd,0.019209698075428553,0.018480822443962,0.0242948494851589,0.0,0.1875,0.47894736842105257,control,0,116.0,near_baseline_or_context_like,0,3.833245325234871e-05,0.0011067708333333,0.0503388807177543,0.6340187053993103,4.2752408951625735e-06,0.9958886765089028,0.0089970650151371,1.7916666666666665
cycle90_rank5_obj10,90.0,persistence,0.00887188152410085,0.00880769873037925,0.009507599286735,0.0,0.28125,0.25806451612903225,control,0,86.0,near_baseline_or_context_like,0,5.898446353283949e-05,0.0035807291666666,0.0608732298016548,0.764701860494445,3.904349595617978e-06,0.9938667255075492,0.0115258758887648,1.7884615384615383
cycle116_rank5_obj43,116.0,low_rank_dmd,0.01363855905947271,0.012706469744443848,0.0202874634414911,0.0,0.1875,0.4789473684210527,event,1,116.0,front_negative_high_apparent_front_proxy,0,2.9163723743475325e-05,-0.0006510416666666,0.0529208794236183,1.1308900021649042,3.3938957109420884e-06,0.9973963297632928,0.008251535706222,1.7788461538461537
cycle118_rank4_obj1,118.0,low_rank_dmd,0.019481929950416046,0.019138886593282202,0.0222877487540245,0.0,0.28125,0.25806451612903225,control,0,116.0,near_baseline_or_context_like,0,2.944001477263769e-05,-0.0015842013888889,0.0395157933235168,1.1051828859084512,1.7102887664763117e-06,0.9937550490401094,0.010170754045248,1.7756410256410258
cycle58_rank4_obj2,58.0,low_rank_dmd,0.022147685522213526,0.02299058064818375,0.0265992935746908,0.0,0.28125,0.25806451612903225,control,0,60.0,near_baseline_or_context_like,0,4.6155669072779366e-05,0.0023654513888888,0.034161727130413,1.1091514494562902,1.4498641620724077e-06,0.9775682648340418,0.0155639443546533,1.762820512820513
cycle60_rank3_obj9,60.0,low_rank_dmd,0.02375134825706477,0.02279819175601005,0.0286055877804756,0.0,0.1875,0.46842105263157896,event,1,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,5.436585712411757e-05,0.0082682291666666,0.0443706601858139,2.4945534720369364,3.56790626961385e-06,0.8693920360382953,0.03590939193964,1.7467948717948718
cycle60_rank2_obj2,60.0,low_rank_dmd,0.026634416892193216,0.026635210029780802,0.0279941819608211,0.0,0.1875,0.4578947368421056,event,1,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,3.598395871124934e-05,0.006640625,0.0448234364390373,1.3721660201122636,1.9181429601235163e-06,0.9042864481677793,0.0284551549702882,1.7467948717948718
cycle118_rank1_obj7,118.0,low_rank_dmd,0.01903589203720907,0.01841191761195655,0.0235359296202659,0.0,0.1875,0.46842105263157885,control,0,116.0,near_baseline_or_context_like,0,2.7540658980854203e-05,0.0031249999999999,0.047929061949253,0.5779761010946141,3.109996527114078e-06,0.9964277245030142,0.0079921763390302,1.7147435897435899
cycle157_rank1_obj1,157.0,velocity,0.00815218350908249,0.008010927587747501,0.0100263394415378,0.0,0.28125,0.25806451612903225,control,0,156.0,near_baseline_or_context_like,0,0.0086588541666666,-0.0452039930555555,0.0504900261759758,0.9462923571539248,-8.550847308180111e-07,0.9304208044339694,0.0254690218716859,1.6987179487179485
cycle60_rank3_obj9,60.0,persistence,0.007809905044268769,0.0075566044542938,0.0121805751696228,0.09375,0.1875,0.46842105263157896,event,1,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,5.436585712411757e-05,0.0082682291666666,0.0443706601858139,2.4945534720369364,3.56790626961385e-06,0.8693920360382953,0.03590939193964,1.6955128205128207
cycle86_rank3_obj5,86.0,velocity,0.012099237326765384,0.01176662882789965,0.0172014907002449,0.0,0.28125,0.25806451612903225,event,1,86.0,near_baseline_or_context_like,0,4.821930527473904e-05,0.0089409722222222,0.0405698612332344,1.456577760966197,3.688533777018879e-06,0.9832854610654862,0.0139014227315783,1.685897435897436
cycle90_rank6_obj3,90.0,velocity,0.015913684968836557,0.01585836522281165,0.0166267771273851,0.0,0.28125,0.25806451612903225,control,0,86.0,near_baseline_or_context_like,0,4.6344935632945065e-05,-0.0016276041666666,0.0417940244078636,1.289483423927142,1.2662477417587517e-06,0.992749536208364,0.0114260716363787,1.6794871794871797
cycle157_rank6_obj3,157.0,persistence,0.004936001016176256,0.00475761154666535,0.005905405152589,0.0,0.28125,0.25806451612903225,control,0,156.0,near_baseline_or_context_like,0,0.0102756076388888,-0.0693576388888889,0.0760897502303123,0.7929458469284842,-1.174923204685785e-06,0.942660407108382,0.0280471630394458,1.6794871794871795
cycle62_rank1_obj4,62.0,low_rank_dmd,0.021861474437173404,0.021387898363172952,0.0269151739776134,0.0,0.1875,0.4789473684210527,control,0,60.0,near_baseline_or_context_like,0,3.9225606866193736e-05,0.0103298611111111,0.0439047053456306,1.9750338827400629,1.4330351953599909e-06,0.9197271010614656,0.0273020323365926,1.657051282051282
cycle60_rank2_obj2,60.0,persistence,0.007459576328983484,0.0073132440447807,0.0116200279444456,0.0625,0.1875,0.4578947368421056,event,1,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,3.598395871124934e-05,0.006640625,0.0448234364390373,1.3721660201122636,1.9181429601235163e-06,0.9042864481677793,0.0284551549702882,1.6442307692307692
cycle86_rank2_obj6,86.0,velocity,0.008816078043309928,0.00853076949715605,0.0122868195176124,0.0,0.3125,0.25806451612903225,event,1,86.0,near_baseline_or_context_like,0,6.97008915108788e-05,0.0073567708333333,0.0310748025774955,2.198397308847956,2.052702466401991e-06,0.981420580032312,0.0129603138193488,1.625
cycle118_rank4_obj1,118.0,velocity,0.014743599371286062,0.01467517158016555,0.0159857589751482,0.0,0.28125,0.25806451612903225,control,0,116.0,near_baseline_or_context_like,0,2.944001477263769e-05,-0.0015842013888889,0.0395157933235168,1.1051828859084512,1.7102887664763117e-06,0.9937550490401094,0.010170754045248,1.6025641025641026
cycle62_rank3_obj9,62.0,persistence,0.0071508973196614005,0.0070613494608551,0.0085180336609482,0.0,0.28125,0.25806451612903225,control,0,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,5.218905528920877e-05,0.0097005208333332,0.0486658990383148,1.5226033969557806,3.250456142885664e-06,0.8235944518090812,0.0394897200167179,1.5897435897435899
cycle90_rank4_obj6,90.0,low_rank_dmd,0.018820529861841302,0.01863086782395835,0.020465113222599,0.0,0.21875,0.44736842105263164,control,0,86.0,front_negative_high_apparent_front_proxy,0,5.21522862896532e-05,0.0022135416666666,0.0430971324443817,0.6170181321033799,1.0289250509064212e-06,0.9952852927440214,0.0083540817722678,1.5737179487179487
cycle86_rank2_obj6,86.0,persistence,0.005214697885094156,0.00500361947342745,0.0102689219638705,0.0,0.3125,0.25806451612903225,event,1,86.0,near_baseline_or_context_like,0,6.97008915108788e-05,0.0073567708333333,0.0310748025774955,2.198397308847956,2.052702466401991e-06,0.981420580032312,0.0129603138193488,1.5544871794871793
cycle62_rank4_obj1,62.0,persistence,0.007961498733493453,0.00789768714457745,0.0091828368604183,0.0,0.3125,0.25806451612903225,control,0,60.0,optical_loss_rollout_hard,0,3.643176022330181e-05,0.004079861111111,0.0359384030103683,1.1137010944495138,4.091551899309088e-07,0.8175055906243376,0.039314366877079,1.5416666666666665
cycle58_rank1_obj1,58.0,persistence,0.005429864002508059,0.004983038175851049,0.0113026611506938,0.03125,0.28125,0.25806451612903225,control,0,60.0,near_baseline_or_context_like,0,3.913198030083484e-05,0.0049262152777777,0.0264411985874176,0.7330214581610461,7.394715186390216e-07,0.9835700286614136,0.011886497028172,1.5352564102564104
cycle157_rank1_obj1,157.0,persistence,0.004926342691760453,0.00479425722733135,0.0056724194437265,0.0,0.28125,0.25806451612903225,control,0,156.0,near_baseline_or_context_like,0,0.0086588541666666,-0.0452039930555555,0.0504900261759758,0.9462923571539248,-8.550847308180111e-07,0.9304208044339694,0.0254690218716859,1.532051282051282
cycle60_rank1_obj1,60.0,velocity,0.00876416443497869,0.00825965683907265,0.0116242822259664,0.0,0.3125,0.25806451612903225,event,1,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,2.885401023595556e-05,0.0025824652777777,0.0254436075687408,1.990971834925495,4.7090157014551014e-07,0.884558694761182,0.0280496031045913,1.5032051282051282
cycle116_rank5_obj43,116.0,velocity,0.011884462524903888,0.0118241845630109,0.0128425862640142,0.0,0.1875,0.4789473684210527,event,1,116.0,front_negative_high_apparent_front_proxy,0,2.9163723743475325e-05,-0.0006510416666666,0.0529208794236183,1.1308900021649042,3.3938957109420884e-06,0.9973963297632928,0.008251535706222,1.4967948717948718
cycle116_rank3_obj9,116.0,velocity,0.0122900790884159,0.012233832851052201,0.0131998937577009,0.0,0.1875,0.468421052631579,event,1,116.0,near_baseline_or_context_like,0,4.089823980593806e-05,0.0,0.0505139052867889,1.2773770940661642,5.852484400768086e-06,0.9963839696037506,0.0088714817538857,1.4775641025641026
cycle62_rank2_obj2,62.0,low_rank_dmd,0.011417817862820763,0.01045960094779725,0.0186392404139041,0.0,0.28125,0.25806451612903225,control,0,60.0,front_negative_high_apparent_front_proxy,0,3.0061789877510037e-05,0.0023871527777777,0.0261498346924781,2.079343177314194,4.441895338188609e-07,0.8894790053959069,0.0283939689397811,1.4679487179487178
cycle118_rank3_obj9,118.0,velocity,0.0121430345170665,0.01204212335869665,0.0133318454027175,0.0,0.1875,0.47894736842105257,control,0,116.0,near_baseline_or_context_like,0,3.833245325234871e-05,0.0011067708333333,0.0503388807177543,0.6340187053993103,4.2752408951625735e-06,0.9958886765089028,0.0089970650151371,1.451923076923077
cycle60_rank5_obj18,60.0,velocity,0.008802456446574028,0.0081571182236075,0.012348597869277,0.0,0.28125,0.25806451612903225,event,1,60.0,front_negative_high_apparent_front_proxy,0,3.96603383938229e-05,-0.0008029513888889,0.0386143594980239,1.236404564188312,-4.892557063710127e-07,0.8976056754686801,0.0300665665417909,1.4102564102564101
cycle90_rank6_obj3,90.0,persistence,0.009356781229143912,0.0093341404572129,0.0097472257912158,0.0,0.28125,0.25806451612903225,control,0,86.0,near_baseline_or_context_like,0,4.6344935632945065e-05,-0.0016276041666666,0.0417940244078636,1.289483423927142,1.2662477417587517e-06,0.992749536208364,0.0114260716363787,1.3653846153846154
cycle58_rank1_obj1,58.0,low_rank_dmd,0.01280222865170795,0.01244758861139415,0.0150141455233097,0.0,0.28125,0.25806451612903225,control,0,60.0,near_baseline_or_context_like,0,3.913198030083484e-05,0.0049262152777777,0.0264411985874176,0.7330214581610461,7.394715186390216e-07,0.9835700286614136,0.011886497028172,1.346153846153846
cycle118_rank1_obj7,118.0,velocity,0.01153318662545639,0.01146592246368525,0.0125767057761549,0.0,0.1875,0.46842105263157885,control,0,116.0,near_baseline_or_context_like,0,2.7540658980854203e-05,0.0031249999999999,0.047929061949253,0.5779761010946141,3.109996527114078e-06,0.9964277245030142,0.0079921763390302,1.342948717948718
cycle60_rank1_obj1,60.0,persistence,0.005266520311124581,0.0050707412883639,0.007731472607702,0.0,0.3125,0.25806451612903225,event,1,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,2.885401023595556e-05,0.0025824652777777,0.0254436075687408,1.990971834925495,4.7090157014551014e-07,0.884558694761182,0.0280496031045913,1.3429487179487178
cycle58_rank1_obj1,58.0,velocity,0.009127340919803774,0.00826079770922655,0.0148382829502224,0.0,0.28125,0.25806451612903225,control,0,60.0,near_baseline_or_context_like,0,3.913198030083484e-05,0.0049262152777777,0.0264411985874176,0.7330214581610461,7.394715186390216e-07,0.9835700286614136,0.011886497028172,1.3269230769230769
cycle116_rank1_obj6,116.0,velocity,0.011560945335077075,0.01146354386582965,0.0123941153287887,0.0,0.1875,0.4789473684210527,event,1,116.0,near_baseline_or_context_like,0,2.528097945810113e-05,-0.0009331597222221,0.0478765115141868,1.108391242725916,4.267900075053808e-06,0.9977167421514356,0.0074749970808625,1.310897435897436
cycle116_rank8_obj20,116.0,low_rank_dmd,0.012691331765381576,0.01229493459686635,0.0161165632307529,0.0,0.25,0.4157894736842106,event,1,116.0,front_negative_high_apparent_front_proxy,0,2.2002217617118906e-05,0.0024522569444443,0.036527606844902,1.0844116535413544,1.4406811764101898e-06,0.9932072276720704,0.0091048860922455,1.3076923076923077
cycle118_rank4_obj1,118.0,persistence,0.00864371354691679,0.008617298211902349,0.00928795337677,0.0,0.28125,0.25806451612903225,control,0,116.0,near_baseline_or_context_like,0,2.944001477263769e-05,-0.0015842013888889,0.0395157933235168,1.1051828859084512,1.7102887664763117e-06,0.9937550490401094,0.010170754045248,1.3012820512820513
cycle156_rank1_obj1,156.0,velocity,0.008095372584648375,0.0078224632889032,0.0109087070450186,0.0,0.15625,0.5,event,1,156.0,optical_loss_rollout_hard,0,0.0102213541666666,0.0770182291666666,0.0516052842140197,1.5087951450912631,1.2764989850817188e-06,0.9503947941838355,0.0293597988784313,1.2532051282051282
cycle116_rank5_obj43,116.0,persistence,0.007010148969129603,0.00696911569684735,0.0075239371508359,0.0,0.1875,0.4789473684210527,event,1,116.0,front_negative_high_apparent_front_proxy,0,2.9163723743475325e-05,-0.0006510416666666,0.0529208794236183,1.1308900021649042,3.3938957109420884e-06,0.9973963297632928,0.008251535706222,1.2467948717948718
cycle60_rank5_obj18,60.0,persistence,0.00533217695192429,0.00506327371112995,0.0084118135273456,0.0,0.28125,0.25806451612903225,event,1,60.0,front_negative_high_apparent_front_proxy,0,3.96603383938229e-05,-0.0008029513888889,0.0386143594980239,1.236404564188312,-4.892557063710127e-07,0.8976056754686801,0.0300665665417909,1.2307692307692308
cycle116_rank3_obj9,116.0,persistence,0.007248484937008428,0.00721188960596915,0.0076479967683553,0.0,0.1875,0.468421052631579,event,1,116.0,near_baseline_or_context_like,0,4.089823980593806e-05,0.0,0.0505139052867889,1.2773770940661642,5.852484400768086e-06,0.9963839696037506,0.0088714817538857,1.2211538461538463
cycle62_rank1_obj4,62.0,velocity,0.011275136668700678,0.01117940060794345,0.0126523310318589,0.0,0.1875,0.4789473684210527,control,0,60.0,near_baseline_or_context_like,0,3.9225606866193736e-05,0.0103298611111111,0.0439047053456306,1.9750338827400629,1.4330351953599909e-06,0.9197271010614656,0.0273020323365926,1.2147435897435896
cycle118_rank3_obj9,118.0,persistence,0.007183296198490956,0.0071008186787366,0.0078785819932818,0.0,0.1875,0.47894736842105257,control,0,116.0,near_baseline_or_context_like,0,3.833245325234871e-05,0.0011067708333333,0.0503388807177543,0.6340187053993103,4.2752408951625735e-06,0.9958886765089028,0.0089970650151371,1.1955128205128205
cycle116_rank8_obj20,116.0,velocity,0.011906964791705787,0.011814983095973699,0.0132084302604198,0.0,0.25,0.4157894736842106,event,1,116.0,front_negative_high_apparent_front_proxy,0,2.2002217617118906e-05,0.0024522569444443,0.036527606844902,1.0844116535413544,1.4406811764101898e-06,0.9932072276720704,0.0091048860922455,1.185897435897436
cycle90_rank4_obj6,90.0,velocity,0.009653597371652672,0.00961388181895015,0.0102174989879131,0.0,0.21875,0.44736842105263164,control,0,86.0,front_negative_high_apparent_front_proxy,0,5.21522862896532e-05,0.0022135416666666,0.0430971324443817,0.6170181321033799,1.0289250509064212e-06,0.9952852927440214,0.0083540817722678,1.1634615384615383
cycle156_rank1_obj1,156.0,persistence,0.005083966825623025,0.0047607966698706,0.0084625920280814,0.0,0.15625,0.5,event,1,156.0,optical_loss_rollout_hard,0,0.0102213541666666,0.0770182291666666,0.0516052842140197,1.5087951450912631,1.2764989850817188e-06,0.9503947941838355,0.0293597988784313,1.1506410256410258
cycle118_rank1_obj7,118.0,persistence,0.0068330430367495405,0.0067778951488434505,0.0074938139878213,0.0,0.1875,0.46842105263157885,control,0,116.0,near_baseline_or_context_like,0,2.7540658980854203e-05,0.0031249999999999,0.047929061949253,0.5779761010946141,3.109996527114078e-06,0.9964277245030142,0.0079921763390302,1.0993589743589745
cycle116_rank1_obj6,116.0,persistence,0.006846627788036078,0.0068280636332928996,0.0072856554761528,0.0,0.1875,0.4789473684210527,event,1,116.0,near_baseline_or_context_like,0,2.528097945810113e-05,-0.0009331597222221,0.0478765115141868,1.108391242725916,4.267900075053808e-06,0.9977167421514356,0.0074749970808625,1.0737179487179487
cycle62_rank2_obj2,62.0,velocity,0.008217799739213619,0.00817206315696235,0.0089077018201351,0.0,0.28125,0.25806451612903225,control,0,60.0,front_negative_high_apparent_front_proxy,0,3.0061789877510037e-05,0.0023871527777777,0.0261498346924781,2.079343177314194,4.441895338188609e-07,0.8894790053959069,0.0283939689397811,1.0384615384615385
cycle90_rank4_obj6,90.0,persistence,0.005658553156536031,0.005622468888759551,0.0060798320919275,0.0,0.21875,0.44736842105263164,control,0,86.0,front_negative_high_apparent_front_proxy,0,5.21522862896532e-05,0.0022135416666666,0.0430971324443817,0.6170181321033799,1.0289250509064212e-06,0.9952852927440214,0.0083540817722678,1.0032051282051282
cycle90_rank3_obj4,90.0,low_rank_dmd,0.014671377692138728,0.01460515940561885,0.0155832665041089,0.0,0.1875,0.45789473684210524,control,0,86.0,front_negative_high_apparent_front_proxy,0,3.837406218256171e-05,0.0003255208333333,0.028784242272377,0.8739415527028875,4.608374389265007e-07,0.996387052083939,0.0073904846794903,0.9967948717948718
cycle62_rank1_obj4,62.0,persistence,0.006667783658485819,0.00665566604584455,0.0075890738517045,0.0,0.1875,0.4789473684210527,control,0,60.0,near_baseline_or_context_like,0,3.9225606866193736e-05,0.0103298611111111,0.0439047053456306,1.9750338827400629,1.4330351953599909e-06,0.9197271010614656,0.0273020323365926,0.9839743589743588
cycle62_rank2_obj2,62.0,persistence,0.0048930149787338,0.0048717041499912,0.0055831219069659,0.0,0.28125,0.25806451612903225,control,0,60.0,front_negative_high_apparent_front_proxy,0,3.0061789877510037e-05,0.0023871527777777,0.0261498346924781,2.079343177314194,4.441895338188609e-07,0.8894790053959069,0.0283939689397811,0.9294871794871795
cycle116_rank8_obj20,116.0,persistence,0.0069050170714035,0.00682656816206865,0.0075133931823074,0.0,0.25,0.4157894736842106,event,1,116.0,front_negative_high_apparent_front_proxy,0,2.2002217617118906e-05,0.0024522569444443,0.036527606844902,1.0844116535413544,1.4406811764101898e-06,0.9932072276720704,0.0091048860922455,0.9038461538461537
cycle116_rank2_obj2,116.0,low_rank_dmd,0.0101192469883244,0.0100317546166479,0.0112080425024032,0.0,0.25,0.4157894736842106,event,1,116.0,near_baseline_or_context_like,0,2.0276553490286e-05,0.0034505208333333,0.0234928220510482,1.2552609026042028,2.1044672347447515e-06,0.9979419838015748,0.0062709297053515,0.8461538461538461
cycle118_rank2_obj2,118.0,low_rank_dmd,0.012700937251793177,0.0125652942806482,0.0146715752780437,0.0,0.1875,0.47894736842105257,control,0,116.0,near_baseline_or_context_like,0,2.2274263376364636e-05,0.0005208333333333,0.022774589061737,0.5518909744846521,1.1163810890987485e-06,0.9968853181414664,0.0067896996624767,0.8429487179487178
cycle116_rank2_obj2,116.0,velocity,0.0086392576922662,0.00861344952136275,0.009125305339694,0.0,0.25,0.4157894736842106,event,1,116.0,near_baseline_or_context_like,0,2.0276553490286e-05,0.0034505208333333,0.0234928220510482,1.2552609026042028,2.1044672347447515e-06,0.9979419838015748,0.0062709297053515,0.7564102564102563
cycle90_rank3_obj4,90.0,velocity,0.009265028027584724,0.00923395296558735,0.009738684631884,0.0,0.1875,0.45789473684210524,control,0,86.0,front_negative_high_apparent_front_proxy,0,3.837406218256171e-05,0.0003255208333333,0.028784242272377,0.8739415527028875,4.608374389265007e-07,0.996387052083939,0.0073904846794903,0.733974358974359
cycle116_rank2_obj2,116.0,persistence,0.005051731510320628,0.00503481435589485,0.0052691604942083,0.0,0.25,0.4157894736842106,event,1,116.0,near_baseline_or_context_like,0,2.0276553490286e-05,0.0034505208333333,0.0234928220510482,1.2552609026042028,2.1044672347447515e-06,0.9979419838015748,0.0062709297053515,0.6282051282051281
cycle118_rank2_obj2,118.0,velocity,0.008699900674400806,0.008668646216392451,0.0092675173655152,0.0,0.1875,0.47894736842105257,control,0,116.0,near_baseline_or_context_like,0,2.2274263376364636e-05,0.0005208333333333,0.022774589061737,0.5518909744846521,1.1163810890987485e-06,0.9968853181414664,0.0067896996624767,0.6121794871794871
cycle90_rank3_obj4,90.0,persistence,0.005431471683550565,0.0054095927625894,0.0057781785726547,0.0,0.1875,0.45789473684210524,control,0,86.0,front_negative_high_apparent_front_proxy,0,3.837406218256171e-05,0.0003255208333333,0.028784242272377,0.8739415527028875,4.608374389265007e-07,0.996387052083939,0.0073904846794903,0.5865384615384615
cycle118_rank2_obj2,118.0,persistence,0.005091302286018565,0.00505349715240295,0.0054119634442031,0.0,0.1875,0.47894736842105257,control,0,116.0,near_baseline_or_context_like,0,2.2274263376364636e-05,0.0005208333333333,0.022774589061737,0.5518909744846521,1.1163810890987485e-06,0.9968853181414664,0.0067896996624767,0.47115384615384615
