roi_id,cycleNo,method,mae_mean,mae_median,mae_max,q90_undercoverage_rate,near_transition_fraction,transition_distance_frac_median,cohort_role_first,is_event_roi_first,event_reference_cycle_first,mode_label_first,is_event_enriched_mode_first,q70_max_abs_rate_per_s_first,q70_transformed_fraction_delta_first,roi_norm_total_variation_first,front_quality_score_first,high_fraction_slope_per_s_first,first_last_corr_first,cumulative_abs_first_last_first,calibration_review_priority
cycle158_rank2_obj1,158.0,low_rank_dmd,0.025220936280675184,0.024142425507307,0.0342992581427097,0.09375,0.28125,0.25806451612903225,control,0,156.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,0.0091905381944444,0.0469401041666667,0.1032872214913368,0.7788033639340246,8.665901387946903e-07,0.9618005353006592,0.0186169259250164,3.1923076923076925
cycle158_rank4_obj8,158.0,low_rank_dmd,0.02400862181093539,0.022669553756713798,0.0375133492052555,0.09375,0.28125,0.25806451612903225,control,0,156.0,near_baseline_or_context_like,0,0.0121202256944444,0.0189453124999999,0.0914310723543167,1.010899066972006,1.0028880335544625e-07,0.9579235778561224,0.0207217503339052,3.1666666666666665
cycle158_rank2_obj1,158.0,persistence,0.007390293132630132,0.0057546496391296005,0.0317900739610195,0.09375,0.28125,0.25806451612903225,control,0,156.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,0.0091905381944444,0.0469401041666667,0.1032872214913368,0.7788033639340246,8.665901387946903e-07,0.9618005353006592,0.0186169259250164,3.147435897435898
cycle88_rank5_obj9,88.0,velocity,0.014728537353221282,0.0140890041366219,0.027649650350213,0.03125,0.3125,0.25806451612903225,control,0,86.0,near_baseline_or_context_like,0,5.65925478236951e-05,0.0033854166666666,0.0534610629081726,0.9442061661567512,5.209842421916149e-06,0.9964242866045212,0.0100427977740764,3.1025641025641026
cycle60_rank6_obj26,60.0,low_rank_dmd,0.033077424275688785,0.03195543773472305,0.0407466553151607,0.65625,0.28125,0.268421052631579,event,1,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,4.344812352132291e-05,0.0054904513888888,0.0485904946923255,1.320031653911962,1.5122221316547535e-06,0.8344286417451272,0.0480567663908004,3.03525641025641
cycle62_rank3_obj9,62.0,low_rank_dmd,0.03148426389088849,0.03065047133713955,0.0394000746309757,0.53125,0.28125,0.25806451612903225,control,0,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,5.218905528920877e-05,0.0097005208333332,0.0486658990383148,1.5226033969557806,3.250456142885664e-06,0.8235944518090812,0.0394897200167179,3.0288461538461537
cycle88_rank5_obj9,88.0,persistence,0.008899608161300365,0.0083074932917952,0.0236201360821723,0.03125,0.3125,0.25806451612903225,control,0,86.0,near_baseline_or_context_like,0,5.65925478236951e-05,0.0033854166666666,0.0534610629081726,0.9442061661567512,5.209842421916149e-06,0.9964242866045212,0.0100427977740764,3.0064102564102564
cycle158_rank6_obj3,158.0,velocity,0.009267841262044343,0.0074693660717456995,0.0314252227544784,0.0625,0.28125,0.37368421052631584,control,0,156.0,near_baseline_or_context_like,0,0.01484375,0.0191840277777777,0.0801557555794715,1.5361833653905674,2.190936030732035e-07,0.9775182009068324,0.0169107988476753,3.0
cycle116_rank7_obj37,116.0,velocity,0.0204181606532074,0.020377541892230448,0.0210661217570304,1.0,0.3125,0.25806451612903225,event,1,116.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,2.890487412445008e-05,-0.0018012152777777,0.0468433856964111,1.32518717317117,4.411200455434452e-06,0.992595935657166,0.0134140457957983,2.983974358974359
cycle60_rank6_obj26,60.0,velocity,0.02131466404534871,0.020071873441338497,0.028650913387537,1.0,0.28125,0.268421052631579,event,1,60.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,4.344812352132291e-05,0.0054904513888888,0.0485904946923255,1.320031653911962,1.5122221316547535e-06,0.8344286417451272,0.0480567663908004,2.935897435897436
cycle158_rank6_obj3,158.0,low_rank_dmd,0.027680156112182826,0.02739624772220845,0.0318146832287311,0.03125,0.28125,0.37368421052631584,control,0,156.0,near_baseline_or_context_like,0,0.01484375,0.0191840277777777,0.0801557555794715,1.5361833653905674,2.190936030732035e-07,0.9775182009068324,0.0169107988476753,2.932692307692308
cycle156_rank5_obj4,156.0,persistence,0.006728643202222831,0.006273634731769499,0.012974577024579,0.03125,0.3125,0.25806451612903225,event,1,156.0,optical_brightening_decorrelating_rollout_hard_front_positive,1,0.0122938368055555,0.2067925347222222,0.1083476044237613,1.3097972948929866,3.2944787174310696e-06,0.8783012282705677,0.0476934053003788,2.8846153846153846
cycle158_rank6_obj3,158.0,persistence,0.00625878582650325,0.0048089672345667505,0.0267494469881057,0.0625,0.28125,0.37368421052631584,control,0,156.0,near_baseline_or_context_like,0,0.01484375,0.0191840277777777,0.0801557555794715,1.5361833653905674,2.190936030732035e-07,0.9775182009068324,0.0169107988476753,2.878205128205128
cycle158_rank1_obj2,158.0,velocity,0.009192421406623857,0.0077209442388265995,0.0279071796685457,0.0625,0.28125,0.37368421052631584,control,0,156.0,front_negative_high_apparent_front_proxy,0,0.0138671874999999,0.0175130208333332,0.0539323598146438,0.8210227064111154,7.840760989608736e-08,0.9689371661183168,0.0166026204824447,2.858974358974359
