mode,n_roi,n_sources,near_pre_fraction,future8_fraction,future16_fraction,median_fallback,median_one_step_hybrid_mse,median_latent_gain_history,median_transport_score,median_front_kinetic_score,median_q65_phase_delta
0,60,14,0.26666666666666666,0.26666666666666666,0.5,0.265625,6.497327960250143e-05,0.2996867702974897,0.48692610361043687,0.495653822815534,-0.0056781193490053495
1,68,14,0.23529411764705882,0.23529411764705882,0.5294117647058824,0.2916666666666667,1.05174026174451e-05,0.0707300117690677,0.4681371359223301,0.5265625,-0.0037251356238697
