roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,event_relative_bin,cohort_role,cycles_to_next_event,cycles_since_prev_event,future_event_within_32cycles,past_event_within_16cycles,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,n_frames_loaded,train_n,horizon_n,history_mask_area_px,history_mask_fraction,fallback_frame_fraction,fallback_frame_count,median_history_iou,centroid_jitter_q90_px,blur_ratio_q10,one_step_history_mse,one_step_adaptive_mse,one_step_hybrid_mse,one_step_hybrid_minus_adaptive_mse,one_step_hybrid_adaptive_abs_delta_median,one_step_hybrid_adaptive_rel_delta,persistence_rollout_history_mse,persistence_rollout_hybrid_mse,latent_linear_rollout_history_mse,latent_linear_rollout_hybrid_mse,latent_linear_gain_vs_persistence_history,latent_linear_gain_vs_persistence_hybrid,hybrid_vs_history_persistence_rollout_mse_delta,hybrid_vs_history_latent_rollout_mse_delta,late_one_step_hybrid_mse,early_one_step_hybrid_mse,late_minus_early_one_step_hybrid_mse,transport_review_rank,transport_mechanism_score,transport_source_residual_score,front_kinetic_score,observable_tail_score,qc_review_score,abs_radial_flow_mean,abs_radial_flow_mean_source_residual,particle_flow_mag_mean,curl_mean,front_kinetic_concordance_score,strict_qc_priority_score,front_evidence_score,kinetic_evidence_score,qc_evidence_score,front_consensus_score,front_radius2_slope_px2_per_norm_time,has_visual_assets,near_pre_flag,visual_asset_flag,capacity_fraction_of_first,coulombic_inefficiency_pct,echem_regime_pc1,echem_regime_pc2,masked_minus_bg_delta,masked_minus_bg_slope,q55_phase_fraction_delta,q55_phase_fraction_slope,q55_logistic_r2,q65_phase_fraction_delta,q65_phase_fraction_slope,q65_logistic_r2,q75_phase_fraction_delta,q75_phase_fraction_slope,q75_logistic_r2,front_radius_slope_px_per_norm_time_source_echem_context_residual,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,phase_fraction_slope_per_norm_time_source_echem_context_residual,mode,pre_event_clock_closer,is_pre_event,is_near_pre,is_mid_pre,is_far_pre,is_post_event,is_control,one_step_hybrid_mse_source_residual,latent_linear_gain_vs_persistence_history_source_residual,transport_mechanism_score_source_residual,front_kinetic_score_source_residual,fallback_frame_fraction_source_residual,rollout_front_review_score
source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,3,15,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,32.0,8.0,1.0,1.0,False,22.913194214165536,source_balanced_pre_event_candidate,1347.4820143884892,181.64028776978407,139.0,6108.63330078125,17.572914123535156,1251,86,1443,278,192,96,96,3570,4759,8780.8583984375,8777.6181640625,-3.240234375,0.0692163780331611,0.0690933093428611,-0.0001230686902999,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723.npz,,96,58,38,138,0.0149739583333333,0.4270833333333333,41,0.9103448275862068,1.6187559662134947,0.3691880302608279,0.0004521180406214,0.0004441342157329,0.0004594078667532,1.5273651020286864e-05,0.0,0.0343897193218486,0.0073799913841944,0.0066268021986508,0.002991238168992,0.0033838145786564,0.5946827017443044,0.4893744407603821,-0.0007531891855435,0.0003925764096644,0.0002108108249112,0.0007132942073578,-0.0005024833824465,8,0.7478631295509709,0.915234375,0.5479368932038835,0.7828125,0.48828125,8.696369316146264e-07,3.978909776173682e-07,1.2593080171925337e-06,1.9638797331899208e-07,0.0597508054198047,0.2732898549347591,0.0182068750598705,0.4626239243951588,-0.8834230947222034,2.9932742657753737,2.27835051546394,True,0,1,1.24280365548795,0.7869727460801244,1.8198574595064725,-2.5426518277428256,-0.0004840484941391,0.0062303210438663,0.0069439421338155,0.0045153893477003,,0.0044846292947558,0.0027377845304899,,0.0047016274864376,-0.0067823586435748,0.0669671198055086,0.1119267558280679,1.9361822188609168,-0.0021859619349176,0,,0,0,0,0,1,0,0.00024993692302975243,2.723467344884341,0.24193947998836973,0.06839919599514566,0.21354166666666666,3.2963365216121496
source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,16,1,post_event_1_16,post_event_1_16,source_balanced_pre_event_sampling,30.0,10.0,1.0,1.0,True,22.753093817165645,source_balanced_pre_event_candidate,1352.3435582822085,180.85889570552143,163.0,5375.2314453125,16.614131927490234,1256,85,1448,277,192,96,96,5951,7140,8770.5869140625,8792.0205078125,21.43359375,0.0672490298748016,0.0683512389659881,0.0011022090911865,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723.npz,,96,58,38,164,0.0177951388888888,0.3020833333333333,29,0.8370786516853933,0.848476290829176,0.4929210005978393,0.0002567849075123,0.0002816320301335,0.0002983631481849,1.6731118051370026e-05,0.0,0.0594077244816,0.0080947872353859,0.0098420092819664,0.0074445010430234,0.007325561226249,0.0803339449763134,0.2556843814736432,0.0017472220465805,-0.0001189398167744,0.00014201805122,0.0004580347365746,-0.0003160166853545,39,0.5780731694983818,0.5859375,0.4398968446601941,0.833984375,0.4720052083333332,5.022333439488868e-07,3.0487389951628555e-08,7.985802819741759e-07,1.1497920520791677e-07,-0.5081391638548792,0.4120141897945024,1.6390256225284887,-2.117161226001908,-0.5453208782656682,3.963422291152511,23.15077319587633,True,0,1,1.3197942381614527,-79.33998347782418,323.72052125899154,83.76607765580843,-0.0026557708841776,-0.0022584869569099,-0.0350813743218806,-0.1041125258664081,0.5612163196229542,-0.0265461121157323,-0.0779146082287799,0.5366123679045882,-0.0236528028933092,-0.0492245670289517,0.5193330522599935,1.1087572004726174,23.66402942329352,-0.0098083895004894,0,,0,0,0,0,1,0,8.889220446145246e-05,2.2091185881163495,0.07214951993578067,-0.03964085254854377,0.08854166666666666,2.775554906542056
source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,16,2,post_event_1_16,post_event_1_16,source_balanced_pre_event_sampling,30.0,10.0,1.0,1.0,True,23.468019468618884,source_balanced_pre_event_candidate,842.1052631578947,79.43859649122807,57.0,10190.8544921875,24.630884170532227,746,0,938,192,192,96,96,5951,7140,8875.33203125,8879.3173828125,3.9853515625,0.0773386284708976,0.0779915153980255,0.0006528869271278,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj2_14_c2_x10_HighCOV_110723.npz,,96,58,38,56,0.0060763888888888,0.0104166666666666,1,0.6376811594202898,1.9850693031201945,0.8245603268156108,1.8030813725221917e-05,0.0003103077416733,0.0003106757789314,3.680372580923147e-07,0.0,0.0011860395622345,0.0003424077127259,0.0001065299112179,0.0003408881339611,0.0001333484920836,0.0044379221271235,-0.2517469559407546,-0.000235877801508,-0.0002075396418774,3.899087805271921e-05,0.0005881412096161,-0.0005491503315634,111,0.319657729065534,0.355859375,0.1466777912621359,0.460546875,0.2054687499999999,3.345269231221959e-07,-1.3721903087506236e-07,8.762392307953387e-07,1.2766031489577106e-07,-0.8999999999999999,,-6.0,-2.995951161467837,,,,False,0,0,1.3197942381614527,-79.33998347782418,323.72052125899154,83.76607765580843,-0.0033216821401248,-0.0094080340011355,-0.0452802893309222,-0.1412783598366923,0.569410038255106,-0.0270524412296564,-0.1033365802278107,0.543878711634325,-0.016130198915009,-0.0653663242668853,0.5090221767192089,-2.21836116650071,-44.1020880019574,0.0098735314044317,1,,0,0,0,0,1,0,0.00010120483520795247,2.1332225652671597,-0.18626592049706714,-0.332859905946602,-0.20312500000000006,1.6470684871495327
source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,17,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,28.0,12.0,1.0,1.0,False,24.853258963123714,source_balanced_pre_event_candidate,843.8222222222222,78.31111111111112,45.0,13038.6787109375,29.271812438964844,748,0,940,192,192,96,96,8331,9520,8885.8486328125,8882.4326171875,-3.416015625,0.0794317424297332,0.0795043781399726,7.26357102394104e-05,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj1_14_c2_x10_HighCOV_110723.npz,,96,58,38,44,0.0047743055555555,0.0,0,0.78,0.7792065127495232,0.9481445513390374,2.6299573548787745e-05,2.4306332298214543e-05,2.4306332298214543e-05,0.0,0.0,0.0,0.0001241929557133,2.603009137398202e-05,0.0001129021017322,5.3158211100038256e-05,0.0909138035753216,-1.042183038710795,-9.816286433941168e-05,-5.974389063218935e-05,3.183250937247871e-05,1.662002379683836e-05,1.5212485575640348e-05,65,0.4755135012135922,0.41171875,0.5867415048543689,0.43359375,0.41328125,3.910983279095017e-07,-8.064762608775657e-08,8.339994462243634e-07,1.1610091866877205e-07,0.0308660977554488,,0.1488332975643341,-0.0511603018721648,,,,False,0,0,1.3167827873975326,1.81040473753032,-3.034407696882372,-0.5503958919755804,-0.0050793123319109,0.0023257636425377,-0.0238698010849909,0.0009168826084528,0.2979210793870154,-0.0217721518987342,0.0044369978188327,0.3108442441721361,-0.0122242314647378,0.005160185306016,0.3128419733464599,0.0396879192932585,0.724065561795874,-0.0038200608662098,0,,0,0,0,0,1,0,-0.000185164611425233,2.2196984467153578,-0.03041014834900896,0.10720380764563109,-0.21354166666666666,1.9714241384345792
source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723,128.0,14_c2_x10_HighCOV_110723,7,17,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,28.0,12.0,1.0,1.0,False,22.77786593617878,source_balanced_pre_event_candidate,1347.680981595092,184.49079754601223,163.0,5383.86181640625,16.089723587036133,1252,88,1444,280,192,96,96,8331,9520,8808.876953125,8815.48828125,6.611328125,0.0687264129519462,0.0690276250243187,0.0003012120723724,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle128_rank17_obj2_14_c2_x10_HighCOV_110723.npz,,96,58,38,164,0.0177951388888888,0.2916666666666667,28,0.9292203271841282,0.373638767960161,0.5507439727398878,0.0001249922756498,0.000112869907038,0.0001276178357273,1.474792868937895e-05,0.0,0.1306630711090387,0.0123328568092438,0.012407541476473,0.0045540544374842,0.0050689361360145,0.6307380757010937,0.5914632930604217,7.46846672292651e-05,0.0005148816985303,0.0001339537285991,0.0001211471366243,1.2806591974831307e-05,91,0.4036601183252428,0.3472656249999999,0.4276092233009709,0.551953125,0.388671875,3.828877695460232e-07,-8.88581844512351e-08,5.665656843618578e-07,8.28216101346292e-08,-0.1393097374220603,,-0.396879303795088,-0.0011156470395314,,1.0913138872193515,3.056056701031016,False,0,0,1.3167827873975326,1.81040473753032,-3.034407696882372,-0.5503958919755804,-0.0033695420880918,0.004261282253391,-0.0132368896925859,0.0072845398109656,0.3482132993183757,-0.0110669077757685,0.0096862940661064,0.3639981098193775,-0.0093309222423146,0.0060747376074271,0.3212069763818165,0.1771046813843915,2.9892143669356024,0.000911155342673,0,,0,0,0,0,1,0,-8.185310799614754e-05,2.75952271884113,-0.10226353123735837,-0.05192847390776695,0.07812500000000003,1.5390807535046729
source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,18,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,26.0,14.0,1.0,1.0,False,24.205544897566103,source_balanced_pre_event_candidate,842.4,78.56,50.0,11784.087890625,26.78255081176757,746,0,938,192,192,96,96,10711,11901,8891.8095703125,8887.2197265625,-4.58984375,0.0796633809804916,0.0793985277414321,-0.0002648532390594,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj1_14_c2_x10_HighCOV_110723.npz,,96,58,38,49,0.0053168402777777,0.0,0,0.7678571428571429,0.6607865770868404,0.974408398879271,1.1742485568745912e-05,1.475606026065179e-05,1.475606026065179e-05,0.0,0.0,0.0,0.0001356880359055,5.072491355920162e-05,9.542555367838531e-05,5.2520748425984895e-05,0.2967283147584353,-0.0354034091095559,-8.496312234630746e-05,-4.290480525240042e-05,1.370493564993414e-05,1.5829549224788977e-05,-2.1246135748548378e-06,62,0.4832700621966019,0.514453125,0.4665958737864077,0.40625,0.399609375,4.153670940330169e-07,-5.6378859964241366e-08,9.30848118729488e-07,1.2801114306708965e-07,-0.1173580832099526,,-0.211572676008486,-0.1143156325917143,,2.129279670346278,0.3427835051546904,False,0,0,1.315532856502032,1.414733396537201,-1.0212213867341229,-1.3903291158830828,0.000967930572299,0.0037450845359312,-0.0034719710669077,-0.0050851028131464,0.2893646066385767,-0.0036889692585894,-0.0018739397102961,0.3463511952479354,-0.0021699819168173,0.0053878563039467,0.3877089271560244,0.0256342198198365,0.4378352356886161,-0.0096797658726094,0,,0,0,0,0,1,0,-0.00019471488346279575,2.4255129578984715,-0.02265358736599926,-0.012941823422330134,-0.21354166666666666,1.6776157272196262
source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723,130.0,14_c2_x10_HighCOV_110723,9,18,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,26.0,14.0,1.0,1.0,False,23.10618787941481,source_balanced_pre_event_candidate,1201.0746268656717,1104.955223880597,67.0,9732.701171875,21.95796203613281,1105,1008,1297,1200,192,96,96,10711,11901,8386.1357421875,8393.0986328125,6.962890625,0.0664975419640541,0.0668392181396484,0.0003416761755943,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle130_rank18_obj2_14_c2_x10_HighCOV_110723.npz,,96,58,38,68,0.0073784722222222,0.6770833333333334,65,0.6981803797468354,1.2562321085130594,0.2802248911544545,6.251533160286068e-05,5.990205131845416e-05,6.37961493218141e-05,3.894098003359953e-06,4.90365893406501e-06,0.0650077571243422,0.0007852003222201,0.0007196592361655,0.0005844321150184,0.0006003560977992,0.2556904289519001,0.1657772628639669,-6.554108605454187e-05,1.5923982780788e-05,5.684961891698371e-05,7.089047824589621e-05,-1.40408593289125e-05,86,0.4152209117111651,0.24296875,0.5887742718446601,0.6390625000000001,0.416015625,3.208312151304121e-07,-1.5091473886684616e-07,4.840438106310938e-07,7.69755571715868e-08,0.0689279072646319,,-0.0518110282059127,0.2205106385704224,,,,False,0,0,1.315532856502032,1.414733396537201,-1.0212213867341229,-1.3903291158830828,0.0012519510732243,0.0086393824175332,-0.0060759493670886,0.0021319979120452,0.386637316602192,0.0031826401446654,0.008778313230551,0.41385656101681,-0.0010126582278481,0.0123720661434351,0.4049623004276134,-0.0534328809284504,-0.3768911210029976,0.0068086838051171,1,,0,0,0,0,1,0,-0.00014567479440163344,2.3844750720919365,-0.09070273785143607,0.10923657463592229,0.46354166666666674,1.7942464953271027
source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,19,1,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,23.0,17.0,1.0,0.0,True,22.87831847926944,source_balanced_pre_event_candidate,841.8983050847457,78.23728813559322,59.0,10075.9150390625,22.637056350708008,746,0,938,192,192,96,96,2477,3714,8936.296875,8984.427734375,48.130859375,0.0823076665401458,0.0847692787647247,0.0024616122245788,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj1_15_c2_x5_HighCOV_120723.npz,,96,58,38,60,0.0065104166666666,0.0,0,0.8307692307692308,1.1277841655522314,0.8542292093345888,0.0005255208922995,0.0005214270499579,0.0005214270499579,0.0,0.0,0.0,0.0086772527432173,9.360822329118988e-05,0.0097856420126783,0.0007760029746767,-0.1277350449803858,-7.28990175641708,-0.0085836445199261,-0.0090096390380016,1.871224412627081e-05,0.001034837915488,-0.0010161256713618,95,0.3931942126820388,0.356640625,0.3866049757281553,0.3171875,0.410546875,3.835853444381099e-07,-1.0734310805814343e-07,7.768086038441726e-07,1.0628667507678777e-07,-0.7360527822201268,,0.7541349079424947,-2.756561798449438,,5.434353861550163,1.2854381443298806,False,0,0,1.305889132861671,1.7539287650047015,-2.4561221298850064,-0.8797606725551739,0.0058165507553157,-0.0077516691480726,-0.0253887884267631,-0.1194191476668967,0.6208550414169773,-0.0161301989150091,-0.0973236423631178,0.5848252495298738,-0.0114285714285714,-0.0779360936597004,0.5757244480497148,0.0360397389727396,1.0027139611920428,-0.016287910642774,0,-23.0,1,0,0,1,0,0,7.759539576419997e-05,-0.16686510324209414,-0.019775153595267048,0.09658297936893201,-0.01822916666666665,2.3190256279205608
source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,2,19,2,source_fill,far_pre_event_17_32,source_balanced_pre_event_sampling,23.0,17.0,1.0,0.0,True,22.12968319579963,source_balanced_pre_event_candidate,1345.5777777777778,183.35555555555555,180.0,4940.9755859375,14.113113403320312,1250,87,1442,279,192,96,96,2477,3714,8827.2578125,8902.9658203125,75.7080078125,0.0709467530250549,0.0739238113164901,0.0029770582914352,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723.npz,,96,58,38,181,0.0196397569444444,0.0104166666666666,1,0.91005291005291,0.9696685747040386,0.7186561274038846,0.0006479751305592,0.0006438821605611,0.0006441238246345,2.416640734233515e-07,0.0,0.000375323449267,0.0185730770787894,0.0103389704529936,0.0100421065731886,0.0088405927854425,0.4593191784759883,0.144925229679643,-0.0082341066257957,-0.0012015137877461,0.0001634007500543,0.0011350750497376,-0.0009716742996833,38,0.5785556356189321,0.8542968750000001,0.3347694174757282,0.181640625,0.547265625,6.791708095503661e-07,1.882423570541128e-07,1.1066170087188597e-06,1.6148071228531696e-07,-0.5216423704825979,0.2810766381973754,1.6613395346544113,-2.715282910397075,-0.687408050744278,2.384463470140227,32.85889175257731,True,0,1,1.305889132861671,1.7539287650047015,-2.4561221298850064,-0.8797606725551739,0.0034042328919593,-0.0129061395198747,-0.0214104882459313,-0.1119558733058666,0.628840659274998,-0.0063652802893308,-0.0893112544508864,0.604532837033015,-0.0253164556962025,-0.0701295184653527,0.600126717566679,3.1703486894177333,32.474538615243546,0.0542711136189126,1,-23.0,1,0,0,1,0,0,0.0002002921704408,0.42018912021427995,0.16558626934162624,0.044747421116504926,-0.00781250000000005,3.092545268691589
source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,20,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,22.0,18.0,1.0,0.0,True,22.391315094010142,source_balanced_pre_event_candidate,1347.0588235294117,182.6143790849673,153.0,6119.85302734375,15.798474311828612,1251,87,1443,279,192,96,96,3715,4953,8898.19140625,8927.3583984375,29.1669921875,0.0742800533771514,0.0752032548189163,0.0009232014417648,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj1_15_c2_x5_HighCOV_120723.npz,,96,58,38,154,0.0167100694444444,0.0625,6,0.906832298136646,0.5125441040379466,0.6999713629973066,0.0004081932804897,0.0003776997660369,0.0003964528486944,1.8753082657471743e-05,0.0,0.0496507658827479,0.0082596981558664,0.0067514565155049,0.0087616900955975,0.0062010394860089,-0.0607760635144474,0.0815256720134291,-0.0015082416403615,-0.0025606506095886,0.0001144870698998,0.0006844178993783,-0.0005699308294785,73,0.4494222163228156,0.671484375,0.2577669902912621,0.1,0.2984375,5.495663801822602e-07,5.86379276860069e-08,8.616200625049936e-07,1.210823949452948e-07,-0.8221021218406355,,-0.2724982035708408,-1.949637559630489,,2.7058626339410004,-5.103092783505117,False,0,0,1.3070588435126642,1.6464185116509211,-1.957190875979374,-1.0770215974864965,0.0021562531751085,-0.0156607610949738,0.0089692585895118,-0.0705293525474915,0.4383796317006729,0.0157685352622061,-0.0630432411774573,0.5070281513014823,0.0217721518987341,-0.0517582166626274,0.5631243749661319,-0.2829915267385305,-5.442241120990157,-0.0081753505275827,0,-22.0,1,0,0,1,0,0,-4.737880549930001e-05,-0.09990612177615575,0.036452850045509744,-0.03225500606796117,0.04427083333333335,1.4342508761682242
source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723,134.0,15_c2_x5_HighCOV_120723,3,20,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,22.0,18.0,1.0,0.0,True,23.259392703729432,source_balanced_pre_event_candidate,841.1111111111111,76.88888888888889,54.0,11074.1396484375,24.12325096130371,745,0,937,192,192,96,96,3715,4953,8980.36328125,9008.7548828125,28.3916015625,0.0857632011175155,0.0867747962474823,0.0010115951299667,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle134_rank20_obj2_15_c2_x5_HighCOV_120723.npz,,96,58,38,54,0.005859375,0.0,0,0.8620689655172413,0.9014463714512212,0.8539221412184445,0.0001732670518113,0.000213322893488,0.000213322893488,0.0,0.0,0.0,0.0020271938669527,7.001247627559052e-05,0.0022588774690533,4.44958013206834e-05,-0.1142878369343217,0.3644589694908902,-0.0019571813906771,-0.0022143816677326,1.89321887951602e-05,0.0004118495706212,-0.0003929173818261,122,0.2307054004854369,0.249609375,0.1809466019417475,0.098046875,0.27109375,3.513912758142772e-07,-1.395371766819761e-07,6.471745373838113e-07,8.924274787026712e-08,-0.8355444807048803,,-0.592732081133404,-1.843377941694465,,1.4131038842147412,,False,0,0,1.3070588435126642,1.6464185116509211,-1.957190875979374,-1.0770215974864965,0.000154719077985,-0.0082907012548138,0.0115732368896925,-0.0799631345426075,0.3605775891233689,0.0069439421338155,-0.068523284427956,0.4404870697340699,0.0060036166365279,-0.0595681474991143,0.5762920733269514,,,-0.0298478025831371,1,-22.0,1,0,0,1,0,0,-0.00023050876070570002,-0.15341789519603005,-0.18226396579186896,-0.10907539441747577,-0.01822916666666665,0.6096214223130841
source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,21,1,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,18.0,22.0,1.0,0.0,False,24.33474529346656,source_balanced_pre_event_candidate,847.0588235294117,79.13725490196079,51.0,10904.58203125,27.061635971069336,751,0,943,192,192,96,96,2449,3672,9029.14453125,9007.0283203125,-22.1162109375,0.0904803574085235,0.088857851922512,-0.0016225054860115,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj1_16_c2_x10_HighHighCOV_130723.npz,,96,58,38,51,0.0055338541666666,0.0,0,0.8888888888888888,0.876709860784072,0.8992737973531422,0.0007337042532955,0.0005982606246562,0.0005982606246562,0.0,0.0,0.0,0.0027784587517162,6.827296145378747e-05,0.0019774209972514,4.852271681365712e-05,0.2883029139698259,0.2892835497329184,-0.0027101857902624,-0.0019288982804378,3.708449233950637e-05,0.0011713766746817,-0.0011342921823422,123,0.2261377427184465,0.11171875,0.2014259708737864,0.117578125,0.273828125,3.41882089739234e-07,-2.339096429754543e-07,6.307231019506519e-07,8.55688614979659e-08,-0.8258316029904483,,-0.6509150365674227,-3.103149389101989,,,,False,0,0,1.3006450525930031,1.5633866516752448,-1.5232396625479954,-1.3262696975705934,0.000736732420368,-0.0171310678834541,-0.0125858951175407,-0.1674265487220593,0.755757085567236,-0.0122242314647378,-0.1384601331071381,0.7379685907215519,-0.0057866184448462,-0.1027403944743759,0.7135233937031455,-0.2289166022407682,-3.664238316918589,-0.0003443085238158,1,-18.0,1,0,0,1,0,0,5.5016588331581007e-05,0.010166311055490762,-0.16484331386529133,-0.08344356796116509,-0.25,1.3721615800233644
source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723,138.0,16_c2_x10_HighHighCOV_130723,2,21,2,far_pre_event_17_32,far_pre_event_17_32,source_balanced_pre_event_sampling,18.0,22.0,1.0,0.0,False,24.86610668554298,source_balanced_pre_event_candidate,1206.054054054054,664.5405405405405,37.0,12206.0830078125,30.24663543701172,1110,569,1302,761,192,96,96,2449,3672,8160.9296875,8149.138671875,-11.791015625,0.0674537941813469,0.0666073262691497,-0.0008464679121971,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle138_rank21_obj2_16_c2_x10_HighHighCOV_130723.npz,,96,58,38,36,0.00390625,0.3229166666666667,31,0.8717948717948718,0.3194139587713007,0.0894728570881419,8.879197842150629e-06,1.3556850559903838e-06,1.3556850559903838e-06,0.0,0.0,0.0,0.0001817020449256,3.067685449581352e-07,0.0001817020449256,3.067685449581352e-07,0.0,0.0,-0.0001813952763806,-0.0001813952763806,2.5848450521845543e-06,1.0037271945165661e-07,2.484472332732897e-06,113,0.3100593522451456,0.22578125,0.2493780339805825,0.094140625,0.279296875,4.4305442457844986e-07,-1.3273730813623846e-07,8.118244221731328e-07,1.1013973022500069e-07,-0.8008070643492924,,-0.1623728984871751,-3.450295624650926,,,,False,0,0,1.3006450525930031,1.5633866516752448,-1.5232396625479954,-1.3262696975705934,0.0007987516861258,-0.0236957487107891,-0.0154792043399638,-0.2073743498443351,0.7555906657117871,-0.0088969258589512,-0.1748700620793793,0.0318673216400833,0.0004339963833634,-0.1156886989429726,0.6057981055197463,-0.0522071731812807,-0.9835558222429464,-0.0293175559968247,0,-18.0,1,0,0,1,0,0,-0.0005418883512686286,-0.2781366029143351,-0.08092170433859225,-0.03549150485436897,0.07291666666666669,0.909991968457944
