roi_id,cohort_role,event_reference_cycle,roi_norm_mean_delta_protocol_residual,roi_norm_mean_slope_protocol_residual,high_fraction_delta_protocol_residual,high_fraction_slope_protocol_residual,low_fraction_delta_protocol_residual,high_radius2_delta_px2_protocol_residual,high_radius2_slope_px2_per_frame_protocol_residual,centroid_path_px_protocol_residual,first_last_corr_protocol_residual,cumulative_abs_norm_change_protocol_residual,temporal_diff_energy_protocol_residual,latent_path_length_protocol_residual,latent_mean_step_protocol_residual,latent_net_displacement_protocol_residual,persistence_mse_protocol_residual,velocity_mse_protocol_residual,low_rank_dmd_mse_protocol_residual,dmd_minus_persistence_mse_protocol_residual,physics_no_qc_rf_event_probability_protocol_residual
cycle62_rank2_obj2,control,60.0,-0.00631390822576334,-6.07028091908411e-05,-0.02266701462125678,-0.00023031793087147545,0.032154995045290395,-35.87307030340158,-0.14470235912353616,0.3616433426962402,0.009051083883842348,-0.002822355631791,-7.671909890580299e-05,-4.229390256584512,-0.04451989649394078,-0.047343841325258484,-7.008499243636082e-05,-0.00017483401936958966,-0.001228972815105684,-0.0011535455448664464,-0.12413666139420843
cycle62_rank1_obj4,control,60.0,-0.0036224902932530407,-2.2608336859726817e-05,-0.019072047575121282,-8.721470396063101e-05,0.005642113080041894,33.26284333549612,0.24389032698076504,0.637414510500177,0.03925185908650264,-0.003943351361952702,-3.757547285151976e-05,-1.5420504738696685,-0.01623211322882699,-0.41399704528949144,-3.548871870077322e-05,-7.463006634468968e-05,-0.0002659898699942842,-0.00022515887349054665,-0.02845982070622205
cycle62_rank3_obj9,control,60.0,-0.0037434281175023404,3.165804094612488e-05,-0.017124773758464683,0.00015718558069576898,0.005642113080041894,7.465213046302475,-0.25418087903568687,-0.5590548762590348,-0.056819667608199675,0.008274829681910602,-2.3002406414368475e-05,2.0635880301586518,0.02172198624751051,1.8157218782792341,-2.3059219180478736e-05,-4.835572802008967e-05,0.002020812943620216,0.002049214440603653,0.3628252019573766
cycle62_rank4_obj1,control,60.0,-0.00511847747014824,-4.9363057589841e-05,-0.02671135254815908,-0.0002459622376332175,0.035749962091425794,-33.09496604548584,0.020466974586168446,0.14146374430115038,-0.06298781201624382,0.008058651085890899,-8.234824526409418e-06,-3.356422536552774,-0.035330767618208386,-0.24916040016314867,-5.035882274073225e-06,1.3639341680010317e-05,-0.00044737931869288407,-0.0004370011586158466,-0.14538692633098804
cycle86_rank2_obj6,event,86.0,0.0023532600730597395,-2.7431267475555e-05,0.009190347137000517,-9.783439918918988e-05,-0.007550000379831685,6.54051699507649,-0.011715613049528784,0.29444692884995405,0.005484157999507744,-0.0018513966817418955,-6.107178524988223e-05,-1.5583955936832439,-0.016404165477621288,0.5102502438301748,-3.533765931985199e-05,-0.00014989385151601903,-0.0006853282656992013,-0.0006370818886898855,-0.09293608445697915
cycle86_rank5_obj8,event,86.0,0.0025539414614379396,-9.679066223514682e-06,0.01593091034850442,9.141521335310153e-06,-0.005303145975997085,18.00343033854121,0.06233879501521962,-1.1657738167828349,0.0005439708743270044,0.0001362300943573043,-5.3890425998619613e-05,-0.6145279102725993,-0.0064687119434949925,0.318748149561376,-2.9663255027630108e-05,-0.00013897380442721904,0.00017680584189309879,0.00021937781461021455,-0.04611853839300434
cycle86_rank3_obj5,event,86.0,0.0028338597744643397,1.3165279027243138e-05,0.014582797706203618,0.00010138874884311013,-0.017136579169526087,25.808779666488835,0.17945498845118182,-0.6373237510000678,0.007351020562492594,-0.0009144293610015963,-5.263476861167273e-06,1.7707259959774007,0.0186392156769159,-0.10139009029915869,1.4758262231602884e-05,-2.358715839721905e-05,-0.00018005658510430122,-0.00018190612964638555,0.02007868639096988
cycle86_rank4_obj9,event,86.0,0.0015589164227188396,6.530281598264314e-05,0.009789508311356417,0.0003789534549579101,-0.013092241242623684,12.4882062485698,0.148189157355562,0.9689542171224552,0.00022962319509700624,0.003965134685858105,3.099012427693274e-05,7.516472608526232,0.0791207639862421,0.4236493441338247,4.494111606560289e-05,4.640794811718095e-05,0.0005310809947514988,0.0004990485963754145,0.14777761513183174
cycle86_rank6_obj78,event,86.0,0.0025448741048514395,-7.490350712870147e-06,0.010688250072890218,-5.263325771028986e-05,-0.005153355682408085,9.504125225251887,0.15726766224690653,1.9394782273188937,-0.0027247493946618295,0.0028471862431606043,3.130364529043274e-05,-2.3768312626285564,-0.025019271821844297,-0.5020211604361826,5.316047434410287e-05,9.203719271318097e-05,-0.0003253541144476013,-0.00036560587110228554,-0.10293794702701775
cycle86_rank8_obj17,event,86.0,0.0026273296803176393,2.802250874594313e-05,0.004397057742153317,-0.00011287515531738988,-0.012642870361856885,6.768341075234519,0.041560100832227616,-1.1330129969113276,-0.016395340526722424,0.003581217443569505,1.2021600913332737e-05,0.6251237697200764,0.006580249815118511,-0.2235010531668954,2.7462202915002877e-05,9.492392633580972e-06,0.0002058774789657988,0.0001913239937403144,0.08979503236100106
