feature,transform,pre_clock_n,pre_clock_rho,pre_clock_p,pre_clock_perm_p_abs,post_clock_n,post_clock_rho,post_clock_p,post_clock_perm_p_abs,abs_pre_minus_abs_post_rho,source_eta2_after_transform,raw_source_eta2
frame_diff_mse_p95,source_residual,76,0.01280245817834956,0.9125965521366228,0.7928286852589641,40,-0.10615332776104502,0.5144467610308302,0.3107569721115538,-0.09335086958269546,1.1700609501302524e-32,0.6648823276962966
object_mean_abs_z,source_residual,76,0.008909633635896376,0.9391115317010479,0.796812749003984,40,0.11523596543043925,0.4789019626806187,0.26693227091633465,-0.10632633179454287,4.493960024832153e-32,0.24062877316727443
front_radius_q80_delta_px,within_source_rank,76,0.014171642630860777,0.9032918151603485,0.8047808764940239,40,-0.42977477733463354,0.005645298758542929,0.07171314741035857,-0.41560313470377275,0.0052003882956594095,0.08729908603844944
object_y_full_approx,within_source_rank,76,-0.01124090866415531,0.9232228425199996,0.8167330677290837,40,0.03858430141377533,0.8131391068895207,0.7091633466135459,-0.02734339274962002,0.0022226832231870323,0.1767898202994347
frame_diff_mse_mean,source_residual,76,-0.014611799162870056,0.9003032890274841,0.8167330677290837,40,-0.17673299131696266,0.2753041802547546,0.07569721115537849,-0.1621211921540926,3.288304896354527e-33,0.7541983734421749
persistence_mse_p95,raw,76,0.10266639374286746,0.3774921380033606,0.8247011952191236,40,-0.46340374275721796,0.002600293243350389,0.35856573705179284,-0.3607373490143505,0.681991026318554,0.681991026318554
temporal_energy_p95,source_residual,76,0.009156361951967352,0.9374287339900369,0.8286852589641435,40,-0.11826351132023732,0.46734680360360414,0.23904382470119523,-0.10910714936826997,1.3883815376244911e-32,0.8374275676480234
front_radius_q60_median_px,within_source_rank,76,-0.018927234389109985,0.8710824799952364,0.8366533864541833,40,-0.04127390750352471,0.8003692545626557,0.6892430278884463,-0.02234667311441472,0.002588974420932722,0.18916582859938572
roi_norm_mean_slope,within_source_rank,76,-0.03989762958975181,0.7322069532115665,0.8406374501992032,40,-0.20813986215212144,0.19746125672185066,0.2151394422310757,-0.16824223256236964,0.0022205773501110296,0.5832240213168814
object_area_ds_px,within_source_rank,76,-0.009682235208662208,0.9338429653149743,0.8446215139442231,40,-0.03378779655404826,0.8360289398261198,0.6733067729083665,-0.02410556134538605,0.0022451728783116293,0.10986075143354154
frame_diff_mse_slope,source_residual,76,-0.05551387111596972,0.6338567310291046,0.848605577689243,40,0.21325276361265197,0.18642857570824276,0.05179282868525897,-0.15773889249668224,1.927854270040395e-33,0.40709605393744575
frame_diff_mse_slope,raw,76,0.29067337058895154,0.010856269947875096,0.8565737051792829,40,-0.06320002044953482,0.6984416896225587,0.6733067729083665,0.22747335013941672,0.40709605393744575,0.40709605393744575
frame_diff_mse_slope,within_source_rank,76,0.006992823080288393,0.9521935483830488,0.8565737051792829,40,0.033958386649758726,0.8352124436225485,0.8167330677290837,-0.026965563569470333,0.0022205773501110296,0.40709605393744575
masked_minus_background_mean_median,source_residual,76,-0.007950134628953687,0.9456582101534861,0.8565737051792829,40,-0.18922161811237972,0.2422445534511404,0.05179282868525897,-0.18127148348342603,3.0822746380990503e-30,0.43670484472087534
velocity_mse_p95,within_source_rank,76,0.009414949338584106,0.9356653459995249,0.8605577689243028,40,-0.07247668759571207,0.6567296991920946,0.5059760956175299,-0.06306173825712796,0.002220577350111029,0.67054335146267
masked_minus_background_mean_slope,source_residual,76,0.015818026485883718,0.8921205948024272,0.8645418326693227,40,-0.08969104698526799,0.5820590367518246,0.32669322709163345,-0.07387302049938427,4.984064462459731e-33,0.5781004525786195
frame_diff_abs_mean,within_source_rank,76,0.008478960223052352,0.9420495513755383,0.8685258964143426,40,-0.10378206312789139,0.5239384165276013,0.2868525896414343,-0.09530310290483904,0.0022205773501110296,0.6168376064037338
mask_centroid_path_px,source_residual,76,-0.010993117193829064,0.9249103381627004,0.8725099601593626,40,0.02838324271685696,0.8619802227293608,0.8007968127490039,-0.017390125523027895,5.166141469816707e-32,0.7648575103265738
velocity_minus_persistence_mse,within_source_rank,76,0.008244962944169414,0.9436461885764612,0.8764940239043825,40,-0.1048255756456307,0.5197508710082969,0.30677290836653387,-0.09658061270146129,0.0022205773501110296,0.7970380411936366
temporal_energy_late_minus_early,within_source_rank,76,0.006155680275687986,0.9579111203393414,0.8884462151394422,40,0.04664707990285578,0.7750140910681468,0.7211155378486056,-0.040491399627167794,0.002220577350111029,0.28233130688118036
bright_fraction_060_delta,raw,76,-0.016021985912301695,0.8907380810984804,0.8884462151394422,40,-0.0956190132901585,0.5572583607300112,0.47808764940239046,-0.0795970273778568,0.16156767534943997,0.16156767534943997
persistence_mse_late_mean,source_residual,76,-0.01123984550990004,0.923230082036151,0.8924302788844621,40,-0.1284814786983058,0.4294671015792003,0.26294820717131473,-0.11724163318840577,1.2273027868809494e-32,0.6646846224893732
spatial_std_slope,source_residual,76,0.006168207901774413,0.957825541993624,0.900398406374502,40,-0.07417487430005285,0.64919936178092,0.6733067729083665,-0.06800666639827843,1.3520889785073497e-32,0.5721075421394747
masked_minus_background_mean_median,raw,76,0.3297661015575308,0.003625493206253862,0.9043824701195219,40,-0.481379796477894,0.0016625829266779311,0.03187250996015936,-0.1516136949203632,0.43670484472087534,0.43670484472087534
frame_diff_mse_mean,within_source_rank,76,0.0059457100763727075,0.9593455324741627,0.9043824701195219,40,-0.18713290499588375,0.24757813061835748,0.07171314741035857,-0.18118719491951105,0.00222057735011103,0.7541983734421749
front_radius_q60_slope_px_per_norm_time,within_source_rank,44,0.019866886143623117,0.8981483706568306,0.9083665338645418,15,-0.28293573690258833,0.30686848764637226,0.16334661354581673,-0.2630688507589652,0.09316167017342415,0.2812613722951844
persistence_mse_mean,within_source_rank,76,0.0059457100763727075,0.9593455324741627,0.9123505976095617,40,-0.18713290499588375,0.24757813061835748,0.06772908366533864,-0.18118719491951105,0.00222057735011103,0.7541982340374828
spatial_std_mean,source_residual,76,0.005647337012291241,0.961384089791685,0.9203187250996016,40,-0.05165750174467967,0.7515758402872057,0.6334661354581673,-0.04601016473238843,1.6500116744428836e-30,0.27212879085565306
masked_minus_background_mean_median,within_source_rank,76,-0.0038539400115772627,0.9736417662967608,0.9203187250996016,40,-0.2231957647678276,0.166239818271324,0.03187250996015936,-0.21934182475625033,0.00222057735011103,0.43670484472087534
front_radius_q70_positive_step_fraction,within_source_rank,76,-0.00584269508399114,0.9600493271789888,0.9203187250996016,40,-0.22177761747068625,0.1690184620816293,0.10756972111553785,-0.21593492238669512,0.002795274123215684,0.36398625429553283
mask_area_fraction_iqr,source_residual,76,-0.007402001267717018,0.9493997756424767,0.9322709163346613,40,-0.2791018867157601,0.08114752816596847,0.01195219123505976,-0.2716998854480431,1.986386695296688e-32,0.3839107963796472
front_gradient_peak_radius_median_px,raw,76,0.01320906531169316,0.9098320385958647,0.9402390438247012,40,-0.04335250458873488,0.7905351695659015,0.8167330677290837,-0.03014343927704172,0.25372647451269464,0.25372647451269464
object_candidate_rank,within_source_rank,76,0.0036306693179194035,0.9751682826106999,0.9601593625498008,40,-0.24616136952683748,0.12572915301967633,0.4820717131474104,-0.24253070020891807,0.0029211295034079795,0.0
object_mean_abs_z,within_source_rank,76,0.002684808243971671,0.9816361192857188,0.9601593625498008,40,0.060319775819460894,0.7115795675356916,0.5139442231075697,-0.05763496757548922,0.0022205773501110275,0.24062877316727443
front_radius_q70_median_px,within_source_rank,76,-0.002692394564176076,0.9815842384566014,0.9601593625498008,40,-0.011369073448215007,0.9444910078918682,0.9083665338645418,-0.00867667888403893,0.0026761819803746657,0.18852166145600718
velocity_mse_mean,within_source_rank,76,-0.0006744627450155279,0.9953863531351389,0.9800796812749004,40,-0.15529363559447734,0.3386477736094179,0.1593625498007968,-0.1546191728494618,0.00222057735011103,0.783022062622364
bright_fraction_060_delta,source_residual,76,-0.0030852429384266196,0.9788977620019363,0.9800796812749004,40,-0.13159546651228038,0.4182735421941791,0.4581673306772908,-0.12851022357385375,2.983971654286802e-34,0.16156767534943997
spatial_std_slope,within_source_rank,76,-0.0023543215979976023,0.9838963005796864,0.9880478087649402,40,-0.02105303154424864,0.8974027428728949,0.9641434262948207,-0.018698709946251037,0.0022205773501110296,0.5721075421394747
front_radius_q70_slope_px_per_norm_time,raw,47,-0.004404916716799534,0.9765571136163967,0.9920318725099602,20,0.12029879535339212,0.6134234773236137,0.5298804780876494,-0.11589387863659259,0.3379626708409469,0.3379626708409469
apparent_diffusion_q70_px2_per_norm_time,raw,47,-0.03402218569422798,0.8204009670642275,0.9920318725099602,20,0.10278694539688565,0.6663053800860932,0.5697211155378487,-0.06876475970265768,0.20786015276907482,0.20786015276907482
apparent_diffusion_q70_um2_per_norm_time,raw,47,-0.03402218569422798,0.8204009670642275,0.9920318725099602,20,0.10278694539688565,0.6663053800860932,0.6055776892430279,-0.06876475970265768,0.20786015276907463,0.20786015276907463
roi_norm_mean_slope,raw,76,0.20818387024922175,0.07112873183585965,1.0,40,-0.28496775687724385,0.07469971752497633,0.00398406374501992,-0.0767838866280221,0.5832240213168814,0.5832240213168814
roi_norm_mean_late_minus_early,raw,76,0.20793714193315077,0.07147182550831083,1.0,40,-0.3282995074249789,0.0386191887251627,0.00398406374501992,-0.1203623654918281,0.5985554655138969,0.5985554655138969
object_candidate_rank,raw,76,0.0,1.0,1.0,40,0.0,1.0,1.0,0.0,0.0,0.0
object_candidate_rank,source_residual,76,0.0,1.0,1.0,40,0.0,1.0,1.0,0.0,0.0,0.0
