feature,transform,target,n,n_positive,oriented_auc,average_precision,direction,median_positive,median_negative,median_positive_minus_negative,mwu_p,within_source_perm_p,source_eta2_after_transform,raw_source_eta2,pre_clock_n,pre_clock_rho,pre_clock_p,pre_clock_perm_p_abs,post_clock_n,post_clock_rho,post_clock_p,post_clock_perm_p_abs,abs_pre_minus_abs_post_rho
roi_norm_mean_abs_step_p95,source_residual,clean_pre8_vs_post_control,84,32,0.5474759615384616,0.5505098036392593,lower_in_positive,-5.3394436836249964e-05,-3.453716635950393e-07,-5.3049065172654924e-05,0.4696432077553615,,2.3134422122068482e-32,0.676182004236315,76,-0.05787149724731461,0.6194943453555587,,40,-0.07114732841025477,0.6626480203401642,,-0.013275831162940163
roi_norm_mean_slope,source_residual,clean_pre8_vs_post_control,84,32,0.5456730769230769,0.4323181636443138,lower_in_positive,-0.00047706303807194003,0.0002289105135318114,-0.0007059735516037514,0.48678784247499174,,5.208926284644801e-33,0.5832240213168814,76,-0.02141053498349252,0.8543427271948301,,40,-0.19716892607309966,0.22266296676862382,,-0.17575839108960714
mask_base_area_fraction,source_residual,clean_pre8_vs_post_control,84,32,0.54296875,0.4451691145251217,lower_in_positive,-0.0014105902777777901,0.0006076388888889006,-0.0020182291666666907,0.5131219957671871,,5.605480752452472e-31,0.21608411441791764,76,-0.029813412426808898,0.79821599969358,,40,-0.04087186951227402,0.8022749048325087,,-0.011058457085465122
persistence_mse_late_mean,source_residual,clean_pre8_vs_post_control,84,32,0.5384615384615384,0.5260215238331526,lower_in_positive,-1.3751089500138594e-05,1.2120812698480845e-06,-1.4963170769986679e-05,0.5586180348994271,,1.2273027868809494e-32,0.6646846224893732,76,-0.01123984550990004,0.923230082036151,,40,-0.1284814786983058,0.4294671015792003,,-0.11724163318840577
roi_norm_mean_abs_step_mean,source_residual,clean_pre8_vs_post_control,84,32,0.5336538461538461,0.5330525415009904,lower_in_positive,-3.8036986401239985e-05,4.5925378799399825e-06,-4.262952428117997e-05,0.6092055487149597,,6.690804662782244e-32,0.7875712256091358,76,-0.05803598279136193,0.6184975244251927,,40,-0.13131980296999154,0.4192577386100509,,-0.07328382017862961
object_area_ds_px,source_residual,clean_pre8_vs_post_control,84,32,0.5333533653846154,0.3944683893068083,higher_in_positive,-6.649999999999999,-10.05,3.400000000000002,0.6124032683573146,,5.2761596432882684e-33,0.10986075143354154,76,0.14036771390628586,0.2265034186818135,,40,-0.13661313537929537,0.4005885398149704,,0.0037545785269904874
frame_diff_mse_slope,source_residual,clean_pre8_vs_post_control,84,32,0.530048076923077,0.5515385287086629,higher_in_positive,-7.37448205989885e-07,-3.136858776040179e-06,2.3994105700502937e-06,0.6484316122554742,,1.927854270040395e-33,0.40709605393744575,76,-0.05551387111596972,0.6338567310291046,,40,0.21325276361265197,0.18642857570824276,,-0.15773889249668224
front_radius_q80_delta_px,source_residual,clean_pre8_vs_post_control,84,32,0.528545673076923,0.45144236317914377,higher_in_positive,0.0,-0.2,0.2,0.6570193032654377,,2.9055650284383496e-34,0.08729908603844944,76,0.035996451720062814,0.7575428889480427,,40,-0.48765257667720274,0.0014141836611728425,,-0.4516561249571399
object_x_full_approx,source_residual,clean_pre8_vs_post_control,84,32,0.5282451923076924,0.395129539788741,higher_in_positive,20.125266215529678,-42.8207755260799,62.94604174160958,0.6684228297673378,,5.246619486694386e-32,0.2701791145026204,76,-0.018696523506711776,0.8726406789524568,,40,-0.06500372401796821,0.6902579751601882,,-0.04630720051125643
bright_fraction_075_delta,source_residual,clean_pre8_vs_post_control,84,32,0.5264423076923077,0.4409878141292119,lower_in_positive,-9.223090277770498e-05,-3.52647569444075e-05,-5.696614583329749e-05,0.6885866782800488,,1.6397003360522195e-33,0.27582890038621466,76,-0.033521491691332034,0.773751608276961,,40,-0.09067544078357456,0.5779065791788586,,-0.05715394909224253
roi_norm_mean_last,source_residual,clean_pre8_vs_post_control,84,32,0.525841346153846,0.4452598519097679,lower_in_positive,-0.0019083470106124809,0.0025581565685570337,-0.004466503579169515,0.695453227936219,,3.3782122478153968e-31,0.19923670283826445,76,-0.04704286559753286,0.6865533083634919,,40,-0.022138929319148428,0.892141159666465,,0.02490393627838443
roi_norm_mean_first,source_residual,clean_pre8_vs_post_control,84,32,0.5252403846153846,0.4418781194785494,lower_in_positive,-0.002115381136536601,0.0024862977676093634,-0.004601678904145964,0.7022726074651204,,8.843458469968833e-31,0.1770683094060683,76,-0.04323228382710333,0.7107734875517449,,40,0.0007568864724495189,0.9963016821018035,,0.042475397354653804
roi_norm_mean_delta_last_minus_first,source_residual,clean_pre8_vs_post_control,84,32,0.5252403846153846,0.4141514243420729,lower_in_positive,-6.955042481424952e-05,7.41519033907383e-06,-7.696561515332335e-05,0.7022726074651204,,1.0175061883037838e-33,0.41398376879987014,76,-0.07034498433756954,0.545951001386718,,40,-0.04598085320130828,0.7781460118216429,,0.024364131136261263
roi_norm_mean_delta,source_residual,clean_pre8_vs_post_control,84,32,0.5252403846153846,0.4141514243420729,lower_in_positive,-6.955042481424952e-05,7.41519033907383e-06,-7.696561515332335e-05,0.7022726074651204,,1.0175061883037838e-33,0.41398376879987014,76,-0.07034498433756954,0.545951001386718,,40,-0.04598085320130828,0.7781460118216429,,0.024364131136261263
velocity_minus_persistence_mse,source_residual,clean_pre8_vs_post_control,84,32,0.5234374999999999,0.4743314335937947,lower_in_positive,2.2755280952143828e-06,3.7312975109653218e-06,-1.455769415750939e-06,0.7228730653163821,,9.485952031334782e-33,0.7970380411936366,76,-0.024453517548367897,0.8339181751589706,,40,-0.12488626795417061,0.4425957365940024,,-0.10043275040580271
bright_fraction_060_delta,source_residual,clean_pre8_vs_post_control,84,32,0.5219350961538461,0.4333116388203304,lower_in_positive,-1.0850694444470007e-05,3.2552083333320004e-05,-4.340277777779001e-05,0.7401588858411439,,2.983971654286802e-34,0.16156767534943997,76,-0.0030852429384266196,0.9788977620019363,,40,-0.13159546651228038,0.4182735421941791,,-0.12851022357385375
persistence_mse_mean,source_residual,clean_pre8_vs_post_control,84,32,0.5192307692307692,0.5272734221485182,lower_in_positive,-9.020221295932315e-06,-2.3475600755618864e-06,-6.672661220370429e-06,0.7717053300754494,,2.943440939785965e-32,0.7541982340374828,76,-0.014611799162870056,0.9003032890274841,,40,-0.17673299131696266,0.2753041802547546,,-0.1621211921540926
frame_diff_mse_mean,source_residual,clean_pre8_vs_post_control,84,32,0.5192307692307692,0.5272734221485182,lower_in_positive,-9.020229845175389e-06,-2.347569306925295e-06,-6.6726605382500935e-06,0.7717053300754494,,3.288304896354527e-33,0.7541983734421749,76,-0.014611799162870056,0.9003032890274841,,40,-0.17673299131696266,0.2753041802547546,,-0.1621211921540926
object_mean_residual,source_residual,clean_pre8_vs_post_control,84,32,0.5186298076923077,0.3852266933395185,lower_in_positive,-19.841748046875182,455.7798095703124,-475.6215576171876,0.7787610044064871,,2.2920707034723626e-32,0.17496062687710975,76,-0.03953135908603868,0.7345740256149791,,40,0.13037369487942962,0.42264553681578304,,-0.09084233579339095
velocity_mse_mean,source_residual,clean_pre8_vs_post_control,84,32,0.515625,0.5120107787458263,lower_in_positive,-2.4180336913529995e-05,-2.556961862861258e-06,-2.1623375050668737e-05,0.8143024433757959,,6.038099855059692e-32,0.783022062622364,76,-0.01431024233211664,0.9023506194563109,,40,-0.14778208374576857,0.3628073606344197,,-0.13347184141365193
raw_roi_mean_delta_last_minus_first,source_residual,clean_pre8_vs_post_control,84,32,0.5078125,0.4067469009494775,lower_in_positive,-0.3783691406249998,-0.027069091796875,-0.3513000488281248,0.9083366165937199,,6.8939850661600945e-34,0.4591139102176846,76,-0.07360728096117466,0.5274414127720789,,40,0.03216767507910455,0.8437916743766009,,0.041439605882070116
spatial_std_mean,source_residual,clean_pre8_vs_post_control,84,32,0.506610576923077,0.5211111744456641,lower_in_positive,-8.354000747201606e-05,0.0010312879458069732,-0.0011148279532789893,0.9229527340999603,,1.6500116744428836e-30,0.27212879085565306,76,0.005647337012291241,0.961384089791685,,40,-0.05165750174467967,0.7515758402872057,,-0.04601016473238843
object_mean_abs_z,source_residual,clean_pre8_vs_post_control,84,32,0.5060096153846154,0.3754857149786429,lower_in_positive,-0.2026357650756836,0.862270641326905,-1.0649064064025886,0.9302708743081815,,4.493960024832153e-32,0.24062877316727443,76,0.008909633635896376,0.9391115317010479,,40,0.11523596543043925,0.4789019626806187,,-0.10632633179454287
front_gradient_peak_radius_median_px,source_residual,clean_pre8_vs_post_control,84,32,0.5021033653846153,0.3926267524986025,lower_in_positive,-0.2999999999999998,-0.125,-0.17499999999999982,0.9779391174290708,,9.771833214225567e-33,0.25372647451269464,76,-0.05579079804225215,0.6321625668005513,,40,-0.06498543497851544,0.690340783361754,,-0.009194636936263295
temporal_energy_p95,source_residual,clean_pre8_vs_post_control,84,32,0.5018028846153846,0.5394189329379193,higher_in_positive,0.00019533599668650377,0.00011427323974203766,8.106275694446611e-05,0.9816284334981435,,1.3883815376244911e-32,0.8374275676480234,76,0.009156361951967352,0.9374287339900369,,40,-0.11826351132023732,0.46734680360360414,,-0.10910714936826997
front_radius_q70_positive_step_fraction,source_residual,clean_pre8_vs_post_control,84,32,0.5015024038461539,0.4954851498432846,lower_in_positive,-0.005263157894736844,-0.0026315789473684396,-0.002631578947368404,0.9852849143730994,,9.9401611149228e-33,0.36398625429553283,76,-0.05533299155439584,0.634964319975624,,40,-0.2935822255108801,0.0659667203990117,,-0.23824923395648426
object_candidate_rank,source_residual,clean_pre8_vs_post_control,84,32,0.5,0.38095238095238093,higher_in_positive,0.0,0.0,0.0,1.0,,0.0,0.0,76,0.0,1.0,,40,0.0,1.0,,0.0
spatial_std_slope,source_residual,clean_pre8_vs_post_control,84,32,0.4981971153846155,0.37234565464005265,lower_in_positive,-0.0001063515499387462,9.630580058260507e-05,-0.00020265735052135128,0.9816284334981435,,1.3520889785073497e-32,0.5721075421394747,76,0.006168207901774413,0.957825541993624,,40,-0.07417487430005285,0.64919936178092,,-0.06800666639827843
frame_diff_mse_p95,source_residual,clean_pre8_vs_post_control,84,32,0.49759615384615385,0.5378128123105685,higher_in_positive,-2.092175923276258e-06,-4.181552117212978e-06,2.0893761939367195e-06,0.9742819887196084,,1.1700609501302524e-32,0.6648823276962966,76,0.01280245817834956,0.9125965521366228,,40,-0.10615332776104502,0.5144467610308302,,-0.09335086958269546
mask_centroid_path_px,source_residual,clean_pre8_vs_post_control,84,32,0.4951923076923077,0.5128161633429023,higher_in_positive,-0.3909770115518172,-0.39774404137294583,0.006767029821128645,0.9449242398001482,,5.166141469816707e-32,0.7648575103265738,76,-0.010993117193829064,0.9249103381627004,,40,0.02838324271685696,0.8619802227293608,,-0.017390125523027895
mask_centroid_max_step_px,source_residual,clean_pre8_vs_post_control,84,32,0.49158653846153844,0.5110496317054757,higher_in_positive,-0.019349010761244026,-0.024687030111219782,0.005338019349975756,0.9010398653771274,,3.5021997566846926e-32,0.7553858029701687,76,-0.06091447981218998,0.601165710097678,,40,-0.2622611627037583,0.10208107178427102,,-0.20134668289156835
temporal_energy_late_minus_early,source_residual,clean_pre8_vs_post_control,84,32,0.4885817307692308,0.4934128402707713,lower_in_positive,-4.3682940304279325e-05,4.1723111644407003e-05,-8.540605194868632e-05,0.8646935242556453,,2.381729238620391e-33,0.28233130688118036,76,-0.026975629223760098,0.8170719141049922,,40,0.19849347739988632,0.21950833113975804,,-0.17151784817612623
temporal_energy_mean,source_residual,clean_pre8_vs_post_control,84,32,0.484375,0.40829332959403203,lower_in_positive,0.00014559163246302426,0.00022155401529746262,-7.596238283443836e-05,0.8143024433757959,,1.566178043106527e-31,0.7281690036904103,76,0.03421299316184208,0.7692128373534766,,40,-0.13851022445826197,0.3940162626536957,,-0.10429723129641989
velocity_mse_p95,source_residual,clean_pre8_vs_post_control,84,32,0.4729567307692308,0.4170293319865675,lower_in_positive,-2.3979123288865047e-05,4.923185513688866e-05,-7.32109784257537e-05,0.6818885888902495,,5.276242806263867e-32,0.67054335146267,76,0.0296348121858584,0.7993994529878271,,40,-0.07039044193780525,0.6660267712412669,,-0.04075562975194685
frame_diff_abs_mean,source_residual,clean_pre8_vs_post_control,84,32,0.46814903846153844,0.39599065741940265,lower_in_positive,2.9983930289589206e-06,0.00022229333990249605,-0.00021929494687353713,0.6286875506494882,,1.4794432606440277e-31,0.6168376064037338,76,0.03544663474219696,0.7611349491238045,,40,-0.11826351132023732,0.46734680360360414,,-0.08281687657804036
front_radius_q80_slope_px_per_norm_time,source_residual,clean_pre8_vs_post_control,41,32,0.4666666666666667,0.5043346269125678,lower_in_positive,0.0030927835051546837,0.04043170103092786,-0.037338917525773174,0.7247577501335116,,1.6856684996277742e-33,0.15336694105565868,43,-0.06679570951684885,0.6704155362764845,,18,-0.39355053308351656,0.10613446781941067,,-0.32675482356666774
persistence_mse_p95,source_residual,clean_pre8_vs_post_control,84,32,0.4639423076923077,0.40838170955027425,lower_in_positive,-7.887866740950009e-06,1.5075298788329989e-05,-2.2963165529279997e-05,0.5836564597060823,,4.033324419610283e-32,0.681991026318554,76,0.040271544034251615,0.7297930527418394,,40,-0.0877988308041442,0.5900782889274566,,-0.04752728676989259
masked_minus_background_mean_slope,source_residual,clean_pre8_vs_post_control,84,32,0.46334134615384615,0.3552569016215139,lower_in_positive,0.00031309773444588456,0.00044516221571834003,-0.00013206448127245547,0.5773480449053798,,4.984064462459731e-33,0.5781004525786195,76,0.015818026485883718,0.8921205948024272,,40,-0.08969104698526799,0.5820590367518246,,-0.07387302049938427
mask_area_fraction_median,source_residual,clean_pre8_vs_post_control,84,32,0.4441105769230769,0.3943522114074393,higher_in_positive,0.0006998697916666546,-0.0026869032118055775,0.003386773003472232,0.3942068651785394,,4.675779742438587e-31,0.29077556614059247,76,-0.036680276322551844,0.7530824853907633,,40,0.010785632232405645,0.9473355513374426,,0.025894644090146197
front_radius_q70_slope_px_per_norm_time,within_source_rank,clean_pre8_vs_post_control,43,32,0.5921052631578948,0.47884734564371806,higher_in_positive,0.2142857142857143,0.0357142857142857,0.1785714285714286,0.30644687902289425,,0.02356582140451868,0.3379626708409469,47,0.11909696049959131,0.4252504663408506,,20,-0.14757948307879695,0.5346563811439432,,-0.028482522579205638
front_radius_q70_delta_px,within_source_rank,clean_pre8_vs_post_control,84,32,0.5838341346153846,0.4602807742462427,higher_in_positive,0.09999999999999998,0.0,0.09999999999999998,0.19399019647496396,,0.004390072582533365,0.11678601772059717,76,0.05253342464886296,0.6522078984615487,,40,-0.3202452968698815,0.04394788687363801,,-0.26771187222101855
apparent_diffusion_q70_px2_per_norm_time,within_source_rank,clean_pre8_vs_post_control,43,32,0.5778508771929824,0.4725201271957106,higher_in_positive,0.2142857142857143,0.0357142857142857,0.1785714285714286,0.38838152676367454,,0.02356582140451868,0.20786015276907482,47,0.0940010304468591,0.5296899296952846,,20,-0.24442851884925743,0.2989940301161302,,-0.15042748840239833
apparent_diffusion_q70_um2_per_norm_time,within_source_rank,clean_pre8_vs_post_control,43,32,0.5778508771929824,0.4725201271957106,higher_in_positive,0.2142857142857143,0.0357142857142857,0.1785714285714286,0.38838152676367454,,0.02356582140451868,0.20786015276907463,47,0.0940010304468591,0.5296899296952846,,20,-0.24442851884925743,0.2989940301161302,,-0.15042748840239833
frame_diff_mse_slope,within_source_rank,clean_pre8_vs_post_control,84,32,0.5727163461538461,0.4494935862522079,higher_in_positive,0.09999999999999998,0.0,0.09999999999999998,0.26564747987649273,,0.0022205773501110296,0.40709605393744575,76,0.006992823080288393,0.9521935483830488,,40,0.033958386649758726,0.8352124436225485,,-0.026965563569470333
temporal_energy_late_minus_early,within_source_rank,clean_pre8_vs_post_control,84,32,0.5640024038461539,0.4459728491016578,higher_in_positive,0.09999999999999998,0.0,0.09999999999999998,0.3274341822610236,,0.002220577350111029,0.28233130688118036,76,0.006155680275687986,0.9579111203393414,,40,0.04664707990285578,0.7750140910681468,,-0.040491399627167794
front_radius_q80_median_px,within_source_rank,clean_pre8_vs_post_control,84,32,0.5609975961538461,0.4696965507840239,higher_in_positive,-0.04999999999999999,-0.0625,0.012500000000000011,0.35080903431708954,,0.002815632391035026,0.18760524310145266,76,0.036543448868061726,0.7539743334201419,,40,0.013841822669914502,0.9324431772643051,,0.022701626198147223
roi_norm_mean_positive_step_fraction,within_source_rank,clean_pre8_vs_post_control,84,32,0.5588942307692307,0.42863270674072307,higher_in_positive,0.050000000000000044,-0.04999999999999999,0.10000000000000003,0.36495545188754097,,0.002472391626833691,0.12356133059905985,76,0.03421645457314747,0.7691901372081759,,40,0.19950520800062696,0.21711956921359682,,-0.1652887534274795
roi_norm_mean_late_minus_early,within_source_rank,clean_pre8_vs_post_control,84,32,0.5528846153846154,0.4438848601299102,lower_in_positive,0.0,0.09999999999999998,-0.09999999999999998,0.41895453498603397,,0.002220577350111029,0.5985554655138969,76,-0.06144006180999618,0.5980244476525174,,40,-0.23754139494720297,0.1399645522572667,,-0.1761013331372068
mask_centroid_drift_px,within_source_rank,clean_pre8_vs_post_control,84,32,0.551983173076923,0.41241760206681755,lower_in_positive,0.0,0.04999999999999999,-0.04999999999999999,0.42693842921399405,,0.0022205773501110288,0.1618456126623724,76,-0.14459854715303255,0.21267239716673886,,40,-0.15441072951510326,0.34143487480256624,,-0.00981218236207071
mask_area_fraction_slope,within_source_rank,clean_pre8_vs_post_control,84,32,0.5510817307692308,0.4426944110797201,lower_in_positive,0.0,0.11249999999999999,-0.11249999999999999,0.4350349236631529,,0.002220577350111029,0.3709568317727134,76,0.071120355302485,0.5415232848594255,,40,0.1470057429562333,0.3653619715465888,,-0.0758853876537483
front_radius_q60_median_px,within_source_rank,clean_pre8_vs_post_control,84,32,0.5498798076923076,0.46489184395586514,higher_in_positive,0.0,-0.0625,0.0625,0.44513113149102934,,0.002588974420932722,0.18916582859938572,76,-0.018927234389109985,0.8710824799952364,,40,-0.04127390750352471,0.8003692545626557,,-0.02234667311441472
masked_minus_background_mean_median,within_source_rank,clean_pre8_vs_post_control,84,32,0.5483774038461539,0.40846631315277815,lower_in_positive,0.0,0.09999999999999998,-0.09999999999999998,0.45994563059979177,,0.00222057735011103,0.43670484472087534,76,-0.0038539400115772627,0.9736417662967608,,40,-0.2231957647678276,0.166239818271324,,-0.21934182475625033
front_radius_q60_slope_px_per_norm_time,within_source_rank,clean_pre8_vs_post_control,41,32,0.5452380952380952,0.5552215259942254,higher_in_positive,0.19999999999999996,0.08333333333333331,0.11666666666666664,0.6276494215532991,,0.09316167017342415,0.2812613722951844,44,0.019866886143623117,0.8981483706568306,,15,-0.28293573690258833,0.30686848764637226,,-0.2630688507589652
front_radius_q60_delta_px,within_source_rank,clean_pre8_vs_post_control,84,32,0.5384615384615385,0.4791365071857203,higher_in_positive,0.050000000000000044,0.050000000000000044,0.0,0.5565368074767663,,0.004737540269092287,0.19692374664441703,76,0.07367395186869448,0.5270664321034962,,40,-0.25643117547917915,0.1102161967878803,,-0.1827572236104847
roi_norm_mean_slope,within_source_rank,clean_pre8_vs_post_control,84,32,0.5369591346153846,0.4333639335062899,lower_in_positive,0.0,0.09999999999999998,-0.09999999999999998,0.5730070621817649,,0.0022205773501110296,0.5832240213168814,76,-0.03989762958975181,0.7322069532115665,,40,-0.20813986215212144,0.19746125672185066,,-0.16824223256236964
object_y_full_approx,within_source_rank,clean_pre8_vs_post_control,84,32,0.5348557692307693,0.43133343794277945,lower_in_positive,0.04999999999999999,0.09999999999999998,-0.04999999999999999,0.5953028446792961,,0.0022226832231870323,0.1767898202994347,76,-0.01124090866415531,0.9232228425199996,,40,0.03858430141377533,0.8131391068895207,,-0.02734339274962002
spatial_std_mean,within_source_rank,clean_pre8_vs_post_control,84,32,0.5345552884615385,0.4094402993306395,lower_in_positive,0.04999999999999999,0.09999999999999998,-0.04999999999999999,0.5986021302363871,,0.00222057735011103,0.27212879085565306,76,-0.05666980695531902,0.6267975792921054,,40,0.00644958821070456,0.9684936137712269,,0.050220218744614464
front_radius_q70_median_px,within_source_rank,clean_pre8_vs_post_control,84,32,0.5294471153846153,0.4680697728256384,higher_in_positive,0.050000000000000044,0.0,0.050000000000000044,0.6536759935043986,,0.0026761819803746657,0.18852166145600718,76,-0.002692394564176076,0.9815842384566014,,40,-0.011369073448215007,0.9444910078918682,,-0.00867667888403893
bright_fraction_075_delta,within_source_rank,clean_pre8_vs_post_control,84,32,0.5276442307692307,0.39786578338906586,lower_in_positive,0.03125,0.0625,-0.03125,0.6746220863444612,,0.0022937182702305954,0.27582890038621466,76,-0.03756585057583753,0.7473181191484091,,40,-0.13121654735100347,0.4196267264926659,,-0.09365069677516594
dark_fraction_025_delta,within_source_rank,clean_pre8_vs_post_control,84,32,0.5267427884615384,0.40182902429637646,higher_in_positive,0.07500000000000001,0.0,0.07500000000000001,0.684735172194143,,0.002233272786826668,0.24516094962236806,76,0.024368971947816818,0.8344842321841429,,40,-0.0035075164962411628,0.9828626899567017,,0.020861455451575656
spatial_std_slope,within_source_rank,clean_pre8_vs_post_control,84,32,0.5258413461538461,0.4199431582829588,lower_in_positive,0.0,0.09999999999999998,-0.09999999999999998,0.6945559117050264,,0.0022205773501110296,0.5721075421394747,76,-0.0023543215979976023,0.9838963005796864,,40,-0.02105303154424864,0.8974027428728949,,-0.018698709946251037
roi_norm_mean_abs_step_mean,within_source_rank,clean_pre8_vs_post_control,84,32,0.5249399038461539,0.38833456659652293,lower_in_positive,0.0,0.09999999999999998,-0.09999999999999998,0.7048139104813292,,0.0022205773501110288,0.7875712256091358,76,0.022751853330475975,0.8453271530295222,,40,-0.08852971066164987,0.5869750162319535,,-0.06577785733117389
front_radius_q80_slope_px_per_norm_time,within_source_rank,clean_pre8_vs_post_control,41,32,0.5202380952380953,0.480822468834785,lower_in_positive,0.09999999999999998,0.16666666666666663,-0.06666666666666665,0.8336347681818415,,0.07950603579852919,0.15336694105565868,43,-0.10092925720016337,0.5195867018970894,,18,-0.44732819486033615,0.06269648281171292,,-0.34639893766017277
temporal_energy_mean,within_source_rank,clean_pre8_vs_post_control,84,32,0.5198317307692308,0.4013320408098459,higher_in_positive,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.763988045311529,,0.00222057735011103,0.7281690036904103,76,0.021265197295962723,0.8553207451956387,,40,-0.11458584098577805,0.4814026540459543,,-0.09332064368981532
frame_diff_abs_mean,within_source_rank,clean_pre8_vs_post_control,84,32,0.5192307692307692,0.4061395137085278,higher_in_positive,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.7710315584132186,,0.0022205773501110296,0.6168376064037338,76,0.008478960223052352,0.9420495513755383,,40,-0.10378206312789139,0.5239384165276013,,-0.09530310290483904
temporal_energy_p95,within_source_rank,clean_pre8_vs_post_control,84,32,0.5189302884615385,0.40115859381638236,higher_in_positive,0.09999999999999998,0.09999999999999998,0.0,0.7745668884729098,,0.002220577350111029,0.8374275676480234,76,0.041134700972706086,0.7242307625091452,,40,-0.1715214280580624,0.2899344974812377,,-0.1303867270853563
frame_diff_mse_p95,within_source_rank,clean_pre8_vs_post_control,84,32,0.5189302884615385,0.40115859381638236,higher_in_positive,0.09999999999999998,0.09999999999999998,0.0,0.7745668884729098,,0.002220577350111029,0.6648823276962966,76,0.0371699105175055,0.7498936766372245,,40,-0.1715214280580624,0.2899344974812377,,-0.1343515175405569
object_mean_residual,within_source_rank,clean_pre8_vs_post_control,84,32,0.515625,0.4050278495257047,lower_in_positive,0.0,0.04999999999999999,-0.04999999999999999,0.8137546007181298,,0.00222057735011103,0.17496062687710975,76,-0.017561260782481027,0.8803150754021609,,40,0.044866806942278986,0.7833908388523637,,-0.02730554615979796
persistence_mse_mean,within_source_rank,clean_pre8_vs_post_control,84,32,0.5141225961538461,0.3988495157729103,higher_in_positive,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.8317301199279855,,0.00222057735011103,0.7541982340374828,76,0.0059457100763727075,0.9593455324741627,,40,-0.18713290499588375,0.24757813061835748,,-0.18118719491951105
frame_diff_mse_mean,within_source_rank,clean_pre8_vs_post_control,84,32,0.5141225961538461,0.3988495157729103,higher_in_positive,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.8317301199279855,,0.00222057735011103,0.7541983734421749,76,0.0059457100763727075,0.9593455324741627,,40,-0.18713290499588375,0.24757813061835748,,-0.18118719491951105
masked_minus_background_mean_slope,within_source_rank,clean_pre8_vs_post_control,84,32,0.5135216346153846,0.38361393297967855,higher_in_positive,0.04999999999999999,0.04999999999999999,0.0,0.8389437335456245,,0.0022205773501110288,0.5781004525786195,76,-0.03558184144603419,0.7602511466804461,,40,-0.07986860770697445,0.6242049955992817,,-0.044286766260940254
velocity_minus_persistence_mse,within_source_rank,clean_pre8_vs_post_control,84,32,0.5126201923076923,0.39901175635558667,higher_in_positive,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.8497810739552543,,0.0022205773501110296,0.7970380411936366,76,0.008244962944169414,0.9436461885764612,,40,-0.1048255756456307,0.5197508710082969,,-0.09658061270146129
raw_roi_mean_delta_last_minus_first,within_source_rank,clean_pre8_vs_post_control,84,32,0.5123197115384615,0.3867376971805975,higher_in_positive,0.09999999999999998,0.0,0.09999999999999998,0.8533829864869906,,0.0022205773501110296,0.4591139102176846,76,-0.07358533340345359,0.5275648827216202,,40,0.0429173480215266,0.7925913528600221,,0.030667985381926992
persistence_mse_p95,within_source_rank,clean_pre8_vs_post_control,84,32,0.51171875,0.3979887384527734,higher_in_positive,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.8606677587707845,,0.002220577350111028,0.681991026318554,76,0.017783793195103308,0.8788098614514416,,40,-0.08993180607426055,0.5810422101403244,,-0.07214801287915723
front_radius_q80_delta_px,within_source_rank,clean_pre8_vs_post_control,84,32,0.5102163461538461,0.44444175043404577,higher_in_positive,0.050000000000000044,0.0,0.050000000000000044,0.8780368037732258,,0.0052003882956594095,0.08729908603844944,76,0.014171642630860777,0.9032918151603485,,40,-0.42977477733463354,0.005645298758542929,,-0.41560313470377275
bright_fraction_060_delta,within_source_rank,clean_pre8_vs_post_control,84,32,0.5099158653846154,0.406901426717278,higher_in_positive,0.09999999999999998,0.025000000000000022,0.07499999999999996,0.8826298139293852,,0.0022865853658536584,0.16156767534943997,76,0.04951420309578505,0.671010474162304,,40,-0.11880431658003701,0.46529846594020424,,-0.06929011348425196
velocity_mse_mean,within_source_rank,clean_pre8_vs_post_control,84,32,0.5099158653846153,0.39809386298491145,higher_in_positive,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.8824892706071716,,0.00222057735011103,0.783022062622364,76,-0.0006744627450155279,0.9953863531351389,,40,-0.15529363559447734,0.3386477736094179,,-0.1546191728494618
object_area_ds_px,within_source_rank,clean_pre8_vs_post_control,84,32,0.5096153846153846,0.40985958540881706,higher_in_positive,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.8862521990981735,,0.0022451728783116293,0.10986075143354154,76,-0.009682235208662208,0.9338429653149743,,40,-0.03378779655404826,0.8360289398261198,,-0.02410556134538605
velocity_mse_p95,within_source_rank,clean_pre8_vs_post_control,84,32,0.5069110576923076,0.39489681292378276,higher_in_positive,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.9190518978010153,,0.002220577350111029,0.67054335146267,76,0.009414949338584106,0.9356653459995249,,40,-0.07247668759571207,0.6567296991920946,,-0.06306173825712796
front_gradient_peak_radius_median_px,within_source_rank,clean_pre8_vs_post_control,84,32,0.5006009615384616,0.3941639754695928,lower_in_positive,-0.04999999999999999,0.0625,-0.11249999999999999,0.9963205289263329,,0.002407318247472316,0.25372647451269464,76,-0.03780072905744817,0.7457915568434096,,40,-0.031770711508510775,0.8456959593782072,,0.006030017548937394
