feature,transform,target,n,n_positive,oriented_auc,average_precision,direction,median_positive,median_negative,median_positive_minus_negative,mwu_p,within_source_perm_p,source_eta2_after_transform,raw_source_eta2,pre_clock_n,pre_clock_rho,pre_clock_p,pre_clock_perm_p_abs,post_clock_n,post_clock_rho,post_clock_p,post_clock_perm_p_abs,abs_pre_minus_abs_post_rho
object_mean_abs_z,within_source_rank,clean_pre8_vs_post_control,84,32,0.5003004807692308,0.3921744771127995,higher_in_positive,0.04999999999999999,0.04999999999999999,0.0,1.0,,0.0022205773501110275,0.24062877316727443,76,0.002684808243971671,0.9816361192857188,,40,0.060319775819460894,0.7115795675356916,,-0.05763496757548922
persistence_mse_late_mean,within_source_rank,clean_pre8_vs_post_control,84,32,0.4996995192307693,0.39832852161559823,higher_in_positive,0.04999999999999999,0.04999999999999999,0.0,1.0,,0.0022205773501110296,0.6646846224893732,76,0.021210141768982883,0.855691286200931,,40,-0.12359714470568609,0.4473563184766831,,-0.1023870029367032
roi_norm_mean_delta_last_minus_first,within_source_rank,clean_pre8_vs_post_control,84,32,0.4987980769230769,0.38439777595011204,higher_in_positive,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.9889411131661476,,0.00222057735011103,0.41398376879987014,76,-0.07416081707992248,0.5243321767780763,,40,-0.004080532483418973,0.9800635218189058,,0.0700802845965035
roi_norm_mean_delta,within_source_rank,clean_pre8_vs_post_control,84,32,0.4987980769230769,0.38439777595011204,higher_in_positive,0.09999999999999998,0.04999999999999999,0.04999999999999999,0.9889411131661476,,0.00222057735011103,0.41398376879987014,76,-0.07416081707992248,0.5243321767780763,,40,-0.004080532483418973,0.9800635218189058,,0.0700802845965035
front_radius_q70_positive_step_fraction,within_source_rank,clean_pre8_vs_post_control,84,32,0.49549278846153855,0.45052062603464693,lower_in_positive,-0.04999999999999999,0.0,-0.04999999999999999,0.9484167263339875,,0.002795274123215684,0.36398625429553283,76,-0.00584269508399114,0.9600493271789888,,40,-0.22177761747068625,0.1690184620816293,,-0.21593492238669512
mask_area_fraction_iqr,within_source_rank,clean_pre8_vs_post_control,84,32,0.49368990384615385,0.3807831099516704,higher_in_positive,0.0,0.0,0.0,0.9264333023093136,,0.0022247930942422348,0.3839107963796472,76,-0.014866568395695298,0.8985741147528008,,40,-0.4260321273286452,0.006125314220999562,,-0.4111655589329499
roi_norm_mean_abs_step_p95,within_source_rank,clean_pre8_vs_post_control,84,32,0.4918870192307692,0.3852017166591949,lower_in_positive,0.04999999999999999,0.09999999999999998,-0.04999999999999999,0.9044021648028157,,0.002220577350111029,0.676182004236315,76,0.06368548083392848,0.5846872097696149,,40,-0.031112711790840405,0.8488543698001805,,0.032572769043088076
object_x_full_approx,within_source_rank,clean_pre8_vs_post_control,84,32,0.4918870192307692,0.3802572952279869,higher_in_positive,0.04999999999999999,0.04999999999999999,0.0,0.9044273498045802,,0.002225849532571599,0.2701791145026204,76,-0.026883640417789793,0.8176849435261535,,40,0.05551946090484372,0.7336577203340469,,-0.028635820487053928
mask_centroid_max_step_px,within_source_rank,clean_pre8_vs_post_control,84,32,0.48888221153846156,0.3905956403575078,lower_in_positive,0.04999999999999999,0.09999999999999998,-0.04999999999999999,0.8679118236981413,,0.002220577350111029,0.7553858029701687,76,-0.024020291422875133,0.8368196330030593,,40,-0.08303409123236283,0.6104843459826145,,-0.05901379980948769
mask_centroid_path_px,within_source_rank,clean_pre8_vs_post_control,84,32,0.4819711538461538,0.3849379253399116,lower_in_positive,0.04999999999999999,0.09999999999999998,-0.04999999999999999,0.7852305577901506,,0.0022205773501110296,0.7648575103265738,76,-0.03255127981260226,0.7801324980546502,,40,0.012044986680930084,0.9411964725455444,,0.020506293131672175
mask_base_area_fraction,within_source_rank,clean_pre8_vs_post_control,84,32,0.47866586538461536,0.37561172622499955,higher_in_positive,0.04999999999999999,0.04999999999999999,0.0,0.7465270096352297,,0.002223737658255997,0.21608411441791764,76,-0.027728690622818308,0.8120575347982496,,40,-0.09413693543143306,0.5634123446201739,,-0.06640824480861475
front_gradient_peak_radius_slope_px_per_norm_time,within_source_rank,clean_pre8_vs_post_control,70,32,0.4739276703111859,0.39336040388213106,higher_in_positive,0.0714285714285714,0.0714285714285714,0.0,0.7155342273516255,,0.0032110788343122513,0.1932607245506234,70,0.06438865379817925,0.5964140858718404,,32,0.011068940097943526,0.9520553660513503,,0.05331971370023572
mask_area_fraction_median,within_source_rank,clean_pre8_vs_post_control,84,32,0.4651442307692307,0.37812502355700883,higher_in_positive,0.04999999999999999,0.04999999999999999,0.0,0.5952484878832933,,0.00222057735011103,0.29077556614059247,76,-0.06374097566450951,0.5843593067638722,,40,0.06898295782531559,0.6723270863773332,,-0.005241982160806083
roi_norm_mean_first,within_source_rank,clean_pre8_vs_post_control,84,32,0.4423076923076923,0.35196134895483,higher_in_positive,0.04999999999999999,0.04999999999999999,0.0,0.3776057140393815,,0.0022205773501110283,0.1770683094060683,76,-0.08026204565202287,0.4906816798912822,,40,-0.046426107531341916,0.7760524918458999,,0.033835938120680954
roi_norm_mean_last,within_source_rank,clean_pre8_vs_post_control,84,32,0.4371995192307692,0.3499103406851547,higher_in_positive,0.04999999999999999,0.04999999999999999,0.0,0.3366806697620832,,0.00222057735011103,0.19923670283826445,76,-0.10198515160331571,0.3806823823587571,,40,-0.03437185837122263,0.8332341507954,,0.06761329323209309
object_candidate_rank,within_source_rank,clean_pre8_vs_post_control,84,32,0.43509615384615385,0.3645833333333333,higher_in_positive,0.05625000000000002,0.05625000000000002,0.0,0.29746076849647274,,0.0029211295034079795,0.0,76,0.0036306693179194035,0.9751682826106999,,40,-0.24616136952683748,0.12572915301967633,,-0.24253070020891807
spatial_std_slope,raw,near_pre_vs_far_pre,54,32,0.8011363636363636,0.8527550499138942,higher_in_positive,0.0056877962875266,0.00299010632713275,0.00269768996039385,0.0001966003031132057,,0.5721075421394747,0.5721075421394747,76,0.436407562614875,8.11546775131973e-05,,40,0.2891306324757162,0.07037280137894285,,0.14727693013915882
masked_minus_background_mean_slope,raw,near_pre_vs_far_pre,54,32,0.734375,0.8154888837005645,higher_in_positive,0.00722449220184075,0.00363188186905235,0.0035926103327883997,0.0037803036159129795,,0.5781004525786195,0.5781004525786195,76,0.3785634796249016,0.0007463169258157047,,40,0.21325276361265197,0.18642857570824276,,0.16531071601224964
masked_minus_background_mean_median,raw,near_pre_vs_far_pre,54,32,0.7102272727272728,0.8168283318839566,higher_in_positive,0.14788679964840407,0.14462507050484413,0.0032617291435599327,0.009413524708197167,,0.43670484472087534,0.43670484472087534,76,0.3297661015575308,0.003625493206253862,,40,-0.481379796477894,0.0016625829266779311,,-0.1516136949203632
frame_diff_mse_slope,raw,near_pre_vs_far_pre,54,32,0.6818181818181819,0.7946449516923018,higher_in_positive,2.137561628650915e-06,3.625722288952197e-07,1.7749893997556954e-06,0.02479575728476009,,0.40709605393744575,0.40709605393744575,76,0.29067337058895154,0.010856269947875096,,40,-0.06320002044953482,0.6984416896225587,,0.22747335013941672
object_y_full_approx,raw,near_pre_vs_far_pre,54,32,0.65625,0.7707426472938987,higher_in_positive,177.38888888888889,128.5821572580645,48.80673163082437,0.053893766594881064,,0.1767898202994347,0.1767898202994347,76,0.21023993954981324,0.06832077436782633,,40,-0.14854593782711645,0.3603043438633801,,0.06169400172269679
spatial_std_mean,raw,near_pre_vs_far_pre,54,32,0.6491477272727273,0.7734575731335822,higher_in_positive,0.13104515522718424,0.1252042353153228,0.005840919911861447,0.06581712809496845,,0.27212879085565306,0.27212879085565306,76,0.1963683253351561,0.08910768282100898,,40,0.05903714485106248,0.7174569588452503,,0.13733118048409362
roi_norm_mean_slope,raw,near_pre_vs_far_pre,54,32,0.6491477272727273,0.7318248523993206,higher_in_positive,0.0017887736843494998,0.0011990398586219,0.0005897338257275998,0.06581712809496845,,0.5832240213168814,0.5832240213168814,76,0.20818387024922175,0.07112873183585965,,40,-0.28496775687724385,0.07469971752497633,,-0.0767838866280221
roi_norm_mean_late_minus_early,raw,near_pre_vs_far_pre,54,32,0.6477272727272727,0.7247435797997485,higher_in_positive,0.00101852370426055,0.0005997801975657,0.00041874350669485,0.0684454847231589,,0.5985554655138969,0.5985554655138969,76,0.20793714193315077,0.07147182550831083,,40,-0.3282995074249789,0.0386191887251627,,-0.1203623654918281
raw_roi_mean_delta_last_minus_first,raw,near_pre_vs_far_pre,54,32,0.6420454545454546,0.6540162095582375,lower_in_positive,-1.94287109375,1.27978515625,-3.22265625,0.07983491427440338,,0.4591139102176846,0.4591139102176846,76,-0.15272482764793446,0.18780518774492846,,40,0.32527196153518073,0.04055677065445424,,-0.17254713388724627
object_x_full_approx,raw,near_pre_vs_far_pre,54,32,0.6392045454545455,0.7100404192015938,higher_in_positive,1200.3937888198757,1010.9378624689313,189.45592635094442,0.08608230868368813,,0.2701791145026204,0.2701791145026204,76,0.22224738426526738,0.0536559061486116,,40,0.2568924464465556,0.10955517032660796,,-0.03464506218128824
temporal_energy_p95,raw,near_pre_vs_far_pre,54,32,0.6221590909090909,0.7633435041446445,higher_in_positive,0.0116775167174637,0.01044942536391315,0.0012280913535505505,0.1322772494096365,,0.8374275676480234,0.8374275676480234,76,0.2096642401456476,0.0690978499022495,,40,-0.4183689976464716,0.0072191727464956,,-0.208704757500824
frame_diff_mse_p95,raw,near_pre_vs_far_pre,54,32,0.6221590909090909,0.7633435041446445,higher_in_positive,0.0001365089512546,0.00010942554908974916,2.708340216485083e-05,0.1322772494096365,,0.6648823276962966,0.6648823276962966,76,0.21092529598334372,0.06740487668213603,,40,-0.4183689976464716,0.0072191727464956,,-0.2074437016631279
persistence_mse_late_mean,raw,near_pre_vs_far_pre,54,32,0.6178977272727273,0.7672745019869474,higher_in_positive,8.86154011823237e-05,6.975909491302446e-05,1.885630626929924e-05,0.14639909928296385,,0.6646846224893732,0.6646846224893732,76,0.20341378947184952,0.07800057222599639,,40,-0.4819474613322311,0.0016386181711729735,,-0.2785336718603816
bright_fraction_075_delta,raw,near_pre_vs_far_pre,54,32,0.6171874999999999,0.729417615460039,lower_in_positive,-0.0001085069444444,0.0001627604166666,-0.000271267361111,0.14683521507524486,,0.27582890038621466,0.27582890038621466,76,-0.17014286969156922,0.14171729804793373,,40,-0.1599552646187083,0.32416563350710204,,0.010187605072860928
roi_norm_mean_delta_last_minus_first,raw,near_pre_vs_far_pre,54,32,0.6122159090909091,0.6394840136784944,lower_in_positive,-0.00010624900460242724,0.00011166930198664999,-0.00021791830658907723,0.1669867850709188,,0.41398376879987014,0.41398376879987014,76,-0.13490556037614174,0.24527262083217663,,40,0.2539354115068136,0.11384532667195583,,-0.11902985113067185
roi_norm_mean_delta,raw,near_pre_vs_far_pre,54,32,0.6122159090909091,0.6394840136784944,lower_in_positive,-0.00010624900460242724,0.00011166930198664999,-0.00021791830658907723,0.1669867850709188,,0.41398376879987014,0.41398376879987014,76,-0.13490556037614174,0.24527262083217663,,40,0.2539354115068136,0.11384532667195583,,-0.11902985113067185
mask_centroid_max_step_px,raw,near_pre_vs_far_pre,54,32,0.6079545454545454,0.7430810885885519,higher_in_positive,0.27820832869378354,0.2473745731946544,0.030833755499129145,0.18380262136660241,,0.7553858029701687,0.7553858029701687,76,0.16684317017866257,0.14972100520730233,,40,-0.0868527227135823,0.594106143176588,,0.07999044746508027
front_radius_q70_median_px,raw,near_pre_vs_far_pre,54,32,0.5958806818181818,0.6393995098039216,lower_in_positive,6.0,6.5,-0.5,0.223903724776356,,0.18852166145600718,0.18852166145600718,76,-0.10325088266432929,0.3747678944012069,,40,0.2019833483039623,0.21134451986434144,,-0.09873246563963302
temporal_energy_late_minus_early,raw,near_pre_vs_far_pre,54,32,0.5951704545454546,0.7384008916504903,higher_in_positive,8.462928235528595e-05,8.645467460155487e-06,7.598381489513047e-05,0.24172049552708075,,0.28233130688118036,0.28233130688118036,76,0.1441167508427915,0.21421657795802726,,40,-0.10937009526895547,0.5017093759124119,,0.03474665557383602
roi_norm_mean_abs_step_mean,raw,near_pre_vs_far_pre,54,32,0.5923295454545454,0.7511943206601474,higher_in_positive,0.00041909919757585003,0.00038568973541255,3.340946216330001e-05,0.2561707816812345,,0.7875712256091358,0.7875712256091358,76,0.1712568656105989,0.13908922682765895,,40,-0.36614383104745474,0.020146723292861064,,-0.19488696543685582
mask_area_fraction_iqr,raw,near_pre_vs_far_pre,54,32,0.5830965909090908,0.724562638543786,higher_in_positive,0.0079481336805555,0.007107204861111049,0.000840928819444451,0.30720793109729183,,0.3839107963796472,0.3839107963796472,76,0.19001990752791864,0.10015186283137677,,40,-0.09888221044989558,0.5438205601031246,,0.09113769707802306
front_radius_q80_median_px,raw,near_pre_vs_far_pre,54,32,0.5830965909090908,0.6371430661163406,lower_in_positive,5.5,6.0,-0.5,0.28001293892200096,,0.18760524310145266,0.18760524310145266,76,-0.09637520827764946,0.4075655350726231,,40,0.15205550382492486,0.348938381959769,,-0.055680295547275396
roi_norm_mean_abs_step_p95,raw,near_pre_vs_far_pre,54,32,0.5823863636363638,0.7440298097252489,higher_in_positive,0.0007804051041602499,0.0007378183305263,4.258677363394993e-05,0.3114151836260517,,0.676182004236315,0.676182004236315,76,0.16160704702648965,0.16310788121757813,,40,-0.3691713769372528,0.019063220992242596,,-0.20756432991076318
roi_norm_mean_last,raw,near_pre_vs_far_pre,54,32,0.5696022727272727,0.6778343021952526,lower_in_positive,0.07604727894067759,0.08172807842493054,-0.0056807994842529574,0.3932065138037467,,0.19923670283826445,0.19923670283826445,76,-0.1253653988213973,0.28056052445843427,,40,-0.231228817333328,0.15112052311004806,,-0.10586341851193071
object_mean_abs_z,raw,near_pre_vs_far_pre,54,32,0.5681818181818181,0.5972894964149915,lower_in_positive,22.140566825866703,24.42144775390625,-2.2808809280395472,0.40303547247265437,,0.24062877316727443,0.24062877316727443,76,-0.10359847849246892,0.3731534454741069,,40,-0.15629705656082565,0.3354973107967281,,-0.05269857806835673
mask_centroid_drift_px,raw,near_pre_vs_far_pre,54,32,0.5667613636363636,0.6465017483277493,lower_in_positive,0.26249352204037013,0.3978044674048071,-0.135310945364437,0.4130101904432639,,0.1618456126623724,0.1618456126623724,76,-0.10595610462381382,0.3623148776476124,,40,-0.09480003067430223,0.5606551104794696,,0.011156073949511583
object_area_ds_px,raw,near_pre_vs_far_pre,54,32,0.5660511363636364,0.5843868108813219,higher_in_positive,73.5,54.5,19.0,0.41798092208612303,,0.10986075143354154,0.10986075143354154,76,0.137285709592445,0.23696655251927137,,40,0.1989441483073696,0.21844204102485687,,-0.0616584387149246
velocity_minus_persistence_mse,raw,near_pre_vs_far_pre,54,32,0.5653409090909091,0.7214003497750024,higher_in_positive,0.0001565629208926,0.0001432989884051,1.3263932487500015e-05,0.42312969265002287,,0.7970380411936366,0.7970380411936366,76,0.11363209667935531,0.328383959795331,,40,-0.4669989535013532,0.002382338395157935,,-0.35336685682199787
object_mean_residual,raw,near_pre_vs_far_pre,54,32,0.5653409090909091,0.589847150580696,lower_in_positive,9020.50732421875,10454.91455078125,-1434.4072265625,0.42312969265002287,,0.17496062687710975,0.17496062687710975,76,-0.11549626617855825,0.3204587292172245,,40,-0.023274259027822704,0.8866449333297529,,0.09222200715073554
velocity_mse_p95,raw,near_pre_vs_far_pre,54,32,0.5639204545454546,0.7202884850921626,higher_in_positive,0.0008895571707398,0.0008223192300647,6.723794067510004e-05,0.4333928994969194,,0.67054335146267,0.67054335146267,76,0.10787510263769919,0.35363697536124744,,40,-0.45961931039497034,0.0028484286689027557,,-0.35174420775727117
velocity_mse_mean,raw,near_pre_vs_far_pre,54,32,0.5610795454545455,0.7199203028180716,higher_in_positive,0.00024980193120425,0.0002413960100966,8.405921107650018e-06,0.45434558325897245,,0.783022062622364,0.783022062622364,76,0.11618162261208873,0.3175760952732874,,40,-0.47835225058809594,0.0017956939686069081,,-0.3621706279760072
frame_diff_abs_mean,raw,near_pre_vs_far_pre,54,32,0.5568181818181819,0.716311836097705,higher_in_positive,0.0069864471442997005,0.00669676181860265,0.0002896853256970505,0.48681934911003666,,0.6168376064037338,0.6168376064037338,76,0.0982526983109311,0.3984475352466888,,40,-0.4787306938243207,0.0017785569224659204,,-0.3804779955133896
persistence_mse_p95,raw,near_pre_vs_far_pre,54,32,0.5568181818181818,0.7170298974283715,higher_in_positive,0.0003175822042976,0.0002911845367634,2.6397667534200006e-05,0.48681934911003666,,0.681991026318554,0.681991026318554,76,0.10266639374286746,0.3774921380033606,,40,-0.46340374275721796,0.002600293243350389,,-0.3607373490143505
temporal_energy_mean,raw,near_pre_vs_far_pre,54,32,0.5553977272727273,0.7146969678025799,higher_in_positive,0.0093110920861363,0.008777684997767151,0.0005334070883691484,0.4979162126635094,,0.7281690036904103,0.7281690036904103,76,0.10017169632481647,0.38925348033832663,,40,-0.47286482366283694,0.0020610641974914447,,-0.37269312733802046
front_radius_q70_positive_step_fraction,raw,near_pre_vs_far_pre,54,32,0.5532670454545454,0.6890690579954692,higher_in_positive,0.0210526315789473,0.01578947368421045,0.005263157894736848,0.49428077658480574,,0.36398625429553283,0.36398625429553283,76,0.10613834117485714,0.36148521575229037,,40,0.10836248055458099,0.5056818956164919,,-0.0022241393797238496
front_radius_q80_slope_px_per_norm_time,raw,near_pre_vs_far_pre,30,32,0.55,0.6588359825250814,lower_in_positive,0.0695876288659793,0.5460695876288661,-0.47648195876288685,0.6759878582977128,,0.15336694105565868,0.15336694105565868,43,-0.059944217855624815,0.7025790960468653,,18,-0.10362101801933014,0.6824149547654927,,-0.04367680016370533
roi_norm_mean_positive_step_fraction,raw,near_pre_vs_far_pre,54,32,0.5454545454545454,0.652758339668717,higher_in_positive,0.5157894736842106,0.5157894736842106,0.0,0.5676289225111866,,0.12356133059905985,0.12356133059905985,76,0.09186953124168658,0.4299380292184354,,40,0.1829596268188935,0.25846952339549817,,-0.09109009557720692
mask_base_area_fraction,raw,near_pre_vs_far_pre,54,32,0.5440340909090909,0.632651609649479,higher_in_positive,0.2598198784722222,0.2529839409722222,0.0068359375,0.5912833183403687,,0.21608411441791764,0.21608411441791764,76,0.027250889423211164,0.81523818824953,,40,-0.14248387843862192,0.38045471029017863,,-0.11523298901541076
roi_norm_mean_first,raw,near_pre_vs_far_pre,54,32,0.5440340909090908,0.6432556199542975,lower_in_positive,0.07609776034951204,0.08118496835231775,-0.00508720800280571,0.5913115966200071,,0.1770683094060683,0.1770683094060683,76,-0.09726578504664721,0.4032253677178448,,40,-0.2529893034162517,0.11524443295400909,,-0.1557235183696045
front_gradient_peak_radius_median_px,raw,near_pre_vs_far_pre,54,32,0.5340909090909092,0.6483023870252131,higher_in_positive,5.0,5.0,0.0,0.6761037489022708,,0.25372647451269464,0.25372647451269464,76,0.01320906531169316,0.9098320385958647,,40,-0.04335250458873488,0.7905351695659015,,-0.03014343927704172
dark_fraction_025_delta,raw,near_pre_vs_far_pre,54,32,0.5276988636363636,0.6074873860757006,higher_in_positive,0.0001085069444444,-0.0001085069444444,0.0002170138888888,0.7378162469775937,,0.24516094962236806,0.24516094962236806,76,0.03590027762699184,0.7581708452420859,,40,-0.026433637482971808,0.8713784191286416,,0.009466640144020034
apparent_diffusion_q70_px2_per_norm_time,raw,near_pre_vs_far_pre,34,32,0.5228070175438596,0.5692168182776324,lower_in_positive,0.220360824742268,0.737113402061856,-0.516752577319588,0.8351458957928674,,0.20786015276907482,0.20786015276907482,47,-0.03402218569422798,0.8204009670642275,,20,0.10278694539688565,0.6663053800860932,,-0.06876475970265768
apparent_diffusion_q70_um2_per_norm_time,raw,near_pre_vs_far_pre,34,32,0.5228070175438596,0.5692168182776324,lower_in_positive,0.0081233814432989,0.0271729484536082,-0.0190495670103093,0.8351458957928674,,0.20786015276907463,0.20786015276907463,47,-0.03402218569422798,0.8204009670642275,,20,0.10278694539688565,0.6663053800860932,,-0.06876475970265768
mask_area_fraction_median,raw,near_pre_vs_far_pre,54,32,0.5191761363636364,0.6125416029351834,higher_in_positive,0.24188910590277773,0.2368435329861111,0.00504557291666663,0.8189690309571636,,0.29077556614059247,0.29077556614059247,76,-0.022918945774555492,0.844205417033138,,40,-0.065281458248771,0.6890009018453652,,-0.04236251247421551
mask_area_fraction_slope,raw,near_pre_vs_far_pre,54,32,0.5127840909090909,0.6812222500909368,higher_in_positive,-0.00401255464499205,-0.0048695287890177,0.0008569741440256498,0.8810502316279453,,0.3709568317727134,0.3709568317727134,76,0.05049706202252653,0.6648667086871807,,40,-0.03803354524058832,0.8157600239854593,,0.01246351678193821
front_radius_q70_slope_px_per_norm_time,raw,near_pre_vs_far_pre,34,32,0.5052631578947369,0.5619139261690324,lower_in_positive,0.0083762886597938,0.0670103092783505,-0.0586340206185567,0.9723314014118226,,0.3379626708409469,0.3379626708409469,47,-0.004404916716799534,0.9765571136163967,,20,0.12029879535339212,0.6134234773236137,,-0.11589387863659259
front_gradient_peak_radius_slope_px_per_norm_time,raw,near_pre_vs_far_pre,50,32,0.5041050903119868,0.5973995677404308,higher_in_positive,0.0025773195876288,-0.0161082474226804,0.0186855670103092,0.9686415134493104,,0.1932607245506234,0.1932607245506234,70,0.026084833226104935,0.8302755123486937,,32,-0.02537643454857073,0.8903499002456139,,0.0007083986775342048
front_radius_q80_delta_px,raw,near_pre_vs_far_pre,54,32,0.5021306818181819,0.5891136510240284,higher_in_positive,0.0,0.0,0.0,0.9821863139584389,,0.08729908603844944,0.08729908603844944,76,0.015775807071216848,0.8924068141417579,,40,-0.05961280196564088,0.7148171193150862,,-0.04383699489442403
object_candidate_rank,raw,near_pre_vs_far_pre,54,32,0.5,0.5925925925925926,higher_in_positive,1.5,1.5,0.0,1.0,,0.0,0.0,76,0.0,1.0,,40,0.0,1.0,,0.0
front_radius_q70_delta_px,raw,near_pre_vs_far_pre,54,32,0.4985795454545454,0.6134082105064248,higher_in_positive,0.0,0.0,0.0,0.9914461289822132,,0.11678601772059717,0.11678601772059717,76,0.030038394095635988,0.7967258570785768,,40,0.20530918305360904,0.20376280786845746,,-0.17527078895797304
bright_fraction_060_delta,raw,near_pre_vs_far_pre,54,32,0.49573863636363635,0.6018918374518547,higher_in_positive,-5.42534722222e-05,-0.0001627604166666,0.00010850694444440001,0.9647779020287581,,0.16156767534943997,0.16156767534943997,76,-0.016021985912301695,0.8907380810984804,,40,-0.0956190132901585,0.5572583607300112,,-0.0795970273778568
front_radius_q60_delta_px,raw,near_pre_vs_far_pre,54,32,0.49218749999999994,0.6029732909935462,higher_in_positive,0.0,0.0,0.0,0.9065149373258126,,0.19692374664441703,0.19692374664441703,76,0.039223446343098184,0.7365658671984594,,40,-0.01184457118003453,0.9421732392266657,,0.027378875163063653
front_radius_q60_slope_px_per_norm_time,raw,near_pre_vs_far_pre,30,32,0.4867724867724868,0.7088619134440817,lower_in_positive,0.121778350515464,0.802835051546392,-0.681056701030928,0.9278799099567501,,0.2812613722951844,0.2812613722951844,44,0.13190503286306138,0.39337732202451087,,15,0.07260496736616188,0.7970697171592416,,0.05930006549689949
front_radius_q60_median_px,raw,near_pre_vs_far_pre,54,32,0.4616477272727273,0.5509922939600342,higher_in_positive,8.0,8.0,0.0,0.6368664346081949,,0.18916582859938572,0.18916582859938572,76,-0.021727697467857587,0.8522092150887645,,40,0.19055804858894404,0.23887294804462947,,-0.16883035112108646
persistence_mse_mean,raw,near_pre_vs_far_pre,54,32,0.44176136363636365,0.6000512696340496,lower_in_positive,8.821699520922266e-05,9.324402708443813e-05,-5.027031875215471e-06,0.47585749885393436,,0.7541982340374828,0.7541982340374828,76,0.12328191526346459,0.28869516136297674,,40,-0.5061678284506158,0.0008612809993133262,,-0.3828859131871512
frame_diff_mse_mean,raw,near_pre_vs_far_pre,54,32,0.44176136363636365,0.6000512696340496,lower_in_positive,8.821699157124385e-05,9.324403799837455e-05,-5.027046427130699e-06,0.47585749885393436,,0.7541983734421749,0.7541983734421749,76,0.12328191526346459,0.28869516136297674,,40,-0.5061678284506158,0.0008612809993133262,,-0.3828859131871512
mask_centroid_path_px,raw,near_pre_vs_far_pre,54,32,0.44034090909090906,0.5702221744764916,lower_in_positive,8.339536770741498,8.700483949336094,-0.36094717859459635,0.4650323745428364,,0.7648575103265738,0.7648575103265738,76,0.1074913030349221,0.35536217842688467,,40,-0.002649102653573316,0.9870563878772199,,0.10484220038134878
apparent_diffusion_q70_px2_per_norm_time,source_residual,near_pre_vs_far_pre,34,32,0.6807017543859649,0.6481870150459463,higher_in_positive,1.9956507731958766,-6.095790378006872,8.091441151202748,0.07690984017457218,,1.662251873572738e-33,0.20786015276907482,47,0.200771467197284,0.1759977927613248,,20,-0.11953741057267445,0.6156872166471148,,0.08123405662460956
apparent_diffusion_q70_um2_per_norm_time,source_residual,near_pre_vs_far_pre,34,32,0.6807017543859649,0.6481870150459463,higher_in_positive,0.07356767010309329,-0.22471521649484558,0.2982828865979389,0.07690984017457218,,3.277621428091369e-33,0.20786015276907463,47,0.200771467197284,0.1759977927613248,,20,-0.11953741057267445,0.6156872166471148,,0.08123405662460956
front_radius_q70_slope_px_per_norm_time,source_residual,near_pre_vs_far_pre,34,32,0.6456140350877193,0.6438469998799002,higher_in_positive,0.39674613402061887,-0.2420532646048114,0.6387993986254303,0.15500873195985135,,2.8872900991430222e-33,0.3379626708409469,47,0.1490716552053737,0.31727846612207117,,20,-0.15379972570496966,0.5173763641674408,,-0.004728070499595977
front_radius_q60_slope_px_per_norm_time,source_residual,near_pre_vs_far_pre,30,32,0.6031746031746033,0.7557614749218886,higher_in_positive,0.4193943298969073,0.0,0.4193943298969073,0.3898610588812359,,1.8383473298731184e-33,0.2812613722951844,44,0.20571240908418426,0.1803630981395446,,15,-0.2777140001755693,0.31626341497721533,,-0.07200159109138504
dark_fraction_025_delta,source_residual,near_pre_vs_far_pre,54,32,0.6008522727272727,0.6499709903153593,higher_in_positive,0.00023871527777775,-0.00017361111111105,0.0004123263888888,0.21452827624076443,,2.582430716117343e-33,0.24516094962236806,76,0.15851790428533633,0.17140941841832844,,40,0.006055375809513027,0.9704184755902135,,0.1524625284758233
object_area_ds_px,source_residual,near_pre_vs_far_pre,54,32,0.5852272727272727,0.5953449500115131,higher_in_positive,-6.649999999999999,-31.75,25.1,0.29484791460100057,,5.2761596432882684e-33,0.10986075143354154,76,0.14036771390628586,0.2265034186818135,,40,-0.13661313537929537,0.4005885398149704,,0.0037545785269904874
mask_centroid_drift_px,source_residual,near_pre_vs_far_pre,54,32,0.5838068181818181,0.6425870167346537,lower_in_positive,-0.0861562885989941,0.02115398631996636,-0.10731027491896046,0.30307503498979993,,9.127648809003947e-33,0.1618456126623724,76,-0.11982771883847093,0.30252135754119497,,40,-0.20984677448662908,0.19372823728356697,,-0.09001905564815815
masked_minus_background_mean_slope,source_residual,near_pre_vs_far_pre,54,32,0.5724431818181819,0.7033455684298626,higher_in_positive,0.00031309773444588456,-0.00022153793954166967,0.0005346356739875542,0.3739892557694505,,4.984064462459731e-33,0.5781004525786195,76,0.015818026485883718,0.8921205948024272,,40,-0.08969104698526799,0.5820590367518246,,-0.07387302049938427
front_radius_q70_delta_px,source_residual,near_pre_vs_far_pre,54,32,0.5696022727272727,0.6734894730036537,higher_in_positive,0.125,-0.1,0.225,0.39014523418078983,,5.203567976391899e-34,0.11678601772059717,76,0.09508541954995407,0.4138993580887838,,40,-0.3086415791415501,0.05265694767096024,,-0.21355615959159602
object_y_full_approx,source_residual,near_pre_vs_far_pre,54,32,0.5568181818181819,0.7160070893927387,lower_in_positive,-78.68977242604326,-52.71093940401019,-25.978833022033072,0.48681934911003666,,7.63482183250649e-33,0.1767898202994347,76,-0.11020531451170285,0.34327417038925545,,40,0.13984133510094146,0.3894424041090599,,-0.029636020589238615
