x,y,n,spearman_rho,p_value,abs_rho
particle_mean_slope,particle_mean_last_minus_first,172,0.9743117145609796,5.433324911325639e-112,0.9743117145609796
mask_accepted_centroid_path_px,mask_mask_instability_score,172,0.9688117988757248,6.254714646315247e-105,0.9688117988757248
mask_candidate_area_cv,mask_mask_instability_score,172,0.9042538262974743,1.002669515892265e-64,0.9042538262974743
mask_accepted_area_cv,mask_mask_instability_score,172,0.881077294805622,3.6509769779499233e-57,0.881077294805622
particle_vs_context_mean_last_minus_first,particle_mean_last_minus_first,172,0.858662544088357,3.2009121485295576e-51,0.858662544088357
particle_vs_context_mean_slope,particle_mean_last_minus_first,172,0.8395307619104895,6.597675518103584e-47,0.8395307619104895
mask_accepted_area_fraction_iqr,mask_mask_instability_score,172,0.8393585947385241,7.171471307521901e-47,0.8393585947385241
mask_accepted_centroid_max_step_px,mask_mask_instability_score,172,0.8055996783068184,1.7008676475195838e-40,0.8055996783068184
particle_std_diff_q90,cycleNo,172,0.7762111109850217,6.882725619555007e-36,0.7762111109850217
particle_std_diff_abs_mean,cycleNo,172,0.7585207116370507,1.9346041398010257e-33,0.7585207116370507
particle_vs_context_mean_diff_q10,cycleNo,172,-0.7522927281953092,1.2564193988028443e-32,0.7522927281953092
particle_mean_diff_q10,cycleNo,172,-0.7488341796034665,3.4674860287634223e-32,0.7488341796034665
particle_vs_context_mean_diff_q90,cycleNo,172,0.7475102316266508,5.091977895183822e-32,0.7475102316266508
particle_std_std,cycleNo,172,0.733165101899244,2.8232340826883103e-30,0.733165101899244
particle_mean_diff_q90,cycleNo,172,0.729640473907489,7.278908464677124e-30,0.729640473907489
particle_std_diff_q10,cycleNo,172,-0.7270303376109502,1.4538520053679706e-29,0.7270303376109502
particle_vs_context_mean_diff_abs_mean,cycleNo,172,0.7133141421719951,4.853660543141052e-28,0.7133141421719951
particle_mean_diff_abs_mean,cycleNo,172,0.701908365751405,7.700882195274963e-27,0.701908365751405
particle_gradient_std,cycleNo,172,0.6362207222813646,6.708388526573388e-21,0.6362207222813646
particle_gradient_diff_abs_mean,cycleNo,172,0.6268575073116375,3.623675682021936e-20,0.6268575073116375
particle_mean_last_mean,particle_mean_last_minus_first,172,0.6190789527990727,1.4096529297708807e-19,0.6190789527990727
particle_gradient_diff_q10,cycleNo,172,-0.6141112630642536,3.29137705352608e-19,0.6141112630642536
particle_gradient_diff_q90,cycleNo,172,0.6057899786324304,1.3179428963896678e-18,0.6057899786324304
mask_candidate_centroid_max_jump_px,mask_mask_instability_score,172,0.5906053327012675,1.4965049302731904e-17,0.5906053327012675
particle_mean_mean,particle_mean_last_minus_first,172,0.577454590908394,1.1097383677982007e-16,0.577454590908394
particle_vs_context_mean_std,cycleNo,172,0.5665104953416583,5.497822808613297e-16,0.5665104953416583
particle_vs_context_mean_last_mean,mask_mask_instability_score,172,-0.5405730808372041,1.944013115497412e-14,0.5405730808372041
particle_vs_context_mean_mean,mask_mask_instability_score,172,-0.5338821456746535,4.644812886578659e-14,0.5338821456746535
particle_vs_context_mean_first_mean,mask_mask_instability_score,172,-0.5327005600149998,5.406367777712905e-14,0.5327005600149998
