cycleNo,n_roi,roi_mean_slope_per_frame,high_fraction_slope_per_frame,front_radius_high_slope_px_per_frame,apparent_diffusion_proxy_px2_per_frame,temporal_diff_energy,cumulative_abs_change,weighted_radial_mean_slope_px_per_frame
86.0,5,7.2681405551666035e-06,1.6391660514247534e-05,-0.00011258387277926954,-0.002016197564210784,8.426418862654828e-05,0.015103669837117195,-0.00035001836580743356
116.0,6,8.61166438780813e-06,2.0451764653882067e-05,3.111524128087342e-05,-0.0006400924762848923,0.00010499935524421744,0.009366310822467009,-0.00020806065806171963
