roi_id,cycleNo,cohort_role,is_event_roi,event_reference_cycle,validation_score,front_quality_score,degradation_mode_hypothesis,timing_elapsed_s,thresholds_finite,phase_slope_median_per_s,phase_slope_iqr_per_s,phase_slope_positive_fraction,phase_slope_negative_fraction,phase_slope_abs_median_per_s,radius2_slope_median_px2_per_s,radius2_slope_iqr_px2_per_s,radius2_slope_positive_fraction,radius2_slope_negative_fraction,diffusion_proxy_median_um2_per_s,diffusion_proxy_iqr_um2_per_s,default_q70_diffusion_proxy_um2_per_s,q70_phase_slope_bootstrap_p05,q70_phase_slope_bootstrap_p50,q70_phase_slope_bootstrap_p95,q70_radius2_slope_bootstrap_p05_px2_per_s,q70_radius2_slope_bootstrap_p50_px2_per_s,q70_radius2_slope_bootstrap_p95_px2_per_s,threshold_robust_phase_score,diffusion_proxy_abs_median_um2_per_s,threshold_robust_diffusion_score
cycle151_rank14_obj2,151.0,future8_positive,0,151.0,,,,12438.259448892,7,2.8469592578113266e-06,1.1879054390126776e-07,1.0,0.0,2.8469592578113266e-06,0.00426999601662779,0.0025306803330875103,1.0,0.0,9.838070822310428e-06,5.830687487433623e-06,9.838070822310428e-06,-6.561876238979563e-07,2.988522527428976e-06,6.418463884713739e-06,0.0014183571707586462,0.004102870011458452,0.007077454236948983,1.2916666666666665,9.838070822310428e-06,0.6875
cycle150_rank13_obj3,150.0,future8_positive,0,150.0,,,,12435.337381064,7,2.8773778913258605e-06,1.2811305522515334e-07,1.0,0.0,2.8773778913258605e-06,0.0022394574689418747,0.001962125783929217,1.0,0.0,5.15971000844208e-06,4.5207378061729174e-06,5.15971000844208e-06,3.417553231735188e-07,2.9171013809543956e-06,5.925613622162646e-06,5.922515223964735e-05,0.002290485616132404,0.004975138004366379,1.25,5.15971000844208e-06,0.5486111111111112
cycle150_rank13_obj2,150.0,future8_positive,0,150.0,,,,12435.337381064,7,3.987483102929889e-06,6.97779241258328e-07,1.0,0.0,3.987483102929889e-06,0.0007317504868457934,0.0003461226740864294,1.0,0.0,1.685953121692708e-06,7.974666410951332e-07,1.685953121692708e-06,-3.09280600449861e-07,4.244090817416543e-06,7.84818699672523e-06,-0.0005262589624370245,0.0006720700934092407,0.0017428272518736864,1.0,1.685953121692708e-06,0.8402777777777779
cycle158_rank12_obj3,158.0,future8_negative,0,158.0,,,,19531.183546792,7,1.3301223761721326e-06,1.2299615900109867e-07,1.0,0.0,1.3301223761721326e-06,0.0002910999227354569,0.0002658161295072748,0.7142857142857143,0.2857142857142857,6.706942219824927e-07,6.124403623847613e-07,9.092560154213305e-07,-2.76026272225629e-07,1.2740540729754737e-06,2.8258233049071896e-06,5.624205993881887e-05,0.00040327999773850573,0.0007020745446107703,0.9861111111111112,6.706942219824927e-07,0.09027777777777779
cycle76_rank8_obj2,76.0,future8_negative,0,76.0,,,,9131.576459066,7,1.9647297989605382e-06,1.937484039241124e-07,1.0,0.0,1.9647297989605382e-06,0.0003649855616665652,0.00017891699373647705,1.0,0.0,8.409267340797663e-07,4.1222475356884293e-07,6.404800570008565e-07,-4.4781444657885873e-07,1.7378651594482503e-06,4.013626003910548e-06,-0.00024125989107193788,0.0002471315436033334,0.0007968862264942961,0.986111111111111,8.409267340797663e-07,0.826388888888889
cycle78_rank22_obj2,78.0,future8_positive,0,78.0,,,,9143.028396564,7,2.8188004309613634e-06,4.416514145067803e-07,1.0,0.0,2.8188004309613634e-06,0.0015002222799752262,0.0007082822055378606,1.0,0.0,3.456512133062921e-06,1.6318822015592308e-06,3.456512133062921e-06,5.137449747374083e-07,2.793474143999024e-06,5.697968817682194e-06,0.0010981067404804959,0.0014662539025067692,0.0018347705672022182,0.9583333333333333,3.456512133062921e-06,0.7986111111111112
cycle143_rank10_obj1,143.0,future8_negative,0,143.0,,,,12312.066600504,7,-3.261653495153909e-06,7.191657605397672e-07,0.0,1.0,3.261653495153909e-06,-0.001366032362923244,0.0013387049816420836,0.0,1.0,-3.1473385641751546e-06,3.0843762777033612e-06,-3.1473385641751546e-06,-5.99113200717234e-06,-2.9164321026849497e-06,-4.111253981429618e-07,-0.0017398847841986528,-0.00135954753698722,-0.0009608854606752538,0.9444444444444445,3.1473385641751546e-06,0.4930555555555556
cycle149_rank20_obj1,149.0,future8_positive,0,149.0,,,,12422.659052488,7,4.639612996377914e-06,1.0468629465971431e-06,1.0,0.0,4.639612996377914e-06,0.0007853276345363211,0.0007124780151170898,0.7142857142857143,0.2857142857142857,1.809394869971684e-06,1.641549346829775e-06,9.175341547068097e-07,1.3109770801553985e-07,4.507369825769621e-06,9.0808776926417e-06,-0.000888725959224306,0.00037735586081711,0.0014973885505387813,0.9444444444444444,1.809394869971684e-06,0.0069444444444444475
cycle150_rank13_obj1,150.0,future8_positive,0,150.0,,,,12435.337381064,7,1.949243857179767e-06,2.2632303553144126e-07,1.0,0.0,1.949243857179767e-06,-0.0003881722560603333,0.0004812495304540474,0.2857142857142857,0.7142857142857143,-8.94348877963008e-07,1.108798918166125e-06,-1.4381145836942364e-06,-5.707165167863263e-07,2.334059004249255e-06,4.361781606247811e-06,-0.0014312664208731391,-0.0006491593506401102,0.00033099092062496176,0.9444444444444444,8.94348877963008e-07,-0.048611111111111105
cycle149_rank20_obj2,149.0,future8_positive,0,149.0,,,,12422.659052488,7,3.156865864740006e-06,7.64949574186989e-07,1.0,0.0,3.156865864740006e-06,0.0002825828491831016,0.0007017770156380145,1.0,0.0,6.51070884517866e-07,1.6168942440299854e-06,6.51070884517866e-07,-2.891148405407015e-07,3.0104421075672245e-06,6.976848920348476e-06,-0.0016706789171036193,0.00021349313573615928,0.0024252239635009095,0.875,6.51070884517866e-07,0.27083333333333337
