roi_id,cycleNo,cohort_role,is_event_roi,event_reference_cycle,degradation_mode_hypothesis,threshold_quantile,threshold_value,phase_fraction_first,phase_fraction_last,phase_fraction_delta,phase_fraction_slope_per_s,phase_fraction_slope_r2,radius2_delta_px2,radius2_slope_px2_per_s,radius2_slope_r2,apparent_diffusion_proxy_um2_per_s,interface_density_delta,interface_density_slope_per_s,interface_density_slope_r2,centroid_path_px,centroid_net_px
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.55,0.05908747389912605,0.445326542840024,0.43828639904134215,-0.007040143798681842,1.7249507197504215e-06,0.01606997831219692,-1.7949161501128401,-0.0005911335005252997,0.019351565738542575,-1.3619715852102905e-06,-0.005392450569203122,-4.547171424775105e-07,0.10464349882199164,18.493993768791086,0.16760274800103306
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.6,0.0645269826054573,0.3943978430197723,0.3876572798082684,-0.006740563211503903,1.6416048472072982e-06,0.015770971512411247,-1.9164289768841627,-0.00033946923303200055,0.007491059716893345,-7.821371129057293e-07,-0.002246854403834625,-2.691522971778093e-07,0.11951293267834551,18.997542251761647,0.3339011409543026
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.65,0.07054155282676221,0.3466147393648892,0.3421210305572199,-0.0044937088076693055,1.5531906341321157e-06,0.01626408980186589,12.061803050645949,0.00019619826851068262,0.004316015721598454,4.5204081064861277e-07,-0.003295386458957439,-2.4539478923951638e-08,0.0003741048004889391,22.969566642661913,0.4300292405218454
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.7,0.07759678438305855,0.292840023966447,0.2901437986818454,-0.002696225284601561,1.2572894658880078e-06,0.01299979312167776,18.962658262110835,0.001130640674112391,0.2900129998542643,2.604996113154949e-06,-0.0008987417615338444,7.269583083988019e-08,0.0017211326197756893,22.61605188393202,0.5737425033661222
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.75,0.08622355200350285,0.2434092270820851,0.24221090473337328,-0.001198322348711811,1.179239475863228e-06,0.01439095441711069,15.40509319252169,0.0018727184568637057,0.32011730672807326,4.314743324613978e-06,0.0008987417615338722,3.453514879501638e-07,0.02304240162472837,23.034028368924123,0.4450378914138955
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.8,0.09805515855550766,0.19562612342720193,0.19412822049131218,-0.00149790293588975,1.1367139704067813e-06,0.01839886665549617,3.925890477000735,0.002038883511844299,0.09907292748384922,4.697587611289266e-06,0.002246854403834639,4.87214375025687e-07,0.029164054217505453,24.305631018031274,0.24469624148789376
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.85,0.11617519743740558,0.1469442780107849,0.14409826243259438,-0.0028460155781905305,5.996057785319683e-07,0.009800204917014388,23.162331703616132,0.00317211616210397,0.07966820328069424,7.308555637487547e-06,0.0011983223487117972,3.7733360130966645e-07,0.020104281846637373,25.83393407720822,0.6680410970911278
cycle40_rank2_obj1,40.0,future8_negative,0,40.0,,0.55,0.07739007472991943,0.43753744757339724,0.44802276812462555,0.010485320551228305,3.0038813636319755e-06,0.03794662129989246,2.421756196353499,0.0011859277516558227,0.12245536681767333,2.7323775398150153e-06,-0.0013481126423007805,3.03769782363086e-07,0.040910678781753806,18.07979057192406,0.3816682080087222
cycle40_rank2_obj1,40.0,future8_negative,0,40.0,,0.6,0.08444451987743377,0.38825644098262435,0.39469742360695026,0.006440982624325908,2.71873073887196e-06,0.037141266569062026,4.651081418230319,0.0016544082415942776,0.1158297307776972,3.8117565886332157e-06,0.0035949670461354333,4.896417911245141e-07,0.054578481402097534,19.804404476391365,0.3544727314881224
cycle40_rank2_obj1,40.0,future8_negative,0,40.0,,0.65,0.09254405945539475,0.3373277411623727,0.34766327142001197,0.01033553025763928,2.322074607693005e-06,0.03558985956279359,21.006936435648527,0.0019820891529404904,0.11050689618001619,4.56673340837489e-06,0.007489514679448778,5.835941133720236e-07,0.0645313871743598,20.129866578331594,0.21332833198734102
