mse,mae,psnr,ssim,roi_id,cycleNo,source_stem,method,eval_step,frame_index,validation_score
0.00027447083266451955,0.0127564100548625,35.61503800160643,0.9381162050035264,cycle58_rank6_obj29,58.0,7_c2_x10_290623,persistence,0,3380,4.995734664947042
0.0006122435443103313,0.019397476688027382,32.1307578551755,0.8620828767507165,cycle58_rank6_obj29,58.0,7_c2_x10_290623,velocity,0,3380,4.995734664947042
0.001495754229836166,0.02609328180551529,28.251397603449107,0.8399096272278715,cycle58_rank6_obj29,58.0,7_c2_x10_290623,low_rank_dmd,0,3380,4.995734664947042
0.00026011239970102906,0.012469553388655186,35.84838944254046,0.9392465602762905,cycle58_rank6_obj29,58.0,7_c2_x10_290623,persistence,1,3390,4.995734664947042
0.0006140471086837351,0.019459329545497894,32.11798309222702,0.8580234398812423,cycle58_rank6_obj29,58.0,7_c2_x10_290623,velocity,1,3390,4.995734664947042
0.0015202990034595132,0.026235314086079597,28.180709891722756,0.8405846408598217,cycle58_rank6_obj29,58.0,7_c2_x10_290623,low_rank_dmd,1,3390,4.995734664947042
0.0002542869478929788,0.01239823643118143,35.946759308330606,0.9379419134502057,cycle58_rank6_obj29,58.0,7_c2_x10_290623,persistence,2,3400,4.995734664947042
0.0006110355025157332,0.019369224086403847,32.13933555553285,0.8572506948937605,cycle58_rank6_obj29,58.0,7_c2_x10_290623,velocity,2,3400,4.995734664947042
0.0015656356699764729,0.026598839089274406,28.053092926786952,0.838571714365188,cycle58_rank6_obj29,58.0,7_c2_x10_290623,low_rank_dmd,2,3400,4.995734664947042
0.0007139521767385304,0.018462229520082474,31.46330877963537,0.9047096491743017,cycle58_rank6_obj29,58.0,7_c2_x10_290623,persistence,3,3409,4.995734664947042
0.0014322303468361497,0.027256518602371216,28.439871284563722,0.8031403827152135,cycle58_rank6_obj29,58.0,7_c2_x10_290623,velocity,3,3409,4.995734664947042
0.0016281581483781338,0.02742157131433487,27.88303412940592,0.8291153573989868,cycle58_rank6_obj29,58.0,7_c2_x10_290623,low_rank_dmd,3,3409,4.995734664947042
0.0002636039862409234,0.012597786262631416,35.790480265918866,0.9378910255064199,cycle58_rank6_obj29,58.0,7_c2_x10_290623,persistence,4,3419,4.995734664947042
0.0014395570615306497,0.027383826673030853,28.41771115769063,0.814720295726517,cycle58_rank6_obj29,58.0,7_c2_x10_290623,velocity,4,3419,4.995734664947042
0.0016138615319505334,0.027246607467532158,27.92133730140303,0.8334707977153637,cycle58_rank6_obj29,58.0,7_c2_x10_290623,low_rank_dmd,4,3419,4.995734664947042
0.00024526414927095175,0.012236741371452808,36.10365928808185,0.9386154922438257,cycle58_rank6_obj29,58.0,7_c2_x10_290623,persistence,5,3429,4.995734664947042
0.0006116483709774911,0.019488876685500145,32.134981765986176,0.8578873014229316,cycle58_rank6_obj29,58.0,7_c2_x10_290623,velocity,5,3429,4.995734664947042
0.0016189274610951543,0.027133379131555557,27.907726101421588,0.8332212271550555,cycle58_rank6_obj29,58.0,7_c2_x10_290623,low_rank_dmd,5,3429,4.995734664947042
0.0002417094074189663,0.012147605419158936,36.167064463625664,0.939035654126862,cycle58_rank6_obj29,58.0,7_c2_x10_290623,persistence,6,3438,4.995734664947042
0.0006158360629342496,0.019440321251749992,32.10534882703427,0.8557678251796299,cycle58_rank6_obj29,58.0,7_c2_x10_290623,velocity,6,3438,4.995734664947042
0.001686394796706736,0.0275266133248806,27.730407464610476,0.8309316979330263,cycle58_rank6_obj29,58.0,7_c2_x10_290623,low_rank_dmd,6,3438,4.995734664947042
