roi_id,cycleNo,method,mse,mae,psnr,ssim,validation_score
cycle116_rank1_obj6,116.0,low_rank_dmd,0.0019868600538757164,0.025087905291002244,27.032096627736188,0.7780417908486669,5.030580641918212
cycle116_rank1_obj6,116.0,persistence,7.79044924001937e-05,0.00684662778803613,41.09124223544062,0.96306262259774,5.030580641918212
cycle116_rank1_obj6,116.0,velocity,0.00022105422385720885,0.011560945335077122,36.56298043794301,0.90371716066873,5.030580641918212
cycle116_rank2_obj2,116.0,low_rank_dmd,0.00028012624534312636,0.010119246988324448,35.62954854428155,0.9392058247028862,5.324312767584873
cycle116_rank2_obj2,116.0,persistence,4.2193137119284074e-05,0.005051731510320678,43.751256983391315,0.9771075759648725,5.324312767584873
cycle116_rank2_obj2,116.0,velocity,0.00012289237338336534,0.008639257692266256,39.1088126301807,0.9358995832006136,5.324312767584873
cycle116_rank3_obj9,116.0,low_rank_dmd,0.0009781945482245646,0.019891724397893995,30.170368741246424,0.8463355631480729,5.098809654631046
cycle116_rank3_obj9,116.0,persistence,8.672821081745496e-05,0.00724848493700847,40.62484055399078,0.9617422180427353,5.098809654631046
cycle116_rank3_obj9,116.0,velocity,0.00024847147778928047,0.01229007908841595,36.05444303026676,0.9000348521143566,5.098809654631046
cycle116_rank5_obj43,116.0,low_rank_dmd,0.0005391328777477611,0.013638559059472755,33.55833338761574,0.9231149180442738,4.3043625905483625
cycle116_rank5_obj43,116.0,persistence,8.158118953360827e-05,0.007010148969129659,40.89127452195975,0.9691098892164451,4.3043625905483625
cycle116_rank5_obj43,116.0,velocity,0.00023368725533146062,0.011884462524903938,36.32204919145057,0.9176682674618047,4.3043625905483625
cycle116_rank7_obj37,116.0,low_rank_dmd,0.0021813608836964704,0.03082680981606245,26.615063446115343,0.7858091691777507,4.274566215478122
cycle116_rank7_obj37,116.0,persistence,0.00023272086127690272,0.01192851536325179,36.332634088468716,0.9373687259323987,4.274566215478122
cycle116_rank7_obj37,116.0,velocity,0.0006795939116273075,0.02041816065320745,31.67856896051362,0.8464483618320047,4.274566215478122
cycle116_rank8_obj20,116.0,low_rank_dmd,0.00037027580901849433,0.01269133176538162,34.51372718398482,0.951733790491995,4.20806016995098
cycle116_rank8_obj20,116.0,persistence,8.027114972719573e-05,0.006905017071403563,40.96910827649999,0.9776629739169629,4.20806016995098
cycle116_rank8_obj20,116.0,velocity,0.0002374139839957934,0.011906964791705832,36.26076974161469,0.9376126005123427,4.20806016995098
cycle118_rank1_obj7,118.0,low_rank_dmd,0.0011875182899530046,0.019035892037209123,29.399169879717693,0.8596999670839639,4.326672628497259
cycle118_rank1_obj7,118.0,persistence,7.777382484164264e-05,0.0068330430367495865,41.10340181587653,0.9630773304437321,4.326672628497259
cycle118_rank1_obj7,118.0,velocity,0.00022001379602443194,0.011533186625456437,36.58682821129581,0.9037071986776996,4.326672628497259
cycle118_rank2_obj2,118.0,low_rank_dmd,0.0005581024543062085,0.01270093725179322,32.67488966675905,0.9153654865869953,4.2813394428335565
cycle118_rank2_obj2,118.0,persistence,4.3143111952304025e-05,0.0050913022860186175,43.65980087846827,0.9769326960339131,4.2813394428335565
cycle118_rank2_obj2,118.0,velocity,0.00012500975799412117,0.008699900674400851,39.0376450610809,0.9354573115363809,4.2813394428335565
cycle118_rank3_obj9,118.0,low_rank_dmd,0.0009717589746287558,0.019209698075428605,30.31135276865171,0.8566971612234174,4.255431422335417
cycle118_rank3_obj9,118.0,persistence,8.593408324486518e-05,0.007183296198491007,40.672534497438896,0.9621453276984854,4.255431422335417
cycle118_rank3_obj9,118.0,velocity,0.0002442161921862862,0.012143034517066553,36.136444418173745,0.9011890144567982,4.255431422335417
cycle118_rank4_obj1,118.0,low_rank_dmd,0.0009674851116869831,0.019481929950416088,30.210051264170225,0.8661761903672559,5.013327036600357
cycle118_rank4_obj1,118.0,persistence,0.00012204159133943904,0.008643713546916842,39.13930746071372,0.9600254030109464,5.013327036600357
cycle118_rank4_obj1,118.0,velocity,0.00035417498202150455,0.014743599371286109,34.5133627081254,0.8941335554161097,5.013327036600357
cycle156_rank1_obj1,156.0,low_rank_dmd,0.002057011086435523,0.023727418563794345,27.017033457861576,0.7578146087791034,5.881512080209022
cycle156_rank1_obj1,156.0,persistence,5.150665617748018e-05,0.005083966825623065,43.342693160525364,0.9808422737497331,5.881512080209022
cycle156_rank1_obj1,156.0,velocity,0.0001146234908446786,0.00809537258464843,39.568327876904746,0.9494091613140003,5.881512080209022
cycle156_rank2_obj2,156.0,low_rank_dmd,0.004566897201584652,0.03390744520584121,23.657369778934694,0.6790379949588139,5.093610228639238
cycle156_rank2_obj2,156.0,persistence,9.607309118564444e-05,0.00620331619575154,41.27518447087764,0.9755382493710905,5.093610228639238
cycle156_rank2_obj2,156.0,velocity,0.00017400094293407165,0.009422320203157142,38.12178578898038,0.9385798921748811,5.093610228639238
cycle156_rank5_obj4,156.0,low_rank_dmd,0.0029440823709592223,0.030147722514811903,25.583293351426462,0.726525796913797,5.045443781614695
cycle156_rank5_obj4,156.0,persistence,0.0001043279169152811,0.006728643202222884,40.80100358012918,0.9735752521465636,5.045443781614695
cycle156_rank5_obj4,156.0,velocity,0.00020572123275997,0.010425857413792983,37.271979255041444,0.9331435033939434,5.045443781614695
cycle156_rank6_obj3,156.0,low_rank_dmd,0.00212292914147838,0.0239059868035838,27.11320059572303,0.8305348044823867,5.14793840443715
cycle156_rank6_obj3,156.0,persistence,5.79726806790859e-05,0.005182724344194867,43.0132940992457,0.9828641082369435,5.14793840443715
cycle156_rank6_obj3,156.0,velocity,0.00011751468059628678,0.008037054241867736,39.597584922574484,0.9549292063379637,5.14793840443715
cycle156_rank7_obj27,156.0,low_rank_dmd,0.00501709891250357,0.04274840815924108,23.243929890251092,0.6550532466129717,4.90045527121776
cycle156_rank7_obj27,156.0,persistence,0.0002836388389368949,0.012504549755249172,35.86776942759705,0.939129270768184,4.90045527121776
cycle156_rank7_obj27,156.0,velocity,0.0006734259677614318,0.020000331744085997,31.838004844774346,0.85753898977417,4.90045527121776
cycle156_rank8_obj10,156.0,low_rank_dmd,0.002059092608760693,0.02098463079892099,27.89824600742688,0.8729680230786857,5.095436512452073
cycle156_rank8_obj10,156.0,persistence,9.961399871372123e-05,0.0063542876014253125,41.11825691068371,0.9748640765321016,5.095436512452073
cycle156_rank8_obj10,156.0,velocity,0.000182191378371499,0.009669369872426614,37.91010085049077,0.9370202739017062,5.095436512452073
