roi_id,cycleNo,validation_score,latent_path_length,latent_mean_step,latent_net_displacement,latent_component0_delta,latent_component1_delta,latent_component0_first,latent_component0_last
cycle58_rank6_obj29,58.0,4.995734664947042,17.378150939941406,0.1829279065132141,0.960981011390686,0.023839473724365234,0.2176094949245453,-2.2530155181884766,-2.2291760444641113
cycle58_rank4_obj2,58.0,4.914744204591446,13.285588264465332,0.13984829187393188,0.7766522765159607,0.18336963653564453,0.17059838771820068,-0.3477603495121002,-0.1643907129764557
cycle58_rank1_obj1,58.0,4.759075493154626,9.919602394104004,0.1044168695807457,1.1493642330169678,0.45382213592529297,-0.02508676052093506,3.8288307189941406,4.282652854919434
cycle58_rank3_obj9,58.0,4.475129312169529,25.56525230407715,0.2691079080104828,1.8161002397537231,0.09308528900146484,-0.1431903839111328,4.97590970993042,5.068994998931885
cycle60_rank3_obj9,60.0,6.866497919843912,22.629894256591797,0.23820941150188446,4.303770542144775,0.7857608795166016,0.9693689346313477,4.090205669403076,4.875966548919678
cycle60_rank1_obj1,60.0,6.474067665989688,9.724720001220703,0.10236547142267227,3.890202283859253,0.16296052932739258,0.02576291561126709,4.2158284187316895,4.378788948059082
cycle60_rank2_obj2,60.0,5.384766191610338,19.447402954101562,0.2047095000743866,2.731466293334961,0.3889734148979187,0.694211483001709,-0.23227566480636597,0.15669773519039154
cycle60_rank4_obj5,60.0,5.355307596954036,14.73573112487793,0.15511295199394226,4.038924217224121,0.6281644105911255,0.35939764976501465,-1.7439497709274292,-1.1157853603363037
cycle60_rank6_obj26,60.0,4.590869322464719,16.147092819213867,0.16996939480304718,2.149290084838867,0.7461602687835693,0.19554829597473145,-2.5114729404449463,-1.765312671661377
cycle60_rank5_obj18,60.0,4.517043565680912,12.238980293273926,0.12883137166500092,1.6123532056808472,0.2518925666809082,-0.13638241589069366,-4.740033149719238,-4.48814058303833
cycle62_rank2_obj2,62.0,6.583976584591412,8.230844497680664,0.08664046972990036,3.3362650871276855,0.5350139141082764,-0.17324241995811462,3.9662363529205322,4.501250267028809
cycle62_rank1_obj4,62.0,6.282223708699526,10.918184280395508,0.11492825299501419,2.969611883163452,0.05933034420013428,-0.3098268508911133,-0.48352476954460144,-0.42419442534446716
cycle62_rank3_obj9,62.0,5.445827812460037,14.523822784423828,0.15288235247135162,5.199330806732178,0.8398087024688721,0.3486356735229492,3.819324254989624,4.659132957458496
cycle62_rank4_obj1,62.0,4.911685287617786,9.103812217712402,0.09582959860563278,3.134448528289795,1.283997654914856,0.9460313320159912,-1.0874698162078857,0.19652779400348663
cycle86_rank2_obj6,86.0,6.600365262271105,9.129712104797363,0.09610223025083542,1.6746985912322998,0.15039491653442383,0.06165891885757446,5.131002426147461,5.281397342681885
cycle86_rank5_obj8,86.0,5.911487633945073,10.073579788208008,0.1060376837849617,1.483196496963501,0.3276090621948242,-0.33966565132141113,-10.129913330078125,-9.8023042678833
cycle86_rank3_obj5,86.0,5.394256624475365,12.458833694458008,0.13114561140537262,1.0630582571029663,0.2506885528564453,-0.6289963722229004,-0.7626823782920837,-0.5119938254356384
cycle86_rank4_obj9,86.0,4.6612934650376046,18.204580307006836,0.1916271597146988,1.5880976915359497,-0.4181232452392578,-0.5664563179016113,5.409761428833008,4.99163818359375
cycle86_rank6_obj78,86.0,4.564274022953415,8.31127643585205,0.0874871239066124,0.6624271869659424,-0.16294169425964355,-0.08136433362960815,-2.7623682022094727,-2.925309896469116
cycle86_rank8_obj17,86.0,4.404672825684108,11.313231468200684,0.11908664554357529,0.9409472942352295,0.112049400806427,0.1521126627922058,0.5295165181159973,0.6415659189224243
cycle88_rank2_obj4,88.0,4.505572339544418,10.460606575012207,0.11011164635419846,0.6835139989852905,0.042366981506347656,0.006562948226928711,5.351622581481934,5.393989562988281
cycle88_rank5_obj9,88.0,4.333685300200534,21.97732925415039,0.23134030401706696,0.44119197130203247,-0.253753662109375,-0.18396759033203125,5.16865873336792,4.914905071258545
cycle88_rank3_obj6,88.0,4.328278429709984,15.046319961547852,0.15838231146335602,0.34063661098480225,0.1493685245513916,-0.1504969596862793,-0.8495164513587952,-0.7001479268074036
cycle88_rank4_obj8,88.0,4.122451717220647,11.523117065429688,0.12129596620798111,0.32829540967941284,0.18836498260498047,-0.062308311462402344,-9.907764434814453,-9.719399452209473
cycle90_rank6_obj3,90.0,4.681975244797292,9.050925254821777,0.09527289867401123,0.39959508180618286,-0.11545988917350769,-0.00662994384765625,0.5412923693656921,0.42583248019218445
cycle90_rank3_obj4,90.0,4.637619571135867,8.128881454467773,0.0855671763420105,0.6079822182655334,-0.08122110366821289,-0.050357043743133545,5.170364856719971,5.089143753051758
cycle90_rank4_obj6,90.0,4.14051848376339,9.511003494262695,0.1001158282160759,0.6489240527153015,0.07836532592773438,0.09024620056152344,-10.129923820495605,-10.051558494567871
cycle90_rank5_obj10,90.0,4.077663353790309,15.490260124206543,0.16305537521839142,0.7525526881217957,-0.07298612594604492,0.016999244689941406,4.0556535720825195,3.9826674461364746
cycle116_rank2_obj2,116.0,5.324312767584873,6.978207111358643,0.07345481216907501,0.42530086636543274,0.031346797943115234,0.005363523960113525,4.122920036315918,4.154266834259033
cycle116_rank3_obj9,116.0,5.098809654631046,12.730328559875488,0.13400346040725708,0.6409928202629089,-0.27802324295043945,-0.22255802154541016,4.712380409240723,4.434357166290283
cycle116_rank1_obj6,116.0,5.030580641918212,11.402716636657715,0.12002859264612198,0.40470802783966064,-0.0003882944583892822,0.19931745529174805,0.42350253462791443,0.42311424016952515
cycle116_rank5_obj43,116.0,4.3043625905483625,8.830548286437988,0.0929531380534172,0.23838433623313904,0.016404151916503906,0.008998692035675049,-2.9863216876983643,-2.9699175357818604
cycle116_rank7_obj37,116.0,4.274566215478122,8.89575481414795,0.09363952279090881,0.305964857339859,-0.043210744857788086,-0.0565834641456604,-2.3023149967193604,-2.3455257415771484
cycle116_rank8_obj20,116.0,4.20806016995098,7.290661334991455,0.07674380391836166,0.28087738156318665,-0.008859992027282715,-0.0992678627371788,-1.569733738899231,-1.5785937309265137
cycle118_rank4_obj1,118.0,5.013327036600357,8.4025239944458,0.08844762295484543,0.4087950587272644,0.16362018883228302,0.12527036666870117,-0.30427443981170654,-0.14065425097942352
cycle118_rank1_obj7,118.0,4.326672628497259,10.875532150268555,0.11447928845882416,0.5088667869567871,0.02784937061369419,0.04806661605834961,-0.03341088816523552,-0.005561517551541328
cycle118_rank2_obj2,118.0,4.2813394428335565,6.73250150680542,0.07086843997240067,0.4318374693393707,-0.3186790943145752,0.007183492183685303,3.506587505340576,3.187908411026001
cycle118_rank3_obj9,118.0,4.255431422335417,12.38547134399414,0.13037338852882385,0.6875506043434143,0.031459808349609375,0.016265392303466797,4.237678527832031,4.269138336181641
cycle156_rank1_obj1,156.0,5.881512080209022,14.464882850646973,0.15226192772388458,3.290290355682373,1.5757007598876953,-0.4765617549419403,3.7553601264953613,5.331060886383057
cycle156_rank6_obj3,156.0,5.14793840443715,16.511253356933594,0.1738026738166809,4.805828094482422,-2.835005760192871,0.9881565570831299,-8.413466453552246,-11.248472213745117
cycle156_rank8_obj10,156.0,5.095436512452073,19.65669822692871,0.20691260695457458,4.554489612579346,0.039453983306884766,-0.30215415358543396,-2.763579845428467,-2.724125862121582
cycle156_rank2_obj2,156.0,5.093610228639238,19.32914924621582,0.20346473157405853,4.170186996459961,0.34321871399879456,-1.9299921989440918,-0.09112576395273209,0.25209295749664307
cycle156_rank5_obj4,156.0,5.045443781614695,19.836877822875977,0.2088092416524887,4.641040802001953,2.677000045776367,2.0403871536254883,3.0173134803771973,5.6943135261535645
cycle156_rank7_obj27,156.0,4.90045527121776,22.510934829711914,0.23695720732212067,3.542245864868164,0.10222387313842773,0.5746428370475769,-2.1608965396881104,-2.0586726665496826
cycle157_rank1_obj1,157.0,5.056884750693399,13.399641036987305,0.1410488486289978,2.2648887634277344,-0.3211350440979004,0.2721683084964752,5.27946138381958,4.95832633972168
cycle157_rank4_obj8,157.0,4.446061746000481,16.701753616333008,0.17580793797969818,2.8492655754089355,-0.766016960144043,0.30309319496154785,-2.721702814102173,-3.487719774246216
cycle157_rank2_obj2,157.0,4.370068954195929,19.71229362487793,0.20749782025814056,3.989521026611328,0.19713637232780457,2.6886210441589355,-0.4758031964302063,-0.27866682410240173
cycle157_rank6_obj3,157.0,4.265081182236891,16.670387268066406,0.1754777580499649,2.68511962890625,1.141688346862793,0.008595466613769531,-11.310749053955078,-10.169060707092285
cycle158_rank6_obj3,158.0,5.3452399511153725,23.117168426513672,0.24333861470222473,1.414961338043213,-0.5401935577392578,0.23273324966430664,-9.532721519470215,-10.072915077209473
cycle158_rank1_obj2,158.0,4.934436160019414,20.067161560058594,0.21123327314853668,2.030465841293335,0.08214712142944336,0.009274125099182129,4.7596211433410645,4.841768264770508
cycle158_rank4_obj8,158.0,4.680398202469608,28.14414405822754,0.29625415802001953,1.2180750370025635,-0.07752251625061035,0.07182478904724121,-3.2241692543029785,-3.301691770553589
cycle158_rank2_obj1,158.0,4.565168403238116,26.110675811767578,0.27484920620918274,1.984431266784668,-0.14651760458946228,-1.2254962921142578,-0.32771676778793335,-0.47423437237739563
