candidate_id,x_ds,y_ds,x_full_approx,y_full_approx,area_ds_px,area_full_approx_px,bbox_x0_ds,bbox_y0_ds,bbox_x1_ds,bbox_y1_ds,mean_residual,mean_abs_z,mean_temporal_std,polarity,rank_score,candidate_rank,cycleNo,expansion_cycle_rank,selection_reason,selection_priority,already_in_existing_video_cohort,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,source_stem,local_cycle_index,n_segments_inferred,h5_total_frames,segment_start_frame,segment_end_frame,sampled_first_frame,sampled_last_frame,n_sampled_frames,cycle_table_n_frames,downsample,n_candidates,overlay_png
58,177.125,88.66666666666667,708.5,354.6666666666667,24,384,175,86,180,92,10687.1240234375,27.170562744140625,1767.9549560546875,bright,6969004.171997309,11,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
9,12.785714285714286,15.071428571428571,51.142857142857146,60.285714285714285,28,448,10,12,16,19,9196.583984375,23.429931640625,1553.5516357421875,bright,6033309.354272842,12,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
59,154.0,90.0,616.0,360.0,21,336,152,88,157,93,10023.6875,25.505615234375,1455.6512451171875,bright,5368866.648696899,13,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
127,20.5,226.0625,82.0,904.25,32,512,18,223,24,230,8056.3251953125,20.568355560302734,1199.1123046875,bright,5302571.556051612,14,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
121,363.0,213.35294117647058,1452.0,853.4117647058823,17,272,361,211,366,216,11017.2431640625,27.999021530151367,1653.1328125,bright,5244024.485409481,15,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
16,71.6923076923077,22.5,286.7692307692308,90.0,26,416,69,20,75,26,8622.142578125,21.98832130432129,606.1065063476562,bright,4929247.474826522,16,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
139,28.6734693877551,250.79591836734693,114.6938775510204,1003.1836734693877,49,784,26,246,33,258,6200.8916015625,15.911993980407715,1108.2796630859375,bright,4834758.942023939,17,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
128,371.0357142857143,225.32142857142858,1484.142857142857,901.2857142857143,28,448,368,223,375,229,8138.7939453125,20.775318145751953,1394.5643310546875,bright,4734408.9390244335,18,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
147,99.27777777777777,268.77777777777777,397.1111111111111,1075.111111111111,36,576,96,266,104,273,7164.94384765625,18.331363677978516,722.160888671875,bright,4728354.890532531,19,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
56,437.2173913043478,85.04347826086956,1748.8695652173913,340.17391304347825,23,368,434,83,441,88,8843.283203125,22.543292999267578,1388.8848876953125,bright,4585204.659441613,20,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
150,19.133333333333333,273.1,76.53333333333333,1092.4,30,480,17,269,22,279,7400.2841796875,18.939250946044922,1350.583984375,bright,4204675.174534433,21,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
4,253.4090909090909,6.090909090909091,1013.6363636363636,24.363636363636363,22,352,251,4,257,10,8578.974609375,21.87999153137207,1351.5291748046875,bright,4129573.6196215823,22,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
125,75.84210526315789,220.8421052631579,303.36842105263156,883.3684210526316,19,304,74,219,79,224,9204.6376953125,23.45014190673828,456.9275207519531,bright,4101151.14294862,23,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
82,471.7631578947368,128.14473684210526,1887.0526315789473,512.578947368421,76,1216,466,122,478,135,3677.084716796875,14.59289264678955,880.83740234375,bright,4078106.991927919,24,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
130,67.0,227.64705882352942,268.0,910.5882352941177,17,272,65,226,70,231,9549.80078125,24.316354751586914,1048.8243408203125,bright,3947677.8412655666,25,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
93,294.95454545454544,141.6818181818182,1179.8181818181818,566.7272727272727,22,352,293,139,298,145,8310.208984375,21.20549964904785,1508.4981689453125,bright,3876886.941436924,26,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
103,269.0,170.5,1076.0,682.0,16,256,267,169,272,173,9685.0078125,24.655670166015625,1498.42626953125,bright,3820645.730884552,27,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
19,53.0,27.5,212.0,110.0,16,256,51,26,56,30,9232.369140625,23.519737243652344,1526.612060546875,bright,3474286.3411824703,28,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
97,455.2,159.8,1820.8,639.2,15,240,453,158,458,163,9498.8564453125,24.188508987426758,1513.6278076171875,bright,3446447.61746577,29,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
20,75.5,28.5,302.0,114.0,20,320,74,26,78,32,7914.56640625,20.21259880065918,1385.34228515625,bright,3199479.1090141237,30,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
28,418.4428571428571,48.72857142857143,1673.7714285714285,194.9142857142857,70,1120,415,40,423,58,3478.592529296875,12.223360061645508,860.6917114257812,bright,2976406.2295342097,31,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
153,39.1578947368421,283.42105263157896,156.6315789473684,1133.6842105263158,19,304,37,281,43,287,7705.00732421875,19.738632202148438,1315.6463623046875,bright,2889639.808064662,32,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
27,73.78571428571429,41.642857142857146,295.14285714285717,166.57142857142858,14,224,72,40,77,44,8981.6064453125,22.89042854309082,733.0049438476562,bright,2878299.487540256,33,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
126,311.50943396226415,225.18867924528303,1246.0377358490566,900.7547169811321,53,848,306,222,320,230,4514.75244140625,11.680486679077148,353.8169250488281,bright,2794928.804812367,34,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
124,404.8888888888889,219.94444444444446,1619.5555555555557,879.7777777777778,18,288,403,217,407,224,7685.025390625,19.63654899597168,1223.794189453125,bright,2716332.7971292958,35,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
48,261.0,73.0,1044.0,292.0,11,176,259,72,264,75,9808.19140625,24.964811325073242,1383.9073486328125,bright,2693456.1268695965,36,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
65,185.5,101.7,742.0,406.8,20,320,183,100,189,105,7182.70458984375,18.375932693481445,991.6295776367188,bright,2639777.92200258,37,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
57,119.4,86.6,477.6,346.4,20,320,117,84,122,90,7029.02978515625,17.990270614624023,1195.7535400390625,bright,2529082.95986427,38,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
87,425.030303030303,134.42424242424244,1700.121212121212,537.6969696969697,33,528,422,131,429,139,5359.55908203125,13.800599098205566,1137.0517578125,bright,2440849.1657305774,39,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
133,432.5,238.3,1730.0,953.2,20,320,430,236,436,242,6751.01318359375,17.292566299438477,1143.111572265625,bright,2334846.861313563,40,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
80,170.66666666666666,122.52777777777777,682.6666666666666,490.1111111111111,36,576,167,120,176,127,4781.568359375,12.35008430480957,945.9775390625,bright,2125899.8045096844,41,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
53,466.0,81.59375,1864.0,326.375,32,512,463,79,470,86,5052.236328125,13.029345512390137,875.2906494140625,bright,2106474.6473404765,42,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
14,103.3,18.3,413.2,73.2,10,160,102,17,106,21,8999.16015625,22.934476852416992,1383.854248046875,bright,2063910.302947089,43,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
24,46.61764705882353,41.411764705882355,186.47058823529412,165.64705882352942,34,544,44,38,51,46,4844.3447265625,12.507625579833984,790.6939697265625,bright,2060102.5006625578,44,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
90,319.8,136.2,1279.2,544.8,15,240,318,134,323,139,7305.04248046875,18.68294906616211,1135.8182373046875,bright,2047196.0488312226,45,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
52,71.5,80.5,286.0,322.0,12,192,70,79,74,83,8155.44287109375,20.81709861755371,1016.7677612304688,bright,2037271.9022086076,46,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
11,139.35714285714286,13.785714285714286,557.4285714285714,55.142857142857146,14,224,138,12,142,17,7537.65625,19.266712188720703,1324.6571044921875,bright,2033161.949647665,47,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
45,377.0,72.5,1508.0,290.0,16,256,375,71,380,75,6989.4345703125,17.890907287597656,1085.6668701171875,bright,2000757.2142430544,48,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
36,441.3809523809524,56.0,1765.5238095238096,224.0,21,336,439,54,445,59,6083.2978515625,15.6168794631958,969.2110595703125,bright,1995044.7150179604,49,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
99,465.8,162.2,1863.2,648.8,15,240,464,160,469,165,7009.45947265625,17.941160202026367,1128.6473388671875,bright,1886367.5299280556,50,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
106,401.75,178.625,1607.0,714.5,16,256,399,177,405,181,6784.59765625,17.376850128173828,1062.09765625,bright,1886318.9864418507,51,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
104,44.48717948717949,177.10256410256412,177.94871794871796,708.4102564102565,39,624,40,174,50,181,4276.23583984375,11.081910133361816,368.1590270996094,bright,1848165.5901621678,52,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
73,398.65384615384613,113.92307692307692,1594.6153846153845,455.6923076923077,26,416,396,111,403,118,5201.5830078125,13.464120864868164,840.7021484375,bright,1820903.2999516316,53,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
41,306.72727272727275,67.04545454545455,1226.909090909091,268.1818181818182,22,352,305,64,310,71,5671.822265625,14.584249496459961,872.3783569335938,bright,1819823.9624719396,54,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
89,214.93548387096774,135.90322580645162,859.741935483871,543.6129032258065,31,496,212,133,219,140,4552.51806640625,11.775261878967285,574.5785522460938,bright,1661819.8656605645,55,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
88,158.64705882352942,134.0,634.5882352941177,536.0,17,272,157,132,162,137,6079.4326171875,15.607179641723633,926.4218139648438,bright,1613007.5485953894,56,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
23,261.0,39.0,1044.0,156.0,17,272,259,37,264,42,6032.78564453125,15.490118026733398,1172.7703857421875,bright,1588625.5482841237,57,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
101,461.6666666666667,168.71428571428572,1846.6666666666667,674.8571428571429,21,336,460,166,464,173,5380.26953125,13.852574348449707,1134.856201171875,bright,1565142.2576231249,58,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
113,451.5,199.0,1806.0,796.0,8,128,450,198,454,201,8692.0625,22.163789749145508,1248.4967041015625,bright,1541192.3658914566,59,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
83,433.7368421052632,126.26315789473684,1734.9473684210527,505.05263157894734,19,304,431,124,437,129,5534.05224609375,14.238504409790039,1159.0748291015625,bright,1497135.9188902723,60,92,1,source_representative,0.20269547449141773,False,0,0,0,10_c2_x10_030723,7,10,9068,6347,7254,6347,7253,12,905.0,4,60,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_92_rank1_10_c2_x10_030723_local7.png
