cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,validation_score,validation_label,cohort_role,selection_reason,already_in_existing_video_cohort,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,object_x_full_approx,object_y_full_approx,object_x_ds,object_y_ds,object_area_ds_px,object_mean_residual,object_mean_abs_z,segment_start_frame,segment_end_frame,downsample,source_reconstructed_overlay_png
34,4_c2_x10_240623,9,31,1,26.506861179747432,source_balanced_expansion_candidate,source_balanced_expansion,future16_negative,False,0,0,0,569.2903225806451,188.0,142.32258064516128,47.0,31,15218.8740234375,36.048831939697266,8428,9365,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_34_rank31_4_c2_x10_240623_local9.png
34,4_c2_x10_240623,9,31,2,23.544717536098823,source_balanced_expansion_candidate,source_balanced_expansion,future16_negative,False,0,0,0,1333.8529411764705,127.23529411764706,333.4632352941176,31.808823529411764,136,5988.5029296875,18.40530776977539,8428,9365,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_34_rank31_4_c2_x10_240623_local9.png
36,5_c2_x10_260623,1,32,2,23.889818840863068,source_balanced_expansion_candidate,source_balanced_expansion,source_representative,False,0,0,0,564.9166666666666,170.08333333333334,141.22916666666666,42.520833333333336,48,10704.7685546875,25.607177734375,927,1855,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_36_rank32_5_c2_x10_260623_local1.png
36,5_c2_x10_260623,1,32,1,23.837929247919924,source_balanced_expansion_candidate,source_balanced_expansion,source_representative,False,0,0,0,1178.5454545454545,1038.1818181818182,294.6363636363636,259.54545454545456,55,10327.6552734375,24.71964454650879,927,1855,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_36_rank32_5_c2_x10_260623_local1.png
38,5_c2_x10_260623,3,33,2,23.225286470005496,source_balanced_expansion_candidate,source_balanced_expansion,future16_negative,False,0,0,0,1322.8,107.92941176470588,330.7,26.98235294117647,170,4584.2939453125,15.859062194824219,2783,3711,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_38_rank33_5_c2_x10_260623_local3.png
38,5_c2_x10_260623,3,33,1,22.941693610186253,source_balanced_expansion_candidate,source_balanced_expansion,future16_negative,False,0,0,0,1174.8169014084508,1026.5915492957747,293.7042253521127,256.6478873239437,71,8483.4208984375,20.641084671020508,2783,3711,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_38_rank33_5_c2_x10_260623_local3.png
42,5_c2_x10_260623,7,34,1,26.790077165606863,source_balanced_expansion_candidate,source_balanced_expansion,source_fill,False,0,0,0,563.0,161.125,140.75,40.28125,32,15272.9765625,36.92790222167969,6495,7423,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_42_rank34_5_c2_x10_260623_local7.png
42,5_c2_x10_260623,7,34,2,23.597673302204026,source_balanced_expansion_candidate,source_balanced_expansion,source_fill,False,0,0,0,1323.572327044025,98.38993710691824,330.8930817610063,24.59748427672956,159,5314.34375,17.366104125976562,6495,7423,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_42_rank34_5_c2_x10_260623_local7.png
46,6_c2_x10_270623_2,1,35,1,25.157317875899974,source_balanced_expansion_candidate,source_balanced_expansion,source_fill,False,0,1,0,568.1,165.3,142.025,41.325,40,12319.0537109375,29.939472198486328,925,1851,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_46_rank35_6_c2_x10_270623_2_local1.png
46,6_c2_x10_270623_2,1,35,2,23.292911736226305,source_balanced_expansion_candidate,source_balanced_expansion,source_fill,False,0,1,0,1181.2923076923078,1026.7076923076922,295.32307692307694,256.67692307692306,65,8843.2275390625,21.660539627075195,925,1851,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_46_rank35_6_c2_x10_270623_2_local1.png
48,6_c2_x10_270623_2,3,36,1,24.675014279089222,source_balanced_expansion_candidate,source_balanced_expansion,source_fill,False,0,1,0,568.0,168.57142857142858,142.0,42.142857142857146,42,11736.1220703125,28.12982177734375,2776,3702,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_48_rank36_6_c2_x10_270623_2_local3.png
48,6_c2_x10_270623_2,3,36,2,23.41585755165817,source_balanced_expansion_candidate,source_balanced_expansion,source_fill,False,0,1,0,1181.904761904762,1030.7301587301588,295.4761904761905,257.6825396825397,63,9197.29296875,22.143524169921875,2776,3702,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_48_rank36_6_c2_x10_270623_2_local3.png
52,6_c2_x10_270623_2,7,37,1,26.2223854173412,source_balanced_expansion_candidate,source_balanced_expansion,source_representative,False,1,1,0,568.1212121212121,176.72727272727272,142.03030303030303,44.18181818181818,33,14321.037109375,33.76914978027344,6479,7404,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_52_rank37_6_c2_x10_270623_2_local7.png
52,6_c2_x10_270623_2,7,37,2,23.80246635412513,source_balanced_expansion_candidate,source_balanced_expansion,source_representative,False,1,1,0,1333.7518248175184,117.05109489051095,333.4379562043796,29.26277372262774,137,5933.7333984375,18.160974502563477,6479,7404,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_52_rank37_6_c2_x10_270623_2_local7.png
54,6_c2_x10_270623_2,9,38,1,24.783902326194827,source_balanced_expansion_candidate,source_balanced_expansion,future16_positive,False,1,1,0,1332.857142857143,123.91836734693878,333.2142857142857,30.979591836734695,98,8920.6171875,23.158897399902344,8330,9256,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_54_rank38_6_c2_x10_270623_2_local9.png
54,6_c2_x10_270623_2,9,38,2,23.41320291956749,source_balanced_expansion_candidate,source_balanced_expansion,future16_positive,False,1,1,0,1180.5797101449275,1036.1739130434783,295.1449275362319,259.04347826086956,69,8996.3212890625,21.14890480041504,8330,9256,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_54_rank38_6_c2_x10_270623_2_local9.png
56,7_c2_x10_290623,1,39,2,25.369790314379987,source_balanced_expansion_candidate,source_balanced_expansion,future16_positive,False,1,1,0,569.2222222222222,177.22222222222223,142.30555555555554,44.30555555555556,36,13156.5732421875,30.565053939819336,920,1841,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_56_rank39_7_c2_x10_290623_local1.png
56,7_c2_x10_290623,1,39,1,24.541355949322547,source_balanced_expansion_candidate,source_balanced_expansion,future16_positive,False,1,1,0,1333.8461538461538,123.46153846153847,333.46153846153845,30.865384615384617,104,8290.7568359375,22.076351165771484,920,1841,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_56_rank39_7_c2_x10_290623_local1.png
64,7_c2_x10_290623,9,40,1,25.751864300349823,source_balanced_expansion_candidate,source_balanced_expansion,future16_negative,False,0,0,0,565.3714285714286,161.6,141.34285714285716,40.4,35,13981.1220703125,33.0367431640625,8285,9206,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_64_rank40_7_c2_x10_290623_local9.png
64,7_c2_x10_290623,9,40,2,23.50102435300064,source_balanced_expansion_candidate,source_balanced_expansion,future16_negative,False,0,0,0,1328.9929078014184,102.49645390070921,332.2482269503546,25.624113475177303,141,5854.51953125,18.008760452270508,8285,9206,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_64_rank40_7_c2_x10_290623_local9.png
68,8_c2_x10_300623,3,41,2,24.807685098436153,source_balanced_expansion_candidate,source_balanced_expansion,future16_negative,False,0,0,0,1170.060606060606,604.6060606060606,292.5151515151515,151.15151515151516,33,12434.7802734375,30.415143966674805,2742,3656,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_68_rank41_8_c2_x10_300623_local3.png
68,8_c2_x10_300623,3,41,1,23.683276991109448,source_balanced_expansion_candidate,source_balanced_expansion,future16_negative,False,0,0,0,549.1636363636363,179.56363636363636,137.29090909090908,44.89090909090909,55,9795.5771484375,24.391326904296875,2742,3656,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_68_rank41_8_c2_x10_300623_local3.png
70,8_c2_x10_300623,5,42,2,24.934013772122235,source_balanced_expansion_candidate,source_balanced_expansion,source_representative,False,0,1,0,1172.0,609.5757575757576,293.0,152.3939393939394,33,12562.2861328125,30.125808715820312,4570,5484,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_70_rank42_8_c2_x10_300623_local5.png
70,8_c2_x10_300623,5,42,1,24.43043621744613,source_balanced_expansion_candidate,source_balanced_expansion,source_representative,False,0,1,0,558.4347826086956,185.2173913043478,139.6086956521739,46.30434782608695,46,11111.662109375,26.94074821472168,4570,5484,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_70_rank42_8_c2_x10_300623_local5.png
72,8_c2_x10_300623,7,43,1,26.44193532701825,source_balanced_expansion_candidate,source_balanced_expansion,source_fill,False,0,1,0,556.1212121212121,192.72727272727272,139.03030303030303,48.18181818181818,33,14739.283203125,34.92921447753906,6398,7312,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_72_rank43_8_c2_x10_300623_local7.png
72,8_c2_x10_300623,7,43,2,23.55936144594749,source_balanced_expansion_candidate,source_balanced_expansion,source_fill,False,0,1,0,1318.6842105263158,131.78947368421052,329.67105263157896,32.94736842105263,152,5472.39111328125,16.9943904876709,6398,7312,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_72_rank43_8_c2_x10_300623_local7.png
74,8_c2_x10_300623,9,44,1,26.449508910622303,source_balanced_expansion_candidate,source_balanced_expansion,future16_positive,False,0,1,0,556.1212121212121,192.72727272727272,139.03030303030303,48.18181818181818,33,14731.1025390625,34.947486877441406,8226,9141,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_74_rank44_8_c2_x10_300623_local9.png
74,8_c2_x10_300623,9,44,2,24.8264079192933,source_balanced_expansion_candidate,source_balanced_expansion,future16_positive,False,0,1,0,809.304347826087,29.130434782608695,202.32608695652175,7.282608695652174,46,11502.7158203125,28.194883346557617,8226,9141,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_74_rank44_8_c2_x10_300623_local9.png
78,9_c2_x10_010723,3,45,1,23.443632153620577,source_balanced_expansion_candidate,source_balanced_expansion,source_fill,True,1,1,0,1337.0852713178294,121.95348837209302,334.27131782945736,30.488372093023255,129,6522.48046875,18.387556076049805,2728,3638,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_78_rank45_9_c2_x10_010723_local3.png
78,9_c2_x10_010723,3,45,2,23.352239232199537,source_balanced_expansion_candidate,source_balanced_expansion,source_fill,True,1,1,0,1187.876923076923,1042.9538461538461,296.96923076923076,260.73846153846154,65,9549.6884765625,22.305952072143555,2728,3638,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_78_rank45_9_c2_x10_010723_local3.png
80,9_c2_x10_010723,5,46,2,23.753396272353726,source_balanced_expansion_candidate,source_balanced_expansion,source_representative,False,1,1,0,1185.3538461538462,1036.123076923077,296.33846153846156,259.03076923076924,65,9524.556640625,22.517589569091797,4548,5457,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_80_rank46_9_c2_x10_010723_local5.png
80,9_c2_x10_010723,5,46,1,23.692944001432732,source_balanced_expansion_candidate,source_balanced_expansion,source_representative,False,1,1,0,1334.1192052980132,112.71523178807946,333.5298013245033,28.178807947019866,151,5705.8154296875,16.933719635009766,4548,5457,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_80_rank46_9_c2_x10_010723_local5.png
82,9_c2_x10_010723,7,47,1,24.986177097289705,source_balanced_expansion_candidate,source_balanced_expansion,future16_positive,False,1,1,0,1330.4888888888888,107.42222222222222,332.6222222222222,26.855555555555554,90,9840.453125,24.211902618408203,6367,7276,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_82_rank47_9_c2_x10_010723_local7.png
82,9_c2_x10_010723,7,47,2,24.43977072968433,source_balanced_expansion_candidate,source_balanced_expansion,future16_positive,False,1,1,0,1186.642857142857,1032.357142857143,296.6607142857143,258.0892857142857,56,10968.7060546875,25.346712112426758,6367,7276,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_82_rank47_9_c2_x10_010723_local7.png
84,9_c2_x10_010723,9,48,2,23.673702577821416,source_balanced_expansion_candidate,source_balanced_expansion,source_fill,True,1,1,0,1185.1333333333334,1028.9333333333334,296.28333333333336,257.23333333333335,60,10228.40234375,23.703378677368164,8186,9096,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_84_rank48_9_c2_x10_010723_local9.png
84,9_c2_x10_010723,9,48,1,23.46094921853944,source_balanced_expansion_candidate,source_balanced_expansion,source_fill,True,1,1,0,1332.9481481481482,105.71851851851852,333.23703703703706,26.42962962962963,135,6355.63525390625,18.092443466186523,8186,9096,4,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_expansion_manifest/overlays/cycle_84_rank48_9_c2_x10_010723_local9.png
