cycleNo,particle0,particle1,particle2,particle3,addrs,n_frames,particle0_norm,particle0_abrupt_drop,particle1_norm,particle1_abrupt_drop,particle2_norm,particle2_abrupt_drop,particle3_norm,particle3_abrupt_drop,particle0_norm_delta_prev,particle0_norm_abs_delta_prev,particle0_norm_rolling3_slope,particle0_norm_rolling5_mean,particle0_norm_rolling5_std,particle1_norm_delta_prev,particle1_norm_abs_delta_prev,particle1_norm_rolling3_slope,particle1_norm_rolling5_mean,particle1_norm_rolling5_std,particle2_norm_delta_prev,particle2_norm_abs_delta_prev,particle2_norm_rolling3_slope,particle2_norm_rolling5_mean,particle2_norm_rolling5_std,particle3_norm_delta_prev,particle3_norm_abs_delta_prev,particle3_norm_rolling3_slope,particle3_norm_rolling5_mean,particle3_norm_rolling5_std,particle_norm_mean,particle_norm_std,particle_norm_min,particle_norm_max,particle_norm_range,particle_norm_cv,mean_delta_prev,mean_abs_delta_prev,max_abs_delta_prev,delta_std_across_particles,drop_count,any_abrupt_drop,synchronized_drop_2plus,synchronized_drop_3plus,cycle_gap,frames_percentile,future_any_drop_within_4cycles,future_sync2_drop_within_4cycles,cycles_to_next_drop_within_4,future_any_drop_within_8cycles,future_sync2_drop_within_8cycles,cycles_to_next_drop_within_8,future_any_drop_within_16cycles,future_sync2_drop_within_16cycles,cycles_to_next_drop_within_16,charge_capacity_mAh,discharge_capacity_mAh,capacity_mAh,coulombic_efficiency_pct,V_min,V_max,n_points,echem_shape_points,echem_shape_duration_s,shape_V_min,shape_V_max,shape_V_range,shape_V_mean,shape_V_std,shape_I_mean_mA,shape_I_abs_mean_mA,shape_I_pos_fraction,shape_I_neg_fraction,shape_charge_mAh_signed,shape_charge_mAh_abs,shape_charge_mAh_pos,shape_charge_mAh_neg_abs,shape_dVdt_slope,shape_dIdt_slope,shape_V_q05,shape_I_q05,shape_V_q10,shape_I_q10,shape_V_q25,shape_I_q25,shape_V_q50,shape_I_q50,shape_V_q75,shape_I_q75,shape_V_q90,shape_I_q90,shape_V_q95,shape_I_q95,shape_dVdt_abs_median,shape_dVdt_abs_p95,shape_dVdt_sign_consistency,all_dq_abs_total_mAh,all_dq_abs_lowV_frac,all_dq_abs_midV_frac,all_dq_abs_highV_frac,all_dq_abs_peak_voltage,all_dq_abs_peak_frac,all_dq_abs_entropy,all_dqdv_abs_integral_proxy,pos_dq_abs_total_mAh,pos_dq_abs_lowV_frac,pos_dq_abs_midV_frac,pos_dq_abs_highV_frac,pos_dq_abs_peak_voltage,pos_dq_abs_peak_frac,pos_dq_abs_entropy,pos_dqdv_abs_integral_proxy,neg_dq_abs_total_mAh,neg_dq_abs_lowV_frac,neg_dq_abs_midV_frac,neg_dq_abs_highV_frac,neg_dq_abs_peak_voltage,neg_dq_abs_peak_frac,neg_dq_abs_entropy,neg_dqdv_abs_integral_proxy,shape_block_mode,shape_block_nunique,cycle_state_pc1,cycle_state_pc2,cycle_state_pc3,cycle_state_pc4,cycle_state_pc5,cycle_state_pc6,cycle_state_pc7,cycle_state_pc8,degradation_state_axis,degradation_axis_oriented_to,cycle_state_cluster,state_step_norm,axis_step,transferred_masked_residual_signature
147,439,166,295,19,D://NMC_degradation_3_160623_Halfthedata\17_c2_x10_HighHighCOV_150723chopped\17_c2_x10_HighHighCOV_150723_cycle1.hdf5,1237.0,1.236619718309859,False,1.360655737704918,False,1.209016393442623,False,1.0555555555555556,False,0.0225352112676053,0.0225352112676053,0.0098591549295773,1.1971830985915493,0.048586445945521,0.0409836065573769,0.0409836065573769,0.0081967213114757,1.3,0.0785346856852679,0.0122950819672131,0.0122950819672131,0.0020491803278689,1.172950819672131,0.0546328538835503,0.0,0.0,-0.0277777777777776,1.077777777777778,0.0304290309725098,1.215461851253239,0.1253534833068365,1.0555555555555556,1.360655737704918,0.3051001821493624,0.1031323880528105,0.0189534749480488,0.0189534749480488,0.0409836065573769,0.0173370887933038,0,0,0,0,1.0,0.848314606741573,0,0,,0,0,,1,0,9.0,0.8713458041191344,0.8476244096711879,0.8476244096711879,97.277614199115,2.989159,4.606027,102378.0,102378.0,12354.619026660916,2.989159,4.606027,1.6168680000000002,3.933389004102444,0.2610330360922046,0.056391476821192,0.500889,0.5562913907284768,0.4437086092715231,0.0238052934446144,1.7189702137903222,0.8713877536174682,0.8475824601728538,-2.7668038870517065e-05,-0.0001209318075632,3.525992,-0.500889,3.606295,-0.500889,3.769989,-0.500889,3.912835,0.500889,4.11282,0.500889,4.293309,0.500889,4.368207,0.500889,0.0,0.0068909039464165,0.00173867177198,1.501790169554601,0.0822215914210609,0.5588301563702218,0.3589482522087172,3.875,0.1007434182017881,2.834217415348664,0.9288267004817962,0.6571610814272094,0.0010878245622376,0.5463030893461084,0.4526090860916541,3.875,0.152398759966131,2.3624465195094424,0.4427557324680777,0.844629088127393,0.1453474708380452,0.568576802594458,0.2860757265674967,3.625,0.0996157517417898,2.8979753828127706,0.5563259566108314,galvanostatic_2,2.0,10.20170308068876,0.7341471382964359,0.8639950461518063,-0.9808781694432128,-0.2139440176534531,0.5547002338768809,-0.1639193411664539,0.4882857890090085,-10.20170308068876,mean_abs_delta_prev,0,2.0433041588295424,-1.835436204446156,0.6943342227566772
116,332,115,213,20,D://NMC_degradation_3_160623_Halfthedata\13_c2_x6_100723chopped\13_c2_x6_100723_cycle1.hdf5,892.0,0.9352112676056338,True,0.9426229508196722,True,0.8729508196721312,True,1.1111111111111112,False,-0.2,0.2,-0.0901408450704224,1.0664788732394366,0.0788128541481173,-0.2622950819672129,0.2622950819672129,-0.1147540983606557,1.137704918032787,0.1100316340626214,-0.2336065573770491,0.2336065573770491,-0.1004098360655738,1.0368852459016396,0.0933670963106105,-0.1111111111111111,0.1111111111111111,-0.0277777777777776,1.1777777777777778,0.0724355822800291,0.965474037302137,0.1019946247789276,0.8729508196721312,1.1111111111111112,0.23816029143898,0.1056420171213876,-0.2017531876138433,0.2017531876138433,0.2622950819672129,0.0655718888871915,3,1,1,1,2.0,0.0112359550561797,0,0,,0,0,,0,0,,0.8378259030969119,0.824414588297882,0.824414588297882,98.39927188340005,2.987808,4.401795,70712.0,70712.0,11946.889967679976,2.987808,4.401795,1.413987,3.903938643271297,0.2428815730654935,0.0070410067032469,0.500889,0.5070285100124449,0.4929714899875551,0.0134961839274398,1.6622404913947937,0.8378683376611168,0.824372153733677,-3.0194602324549303e-05,-0.0001258568227068,3.533327,-0.500889,3.60282,-0.500889,3.735436,-0.500889,3.887934,0.500889,4.091586,0.500889,4.2398187,0.500889,4.30798,0.500889,0.0,0.009604703537663,0.0089095048860856,1.4993666984605794,0.06704818147967,0.5821405892253041,0.350811229295026,3.825,0.1027543831155443,2.807242398263396,1.0603822372204124,0.6767149528885252,0.0018072665056759,0.5564673006626724,0.4417254328316518,3.825,0.1557065707668308,2.38304767155298,0.5270854174869207,0.8226517455720713,0.1207154871660245,0.6032594871716834,0.276025025662292,3.675,0.1077583739578366,2.858865485718771,0.620779755953724,galvanostatic_10,2.0,2.1141956086485054,-1.2460533610577464,-11.028105665725104,5.945611025740416,-0.9665277948918604,2.807372453635916,4.619016989610031,-3.270468689170432,-2.1141956086485054,mean_abs_delta_prev,0,13.563520693660344,3.647132959927527,0.6939075621668416
44,375,125,244,20,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle9.hdf5,925.0,1.056338028169014,False,1.024590163934426,False,1.0,False,1.1111111111111112,False,0.064788732394366,0.064788732394366,0.0478873239436621,1.0259154929577463,0.0540155076294885,0.0901639344262291,0.0901639344262291,0.0368852459016392,1.0081967213114755,0.0665904787265243,0.0901639344262296,0.0901639344262296,0.0491803278688525,0.9672131147540984,0.0634253587727135,0.1111111111111111,0.1111111111111111,1.6964935913372016e-16,1.022222222222222,0.0842541716005726,1.048009825803638,0.0479741426807458,1.0,1.1111111111111112,0.1111111111111111,0.0457764245139191,0.0890569280894839,0.0890569280894839,0.1111111111111111,0.018954183681597,0,0,0,0,2.0,0.4382022471910112,0,0,,0,0,,1,0,16.0,0.651025978143305,0.6335059760529974,0.6335059760529974,97.30886282905732,2.999969,4.202003,68598.0,68598.0,9232.215191602709,2.999969,4.202003,1.2020340000000005,3.745250221595382,0.1981316714838135,-0.1738266936936937,0.500889,0.3264818216274527,0.6735181783725473,0.0175533990040684,1.2845319541963025,0.6510426766001854,0.6334892775961171,-4.879731799467415e-05,-0.0001541814652812,3.492017,-0.500889,3.566143,-0.500889,3.61556,-0.500889,3.694512,-0.500889,3.880212,0.500889,4.035992,0.500889,4.103072499999988,0.500889,0.0,0.0064268528032465,0.0431505750980363,1.2844985572825396,0.0639018132468266,0.6737350866022025,0.2623631001509708,3.825,0.1260707285042807,2.7004079205913043,1.0686041803164796,0.6510259781433064,0.0027847364802932,0.6066806966713971,0.3905345668483096,3.825,0.1802453099238752,2.27440136761891,0.5900218490993745,0.6334725791392403,0.1267124320383399,0.7426475403232662,0.1306400276383938,3.675,0.1451401004258692,2.6736976327114266,0.5601010251479361,galvanostatic_19,2.0,-6.525154720159276,-5.934688239042373,3.489634285814893,-0.852992062343965,2.3852182625319016,-1.7036350461787566,1.2518983233628678,-0.5925350510547777,6.525154720159276,mean_abs_delta_prev,1,7.805796952936225,1.0277082272888922,0.6286054582853854
131,362,130,234,21,D://NMC_degradation_3_160623_Halfthedata\15_c2_x5_HighCOV_120723chopped\15_c2_x5_HighCOV_120723_cycle0.hdf5,1181.0,1.019718309859155,False,1.0655737704918034,False,0.9590163934426228,False,1.1666666666666667,False,-0.0704225352112677,0.0704225352112677,-0.0464788732394367,1.0952112676056338,0.0451759328376997,-0.0901639344262295,0.0901639344262295,-0.0655737704918033,1.162295081967213,0.0572011354831725,-0.0942622950819673,0.0942622950819673,-0.0614754098360654,1.0549180327868857,0.0557889109048702,-0.1666666666666665,0.1666666666666665,-0.1111111111111109,1.3222222222222222,0.0912870929175275,1.052743785115062,0.0875947818677682,0.9590163934426228,1.1666666666666667,0.2076502732240439,0.0832061733408327,-0.1053788578465327,0.1053788578465327,0.1666666666666665,0.0421632219852729,0,0,0,0,1.0,0.6629213483146067,0,0,,0,0,,0,0,,0.8832398305184858,0.8692177312572485,0.8692177312572485,98.41242448803447,2.959046,4.600622,63938.0,63938.0,12595.300001382828,2.959046,4.600622,1.6415760000000006,3.92782750100097,0.2588699783481548,0.0212300852388251,0.5008889999999999,0.5211924051424818,0.4788075948575182,0.0141834967735008,1.7524575617757343,0.8833205292746176,0.8691370325011167,-2.7543474819077784e-05,-0.000119248665374,3.530045,-0.500889,3.6086303000000006,-0.500889,3.757442,-0.500889,3.909747,0.500889,4.11089,0.500889,4.284043,0.500889,4.356818,0.500889,0.0,0.0064255264402813,0.0067410106823904,1.5305289504259514,0.0738765009602074,0.5632326526454954,0.3628908463942972,3.825,0.0979659561208698,2.8230075738363936,0.9323533911472578,0.6688454294333565,0.0018722129981706,0.5476270664282761,0.4505007205735533,3.825,0.1536714162543379,2.385209460078344,0.4435326283580038,0.8616835209926114,0.1297667875094187,0.5753458296538965,0.2948873828366848,3.625,0.1022733383190712,2.8833543719795003,0.556659642982034,galvanostatic_10,2.0,6.784218386522095,-0.8156925367385369,-6.642720001728867,1.6119537223360296,-2.159620298048032,1.0631184238678415,0.2999503260327045,-2.2570244007145046,-6.784218386522095,mean_abs_delta_prev,0,4.992798913749088,2.185111449569849,0.6026405442281145
149,436,167,296,20,D://NMC_degradation_3_160623_Halfthedata\17_c2_x10_HighHighCOV_150723chopped\17_c2_x10_HighHighCOV_150723_cycle3.hdf5,1238.0,1.228169014084507,False,1.3688524590163935,False,1.213114754098361,False,1.1111111111111112,False,0.0084507042253521,0.0084507042253521,-0.004225352112676,1.2230985915492958,0.0092143252021329,0.0081967213114755,0.0081967213114755,0.0040983606557378,1.3508196721311474,0.0195694039119856,0.0122950819672131,0.0122950819672131,0.002049180327869,1.2049180327868854,0.006480077172471,0.0,0.0,0.0277777777777777,1.088888888888889,0.0304290309725096,1.2303118345775932,0.1059915851243236,1.1111111111111112,1.3688524590163935,0.2577413479052823,0.0861501792841926,0.0072356268760102,0.0072356268760102,0.0122950819672131,0.0051753421010115,0,0,0,0,1.0,0.8651685393258427,0,0,,1,0,7.0,1,0,7.0,0.8617492170735236,0.8448736903676513,0.8448736903676513,98.04171255725868,2.999969,4.604096999999999,65446.0,65446.0,12265.876205682756,2.999969,4.604096999999999,1.604127999999999,3.923581845704856,0.2686297967379483,0.0174805255630596,0.5008889999999999,0.5174495003514348,0.4825504996485652,0.0170223198625222,1.706622907441175,0.8618226136518486,0.8448002937893264,-3.293967347859316e-05,-0.0001223730401143,3.506109,-0.500889,3.589693,-0.500889,3.751071,-0.500889,3.908203,0.500889,4.109346,0.500889,4.293502,0.500889,4.368786,0.500889,0.0,0.0060313186624255,0.0069676827870731,1.492554570835675,0.0862355200967531,0.5546731259983583,0.3590913539048885,3.875,0.0993820429831189,2.842784402037204,0.9304460559479516,0.6501007357189712,0.0019578723756794,0.5413657574899733,0.4566763701343473,3.875,0.1517732447426031,2.3717272079819107,0.4340472208383635,0.842453835116694,0.15127049115905,0.5649420923169559,0.283787416523994,3.625,0.1007866071823129,2.9062248845514502,0.5598042107003846,galvanostatic_6,2.0,10.07867536052793,0.1968575520545104,2.200614742444001,-2.289988614441199,-2.064923826759548,0.8251981961381167,-1.0409787368016454,-0.4764529459180064,-10.07867536052793,mean_abs_delta_prev,0,0.8353190726025335,0.041112065974632,0.5580241541936951
60,363,128,240,17,D://NMC_degradation_3_160623_Halfthedata\7_c2_x10_290623chopped\7_c2_x10_290623_cycle5.hdf5,920.0,1.0225352112676056,False,1.0491803278688523,False,0.9836065573770492,False,0.9444444444444444,True,-0.028169014084507,0.028169014084507,-0.0112676056338026,1.044507042253521,0.0211173688044972,-0.016393442622951,0.016393442622951,0.0081967213114754,1.0524590163934426,0.0213744341154191,-0.0245901639344261,0.0245901639344261,-0.0061475409836065,0.9983606557377052,0.0210178383687835,-0.2222222222222223,0.2222222222222223,-0.0833333333333332,1.0666666666666669,0.0824022054121737,0.999941635239488,0.0457591210743852,0.9444444444444444,1.0491803278688523,0.1047358834244078,0.045761791950413,-0.0728437107160266,0.0728437107160266,0.2222222222222223,0.0997075820649382,1,1,0,0,2.0,0.3707865168539326,0,0,,0,0,,0,0,,0.6475185538916496,0.6398820700465511,0.6398820700465511,98.8206540493392,2.962327,4.20181,56443.0,56443.0,9252.832955360413,2.962327,4.20181,1.239483,3.829972590648973,0.1920841837861112,0.0216442830997643,0.500889,0.5216058678666974,0.4783941321333026,0.0076949232941384,1.2874006239382003,0.6475477736161694,0.639852850322031,-3.612517341572915e-05,-0.0001626222749238,3.525799,-0.500889,3.596643,-0.500889,3.712078,-0.500889,3.834463,0.500889,3.961094,0.500889,4.081935,0.500889,4.13251,0.500889,0.0,0.0064345629300335,0.0106658162361362,1.2873352297276686,0.066177799345196,0.6756734529597476,0.2581487476950562,3.825,0.1244179443918511,2.707830275636725,1.038606604308142,0.6475185538916434,0.0020477645127948,0.6036461741271699,0.3943060613600351,3.825,0.1777213336450506,2.270805019230325,0.5865353051450972,0.6398166758360093,0.1310798079735888,0.7485677697099123,0.1203524223164986,3.675,0.1462606183223675,2.6619813580376084,0.5489392363234293,galvanostatic_10,2.0,-4.816019715064928,0.663737499131033,-1.3708875064717725,-0.8756370437944915,-1.4413357659431592,0.1633888914160784,0.1275894848370371,-2.5928628291638787,4.816019715064928,mean_abs_delta_prev,1,3.3674690546455954,1.268609645041361,0.5574415121454962
86,323,112,206,17,D://NMC_degradation_3_160623_Halfthedata\10_c2_x10_030723chopped\10_c2_x10_030723_cycle1.hdf5,899.0,0.9098591549295776,True,0.918032786885246,True,0.8442622950819673,True,0.9444444444444444,False,-0.1380281690140843,0.1380281690140843,-0.0591549295774647,0.9983098591549296,0.0598417538916399,-0.1557377049180328,0.1557377049180328,-0.065573770491803,1.040983606557377,0.0721590854986023,-0.1680327868852459,0.1680327868852459,-0.0860655737704917,0.9934426229508198,0.0856057191789241,-0.1111111111111111,0.1111111111111111,-0.1388888888888889,1.1111111111111112,0.1111111111111109,0.9041496703353088,0.0425656578112455,0.8442622950819673,0.9444444444444444,0.1001821493624771,0.0470781101932601,-0.1432274429821185,0.1432274429821185,0.1680327868852459,0.0247002224180334,3,1,1,1,2.0,0.0786516853932584,0,0,,0,0,,0,0,,0.6320318013760877,0.623164453387729,0.623164453387729,98.59700920601584,2.999776,4.200073,90230.0,90230.0,9021.373033046722,2.999776,4.200073,1.2002969999999995,3.821635612224316,0.1951352001063813,0.0034861829990025,0.500889,0.5034799955668846,0.4965200044331154,0.0089188324105128,1.255196254763817,0.6320575435871648,0.623138711176652,-4.057965189988046e-05,-0.0001665517044586,3.514023,-0.500889,3.581779,-0.500889,3.692389,-0.500889,3.830409,0.500889,3.95511,0.500889,4.079810999999999,0.500889,4.132703,0.500889,0.0,0.0096450651383918,0.0282060091544847,1.2551405952423127,0.0718560471925163,0.670932574952093,0.2572113778553906,3.825,0.1203909000356851,2.7230919476877897,1.0456916873426436,0.632031801376095,0.0011315221755242,0.5935204267368522,0.4053480510876235,3.825,0.1707569580453019,2.2818799306263458,0.5847771309761727,0.623108793866207,0.1435933575755197,0.7494532762590096,0.1069533661654707,3.675,0.1416731842326885,2.652162126291453,0.5559668957357797,galvanostatic_2,2.0,-6.813171681880113,-1.1495673212394624,-5.612760464862473,3.651287796694237,-2.520972673268042,0.5299898946872965,3.8865447140653377,-2.026871197652093,6.813171681880113,mean_abs_delta_prev,1,8.521464254560303,2.389285221900084,0.4698297212807824
104,390,143,258,22,D://NMC_degradation_3_160623_Halfthedata\11_c2_x10_050723chopped\11_c2_x10_050723_cycle9.hdf5,899.0,1.0985915492957747,False,1.1721311475409837,False,1.0573770491803278,False,1.2222222222222223,False,-0.0056338028169011,0.0056338028169011,-0.0028169014084503,1.0980281690140845,0.0126603972136576,0.0327868852459016,0.0327868852459016,0.004098360655738,1.1459016393442625,0.0255285434465519,-0.0081967213114755,0.0081967213114755,-0.0061475409836065,1.0581967213114756,0.0127642717232743,0.1666666666666667,0.1666666666666667,0.0555555555555558,1.1222222222222222,0.060858061945018,1.1375804920598271,0.0737353379473843,1.0573770491803278,1.2222222222222223,0.1648451730418945,0.0648176884730777,0.0464057569460479,0.0533210190102362,0.1666666666666667,0.0823361129464682,0,0,0,0,2.0,0.0786516853932584,0,0,,0,0,,1,1,12.0,0.6345428770747796,0.6262963091730681,0.6262963091730681,98.70039232971492,2.963871,4.200073,53824.0,53824.0,9061.930029392242,2.963871,4.200073,1.2362019999999996,3.821173889603152,0.1947545223155788,0.0108322457639714,0.500889,0.510813020214031,0.4891869797859691,0.0084010131404121,1.2608391862478474,0.6346200996941299,0.6262190865537177,-3.912890967827283e-05,-0.0001657779332032,3.515568,-0.500889,3.582358,-0.500889,3.69417425,-0.500889,3.828286,0.500889,3.953759,0.500889,4.078653,0.500889,4.132317,0.500889,0.0,0.006473669782724,0.0110547535440239,1.2606805585454486,0.0742915215517569,0.671546320082522,0.2541621583657211,3.825,0.1195237958788261,2.7282374823735616,1.0198014228624843,0.6345428770747774,0.0020984008898431,0.5981800774912162,0.3997215216189407,3.825,0.1692123801914792,2.294547951935029,0.5737780592644903,0.6261376814706856,0.1474537538298361,0.7458974221351868,0.106648824034977,3.675,0.1410718247521731,2.6545784042062657,0.5415080896757165,galvanostatic_18,2.0,-2.958406183783669,-0.0823005562039604,2.031075480633835,-1.94227935757503,0.654143181344517,3.610838308664968,-1.3846067193212996,-0.8414527866619964,2.958406183783669,mean_abs_delta_prev,1,1.4822759143483983,-0.6596706124988634,0.3719069574735253
138,419,153,282,19,D://NMC_degradation_3_160623_Halfthedata\16_c2_x10_HighHighCOV_130723chopped\16_c2_x10_HighHighCOV_130723_cycle2.hdf5,1257.0,1.180281690140845,False,1.2540983606557377,False,1.1557377049180328,False,1.0555555555555556,False,-0.0056338028169014,0.0056338028169014,0.0028169014084509,1.1464788732394366,0.0468402511220157,-0.0409836065573772,0.0409836065573772,0.0245901639344262,1.2081967213114757,0.0701765730918154,0.0081967213114757,0.0081967213114757,0.0102459016393443,1.1131147540983608,0.0464219630807993,-0.1111111111111111,0.1111111111111111,-0.0277777777777778,1.1444444444444444,0.0633430791721743,1.1614183278175427,0.082025628012528,1.0555555555555556,1.2540983606557377,0.198542805100182,0.0706253948709978,-0.0373829497934785,0.0414813104492163,0.1111111111111111,0.0533364204904002,0,0,0,0,1.0,1.0,0,0,,0,0,,0,0,,0.8743894001747483,0.8607193130087532,0.8607193130087532,98.43661334832476,2.978542,4.606413,89373.0,89373.0,12470.609990358353,2.978542,4.606413,1.6278709999999998,3.923026727546352,0.2662157704340633,0.0099367392501091,0.500889,0.5099191030848242,0.4900808969151757,0.0137827910973973,1.735108713183502,0.8744457521404494,0.8606629610430522,-3.088388344807053e-05,-0.0001197518262524,3.514217,-0.500889,3.595099,-0.500889,3.746053,-0.500889,3.90357,0.500889,4.11089,0.500889,4.290028,0.500889,4.365697,0.500889,0.0,0.006437882810766,0.0079219442330931,1.5168936429058768,0.0784920537298052,0.5596009983670607,0.361906947903134,3.825,0.0970542746596947,2.83092405407646,0.9318266882977072,0.6617842857258219,0.0013855038843594,0.5481447064779714,0.4504697896376691,3.825,0.1501579984685311,2.372108973430535,0.4465092348411116,0.855109357180053,0.1381661791335184,0.5684672256878566,0.2933665951786249,3.625,0.1008988124348303,2.8940958184063006,0.5579788981620066,galvanostatic_4,2.0,8.647153340793855,-0.6334526744083835,-1.059104912155181,-1.412071788870529,-0.7991567562918372,-0.2143712349669521,0.9619679004904872,-0.5126837580568354,-8.647153340793855,mean_abs_delta_prev,0,1.9863845249585004,0.8592625063601584,0.35056242789907555
108,386,146,262,23,D://NMC_degradation_3_160623_Halfthedata\12_c2_x10_070723chopped\12_c2_x10_070723_cycle3.hdf5,902.0,1.087323943661972,False,1.1967213114754098,False,1.0737704918032789,False,1.2777777777777777,False,-0.0309859154929577,0.0309859154929577,-0.0056338028169013,1.1025352112676057,0.011196961641887,-0.016393442622951,0.016393442622951,0.0122950819672132,1.1770491803278689,0.028747012978278,-0.0163934426229506,0.0163934426229506,0.0081967213114757,1.071311475409836,0.0121577024378591,0.0,0.0,0.0277777777777778,1.1888888888888889,0.1009216784699162,1.1588983811796096,0.0964927331414832,1.0737704918032789,1.2777777777777777,0.2040072859744988,0.0832624626183928,-0.0159432001847148,0.0159432001847148,0.0309859154929577,0.012660626004548,0,0,0,0,2.0,0.1629213483146067,0,0,,1,1,8.0,1,1,8.0,0.6328849435231105,0.623962989806186,0.623962989806186,98.59027240129016,2.977191,4.201038,62042.0,62042.0,9033.24401211739,2.977191,4.201038,1.2238469999999997,3.817930742964444,0.1969645459297325,0.0051023798072273,0.500889,0.5050933238773734,0.4949066761226266,0.0090096051944493,1.2568479333292963,0.6329287692618729,0.6239191640674235,-4.052308288482686e-05,-0.0001659447366324,3.503793,-0.500889,3.5762968000000006,-0.500889,3.688335,-0.500889,3.827128,0.500889,3.951443,0.500889,4.079232,0.500889,4.131738,0.500889,0.0,0.0064336973820121,0.0114440450669718,1.2567199358490115,0.0761553738119097,0.6692891323498751,0.2545554938382153,3.825,0.1174891526426027,2.733887846106501,1.026860331274262,0.6328849435231133,0.0018093198031265,0.5971081607580326,0.4010825194388408,3.825,0.1666833963415385,2.298692380241989,0.5738818545313294,0.6238349923259054,0.1515799632808077,0.7425172306311449,0.1059028060880474,3.675,0.1405197648586948,2.661925289461847,0.5458962875585907,galvanostatic_6,2.0,-2.2576549596201296,-0.3517473474856625,2.709637395044453,-1.6919171004635447,-1.2259446257032136,3.416852608899494,-1.7001513858819848,0.4005119377169567,2.2576549596201296,mean_abs_delta_prev,1,1.4536063845591392,-0.1068989687470423,0.34558804668834586
141,403,146,270,19,D://NMC_degradation_3_160623_Halfthedata\16_c2_x10_HighHighCOV_130723chopped\16_c2_x10_HighHighCOV_130723_cycle5.hdf5,1251.0,1.1352112676056338,False,1.1967213114754098,False,1.1065573770491803,False,1.0555555555555556,False,0.0,0.0,-0.0169014084507042,1.1611267605633804,0.0244275869168194,-0.016393442622951,0.016393442622951,-0.0122950819672128,1.2360655737704918,0.0390528827854789,0.0,0.0,-0.0122950819672128,1.1295081967213114,0.0227449785664104,-0.0555555555555555,0.0555555555555555,-0.0277777777777776,1.1,0.0464811125852266,1.123511377921445,0.0588841057462289,1.0555555555555556,1.1967213114754098,0.1411657559198542,0.0524107783004099,-0.0179872495446266,0.0179872495446266,0.0555555555555555,0.0262106856669547,0,0,0,0,1.0,0.9550561797752808,0,0,,0,0,,1,0,15.0,0.8730159168463398,0.8573090855082833,0.8573090855082833,98.2008539552411,2.977384,4.607572,62312.0,62312.0,12436.228402853012,2.977384,4.607572,1.6301880000000004,3.92939800613044,0.2680214493733353,0.0217840735331878,0.5008889999999999,0.5217454101938631,0.4782545898061369,0.0158167475463875,1.7303250023546233,0.8730708749505052,0.8572541274041178,-3.125596188209225e-05,-0.0001205676039804,3.510935,-0.500889,3.594712,-0.500889,3.753774,-0.500889,3.9125455,0.500889,4.119577,0.500889,4.293116,0.500889,4.368207,0.500889,0.0,0.0064224422080975,0.007061353533084,1.513501284041189,0.0799678692846648,0.5582866258009485,0.3617455049143867,3.875,0.097953011831809,2.8333695266062286,0.928421313395258,0.6613986613936819,0.0018848716184292,0.5469367138158905,0.4511784145656801,3.825,0.150531649685654,2.3765233925644003,0.438706735424733,0.8521026226475126,0.1405755810337428,0.5670963822719752,0.2923280366942818,3.625,0.1010033945101789,2.895941445003269,0.5555971119259767,galvanostatic_10,2.0,8.363216158873993,-0.0166340074671074,-1.1972354760043935,-1.8126813622388265,-2.5411059250629977,-1.266677664140121,-0.860319308938845,-0.9729752503771676,-8.363216158873993,mean_abs_delta_prev,0,0.4590175467172961,0.2574285986328526,0.3267015695226809
