source_stem,n_q70_roi,n_cycles,future8_positive_fraction,h5_dt_median_s,h5_dt_min_s,h5_dt_max_s,h5_dt_max_to_median_ratio,roi_elapsed_to_h5_median_ratio,roi_elapsed_to_h5_max_abs_error,strict_timebase_fraction,roi_h5_elapsed_aligned_fraction,median_D_um2_per_s,median_abs_D_um2_per_s,positive_D_fraction,source_strict_timebase
5_c2_x10_260623,6,2,0.0,10.03889363631606,8.907752603292465,138.3688085116446,13.783272691633115,1.0016864879291436,0.001739634077951191,0.0,1.0,3.1201571332239166e-06,3.1201571332239166e-06,0.6666666666666666,False
17_c2_x10_HighHighCOV_150723,30,10,0.8,10.038893964141607,8.719225376844406,138.109590575099,13.75745087739935,1.001504784429804,0.01203835628619676,0.0,1.0,-9.517466588456694e-07,2.673006970522589e-06,0.36666666666666664,False
15_c2_x5_HighCOV_120723,3,1,0.0,10.03889363631606,8.766356565058231,138.06245963275433,13.752756492339794,1.0092960944415108,0.009296094441510805,0.0,1.0,8.514984363405182e-07,8.514984363405182e-07,1.0,False
16_c2_x10_HighHighCOV_130723,9,3,0.0,10.038894532248378,8.719227008521557,137.8975005298853,13.736323266163534,1.001550737820729,0.0019905985938655224,0.0,1.0,7.1097563428573264e-06,7.1097563428573264e-06,0.7777777777777778,False
14_c2_x10_HighCOV_110723,3,1,0.0,10.062458008527756,8.412876304239035,11.924132607877254,1.1850119123748653,1.0006343138431424,0.0006343138431423867,1.0,1.0,-1.656164057041424e-07,6.216673600956652e-07,0.3333333333333333,True
18_c2_xN_HighHighCOV_170723,3,1,0.0,10.062458090484142,8.67209492623806,11.6413444429636,1.156908614006808,1.001029019528617,0.0010290195286168924,1.0,1.0,2.5082208824233684e-06,3.5205785991528604e-06,0.6666666666666666,True
12_c2_x10_070723,6,2,1.0,10.06245882064104,8.813488401472569,11.499952841550112,1.1428571332843969,0.9997847825128698,0.0006276022991658081,1.0,1.0,-1.9605086241040315e-07,2.1833096112650715e-06,0.3333333333333333,True
9_c2_x10_010723,9,3,0.6666666666666666,10.038895670324564,8.624965902417898,11.405692629516125,1.1361501308587034,1.0019366073960003,0.002742392551954076,1.0,1.0,3.796786012209962e-07,1.2809983223986132e-06,0.6666666666666666,True
11_c2_x10_050723,3,1,0.0,10.038897380232813,8.766361452639103,11.287868365645409,1.1244131639269364,1.0023161799909528,0.0023161799909527936,1.0,1.0,-1.6809271553167492e-06,1.6809271553167492e-06,0.3333333333333333,True
