n_permutation,empirical_p_ge_observed,null_auc_mean,null_auc_p95,task,target,feature_set,observed_roc_auc
200,0.004975124378109453,0.5005516975308641,0.6065972222222222,classification,future_any_drop_within_8cycles,residual_dictionary,0.6628086419753088
200,0.004975124378109453,0.49717592592592597,0.5974922839506172,classification,future_any_drop_within_8cycles,handcrafted_scalar,0.8248456790123456
200,0.1691542288557214,0.49672839506172833,0.6112268518518519,classification,future_any_drop_within_8cycles,pca_video,0.566358024691358
200,0.004975124378109453,0.495625,0.5927083333333333,classification,future_any_drop_within_8cycles,residual_dictionary_plus_handcrafted,0.7708333333333334
200,0.6218905472636815,0.5044269005847953,0.6655555555555557,classification,future_any_drop_within_16cycles,residual_dictionary,0.4725146198830409
200,0.03980099502487562,0.5062748538011695,0.643391812865497,classification,future_any_drop_within_16cycles,handcrafted_scalar,0.6619883040935673
200,0.47761194029850745,0.5035672514619882,0.6608187134502923,classification,future_any_drop_within_16cycles,pca_video,0.5064327485380117
200,0.39303482587064675,0.506561403508772,0.6608771929824562,classification,future_any_drop_within_16cycles,residual_dictionary_plus_handcrafted,0.527485380116959
