roi_id,cycleNo,cohort_role,event_reference_cycle,qc_priority_score,qc_reason,manual_qc_status,manual_qc_decision,manual_qc_notes,rollout_mobility_difficulty_score,threshold_robust_phase_score,threshold_robust_diffusion_score,phase_slope_median_per_s,diffusion_proxy_median_um2_per_s,phase_slope_positive_fraction_protocol_residual,roi_norm_mean_delta_protocol_residual,high_fraction_delta_protocol_residual,first_last_corr,latent_net_displacement,n_frames_percentile,roi_preview_path,front_crop_preview_path,front_tracking_plot_path,rollout_preview_path
cycle60_rank6_obj26,60.0,event,60.0,4.552884615384615,event_roi;hard_rollout;conditioned_front_direction;,pending,,,2.615384615384616,0.625,0.0480769230769231,1.2396569815839683e-06,-1.8443187539815653e-06,0.1594674278574455,0.0024656910257634,0.0104365866032177,0.8344286417451272,2.149290084838867,0.3707865168539326,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank6_obj26.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle60_rank6_obj26_dmd_rollout.png
cycle60_rank1_obj1,60.0,event,60.0,4.427884615384615,event_roi;conditioned_front_direction;,pending,,,1.8846153846153848,0.451923076923077,0.7884615384615384,6.966665141967669e-07,-3.083948958163193e-06,0.1594674278574455,0.0028464082436855,0.0137319730621751,0.884558694761182,3.890202283859253,0.3707865168539326,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank1_obj1.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle60_rank1_obj1_dmd_rollout.png
cycle62_rank2_obj2,62.0,control,60.0,4.423076923076923,conditioned_front_direction;conditioned_optical_shift;,pending,,,1.326923076923077,-0.4038461538461538,0.6923076923076923,4.436700328915792e-07,-3.462629960463573e-06,-0.3596435064490023,-0.0063139082257633,-0.0226670146212567,0.8894790053959069,3.336265087127685,0.3370786516853932,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle62_rank2_obj2.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle62_rank2_obj2_dmd_rollout.png
cycle158_rank2_obj1,158.0,control,156.0,4.283653846153847,conditioned_front_direction;conditioned_optical_shift;,pending,,,1.6346153846153846,0.6057692307692308,0.2403846153846154,8.828026430016701e-07,3.3202011670318365e-08,0.1158999767148418,0.0048449663997561,0.0304232781049567,0.9618005353006592,1.984431266784668,0.7696629213483146,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle158_rank2_obj1.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle158_rank2_obj1_dmd_rollout.png
cycle62_rank1_obj4,62.0,control,60.0,4.149038461538462,,pending,,,1.8269230769230769,0.5865384615384616,0.5769230769230769,1.5932327634192358e-06,2.18166299218825e-06,-0.0739292207347166,-0.003622490293253,-0.0190720475751212,0.9197271010614656,2.969611883163452,0.3370786516853932,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle62_rank1_obj4.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle62_rank1_obj4_dmd_rollout.png
cycle62_rank4_obj1,62.0,control,60.0,4.091346153846154,hard_rollout;conditioned_optical_shift;,pending,,,2.1346153846153846,0.2596153846153847,0.0865384615384615,6.997405416147907e-07,-6.537967484022862e-07,-0.0739292207347166,-0.0051184774701482,-0.026711352548159,0.8175055906243376,3.134448528289795,0.3370786516853932,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle62_rank4_obj1.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle62_rank4_obj1_dmd_rollout.png
cycle156_rank8_obj10,156.0,event,156.0,4.009615384615384,event_roi;hard_rollout;diffusion_proxy;,pending,,,2.519230769230769,0.4134615384615384,1.0,2.061299875560459e-06,-2.049368662829508e-06,0.0296361115027952,0.002845625288206,-0.0023380930768551,0.902474052423648,4.554489612579346,0.9101123595505618,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle156_rank8_obj10.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle156_rank8_obj10_dmd_rollout.png
cycle157_rank6_obj3,157.0,control,156.0,3.8990384615384612,phase_front;,pending,,,1.2884615384615383,0.7596153846153847,-0.1634615384615385,-1.1695060941056213e-06,-1.4002260781262924e-08,-0.0888448999578106,-0.0014293925419613,-0.0122969885695346,0.942660407108382,2.68511962890625,0.7696629213483146,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle157_rank6_obj3.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle157_rank6_obj3_dmd_rollout.png
cycle157_rank4_obj8,157.0,control,156.0,3.884615384615385,conditioned_optical_shift;,pending,,,1.6730769230769231,0.5096153846153847,0.8653846153846154,-8.290821590338369e-07,1.2026280201615871e-06,-0.0888448999578106,-0.0052159713164135,-0.0001639747888276,0.8972502479229767,2.8492655754089355,0.7696629213483146,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle157_rank4_obj8.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle157_rank4_obj8_dmd_rollout.png
cycle157_rank1_obj1,157.0,control,156.0,3.831730769230769,phase_front;,pending,,,0.9423076923076924,0.701923076923077,0.0865384615384615,-7.900122770612939e-07,1.1382129826953457e-06,-0.0888448999578106,0.0036228610619739,0.0115196681111124,0.9304208044339694,2.2648887634277344,0.7696629213483146,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle157_rank1_obj1.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle157_rank1_obj1_dmd_rollout.png
cycle60_rank5_obj18,60.0,event,60.0,3.817307692307693,event_roi;conditioned_front_direction;,pending,,,1.7884615384615383,-0.2884615384615384,0.6923076923076923,-2.105334965264085e-07,-3.7616948823796086e-06,-0.5548182864282688,0.0029915083008106,0.0042951845660697,0.8976056754686801,1.6123532056808472,0.3707865168539326,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank5_obj18.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle60_rank5_obj18_dmd_rollout.png
cycle86_rank4_obj9,86.0,event,86.0,3.668269230769231,event_roi;hard_rollout;,pending,,,2.3269230769230766,0.5865384615384616,-0.6346153846153846,5.385509073626023e-06,4.202646411692796e-07,0.0650642115750638,0.0015589164227188,0.0097895083113564,0.9761626362204234,1.5880976915359497,0.0786516853932584,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle86_rank4_obj9.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/crop_previews/cycle86_front4_obj9_crop_preview.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/plots/cycle86_front4_obj9_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle86_rank4_obj9_dmd_rollout.png
cycle86_rank3_obj5,86.0,event,86.0,3.5528846153846154,event_roi;,pending,,,1.5192307692307692,0.6634615384615385,0.5769230769230769,3.687204623056872e-06,1.0218222298568356e-06,0.0650642115750638,0.0028338597744643,0.0145827977062036,0.9832854610654862,1.0630582571029663,0.0786516853932584,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle86_rank3_obj5.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/crop_previews/cycle86_front3_obj5_crop_preview.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/plots/cycle86_front3_obj5_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle86_rank3_obj5_dmd_rollout.png
cycle58_rank3_obj9,58.0,control,60.0,3.3701923076923075,diffusion_proxy;,pending,,,2.0961538461538463,0.5480769230769231,1.3076923076923077,3.643750798104462e-06,-3.0287723826118747e-06,0.0849698428160106,9.18671543551329e-05,0.0010980107806425,0.9791821792309802,1.8161002397537231,0.3539325842696629,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle58_rank3_obj9.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle58_rank3_obj9_dmd_rollout.png
cycle86_rank8_obj17,86.0,event,86.0,3.3221153846153846,event_roi;,pending,,,1.8269230769230769,0.6057692307692308,0.2403846153846153,2.5173819686638037e-06,-1.2085253381264768e-06,0.0650642115750638,0.0026273296803176,0.0043970577421533,0.9595343557809408,0.9409472942352296,0.0786516853932584,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle86_rank8_obj17.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/crop_previews/cycle86_front8_obj17_crop_preview.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/plots/cycle86_front8_obj17_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle86_rank8_obj17_dmd_rollout.png
cycle158_rank6_obj3,158.0,control,156.0,3.293269230769231,conditioned_front_direction;,pending,,,1.6153846153846154,0.4903846153846154,0.923076923076923,3.1667577977881e-07,-1.3885535501791292e-06,0.1158999767148418,0.0010730876208216,-0.0029799573653847,0.9775182009068324,1.414961338043213,0.7696629213483146,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle158_rank6_obj3.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle158_rank6_obj3_dmd_rollout.png
cycle58_rank6_obj29,58.0,control,60.0,3.2451923076923075,,pending,,,1.8461538461538465,0.6057692307692308,-0.5961538461538463,1.9836635442909093e-06,3.22953107952456e-08,0.0849698428160106,0.0003734916503381,0.0016971719549984,0.9707466068408068,0.960981011390686,0.3539325842696629,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle58_rank6_obj29.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle58_rank6_obj29_dmd_rollout.png
cycle58_rank4_obj2,58.0,control,60.0,3.235576923076923,phase_front;diffusion_proxy;,pending,,,1.3269230769230769,0.7403846153846154,0.9807692307692308,1.4356315587278615e-06,2.864937236969792e-06,0.0849698428160106,0.0002146974260759,0.0018469622485874,0.9775682648340418,0.7766522765159607,0.3539325842696629,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle58_rank4_obj2.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle58_rank4_obj2_dmd_rollout.png
cycle158_rank4_obj8,158.0,control,156.0,3.173076923076923,conditioned_front_direction;,pending,,,1.3653846153846154,0.5288461538461539,0.6346153846153846,1.6216343799173324e-07,-2.256372448977836e-06,0.1158999767148418,0.0013666702986628,0.0018133320294624,0.9579235778561224,1.2180750370025637,0.7696629213483146,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle158_rank4_obj8.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle158_rank4_obj8_dmd_rollout.png
cycle86_rank5_obj8,86.0,event,86.0,3.0769230769230766,event_roi;,pending,,,1.5961538461538465,0.3942307692307694,-0.375,2.7063069795207498e-06,-6.469866669313556e-07,0.0650642115750638,0.0025539414614379,0.0159309103485044,0.976481740106244,1.483196496963501,0.0786516853932584,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle86_rank5_obj8.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/crop_previews/cycle86_front5_obj8_crop_preview.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/plots/cycle86_front5_obj8_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle86_rank5_obj8_dmd_rollout.png
