roi_id,cycleNo,cohort_role,event_reference_cycle,qc_priority_score,qc_reason,manual_qc_status,manual_qc_decision,manual_qc_notes,rollout_mobility_difficulty_score,threshold_robust_phase_score,threshold_robust_diffusion_score,phase_slope_median_per_s,diffusion_proxy_median_um2_per_s,phase_slope_positive_fraction_protocol_residual,roi_norm_mean_delta_protocol_residual,high_fraction_delta_protocol_residual,first_last_corr,latent_net_displacement,n_frames_percentile,roi_preview_path,front_crop_preview_path,front_tracking_plot_path,rollout_preview_path
cycle60_rank3_obj9,60.0,event,60.0,5.322115384615385,event_roi;hard_rollout;diffusion_proxy;conditioned_front_direction;,pending,,,2.846153846153846,0.6057692307692307,1.4423076923076923,3.568669291943789e-06,-5.211058363880742e-06,0.1594674278574455,0.0029702592449481,0.0191244236313782,0.8693920360382953,4.303770542144775,0.3707865168539326,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank3_obj9.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle60_rank3_obj9_dmd_rollout.png
cycle156_rank7_obj27,156.0,event,156.0,5.264423076923077,event_roi;hard_rollout;phase_front;diffusion_proxy;conditioned_optical_shift;,pending,,,3.019230769230769,0.701923076923077,0.9807692307692308,1.891584956018593e-06,1.3083161124387798e-06,0.0296361115027952,0.0103061226079044,0.021029192723025,0.8532744525665208,3.542245864868164,0.9101123595505618,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle156_rank7_obj27.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle156_rank7_obj27_dmd_rollout.png
cycle156_rank2_obj2,156.0,event,156.0,5.225961538461538,event_roi;hard_rollout;phase_front;conditioned_optical_shift;,pending,,,2.865384615384616,0.7788461538461539,0.6730769230769231,3.2426969483629712e-06,1.924586662072925e-06,0.0296361115027952,0.0055542242595729,0.063419845808705,0.911386155315358,4.170186996459961,0.9101123595505618,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle156_rank2_obj2.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle156_rank2_obj2_dmd_rollout.png
cycle60_rank2_obj2,60.0,event,60.0,5.1730769230769225,event_roi;hard_rollout;phase_front;conditioned_front_direction;conditioned_optical_shift;,pending,,,2.307692307692308,0.9134615384615384,0.5576923076923077,1.951400872945822e-06,4.057906823151882e-06,0.1594674278574455,0.0042428109603221,0.0198733750993231,0.9042864481677793,2.731466293334961,0.3707865168539326,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank2_obj2.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle60_rank2_obj2_dmd_rollout.png
cycle156_rank1_obj1,156.0,event,156.0,5.028846153846153,event_roi;phase_front;diffusion_proxy;conditioned_optical_shift;,pending,,,1.826923076923077,0.7596153846153847,1.3269230769230769,1.1776090872832927e-06,-3.1121066697894616e-06,0.0296361115027952,-0.0127029690077724,-0.0686951931367712,0.9503947941838355,3.290290355682373,0.9101123595505618,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle156_rank1_obj1.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle156_rank1_obj1_dmd_rollout.png
cycle156_rank5_obj4,156.0,event,156.0,4.9375,event_roi;hard_rollout;conditioned_optical_shift;,pending,,,3.0384615384615383,0.6826923076923077,0.0288461538461538,3.2914086999456537e-06,5.231516203009118e-07,0.0296361115027952,0.0060401921042976,0.0569788631843791,0.8783012282705677,4.641040802001953,0.9101123595505618,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle156_rank5_obj4.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle156_rank5_obj4_dmd_rollout.png
cycle62_rank3_obj9,62.0,control,60.0,4.903846153846154,hard_rollout;,pending,,,3.057692307692308,0.5096153846153847,0.8076923076923077,3.2500966362218838e-06,-4.786834628991654e-06,-0.0739292207347166,-0.0037434281175023,-0.0171247737584646,0.8235944518090812,5.199330806732178,0.3370786516853932,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle62_rank3_obj9.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle62_rank3_obj9_dmd_rollout.png
cycle157_rank2_obj2,157.0,control,156.0,4.875,diffusion_proxy;conditioned_optical_shift;,pending,,,1.8846153846153844,0.451923076923077,0.9423076923076924,-1.6634062865670877e-06,-1.838715828077807e-06,-0.0888448999578106,-0.0101483748808666,-0.0593311407564729,0.889086857718422,3.989521026611328,0.7696629213483146,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle157_rank2_obj2.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle157_rank2_obj2_dmd_rollout.png
cycle156_rank6_obj3,156.0,event,156.0,4.855769230769231,event_roi;phase_front;conditioned_optical_shift;,pending,,,2.0576923076923075,0.951923076923077,-0.1153846153846153,1.5749582287990145e-06,-1.9010545341489733e-07,0.0296361115027952,-0.005452749424261,-0.0402350373548659,0.940030108095686,4.805828094482422,0.9101123595505618,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle156_rank6_obj3.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle156_rank6_obj3_dmd_rollout.png
cycle60_rank4_obj5,60.0,event,60.0,4.802884615384616,event_roi;hard_rollout;diffusion_proxy;conditioned_front_direction;,pending,,,2.596153846153846,0.4903846153846154,1.0192307692307692,9.666890543532338e-07,1.2281125674270095e-06,0.1594674278574455,0.0025610063033398,0.0126834410070524,0.843922762808349,4.038924217224121,0.3707865168539326,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle60_rank4_obj5.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle60_rank4_obj5_dmd_rollout.png
