roi_action_priority,candidate_origin,candidate_action,roi_id,selected_roi_id,cycleNo,source_stem,event_relative_bin,target_label,candidate_score,candidate_score_norm,cycle_action_priority,recommended_cycle_action,transport_mechanism_score,transfer_oriented_feature_score,fixed_transport_mechanism_score,qc_review_score,manual_qc_action_tier,manual_front_review_gate,visual_sanity_score,review_question,evidence_tags,automatic_physics_consistent,publication_ready,n_all_blockers,blocker_summary,frame_strip_png,mask_overlay_png,kymograph_png,npz_path,has_visual_asset
15.936119019925144,manual_qc_decision_packet,manual_qc_existing_visual_assets,source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,,152.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,,1.0045457374014477,0.017288318972740382,15.116965744034182,manual_qc_existing_visual_assets,,,,,review_front_and_kinetics_first,False,0.5527989939604643,Do masked optical kinetics and the radial/front view describe the same localized pre-event change?,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain;front_plausible_followup,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank003_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank003_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank003_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723.npz,True
15.928111013641741,transport_mechanism_dossier,manual_qc_transport_mechanism_roi,source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723,,152.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,,0.8915449914037217,0.015286317401889992,15.116965744034182,manual_qc_existing_visual_assets,0.8915449914037217,,,0.7591145833333333,review_front_and_kinetics_first,False,0.559695833755315,Do masked optical kinetics and the radial/front view describe the same localized pre-event change?,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain;front_plausible_followup,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank002_source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank002_source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank002_source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723.npz,True
15.925189359916384,transport_mechanism_dossier,manual_qc_transport_mechanism_roi,source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,,152.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,,0.8503176198422331,0.014555903970550399,15.116965744034182,manual_qc_existing_visual_assets,0.8503176198422331,,,0.717578125,review_front_and_kinetics_first,False,0.5527989939604643,Do masked optical kinetics and the radial/front view describe the same localized pre-event change?,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain;front_plausible_followup,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank003_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank003_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank003_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723.npz,True
15.824837096835198,manual_qc_decision_packet,manual_qc_existing_visual_assets,source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723,,154.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,,1.0537916190574754,0.01816079403087198,15.00219392071171,manual_qc_existing_visual_assets,,,,,review_front_and_kinetics_first,False,0.5579694776917927,Do masked optical kinetics and the radial/front view describe the same localized pre-event change?,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank006_source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank006_source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank006_source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723.npz,True
15.812441623355937,transport_mechanism_dossier,manual_qc_transport_mechanism_roi,source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,,154.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,,0.8788794498381878,0.015061925661056883,15.00219392071171,manual_qc_existing_visual_assets,0.8788794498381878,,,0.7665364583333334,review_front_only_guardrail,False,0.6216877292681964,"Is the front-like morphology real, or driven by mask/crop/illumination artifacts without kinetic support?",diffusion_claim_blocked;front_plausible_followup,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank007_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank007_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank007_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723.npz,True
15.807924287563521,transport_mechanism_dossier,manual_qc_transport_mechanism_roi,source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723,,154.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,,0.8151354545914239,0.013932591712952955,15.00219392071171,manual_qc_existing_visual_assets,0.8151354545914239,,,0.6869791666666667,review_front_and_kinetics_first,False,0.5579694776917927,Do masked optical kinetics and the radial/front view describe the same localized pre-event change?,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank006_source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank006_source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank006_source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle154_rank30_obj2_17_c2_x10_HighHighCOV_150723.npz,True
15.801725336240864,manual_qc_decision_packet,manual_qc_existing_visual_assets,source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,,154.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,,0.7276622310356647,0.012382853882288533,15.00219392071171,manual_qc_existing_visual_assets,,,,,review_front_only_guardrail,False,0.6216877292681964,"Is the front-like morphology real, or driven by mask/crop/illumination artifacts without kinetic support?",diffusion_claim_blocked;front_plausible_followup,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank007_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank007_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank007_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723.npz,True
15.232169611908795,manual_qc_decision_packet,manual_qc_existing_visual_assets,source_balanced_cycle82_rank63_obj2_9_c2_x10_010723,,82.0,9_c2_x10_010723,near_pre_event_1_8,,0.7466092102900065,0.01271853203994269,14.431295483749023,manual_qc_existing_visual_assets,,,,,review_kinetic_only_guardrail,False,0.6976462087112713,Is the kinetic signal particle-local and non-artifactual despite weak front evidence?,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;diffusion_claim_blocked,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank018_source_balanced_cycle82_rank63_obj2_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank018_source_balanced_cycle82_rank63_obj2_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank018_source_balanced_cycle82_rank63_obj2_9_c2_x10_010723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle82_rank63_obj2_9_c2_x10_010723.npz,True
15.22861482946426,transport_mechanism_dossier,manual_qc_transport_mechanism_roi,source_balanced_cycle82_rank63_obj2_9_c2_x10_010723,,82.0,9_c2_x10_010723,near_pre_event_1_8,,0.6964477776092233,0.011829836428808804,14.431295483749023,manual_qc_existing_visual_assets,0.6964477776092233,,,0.7609374999999999,review_kinetic_only_guardrail,False,0.6976462087112713,Is the kinetic signal particle-local and non-artifactual despite weak front evidence?,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;diffusion_claim_blocked,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank018_source_balanced_cycle82_rank63_obj2_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank018_source_balanced_cycle82_rank63_obj2_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank018_source_balanced_cycle82_rank63_obj2_9_c2_x10_010723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle82_rank63_obj2_9_c2_x10_010723.npz,True
15.197879970912695,manual_qc_decision_packet,manual_qc_existing_visual_assets,source_balanced_cycle80_rank62_obj2_9_c2_x10_010723,,80.0,9_c2_x10_010723,near_pre_event_1_8,,1.1810114699883396,0.020414711375913826,14.366221125409039,manual_qc_existing_visual_assets,,,,,review_strict_front_gate,True,0.7611725521622965,"Can a human confirm a coherent outward/front-like trace in the strip, overlay, and radial kymograph?",kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;strict_manual_front_gate_pass;diffusion_claim_blocked;front_plausible_followup,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank008_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank008_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank008_source_balanced_cycle80_rank62_obj2_9_c2_x10_010723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle80_rank62_obj2_9_c2_x10_010723.npz,True
15.168964048806377,source_heldout_transfer,manual_qc_transfer_ranked_roi,source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723,,152.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,1.0,0.762472434086466,0.012999576193048567,15.116965744034182,manual_qc_existing_visual_assets,,0.762472434086466,0.8915449914037217,,,,,,,,,,,,,,,False
15.161993310258973,source_heldout_transfer,manual_qc_transfer_ranked_roi,source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,,152.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,1.0,0.6641085432333267,0.011256891556197548,15.116965744034182,manual_qc_existing_visual_assets,,0.6641085432333267,0.8503176198422331,,,,,,,,,,,,,,,False
15.083910710091203,manual_qc_decision_packet,manual_qc_existing_visual_assets,source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723,,151.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,,1.083118865159323,0.018680376377397345,14.259189204581613,manual_qc_existing_visual_assets,,,,,review_front_and_kinetics_first,False,0.5213871146596205,Do masked optical kinetics and the radial/front view describe the same localized pre-event change?,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain;front_plausible_followup,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank001_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank001_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank001_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723.npz,True
15.065331220181859,manual_qc_decision_packet,manual_qc_existing_visual_assets,source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723,,151.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,,0.8209442182231975,0.014035503900061377,14.259189204581613,manual_qc_existing_visual_assets,,,,,review_kinetic_only_guardrail,False,0.5298959268149198,Is the kinetic signal particle-local and non-artifactual despite weak front evidence?,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain;front_plausible_followup,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank005_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank005_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank005_source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle151_rank28_obj2_17_c2_x10_HighHighCOV_150723.npz,True
15.062809396111877,transport_mechanism_dossier,manual_qc_transport_mechanism_roi,source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723,,151.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,,0.7853588314118123,0.013405047882566187,14.259189204581613,manual_qc_existing_visual_assets,0.7853588314118123,,,0.6826822916666667,review_front_and_kinetics_first,False,0.5213871146596205,Do masked optical kinetics and the radial/front view describe the same localized pre-event change?,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain;front_plausible_followup,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank001_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank001_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank001_source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle151_rank28_obj1_17_c2_x10_HighHighCOV_150723.npz,True
15.061682118157263,source_heldout_transfer,manual_qc_transfer_ranked_roi,source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,,154.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,1.0,0.8681620938569207,0.014872049361388105,15.00219392071171,manual_qc_existing_visual_assets,,0.8681620938569207,0.8788794498381878,,,,,,,,,,,,,,,False
