roi_action_priority,candidate_origin,candidate_action,roi_id,selected_roi_id,cycleNo,source_stem,event_relative_bin,target_label,candidate_score,candidate_score_norm,cycle_action_priority,recommended_cycle_action,transport_mechanism_score,transfer_oriented_feature_score,fixed_transport_mechanism_score,qc_review_score,manual_qc_action_tier,manual_front_review_gate,visual_sanity_score,review_question,evidence_tags,automatic_physics_consistent,publication_ready,n_all_blockers,blocker_summary,frame_strip_png,mask_overlay_png,kymograph_png,npz_path,has_visual_asset
20.454056056862093,diffusion_unblock_review_queue,manual_qc_diffusion_blocker_followup,cycle78_rank22_obj2,cycle78_rank22_obj2,78.0,9_c2_x10_010723,,,56.47261063486813,1.0,16.454056056862093,manual_qc_existing_visual_assets,,,,,,,,,,True,False,5.0,Automatic/publication diffusion candidates; Control-balanced diffusion sanity candidates; Event/control diffusion separability; HDF5 spatial calibration metadata present; q70 positive confidence interval,,,,,False
17.277241865234714,manual_qc_decision_packet,manual_qc_existing_visual_assets,source_balanced_cycle78_rank61_obj2_9_c2_x10_010723,,78.0,9_c2_x10_010723,near_pre_event_1_8,,1.0614486870946769,0.01829645209315499,16.454056056862093,manual_qc_existing_visual_assets,,,,,review_front_and_kinetics_first,False,0.7990266934171384,Do masked optical kinetics and the radial/front view describe the same localized pre-event change?,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank010_source_balanced_cycle78_rank61_obj2_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank010_source_balanced_cycle78_rank61_obj2_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank010_source_balanced_cycle78_rank61_obj2_9_c2_x10_010723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle78_rank61_obj2_9_c2_x10_010723.npz,True
17.246972267722786,transport_mechanism_dossier,manual_qc_transport_mechanism_roi,source_balanced_cycle78_rank61_obj2_9_c2_x10_010723,,78.0,9_c2_x10_010723,near_pre_event_1_8,,0.6343152685072816,0.010729052715173262,16.454056056862093,manual_qc_existing_visual_assets,0.6343152685072816,,,0.841796875,review_front_and_kinetics_first,False,0.7990266934171384,Do masked optical kinetics and the radial/front view describe the same localized pre-event change?,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank010_source_balanced_cycle78_rank61_obj2_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank010_source_balanced_cycle78_rank61_obj2_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank010_source_balanced_cycle78_rank61_obj2_9_c2_x10_010723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle78_rank61_obj2_9_c2_x10_010723.npz,True
16.830359741563665,diffusion_unblock_review_queue,manual_qc_diffusion_blocker_followup,cycle78_rank22_obj3,cycle78_rank22_obj3,78.0,9_c2_x10_010723,,,5.338736308785788,0.09407592117539322,16.454056056862093,manual_qc_existing_visual_assets,,,,,,,,,,False,False,6.0,Automatic/publication diffusion candidates; Control-balanced diffusion sanity candidates; Event/control diffusion separability; HDF5 spatial calibration metadata present; Radius2 linear-fit quality; q70 positive confidence interval,,,,,False
16.755874202402666,diffusion_unblock_review_queue,manual_qc_diffusion_blocker_followup,cycle78_rank22_obj1,cycle78_rank22_obj1,78.0,9_c2_x10_010723,,,4.287673011210472,0.0754545363851431,16.454056056862093,manual_qc_existing_visual_assets,,,,,,,,,,False,False,7.0,Automatic/publication diffusion candidates; Control-balanced diffusion sanity candidates; Event/control diffusion separability; HDF5 spatial calibration metadata present; Positive front expansion; Radius2 linear-fit quality; q70 positive confidence interval,,,,,False
16.50111220513832,transport_mechanism_dossier,manual_qc_transport_mechanism_roi,source_balanced_cycle78_rank61_obj1_9_c2_x10_010723,,78.0,9_c2_x10_010723,near_pre_event_1_8,,0.6927338061286408,0.011764037069056175,16.454056056862093,manual_qc_existing_visual_assets,0.6927338061286408,,,0.4078124999999999,routine_or_low_concordance,False,,No immediate manual decision required unless needed as a low-priority comparator.,diffusion_claim_blocked,,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle78_rank61_obj1_9_c2_x10_010723.npz,False
16.497930929046696,source_heldout_transfer,manual_qc_transfer_ranked_roi,source_balanced_cycle78_rank61_obj1_9_c2_x10_010723,,78.0,9_c2_x10_010723,near_pre_event_1_8,1.0,0.647842910835133,0.010968718046150863,16.454056056862093,manual_qc_existing_visual_assets,,0.647842910835133,0.6927338061286408,,,,,,,,,,,,,,,False
16.491318698025946,source_heldout_transfer,manual_qc_transfer_ranked_roi,source_balanced_cycle78_rank61_obj2_9_c2_x10_010723,,78.0,9_c2_x10_010723,near_pre_event_1_8,1.0,0.5545379093639488,0.009315660290963406,16.454056056862093,manual_qc_existing_visual_assets,,0.5545379093639488,0.6343152685072816,,,,,,,,,,,,,,,False
16.47526671904381,manual_qc_decision_packet,manual_qc_existing_visual_assets,source_balanced_cycle78_rank61_obj1_9_c2_x10_010723,,78.0,9_c2_x10_010723,near_pre_event_1_8,,0.3280288963177191,0.0053026655454291695,16.454056056862093,manual_qc_existing_visual_assets,,,,,routine_or_low_concordance,False,,No immediate manual decision required unless needed as a low-priority comparator.,diffusion_claim_blocked,,,,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle78_rank61_obj1_9_c2_x10_010723.npz,False
15.940182160010588,manual_qc_decision_packet,manual_qc_existing_visual_assets,source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723,,152.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,,1.061880590110068,0.018304103994101602,15.116965744034182,manual_qc_existing_visual_assets,,,,,review_front_and_kinetics_first,False,0.559695833755315,Do masked optical kinetics and the radial/front view describe the same localized pre-event change?,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain;front_plausible_followup,,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank002_source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank002_source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank002_source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723.npz,True
