cycleNo,source_stem,local_cycle_index,coverage_gap_priority,has_any_roi_video_sequence,has_primary_roi_sequence,any_abrupt_drop,future_any_drop_within_8cycles,future_any_drop_within_16cycles,cycles_to_next_drop_within_16,n_roi_total_across_tracked_cohorts,capacity_fraction_of_first,cross_modal_consensus_score,hazard_probability_mean,echem_outlier_score,consensus_class,transfer_max_transfer_oriented_feature_score,transfer_mean_transfer_oriented_feature_score,transfer_max_fixed_transport_mechanism_score,transfer_mean_fixed_transport_mechanism_score,transfer_max_fixed_qc_review_score,transfer_mean_fixed_qc_review_score,transfer_n_roi_rows,mechanism_max_transport_mechanism_score,mechanism_mean_transport_mechanism_score,mechanism_max_front_kinetic_score,mechanism_mean_front_kinetic_score,mechanism_max_qc_review_score,mechanism_mean_qc_review_score,mechanism_max_visual_sanity_score,mechanism_mean_visual_sanity_score,mechanism_n_roi_rows,manual_qc_max_manual_qc_decision_score,manual_qc_mean_manual_qc_decision_score,manual_qc_max_strict_qc_priority_score,manual_qc_mean_strict_qc_priority_score,manual_qc_max_front_evidence_score,manual_qc_mean_front_evidence_score,manual_qc_max_kinetic_evidence_score,manual_qc_mean_kinetic_evidence_score,manual_qc_n_roi_rows,diffusion_max_review_priority,diffusion_mean_review_priority,diffusion_max_gate_count,diffusion_mean_gate_count,diffusion_max_median_radius2_fit_r2,diffusion_mean_median_radius2_fit_r2,diffusion_n_roi_rows,cycle_action_priority,roi_count_penalty_bonus,recommended_cycle_action
102,11_c2_x10_050723,7.0,2.604010211243446,True,True,0,0,1,14.0,8,0.9474164455776312,0.498490114240084,0.6522043337041512,0.4172839506172839,low_consensus,,,,,,,,,,,,,,,,,0.288277274508051,0.1794433140226504,,,0.0490726114194501,0.0490726114194501,-0.4788595329605233,-0.5792022611601084,2.0,,,,,,,,4.641670366484117,1.0,manual_qc_existing_visual_assets
140,16_c2_x10_HighHighCOV_130723,4.0,2.3354961150118534,True,True,0,0,1,16.0,6,1.295723100174619,0.3147687153033293,0.4940183566407085,0.6617283950617285,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,5.4142068261501,5.4142068261501,5.0,5.0,0.3677270105627852,0.3677270105627852,1.0,4.520979440459444,1.0,manual_qc_diffusion_blocker_followup
74,8_c2_x10_300623,9.0,2.52921055835371,True,True,0,0,1,12.0,8,0.9539485824904492,0.4221188480884023,0.558277404651741,0.6098765432098766,low_consensus,,,,,,,,,,,,,,,,,0.2568857974198938,0.1664112893581057,,,-0.2874899711725956,-0.2874899711725956,-0.2387808454129341,-0.27249210420903264,2.0,,,,,,,,4.509390670290921,1.0,manual_qc_existing_visual_assets
26,4_c2_x10_240623,1.0,0.5842253078292268,True,True,0,0,0,,8,0.978391735098347,0.4788155430711611,,0.4148148148148148,low_consensus,,,,,,,,0.670529619235437,0.670529619235437,0.6606341019417475,0.6606341019417475,0.437890625,0.437890625,,,1.0,0.3740805397137994,0.24420508527105364,,,-0.0511152389858238,-0.0511152389858238,0.8211471362660029,0.7722669251979044,2.0,,,,,,,,4.316271513939585,1.0,manual_qc_existing_visual_assets
133,15_c2_x5_HighCOV_120723,2.0,1.341601055623788,True,True,0,0,0,,8,1.305889132861671,0.397972701668183,0.9332616754781254,0.7135802469135802,low_consensus,,,,,,,,0.5785556356189321,0.5785556356189321,0.3347694174757282,0.3347694174757282,0.547265625,0.547265625,0.5720210634461006,0.5720210634461006,1.0,0.4309396797983059,0.3796821277032681,0.2810766381973754,0.2810766381973754,1.6613395346544113,1.207737221298453,-2.715282910397075,-2.7359223544232565,2.0,,,,,,,,4.232516937762879,1.0,manual_qc_existing_visual_assets
104,11_c2_x10_050723,9.0,3.0242627077754176,True,True,0,0,1,12.0,10,0.9464051563287332,0.6214992033011846,0.8985716542053739,0.4617283950617284,multimodal_outlier_without_trace_drop,,,,,,,,,,,,,,,,,0.327974752590508,0.2243628810988961,,,-0.203510022065885,-0.203510022065885,-0.2475303941581301,-0.27349206586841684,2.0,4.356288141057484,4.356288141057484,4.0,4.0,0.0357668058786594,0.0357668058786594,1.0,4.163934702749607,0.0,manual_qc_existing_visual_assets
144,16_c2_x10_HighHighCOV_130723,8.0,2.2820320813161383,True,True,0,0,1,12.0,8,1.285816099611151,0.4264043113263845,0.1387238568643515,0.7123456790123457,low_consensus,,,,,,,,,,,,,,,,,0.2768867898214156,0.236495196534057,,,-0.277345851732759,-0.5239292666919587,-1.0107917737674543,-1.235221217595353,2.0,,,,,,,,4.1572162027241415,1.0,manual_qc_existing_visual_assets
145,16_c2_x10_HighHighCOV_130723,9.0,2.211046243312785,True,True,0,0,1,11.0,8,1.288353828041583,0.3399712758100459,0.3216913756010967,0.6074074074074074,low_consensus,,,,,,,,,,,,,,,,,0.2739708451555674,0.1975172902871092,,,-0.384647567451325,-2.2942552601022146,-0.6688489130466905,-1.3493897283702616,2.0,,,,,,,,4.1239346154169265,1.0,manual_qc_existing_visual_assets
44,5_c2_x10_260623,9.0,2.310467630580931,True,True,0,0,1,16.0,10,0.9572997852937144,0.5160301341897263,,0.671604938271605,low_consensus,,,,,,,,,,,,,,,,,0.5126974260861765,0.31985362946900886,,,0.6311503077704111,0.6311503077704111,0.7081037482371865,0.256465966802221,2.0,,,,,,,,3.962206769052824,0.0,manual_qc_existing_visual_assets
66,8_c2_x10_300623,1.0,1.3321555273593255,True,True,0,0,0,,4,0.9583043206595376,0.6238205914115059,0.67273427862754,0.4246913580246912,low_consensus,,,,,,,,,,,,,,,,,0.4460078659035807,0.39602305628706214,,,1.0997180609907615,0.46668216291414005,0.3880710309741815,0.020781648860407398,2.0,,,,,,,,3.913414333447074,1.0,manual_qc_existing_visual_assets
128,14_c2_x10_HighCOV_110723,7.0,1.6128970738568005,True,True,0,0,0,,4,1.3167827873975326,0.5432225633158942,0.9421809134342192,0.7506172839506172,low_consensus,,,,,,,,,,,,,,,,,0.3287744865397394,0.31978952326104393,,,0.1488332975643341,-0.12402300311537695,-0.0011156470395314,-0.0261379744558481,2.0,,,,,,,,3.806374970046271,1.0,manual_qc_existing_visual_assets
130,14_c2_x10_HighCOV_110723,9.0,1.604107006658393,True,True,0,0,0,,4,1.315532856502032,0.599774152201058,0.9052533075383646,0.6345679012345679,low_consensus,,,,,,,,,,,,,,,,,0.3297964585171766,0.32268350904862253,,,-0.0518110282059127,-0.13169185210719936,0.2205106385704224,0.053097502989354055,2.0,,,,,,,,3.8043331469558073,1.0,manual_qc_existing_visual_assets
8,2_c2_x14_200623,3.0,0.5552253027317466,True,True,0,0,0,,4,0.9975391573305568,0.5424595518228478,,0.2049382716049382,low_consensus,,,,,,,,,,,,,,,,,0.6066493919812509,0.41576356687854116,,,3.983426949762943,1.6216793121895012,0.028813306429516,-0.14793351125343904,2.0,,,,,,,,3.774419683562906,1.0,manual_qc_existing_visual_assets
32,4_c2_x10_240623,7.0,0.6685162185304244,True,True,0,0,0,,4,0.9839889260430932,0.5735788492498853,,0.3012345679012346,low_consensus,,,,,,,,,,,,,,,,,0.5570944869737691,0.42398071168949336,,,2.881211566914535,1.2525702228304376,0.5245293121334941,0.24597719642546978,2.0,,,,,,,,3.7226844108377684,1.0,manual_qc_existing_visual_assets
64,7_c2_x10_290623,9.0,0.3681055933615829,True,True,0,0,0,,8,0.9638440515657726,0.3589315964472019,,0.3876543209876543,low_consensus,0.3983205754256302,0.38125467423342574,0.4041501061893203,0.37848879323422324,0.4488281249999999,0.410546875,2.0,,,,,,,,,,0.3983804601563668,0.34801893343402396,,,0.9398897334191676,0.5199517349415392,-0.2525234627678681,-0.321655723716676,2.0,,,,,,,,3.68657747395805,1.0,manual_qc_existing_visual_assets
139,16_c2_x10_HighHighCOV_130723,3.0,0.9603848197572572,True,True,0,0,0,,6,1.2965031209856652,0.3825178586029437,0.5229779173899438,0.6469135802469136,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,5.407738910757132,4.852281215871849,5.0,4.5,0.5329850337014117,0.2926466159746242,2.0,3.462114075101678,1.0,manual_qc_diffusion_blocker_followup
143,16_c2_x10_HighHighCOV_130723,7.0,2.21093602427767,True,True,0,0,1,13.0,10,1.2909882542382496,0.2746474017896332,0.4033630745864978,0.6790123456790124,low_consensus,,,,,,,,,,,,,,,,,0.3040831426586797,0.29522804796429825,,,0.1458559874805169,-0.14381133463061035,-0.1071992415259571,-0.602641472358481,2.0,4.279549793231166,4.279549793231166,4.0,4.0,0.0263013747141813,0.0263013747141813,1.0,3.381591693880472,0.0,manual_qc_existing_visual_assets
34,4_c2_x10_240623,9.0,0.5953848520777989,True,True,0,0,0,,8,0.9819699147709476,0.476956807988331,,0.437037037037037,low_consensus,,,,,,,,0.6474725045509708,0.6474725045509708,0.3666868932038835,0.3666868932038835,0.377734375,0.377734375,,,1.0,0.3089138554984948,0.3050656347300129,,,-0.1488930622924364,-0.27601717946619764,-0.0069515058516793,-0.15449099217872894,2.0,,,,,,,,3.3722230902489048,1.0,manual_qc_existing_visual_assets
28,4_c2_x10_240623,3.0,0.508989177065012,True,True,0,0,0,,8,0.9816439393818468,0.4181524724986023,,0.4543209876543209,low_consensus,,,,,,,,0.579453125,0.579453125,0.525,0.525,0.257421875,0.257421875,,,1.0,0.2978661908751034,0.21115306711598042,,,-0.7728394861999177,-0.7728394861999177,0.5352463578531518,0.28471769563255156,2.0,,,,,,,,3.010799377296529,1.0,manual_qc_existing_visual_assets
142,16_c2_x10_HighHighCOV_130723,6.0,2.0053850213624718,True,True,0,0,1,14.0,4,1.2957462221510208,0.2094029775481388,0.3171317179496349,0.6296296296296297,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0053850213624718,1.0,densify_existing_cycle_roi_candidates
98,11_c2_x10_050723,3.0,0.8185101156911452,True,True,0,0,0,,8,0.944343596605799,0.396323918810931,0.3650220072438089,0.5777777777777778,low_consensus,,,,,,,,,,,,,,,,,0.32062704735609,0.1991123972971706,,,0.2420034525441723,0.2420034525441723,-0.4445934548388005,-0.6270303809535214,2.0,,,,,,,,2.9389353587931883,1.0,manual_qc_existing_visual_assets
42,5_c2_x10_260623,7.0,0.6931718580873711,True,True,0,0,0,,8,0.9721828370123308,0.5216326550986351,,0.474074074074074,low_consensus,,,,,,,,,,,,,,,,,0.2866136380648278,0.20426044680255195,,,-0.1262728220393744,-0.1262728220393744,0.4223550758586736,0.13682537109562135,2.0,,,,,,,,2.8563553772486845,1.0,manual_qc_existing_visual_assets
62,7_c2_x10_290623,7.0,0.4775636973979471,True,True,0,0,0,,12,0.963052324521998,0.3867839863470325,,0.4864197530864197,low_consensus,0.5072247151467161,0.48800646693942207,0.4567919447815534,0.39691045964805827,0.34765625,0.317578125,2.0,,,,,,,,,,0.2676434990133925,0.21635625167535766,,,-0.2007101551125435,-3.1003550775562716,0.7138919751571141,-0.20394533902181372,2.0,15.002721388804652,6.7140517966808995,,,,,3.0,2.8133486747876515,0.0,manual_qc_existing_visual_assets
68,8_c2_x10_300623,3.0,1.0265306016516045,True,True,0,0,0,,8,0.957134043066144,0.4224834375326703,0.6120672889232416,0.5407407407407407,low_consensus,,,,,,,,,,,,,,,,,0.2182496003009567,0.1866024267245624,,,-0.5312081525619825,-1.2255239625253935,-0.8635778274005691,-0.9584730362430578,2.0,,,,,,,,2.8040170204946815,1.0,manual_qc_existing_visual_assets
88,10_c2_x10_030723,3.0,1.0450451188420304,True,True,0,0,0,,28,0.9454395016823436,0.6974769390575238,0.2253600715577973,0.3185185185185185,low_consensus,,,,,,,,0.67037109375,0.67037109375,0.4671875,0.4671875,0.2191406249999999,0.2191406249999999,,,1.0,0.2376078931762689,0.1582795632563035,,,-0.1405387354672772,-0.1405387354672772,-0.4715678434028401,-0.8348744169541532,2.0,5.201421254273551,2.7061866565502686,,,,,2.0,2.6699828918914887,0.0,manual_qc_existing_visual_assets
86,10_c2_x10_030723,1.0,2.661923319807762,True,True,1,0,0,,17,0.9416725650285604,0.8126999459104489,0.6219984479106454,0.5111111111111111,synchronized_multimodal_degradation_candidate,,,,,,,,,,,,,,,,,,,,,,,,,,5.148305611145931,1.8232206798762334,,,,,3.0,2.6632549233641054,0.0,manual_qc_diffusion_blocker_followup
131,15_c2_x5_HighCOV_120723,0.0,1.5375386496690209,True,True,0,0,0,,6,1.3134871318663648,0.5386964414797567,0.8988469082831662,0.6962962962962962,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,4.290308379045704,4.290308379045704,4.0,4.0,0.0718308219921745,0.0718308219921745,1.0,2.655039958441948,1.0,manual_qc_diffusion_blocker_followup
127,14_c2_x10_HighCOV_110723,6.0,1.6446162768895387,True,True,0,0,0,,4,1.3268353348079474,0.6485122944815467,0.9624056853274418,0.5037037037037038,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.644616276889539,1.0,densify_existing_cycle_roi_candidates
134,15_c2_x5_HighCOV_120723,3.0,1.0232030525349785,True,True,0,0,0,,8,1.3070588435126642,0.3582578911653455,0.6186616549619414,0.6938271604938272,low_consensus,,,,,,,,,,,,,,,,,0.1842128275432243,0.16664582161613878,,,-0.2724982035708408,-0.4326151423521224,-1.843377941694465,-1.8965077506624768,2.0,,,,,,,,2.6258281147198694,1.0,manual_qc_existing_visual_assets
14,2_c2_x14_200623,9.0,0.2780384541755014,True,True,0,0,0,,4,0.9868072305587616,0.3771427340403619,,0.2,low_consensus,,,,,,,,,,,,,,,,,0.3671180468243115,0.19792195003014795,,,3.067398765037453,-1.4663006174812736,-2.23704794547955,-2.552732279609642,2.0,,,,,,,,2.619056538599005,1.0,manual_qc_existing_visual_assets
147,17_c2_x10_HighHighCOV_150723,1.0,2.5954259039866376,True,True,0,0,1,9.0,14,1.280857160091032,0.4849426161254119,0.3726490041107748,0.7716049382716049,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5954259039866376,0.0,manual_qc_existing_roi_assets
30,4_c2_x10_240623,5.0,0.4462936158942569,True,True,0,0,0,,8,0.9823588703427902,0.427103037238805,,0.3333333333333333,low_consensus,,,,,,,,,,,,,,,,,0.3056269062675647,0.20760201228864547,,,-0.1204856306624212,-0.1204856306624212,-0.4248329797549784,-0.5315196076102539,2.0,,,,,,,,2.489303383746446,1.0,manual_qc_existing_visual_assets
129,14_c2_x10_HighCOV_110723,8.0,1.4657960962778116,True,True,0,0,0,,6,1.3108386372772145,0.4524770148222184,0.9610522136353422,0.7333333333333333,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,4.3488194497004,4.32612231792613,4.0,4.0,0.0104396755186293,0.0084018436595185,2.0,2.465902270785077,1.0,manual_qc_diffusion_blocker_followup
94,10_c2_x10_030723,9.0,0.8063265383017385,True,True,0,0,0,,8,0.947263951405458,0.569990226281757,0.1437799281815917,0.3728395061728394,low_consensus,,,,,,,,,,,,,,,,,0.1625263420857204,0.1224088378838892,,,-1.363159564796123,-1.363159564796123,-0.4482565687396895,-0.5524510072557322,2.0,,,,,,,,2.44102963464808,1.0,manual_qc_existing_visual_assets
132,15_c2_x5_HighCOV_120723,1.0,1.3774760085126023,True,True,0,0,0,,4,1.310414919714716,0.4322342992452935,0.9182837586052188,0.6987654320987654,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3774760085126023,1.0,densify_existing_cycle_roi_candidates
116,13_c2_x6_100723,1.0,2.302234863377296,True,True,1,0,0,,26,1.245784472764855,0.7951514188778093,0.1490509235308146,0.5580246913580247,synchronized_multimodal_degradation_candidate,,,,,,,,,,,,,,,,,,,,,,,,,,10.612143252222973,10.612143252222973,,,,,1.0,2.3119412777655324,0.0,manual_qc_diffusion_blocker_followup
138,16_c2_x10_HighHighCOV_130723,2.0,0.8591597827941657,True,True,0,0,0,,4,1.3006450525930031,0.4253128602455049,0.3117441505701304,0.6296296296296295,low_consensus,,,,,,,,,,,,,,,,,0.1581892450419787,0.15475459287300575,,,-0.1623728984871751,-0.40664396752729887,-3.103149389101989,-3.2767225068764576,2.0,,,,,,,,2.22466746110626,1.0,manual_qc_existing_visual_assets
125,14_c2_x10_HighCOV_110723,4.0,1.186776644422385,True,True,0,0,0,,4,1.2394301473860592,0.7091560885205925,0.2592626113965617,0.4691358024691358,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.186776644422385,1.0,densify_existing_cycle_roi_candidates
92,10_c2_x10_030723,7.0,1.0390301868246037,True,True,0,0,0,,16,0.9449270784368828,0.7007544485570945,0.1895997584395418,0.3432098765432098,low_consensus,,,,,,,,0.6130859375,0.6130859375,0.5375000000000001,0.5375000000000001,0.230078125,0.230078125,,,1.0,0.0985719022850057,0.0958482726972231,,,,,0.3079655228679236,0.205349071706995,2.0,,,,,,,,2.181552861842827,0.0,manual_qc_existing_visual_assets
40,5_c2_x10_260623,5.0,0.8397929692263811,True,True,0,0,0,,18,0.9756926308993898,0.6072249755146135,,0.4814814814814815,low_consensus,,,,,,,,,,,,,,,,,0.3645534560789422,0.33907947385858794,,,0.1723116418535568,0.12121923201995524,-0.0306065088764452,-0.2456174861197878,2.0,4.298169498650276,4.298169498650276,4.0,4.0,0.0533267825872274,0.0533267825872274,1.0,2.163710691030835,0.0,manual_qc_existing_visual_assets
156,18_c2_xN_HighHighCOV_170723,0.0,2.1280232337040994,True,True,1,0,0,,20,,0.568138865483918,0.7148943581181924,,trace_event_low_modal_support,,,,,,,,,,,,,,,,,,,,,,,,,,10.269253988848927,6.151392815447091,,,,,5.0,2.13720407743931,0.0,manual_qc_diffusion_blocker_followup
10,2_c2_x14_200623,5.0,0.6251654821757378,True,True,0,0,0,,8,0.9957180461011615,0.5779721633732245,,0.2222222222222222,low_consensus,,,,,,,,,,,,,,,,,0.1449849106262201,0.094913265069485,,,-0.8903578651012483,-0.8903578651012483,-1.4771378693917483,-1.5495416303350869,2.0,,,,,,,,2.1347992193426006,1.0,manual_qc_existing_visual_assets
4,2_c2_x14_200623,11.0,0.2894622652326296,True,True,0,0,0,,4,0.9855665928066654,0.3410784131367776,,0.311111111111111,low_consensus,,,,,,,,,,,,,,,,,0.188351445158016,0.1580325513792788,,,0.121050889729289,-0.46023933846510434,-1.6157932371696269,-2.1345341601050665,2.0,,,,,,,,2.002656825438843,1.0,manual_qc_existing_visual_assets
123,14_c2_x10_HighCOV_110723,2.0,1.0006689250077672,True,True,0,0,0,,4,1.2383353181466323,0.5422862555202171,0.2824782651413232,0.582716049382716,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0006689250077674,1.0,densify_existing_cycle_roi_candidates
60,7_c2_x10_290623,5.0,1.8935510003537293,True,True,1,0,0,,12,0.9669347905529714,0.6682945470398655,,0.4074074074074073,trace_event_low_modal_support,,,,,,,,,,,,,,,,,,,,,,,,,,15.00025187983658,10.009203199816824,,,,,3.0,1.9099833795454904,0.0,manual_qc_diffusion_blocker_followup
157,18_c2_xN_HighHighCOV_170723,1.0,0.8945830593509319,True,True,0,0,0,,8,,0.4387637703603633,0.6899878644277372,,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,10.054733454892869,8.352723493487423,,,,,3.0,1.9034350922741354,1.0,manual_qc_diffusion_blocker_followup
90,10_c2_x10_030723,5.0,0.9573100769758096,True,True,0,0,0,,20,0.9462148129615064,0.6537558396927734,0.1596956506442356,0.3728395061728394,low_consensus,,,,,,,,,,,,,,,,,0.1794015586854483,0.1328462133824239,,,-1.2148867849345588,-1.2148867849345588,-0.1632144084548842,-0.33836666921604197,2.0,5.089034870557212,1.8007436642608716,,,,,3.0,1.690830343133459,0.0,manual_qc_existing_visual_assets
136,16_c2_x10_HighHighCOV_130723,0.0,0.6521982518175059,True,True,0,0,0,,4,1.3002014125942996,0.3522411465431279,0.1307078515574958,0.711111111111111,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6521982518175058,1.0,densify_existing_cycle_roi_candidates
12,2_c2_x14_200623,7.0,0.5844441811613625,True,True,0,0,0,,4,0.9914533326651126,0.5114034382526892,,0.3308641975308641,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5844441811613625,1.0,densify_existing_cycle_roi_candidates
6,2_c2_x14_200623,13.0,0.528120959650664,True,True,0,0,0,,4,0.9843067449807432,0.4812421447096853,,0.3209876543209876,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.528120959650664,1.0,densify_existing_cycle_roi_candidates
158,18_c2_xN_HighHighCOV_170723,2.0,0.7376123805643819,True,True,0,0,0,,14,,0.3244773303897987,0.7325610284628066,,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,5.371564375673755,4.031716555794021,5.0,4.666666666666667,0.0672577375116328,0.024078718951229802,5.0,1.348019451890617,0.0,manual_qc_diffusion_blocker_followup
118,13_c2_x6_100723,3.0,0.932328660886178,True,True,0,0,0,,24,1.2461041739913812,0.6210497900874848,0.0154372124780379,0.5901234567901235,low_consensus,,,,,,,,,,,,,,,,,,,,,,,,,,10.33051646747948,7.782387634601726,,,,,2.0,0.9416034059602146,0.0,manual_qc_diffusion_blocker_followup
