x,y,n,spearman_rho,p_value,abs_rho
roi_norm_mean_delta_last_minus_first,roi_mean_delta_last_minus_first,48,0.965154146765089,1.9977416607871158e-28,0.965154146765089
persistence_particle_mse_mean,future_any_drop_within_8cycles,48,0.7595370922503147,3.8860855278819524e-10,0.7595370922503147
radius2_slope_median_px2_per_s,persistence_particle_mse_mean,48,0.7237299174989145,6.1689553135126566e-09,0.7237299174989145
diffusion_proxy_median_um2_per_s,persistence_particle_mse_mean,48,0.7237299174989145,6.1689553135126566e-09,0.7237299174989145
q70_radius2_slope_bootstrap_p50_px2_per_s,persistence_particle_mse_mean,48,0.7033217542336082,2.481003585658817e-08,0.7033217542336082
q70_radius2_slope_bootstrap_p50_px2_per_s,low_rank_dmd_particle_mse_mean,48,0.6785714285714286,1.1564307656938752e-07,0.6785714285714286
radius2_slope_median_px2_per_s,low_rank_dmd_particle_mse_mean,48,0.6744463742943986,1.4734961579680713e-07,0.6744463742943986
diffusion_proxy_median_um2_per_s,low_rank_dmd_particle_mse_mean,48,0.6744463742943986,1.4734961579680713e-07,0.6744463742943986
radius2_slope_positive_fraction,persistence_particle_mse_mean,48,0.6428669831427097,8.355685545781279e-07,0.6428669831427097
q70_phase_slope_bootstrap_p50,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,-0.6419887103777681,8.744120112690522e-07,0.6419887103777681
phase_slope_median_per_s,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,-0.6402518454190186,9.562218747661925e-07,0.6402518454190186
low_rank_dmd_particle_mse_mean,persistence_particle_mse_mean,48,0.616804168475901,3.034985242223495e-06,0.616804168475901
persistence_particle_mse_mean,low_rank_dmd_particle_mse_mean,48,0.616804168475901,3.034985242223495e-06,0.616804168475901
persistence_particle_mse_mean,future_any_drop_within_16cycles,48,0.6008248459318039,6.328776035075743e-06,0.6008248459318039
phase_slope_abs_median_per_s,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,-0.5950933564915327,8.159093456099445e-06,0.5950933564915327
radius2_slope_median_px2_per_s,future_any_drop_within_8cycles,48,0.5917678550062693,9.433784951517853e-06,0.5917678550062693
diffusion_proxy_median_um2_per_s,future_any_drop_within_8cycles,48,0.5917678550062693,9.433784951517853e-06,0.5917678550062693
phase_slope_positive_fraction,persistence_particle_mse_mean,48,-0.5916718537580092,9.473174741946277e-06,0.5916718537580092
threshold_robust_phase_score,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,-0.5838627776895476,1.3236495390926214e-05,0.5838627776895476
q70_radius2_slope_bootstrap_p50_px2_per_s,future_any_drop_within_8cycles,48,0.5582140075574602,3.7457832588932244e-05,0.5582140075574602
radius2_slope_positive_fraction,low_rank_dmd_particle_mse_mean,48,0.5462261135299141,5.918279195551608e-05,0.5462261135299141
phase_slope_positive_fraction,future_any_drop_within_8cycles,48,-0.5327586023073569,9.694548671519785e-05,0.5327586023073569
radius2_slope_positive_fraction,future_any_drop_within_8cycles,48,0.4976214314467508,0.0003199291414916432,0.4976214314467508
phase_slope_positive_fraction,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,-0.4967389241438265,0.0003291291833278454,0.4967389241438265
phase_slope_median_per_s,persistence_particle_mse_mean,48,-0.4732957012592271,0.0006801153194011525,0.4732957012592271
threshold_robust_phase_score,persistence_particle_mse_mean,48,-0.462018820362723,0.0009471033990030996,0.462018820362723
phase_slope_median_per_s,future_any_drop_within_8cycles,48,-0.46060281497910655,0.0009865331059722069,0.46060281497910655
threshold_robust_phase_score,any_abrupt_drop,48,0.4601914912102268,0.000998258813384964,0.4601914912102268
q70_phase_slope_bootstrap_p50,persistence_particle_mse_mean,48,-0.4489795918367347,0.0013699145187658604,0.4489795918367347
q70_phase_slope_bootstrap_p50,future_any_drop_within_8cycles,48,-0.4423007163706652,0.0016458593732413924,0.4423007163706652
diffusion_proxy_abs_median_um2_per_s,future_any_drop_within_16cycles,48,0.4375949744936837,0.001868929091570613,0.4375949744936837
diffusion_proxy_abs_median_um2_per_s,persistence_particle_mse_mean,48,0.4342162396873643,0.002045257033986076,0.4342162396873643
phase_slope_median_per_s,low_rank_dmd_particle_mse_mean,48,-0.4189101172383847,0.0030425156953374018,0.4189101172383847
persistence_particle_mse_mean,any_abrupt_drop,48,-0.41562904525143785,0.003305118613703054,0.41562904525143785
threshold_robust_phase_score,future_any_drop_within_16cycles,48,-0.3925954774116236,0.005779116711941844,0.3925954774116236
q70_phase_slope_bootstrap_p50,low_rank_dmd_particle_mse_mean,48,-0.3862353452019106,0.006698267805619065,0.3862353452019106
low_rank_dmd_particle_mse_mean,future_any_drop_within_8cycles,48,0.3812937210091941,0.007497672384922875,0.3812937210091941
phase_slope_positive_fraction,future_any_drop_within_16cycles,48,-0.36394341119899587,0.01099441325142467,0.36394341119899587
diffusion_proxy_abs_median_um2_per_s,any_abrupt_drop,48,-0.3631710104138778,0.011178204442158193,0.3631710104138778
threshold_robust_phase_score,future_any_drop_within_8cycles,48,-0.3631296157995412,0.01118812823834968,0.3631296157995412
phase_slope_positive_fraction,low_rank_dmd_particle_mse_mean,48,-0.35406867970938777,0.013550677309930712,0.35406867970938777
low_rank_dmd_particle_mse_mean,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,0.35269214068606164,0.013944470646423688,0.35269214068606164
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,low_rank_dmd_particle_mse_mean,48,0.35269214068606164,0.013944470646423688,0.35269214068606164
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,future_any_drop_within_8cycles,48,0.3080853265754288,0.033144125784328994,0.3080853265754288
threshold_robust_diffusion_score,object_mean_residual,48,0.3019247087404574,0.03701454534543903,0.3019247087404574
