x,y,n,spearman_rho,p_value,abs_rho
threshold_robust_diffusion_score,object_mean_abs_z,48,0.30116460337768697,0.03751686951738356,0.30116460337768697
phase_slope_abs_median_per_s,roi_mean_delta_last_minus_first,48,-0.2865827181936604,0.04829036532315824,0.2865827181936604
phase_slope_positive_fraction,any_abrupt_drop,48,0.28190935410712575,0.05223224449058288,0.28190935410712575
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,object_mean_residual,48,-0.28137212331741207,0.052701594022260205,0.28137212331741207
q70_phase_slope_bootstrap_p50,any_abrupt_drop,48,0.2663254076368437,0.06729167748475845,0.2663254076368437
roi_norm_mean_delta_last_minus_first,future_any_drop_within_16cycles,48,-0.2639461750914282,0.06986787728988993,0.2639461750914282
phase_slope_median_per_s,any_abrupt_drop,48,0.2622901741878006,0.07170672033709499,0.2622901741878006
low_rank_dmd_particle_mse_mean,transferred_masked_residual_signature,48,0.26094672062228597,0.0732264972865394,0.26094672062228597
low_rank_dmd_particle_mse_mean,transfer_rank,48,-0.26094672062228597,0.0732264972865394,0.26094672062228597
phase_slope_positive_fraction,roi_norm_mean_delta_last_minus_first,48,0.255343849910901,0.0798412773326051,0.255343849910901
radius2_slope_median_px2_per_s,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,0.2526052974381242,0.08324084709043714,0.2526052974381242
diffusion_proxy_median_um2_per_s,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,0.2526052974381242,0.08324084709043714,0.2526052974381242
diffusion_proxy_abs_median_um2_per_s,future_any_drop_within_8cycles,48,0.2501286809820314,0.08641193192452425,0.2501286809820314
q70_radius2_slope_bootstrap_p50_px2_per_s,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,0.24880590534085972,0.08814384878806178,0.24880590534085972
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,object_mean_abs_z,48,-0.24793747286148501,0.08929552647639982,0.24793747286148501
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,persistence_particle_mse_mean,48,0.24077290490664352,0.0992492782304859,0.24077290490664352
persistence_particle_mse_mean,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,0.24077290490664352,0.0992492782304859,0.24077290490664352
roi_norm_mean_delta_last_minus_first,any_abrupt_drop,48,0.2380787734935421,0.10320616527604261,0.2380787734935421
phase_slope_abs_median_per_s,future_any_drop_within_8cycles,48,-0.23487693214166364,0.10806516773764177,0.23487693214166364
diffusion_proxy_abs_median_um2_per_s,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,0.23219713417281804,0.11226491956126693,0.23219713417281804
phase_slope_abs_median_per_s,transferred_masked_residual_signature,48,-0.23175902399174644,0.11296319626691498,0.23175902399174644
phase_slope_abs_median_per_s,transfer_rank,48,0.23175902399174644,0.11296319626691498,0.23175902399174644
radius2_slope_median_px2_per_s,any_abrupt_drop,48,-0.2300083065954559,0.11578662863141564,0.2300083065954559
diffusion_proxy_median_um2_per_s,any_abrupt_drop,48,-0.2300083065954559,0.11578662863141564,0.2300083065954559
diffusion_proxy_abs_median_um2_per_s,roi_norm_mean_delta_last_minus_first,48,-0.22828918801563175,0.11861097890470386,0.22828918801563175
diffusion_proxy_abs_median_um2_per_s,low_rank_dmd_particle_mse_mean,48,0.21982197134172818,0.13328913121672079,0.21982197134172818
q70_radius2_slope_bootstrap_p50_px2_per_s,any_abrupt_drop,48,-0.21790260624832666,0.1367976942434586,0.21790260624832666
roi_norm_mean_delta_last_minus_first,future_any_drop_within_8cycles,48,-0.21657483353322227,0.13926484821663487,0.21657483353322227
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,future_any_drop_within_16cycles,48,0.2118515352707516,0.14831000770343974,0.2118515352707516
q70_radius2_slope_bootstrap_p50_px2_per_s,roi_norm_mean_delta_last_minus_first,48,-0.2085323491098567,0.15492100674258866,0.2085323491098567
radius2_slope_median_px2_per_s,roi_norm_mean_delta_last_minus_first,48,-0.20625271385149804,0.15958517564253336,0.20625271385149804
diffusion_proxy_median_um2_per_s,roi_norm_mean_delta_last_minus_first,48,-0.20625271385149804,0.15958517564253336,0.20625271385149804
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,any_abrupt_drop,48,-0.20579690590119742,0.16052995574767065,0.20579690590119742
phase_slope_abs_median_per_s,low_rank_dmd_particle_mse_mean,48,-0.1952887537993921,0.18345750963063315,0.1952887537993921
diffusion_proxy_abs_median_um2_per_s,roi_mean_delta_last_minus_first,48,-0.19083803734259663,0.1938438770493147,0.19083803734259663
phase_slope_abs_median_per_s,roi_norm_mean_delta_last_minus_first,48,-0.18703864524533215,0.20303503191164018,0.18703864524533215
phase_slope_positive_fraction,roi_mean_delta_last_minus_first,48,0.18600624654077036,0.20558468142766279,0.18600624654077036
radius2_slope_median_px2_per_s,future_any_drop_within_16cycles,48,0.18406772736639074,0.21043272126794127,0.18406772736639074
diffusion_proxy_median_um2_per_s,future_any_drop_within_16cycles,48,0.18406772736639074,0.21043272126794127,0.18406772736639074
q70_phase_slope_bootstrap_p50,future_any_drop_within_16cycles,48,-0.18406772736639074,0.21043272126794127,0.18406772736639074
phase_slope_median_per_s,future_any_drop_within_16cycles,48,-0.18059475137834566,0.21931715202186217,0.18059475137834566
persistence_particle_mse_mean,object_mean_residual,48,-0.17813721233174123,0.2257591374905269,0.17813721233174123
persistence_particle_mse_mean,object_mean_abs_z,48,-0.17531480677377334,0.23331727968748475,0.17531480677377334
radius2_slope_positive_fraction,transferred_masked_residual_signature,48,0.17259385851756212,0.24076625906421842,0.17259385851756212
radius2_slope_positive_fraction,transfer_rank,48,-0.17259385851756212,0.24076625906421842,0.17259385851756212
phase_slope_abs_median_per_s,persistence_particle_mse_mean,48,-0.16500217108119844,0.26239946807237613,0.16500217108119844
radius2_slope_positive_fraction,roi_norm_mean_delta_last_minus_first,48,-0.1619676238245865,0.2713988716973386,0.1619676238245865
q70_radius2_slope_bootstrap_p50_px2_per_s,future_any_drop_within_16cycles,48,0.159756895450075,0.2780823344457713,0.159756895450075
threshold_robust_phase_score,low_rank_dmd_particle_mse_mean,48,-0.15963513125706966,0.2784535715726364,0.15963513125706966
phase_slope_abs_median_per_s,any_abrupt_drop,48,0.15333887106363725,0.2980943667614355,0.15333887106363725
threshold_robust_diffusion_score,future_any_drop_within_8cycles,48,-0.14951177810349567,0.3104594279885433,0.14951177810349567
radius2_slope_positive_fraction,any_abrupt_drop,48,-0.14837676409706288,0.3141886070382745,0.14837676409706288
threshold_robust_diffusion_score,low_rank_dmd_particle_mse_mean,48,-0.13795912334283442,0.34973896001373367,0.13795912334283442
roi_norm_mean_delta_last_minus_first,persistence_particle_mse_mean,48,-0.13775510204081634,0.35045891923156974,0.13775510204081634
persistence_particle_mse_mean,roi_norm_mean_delta_last_minus_first,48,-0.13775510204081634,0.35045891923156974,0.13775510204081634
phase_slope_median_per_s,object_mean_residual,48,0.13699522362136343,0.3531483988535491,0.13699522362136343
threshold_robust_diffusion_score,transferred_masked_residual_signature,48,-0.130512327146472,0.3766037625844802,0.130512327146472
threshold_robust_diffusion_score,transfer_rank,48,0.130512327146472,0.3766037625844802,0.130512327146472
threshold_robust_diffusion_score,persistence_particle_mse_mean,48,-0.12672042262187153,0.39074342882325463,0.12672042262187153
phase_slope_median_per_s,transferred_masked_residual_signature,48,-0.12633480631129038,0.39219860875655016,0.12633480631129038
phase_slope_median_per_s,transfer_rank,48,0.12633480631129038,0.39219860875655016,0.12633480631129038
q70_phase_slope_bootstrap_p50,transferred_masked_residual_signature,48,-0.12241407094300893,0.4071736786343668,0.12241407094300893
q70_phase_slope_bootstrap_p50,transfer_rank,48,0.12241407094300893,0.4071736786343668,0.12241407094300893
phase_slope_median_per_s,object_mean_abs_z,48,0.1202778983933999,0.41546950189054127,0.1202778983933999
radius2_slope_median_px2_per_s,transferred_masked_residual_signature,48,0.11980024736415464,0.4173375750414087,0.11980024736415464
radius2_slope_median_px2_per_s,transfer_rank,48,-0.11980024736415464,0.4173375750414087,0.11980024736415464
diffusion_proxy_median_um2_per_s,transferred_masked_residual_signature,48,0.11980024736415464,0.4173375750414087,0.11980024736415464
diffusion_proxy_median_um2_per_s,transfer_rank,48,-0.11980024736415464,0.4173375750414087,0.11980024736415464
roi_norm_mean_delta_last_minus_first,low_rank_dmd_particle_mse_mean,48,-0.11854103343465046,0.4222851897797893,0.11854103343465046
low_rank_dmd_particle_mse_mean,roi_norm_mean_delta_last_minus_first,48,-0.11854103343465046,0.4222851897797893,0.11854103343465046
q70_radius2_slope_bootstrap_p50_px2_per_s,transferred_masked_residual_signature,48,0.11587951199587322,0.43285128860431016,0.11587951199587322
q70_radius2_slope_bootstrap_p50_px2_per_s,transfer_rank,48,-0.11587951199587322,0.43285128860431016,0.11587951199587322
threshold_robust_diffusion_score,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,-0.1146673232979403,0.4377122030885267,0.1146673232979403
q70_phase_slope_bootstrap_p50,object_mean_residual,48,0.1144159791576205,0.43872388804718787,0.1144159791576205
roi_norm_mean_delta_last_minus_first,object_mean_abs_z,48,-0.11235345201910552,0.447074673012891,0.11235345201910552
persistence_particle_mse_mean,transferred_masked_residual_signature,48,0.10890931578559514,0.4612121827533923,0.10890931578559514
persistence_particle_mse_mean,transfer_rank,48,-0.10890931578559514,0.4612121827533923,0.10890931578559514
radius2_slope_positive_fraction,future_any_drop_within_16cycles,48,0.10432025886103326,0.48041869818069033,0.10432025886103326
low_rank_dmd_particle_mse_mean,future_any_drop_within_16cycles,48,0.10071630365330815,0.4957925783245242,0.10071630365330815
q70_phase_slope_bootstrap_p50,object_mean_abs_z,48,0.0996526270082501,0.5003780694758674,0.0996526270082501
radius2_slope_positive_fraction,object_mean_abs_z,48,0.09945183149798456,0.5012461288660458,0.09945183149798456
phase_slope_positive_fraction,object_mean_residual,48,0.09919881732152479,0.5023410321286162,0.09919881732152479
q70_phase_slope_bootstrap_p50,roi_norm_mean_delta_last_minus_first,48,0.09834997828918801,0.506023246076295,0.09834997828918801
threshold_robust_diffusion_score,roi_mean_delta_last_minus_first,48,-0.09577327570907514,0.5172843486869364,0.09577327570907514
diffusion_proxy_abs_median_um2_per_s,transferred_masked_residual_signature,48,-0.09540456062818134,0.5189059602439157,0.09540456062818134
diffusion_proxy_abs_median_um2_per_s,transfer_rank,48,0.09540456062818134,0.5189059602439157,0.09540456062818134
radius2_slope_median_px2_per_s,roi_mean_delta_last_minus_first,48,-0.09368215371254884,0.5265145992793825,0.09368215371254884
diffusion_proxy_median_um2_per_s,roi_mean_delta_last_minus_first,48,-0.09368215371254884,0.5265145992793825,0.09368215371254884
q70_radius2_slope_bootstrap_p50_px2_per_s,roi_mean_delta_last_minus_first,48,-0.09335649153278333,0.5279593616272968,0.09335649153278333
phase_slope_abs_median_per_s,object_mean_residual,48,0.0922709509335649,0.5327893023973637,0.0922709509335649
phase_slope_median_per_s,roi_norm_mean_delta_last_minus_first,48,0.0906426400347373,0.5400745071218899,0.0906426400347373
radius2_slope_positive_fraction,object_mean_residual,48,0.08809554548182127,0.5515662017256515,0.08809554548182127
phase_slope_abs_median_per_s,object_mean_abs_z,48,0.08782023447676944,0.5528152404012564,0.08782023447676944
diffusion_proxy_abs_median_um2_per_s,object_mean_residual,48,-0.0864090316977855,0.5592385983474225,0.0864090316977855
low_rank_dmd_particle_mse_mean,object_mean_abs_z,48,-0.08488927485887972,0.5661949867488139,0.08488927485887972
threshold_robust_phase_score,roi_norm_mean_delta_last_minus_first,48,0.08448716470612258,0.5680422605620705,0.08448716470612258
roi_norm_mean_delta_last_minus_first,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,-0.08445505861919235,0.5681898744186953,0.08445505861919235
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,roi_norm_mean_delta_last_minus_first,48,-0.08445505861919235,0.5681898744186953,0.08445505861919235
roi_norm_mean_delta_last_minus_first,transferred_masked_residual_signature,48,-0.08407799178647946,0.569924837358856,0.08407799178647946
roi_norm_mean_delta_last_minus_first,transfer_rank,48,0.08407799178647946,0.569924837358856,0.08407799178647946
threshold_robust_diffusion_score,any_abrupt_drop,48,0.08072877202794325,0.5854414488569846,0.08072877202794325
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,transferred_masked_residual_signature,48,0.07754343283934374,0.6003723248802035,0.07754343283934374
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,transfer_rank,48,-0.07754343283934374,0.6003723248802035,0.07754343283934374
phase_slope_positive_fraction,object_mean_abs_z,48,0.07631199120911838,0.6061888235070656,0.07631199120911838
low_rank_dmd_particle_mse_mean,roi_mean_delta_last_minus_first,48,-0.067629179331307,0.6478713028303507,0.067629179331307
threshold_robust_phase_score,object_mean_residual,48,0.06602595905054309,0.6556909157811378,0.06602595905054309
radius2_slope_positive_fraction,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,48,0.06392127326919642,0.6660119433079158,0.06392127326919642
threshold_robust_diffusion_score,roi_norm_mean_delta_last_minus_first,48,-0.06064554930104134,0.6821973255030738,0.06064554930104134
persistence_particle_mse_mean,roi_mean_delta_last_minus_first,48,-0.051237516283108984,0.7294524742297859,0.051237516283108984
diffusion_proxy_abs_median_um2_per_s,object_mean_abs_z,48,-0.04939209726443768,0.7388460909710222,0.04939209726443768
threshold_robust_phase_score,object_mean_abs_z,48,0.04924798096944292,0.7395812862025649,0.04924798096944292
q70_radius2_slope_bootstrap_p50_px2_per_s,object_mean_residual,48,-0.047112462006079034,0.7505020772956768,0.047112462006079034
radius2_slope_median_px2_per_s,object_mean_residual,48,-0.04363873208858011,0.7683691621113425,0.04363873208858011
diffusion_proxy_median_um2_per_s,object_mean_residual,48,-0.04363873208858011,0.7683691621113425,0.04363873208858011
low_rank_dmd_particle_mse_mean,object_mean_residual,48,-0.04353017802865827,0.7689294844485044,0.04353017802865827
threshold_robust_diffusion_score,future_any_drop_within_16cycles,48,0.03821414539848881,0.7965067452693397,0.03821414539848881
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,roi_mean_delta_last_minus_first,48,-0.03549717759444203,0.8106989791346031,0.03549717759444203
phase_slope_positive_fraction,transferred_masked_residual_signature,48,0.03423878659236211,0.8172929966894835,0.03423878659236211
phase_slope_positive_fraction,transfer_rank,48,-0.03423878659236211,0.8172929966894835,0.03423878659236211
radius2_slope_positive_fraction,roi_mean_delta_last_minus_first,48,-0.03373154262226724,0.8199545418917698,0.03373154262226724
q70_radius2_slope_bootstrap_p50_px2_per_s,object_mean_abs_z,48,-0.03267477203647416,0.8255059044582708,0.03267477203647416
threshold_robust_phase_score,transferred_masked_residual_signature,48,0.027891383885342822,0.8507355333741423,0.027891383885342822
threshold_robust_phase_score,transfer_rank,48,-0.027891383885342822,0.8507355333741423,0.027891383885342822
threshold_robust_phase_score,roi_mean_delta_last_minus_first,48,-0.026714450536897374,0.8569669190464945,0.026714450536897374
radius2_slope_median_px2_per_s,object_mean_abs_z,48,-0.025944420321320015,0.861048612074651,0.025944420321320015
diffusion_proxy_median_um2_per_s,object_mean_abs_z,48,-0.025944420321320015,0.861048612074651,0.025944420321320015
phase_slope_abs_median_per_s,future_any_drop_within_16cycles,48,0.017364879940225543,0.906745227930594,0.017364879940225543
roi_norm_mean_delta_last_minus_first,object_mean_residual,48,0.015740338688666956,0.9154362199988612,0.015740338688666956
low_rank_dmd_particle_mse_mean,any_abrupt_drop,48,-0.012105700347129258,0.934914801025994,0.012105700347129258
phase_slope_median_per_s,roi_mean_delta_last_minus_first,48,-0.004776378636561007,0.9742969322705574,0.004776378636561007
q70_phase_slope_bootstrap_p50,roi_mean_delta_last_minus_first,48,0.004233608336951802,0.9772169184635894,0.004233608336951802
