roi_id,cycleNo,cohort_role,is_event_roi,event_reference_cycle,validation_score,front_quality_score,degradation_mode_hypothesis,timing_elapsed_s,thresholds_finite,phase_slope_median_per_s,phase_slope_iqr_per_s,phase_slope_positive_fraction,phase_slope_negative_fraction,phase_slope_abs_median_per_s,radius2_slope_median_px2_per_s,radius2_slope_iqr_px2_per_s,radius2_slope_positive_fraction,radius2_slope_negative_fraction,diffusion_proxy_median_um2_per_s,diffusion_proxy_iqr_um2_per_s,default_q70_diffusion_proxy_um2_per_s,q70_phase_slope_bootstrap_p05,q70_phase_slope_bootstrap_p50,q70_phase_slope_bootstrap_p95,q70_radius2_slope_bootstrap_p05_px2_per_s,q70_radius2_slope_bootstrap_p50_px2_per_s,q70_radius2_slope_bootstrap_p95_px2_per_s,threshold_robust_phase_score,diffusion_proxy_abs_median_um2_per_s,threshold_robust_diffusion_score,cycleNo_recon,source_stem,local_cycle_index,front_candidate_rank,object_candidate_rank,validation_score_recon,transfer_rank,transferred_masked_residual_signature,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,object_mean_abs_z,object_mean_residual,roi_mean_delta_last_minus_first,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,first_frame_index,last_frame_index,low_rank_dmd_particle_mse_mean,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,low_rank_dmd_particle_mse_fraction_of_full_mean,low_rank_dmd_particle_mask_area_fraction_mean,low_rank_dmd_mask_fallback_used_mean,persistence_particle_mse_mean,persistence_particle_to_nonparticle_mse_ratio_mean,persistence_particle_mse_fraction_of_full_mean,persistence_particle_mask_area_fraction_mean,persistence_mask_fallback_used_mean,velocity_particle_mse_mean,velocity_particle_to_nonparticle_mse_ratio_mean,velocity_particle_mse_fraction_of_full_mean,velocity_particle_mask_area_fraction_mean,velocity_mask_fallback_used_mean,front_physics_review_score
cycle40_rank8_obj3,40.0,transfer_warning,0,40.0,,,,9322.243530232,7,1.2572894658880078e-06,4.3942101753470245e-07,1.0,0.0,1.2572894658880078e-06,0.0011306406741123,0.0020274364666146,0.7142857142857143,0.2857142857142857,2.604996113154949e-06,4.671213619080181e-06,2.604996113154949e-06,-8.0901232384024e-07,1.1531738219556315e-06,3.5346584274645115e-06,0.0008759874359082,0.001134214623247,0.0013399427879879,0.6145833333333333,2.604996113154949e-06,-0.0625,40.0,5_c2_x10_260623,5,8,3,26.09069854419696,8,0.7842017555889671,0,0,0,30.30314064025879,12388.37890625,0.03271484375,-0.0001339614391326,0.2500000000000227,4639,5566,0.005379147529311,7.268226265330811,3.509034188279235,0.1597866482204861,0.0,9.658656881583738e-05,1.092684136316824,0.936738418524058,0.1597866482204861,0.0,0.0002527307360651,0.9934530514892554,0.8674214777774755,0.1597866482204861,0.0,1.6458333333333335
cycle153_rank7_obj4,153.0,transfer_warning,0,153.0,,,,12441.275319136,7,-4.713112166780789e-06,5.589300303356699e-06,0.0,1.0,4.713112166780789e-06,0.0047779083988038,0.0068490032569478,1.0,0.0,1.100830095084398e-05,1.5780103504007853e-05,1.100830095084398e-05,-7.324681819141569e-06,-4.871765363274949e-06,-2.287048767954825e-06,0.0022795484236977,0.0050781485625768,0.0074393903147789,0.59375,1.100830095084398e-05,0.59375,153.0,17_c2_x10_HighHighCOV_150723,7,7,4,23.6125928020467,7,0.8710369083836372,1,1,0,17.064634323120117,5706.380859375,-22.9189453125,-0.0011079907417297,0.2121320343559321,8663,9900,0.0131884730362799,7.655747724735359,3.4550383832806437,0.1763102213541666,0.0,0.0019450141777497,3.3321591519726943,1.87764331621579,0.1763102213541666,0.0,0.004556256580372,3.1974881767693315,1.70091652171847,0.1763102213541666,0.0,2.7604166666666665
cycle147_rank11_obj1,147.0,transfer_warning,0,147.0,,,,12424.30955664,7,2.9196749395072232e-06,2.314375289786822e-06,1.0,0.0,2.9196749395072232e-06,-0.0053246065566069,0.0012570941772911,0.0,1.0,-1.2267893506422475e-05,2.8963449844787746e-06,-1.2267893506422475e-05,-8.552571927507644e-07,2.7760631038593667e-06,6.366328551046061e-06,-0.006351007747159,-0.005354732964919,-0.0042434383892967,0.5729166666666666,1.2267893506422475e-05,1.0729166666666663,147.0,17_c2_x10_HighHighCOV_150723,1,11,1,24.26761527106625,11,0.6943342227566772,0,1,0,22.65635299682617,8326.810546875,20.14453125,0.0024749115109443,0.2121320343559321,1237,2474,0.0022355726814566,6.368841513512638,3.649865003727818,0.1398688422309028,0.0,0.0001478914493873,1.4605352983716706,1.169567937228312,0.1398688422309028,0.0,0.0004118019169254,1.3736152439662848,1.1074928958181158,0.1398688422309028,0.0,1.5520833333333335
cycle40_rank8_obj1,40.0,transfer_warning,0,40.0,,,,9322.243530232,7,1.8999294020920252e-06,1.237634687905329e-06,1.0,0.0,1.8999294020920252e-06,0.0019820891529404,0.0008470269178877,1.0,0.0,4.56673340837489e-06,1.951550018813489e-06,3.5570844096899108e-06,2.86790574555961e-07,1.877622392850441e-06,3.645945570558203e-06,0.0001912758742315,0.0015593678782454,0.0029879156766915,0.5520833333333333,4.56673340837489e-06,0.8645833333333333,40.0,5_c2_x10_260623,5,8,1,25.23539654321421,8,0.7842017555889671,0,0,0,26.217365264892575,10660.646484375,0.853515625,-0.0001740977168083,0.2500000000000227,4639,5566,0.0041175940677931,6.75630128727381,3.4951423912228425,0.1620042588975694,0.0,0.0001084087182334,1.1053324134286275,0.9456390620128164,0.1620042588975694,0.0,0.0002859486403394,0.997027827813531,0.8761090424593571,0.1620042588975694,0.0,1.65625
cycle154_rank6_obj2,154.0,transfer_warning,0,154.0,,,,12443.325540528,7,1.7219407685915105e-06,1.1851004977345526e-06,1.0,0.0,1.7219407685915105e-06,0.0061058327686269,0.0029376857025295,1.0,0.0,1.406783869891657e-05,6.768427858628037e-06,1.406783869891657e-05,-1.5896096644842817e-06,1.609387286738729e-06,5.168097294989037e-06,0.0021063002299628,0.0057587850500573,0.009918770089607,0.53125,1.406783869891657e-05,0.8020833333333334,154.0,17_c2_x10_HighHighCOV_150723,8,6,2,24.22153496487533,6,1.0097002411185476,1,1,0,20.11772918701172,7686.73583984375,-9.7666015625,-0.000544436275959,0.2828427124746029,9901,11138,0.0117015752912266,8.299467843987474,4.237829369491917,0.1074422200520833,0.0,0.0011982445051899,4.7017600885128585,2.479004631834703,0.1074422200520833,0.0,0.0024128500956521,3.872387507657842,1.9299336298784224,0.1074422200520833,0.0,2.8125000000000004
cycle153_rank7_obj2,153.0,transfer_warning,0,153.0,,,,12441.275319136,7,2.494765311742836e-06,1.967771358343022e-06,1.0,0.0,2.494765311742836e-06,0.0090995726085765,0.0045480677613621,1.0,0.0,2.0965415290160466e-05,1.04787481221784e-05,2.0965415290160466e-05,-1.0690547851440505e-06,2.604444963852125e-06,5.467188800585279e-06,0.0062569716344396,0.0092192837343874,0.0123376224480401,0.53125,2.0965415290160466e-05,0.7604166666666666,153.0,17_c2_x10_HighHighCOV_150723,7,7,2,23.93590826727076,7,0.8710369083836372,1,1,0,18.71480941772461,7020.06103515625,-1.01953125,-4.095584154129028e-05,0.2121320343559321,8663,9900,0.0113511280214879,12.45389217769849,3.7488878547316977,0.1297946506076389,0.0,0.0046029147752051,4.254203255273181,2.0590820646892443,0.1297946506076389,0.0,0.0094938224522138,4.315998954600457,1.8305050069597093,0.1297946506076389,0.0,2.7291666666666665
cycle146_rank2_obj3,146.0,transfer_warning,0,146.0,,,,12394.593684328,7,1.9851639780575305e-06,1.6408605823551048e-06,1.0,0.0,1.9851639780575305e-06,-0.0040261621747329,0.0013442904006293,0.0,1.0,-9.276277650584762e-06,3.097245083049965e-06,-9.276277650584762e-06,-1.8628986352137704e-06,1.6729189982764654e-06,5.211560805344128e-06,-0.0053431610384056,-0.0039519636172608,-0.0026525003532939,0.5104166666666667,9.276277650584762e-06,0.90625,146.0,17_c2_x10_HighHighCOV_150723,0,2,3,24.25844097336723,2,3.21719464829548,0,1,0,20.72759437561035,7995.30517578125,1.244140625,0.0001105815172195,0.25,0,1236,0.0030445552092714,9.109013924908997,4.090669626269558,0.1435004340277777,0.0,0.000150290466081,1.6133980696897532,1.2067346727195645,0.1435004340277777,0.0,0.0003771913798118,1.4263829975700364,1.1017837909643824,0.1435004340277777,0.0,2.1770833333333335
cycle40_rank8_obj2,40.0,transfer_warning,0,40.0,,,,9322.243530232,7,9.600876407879318e-07,5.400662179623426e-07,1.0,0.0,9.600876407879318e-07,-0.0006508661074446,0.0010218501816552,0.2857142857142857,0.7142857142857143,-1.499595511552432e-06,2.3543428185337127e-06,-1.499595511552432e-06,-5.26338851802982e-07,9.84301097656836e-07,2.508335499000078e-06,-0.0011469159446143,-0.0006479573412437,-0.0002649323350044,0.5104166666666666,1.499595511552432e-06,0.0208333333333333,40.0,5_c2_x10_260623,5,8,2,24.719680022265944,8,0.7842017555889671,0,0,0,15.645694732666016,4437.248046875,11.642578125,0.0005745068192481,0.2500000000000227,4639,5566,0.0027451853165985,11.29522963892633,3.6864794736324993,0.19732666015625,0.0,4.428446339943548e-05,1.3245524677350522,1.0890828822053256,0.19732666015625,0.0,0.0001064034931914,1.083446010182434,0.9279187671552008,0.19732666015625,0.0,1.03125
cycle146_rank2_obj4,146.0,transfer_warning,0,146.0,,,,12394.593684328,7,1.7641472478071345e-06,1.6840310416904489e-06,1.0,0.0,1.7641472478071345e-06,-0.0021407623641096,0.0040416573238207,0.0,1.0,-4.9323164869086005e-06,9.311978474083112e-06,-4.9323164869086005e-06,-8.770907519458258e-07,1.5058845307558427e-06,3.936379297180856e-06,-0.0024849692220526,-0.0021438641560287,-0.0018376633788511,0.4270833333333333,4.9323164869086005e-06,0.4479166666666666,146.0,17_c2_x10_HighHighCOV_150723,0,2,4,25.08453257672064,2,3.21719464829548,0,1,0,13.690568923950195,3634.32275390625,22.1884765625,0.0009467750787734,0.25,0,1236,0.0032383133730036,12.647999494324008,3.848557550686509,0.1935221354166666,0.0,7.71824003322763e-05,1.7037625333952502,1.222751580307011,0.1935221354166666,0.0,0.0001906999395941,1.4846930435515366,1.1109895811541743,0.1935221354166666,0.0,2.03125
cycle155_rank10_obj4,155.0,transfer_warning,0,155.0,,,,12444.43306612,7,-2.280259932039236e-06,2.531960208627933e-06,0.0,1.0,2.280259932039236e-06,0.0011999480872634,0.0026124683662261,0.7142857142857143,0.2857142857142857,2.7646803930549897e-06,6.019127115785047e-06,2.7646803930549897e-06,-4.4863570000488906e-06,-2.3075597984627474e-06,-3.523882898232881e-08,-0.0011123020339053,0.0011203545620258,0.0039563405015923,0.3229166666666666,2.7646803930549897e-06,-0.0833333333333333,155.0,17_c2_x10_HighHighCOV_150723,9,10,4,23.285963487547505,10,0.7426923860413742,1,1,0,15.451332092285156,5227.31103515625,19.337890625,0.0008869022130966,0.1802775637731301,11139,12376,0.0054466440487885,6.502394751756517,3.345670211650285,0.1734110514322916,0.0,0.0022729392702558,4.723187639755882,2.2983377297886616,0.1734110514322916,0.0,0.0050054796643053,4.977366532892349,2.325538623310985,0.1734110514322916,0.0,1.3645833333333333
cycle151_rank4_obj1,151.0,transfer_warning,0,151.0,,,,12438.259448892,7,9.446684719519224e-07,1.1257804016682544e-06,0.8571428571428571,0.1428571428571428,9.446684719519224e-07,0.001411542967969,0.0012169770720114,1.0,0.0,3.2521949982006607e-06,2.803915173914284e-06,3.2521949982006607e-06,-1.376992259670513e-06,9.754600802588925e-07,3.1135156648291254e-06,-5.104747401876375e-05,0.0014246117960208,0.0029734225766776,-0.0833333333333333,3.2521949982006607e-06,0.6354166666666667,151.0,17_c2_x10_HighHighCOV_150723,5,4,1,24.793334808325397,4,1.4388691546947752,1,1,0,23.38615608215332,7941.5087890625,-3.3271484375,-0.0004784315824508,0.2500000000000227,6188,7425,0.0061742809557472,9.9780718384747,4.435078371157281,0.1378987630208333,0.0,0.0010426422995806,2.3403474232659227,1.563289421986431,0.1378987630208333,0.0,0.0022539894926012,2.5182389737272537,1.6346991774399813,0.1378987630208333,0.0,1.9895833333333335
cycle154_rank6_obj3,154.0,transfer_warning,0,154.0,,,,12443.325540528,7,-2.4222712475944126e-06,3.461473245993314e-06,0.1428571428571428,0.8571428571428571,2.4222712475944126e-06,0.0011627388490553,0.0012625682112605,0.7142857142857143,0.2857142857142857,2.6789503082236144e-06,2.908957158744385e-06,2.6789503082236144e-06,-4.604389813622773e-06,-2.51567962528064e-06,-7.82490784479724e-07,0.0007144327328334,0.0011642488245053,0.0016620284246377,-0.1249999999999999,2.6789503082236144e-06,0.0624999999999999,154.0,17_c2_x10_HighHighCOV_150723,8,6,3,25.70071857444932,6,1.0097002411185476,1,1,0,28.710601806640625,11474.6845703125,-9.1484375,-0.000441052019596,0.2828427124746029,9901,11138,0.0088957665284397,12.603227363955522,2.768289357761468,0.1834716796875,0.0,0.0003753105327177,3.3428588721758272,1.7125739371614332,0.1834716796875,0.0,0.000744391240687,3.110164908491152,1.480105140506229,0.1834716796875,0.0,1.885416666666667
cycle152_rank5_obj3,152.0,transfer_warning,0,152.0,,,,12557.445742552,7,-2.1025863546349785e-06,2.693457865689631e-06,0.1428571428571428,0.8571428571428571,2.1025863546349785e-06,0.000583114018154,0.0008511742613439,0.7142857142857143,0.2857142857142857,1.3434946978268669e-06,1.961105498136376e-06,1.3434946978268669e-06,-4.62292799467971e-06,-2.2646269596417405e-06,3.8743522984068564e-08,-6.232077548830647e-06,0.0005808650636739,0.0011663635779646,-0.1458333333333334,1.3434946978268669e-06,0.0416666666666666,152.0,17_c2_x10_HighHighCOV_150723,6,5,3,26.373247027867063,5,1.1876601241161993,1,1,0,30.68789291381836,11629.99609375,-10.50341796875,-0.000570610165596,0.2915475947422533,7426,8662,0.01099443219573,16.09290014502636,3.859231673539731,0.1234130859375,0.0,0.0005377065664333,2.777739493916242,1.7643531010035276,0.1234130859375,0.0,0.0012447942472135,2.897541015548865,1.719339392516826,0.1234130859375,0.0,1.9270833333333335
cycle153_rank7_obj3,153.0,transfer_warning,0,153.0,,,,12441.275319136,7,-2.358105842964088e-06,3.833672939207291e-06,0.2857142857142857,0.7142857142857143,2.358105842964088e-06,0.0031654093063493,0.0088238709582103,0.7142857142857143,0.2857142857142857,7.293103041828939e-06,2.0330198687716687e-05,7.293103041828939e-06,-3.793068206556368e-06,-2.335614044267155e-06,-9.876995191379731e-07,0.0006973316811325,0.0031533127964959,0.0052371875835739,-0.3020833333333333,7.293103041828939e-06,0.0,153.0,17_c2_x10_HighHighCOV_150723,7,7,3,24.798684599240847,7,0.8710369083836372,1,1,0,14.271251678466797,3723.540771484375,-20.39453125,-0.0009819716215133,0.2121320343559321,8663,9900,0.010196704606642,19.141551532102707,4.224325159299348,0.1829969618055555,0.0,0.0019238008262618,5.7118952837910815,2.225438811410111,0.1829969618055555,0.0,0.0048540164684709,6.129974896704382,2.083787661501104,0.1829969618055555,0.0,2.21875
cycle153_rank7_obj1,153.0,transfer_warning,0,153.0,,,,12441.275319136,7,-9.976217790658355e-07,4.336198394098908e-06,0.4285714285714285,0.5714285714285714,2.507300439164271e-06,0.006414430590017,0.0027934677834188,1.0,0.0,1.4778848079399394e-05,6.436149772997048e-06,1.4778848079399394e-05,-3.534755319476188e-06,-1.1873315254699035e-06,9.39289698266298e-07,0.0046163542357347,0.0066106066986623,0.0081755349202239,-0.3333333333333333,1.4778848079399394e-05,0.8437499999999999,153.0,17_c2_x10_HighHighCOV_150723,7,7,1,24.64300320224848,7,0.8710369083836372,1,1,0,23.28520393371582,8778.7138671875,-9.7548828125,-0.0008545443415641,0.2121320343559321,8663,9900,0.008984270854853,11.299410337375743,3.739685276883567,0.1937154134114583,0.0,0.0024888799000564,3.43576916777884,1.7217116756222994,0.1937154134114583,0.0,0.0059103458970639,3.5176650693658003,1.6931839667276294,0.1937154134114583,0.0,2.34375
cycle151_rank4_obj4,151.0,transfer_warning,0,151.0,,,,12438.259448892,7,-5.815024467303143e-07,1.3669363585514862e-06,0.2857142857142857,0.7142857142857143,7.78829734416293e-07,0.0010079017799804,0.000815853485544,0.8571428571428571,0.1428571428571428,2.322205701075035e-06,1.879726430693588e-06,2.322205701075035e-06,-3.453981326475181e-06,-6.290016680735006e-07,1.977896147719344e-06,0.0003976574068219,0.00091605819936,0.0015949523910049,-0.34375,2.322205701075035e-06,0.3645833333333333,151.0,17_c2_x10_HighHighCOV_150723,5,4,4,24.049243565455733,4,1.4388691546947752,1,1,0,22.9150505065918,7748.6845703125,3.546875,0.0001768469810485,0.2500000000000227,6188,7425,0.0097698855242924,13.372997687047384,3.366873276247504,0.1574028862847222,0.0,0.0004891058458724,2.440610901765466,1.5744028659635376,0.1574028862847222,0.0,0.0013111901594129,2.518426226846844,1.5615980563912544,0.1574028862847222,0.0,1.9895833333333335
cycle155_rank10_obj1,155.0,transfer_warning,0,155.0,,,,12444.43306612,7,-1.1456991870567262e-06,1.926104430490163e-06,0.2857142857142857,0.7142857142857143,1.1456991870567262e-06,0.0004232246397482,0.0043146587707289,0.5714285714285714,0.4285714285714285,9.751095699800706e-07,9.940973807759394e-06,9.751095699800706e-07,-2.823444515748153e-06,-1.1637488646727938e-06,6.129919126075614e-07,-0.001701399434684,0.0005928545650485,0.0023328287919097,-0.3437500000000001,9.751095699800706e-07,-0.7083333333333333,155.0,17_c2_x10_HighHighCOV_150723,9,10,1,24.60073868554239,10,0.7426923860413742,1,1,0,14.979876518249512,4520.5576171875,20.283203125,0.0009278282523155,0.1802775637731301,11139,12376,0.0058384288277011,17.99198264261387,3.5950345695581394,0.2335747612847222,0.0,0.0016507041875684,6.169459033607971,2.3079173420221197,0.2335747612847222,0.0,0.0035831675086228,6.635112128071367,2.3706091296088108,0.2335747612847222,0.0,0.96875
cycle154_rank6_obj4,154.0,transfer_warning,0,154.0,,,,12443.325540528,7,-1.2899862936181575e-06,2.1921689880618657e-06,0.2857142857142857,0.7142857142857143,1.2899862936181575e-06,0.0021033269523847,0.0060982425479016,0.7142857142857143,0.2857142857142857,4.84606529829449e-06,1.4050350830365457e-05,4.84606529829449e-06,-2.559791658849265e-06,-1.2629728221932458e-06,2.9385349314848023e-08,-0.0001509047191513,0.0021400498293116,0.0042115582656735,-0.40625,4.84606529829449e-06,-0.1041666666666667,154.0,17_c2_x10_HighHighCOV_150723,8,6,4,24.682080719034797,6,1.0097002411185476,1,1,0,15.381922721862791,4260.36083984375,-8.3779296875,-0.0003932118415832,0.2828427124746029,9901,11138,0.0068573283060686,22.87371144153298,4.070930039005906,0.2118259006076389,0.0,0.0004401568754701,4.352239960725496,1.9638121784269444,0.2118259006076389,0.0,0.0008846005830491,3.6461950716554994,1.6579698796186364,0.2118259006076389,0.0,1.84375
cycle152_rank5_obj1,152.0,transfer_warning,0,152.0,,,,12557.445742552,7,-1.0783074451956189e-07,2.1013745410105157e-06,0.4285714285714285,0.5714285714285714,1.2964135656108894e-06,0.0025058447891082,0.0011216000694965,1.0,0.0,5.773466394105487e-06,2.58416656012012e-06,5.773466394105487e-06,-2.287079935505387e-06,1.3511689838735609e-07,2.6528722496330166e-06,0.0009517747955842,0.0026713186365799,0.0047612905223879,-0.4375,5.773466394105487e-06,0.8854166666666666,152.0,17_c2_x10_HighHighCOV_150723,6,5,1,25.32243266860752,5,1.1876601241161993,1,1,0,25.399866104125977,9596.337890625,-6.162109375,-0.000623732805252,0.2915475947422533,7426,8662,0.0058596056187525,10.186078572376504,4.702229890342781,0.1252780490451389,0.0,0.0008586156095589,2.269083003783916,1.5084487608664945,0.1252780490451389,0.0,0.0019826995740004,2.515675045649687,1.573117729540031,0.1252780490451389,0.0,1.9270833333333335
cycle152_rank5_obj4,152.0,transfer_warning,0,152.0,,,,12557.445742552,7,-7.878987964506837e-07,1.948113506812508e-06,0.2857142857142857,0.7142857142857143,8.884540166669413e-07,0.0008454955881923,0.0042849466960982,0.5714285714285714,0.4285714285714285,1.948021835195176e-06,9.872517187810365e-06,1.948021835195176e-06,-2.1293564305353918e-06,-6.859418959485785e-07,7.835868487989113e-07,-0.0012279242676332,0.0006915479494988,0.0025230406531262,-0.4895833333333333,1.948021835195176e-06,-0.5,152.0,17_c2_x10_HighHighCOV_150723,6,5,4,24.956694563620736,5,1.1876601241161993,1,1,0,14.761636734008787,3773.23681640625,-10.0205078125,-0.0005436539649963,0.2915475947422533,7426,8662,0.0066287732843193,18.42953586936468,4.283728223001893,0.1852654351128472,0.0,0.0004907719878701,2.795564206406661,1.597646625053314,0.1852654351128472,0.0,0.0011561146704934,3.234922952658276,1.5869374675276635,0.1852654351128472,0.0,1.5729166666666665
cycle154_rank6_obj1,154.0,transfer_warning,0,154.0,,,,12443.325540528,7,-6.813431404043722e-07,2.896526419691005e-06,0.4285714285714285,0.5714285714285714,1.6456965171529275e-06,0.0035923752659027,0.0015363663875513,1.0,0.0,8.276832612639884e-06,3.539788156918241e-06,8.276832612639884e-06,-2.877889489206373e-06,-8.13679478803066e-07,1.5212978987174104e-06,0.0018286873130333,0.0036882490731029,0.0055477029387105,-0.5625000000000001,8.276832612639884e-06,0.8645833333333333,154.0,17_c2_x10_HighHighCOV_150723,8,6,1,25.20795070859362,6,1.0097002411185476,1,1,0,25.08557891845703,9977.4794921875,-8.1630859375,-0.0004748553037643,0.2828427124746029,9901,11138,0.0072957834490807,13.132611673137854,3.880169000365546,0.1925048828125,0.0,0.0006863639212042,3.184256890566292,1.6807960630368033,0.1925048828125,0.0,0.0014521266671181,2.8539242125092903,1.528699207390276,0.1925048828125,0.0,2.0104166666666665
cycle155_rank10_obj2,155.0,transfer_warning,0,155.0,,,,12444.43306612,7,-9.068969438737752e-07,2.207991539232037e-06,0.2857142857142857,0.7142857142857143,9.232735101187772e-07,0.0031774687687485,0.001342333843924,1.0,0.0,7.320888043196729e-06,3.092737176401011e-06,7.320888043196729e-06,-3.2612710150864567e-06,-9.057986275740812e-07,1.4957404750582355e-06,0.0015902574067076,0.0031454842958586,0.0046606799253559,-0.5729166666666667,7.320888043196729e-06,0.8645833333333334,155.0,17_c2_x10_HighHighCOV_150723,9,10,2,24.16321480439601,10,0.7426923860413742,1,1,0,21.85816764831543,8648.0859375,25.587890625,0.0015108585357666,0.1802775637731301,11139,12376,0.0085474300285568,12.208886619040216,3.67780553073062,0.201690673828125,0.0,0.0025250020903513,4.388574940825581,2.0469508236133853,0.201690673828125,0.0,0.0051824884994857,4.646738589813058,2.183239663500392,0.201690673828125,0.0,1.6770833333333335
