x,y,n,spearman_rho,p_value,abs_rho
roi_norm_mean_delta_last_minus_first,roi_mean_delta_last_minus_first,12,0.965034965034965,3.8809852996274686e-07,0.965034965034965
phase_slope_positive_fraction,persistence_particle_mse_mean,12,-0.8713730127868305,0.00022256682792694263,0.8713730127868305
phase_slope_median_per_s,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,-0.8671328671328673,0.00025981184986148114,0.8671328671328673
q70_phase_slope_bootstrap_p50,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,-0.8671328671328673,0.00025981184986148114,0.8671328671328673
phase_slope_median_per_s,low_rank_dmd_particle_mse_mean,12,-0.8391608391608393,0.0006428259886278207,0.8391608391608393
q70_phase_slope_bootstrap_p50,low_rank_dmd_particle_mse_mean,12,-0.8391608391608393,0.0006428259886278207,0.8391608391608393
phase_slope_positive_fraction,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,-0.8244829851929205,0.0009691393931400724,0.8244829851929205
low_rank_dmd_particle_mse_mean,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,0.8181818181818183,0.0011431050868040613,0.8181818181818183
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,low_rank_dmd_particle_mse_mean,12,0.8181818181818183,0.0011431050868040613,0.8181818181818183
threshold_robust_phase_score,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,-0.8111888111888113,0.001363315252727193,0.8111888111888113
persistence_particle_mse_mean,future_any_drop_within_8cycles,12,0.8079277521828625,0.0014765147278183058,0.8079277521828625
radius2_slope_median_px2_per_s,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,0.8041958041958043,0.001614768986069932,0.8041958041958043
diffusion_proxy_median_um2_per_s,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,0.8041958041958043,0.001614768986069932,0.8041958041958043
q70_radius2_slope_bootstrap_p50_px2_per_s,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,0.8041958041958043,0.001614768986069932,0.8041958041958043
radius2_slope_positive_fraction,low_rank_dmd_particle_mse_mean,12,0.7719345764047543,0.0032652886198781313,0.7719345764047543
radius2_slope_median_px2_per_s,low_rank_dmd_particle_mse_mean,12,0.7622377622377624,0.0039504489725426485,0.7622377622377624
diffusion_proxy_median_um2_per_s,low_rank_dmd_particle_mse_mean,12,0.7622377622377624,0.0039504489725426485,0.7622377622377624
q70_radius2_slope_bootstrap_p50_px2_per_s,low_rank_dmd_particle_mse_mean,12,0.7622377622377624,0.0039504489725426485,0.7622377622377624
phase_slope_median_per_s,persistence_particle_mse_mean,12,-0.7342657342657343,0.006543490146837886,0.7342657342657343
q70_phase_slope_bootstrap_p50,persistence_particle_mse_mean,12,-0.7342657342657343,0.006543490146837886,0.7342657342657343
radius2_slope_median_px2_per_s,persistence_particle_mse_mean,12,0.7272727272727274,0.007355028857805134,0.7272727272727274
diffusion_proxy_median_um2_per_s,persistence_particle_mse_mean,12,0.7272727272727274,0.007355028857805134,0.7272727272727274
q70_radius2_slope_bootstrap_p50_px2_per_s,persistence_particle_mse_mean,12,0.7272727272727274,0.007355028857805134,0.7272727272727274
radius2_slope_positive_fraction,persistence_particle_mse_mean,12,0.7193026734680664,0.008369441099472958,0.7193026734680664
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,persistence_particle_mse_mean,12,0.6923076923076924,0.012593030496094119,0.6923076923076924
persistence_particle_mse_mean,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,0.6923076923076924,0.012593030496094119,0.6923076923076924
radius2_slope_positive_fraction,future_any_drop_within_8cycles,12,0.6879240049741819,0.013404789624725548,0.6879240049741819
radius2_slope_positive_fraction,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,0.6877235317060538,0.01344281424030063,0.6877235317060538
phase_slope_positive_fraction,future_any_drop_within_8cycles,12,-0.6840122357203099,0.014161246767469356,0.6840122357203099
radius2_slope_median_px2_per_s,future_any_drop_within_8cycles,12,0.661031797240524,0.019257209258328703,0.661031797240524
diffusion_proxy_median_um2_per_s,future_any_drop_within_8cycles,12,0.661031797240524,0.019257209258328703,0.661031797240524
q70_radius2_slope_bootstrap_p50_px2_per_s,future_any_drop_within_8cycles,12,0.661031797240524,0.019257209258328703,0.661031797240524
phase_slope_positive_fraction,low_rank_dmd_particle_mse_mean,12,-0.6447378794162648,0.023604536789649022,0.6447378794162648
diffusion_proxy_abs_median_um2_per_s,future_any_drop_within_16cycles,12,0.6411188743387696,0.02465939984554777,0.6411188743387696
low_rank_dmd_particle_mse_mean,persistence_particle_mse_mean,12,0.6363636363636365,0.026096891052703155,0.6363636363636365
persistence_particle_mse_mean,low_rank_dmd_particle_mse_mean,12,0.6363636363636365,0.026096891052703155,0.6363636363636365
threshold_robust_phase_score,persistence_particle_mse_mean,12,-0.6293706293706295,0.028319671295760025,0.6293706293706295
persistence_particle_mse_mean,object_mean_residual,12,-0.6293706293706295,0.028319671295760025,0.6293706293706295
persistence_particle_mse_mean,future_any_drop_within_16cycles,12,0.5853694070049635,0.045541284105462536,0.5853694070049635
phase_slope_median_per_s,future_any_drop_within_8cycles,12,-0.5631011606122981,0.056606319196145394,0.5631011606122981
q70_phase_slope_bootstrap_p50,future_any_drop_within_8cycles,12,-0.5631011606122981,0.056606319196145394,0.5631011606122981
phase_slope_abs_median_per_s,low_rank_dmd_particle_mse_mean,12,-0.5594405594405596,0.05858947538856766,0.5594405594405596
phase_slope_abs_median_per_s,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,-0.5384615384615385,0.07089431754922315,0.5384615384615385
diffusion_proxy_abs_median_um2_per_s,any_abrupt_drop,12,-0.5182002205050366,0.08436211791688145,0.5182002205050366
threshold_robust_phase_score,any_abrupt_drop,12,0.5182002205050366,0.08436211791688145,0.5182002205050366
threshold_robust_phase_score,low_rank_dmd_particle_mse_mean,12,-0.5174825174825175,0.0848687711339348,0.5174825174825175
diffusion_proxy_abs_median_um2_per_s,object_mean_residual,12,-0.4895104895104896,0.10625237175934597,0.4895104895104896
phase_slope_abs_median_per_s,persistence_particle_mse_mean,12,-0.4755244755244756,0.11817595701303207,0.4755244755244756
persistence_particle_mse_mean,object_mean_abs_z,12,-0.4755244755244756,0.11817595701303207,0.4755244755244756
threshold_robust_phase_score,future_any_drop_within_16cycles,12,-0.4738704723373514,0.11964179850122245,0.4738704723373514
diffusion_proxy_abs_median_um2_per_s,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,0.4685314685314686,0.12445479118883412,0.4685314685314686
diffusion_proxy_abs_median_um2_per_s,persistence_particle_mse_mean,12,0.4685314685314686,0.12445479118883412,0.4685314685314686
phase_slope_positive_fraction,future_any_drop_within_16cycles,12,-0.46726931351599765,0.12561082779574637,0.46726931351599765
threshold_robust_phase_score,future_any_drop_within_8cycles,12,-0.4651705239840723,0.12754865893729217,0.4651705239840723
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,future_any_drop_within_8cycles,12,0.4651705239840723,0.12754865893729217,0.4651705239840723
roi_norm_mean_delta_last_minus_first,object_mean_abs_z,12,-0.46153846153846156,0.13094806950717278,0.46153846153846156
threshold_robust_diffusion_score,persistence_particle_mse_mean,12,-0.4545454545454546,0.13765791634772956,0.4545454545454546
phase_slope_positive_fraction,object_mean_residual,12,0.45327026674113163,0.13890497287247644,0.45327026674113163
roi_norm_mean_delta_last_minus_first,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,-0.44755244755244755,0.14458630130334763,0.44755244755244755
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,roi_norm_mean_delta_last_minus_first,12,-0.44755244755244755,0.14458630130334763,0.44755244755244755
radius2_slope_median_px2_per_s,roi_norm_mean_delta_last_minus_first,12,-0.41958041958041964,0.1745190081300595,0.41958041958041964
diffusion_proxy_median_um2_per_s,roi_norm_mean_delta_last_minus_first,12,-0.41958041958041964,0.1745190081300595,0.41958041958041964
threshold_robust_diffusion_score,low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,12,-0.41958041958041964,0.1745190081300595,0.41958041958041964
q70_radius2_slope_bootstrap_p50_px2_per_s,roi_norm_mean_delta_last_minus_first,12,-0.41958041958041964,0.1745190081300595,0.41958041958041964
threshold_robust_diffusion_score,future_any_drop_within_8cycles,12,-0.4162052056699595,0.17837368409261073,0.4162052056699595
diffusion_proxy_abs_median_um2_per_s,roi_norm_mean_delta_last_minus_first,12,-0.4125874125874127,0.18256397857316686,0.4125874125874127
phase_slope_median_per_s,roi_norm_mean_delta_last_minus_first,12,0.3916083916083916,0.2080634636953533,0.3916083916083916
threshold_robust_phase_score,roi_norm_mean_delta_last_minus_first,12,0.3916083916083916,0.2080634636953533,0.3916083916083916
q70_phase_slope_bootstrap_p50,roi_norm_mean_delta_last_minus_first,12,0.3916083916083916,0.2080634636953533,0.3916083916083916
persistence_particle_mse_mean,any_abrupt_drop,12,-0.3886501653787775,0.21182446931281404,0.3886501653787775
phase_slope_positive_fraction,any_abrupt_drop,12,0.36194525388824633,0.24763155922494207,0.36194525388824633
diffusion_proxy_abs_median_um2_per_s,object_mean_abs_z,12,-0.35664335664335667,0.2551377517589573,0.35664335664335667
radius2_slope_positive_fraction,roi_norm_mean_delta_last_minus_first,12,-0.350879352911252,0.2634470473613355,0.350879352911252
threshold_robust_diffusion_score,low_rank_dmd_particle_mse_mean,12,-0.34965034965034975,0.26523878689279007,0.34965034965034975
radius2_slope_median_px2_per_s,roi_mean_delta_last_minus_first,12,-0.3356643356643357,0.28612290291498754,0.3356643356643357
diffusion_proxy_median_um2_per_s,roi_mean_delta_last_minus_first,12,-0.3356643356643357,0.28612290291498754,0.3356643356643357
q70_radius2_slope_bootstrap_p50_px2_per_s,roi_mean_delta_last_minus_first,12,-0.3356643356643357,0.28612290291498754,0.3356643356643357
diffusion_proxy_abs_median_um2_per_s,roi_mean_delta_last_minus_first,12,-0.32867132867132864,0.2969041156887643,0.32867132867132864
low_rank_dmd_particle_mse_mean,transferred_masked_residual_signature,12,0.32867132867132864,0.2969041156887643,0.32867132867132864
low_rank_dmd_particle_mse_mean,transfer_rank,12,-0.32867132867132864,0.2969041156887643,0.32867132867132864
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,roi_mean_delta_last_minus_first,12,-0.32867132867132864,0.2969041156887643,0.32867132867132864
threshold_robust_diffusion_score,any_abrupt_drop,12,0.3238751378156479,0.3044283654838391,0.3238751378156479
phase_slope_abs_median_per_s,future_any_drop_within_8cycles,12,-0.31827456904173373,0.31334761738981715,0.31827456904173373
diffusion_proxy_abs_median_um2_per_s,future_any_drop_within_8cycles,12,0.31827456904173373,0.31334761738981715,0.31827456904173373
low_rank_dmd_particle_mse_mean,future_any_drop_within_8cycles,12,0.31827456904173373,0.31334761738981715,0.31827456904173373
phase_slope_positive_fraction,roi_norm_mean_delta_last_minus_first,12,0.3047851793604161,0.33541423022714545,0.3047851793604161
low_rank_dmd_particle_mse_mean,object_mean_residual,12,-0.30069930069930073,0.34225952894002404,0.30069930069930073
threshold_robust_phase_score,object_mean_residual,12,0.2937062937062937,0.35414764123292114,0.2937062937062937
phase_slope_positive_fraction,object_mean_abs_z,12,0.29306267246193857,0.35525267154678847,0.29306267246193857
phase_slope_abs_median_per_s,roi_mean_delta_last_minus_first,12,-0.2867132867132868,0.3662514605835819,0.2867132867132868
phase_slope_abs_median_per_s,transferred_masked_residual_signature,12,-0.2797202797202798,0.3785686696623027,0.2797202797202798
phase_slope_abs_median_per_s,transfer_rank,12,0.2797202797202798,0.3785686696623027,0.2797202797202798
diffusion_proxy_abs_median_um2_per_s,transferred_masked_residual_signature,12,-0.2797202797202798,0.3785686696623027,0.2797202797202798
diffusion_proxy_abs_median_um2_per_s,transfer_rank,12,0.2797202797202798,0.3785686696623027,0.2797202797202798
roi_norm_mean_delta_last_minus_first,low_rank_dmd_particle_mse_mean,12,-0.2797202797202798,0.3785686696623027,0.2797202797202798
low_rank_dmd_particle_mse_mean,roi_norm_mean_delta_last_minus_first,12,-0.2797202797202798,0.3785686696623027,0.2797202797202798
roi_norm_mean_delta_last_minus_first,future_any_drop_within_8cycles,12,-0.26930925072762085,0.39729615066170304,0.26930925072762085
phase_slope_median_per_s,roi_mean_delta_last_minus_first,12,0.2657342657342658,0.40383308831471115,0.2657342657342658
q70_phase_slope_bootstrap_p50,roi_mean_delta_last_minus_first,12,0.2657342657342658,0.40383308831471115,0.2657342657342658
low_rank_dmd_particle_mse_mean,object_mean_abs_z,12,-0.2657342657342658,0.40383308831471115,0.2657342657342658
radius2_slope_positive_fraction,any_abrupt_drop,12,-0.26001083401046365,0.4144100929878893,0.26001083401046365
radius2_slope_positive_fraction,roi_mean_delta_last_minus_first,12,-0.2596507211543264,0.4150801505981109,0.2596507211543264
phase_slope_median_per_s,any_abrupt_drop,12,0.2591001102525183,0.4161057050018093,0.2591001102525183
radius2_slope_median_px2_per_s,any_abrupt_drop,12,-0.2591001102525183,0.4161057050018093,0.2591001102525183
diffusion_proxy_median_um2_per_s,any_abrupt_drop,12,-0.2591001102525183,0.4161057050018093,0.2591001102525183
q70_phase_slope_bootstrap_p50,any_abrupt_drop,12,0.2591001102525183,0.4161057050018093,0.2591001102525183
q70_radius2_slope_bootstrap_p50_px2_per_s,any_abrupt_drop,12,-0.2591001102525183,0.4161057050018093,0.2591001102525183
radius2_slope_positive_fraction,future_any_drop_within_16cycles,12,0.2517544074890067,0.4299071266861856,0.2517544074890067
roi_norm_mean_delta_last_minus_first,object_mean_residual,12,-0.2517482517482518,0.4299187850328838,0.2517482517482518
threshold_robust_phase_score,roi_mean_delta_last_minus_first,12,0.2447552447552448,0.44326193645018297,0.2447552447552448
phase_slope_median_per_s,object_mean_residual,12,0.2377622377622378,0.456800852639923,0.2377622377622378
q70_phase_slope_bootstrap_p50,object_mean_residual,12,0.2377622377622378,0.456800852639923,0.2377622377622378
threshold_robust_diffusion_score,roi_mean_delta_last_minus_first,12,-0.23076923076923078,0.4705319953815417,0.23076923076923078
phase_slope_positive_fraction,roi_mean_delta_last_minus_first,12,0.23054263567005837,0.4709801007287355,0.23054263567005837
diffusion_proxy_abs_median_um2_per_s,low_rank_dmd_particle_mse_mean,12,0.21678321678321683,0.4985559855241881,0.21678321678321683
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,object_mean_abs_z,12,-0.20979020979020982,0.5128409431818257,0.20979020979020982
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,object_mean_residual,12,-0.20979020979020982,0.5128409431818257,0.20979020979020982
threshold_robust_phase_score,object_mean_abs_z,12,0.2027972027972028,0.5273023541661077,0.2027972027972028
phase_slope_median_per_s,transferred_masked_residual_signature,12,-0.1958041958041958,0.5419358857313172,0.1958041958041958
phase_slope_median_per_s,transfer_rank,12,0.1958041958041958,0.5419358857313172,0.1958041958041958
q70_phase_slope_bootstrap_p50,transferred_masked_residual_signature,12,-0.1958041958041958,0.5419358857313172,0.1958041958041958
q70_phase_slope_bootstrap_p50,transfer_rank,12,0.1958041958041958,0.5419358857313172,0.1958041958041958
phase_slope_median_per_s,future_any_drop_within_16cycles,12,-0.1951231356683212,0.5433701004162935,0.1951231356683212
radius2_slope_median_px2_per_s,future_any_drop_within_16cycles,12,0.1951231356683212,0.5433701004162935,0.1951231356683212
diffusion_proxy_median_um2_per_s,future_any_drop_within_16cycles,12,0.1951231356683212,0.5433701004162935,0.1951231356683212
q70_phase_slope_bootstrap_p50,future_any_drop_within_16cycles,12,-0.1951231356683212,0.5433701004162935,0.1951231356683212
q70_radius2_slope_bootstrap_p50_px2_per_s,future_any_drop_within_16cycles,12,0.1951231356683212,0.5433701004162935,0.1951231356683212
roi_norm_mean_delta_last_minus_first,future_any_drop_within_16cycles,12,-0.1951231356683212,0.5433701004162935,0.1951231356683212
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,future_any_drop_within_16cycles,12,0.1951231356683212,0.5433701004162935,0.1951231356683212
phase_slope_abs_median_per_s,any_abrupt_drop,12,0.19432508268938875,0.5450527029269671,0.19432508268938875
radius2_slope_positive_fraction,transferred_masked_residual_signature,12,0.17193088292651346,0.5931277409492609,0.17193088292651346
radius2_slope_positive_fraction,transfer_rank,12,-0.17193088292651346,0.5931277409492609,0.17193088292651346
threshold_robust_diffusion_score,roi_norm_mean_delta_last_minus_first,12,-0.16083916083916086,0.6175234895401422,0.16083916083916086
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,transferred_masked_residual_signature,12,0.16083916083916086,0.6175234895401422,0.16083916083916086
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,transfer_rank,12,-0.16083916083916086,0.6175234895401422,0.16083916083916086
phase_slope_median_per_s,object_mean_abs_z,12,0.15384615384615385,0.6330906812462616,0.15384615384615385
q70_phase_slope_bootstrap_p50,object_mean_abs_z,12,0.15384615384615385,0.6330906812462616,0.15384615384615385
persistence_particle_mse_mean,transferred_masked_residual_signature,12,0.15384615384615385,0.6330906812462616,0.15384615384615385
persistence_particle_mse_mean,transfer_rank,12,-0.15384615384615385,0.6330906812462616,0.15384615384615385
radius2_slope_positive_fraction,object_mean_residual,12,-0.14386053469361332,0.6555573554233824,0.14386053469361332
phase_slope_abs_median_per_s,roi_norm_mean_delta_last_minus_first,12,-0.1398601398601399,0.6646331617926676,0.1398601398601399
low_rank_dmd_particle_mse_mean,roi_mean_delta_last_minus_first,12,-0.1398601398601399,0.6646331617926676,0.1398601398601399
threshold_robust_diffusion_score,transferred_masked_residual_signature,12,-0.1328671328671329,0.6805975082860815,0.1328671328671329
threshold_robust_diffusion_score,transfer_rank,12,0.1328671328671329,0.6805975082860815,0.1328671328671329
roi_norm_mean_delta_last_minus_first,any_abrupt_drop,12,0.12955005512625914,0.6882128190799852,0.12955005512625914
radius2_slope_median_px2_per_s,object_mean_residual,12,-0.1258741258741259,0.6966831093957659,0.1258741258741259
diffusion_proxy_median_um2_per_s,object_mean_residual,12,-0.1258741258741259,0.6966831093957659,0.1258741258741259
q70_radius2_slope_bootstrap_p50_px2_per_s,object_mean_residual,12,-0.1258741258741259,0.6966831093957659,0.1258741258741259
phase_slope_abs_median_per_s,object_mean_residual,12,0.10489510489510491,0.7456094809807079,0.10489510489510491
radius2_slope_median_px2_per_s,transferred_masked_residual_signature,12,0.09090909090909093,0.7787253962454418,0.09090909090909093
radius2_slope_median_px2_per_s,transfer_rank,12,-0.09090909090909093,0.7787253962454418,0.09090909090909093
diffusion_proxy_median_um2_per_s,transferred_masked_residual_signature,12,0.09090909090909093,0.7787253962454418,0.09090909090909093
diffusion_proxy_median_um2_per_s,transfer_rank,12,-0.09090909090909093,0.7787253962454418,0.09090909090909093
q70_radius2_slope_bootstrap_p50_px2_per_s,transferred_masked_residual_signature,12,0.09090909090909093,0.7787253962454418,0.09090909090909093
q70_radius2_slope_bootstrap_p50_px2_per_s,transfer_rank,12,-0.09090909090909093,0.7787253962454418,0.09090909090909093
roi_norm_mean_delta_last_minus_first,transferred_masked_residual_signature,12,-0.09090909090909093,0.7787253962454418,0.09090909090909093
roi_norm_mean_delta_last_minus_first,transfer_rank,12,0.09090909090909093,0.7787253962454418,0.09090909090909093
phase_slope_positive_fraction,transferred_masked_residual_signature,12,0.0820575482893428,0.7998635385647068,0.0820575482893428
phase_slope_positive_fraction,transfer_rank,12,-0.0820575482893428,0.7998635385647068,0.0820575482893428
radius2_slope_positive_fraction,object_mean_abs_z,12,0.08070225116958794,0.8031113573515822,0.08070225116958794
threshold_robust_phase_score,transferred_masked_residual_signature,12,0.07692307692307693,0.812182698028059,0.07692307692307693
threshold_robust_phase_score,transfer_rank,12,-0.07692307692307693,0.812182698028059,0.07692307692307693
low_rank_dmd_particle_mse_mean,any_abrupt_drop,12,0.06477502756312957,0.8414811337938277,0.06477502756312957
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean,any_abrupt_drop,12,-0.06477502756312957,0.8414811337938277,0.06477502756312957
phase_slope_abs_median_per_s,object_mean_abs_z,12,0.06293706293706294,0.8459309212287788,0.06293706293706294
roi_norm_mean_delta_last_minus_first,persistence_particle_mse_mean,12,-0.055944055944055944,0.8628980736949712,0.055944055944055944
persistence_particle_mse_mean,roi_norm_mean_delta_last_minus_first,12,-0.055944055944055944,0.8628980736949712,0.055944055944055944
threshold_robust_diffusion_score,object_mean_abs_z,12,0.034965034965034975,0.9140933424107598,0.034965034965034975
persistence_particle_mse_mean,roi_mean_delta_last_minus_first,12,-0.027972027972027972,0.9312343512018807,0.027972027972027972
phase_slope_abs_median_per_s,future_any_drop_within_16cycles,12,0.027874733666903025,0.9314730405130226,0.027874733666903025
threshold_robust_diffusion_score,future_any_drop_within_16cycles,12,-0.027874733666903025,0.9314730405130226,0.027874733666903025
low_rank_dmd_particle_mse_mean,future_any_drop_within_16cycles,12,-0.027874733666903025,0.9314730405130226,0.027874733666903025
threshold_robust_diffusion_score,object_mean_residual,12,-0.02097902097902098,0.9484022252365222,0.02097902097902098
radius2_slope_median_px2_per_s,object_mean_abs_z,12,-0.006993006993006993,0.9827917689028476,0.006993006993006993
diffusion_proxy_median_um2_per_s,object_mean_abs_z,12,-0.006993006993006993,0.9827917689028476,0.006993006993006993
q70_radius2_slope_bootstrap_p50_px2_per_s,object_mean_abs_z,12,-0.006993006993006993,0.9827917689028476,0.006993006993006993
