echem_feature,target,n,spearman_rho,p_value,abs_spearman_rho
echem_outlier_score,front_radius_monotonic_fraction,122,-0.17751339944628156,0.050455806102215915,0.17751339944628156
shape_V_range,front_radius_q70_slope_px_per_norm_time,66,0.17737245073895508,0.1542227232453162,0.17737245073895508
shape_V_range,front_radius2_slope_r2,81,-0.17734566026128612,0.11321968373594955,0.17734566026128612
signed_charge_fraction,front_radius_slope_r2,81,-0.17510009039873567,0.11793207119850938,0.17510009039873567
dqdv_integral_asymmetry,front_radius2_slope_px2_per_norm_time,81,0.17482241258125328,0.118525118608917,0.17482241258125328
signed_charge_fraction,mask_centroid_path_px,122,0.17364722377907002,0.05577241773586886,0.17364722377907002
shape_V_range,front_radius_slope_r2,81,-0.17177627355355074,0.1251823765201704,0.17177627355355074
all_dq_abs_entropy,phase_fraction_slope_r2,122,-0.1717172226621589,0.05859413621692446,0.1717172226621589
all_dq_abs_highV_frac,phase_fraction_slope_r2,122,0.17166434591922985,0.058673061393515386,0.17166434591922985
shape_V_mean,front_gradient_strength_median,122,-0.1714792773189781,0.05894998627023553,0.1714792773189781
voltage_peak_hysteresis_proxy,front_radius_slope_px_per_norm_time,81,-0.17084368077508907,0.1272766582510264,0.17084368077508907
all_dq_abs_midV_frac,front_radius2_slope_r2,81,0.16967260507885978,0.1299442325487891,0.16967260507885978
echem_regime_pc4,front_gradient_coherence,128,-0.16894996504841814,0.056594692713134775,0.16894996504841814
capacity_mAh,front_radius_q80_slope_px_per_norm_time,58,-0.16885634679818445,0.20511991544173194,0.16885634679818445
capacity_fade_from_first_mAh,front_radius_q80_slope_px_per_norm_time,58,0.16885634679818445,0.20511991544173194,0.16885634679818445
capacity_fraction_of_first,front_radius_q80_slope_px_per_norm_time,58,-0.16885634679818445,0.20511991544173194,0.16885634679818445
echem_outlier_score,mask_area_fraction_slope,122,0.1680556766737312,0.06426898327661809,0.1680556766737312
echem_regime_pc3,front_radius2_slope_px2_per_norm_time,87,-0.16775199173110514,0.12040329512623167,0.16775199173110514
echem_regime_pc4,front_gradient_peak_radius_slope_px_per_norm_time,111,0.1666509439717733,0.0804384345967026,0.1666509439717733
shape_V_range,front_radius_monotonic_fraction,122,-0.16585466867485596,0.06789059983960925,0.16585466867485596
coulombic_efficiency_pct,mask_centroid_path_px,122,-0.16582146582556748,0.06794647626281405,0.16582146582556748
coulombic_inefficiency_pct,mask_centroid_path_px,122,0.16582146582556748,0.06794647626281405,0.16582146582556748
shape_V_std,front_radius_slope_px_per_norm_time,81,-0.16581118560638763,0.13904210339033446,0.16581118560638763
all_dq_abs_lowV_frac,mask_centroid_path_px,122,0.16501509549589913,0.06931500720366811,0.16501509549589913
neg_dq_abs_peak_frac,front_radius_monotonic_fraction,122,0.16461921058663964,0.06999501786924699,0.16461921058663964
coulombic_efficiency_pct,masked_minus_background_mean_median,122,0.1640368757517113,0.07100510845389042,0.1640368757517113
coulombic_inefficiency_pct,masked_minus_background_mean_median,122,-0.1640368757517113,0.07100510845389042,0.1640368757517113
midV_charge_discharge_imbalance,front_radius2_slope_r2,81,-0.16267067382560546,0.14678970871409167,0.16267067382560546
coulombic_efficiency_pct,front_gradient_peak_radius_slope_px_per_norm_time,105,-0.16194134798967538,0.09885000382944904,0.16194134798967538
coulombic_inefficiency_pct,front_gradient_peak_radius_slope_px_per_norm_time,105,0.16194134798967538,0.09885000382944904,0.16194134798967538
neg_dq_abs_peak_frac,front_gradient_strength_median,122,0.16087749036169935,0.07669272754636704,0.16087749036169935
all_dq_abs_midV_frac,front_gradient_strength_median,122,0.15937050318822077,0.07953196085386981,0.15937050318822077
all_dq_abs_peak_frac,front_radius2_slope_r2,81,0.1590567738239258,0.1561008476367791,0.1590567738239258
all_dq_abs_peak_voltage,phase_fraction_slope_per_norm_time,122,0.1583496787241055,0.08150273596683917,0.1583496787241055
signed_charge_fraction,masked_minus_background_mean_median,122,-0.1571496799851998,0.08386924569406125,0.1571496799851998
all_dq_abs_entropy,front_radius_monotonic_fraction,122,-0.15655961230258655,0.08505289417332453,0.15655961230258655
all_dq_abs_midV_frac,front_radius_slope_r2,81,0.15630770428996107,0.16347292740675679,0.15630770428996107
voltage_peak_hysteresis_proxy,front_radius2_slope_px2_per_norm_time,81,-0.15596171323427332,0.16441869521280797,0.15596171323427332
charge_discharge_capacity_gap_mAh,masked_minus_background_mean_median,122,-0.15594673408356344,0.08629638328082441,0.15594673408356344
neg_dq_abs_peak_voltage,front_radius_q60_slope_px_per_norm_time,58,0.15580260464912543,0.24285689018729953,0.15580260464912543
all_dq_abs_peak_frac,masked_minus_background_mean_median,122,0.15539152828280817,0.08743533634687571,0.15539152828280817
echem_regime_pc3,front_radius_monotonic_fraction,128,-0.1551537102653621,0.08033421585677768,0.1551537102653621
all_dq_abs_peak_frac,front_radius_slope_r2,81,0.15514447365942993,0.16666866282919107,0.15514447365942993
shape_I_pos_fraction,kymograph_temporal_energy,122,0.1541885823811718,0.08994414903579152,0.1541885823811718
shape_I_neg_fraction,kymograph_temporal_energy,122,-0.1541885823811718,0.08994414903579152,0.1541885823811718
lowV_charge_discharge_imbalance,front_radius_slope_px_per_norm_time,81,0.15413370529600728,0.16948274167374647,0.15413370529600728
echem_regime_pc1,front_radius_slope_r2,87,0.15366702944059454,0.15530655305773136,0.15366702944059454
shape_dVdt_abs_p95,front_radius_monotonic_fraction,122,0.15266070140869523,0.09321274069053172,0.15266070140869523
shape_V_range,apparent_diffusion_q70_um2_per_norm_time,66,0.15229168823931535,0.22219218311155664,0.15229168823931535
shape_I_abs_mean_mA,front_radius_q70_slope_px_per_norm_time,66,-0.15218432948329655,0.22252215080878893,0.15218432948329655
signed_charge_fraction,front_gradient_peak_radius_slope_px_per_norm_time,105,0.15217447752381494,0.12121386419556354,0.15217447752381494
shape_charge_mAh_abs,mask_centroid_path_px,122,0.15067227897638857,0.0976067132369106,0.15067227897638857
echem_regime_pc3,apparent_diffusion_q70_um2_per_norm_time,71,0.150289697409022,0.21093265268131892,0.150289697409022
midV_charge_discharge_imbalance,front_radius_slope_r2,81,-0.14961065803845663,0.1825041642464252,0.14961065803845663
dqdv_entropy_asymmetry,mask_area_fraction_slope,122,-0.14924460691730362,0.100861164386603,0.14924460691730362
shape_dVdt_abs_p95,front_gradient_peak_radius_slope_px_per_norm_time,105,-0.1481028355591736,0.13161490652675775,0.1481028355591736
all_dq_abs_peak_voltage,mask_area_fraction_slope,122,0.14776515851667,0.10432309947926091,0.14776515851667
capacity_mAh,mask_area_fraction_slope,122,0.14605878315582707,0.10843102413115847,0.14605878315582707
capacity_fade_from_first_mAh,mask_area_fraction_slope,122,-0.14605878315582707,0.10843102413115847,0.14605878315582707
capacity_fraction_of_first,mask_area_fraction_slope,122,0.14605878315582707,0.10843102413115847,0.14605878315582707
all_dq_abs_peak_voltage,phase_fraction_slope_r2,122,-0.14567453657953544,0.10937326539635439,0.14567453657953544
echem_regime_pc2,front_radius2_slope_r2,87,-0.1455320984441099,0.17863418122689081,0.1455320984441099
shape_V_std,front_radius2_slope_px2_per_norm_time,81,-0.14493997694236466,0.1966988161110692,0.14493997694236466
capacity_mAh,radial_profile_last_minus_first_l1,122,0.14435350819636455,0.11266149234416237,0.14435350819636455
capacity_fade_from_first_mAh,radial_profile_last_minus_first_l1,122,-0.14435350819636455,0.11266149234416237,0.14435350819636455
capacity_fraction_of_first,radial_profile_last_minus_first_l1,122,0.14435350819636455,0.11266149234416237,0.14435350819636455
charge_discharge_capacity_abs_gap_mAh,front_radius2_slope_r2,81,-0.14430754444207072,0.1986801673753386,0.14430754444207072
capacity_mAh,phase_fraction_slope_r2,122,0.14407590529598693,0.11336217033469169,0.14407590529598693
capacity_fade_from_first_mAh,phase_fraction_slope_r2,122,-0.14407590529598693,0.11336217033469169,0.14407590529598693
capacity_fraction_of_first,phase_fraction_slope_r2,122,0.14407590529598693,0.11336217033469169,0.14407590529598693
highV_charge_discharge_imbalance,front_radius2_slope_r2,81,0.14304267944148283,0.20268571968583798,0.14304267944148283
shape_charge_mAh_abs,phase_fraction_slope_r2,122,0.142846521022886,0.11650599367667407,0.142846521022886
pos_dq_abs_peak_voltage,front_radius_q60_slope_px_per_norm_time,58,0.14228562564583888,0.2866685071365164,0.14228562564583888
neg_dq_abs_peak_voltage,front_gradient_strength_median,122,0.14176922491541483,0.11931611820042212,0.14176922491541483
capacity_mAh,mask_centroid_path_px,122,0.14136597222087202,0.12038138908775206,0.14136597222087202
capacity_fade_from_first_mAh,mask_centroid_path_px,122,-0.14136597222087202,0.12038138908775206,0.14136597222087202
capacity_fraction_of_first,mask_centroid_path_px,122,0.14136597222087202,0.12038138908775206,0.14136597222087202
shape_charge_mAh_abs,front_radius_q80_slope_px_per_norm_time,58,-0.1413187319322269,0.2899896502284372,0.1413187319322269
shape_dVdt_sign_consistency,front_radius_q60_slope_px_per_norm_time,58,-0.1411627193253976,0.29052788283145786,0.1411627193253976
lowV_charge_discharge_imbalance,front_radius2_slope_px2_per_norm_time,81,0.14010638569011813,0.21220599810063936,0.14010638569011813
charge_discharge_capacity_gap_mAh,front_gradient_peak_radius_slope_px_per_norm_time,105,0.13976370900190946,0.15502681086702616,0.13976370900190946
echem_outlier_score,front_gradient_peak_radius_slope_px_per_norm_time,105,0.13936355759185165,0.1562238954435711,0.13936355759185165
shape_V_mean,mask_area_fraction_slope,122,0.13807439497353732,0.12935363726943538,0.13807439497353732
shape_V_mean,front_gradient_coherence,122,-0.13691626413766345,0.13262961336921966,0.13691626413766345
all_dq_abs_entropy,masked_minus_background_mean_median,122,-0.1368053531432396,0.1329466433343344,0.1368053531432396
voltage_peak_hysteresis_proxy,masked_minus_background_mean_median,122,-0.13662044351209413,0.13347647987557637,0.13662044351209413
echem_regime_pc2,front_gradient_coherence,128,-0.13566001851272963,0.12680350285492428,0.13566001851272963
shape_charge_mAh_abs,radial_profile_last_minus_first_l1,122,0.13532480434122562,0.1372343437476768,0.13532480434122562
echem_regime_pc2,front_radius_slope_r2,87,-0.13460960181031767,0.2138452979965629,0.13460960181031767
charge_discharge_capacity_gap_mAh,front_radius_q80_slope_px_per_norm_time,58,-0.1334112827472536,0.3180930578072143,0.1334112827472536
dqdv_integral_asymmetry,masked_minus_background_mean_slope,122,0.13272062475196886,0.14503049730518638,0.13272062475196886
dqdv_peak_concentration,mask_area_fraction_slope,122,-0.13207288465108774,0.14702068907077667,0.13207288465108774
pos_dq_abs_peak_frac,mask_area_fraction_slope,122,-0.13207288465108774,0.14702068907077667,0.13207288465108774
dqdv_integral_asymmetry,front_radius_slope_r2,81,0.13193632855514395,0.24035023324625943,0.13193632855514395
echem_regime_pc1,front_gradient_peak_radius_slope_px_per_norm_time,111,-0.13170510238059918,0.1682335450111399,0.13170510238059918
highV_charge_discharge_imbalance,front_radius_slope_r2,81,0.1314168274968485,0.24222312992834108,0.1314168274968485
charge_discharge_capacity_abs_gap_mAh,masked_minus_background_mean_median,122,-0.13134582943581302,0.1492790645022472,0.13134582943581302
all_dq_abs_highV_frac,radial_profile_last_minus_first_l1,122,0.13088315793518362,0.15072976324819795,0.13088315793518362
charge_discharge_capacity_abs_gap_mAh,mask_area_fraction_slope,122,0.1307641852635932,0.15110450945113607,0.1307641852635932
shape_dVdt_abs_p95,front_radius_slope_px_per_norm_time,81,-0.12976819267024614,0.24823334421091145,0.12976819267024614
charge_discharge_capacity_abs_gap_mAh,front_radius_slope_r2,81,-0.12959857379281442,0.24885745704375423,0.12959857379281442
echem_outlier_score,front_gradient_coherence,122,-0.12910713507180335,0.15639708978175054,0.12910713507180335
shape_charge_mAh_abs,mask_area_fraction_slope,122,0.12901925274693388,0.1566816120392753,0.12901925274693388
dqdv_integral_asymmetry,front_radius2_slope_r2,81,0.12897105630994266,0.25117575975339856,0.12897105630994266
echem_regime_pc2,front_radius_slope_px_per_norm_time,87,-0.12893612084434572,0.23396109686836722,0.12893612084434572
dqdv_peak_concentration,front_radius_q80_slope_px_per_norm_time,58,0.12827297919125927,0.33725458450817447,0.12827297919125927
pos_dq_abs_peak_frac,front_radius_q80_slope_px_per_norm_time,58,0.12827297919125927,0.33725458450817447,0.12827297919125927
echem_outlier_score,front_radius2_slope_r2,81,-0.12789988874367444,0.25516714598454854,0.12789988874367444
voltage_peak_hysteresis_proxy,front_radius_q60_slope_px_per_norm_time,58,-0.12766377127695613,0.3395733035883054,0.12766377127695613
echem_regime_pc1,apparent_diffusion_q70_um2_per_norm_time,71,-0.12694632999177602,0.2914447968854321,0.12694632999177602
shape_I_abs_mean_mA,apparent_diffusion_q70_um2_per_norm_time,66,-0.12620032186945515,0.31263372468985934,0.12620032186945515
highV_charge_discharge_imbalance,apparent_diffusion_q70_um2_per_norm_time,66,-0.1252466219227254,0.31633406892330784,0.1252466219227254
all_dq_abs_peak_voltage,front_gradient_coherence,122,-0.12480434791899243,0.1707869338913284,0.12480434791899243
echem_regime_pc1,front_radius_q70_slope_px_per_norm_time,71,-0.12476732013473428,0.2998733446274972,0.12476732013473428
neg_dq_abs_peak_voltage,front_gradient_peak_radius_slope_px_per_norm_time,105,-0.12461314190708846,0.20531165565911175,0.12461314190708846
dqdv_entropy_asymmetry,mask_centroid_path_px,122,-0.12439253774064013,0.17221387503946,0.12439253774064013
charge_discharge_capacity_gap_mAh,apparent_diffusion_q70_um2_per_norm_time,66,0.12428623775729028,0.32008858774921584,0.12428623775729028
highV_charge_discharge_imbalance,phase_fraction_slope_r2,122,-0.12377123601122356,0.1743833523943544,0.12377123601122356
charge_discharge_capacity_gap_mAh,front_radius_q70_slope_px_per_norm_time,66,0.12370294722583515,0.3223827273025149,0.12370294722583515
pos_dq_abs_peak_voltage,phase_fraction_slope_r2,122,-0.12369519194075655,0.17465026297442504,0.12369519194075655
coulombic_efficiency_pct,apparent_diffusion_q70_um2_per_norm_time,66,-0.12324234192529555,0.3242017153593272,0.12324234192529555
coulombic_inefficiency_pct,apparent_diffusion_q70_um2_per_norm_time,66,0.12324234192529555,0.3242017153593272,0.12324234192529555
pos_dq_abs_peak_voltage,phase_fraction_slope_per_norm_time,122,0.12304821833409259,0.17693329572608923,0.12304821833409259
shape_V_std,front_radius_q60_slope_px_per_norm_time,58,-0.12288663927324278,0.35809896716997625,0.12288663927324278
dqdv_entropy_asymmetry,front_gradient_coherence,122,0.1225631349514274,0.17865939999959637,0.1225631349514274
signed_charge_fraction,apparent_diffusion_q70_um2_per_norm_time,66,0.12148859692754445,0.3311870587631906,0.12148859692754445
coulombic_efficiency_pct,front_radius_q70_slope_px_per_norm_time,66,-0.12032068942826803,0.3358912635230992,0.12032068942826803
coulombic_inefficiency_pct,front_radius_q70_slope_px_per_norm_time,66,0.12032068942826803,0.3358912635230992,0.12032068942826803
voltage_peak_hysteresis_proxy,front_gradient_strength_median,122,-0.11959452836811121,0.18949295371513766,0.11959452836811121
signed_charge_fraction,front_radius_q70_slope_px_per_norm_time,66,0.11902624508598923,0.34115394789346815,0.11902624508598923
dqdv_peak_concentration,masked_minus_background_mean_slope,122,0.11895945240467806,0.19187138373209922,0.11895945240467806
pos_dq_abs_peak_frac,masked_minus_background_mean_slope,122,0.11895945240467806,0.19187138373209922,0.11895945240467806
highV_charge_discharge_imbalance,radial_profile_last_minus_first_l1,122,-0.11835136986099373,0.19416896624658894,0.11835136986099373
shape_I_pos_fraction,radial_profile_last_minus_first_l1,122,-0.11810020533208065,0.1951237636620237,0.11810020533208065
shape_I_neg_fraction,radial_profile_last_minus_first_l1,122,0.11810020533208065,0.1951237636620237,0.11810020533208065
echem_regime_pc3,front_gradient_strength_median,128,-0.1179264724291795,0.18492961432275712,0.1179264724291795
charge_discharge_capacity_abs_gap_mAh,front_gradient_coherence,122,-0.11765123003644724,0.19683899743111455,0.11765123003644724
midV_charge_discharge_imbalance,phase_fraction_slope_r2,122,0.1170691088449638,0.19907908780198857,0.1170691088449638
highV_charge_discharge_imbalance,front_radius_q70_slope_px_per_norm_time,66,-0.11627033132500861,0.35252895035967297,0.11627033132500861
echem_outlier_score,masked_minus_background_mean_slope,122,-0.11624352257041118,0.2022875292834019,0.11624352257041118
midV_charge_discharge_imbalance,front_radius_q80_slope_px_per_norm_time,58,-0.11596566528468606,0.38601181083868064,0.11596566528468606
shape_V_mean,front_radius2_slope_r2,81,-0.11496719380343401,0.30677328788096514,0.11496719380343401
echem_regime_pc2,front_radius2_slope_px2_per_norm_time,87,-0.11372429386182387,0.29426356082353544,0.11372429386182387
shape_V_mean,front_radius_slope_r2,81,-0.11366344350466477,0.3123276247034392,0.11366344350466477
neg_dq_abs_peak_voltage,masked_minus_background_mean_median,122,0.11341537993233183,0.21356014473657906,0.11341537993233183
shape_dVdt_abs_p95,front_radius2_slope_px2_per_norm_time,81,-0.11302982939884469,0.3150503160420851,0.11302982939884469
echem_outlier_score,front_radius_slope_r2,81,-0.11268107066668036,0.31655546851357613,0.11268107066668036
all_dq_abs_lowV_frac,mask_area_fraction_slope,122,0.11268033918185086,0.21656183163071885,0.11268033918185086
shape_I_abs_mean_mA,front_radius2_slope_r2,81,0.11151228290909605,0.3216333376082243,0.11151228290909605
echem_outlier_score,masked_minus_background_mean_median,122,-0.11079656990632138,0.22439113386376772,0.11079656990632138
echem_regime_pc1,masked_minus_background_mean_median,128,0.1102577607405888,0.2153571521731909,0.1102577607405888
echem_regime_pc4,radial_profile_last_minus_first_l1,128,0.10951378124841206,0.21848838179627722,0.10951378124841206
shape_I_pos_fraction,mask_area_fraction_slope,122,-0.10916403577706763,0.23133608398299,0.10916403577706763
shape_I_neg_fraction,mask_area_fraction_slope,122,0.10916403577706763,0.23133608398299,0.10916403577706763
echem_regime_pc1,front_radius_q80_slope_px_per_norm_time,64,0.10913545964160608,0.3906472929690765,0.10913545964160608
all_dq_abs_lowV_frac,front_gradient_strength_median,122,-0.10899218636254814,0.23207582215438943,0.10899218636254814
echem_regime_pc4,phase_fraction_slope_per_norm_time,128,-0.10806015977908218,0.22469928750961737,0.10806015977908218
shape_V_mean,front_radius_q70_slope_px_per_norm_time,66,0.10745975854369173,0.3904411432135095,0.10745975854369173
midV_charge_discharge_imbalance,front_gradient_coherence,122,-0.10740781023887551,0.2389740487925188,0.10740781023887551
shape_V_range,front_gradient_strength_median,122,-0.10709577752176494,0.2403492728730492,0.10709577752176494
voltage_peak_hysteresis_proxy,front_gradient_peak_radius_slope_px_per_norm_time,105,0.10675835047579119,0.278385307352514,0.10675835047579119
all_dq_abs_midV_frac,front_gradient_coherence,122,0.10563063861134502,0.2468801786012944,0.10563063861134502
shape_V_range,masked_minus_background_mean_median,122,-0.10514292461232491,0.24908116002955175,0.10514292461232491
echem_regime_pc1,front_radius_slope_px_per_norm_time,87,0.10435559367129132,0.33609214640884827,0.10435559367129132
lowV_charge_discharge_imbalance,radial_profile_last_minus_first_l1,122,0.10423327949893173,0.2532223612154866,0.10423327949893173
dqdv_entropy_asymmetry,radial_profile_last_minus_first_l1,122,-0.10407464927014451,0.2539493531663298,0.10407464927014451
lowV_charge_discharge_imbalance,phase_fraction_slope_r2,122,0.10362519695524741,0.2560169485833392,0.10362519695524741
charge_discharge_capacity_abs_gap_mAh,front_gradient_peak_radius_slope_px_per_norm_time,105,0.10332975696684198,0.29420055391533334,0.10332975696684198
lowV_charge_discharge_imbalance,front_radius_monotonic_fraction,122,-0.10332586114724211,0.25740035910173714,0.10332586114724211
shape_I_abs_mean_mA,front_gradient_peak_radius_slope_px_per_norm_time,105,-0.10322559525604633,0.29469013508565867,0.10322559525604633
shape_I_pos_fraction,front_radius_slope_px_per_norm_time,81,-0.1029628510539052,0.36035081951125036,0.1029628510539052
shape_I_neg_fraction,front_radius_slope_px_per_norm_time,81,0.1029628510539052,0.36035081951125036,0.1029628510539052
neg_dq_abs_peak_frac,phase_fraction_slope_r2,122,0.10267341558252413,0.2604334241529925,0.10267341558252413
charge_discharge_capacity_gap_mAh,front_radius_monotonic_fraction,122,-0.10264319854409847,0.2605744851776038,0.10264319854409847
capacity_mAh,front_gradient_coherence,122,-0.1023848320971747,0.26178273829024024,0.1023848320971747
capacity_fade_from_first_mAh,front_gradient_coherence,122,0.1023848320971747,0.26178273829024024,0.1023848320971747
capacity_fraction_of_first,front_gradient_coherence,122,-0.1023848320971747,0.26178273829024024,0.1023848320971747
all_dq_abs_peak_voltage,front_radius_slope_r2,81,-0.10217548544349526,0.3640552248923134,0.10217548544349526
shape_I_abs_mean_mA,front_radius_q60_slope_px_per_norm_time,58,-0.1016992246347191,0.44747541788714207,0.1016992246347191
all_dq_abs_peak_voltage,front_radius2_slope_r2,81,-0.10092262556836021,0.3699976329957366,0.10092262556836021
echem_regime_pc4,front_radius2_slope_px2_per_norm_time,87,-0.10065484063231148,0.3536019683964084,0.10065484063231148
all_dq_abs_lowV_frac,front_radius_monotonic_fraction,122,-0.10040016427662649,0.27119150213212306,0.10040016427662649
all_dq_abs_highV_frac,masked_minus_background_mean_median,122,0.09922320810640223,0.2768778973967473,0.09922320810640223
shape_I_abs_mean_mA,front_radius_slope_r2,81,0.09919462565450365,0.3782900073557932,0.09919462565450365
voltage_peak_hysteresis_proxy,front_gradient_coherence,122,-0.09918854975270887,0.27704655440655673,0.09918854975270887
neg_dq_abs_peak_voltage,radial_profile_last_minus_first_l1,122,-0.09690279588088123,0.28832239486416966,0.09690279588088123
shape_I_pos_fraction,phase_fraction_slope_per_norm_time,122,-0.09689663141752308,0.2883532120141924,0.09689663141752308
shape_I_neg_fraction,phase_fraction_slope_per_norm_time,122,0.09689663141752308,0.2883532120141924,0.09689663141752308
echem_regime_pc4,front_radius_slope_px_per_norm_time,87,-0.09681829446027317,0.3723406609722214,0.09681829446027317
shape_V_std,front_gradient_coherence,122,-0.09654731695952237,0.2901030745561903,0.09654731695952237
charge_discharge_capacity_abs_gap_mAh,front_radius_q70_slope_px_per_norm_time,66,0.09606029707781731,0.44292481679797263,0.09606029707781731
echem_regime_pc1,front_radius2_slope_px2_per_norm_time,87,0.0956968332704881,0.37793029091165437,0.0956968332704881
shape_dVdt_sign_consistency,mask_area_fraction_slope,122,0.09561437040149312,0.29481112739835447,0.09561437040149312
lowV_charge_discharge_imbalance,front_radius2_slope_r2,81,0.09531661254430088,0.397304202568577,0.09531661254430088
echem_regime_pc1,front_radius_monotonic_fraction,128,0.09512685223007901,0.28547355033795796,0.09512685223007901
shape_V_mean,front_gradient_peak_radius_slope_px_per_norm_time,105,0.0949314925535225,0.3354011971549575,0.0949314925535225
shape_charge_mAh_abs,front_gradient_coherence,122,-0.09446160859110114,0.3006979126306426,0.09446160859110114
signed_charge_fraction,front_radius_q80_slope_px_per_norm_time,58,-0.09442786594818295,0.4807702853741379,0.09442786594818295
shape_V_range,front_radius_q60_slope_px_per_norm_time,58,-0.09438931795019598,0.4809502202915363,0.09438931795019598
dqdv_peak_concentration,masked_minus_background_mean_median,122,0.09422635589960499,0.3019087094359544,0.09422635589960499
pos_dq_abs_peak_frac,masked_minus_background_mean_median,122,0.09422635589960499,0.3019087094359544,0.09422635589960499
shape_V_mean,front_radius_q60_slope_px_per_norm_time,58,0.09402643205283674,0.48264585209756256,0.09402643205283674
shape_I_pos_fraction,front_gradient_coherence,122,0.09338790073280145,0.30625009012788534,0.09338790073280145
shape_I_neg_fraction,front_gradient_coherence,122,-0.09338790073280145,0.30625009012788534,0.09338790073280145
shape_dVdt_abs_p95,front_radius_q60_slope_px_per_norm_time,58,-0.09298032646062587,0.4875515512878554,0.09298032646062587
coulombic_efficiency_pct,front_radius_q80_slope_px_per_norm_time,58,0.09295098827939417,0.4876895087557607,0.09295098827939417
coulombic_inefficiency_pct,front_radius_q80_slope_px_per_norm_time,58,-0.09295098827939417,0.4876895087557607,0.09295098827939417
dqdv_entropy_asymmetry,front_radius_q60_slope_px_per_norm_time,58,0.09291879083755464,0.4878409349644713,0.09291879083755464
charge_discharge_capacity_abs_gap_mAh,masked_minus_background_mean_slope,122,-0.09199231351085174,0.3135663598205248,0.09199231351085174
all_dq_abs_entropy,front_radius2_slope_r2,81,-0.09122838816740078,0.41794881030224307,0.09122838816740078
highV_charge_discharge_imbalance,front_gradient_coherence,122,0.09004336246154611,0.3239720789129275,0.09004336246154611
echem_regime_pc2,masked_minus_background_mean_slope,128,-0.08950645582802909,0.31502475919265677,0.08950645582802909
all_dq_abs_highV_frac,front_radius_q70_slope_px_per_norm_time,66,0.08929578148268302,0.4758409073205108,0.08929578148268302
echem_regime_pc2,masked_minus_background_mean_median,128,-0.0890371764560407,0.3175789174313297,0.0890371764560407
echem_regime_pc4,mask_centroid_path_px,128,0.08875103049751121,0.31914289481269004,0.08875103049751121
all_dq_abs_peak_voltage,front_radius_q60_slope_px_per_norm_time,58,0.08825077687711416,0.5100535576322299,0.08825077687711416
shape_V_mean,apparent_diffusion_q70_um2_per_norm_time,66,0.08699827863843922,0.4873111045691848,0.08699827863843922
charge_discharge_capacity_abs_gap_mAh,apparent_diffusion_q70_um2_per_norm_time,66,0.08612140613956365,0.491726970722498,0.08612140613956365
dqdv_integral_asymmetry,front_radius_q70_slope_px_per_norm_time,66,-0.0860387924924332,0.49214408508416174,0.0860387924924332
shape_V_std,masked_minus_background_mean_median,122,-0.08593792644547307,0.34660937574839035,0.08593792644547307
echem_regime_pc3,mask_area_fraction_slope,128,0.08582089588216907,0.33544402342784935,0.08582089588216907
all_dq_abs_entropy,front_radius_slope_r2,81,-0.08544098383770098,0.4482084018663266,0.08544098383770098
shape_dVdt_abs_p95,mask_area_fraction_slope,122,-0.08486168473116072,0.35270440883710324,0.08486168473116072
all_dq_abs_midV_frac,mask_area_fraction_slope,122,-0.0847349805438367,0.35342634661046046,0.0847349805438367
highV_charge_discharge_imbalance,front_radius_q80_slope_px_per_norm_time,58,0.08464355139245726,0.5275642145517178,0.08464355139245726
echem_regime_pc2,front_gradient_peak_radius_slope_px_per_norm_time,111,0.08415699345518945,0.37985078620367335,0.08415699345518945
all_dq_abs_highV_frac,apparent_diffusion_q70_um2_per_norm_time,66,0.08386659114245507,0.5031776425212395,0.08386659114245507
lowV_charge_discharge_imbalance,front_gradient_coherence,122,-0.08378623735628242,0.35886139295317754,0.08378623735628242
all_dq_abs_peak_voltage,masked_minus_background_mean_slope,122,0.08324259233116313,0.36199901628926534,0.08324259233116313
capacity_mAh,front_radius2_slope_px2_per_norm_time,81,-0.08264537566341161,0.4632512958366925,0.08264537566341161
capacity_fade_from_first_mAh,front_radius2_slope_px2_per_norm_time,81,0.08264537566341161,0.4632512958366925,0.08264537566341161
capacity_fraction_of_first,front_radius2_slope_px2_per_norm_time,81,-0.08264537566341161,0.4632512958366925,0.08264537566341161
charge_discharge_capacity_abs_gap_mAh,front_radius_slope_px_per_norm_time,81,-0.08226186323095816,0.4653362455726641,0.08226186323095816
lowV_charge_discharge_imbalance,front_radius_q80_slope_px_per_norm_time,58,0.08221285689590904,0.5395294419957548,0.08221285689590904
all_dq_abs_highV_frac,front_radius_slope_r2,81,-0.08215457496891887,0.465920428273959,0.08215457496891887
signed_charge_fraction,front_radius_slope_px_per_norm_time,81,-0.08182141668153374,0.467737013349277,0.08182141668153374
all_dq_abs_highV_frac,front_radius2_slope_r2,81,-0.08126757628777123,0.47076539385104316,0.08126757628777123
midV_charge_discharge_imbalance,front_radius2_slope_px2_per_norm_time,81,-0.08099653378764526,0.4722513044689731,0.08099653378764526
echem_regime_pc4,front_gradient_strength_median,128,-0.08095641458716749,0.36365396039567877,0.08095641458716749
shape_I_pos_fraction,front_radius2_slope_px2_per_norm_time,81,-0.08016081941225685,0.4768487735759664,0.08016081941225685
shape_I_neg_fraction,front_radius2_slope_px2_per_norm_time,81,0.08016081941225685,0.4768487735759664,0.08016081941225685
echem_regime_pc4,front_radius_slope_r2,87,0.07936949235689437,0.46492840058574414,0.07936949235689437
