roi_id,cohort_role,cycleNo,event_reference_cycle,review_sources,review_priority_tier,combined_review_priority_score,recommended_review_reason,manual_qc_status,manual_qc_decision,manual_qc_notes,manual_particle_identity_ok,manual_front_mask_ok,manual_diffusion_interpretable,manual_reviewer,manual_review_date,auto_review_flags,mode_label,degradation_mode_hypothesis,qc_priority_score,control_balance_priority_score,mode_review_priority,front_quality_score,rollout_mobility_difficulty_score,threshold_robust_phase_score,phase_slope_positive_fraction_protocol_residual,diffusion_proxy_abs_median_um2_per_s,diffusion_proxy_abs_median_um2_per_s_protocol_residual,q70_phase_ci_positive,q70_radius_ci_crosses_zero,n_components,largest_component_fraction,edge_touch_fraction,q70_fraction_delta,n_frames_percentile,primary_qc_png,control_balanced_qc_png,roi_preview_path,front_crop_preview_path,front_tracking_plot_path,rollout_preview_path
cycle58_rank4_obj2,control,58.0,60.0,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,medium,9.201221569111409,control_roi;primary_visual_panel;control_balanced_panel;fragmentation_check;large_conditioned_front_sign_residual,pending,,,,,,,,fragmented_q70_mask;already_in_primary_qc,near_baseline_or_context_like,,3.235576923076923,0.953493189052121,2.4903846153846154,1.1091514494562902,1.3269230769230769,0.7403846153846154,0.0849698428160106,2.864937236969792e-06,-5.58479872104488e-08,0.0,0.0,82.0,0.3614641586171835,0.0,0.0011983223487118,0.3539325842696629,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle58_rank4_obj2_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle58_rank4_obj2_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle58_rank4_obj2.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle58_rank4_obj2_dmd_rollout.png
cycle158_rank2_obj1,control,158.0,156.0,control_balanced_visual_qc;ranked_review_packet,medium,9.096838087622668,control_roi;control_balanced_panel;fragmentation_check;diffusion_ci_check;large_conditioned_front_sign_residual,pending,,,,,,,,fragmented_q70_mask;diffusion_ci_crosses_zero,optical_brightening_decorrelating_rollout_hard_front_positive,,4.283653846153847,-0.3203267666187472,2.25,0.7788033639340246,1.6346153846153846,0.6057692307692308,0.1158999767148418,3.3202011670318365e-08,-1.524340203826247e-06,0.0,1.0,62.0,0.4287090558766859,0.0,0.0477831036548832,0.7696629213483146,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle158_rank2_obj1_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle158_rank2_obj1.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle158_rank2_obj1_dmd_rollout.png
cycle157_rank4_obj8,control,157.0,156.0,control_balanced_visual_qc;ranked_review_packet,medium,9.076309947943615,control_roi;control_balanced_panel;fragmentation_check;large_conditioned_front_sign_residual,pending,,,,,,,,fragmented_q70_mask,optical_loss_rollout_hard,,3.884615384615385,-0.3359094676715372,2.7211538461538463,0.8642722258468417,1.6730769230769231,0.5096153846153847,-0.0888448999578106,1.2026280201615871e-06,-3.248820112652847e-07,0.0,0.0,77.0,0.3663366336633663,0.0,-0.0624625524266027,0.7696629213483146,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle157_rank4_obj8_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle157_rank4_obj8.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle157_rank4_obj8_dmd_rollout.png
cycle157_rank6_obj3,control,157.0,156.0,control_balanced_visual_qc;ranked_review_packet,medium,8.575240853543608,control_roi;control_balanced_panel;fragmentation_check;diffusion_ci_check;large_conditioned_front_sign_residual,pending,,,,,,,,fragmented_q70_mask;diffusion_ci_crosses_zero,near_baseline_or_context_like,,3.899038461538461,-0.3399999331406834,2.25,0.7929458469284842,1.2884615384615383,0.7596153846153847,-0.0888448999578106,1.4002260781262924e-08,-1.513507770645609e-06,0.0,1.0,70.0,0.3179916317991632,0.0,-0.0754943079688436,0.7696629213483146,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle157_rank6_obj3_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle157_rank6_obj3.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle157_rank6_obj3_dmd_rollout.png
cycle157_rank1_obj1,control,157.0,156.0,control_balanced_visual_qc;ranked_review_packet,medium,8.291807723888052,control_roi;control_balanced_panel;no_auto_flags;large_conditioned_front_sign_residual,pending,,,,,,,,none,near_baseline_or_context_like,,3.831730769230769,-0.1497380647904002,2.3461538461538463,0.9462923571539248,0.9423076923076924,0.701923076923077,-0.0888448999578106,1.1382129826953457e-06,-3.892970487315262e-07,0.0,0.0,59.0,0.4779411764705882,0.0,-0.0491312162971839,0.7696629213483146,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle157_rank1_obj1_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle157_rank1_obj1.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle157_rank1_obj1_dmd_rollout.png
cycle158_rank4_obj8,control,158.0,156.0,control_balanced_visual_qc;ranked_review_packet,medium,7.721854621907924,control_roi;control_balanced_panel;fragmentation_check;large_conditioned_front_sign_residual,pending,,,,,,,,fragmented_q70_mask,near_baseline_or_context_like,,3.173076923076923,0.2823149947463765,2.0576923076923075,1.010899066972006,1.3653846153846154,0.5288461538461539,0.1158999767148418,2.256372448977836e-06,6.988302334812708e-07,0.0,0.0,74.0,0.4085213032581453,0.0,0.0202216896345116,0.7696629213483146,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle158_rank4_obj8_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle158_rank4_obj8.png,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle158_rank4_obj8_dmd_rollout.png
cycle86_rank4_obj9,event,86.0,86.0,primary_visual_qc;ranked_review_packet,medium,6.422756519267371,event_roi;primary_visual_panel;fragmentation_check;diffusion_ci_check,pending,,,,,,,,fragmented_q70_mask;diffusion_ci_crosses_zero,,,3.668269230769231,,,,2.3269230769230766,0.5865384615384616,0.0650642115750638,4.202646411692796e-07,,,,75.0,0.4017382906808305,0.0,0.0020970641102456,0.0786516853932584,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle86_rank4_obj9_qc.png,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle86_rank4_obj9.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/crop_previews/cycle86_front4_obj9_crop_preview.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/plots/cycle86_front4_obj9_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle86_rank4_obj9_dmd_rollout.png
cycle116_rank7_obj37,event,116.0,116.0,primary_visual_qc;control_balanced_visual_qc,medium,6.004618372906563,event_roi;primary_visual_panel;control_balanced_panel;fragmentation_check,pending,,,,,,,,fragmented_q70_mask;already_in_primary_qc,optical_brightening_decorrelating_rollout_hard_front_positive,,0.2702521008403361,1.8968300110416172,1.6153846153846152,1.32518717317117,1.846153846153846,0.6826923076923077,0.0026455239053564,4.588812077925554e-06,2.449019551320061e-06,1.0,0.0,71.0,0.3846153846153846,0.0,-0.0046434991012582,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle116_rank7_obj37_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle116_rank7_obj37_qc.png,,,,
cycle86_rank6_obj78,event,86.0,86.0,control_balanced_visual_qc,routine,5.967205254514814,event_roi;control_balanced_panel;fragmentation_check;diffusion_ci_check,pending,,,,,,,,fragmented_q70_mask;diffusion_ci_crosses_zero,near_baseline_or_context_like,,,2.828290284175686,1.75,1.85813722649508,1.557692307692308,0.3173076923076923,0.0650642115750638,3.037250094731361e-07,-1.8947235504757984e-06,1.0,1.0,74.0,0.3465150766188828,0.0,0.0034451767525464,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle86_rank6_obj78_qc.png,,,,
cycle86_rank8_obj17,event,86.0,86.0,primary_visual_qc;ranked_review_packet,routine,5.78621805772891,event_roi;primary_visual_panel;fragmentation_check,pending,,,,,,,,fragmented_q70_mask,,,3.3221153846153846,,,,1.8269230769230769,0.6057692307692308,0.0650642115750638,1.2085253381264768e-06,,,,91.0,0.2387320455671124,0.0,-0.0025464349910125,0.0786516853932584,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle86_rank8_obj17_qc.png,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle86_rank8_obj17.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/crop_previews/cycle86_front8_obj17_crop_preview.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/plots/cycle86_front8_obj17_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle86_rank8_obj17_dmd_rollout.png
cycle88_rank2_obj4,control,88.0,86.0,primary_visual_qc;control_balanced_visual_qc,routine,5.665649080508081,control_roi;primary_visual_panel;control_balanced_panel;fragmentation_check;large_conditioned_front_sign_residual,pending,,,,,,,,fragmented_q70_mask;already_in_primary_qc,front_negative_high_apparent_front_proxy,,0.5612414965986394,2.548955071864824,1.8365384615384617,0.6746893715851342,0.3846153846153844,-0.1923076923076923,-0.1866405016576523,7.225978577165878e-06,3.149160158608212e-06,1.0,0.0,63.0,0.3902932254802831,0.0,0.0029958058717795,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle88_rank2_obj4_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle88_rank2_obj4_qc.png,,,,
cycle86_rank2_obj6,event,86.0,86.0,control_balanced_visual_qc,routine,5.557303139273828,event_roi;control_balanced_panel;fragmentation_check,pending,,,,,,,,fragmented_q70_mask,near_baseline_or_context_like,,,3.0930795112716725,1.2692307692307692,2.198397308847956,0.8269230769230769,0.4326923076923077,0.0650642115750638,1.6117143058060102e-06,-5.867342541429243e-07,1.0,0.0,72.0,0.3776996484178804,0.0,0.0014979029358897,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle86_rank2_obj6_qc.png,,,,
cycle86_rank3_obj5,event,86.0,86.0,ranked_review_packet,routine,5.36121805772891,event_roi,pending,,,,,,,,,,,3.5528846153846154,,,,1.5192307692307692,0.6634615384615385,0.0650642115750638,,,,,,,,,0.0786516853932584,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_sequences/previews/cycle86_rank3_obj5.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/crop_previews/cycle86_front3_obj5_crop_preview.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/selected_front_roi_tracking/plots/cycle86_front3_obj5_front_tracking.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/multi_cycle_roi_rollout_baselines/rollout_previews/cycle86_rank3_obj5_dmd_rollout.png
cycle158_rank1_obj2,control,158.0,156.0,control_balanced_visual_qc,routine,4.790599687075174,control_roi;control_balanced_panel;large_conditioned_front_sign_residual,pending,,,,,,,,threshold_sign_unstable,front_negative_high_apparent_front_proxy,,,2.069622233331016,1.875,0.8210227064111154,1.0769230769230769,-0.2307692307692307,-0.1698143089994438,2.6708160871783503e-06,1.113273871681785e-06,0.0,0.0,64.0,0.5017404276479364,0.0,0.0188735769922109,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle158_rank1_obj2_qc.png,,,,
cycle88_rank4_obj8,control,88.0,86.0,primary_visual_qc;control_balanced_visual_qc,routine,4.511800015196438,control_roi;primary_visual_panel;control_balanced_panel;fragmentation_check,pending,,,,,,,,fragmented_q70_mask;already_in_primary_qc,front_negative_high_apparent_front_proxy,,1.073896839594514,0.2729973845536271,1.471153846153846,0.5810432952277503,0.9615384615384616,0.3173076923076924,-0.0437833588005094,1.0421746801140351e-05,6.344928382582685e-06,0.0,0.0,74.0,0.238676844783715,0.0,0.0014979029358897,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle88_rank4_obj8_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle88_rank4_obj8_qc.png,,,,
cycle88_rank3_obj6,control,88.0,86.0,primary_visual_qc;control_balanced_visual_qc,routine,4.091760997636234,control_roi;primary_visual_panel;control_balanced_panel;fragmentation_check,pending,,,,,,,,fragmented_q70_mask;already_in_primary_qc,front_negative_high_apparent_front_proxy,,0.4263157894736842,0.5240252181444861,1.0865384615384617,0.7769960856294926,1.173076923076923,0.5865384615384617,-0.0437833588005094,7.196085702871549e-06,3.1192672843138827e-06,1.0,0.0,60.0,0.4234592445328032,0.0,0.0031455961653684,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle88_rank3_obj6_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle88_rank3_obj6_qc.png,,,,
cycle118_rank1_obj7,control,118.0,116.0,primary_visual_qc;control_balanced_visual_qc,routine,3.7478905789113774,control_roi;primary_visual_panel;control_balanced_panel;fragmentation_check,pending,,,,,,,,fragmented_q70_mask;already_in_primary_qc,near_baseline_or_context_like,,0.282471051983247,-1.010638192968047,0.625,0.5779761010946141,0.9423076923076924,0.7980769230769231,-0.0045616643801136,1.197560368428275e-06,-1.726882028665113e-06,1.0,0.0,67.0,0.4292980671414038,0.0,-0.0044937088076692,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle118_rank1_obj7_qc.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle118_rank1_obj7_qc.png,,,,
cycle90_rank6_obj3,control,90.0,86.0,control_balanced_visual_qc,routine,3.542563120200139,control_roi;control_balanced_panel;fragmentation_check,pending,,,,,,,,fragmented_q70_mask,near_baseline_or_context_like,,,1.0222437150538166,0.9711538461538464,1.289483423927142,1.326923076923077,0.1826923076923077,-0.0178277307758196,2.207513270481485e-06,-1.3877525085501498e-06,0.0,0.0,62.0,0.4476591267753814,0.0,-0.0100359496704613,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle90_rank6_obj3_qc.png,,,,
cycle90_rank5_obj10,control,90.0,86.0,control_balanced_visual_qc,routine,3.3962587363082335,control_roi;control_balanced_panel;fragmentation_check;diffusion_ci_check,pending,,,,,,,,fragmented_q70_mask;diffusion_ci_crosses_zero,near_baseline_or_context_like,,,-1.004015492165658,0.9326923076923076,0.764701860494445,1.2884615384615383,0.5480769230769231,-0.0178277307758196,3.5984745915784e-07,-3.2354183198737946e-06,1.0,1.0,62.0,0.4017355793772333,0.0,-0.0014979029358897,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle90_rank5_obj10_qc.png,,,,
cycle118_rank4_obj1,control,118.0,116.0,control_balanced_visual_qc,routine,2.9849149970447297,control_roi;control_balanced_panel;fragmentation_check;diffusion_ci_check,pending,,,,,,,,fragmented_q70_mask;diffusion_ci_crosses_zero,near_baseline_or_context_like,,,-0.4393851171686899,0.9615384615384616,1.1051828859084512,0.8653846153846154,0.6634615384615385,-0.0045616643801136,1.899809183382682e-06,-1.0246332137107062e-06,0.0,1.0,61.0,0.4382716049382716,0.0,-0.0106351108448172,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle118_rank4_obj1_qc.png,,,,
cycle88_rank5_obj9,control,88.0,86.0,control_balanced_visual_qc,routine,2.9496951957995763,control_roi;control_balanced_panel;fragmentation_check,pending,,,,,,,,fragmented_q70_mask,near_baseline_or_context_like,,,0.0221993187878007,1.0865384615384617,0.9442061661567512,1.3076923076923077,0.528846153846154,-0.0437833588005094,2.4611759027235795e-06,-1.6156425158340869e-06,1.0,0.0,72.0,0.4017008504252126,0.0,-0.0037447573397243,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle88_rank5_obj9_qc.png,,,,
cycle116_rank1_obj6,event,116.0,116.0,primary_visual_qc,routine,2.0942467975188253,event_roi;primary_visual_panel;fragmentation_check;diffusion_ci_check,pending,,,,,,,,fragmented_q70_mask;diffusion_ci_crosses_zero,,,0.423332042844238,,,,1.25,0.8365384615384616,0.0026455239053564,1.0213507797221243e-06,,,,65.0,0.421751968503937,0.0,-0.0046434991012582,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle116_rank1_obj6_qc.png,,,,,
cycle90_rank3_obj4,control,90.0,86.0,control_balanced_visual_qc,routine,1.998238780686036,control_roi;control_balanced_panel;no_auto_flags,pending,,,,,,,,none,front_negative_high_apparent_front_proxy,,,-0.0909036875015433,1.1923076923076923,0.8739415527028875,0.0192307692307692,0.0288461538461539,-0.0178277307758196,4.987521099504377e-06,1.3922553204727426e-06,0.0,0.0,51.0,0.5861169102296451,0.0,-0.005242660275614,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/control_balanced_front_qc_package/qc_panels/cycle90_rank3_obj4_qc.png,,,,
cycle116_rank5_obj43,event,116.0,116.0,primary_visual_qc,routine,1.4646366437300595,event_roi;primary_visual_panel;fragmentation_check,pending,,,,,,,,fragmented_q70_mask,,,0.3187218890554723,,,,0.5192307692307693,0.6634615384615385,0.0026455239053564,5.408513895576632e-06,,,,55.0,0.3696939782823297,0.0,-0.0040443379269022,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle116_rank5_obj43_qc.png,,,,,
cycle116_rank2_obj2,event,116.0,116.0,primary_visual_qc,routine,1.3946327033925359,event_roi;primary_visual_panel;no_auto_flags,pending,,,,,,,,none,,,0.3333333333333333,,,,-0.25,0.8173076923076923,0.0026455239053564,1.0648072999505855e-06,,,,51.0,0.5859683794466403,0.0,0.0008987417615338,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle116_rank2_obj2_qc.png,,,,,
cycle116_rank8_obj20,event,116.0,116.0,primary_visual_qc,routine,1.311835738452714,event_roi;primary_visual_panel;fragmentation_check,pending,,,,,,,,fragmented_q70_mask,,,0.3370748299319728,,,,0.3461538461538461,0.528846153846154,0.0026455239053564,5.565758642594448e-06,,,,53.0,0.1966319960376424,0.0,-0.0025464349910125,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/roi_front_qc_package/qc_panels/cycle116_rank8_obj20_qc.png,,,,,
