cycleNo,n_frames,frames_percentile,drop_count,any_abrupt_drop,synchronized_drop_2plus,synchronized_drop_3plus,mean_abs_delta_prev,max_abs_delta_prev,delta_std_across_particles,particle_norm_cv,future_any_drop_within_8cycles,future_sync2_drop_within_8cycles,cycles_to_next_drop_within_8,capacity_mAh,coulombic_efficiency_pct,V_min,V_max,n_points,integrated_n_event_particles,integrated_mean_drop_frac,integrated_n_sustained_next_cycle,integrated_global_frame_percentile,integrated_synchronized_event,integrated_evidence_score,integrated_degradation_mode_hypothesis,hazard_probability_mean,hazard_probability_max,hazard_n_predictions,roi_phase_slope_abs_median_per_s,roi_radius2_slope_median_px2_per_s,roi_diffusion_proxy_abs_median_um2_per_s,roi_threshold_robust_phase_score,roi_threshold_robust_diffusion_score,roi_roi_norm_mean_delta_last_minus_first,roi_stage_drift_xy_sampled,roi_object_mean_residual,roi_transferred_masked_residual_signature,roi_persistence_particle_mse_fraction_of_full_mean,roi_low_rank_dmd_particle_mse_fraction_of_full_mean,roi_velocity_particle_mse_fraction_of_full_mean,roi_selection_subrole,temporal_cycles_to_next_drop,temporal_cycles_since_previous_drop,temporal_radius2_slope_median_px2_per_s,temporal_diffusion_proxy_median_um2_per_s,temporal_persistence_particle_mse_fraction_of_full_mean,state_degradation_state_axis,state_cycle_state_cluster,state_state_step_norm,state_axis_step,state_shape_V_range,state_shape_I_abs_mean_mA,state_shape_dVdt_abs_p95,joint_n_roi,joint_joint_degradation_score,joint_rollout_residual_energy_mean,joint_radius2_slope_full_px2_per_s,joint_active_fraction_last,joint_evidence_score,trace_delta_rank,trace_sync_rank,particle_heterogeneity_rank,low_frame_rank,integrated_evidence_rank,hazard_probability_rank,front_motion_rank,front_threshold_rank,masked_residual_rank,rollout_residual_rank,state_transition_rank,echem_shape_rank,trace_vote_score,trace_vote,acquisition_vote_score,acquisition_vote,integrated_event_vote_score,integrated_event_vote,ai_rollout_vote_score,ai_rollout_vote,front_motion_vote_score,front_motion_vote,echem_state_vote_score,echem_state_vote,cross_modal_consensus_score,n_modal_votes,consensus_class,cross_modal_consensus_z,trace_delta_z,low_frame_z
106,895.0,0.0337078651685393,0,0,0,0,0.0372610893044972,0.0555555555555553,0.0150145733953712,0.0735942807190559,0,0,,0.6215962920690086,98.49084541838673,2.999776,4.200073,90037.0,,,,,,,,0.9403633721245898,0.9999905504552902,5,,,,,,,,,,,,,,,,,,,2.364553928367172,1,2.242120563650745,-0.5938522554164969,1.2002969999999995,0.500889,0.0096315236950697,,,,,,,0.1590909090909091,0.48314606741573035,0.6741573033707865,0.9662921348314607,,0.967741935483871,,,,,0.5681818181818182,0.7530864197530864,0.6741573033707865,0,0.9662921348314607,1,,0,0.967741935483871,1,,0,0.7530864197530864,0,0.653099512589666,2,low_consensus,1.243559488650475,-0.5786605318571655,1.6260664338260997
112,901.0,0.1404494382022472,0,0,0,0,0.0320717565868802,0.0563380281690142,0.0283710406918667,0.0410413693675595,1,1,4.0,0.831203029316235,99.25550518434362,2.990317,4.400058,117033.0,,,,,,,,0.19904530581337596,0.9952265116774436,5,,,,,,,,,,,,,,,,,,,-5.498248175674021,0,8.756170712128581,-8.460102925593088,1.4097409999999997,0.500889,0.0095950907071517,,,,,,,0.48863636363636365,0.48314606741573035,0.3258426966292135,0.8595505617977528,,0.7903225806451613,,,,,0.9431818181818182,0.654320987654321,0.48863636363636365,0,0.8595505617977528,1,,0,0.7903225806451613,0,,0,0.9431818181818182,1,0.6492858679943373,2,low_consensus,1.2118350456969686,-0.5661468459221641,1.2582656928416247
118,899.0,0.0786516853932584,0,0,0,0,0.0665239616203596,0.0901639344262295,0.0176949076745586,0.0940270030508591,0,0,,0.8246261548736477,98.56526636456609,2.965223,4.402181,60597.0,,,,,,,,0.015437212478037907,0.0771833478762239,5,,,,,,,,,,,,,,,,,,,-3.7940847950572025,0,7.277462750010905,-1.679889186408697,1.4369579999999995,0.500889,0.0066549434967364,,,,,,,0.625,0.48314606741573035,0.8370786516853933,0.9213483146067416,,0.016129032258064516,,,,,0.9090909090909091,0.5555555555555556,0.8370786516853933,0,0.9213483146067416,1,,0,0.016129032258064516,0,,0,0.9090909090909091,1,0.6210497900874848,2,low_consensus,0.9769484902261413,-0.025186357224082873,1.4712029639378998
110,900.0,0.1179775280898876,0,0,0,0,0.0589548218271377,0.1666666666666665,0.0719768670915561,0.0492709562912939,1,1,6.0,0.6265993163629001,99.00844061867976,2.995336,4.200845,55449.0,,,,,,,,0.9516404439941397,0.9994451427249464,5,5.228350674390018e-07,-0.0006633483908045,1.5283546924136028e-06,0.7222222222222222,0.3194444444444445,-0.0001486539840698,0.2121320343559321,10264.3447265625,0.1861489207307045,1.3887764676163643,3.880033231708752,1.1704606555557806,high_warning_positive,6.0,24.0,-0.0006633483908045,-1.5283546924136028e-06,1.3887764676163643,2.9618547499190666,1,3.726419147611593,0.704199790298937,1.2055090000000002,0.5008889999999999,0.008391129688362,,,,,,,0.8295454545454546,0.48314606741573035,0.5056179775280899,0.8820224719101124,,0.9193548387096774,0.2916666666666667,0.75,0.08333333333333333,,0.7613636363636364,0.6049382716049383,0.8295454545454546,0,0.8820224719101124,1,,0,0.9193548387096774,1,0.75,0,0.7613636363636364,0,0.611098871807764,2,low_consensus,0.8941701055579192,1.1982828709121938,1.3356974277857248
130,1185.0,0.6853932584269663,0,0,0,0,0.0369407244926755,0.0555555555555555,0.0145885165500965,0.1072904107313399,0,0,,0.8705715169803451,98.5852666034628,2.964257,4.603904,74415.0,,,,,,,,0.9052533075383646,0.9985020455947876,5,,,,,,,,,,,,,,,,,,,-8.969329836091944,0,2.278544488589542,0.4823005550398811,1.639647,0.500889,0.0096217184651548,,,,,,,0.32386363636363635,0.48314606741573035,0.898876404494382,0.3146067415730337,,0.8709677419354839,,,,,0.5909090909090909,0.7160493827160493,0.898876404494382,1,0.3146067415730337,0,,0,0.8709677419354839,1,,0,0.7160493827160493,0,0.599774152201058,2,low_consensus,0.7999635238624292,-0.5786605318571624,-0.6194538795527998
96,893.0,0.0224719101123595,0,0,0,0,0.187612560609559,0.2704918032786886,0.1259130925180045,0.0318705815720253,0,0,,0.6264680253774085,97.9904725551036,2.965416,4.200845,83138.0,,,,,,,,0.14796277067865418,0.7380682682559461,5,,,,,,,,,,,,,,,,,,,3.8451505077375328,1,3.568710314025355,-2.058590033328644,1.2354290000000003,0.5008889999999999,0.0069006080716003,,,,,,,0.9886363636363636,0.48314606741573035,0.14606741573033707,0.9775280898876404,,0.22580645161290322,,,,,0.75,0.5802469135802469,0.9886363636363636,1,0.9775280898876404,1,,0,0.22580645161290322,0,,0,0.75,0,0.5930616145518888,2,low_consensus,0.7441241522583804,2.858705394811434,1.6647823012981497
94,901.0,0.1404494382022472,0,0,0,0,0.0263160932809974,0.0478873239436619,0.0200225268022333,0.1490599181383584,0,0,,0.6268646283366863,98.87589136011783,2.94534,4.201231,45515.0,,,,,,,,0.14377992818159172,0.705521921007485,5,,,,,,,,,,,,,,,,,,,5.903740541066177,1,2.77182848467324,-0.4163183799121688,1.255891,0.5008889999999999,0.0095947534667652,,,,,,,0.13636363636363635,0.48314606741573035,0.9887640449438202,0.8595505617977528,,0.20967741935483872,,,,,0.6704545454545454,0.6419753086419753,0.9887640449438202,1,0.8595505617977528,1,,0,0.20967741935483872,0,,0,0.6704545454545454,0,0.569990226281757,2,low_consensus,0.5522009347853842,-0.7012946540201183,1.2582656928416247
156,1246.0,0.9101123595505618,1,1,0,0,0.1098742271479513,0.2131147540983602,0.1099237781138179,0.040153927449709,0,0,,,,,,,1.0,0.1656050955414012,1.0,0.9101123595505618,0.0,4.816527810967591,single_persistent_drop_needs_roi_qc,0.7148943581181924,0.9662896639366352,5,,,,,,,,,,,,,,,,,,,2.2859718258330584,1,6.385183479815459,1.7715416460695592,,,,,,,,,,0.9431818181818182,0.9719101123595506,0.30337078651685395,0.0898876404494382,0.25,0.532258064516129,,,,,0.8863636363636364,,0.9719101123595506,1,0.0898876404494382,0,0.25,0,0.532258064516129,0,,0,0.8863636363636364,1,0.568138865483918,2,trace_event_low_modal_support,0.5368000791080244,1.941103473709216,-1.3937712289937996
154,1228.0,0.7921348314606742,0,0,0,0,0.0554336950665744,0.1666666666666667,0.0913287641082308,0.048300138190139,1,0,2.0,,,,,,,,,,,,,0.8005544413930782,0.9970977364488596,5,1.7219407685915105e-06,0.0035923752659027,8.276832612639884e-06,-0.0972222222222223,0.6875,-0.0004748553037643,0.2828427124746029,9977.4794921875,1.0097002411185476,1.7125739371614332,3.755928721288305,1.528699207390276,high_warning_positive,2.0,38.0,0.0035923752659027,8.276832612639884e-06,1.7125739371614332,0.5817194979377159,1,0.5547306155173712,0.2614759978057061,,,,,,,,,,0.8863636363636364,0.48314606741573035,0.4943820224719101,0.2078651685393258,,0.8387096774193549,0.9583333333333334,0.16666666666666666,0.8333333333333334,,0.03409090909090909,,0.8863636363636364,1,0.2078651685393258,0,,0,0.8387096774193549,0,0.9583333333333334,1,0.03409090909090909,0,0.5447656460704666,2,low_consensus,0.3423660285858335,1.1982828709121973,-0.9872546205372749
128,1185.0,0.6853932584269663,0,0,0,0,0.0242617819851714,0.0555555555555555,0.0349216248969958,0.1136563612151462,0,0,,0.8713986755195169,98.18959526246968,2.999969,4.603711,96404.0,,,,,,,,0.9421809134342191,0.9980765378927536,5,,,,,,,,,,,,,,,,,,,-9.396982090278147,0,1.633830586879799,-0.3044073781369203,1.6037419999999996,0.500889,0.0064606295952267,,,,,,,0.32386363636363635,0.48314606741573035,0.9325842696629213,0.3146067415730337,,0.8548387096774194,,,,,0.375,0.5185185185185185,0.9325842696629213,1,0.3146067415730337,0,,0,0.8548387096774194,1,,0,0.5185185185185185,0,0.5432225633158942,2,low_consensus,0.32952963557744114,-0.5786605318571624,-0.6194538795527998
153,1231.0,0.8089887640449438,0,0,0,0,0.0272720567485056,0.0555555555555555,0.0382228553994484,0.1123580749219723,1,0,3.0,,,,,,,,,,,,,0.7124990729848445,0.9900561363108876,5,2.494765311742836e-06,0.006414430590017,1.4778848079399394e-05,-0.2361111111111111,0.6875,-0.0008545443415641,0.2121320343559321,7020.06103515625,0.8710369083836372,2.0590820646892443,3.977983680833952,1.8305050069597093,high_warning_positive,3.0,37.0,0.006414430590017,1.4778848079399394e-05,2.0590820646892443,0.3202435001320098,1,0.8322469875994432,-0.2420066689445357,,,,,,,,,,0.32386363636363635,0.48314606741573035,0.9213483146067416,0.1910112359550562,,0.6774193548387096,1.0,0.08333333333333333,0.7916666666666666,,0.125,,0.9213483146067416,1,0.1910112359550562,0,,0,0.7916666666666666,0,1.0,1,0.125,0,0.510754289908875,2,low_consensus,0.05943685116813648,-0.5786605318571624,-1.0453284217453496
147,1237.0,0.848314606741573,0,0,0,0,0.0189534749480488,0.0409836065573769,0.0173370887933038,0.1031323880528105,0,0,,0.8476244096711879,97.277614199115,2.989159,4.606027,102378.0,,,,,,,,0.37264900411077484,0.646474090948542,5,3.545013670852684e-06,-0.0030985626073469,7.139088247327485e-06,0.6388888888888888,0.951388888888889,0.0017741546034812,0.2121320343559321,8326.810546875,0.6943342227566772,1.2211599450508537,3.493780270873619,1.1636749584970614,hard_negative_high_warning,9.0,31.0,-0.0030985626073469,-7.139088247327485e-06,1.2211599450508537,-10.20170308068876,0,2.0433041588295424,-1.835436204446156,1.6168680000000002,0.500889,0.0068909039464165,,,,,,,0.125,0.48314606741573035,0.8651685393258427,0.151685393258427,,0.14516129032258066,0.875,0.5,0.625,,0.5113636363636364,0.5679012345679012,0.8651685393258427,1,0.151685393258427,0,,0,0.625,0,0.875,1,0.5679012345679012,0,0.4849426161254119,2,low_consensus,-0.1552818914962952,-0.8117022895974075,-1.1808339578975244
129,1185.0,0.6853932584269663,0,0,0,0,0.0044822211960286,0.0081967213114755,0.0061949748141713,0.1154927229573242,0,0,,0.8674650544306721,98.09191394754308,2.999197,4.600042999999999,86473.0,,,,,,,,0.9610522136353422,0.9995241920278646,5,3.042698791918687e-07,-0.000145674202857,1.030746739025892e-06,-0.1805555555555555,-0.0069444444444444,0.0005150437355041,0.2500000000000227,10286.3154296875,0.2863584478094875,1.1797688619566378,3.6590097575625498,1.0238377888786518,low_risk_negative,27.0,13.0,-0.000145674202857,-3.356333633826293e-07,1.1797688619566378,-9.451630391131824,0,1.889283937086472,-0.0546483008536764,1.600845999999999,0.5008889999999999,0.0096299196060169,,,,,,,0.017045454545454544,0.48314606741573035,0.9438202247191011,0.3146067415730337,,0.9354838709677419,0.125,0.125,0.375,,0.4772727272727273,0.7283950617283951,0.9438202247191011,1,0.3146067415730337,0,,0,0.9354838709677419,1,0.125,0,0.7283950617283951,0,0.4524770148222184,2,low_consensus,-0.4253524475612251,-1.336046244512952,-0.6194538795527998
92,905.0,0.2022471910112359,0,0,0,0,0.049421162677339,0.1111111111111111,0.0422856113749247,0.173020199974505,0,0,,0.6253181712982415,98.91909233405694,2.989738,4.201423999999999,50572.0,,,,,,,,0.18959975843954188,0.9477870247376824,5,,,,,,,,,,,,,,,,,,,6.3200589209783455,1,2.499289041599082,-0.5795204742701374,1.2116859999999994,0.500889,0.0096347908142634,,,,,,,0.7329545454545454,0.48314606741573035,1.0,0.797752808988764,,0.45161290322580644,,,,,0.625,0.8148148148148148,1.0,1,0.797752808988764,0,,0,0.45161290322580644,0,,0,0.8148148148148148,0,0.7007544485570945,1,low_consensus,1.6399850757131749,0.3098111695275175,1.04532842174535
60,920.0,0.3707865168539326,1,1,0,0,0.0728437107160266,0.2222222222222223,0.0997075820649382,0.045761791950413,0,0,,0.6398820700465511,98.8206540493392,2.962327,4.20181,56443.0,1.0,0.1707317073170731,1.0,0.3707865168539326,0.0,5.37722440775176,single_persistent_drop_needs_roi_qc,,,0,,,,,,,,,,,,,,,,,,,4.816019715064928,1,3.3674690546455954,1.268609645041361,1.239483,0.500889,0.0064345629300335,,,,,,,0.9659090909090909,0.9719101123595506,0.42696629213483145,0.6292134831460674,0.5,,,,,,0.7272727272727273,0.4567901234567901,0.9719101123595506,1,0.6292134831460674,0,0.5,0,,0,,0,0.7272727272727273,0,0.6682945470398655,1,trace_event_low_modal_support,1.3699619342748985,2.086754572296877,0.46459040966459986
127,1188.0,0.7191011235955056,0,0,0,0,0.0200364298724955,0.0555555555555555,0.0246070238362591,0.0878851222051162,0,0,,0.8780510836333449,99.12879514014308,2.978349,4.600042999999999,124682.0,,,,,,,,0.9624056853274418,0.9968141820058803,5,,,,,,,,,,,,,,,,,,,-9.092574712141229,0,26.47603610986759,-0.146966054024487,1.6216939999999993,0.5008889999999999,0.0096412742872406,,,,,,,0.32386363636363635,0.48314606741573035,0.7752808988764045,0.2808988764044944,,0.8225806451612904,,,,,0.9772727272727273,0.8765432098765432,0.7752808988764045,0,0.2808988764044944,0,,0,0.8225806451612904,0,,0,0.9772727272727273,1,0.6485122944815467,1,low_consensus,1.2053999445323427,-0.5786605318571624,-0.7356014819689497
70,913.0,0.3033707865168539,0,0,0,0,0.0597940557736216,0.1111111111111111,0.0357754112822669,0.0612344453012839,0,0,,0.6342278371662973,98.62141113462258,2.99688,4.200459,66196.0,,,,,,,,0.5095937326785109,0.9632038271278522,5,,,,,,,,,,,,,,,,,,,5.421419019396777,1,1.9296619373203203,-0.8806338788379264,1.2035790000000004,0.500889,0.0096427672991946,,,,,,,0.7329545454545454,0.48314606741573035,0.5842696629213483,0.696629213483146,,0.5,,,,,0.48863636363636365,0.8888888888888888,0.7329545454545454,0,0.696629213483146,0,,0,0.5,0,,0,0.8888888888888888,1,0.6249321059714319,1,low_consensus,1.009244186825303,0.3098111695275175,0.6968856144969
66,908.0,0.2528089887640449,0,0,0,0,0.0517958387849868,0.0573770491803279,0.0056967095987397,0.04134050208767,0,0,,0.6341707408081786,98.83560312289966,2.999969,4.200073,91696.0,,,,,,,,0.67273427862754,0.9914706395471252,5,,,,,,,,,,,,,,,,,,,6.16227177126118,1,2.827361815157314,1.1219849338921275,1.2001039999999996,0.5008889999999999,0.0096438011913437,,,,,,,0.5227272727272727,0.48314606741573035,0.33707865168539325,0.747191011235955,,0.6935483870967742,,,,,0.6818181818181818,0.9012345679012346,0.5227272727272727,0,0.747191011235955,0,,0,0.6935483870967742,0,,0,0.9012345679012346,1,0.6238205914115059,1,low_consensus,0.9999978663130153,-0.5495303121396306,0.871107018121125
