cycleNo,n_frames,frames_percentile,drop_count,any_abrupt_drop,synchronized_drop_2plus,synchronized_drop_3plus,mean_abs_delta_prev,max_abs_delta_prev,delta_std_across_particles,particle_norm_cv,future_any_drop_within_8cycles,future_sync2_drop_within_8cycles,cycles_to_next_drop_within_8,capacity_mAh,coulombic_efficiency_pct,V_min,V_max,n_points,integrated_n_event_particles,integrated_mean_drop_frac,integrated_n_sustained_next_cycle,integrated_global_frame_percentile,integrated_synchronized_event,integrated_evidence_score,integrated_degradation_mode_hypothesis,hazard_probability_mean,hazard_probability_max,hazard_n_predictions,roi_phase_slope_abs_median_per_s,roi_radius2_slope_median_px2_per_s,roi_diffusion_proxy_abs_median_um2_per_s,roi_threshold_robust_phase_score,roi_threshold_robust_diffusion_score,roi_roi_norm_mean_delta_last_minus_first,roi_stage_drift_xy_sampled,roi_object_mean_residual,roi_transferred_masked_residual_signature,roi_persistence_particle_mse_fraction_of_full_mean,roi_low_rank_dmd_particle_mse_fraction_of_full_mean,roi_velocity_particle_mse_fraction_of_full_mean,roi_selection_subrole,temporal_cycles_to_next_drop,temporal_cycles_since_previous_drop,temporal_radius2_slope_median_px2_per_s,temporal_diffusion_proxy_median_um2_per_s,temporal_persistence_particle_mse_fraction_of_full_mean,state_degradation_state_axis,state_cycle_state_cluster,state_state_step_norm,state_axis_step,state_shape_V_range,state_shape_I_abs_mean_mA,state_shape_dVdt_abs_p95,joint_n_roi,joint_joint_degradation_score,joint_rollout_residual_energy_mean,joint_radius2_slope_full_px2_per_s,joint_active_fraction_last,joint_evidence_score,trace_delta_rank,trace_sync_rank,particle_heterogeneity_rank,low_frame_rank,integrated_evidence_rank,hazard_probability_rank,front_motion_rank,front_threshold_rank,masked_residual_rank,rollout_residual_rank,state_transition_rank,echem_shape_rank,trace_vote_score,trace_vote,acquisition_vote_score,acquisition_vote,integrated_event_vote_score,integrated_event_vote,ai_rollout_vote_score,ai_rollout_vote,front_motion_vote_score,front_motion_vote,echem_state_vote_score,echem_state_vote,cross_modal_consensus_score,n_modal_votes,consensus_class,cross_modal_consensus_z,trace_delta_z,low_frame_z
40,927.0,0.4662921348314606,0,0,0,0,0.0950694604787192,0.1666666666666667,0.1192199211212534,0.0922210664254842,0,0,,0.6456776883909884,98.70623035375256,2.999969,4.201423999999999,55703.0,,,,,,,,,,0,1.2572894658880078e-06,0.0011306406741123,2.604996113154949e-06,0.5555555555555556,-0.2013888888888889,-0.0001339614391326,0.2500000000000227,10660.646484375,0.7842017555889671,0.9456390620128164,3.627678653805016,0.8761090424593571,hard_negative_high_warning,20.0,,0.0011306406741123,2.604996113154949e-06,0.9456390620128164,5.235546508470637,1,3.0569007235031207,0.7365967282812473,1.2014549999999993,0.500889,0.0064267992303888,,,,,,,0.8863636363636364,0.48314606741573035,0.8202247191011236,0.5337078651685394,,,0.5833333333333334,0.3333333333333333,0.75,,0.7045454545454546,0.37037037037037035,0.8863636363636364,1,0.5337078651685394,0,,0,0.75,0,0.5833333333333334,0,0.7045454545454546,0,0.6072249755146135,1,low_consensus,0.8619444487386164,1.1982828709121973,0.13550553615217528
152,1235.0,0.8202247191011236,0,0,0,0,0.0432736216937326,0.1111111111111111,0.0453339513901318,0.0814738321503553,1,0,4.0,,,,,,,,,,,,,0.7197942390798813,0.995758148934959,5,2.1025863546349785e-06,0.0025058447891082,5.773466394105487e-06,-0.0694444444444445,0.6875000000000001,-0.000570610165596,0.2915475947422533,9596.337890625,1.1876601241161993,1.7097487058740553,3.670209087218995,1.60797223464682,high_warning_positive,4.0,36.0,0.0025058447891082,5.773466394105487e-06,1.7097487058740553,0.5622501690765456,1,1.6389462244070354,0.5487184564793691,,,,,,,,,,0.7329545454545454,0.48314606741573035,0.7078651685393258,0.1797752808988764,,0.8064516129032258,0.75,0.25,0.875,,0.38636363636363635,,0.7329545454545454,0,0.1797752808988764,0,,0,0.875,1,0.75,0,0.38636363636363635,0,0.5746173679528156,1,low_consensus,0.5906925897657921,0.3098111695275175,-1.0840442892173996
32,934.0,0.5224719101123596,0,0,0,0,0.0368188640036942,0.0655737704918033,0.02739094696744,0.0515947553806703,0,0,,0.651167873005438,99.07509948333896,2.967153,4.201617,55087.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3.354015049514063,1,1.7985386302207305,-0.6299051471403567,1.2344639999999996,0.500889,0.009646099523361,,,,,,,0.5568181818181818,0.48314606741573035,0.5168539325842697,0.4775280898876404,,,,,,,0.4318181818181818,0.9753086419753086,0.5568181818181818,0,0.4775280898876404,0,,0,,0,,0,0.9753086419753086,1,0.5735788492498853,1,low_consensus,0.5820534975473888,-0.41844432341074367,-0.05807380120807513
124,1189.0,0.7415730337078652,0,0,0,0,0.0895094153262013,0.1098591549295776,0.0788966221696315,0.0940270030508591,0,0,,0.8224419924742425,99.21302725391988,2.989352,4.40083,80320.0,,,,,,,,0.2527986612519755,0.5876438499026689,5,,,,,,,,,,,,,,,,,,,-4.285826084017391,0,5.377857593038353,0.3638565535123419,1.4114780000000002,0.5008889999999999,0.0096008103100991,,,,,,,0.6647727272727273,0.48314606741573035,0.8370786516853933,0.2584269662921348,,0.0967741935483871,,,,,0.875,0.6790123456790124,0.8370786516853933,0,0.2584269662921348,0,,0,0.0967741935483871,0,,0,0.875,1,0.5563158502704836,1,low_consensus,0.43844834173415737,0.28978927203152693,-0.8130332169130499
100,899.0,0.0786516853932584,0,0,0,0,0.0295832371276841,0.0573770491803278,0.0235225232167787,0.0350139310240364,0,0,,0.6271394643536904,99.00715790899734,2.999969,4.200845,63808.0,,,,,,,,0.6312103242346581,0.8406000840411109,5,,,,,,,,,,,,,,,,,,,3.6884175893799607,1,2.4387531326388983,-0.8805979468773883,1.200876,0.500889,0.0096328990539533,,,,,,,0.5056818181818182,0.48314606741573035,0.21348314606741572,0.9213483146067416,,0.3387096774193548,,,,,0.6136363636363636,0.7777777777777778,0.5056818181818182,0,0.9213483146067416,1,,0,0.3387096774193548,0,,0,0.7777777777777778,0,0.550540452157886,1,low_consensus,0.39040472272956694,-0.5495303121396321,1.4712029639378998
131,1181.0,0.6629213483146067,0,0,0,0,0.1053788578465327,0.1666666666666665,0.0421632219852729,0.0832061733408327,0,0,,0.8692177312572485,98.41242448803447,2.959046,4.600622,63938.0,,,,,,,,0.8988469082831662,0.965691112543452,5,1.189906067866168e-06,-0.0009689563801152,2.2324754997855146e-06,-0.0972222222222222,0.3472222222222222,0.0011234432458877,0.2121320343559321,8524.5419921875,0.6026405442281145,1.6156122360542222,3.70936876399368,1.638834347786449,hard_negative_high_warning,25.0,15.0,-0.0009689563801152,-2.2324754997855146e-06,1.6156122360542222,-6.784218386522095,0,4.992798913749088,2.185111449569849,1.6415760000000006,0.5008889999999999,0.0064255264402813,,,,,,,0.8295454545454546,0.48314606741573035,0.7191011235955056,0.3370786516853933,,0.5161290322580645,0.5416666666666666,0.20833333333333334,0.5416666666666666,,0.8522727272727273,0.35802469135802467,0.8295454545454546,0,0.3370786516853933,0,,0,0.5416666666666666,0,0.5416666666666666,0,0.8522727272727273,1,0.5386964414797567,1,low_consensus,0.29187833105707645,1.1982828709121938,-0.5420221446086997
56,913.0,0.3033707865168539,0,0,0,0,0.0232371918212371,0.0555555555555555,0.0233246866886321,0.0459212389557421,1,0,4.0,0.6375714923988263,98.80849336059764,2.999969,4.200073,92199.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,4.3861552354009055,1,1.2573282492920543,-0.3529415445522765,1.2001039999999996,0.500889,0.0096460995251038,,,,,,,0.32386363636363635,0.48314606741573035,0.449438202247191,0.696629213483146,,,,,,,0.23863636363636365,0.9876543209876543,0.48314606741573035,0,0.696629213483146,0,,0,,0,,0,0.9876543209876543,1,0.5298946340222869,1,low_consensus,0.21865901772245785,-0.5786605318571624,0.6968856144969
146,1244.0,0.8876404494382022,0,0,0,0,0.0227898355524768,0.0555555555555555,0.0237255886556796,0.0907180289298184,0,0,,0.8465362155334497,94.75651022551988,2.999776,4.600042999999999,125050.0,,,,,,,,0.39283653043694133,0.8061480246139106,5,2.8355288227546085e-06,-0.0025193224589635,5.804518945452093e-06,0.5833333333333334,0.7708333333333334,-0.0010743290185928,0.25,7332.19677734375,3.21719464829548,1.2075225266846523,4.139207236457008,1.1017837909643824,hard_negative_high_warning,10.0,30.0,-0.0025193224589635,-5.804518945452093e-06,1.2075225266846523,-8.366266876242605,0,2.834328402176376,1.1268865572495717,1.6002669999999992,0.5008889999999999,0.0064250164479133,,,,,,,0.32386363636363635,0.48314606741573035,0.8089887640449438,0.1123595505617978,,0.3064516129032258,0.7916666666666666,0.4166666666666667,0.9583333333333334,,0.6931818181818182,0.345679012345679,0.8089887640449438,0,0.1123595505617978,0,,0,0.9583333333333334,1,0.7916666666666666,0,0.6931818181818182,0,0.5240337128483498,1,low_consensus,0.16990396077108028,-0.5786605318571624,-1.3163394940496993
44,925.0,0.4382022471910112,0,0,0,0,0.0890569280894839,0.1111111111111111,0.018954183681597,0.0457764245139191,0,0,,0.6335059760529974,97.30886282905732,2.999969,4.202003,68598.0,,,,,,,,,,0,5.41479221336569e-07,-0.00048127012952,1.1088463784141226e-06,0.5694444444444444,0.4791666666666667,-0.0002811923623085,0.2915475947422533,13180.04296875,0.6286054582853854,0.8392288110904451,3.405899474411546,0.7941177510483526,hard_negative_high_warning,16.0,,-0.00048127012952,-1.1088463784141226e-06,0.8392288110904451,6.525154720159276,1,7.805796952936225,1.0277082272888922,1.2020340000000005,0.500889,0.0064268528032465,,,,,,,0.7329545454545454,0.48314606741573035,0.43820224719101125,0.5617977528089888,,,0.16666666666666666,0.375,0.5833333333333334,,0.9204545454545454,0.38271604938271603,0.7329545454545454,0,0.5617977528089888,0,,0,0.5833333333333334,0,0.375,0,0.9204545454545454,1,0.5160301341897263,1,low_consensus,0.10332484773825867,0.3098111695275175,0.23229520483230012
12,941.0,0.5617977528089888,0,0,0,0,0.0215163934426229,0.0573770491803278,0.0274671711241572,0.1023591746285267,0,0,,0.6561075442300461,99.04320916306057,2.990896,4.20181,47321.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3.8390893745990007,1,2.3487720054990966,-0.5785343206636955,1.2109139999999998,0.500889,0.0038599668696363,,,,,,,0.5056818181818182,0.48314606741573035,0.8539325842696629,0.4382022471910112,,,,,,,0.6022727272727273,0.18518518518518517,0.8539325842696629,1,0.4382022471910112,0,,0,,0,,0,0.6022727272727273,0,0.5114034382526892,1,low_consensus,0.06483690067115604,-0.5495303121396321,-0.19357933736025004
36,921.0,0.3820224719101123,0,0,0,0,0.0048025860078503,0.0081967213114755,0.0040844454788755,0.0693033741815927,0,0,,0.6436790965861274,98.90136435694149,2.999776,4.200073,93037.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3.953793755181055,1,1.427412221529101,0.1869864889823826,1.2002969999999995,0.500889,0.0096451800590926,,,,,,,0.017045454545454544,0.48314606741573035,0.651685393258427,0.6179775280898876,,,,,,,0.2840909090909091,0.9382716049382716,0.651685393258427,0,0.6179775280898876,0,,0,,0,,0,0.9382716049382716,1,0.4987028262231134,1,low_consensus,-0.04081527318385499,-1.336046244512952,0.42587454219255017
102,899.0,0.0786516853932584,0,0,0,0,0.0210610200364298,0.0555555555555555,0.0253878331461698,0.0351559215941714,0,0,,0.6269655434009839,98.76904183464588,2.963485,4.200652,60596.0,,,,,,,,0.6522043337041512,0.9433133376020092,5,,,,,,,,,,,,,,,,,,,3.618076796282532,1,1.3148487881681614,-0.0703407930974284,1.237167,0.500889,0.009637830651583,,,,,,,0.32386363636363635,0.48314606741573035,0.2247191011235955,0.9213483146067416,,0.43548387096774194,,,,,0.26136363636363635,0.8395061728395061,0.48314606741573035,0,0.9213483146067416,1,,0,0.43548387096774194,0,,0,0.8395061728395061,0,0.498490114240084,1,low_consensus,-0.04258475353328491,-0.5786605318571624,1.4712029639378998
114,900.0,0.1179775280898876,0,0,0,0,0.0352119089766283,0.0555555555555555,0.0148960514894658,0.0473168513871471,1,1,2.0,0.8279939523711375,98.56611683914352,2.972944,4.403532,61048.0,,,,,,,,0.20338577198190605,0.9833984906520138,5,,,,,,,,,,,,,,,,,,,-5.761328568576032,0,1.4994649526877593,-0.2630803929020109,1.4305880000000002,0.500889,0.0052162245527128,,,,,,,0.32386363636363635,0.48314606741573035,0.48314606741573035,0.8820224719101124,,0.6451612903225806,,,,,0.32954545454545453,0.2962962962962963,0.48314606741573035,0,0.8820224719101124,1,,0,0.6451612903225806,0,,0,0.32954545454545453,0,0.49188304060993443,1,low_consensus,-0.09754680498559874,-0.5786605318571624,1.3356974277857248
6,940.0,0.5449438202247191,0,0,0,0,0.0905237435542215,0.1666666666666667,0.0538963258730449,0.0320839421811215,0,0,,0.651378193951287,99.1008709231668,2.999969,4.200073,94056.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,6.235873549044356,1,4.101696034807595,1.5631928526842804,1.2001039999999996,0.500889,0.0019306094275762,,,,,,,0.8863636363636364,0.48314606741573035,0.15730337078651685,0.4550561797752809,,,,,,,0.8068181818181818,0.09876543209876543,0.8863636363636364,1,0.4550561797752809,0,,0,,0,,0,0.8068181818181818,0,0.4812421447096853,1,low_consensus,-0.18606488435123908,1.1982828709121973,-0.13550553615217492
26,927.0,0.4662921348314606,0,0,0,0,0.0354658918905052,0.0555555555555555,0.0454066430785446,0.0325684752421224,0,0,,0.6474638568058328,98.86159774315372,2.999969,4.200073,93602.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,4.900097184907396,1,1.5737934580715838,0.4337958525741054,1.2001039999999996,0.500889,0.009648513951304,,,,,,,0.32386363636363635,0.48314606741573035,0.16853932584269662,0.5337078651685394,,,,,,,0.36363636363636365,1.0,0.48314606741573035,0,0.5337078651685394,0,,0,,0,,0,1.0,1,0.4788155430711611,1,low_consensus,-0.2062509775562905,-0.5786605318571624,0.13550553615217528
84,907.0,0.2359550561797752,0,0,0,0,0.0537683752789964,0.1666666666666667,0.0909033319177922,0.024618071576446,1,1,2.0,0.626931303671796,98.85731468571622,2.953254,4.200073,42444.0,,,,,,,,0.731538128721427,0.972924117600164,5,3.727830286071576e-07,-0.0002663373802081,1.1705635072920715e-06,0.6527777777777778,0.3055555555555556,-0.0003010556101799,0.2915475947422533,10268.96875,0.257364534667413,1.4010006799561154,2.868395881241253,1.1199140814527233,high_warning_positive,2.0,24.0,-0.0002663373802081,-6.136413239995928e-07,1.4010006799561154,4.423886459980029,1,2.730187517268768,0.867423950979521,1.246819,0.5008889999999999,0.0032351091463516,,,,,,,0.8863636363636364,0.48314606741573035,0.07865168539325842,0.7640449438202247,,0.5645161290322581,0.25,0.5416666666666666,0.25,,0.6590909090909091,0.14814814814814814,0.8863636363636364,1,0.7640449438202247,0,,0,0.5645161290322581,0,0.5416666666666666,0,0.6590909090909091,0,0.4625628185930831,1,low_consensus,-0.34145199528494874,1.1982828709121973,0.9291808193292
108,902.0,0.1629213483146067,0,0,0,0,0.0159432001847148,0.0309859154929577,0.012660626004548,0.0832624626183928,1,1,8.0,0.623962989806186,98.59027240129016,2.977191,4.201038,62042.0,,,,,,,,0.9168893589704746,0.9999661786254488,5,8.598190275741233e-07,-0.000161900485488,9.399702491609904e-07,0.5416666666666667,0.3333333333333333,-4.844367504119873e-05,0.2236067977498773,9662.458984375,0.3455880466883458,1.3536814088096163,3.561958870136096,1.283452847104679,high_warning_positive,8.0,22.0,-0.000161900485488,-3.730187185644096e-07,1.3536814088096163,2.2576549596201296,1,1.4536063845591392,-0.1068989687470423,1.2238469999999997,0.500889,0.0064336973820121,,,,,,,0.06818181818181818,0.48314606741573035,0.7303370786516854,0.8370786516853932,,0.9516129032258065,0.08333333333333333,0.2916666666666667,0.4166666666666667,,0.29545454545454547,0.43209876543209874,0.7303370786516854,0,0.8370786516853932,0,,0,0.9516129032258065,1,0.2916666666666667,0,0.43209876543209874,0,0.4589576496713745,1,low_consensus,-0.37144219834020786,-0.9715902702160202,1.1808339578975249
50,924.0,0.4044943820224719,0,0,0,0,0.0705456784422381,0.1666666666666667,0.0668788256133141,0.0363433667153292,0,0,,0.6399385683032753,98.86951111059348,2.999776,4.200073,92513.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,4.406840460750499,1,1.823100271884741,-0.7906800958692042,1.2002969999999995,0.500889,0.0019302595582973,,,,,,,0.8863636363636364,0.48314606741573035,0.2696629213483146,0.5955056179775281,,,,,,,0.4431818181818182,0.07407407407407407,0.8863636363636364,1,0.5955056179775281,0,,0,,0,,0,0.4431818181818182,0,0.4586556892268503,1,low_consensus,-0.3739541070031852,1.1982828709121973,0.34844280724845
46,919.0,0.3539325842696629,0,0,0,0,0.0373245850329664,0.0555555555555555,0.0140445325639413,0.0374444769399181,0,0,,0.6398801285556821,98.9004507671446,2.999969,4.200073,92490.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,5.003522844938644,1,6.832809073339364,-1.521631875220632,1.2001039999999996,0.500889,0.0019302273398163,,,,,,,0.32386363636363635,0.48314606741573035,0.29213483146067415,0.6460674157303371,,,,,,,0.8977272727272727,0.043209876543209874,0.48314606741573035,0,0.6460674157303371,0,,0,,0,,0,0.8977272727272727,1,0.4476915167068101,1,low_consensus,-0.4651614172151727,-0.5786605318571624,0.522664210872675
155,1228.0,0.7921348314606742,0,0,0,0,0.0186914748967392,0.0555555555555555,0.026884245366058,0.0631431618671266,1,0,1.0,,,,,,,,,,,,,0.7849514472160799,0.9918235509590848,5,1.1456991870567262e-06,0.0031774687687485,7.320888043196729e-06,-0.2916666666666666,0.6875,0.0015108585357666,0.1802775637731301,6033.2763671875,0.7426923860413742,2.30791734202212,3.390491073340144,2.3706091296088108,high_warning_positive,1.0,39.0,0.0031774687687485,7.320888043196729e-06,2.30791734202212,0.514430179763499,1,0.2924823808335112,-0.0672893181742169,,,,,,,,,,0.32386363636363635,0.48314606741573035,0.6179775280898876,0.2078651685393258,,0.7258064516129032,0.9166666666666666,0.041666666666666664,0.6666666666666666,,0.011363636363636364,,0.6179775280898876,0,0.2078651685393258,0,,0,0.7258064516129032,0,0.9166666666666666,1,0.011363636363636364,0,0.4438913875983466,1,low_consensus,-0.4967734293216699,-0.5786605318571624,-0.9872546205372749
30,933.0,0.5,0,0,0,0,0.0263109623130405,0.0555555555555555,0.0330977364763505,0.0357861932684425,0,0,,0.6500891617769337,99.02359602141068,2.992055,4.201423999999999,69357.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3.98392019665442,1,0.633199559255927,0.1187083911318307,1.2093689999999993,0.500889,0.0096459845816246,,,,,,,0.32386363636363635,0.48314606741573035,0.24719101123595505,0.5,,,,,,,0.045454545454545456,0.9629629629629629,0.48314606741573035,0,0.5,0,,0,,0,,0,0.9629629629629629,1,0.427103037238805,1,low_consensus,-0.6364301408875906,-0.5786605318571624,0.01935793373602504
149,1238.0,0.8651685393258427,0,0,0,0,0.0072356268760102,0.0122950819672131,0.0051753421010115,0.0861501792841926,1,0,7.0,0.8448736903676513,98.04171255725868,2.999969,4.604096999999999,65446.0,,,,,,,,0.5101945107671042,0.8808373472377736,5,3.156865864740006e-06,0.0002825828491831,1.809394869971684e-06,0.875,0.2708333333333333,0.0003477670252323,0.2499999999999317,7290.8408203125,0.5580241541936951,1.344147483500472,4.047129038471079,1.272642976398534,high_warning_positive,7.0,33.0,0.0002825828491831,6.51070884517866e-07,1.344147483500472,-10.07867536052793,0,0.8353190726025335,0.041112065974632,1.604127999999999,0.5008889999999999,0.0060313186624255,,,,,,,0.03409090909090909,0.48314606741573035,0.7640449438202247,0.1348314606741573,,0.3548387096774194,0.4166666666666667,0.9583333333333334,0.5,,0.13636363636363635,0.32098765432098764,0.7640449438202247,0,0.1348314606741573,0,,0,0.5,0,0.9583333333333334,1,0.32098765432098764,0,0.4103303381363065,1,low_consensus,-0.7759566548436388,-1.27050325014851,-1.2389077591055997
98,898.0,0.0449438202247191,0,0,0,0,0.0241399214961903,0.0409836065573767,0.0174500801176731,0.0316366099390839,0,0,,0.624932044368529,98.1786664417081,2.999969,4.201617,60147.0,,,,,,,,0.36502200724380895,0.7792637364089966,5,,,,,,,,,,,,,,,,,,,4.569015536257349,1,2.1955201689174566,0.7238650285198163,1.2016479999999996,0.500889,0.0048289982566429,,,,,,,0.11363636363636363,0.48314606741573035,0.12359550561797752,0.9550561797752809,,0.25806451612903225,,,,,0.5568181818181818,0.2839506172839506,0.48314606741573035,0,0.9550561797752809,1,,0,0.25806451612903225,0,,0,0.5568181818181818,0,0.396323918810931,1,low_consensus,-0.8924714059599428,-0.8117022895974108,1.5873505663540497
14,942.0,0.5842696629213483,0,0,0,0,0.0743871700146232,0.1666666666666667,0.1063353140056541,0.0207461545370855,0,0,,0.6530329238290579,100.42328259597396,2.999776,4.200073,94417.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,4.46630133233329,1,1.7240543680933336,0.6272119577342896,1.2002969999999995,0.500889,0.0019301122823316,,,,,,,0.8863636363636364,0.48314606741573035,0.056179775280898875,0.4157303370786517,,,,,,,0.4090909090909091,0.012345679012345678,0.8863636363636364,1,0.4157303370786517,0,,0,,0,,0,0.4090909090909091,0,0.37714273404036197,1,low_consensus,-1.0520333123787893,1.1982828709121973,-0.27101107230434984
143,1247.0,0.9269662921348316,0,0,0,0,0.0259271017727494,0.0555555555555555,0.0360015631408204,0.031820823499953,0,0,,0.8543287971418785,98.20707382736072,2.969855,4.600429,51205.0,,,,,,,,0.40336307458649784,0.5517984157384096,5,3.165147176477388e-06,-0.0007617531006464,1.755079143889532e-06,0.8472222222222222,0.4930555555555556,0.0007655695080757,0.2499999999999317,8306.1904296875,0.2351301084038065,1.092010671031877,4.000922201497619,0.9739704184245566,low_risk_negative,13.0,27.0,-0.0007617531006464,-1.755079143889532e-06,1.092010671031877,-7.630366079984196,0,0.6346872029119099,0.5443101231411536,1.6305740000000002,0.500889,0.003233567058371,,,,,,,0.32386363636363635,0.48314606741573035,0.1348314606741573,0.0730337078651685,,0.08064516129032258,0.375,0.9166666666666666,0.16666666666666666,,0.056818181818181816,0.13580246913580246,0.48314606741573035,0,0.0730337078651685,0,,0,0.16666666666666666,0,0.9166666666666666,1,0.13580246913580246,0,0.27464740178963326,1,low_consensus,-1.9046579447243852,-0.5786605318571624,-1.451845030201875
38,929.0,0.4831460674157303,0,0,0,0,0.0558993304086816,0.0819672131147541,0.0378777392673256,0.0422704889660597,0,0,,0.6463712421912423,98.9041707117209,2.972365,4.201617,76492.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,4.49894978018939,1,3.89775618954955,0.5451560250083349,1.2292519999999998,0.500889,0.0096340454864567,,,,,,,0.6136363636363636,0.48314606741573035,0.3595505617977528,0.5168539325842696,,,,,,,0.7840909090909091,0.8024691358024691,0.6136363636363636,0,0.5168539325842696,0,,0,,0,,0,0.8024691358024691,0,0.5932911617212491,0,low_consensus,0.7460336789322686,-0.15627234595296965,0.07743173494410016
78,908.0,0.2528089887640449,0,0,0,0,0.0654833371815592,0.1666666666666665,0.0839453894041633,0.079767641300016,1,1,8.0,0.6281369715912719,98.81914382910963,2.998618,4.201038,77251.0,,,,,,,,0.7774683610451757,0.942637719788317,5,7.502860047931208e-07,-9.339466645375634e-05,2.212140457912842e-06,0.6666666666666666,0.4791666666666667,0.0002939477562904,0.25,7448.890625,0.2683863942126585,1.0153278215235606,2.734859073136909,0.8670838449103709,high_warning_positive,8.0,18.0,-9.339466645375634e-05,-2.151813115094546e-07,1.0153278215235606,4.27916383130494,1,2.1702284744219007,0.5309481766029185,1.2024199999999996,0.500889,0.0096335868799269,,,,,,,0.8295454545454546,0.48314606741573035,0.6966292134831461,0.747191011235955,,0.4032258064516129,0.5,0.5833333333333334,0.2916666666666667,,0.5454545454545454,0.7901234567901234,0.8295454545454546,0,0.747191011235955,0,,0,0.4032258064516129,0,0.5833333333333334,0,0.7901234567901234,0,0.587031555537657,0,low_consensus,0.6939620937808822,1.1982828709121938,0.871107018121125
10,942.0,0.5842696629213483,0,0,0,0,0.0349499089253188,0.1111111111111111,0.0603163521131854,0.0860011244712025,0,0,,0.6589297755617513,99.59398375478416,2.96503,4.202196,52469.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,4.417623695262696,1,1.8424690395968208,0.9335918148703226,1.2371659999999998,0.500889,0.0083926086234542,,,,,,,0.7329545454545454,0.48314606741573035,0.7528089887640449,0.4157303370786517,,,,,,,0.4659090909090909,0.6172839506172839,0.7528089887640449,0,0.4157303370786517,0,,0,,0,,0,0.6172839506172839,0,0.5779721633732245,0,low_consensus,0.6186000188077672,0.3098111695275175,-0.27101107230434984
80,906.0,0.2247191011235955,0,0,0,0,0.039185522973909,0.0788732394366197,0.0561618844453971,0.057775217181044,1,1,6.0,0.6281793822546397,98.83713792081356,2.998811,4.200845,58971.0,,,,,,,,0.9410894751060741,0.9952225902831048,5,,,,,,,,,,,,,,,,,,,3.951105584341146,1,1.501167499646998,-0.3280582469637938,1.2020340000000005,0.5008889999999999,0.0064405053115902,,,,,,,0.5795454545454546,0.48314606741573035,0.5617977528089888,0.7752808988764045,,0.7741935483870968,,,,,0.3409090909090909,0.5061728395061729,0.5795454545454546,0,0.7752808988764045,0,,0,0.7741935483870968,0,,0,0.5061728395061729,0,0.5744350932069912,0,low_consensus,0.5891763066850731,-0.20575269099429652,0.9678966868012499
8,942.0,0.5842696629213483,0,0,0,0,0.11594736909618,0.1436619718309859,0.0193974435221105,0.0265790134731906,0,0,,0.6601349203498337,99.7033958090384,2.976612,4.200266,71705.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,3.484031880392373,1,4.855199573667882,-2.751841668651982,1.2236540000000002,0.500889,0.0087773157495353,,,,,,,0.7954545454545454,0.48314606741573035,0.0898876404494382,0.4157303370786517,,,,,,,0.8409090909090909,0.6296296296296297,0.7954545454545454,0,0.4157303370786517,0,,0,,0,,0,0.8409090909090909,0,0.5424595518228478,0,low_consensus,0.32318239634763135,0.8303805044233291,-0.27101107230434984
123,1189.0,0.7415730337078652,0,0,0,0,0.0895094153262013,0.1098591549295776,0.0788966221696315,0.0429408911710711,0,0,,0.8194850102914072,98.60063143716702,2.999969,4.400058,85758.0,,,,,,,,0.28247826514132324,0.9930972173243,5,,,,,,,,,,,,,,,,,,,-4.649682637529732,0,4.088888526220553,-0.8555978424725299,1.4000889999999997,0.500889,0.0064382002640487,,,,,,,0.6647727272727273,0.48314606741573035,0.3707865168539326,0.2584269662921348,,0.7419354838709677,,,,,0.7954545454545454,0.48148148148148145,0.6647727272727273,0,0.2584269662921348,0,,0,0.7419354838709677,0,,0,0.7954545454545454,0,0.5422862555202171,0,low_consensus,0.3217408019542804,0.28978927203152693,-0.8130332169130499
42,925.0,0.4382022471910112,0,0,0,0,0.0416717976346237,0.1111111111111111,0.0624274163063027,0.0456989797008599,0,0,,0.6433550351988286,98.73712122331123,2.94978,4.200073,46147.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,5.497446492870384,1,3.384943175430473,0.2618999843997462,1.2502929999999997,0.500889,0.0038601509343967,,,,,,,0.7329545454545454,0.48314606741573035,0.4157303370786517,0.5617977528089888,,,,,,,0.7386363636363636,0.19753086419753085,0.7329545454545454,0,0.5617977528089888,0,,0,,0,,0,0.7386363636363636,0,0.5216326550986351,0,low_consensus,0.14993035869442128,0.3098111695275175,0.23229520483230012
