source_stem,n_roi,n_cycles,median_abs_D,median_positive_fraction,median_fit_r2,median_h5_dt_max_to_median,physics_consistent_count,future8_positive_fraction
9_c2_x10_010723,9,3,1.2809983223986132e-06,0.7142857142857143,0.0289617617176461,1.1361501308587034,1,0.6666666666666666
17_c2_x10_HighHighCOV_150723,30,10,2.6357676229526875e-06,0.2857142857142857,0.07679813818063036,13.75745087739935,0,0.8
16_c2_x10_HighHighCOV_130723,9,3,7.264705802971104e-06,1.0,0.0263013747141813,13.736323266163534,0,0.0
12_c2_x10_070723,6,2,3.734514136580077e-06,0.2857142857142857,0.061263563094623094,1.1428571332843969,0,1.0
5_c2_x10_260623,6,2,2.59252710021275e-06,0.7857142857142857,0.0664974929339608,13.783272691633115,0,0.0
11_c2_x10_050723,3,1,1.456110193129278e-06,0.5714285714285714,0.0569683420404731,1.1244131639269364,0,0.0
14_c2_x10_HighCOV_110723,3,1,1.0154562467963083e-06,0.7142857142857143,0.0104396755186293,1.1850119123748653,0,0.0
15_c2_x5_HighCOV_120723,3,1,1.211373478821189e-06,0.7142857142857143,0.1051783110548375,13.752756492339794,0,0.0
18_c2_xN_HighHighCOV_170723,3,1,2.541574896510002e-06,1.0,0.0043076508396737,1.156908614006808,0,0.0
