roi_id,cycleNo,source_stem,cohort_role,is_event_roi,event_reference_cycle,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,n_thresholds,median_apparent_D_um2_per_s,median_abs_apparent_D_um2_per_s,iqr_abs_apparent_D_um2_per_s,threshold_sensitivity_iqr_over_median_abs,positive_D_fraction,negative_D_fraction,sign_entropy_bits,robust_positive_fit_fraction,median_radius2_fit_r2,min_radius2_fit_r2,median_phase_slope_per_s,median_radius2_slope_px2_per_s,D_vs_threshold_spearman_rho,D_vs_threshold_spearman_p,abs_D_vs_threshold_spearman_rho,abs_D_vs_threshold_spearman_p,roi_elapsed_to_h5_median_ratio,h5_dt_max_to_median_ratio,transferred_masked_residual_signature,validation_score_recon,selected_diffusion_um2_per_s,selected_r2,drift_to_motion_ratio,front_quality_score,diffusion_proxy_median_um2_per_s,threshold_robust_diffusion_score,q70_radius2_slope_bootstrap_p05_px2_per_s,q70_radius2_slope_bootstrap_p95_px2_per_s,mask_instability_score,fallback_frame_fraction,accepted_area_cv,manual_qc_status,positive_estimator_count,negative_estimator_count,automatic_positive_diffusion_proxy_candidate,publication_diffusion_candidate,gate_all_thresholds_present,gate_positive_expansion,gate_fit_quality,gate_threshold_stability,gate_h5_timing_stable,gate_low_drift,gate_q70_positive_ci,diffusion_physics_gate_count,automatic_diffusion_physics_consistent,publication_ready_diffusion_candidate,physics_consistency_score
cycle154_rank16_obj3,154.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,154.0,1.0,1.0,0.0,7,9.017478549176376e-07,9.017478549176376e-07,6.439499743713975e-07,0.714113120269317,0.7142857142857143,0.2857142857142857,0.863120568566631,0.0,0.1470989723093562,0.0016439960432889,-2.4222712475944126e-06,0.0003913836175857,0.7857142857142859,0.036238462679827145,0.5714285714285715,0.18020198891152758,1.002030397794979,13.75745087739935,1.0097002411185476,25.695102384455744,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,2.504328126460412
cycle40_rank2_obj3,40.0,5_c2_x10_260623,future8_negative,0.0,40.0,0.0,0.0,0.0,7,2.986270338813534e-06,2.986270338813534e-06,3.5311740345948172e-06,1.182469647405659,0.7142857142857143,0.2857142857142857,0.863120568566631,0.2857142857142857,0.0796682032806942,0.0043160157215984,1.2572894658880078e-06,0.0012961242789989,0.7142857142857144,0.07134356146753763,0.7500000000000002,0.05218140045705778,1.0017396340779512,13.783272691633115,0.7842017555889671,26.16938597041552,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,2.488433379577865
cycle108_rank21_obj1,108.0,12_c2_x10_070723,future8_positive,0.0,108.0,1.0,1.0,0.0,7,-3.3154840064606045e-07,9.745985970946246e-07,1.6792637237413982e-06,1.7230311317371587,0.2857142857142857,0.7142857142857143,0.863120568566631,0.0,0.0033434519759292,8.177850892499006e-05,1.151580446340494e-06,-0.0001439012155581,-0.8214285714285715,0.023448808345691494,0.39285714285714296,0.3833168704269726,1.0001971673249055,1.1428571332843969,0.3455880466883458,24.57545572680972,,,,,,,,,,,,,,,,,True,False,False,False,True,True,False,3,False,False,2.4275421718216355
cycle104_rank6_obj1,104.0,11_c2_x10_050723,future8_negative,0.0,104.0,0.0,1.0,0.0,7,-1.456110193129278e-06,1.456110193129278e-06,2.029857724131097e-06,1.3940275493634158,0.0,1.0,0.0,0.0,0.0569683420404731,0.0160916889703958,-3.886094213072397e-07,-0.0006319922713234,-0.03571428571428572,0.9394082054712856,0.03571428571428572,0.9394082054712856,1.0023161799909528,1.1244131639269364,0.3719069574735253,25.17135094255524,,,,,,,,,,,,,,,,,True,False,False,True,True,True,False,4,False,False,2.3599545673587654
cycle151_rank14_obj2,151.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,151.0,1.0,1.0,0.0,7,1.095113401322958e-06,1.095113401322958e-06,1.262703331110481e-06,1.1530343155193472,0.8571428571428571,0.14285714285714285,0.5916727785823275,0.0,0.062904478334119,0.0552026276632041,2.846959257811326e-06,0.0004753096359908,0.6071428571428572,0.14823116148116158,0.6785714285714287,0.09375025395983132,1.00162243789706,13.75745087739935,1.4388691546947752,23.563481321149823,,,,,,,,,,,,,,,,,True,True,False,True,False,True,False,4,False,False,2.3435301777173025
cycle140_rank9_obj1,140.0,16_c2_x10_HighHighCOV_130723,future8_negative,0.0,140.0,0.0,1.0,0.0,7,5.669440631220435e-06,5.669440631220435e-06,8.270132397272149e-06,1.4587210511968751,1.0,0.0,0.0,0.0,0.0073283871036659,9.337791976082864e-05,-6.570459821201327e-06,0.0024606947184116,1.0,0.0,1.0,0.0,1.001550737820729,13.736323266163534,0.2389476922815127,24.114277585854143,,,,,,,,,,,,,,,,,True,True,False,True,False,True,False,4,False,False,2.2779678615052283
cycle147_rank3_obj3,147.0,17_c2_x10_HighHighCOV_150723,future8_negative,0.0,147.0,0.0,1.0,0.0,7,5.525776066793835e-07,1.5103182753995923e-06,1.3888230362801943e-06,0.9195565324883238,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.0,0.1582532326727374,0.00446225580134,4.198421406853904e-06,0.0002398340306768,0.9285714285714288,0.0025194724037946883,-0.1785714285714286,0.7016579425162728,1.00049908738783,13.75745087739935,0.6943342227566772,24.767776766802942,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,2.269903537857147
cycle147_rank3_obj1,147.0,17_c2_x10_HighHighCOV_150723,future8_negative,0.0,147.0,0.0,1.0,0.0,7,-6.330579037655972e-06,6.330579037655972e-06,2.774394576385211e-06,0.43825289280528246,0.0,1.0,0.0,0.0,0.3231793450519916,0.2685764636177519,2.9196749395072232e-06,-0.0027476471517604,-0.7142857142857144,0.07134356146753763,0.7142857142857144,0.07134356146753763,1.00049908738783,13.75745087739935,0.6943342227566772,24.41064832763167,,,,,,,,,,,,,,,,,True,False,True,True,False,True,False,4,False,False,2.1040528986493503
cycle131_rank5_obj3,131.0,15_c2_x5_HighCOV_120723,future8_negative,0.0,131.0,0.0,0.0,0.0,7,1.3120007436617165e-06,1.3120007436617165e-06,1.687176558911707e-06,1.2859570141727947,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.0,0.1256758625478864,0.0175758350225626,-1.189906067866168e-06,0.0005694447672142,0.9642857142857145,0.00045414916919416925,0.8928571428571429,0.006807187408935391,1.0092960944415108,13.752756492339794,0.6026405442281145,24.27790867526057,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,2.0541259268900607
cycle151_rank14_obj1,151.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,151.0,1.0,1.0,0.0,7,-1.5221182850850395e-06,2.258220010342626e-06,1.307746373167754e-06,0.5791049442385101,0.2857142857142857,0.7142857142857143,0.863120568566631,0.0,0.0179458967676134,0.0131750814414982,9.446684719519224e-07,-0.0006606416167903,0.3571428571428572,0.43161135203832796,0.07142857142857144,0.879048193148154,1.00162243789706,13.75745087739935,1.4388691546947752,24.708827192775825,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,2.014107710362644
cycle148_rank18_obj1,148.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,148.0,1.0,1.0,0.0,7,-6.522935790033477e-06,6.522935790033477e-06,2.007233277046539e-06,0.3077193064070063,0.0,1.0,0.0,0.0,0.166147615650124,0.1198943469383984,2.7345169767588627e-06,-0.0028311353255353,-0.6071428571428572,0.14823116148116158,0.6071428571428572,0.14823116148116158,1.0008994662153523,13.75745087739935,0.7480825471472065,24.36596782266628,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,2.012287962446621
cycle154_rank16_obj1,154.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,154.0,1.0,1.0,0.0,7,-1.217195035056224e-06,1.217195035056224e-06,5.160300465473677e-07,0.4239501737069865,0.0,1.0,0.0,0.0,0.1357950867955438,0.1196172785046016,-6.813431404043722e-07,-0.0005282964561875,-0.6785714285714287,0.09375025395983132,0.6785714285714287,0.09375025395983132,1.002030397794979,13.75745087739935,1.0097002411185476,25.202334518600047,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.9238199999420504
cycle140_rank9_obj3,140.0,16_c2_x10_HighHighCOV_130723,future8_negative,0.0,140.0,0.0,1.0,0.0,7,6.238284665764401e-06,6.238284665764401e-06,1.2004667224351738e-05,1.924353867695898,0.8571428571428571,0.14285714285714285,0.5916727785823275,0.0,0.0236459352745902,4.248132995954279e-05,-6.083609590044285e-06,0.0027075888306269,1.0,0.0,0.9642857142857145,0.00045414916919416925,1.001550737820729,13.736323266163534,0.2389476922815127,24.698173268896447,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False,3,False,False,1.9186118585694985
cycle150_rank13_obj2,150.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,150.0,1.0,1.0,0.0,7,-1.5730994913374469e-06,1.5730994913374469e-06,7.671180436027086e-07,0.48764750597592904,0.14285714285714285,0.8571428571428571,0.5916727785823273,0.0,0.016743240530694,0.0151359088251564,3.987483102929889e-06,-0.0006827688764485,-0.3571428571428572,0.43161135203832796,0.3571428571428572,0.43161135203832796,1.0013871309625482,13.75745087739935,40.97186183003927,24.44919068072933,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.9157766303998724
cycle147_rank3_obj2,147.0,17_c2_x10_HighHighCOV_150723,future8_negative,0.0,147.0,0.0,1.0,0.0,7,-4.993030700857536e-06,4.993030700857536e-06,2.8938582839034325e-06,0.5795795093762236,0.0,1.0,0.0,0.0,0.1769698720687333,0.1130634361203128,3.545013670852684e-06,-0.0021671140194694,-0.8214285714285715,0.023448808345691494,0.8214285714285715,0.023448808345691494,1.00049908738783,13.75745087739935,0.6943342227566772,23.407189597254643,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.8871801173806215
cycle149_rank20_obj3,149.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,149.0,1.0,1.0,0.0,7,-2.941977560096258e-06,2.941977560096258e-06,1.095213291826698e-06,0.3722711235740574,0.0,1.0,0.0,0.0,0.0331726048930396,0.012042897283147,2.5110752176827617e-06,-0.0012768999826806,-0.42857142857142866,0.33736831108582416,0.42857142857142866,0.33736831108582416,1.0011755340962196,13.75745087739935,0.5580241541936951,24.526324661175103,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.847037043106011
cycle148_rank18_obj2,148.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,148.0,1.0,1.0,0.0,7,-2.7113481945655e-06,2.7113481945655e-06,2.734972865852035e-06,1.0087132561335674,0.2857142857142857,0.7142857142857143,0.863120568566631,0.0,0.0513644987346821,0.0020480065135378,4.376125567735644e-06,-0.001176800431669,-1.0,0.0,0.8571428571428573,0.013697326615325614,1.0008994662153523,13.75745087739935,0.7480825471472065,23.85521823534402,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.832722156382184
cycle131_rank5_obj1,131.0,15_c2_x5_HighCOV_120723,future8_negative,0.0,131.0,0.0,0.0,0.0,7,7.899584057185591e-08,4.573634588527252e-07,1.4871913015545396e-06,3.2516618299264426,0.7142857142857143,0.2857142857142857,0.863120568566631,0.0,0.1051783110548375,0.0002190572345082,-8.439095374030734e-07,3.428638913709024e-05,0.3571428571428572,0.43161135203832796,0.7500000000000002,0.05218140045705778,1.0092960944415108,13.752756492339794,0.6026405442281145,24.73669107136929,,,,,,,,,,,,,,,,,True,False,False,False,False,True,False,2,False,False,1.8194640253405518
cycle150_rank13_obj3,150.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,150.0,1.0,1.0,0.0,7,-5.890045097835767e-06,5.890045097835767e-06,2.472344200492507e-06,0.4197496215098494,0.0,1.0,0.0,0.0,0.0219452077700569,0.017550655617691,2.8773778913258605e-06,-0.0025564431848245,-0.21428571428571433,0.6445115810207203,0.21428571428571433,0.6445115810207203,1.0013871309625482,13.75745087739935,40.97186183003927,24.22269481700766,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.8120703970151322
cycle44_rank4_obj2,44.0,5_c2_x10_260623,future8_negative,0.0,44.0,0.0,1.0,0.0,7,-1.541294731094009e-06,1.541294731094009e-06,8.648137498149429e-07,0.5610956375625181,0.0,1.0,0.0,0.0,0.0847771462339661,0.0243833616891122,-5.41479221336569e-07,-0.0006689647270373,0.1785714285714286,0.7016579425162728,-0.1785714285714286,0.7016579425162728,1.001633341780336,13.783272691633115,0.6286054582853854,24.701245784994107,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.804229327452707
cycle149_rank20_obj2,149.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,149.0,1.0,1.0,0.0,7,-4.188942417599566e-06,4.188942417599566e-06,1.7812354490300262e-06,0.42522318796894476,0.0,1.0,0.0,0.0,0.001119131582335,5.990635503771991e-05,3.156865864740006e-06,-0.0018181173687498,-0.5714285714285715,0.18020198891152758,0.5714285714285715,0.18020198891152758,1.0011755340962196,13.75745087739935,0.5580241541936951,23.95836335409321,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.7885075375978627
cycle143_rank10_obj1,143.0,16_c2_x10_HighHighCOV_130723,future8_negative,0.0,143.0,0.0,1.0,0.0,7,-5.2675146753114734e-06,5.2675146753114734e-06,3.918469053350865e-06,0.7438933339315589,0.0,1.0,0.0,0.0,0.0892052655546742,0.0526972535014824,-3.261653495153909e-06,-0.0022862476889372,-0.8928571428571429,0.006807187408935391,0.8928571428571429,0.006807187408935391,1.0019905985938655,13.736323266163534,0.2351301084038065,23.938501501741023,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.7172585985888948
cycle143_rank10_obj2,143.0,16_c2_x10_HighHighCOV_130723,future8_negative,0.0,143.0,0.0,1.0,0.0,7,9.615736008220344e-07,9.615736008220344e-07,3.8814411946263825e-06,4.036551327228824,0.7142857142857143,0.2857142857142857,0.863120568566631,0.0,0.0002173137738614,4.855890030908139e-05,-3.165147176477388e-06,0.0004173496531345,0.42857142857142866,0.33736831108582416,0.642857142857143,0.11939237342741099,1.0019905985938655,13.736323266163534,0.2351301084038065,24.19643345057739,,,,,,,,,,,,,,,,,True,False,False,False,False,True,False,2,False,False,1.7145030280595757
cycle146_rank1_obj1,146.0,17_c2_x10_HighHighCOV_150723,future8_negative,0.0,146.0,0.0,1.0,0.0,7,-4.10626247169385e-06,4.10626247169385e-06,4.059644856424255e-06,0.9886471905800106,0.0,1.0,0.0,0.0,0.1614905092440288,0.1339224013271499,2.8355288227546085e-06,-0.0017822319755615,-0.9642857142857145,0.00045414916919416925,0.9642857142857145,0.00045414916919416925,0.9989136705259104,13.75745087739935,3.21719464829548,23.663902942445056,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.6671669139540235
cycle150_rank13_obj1,150.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,150.0,1.0,1.0,0.0,7,-3.823989052360318e-06,3.823989052360318e-06,2.621077791149191e-06,0.685430254966697,0.0,1.0,0.0,0.0,0.003506137069026,0.0005226344692667,1.949243857179767e-06,-0.0016597174706424,-0.8571428571428573,0.013697326615325614,0.8571428571428573,0.013697326615325614,1.0013871309625482,13.75745087739935,40.97186183003927,25.41021438047652,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.6607910095856777
cycle152_rank15_obj3,152.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,152.0,1.0,1.0,0.0,7,-7.229749938616331e-07,8.369203357050982e-07,1.1271247948611044e-06,1.3467527873026426,0.2857142857142857,0.7142857142857143,0.863120568566631,0.0,0.0248559128514371,0.0033601188253219,-2.1025863546349785e-06,-0.0003137912299746,-0.642857142857143,0.11939237342741099,0.642857142857143,0.11939237342741099,1.0120383562861968,13.75745087739935,1.1876601241161993,26.332724612142968,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.6371938049144015
cycle154_rank16_obj2,154.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,154.0,1.0,1.0,0.0,7,-1.964869371739376e-06,1.964869371739376e-06,2.5196712519171e-06,1.282360694383766,0.14285714285714285,0.8571428571428571,0.5916727785823273,0.0,0.1153203944676076,0.108308566908808,1.7219407685915105e-06,-0.0008528078870396,-0.21428571428571433,0.6445115810207203,-0.03571428571428572,0.9394082054712856,1.002030397794979,13.75745087739935,1.0097002411185476,24.21591877488176,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.6169971901328675
cycle44_rank4_obj1,44.0,5_c2_x10_260623,future8_negative,0.0,44.0,0.0,1.0,0.0,7,-1.947420980321825e-06,1.947420980321825e-06,1.6981200921103838e-06,0.8719840801087382,0.0,1.0,0.0,0.0,0.0506788860338071,0.003818300886216,6.12372319046642e-07,-0.0008452348004869,-0.5357142857142858,0.2152174556780129,0.5357142857142858,0.2152174556780129,1.001633341780336,13.783272691633115,0.6286054582853854,27.21840723515396,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.614686845979438
cycle148_rank18_obj3,148.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,148.0,1.0,1.0,0.0,7,-6.526129542611897e-06,6.526129542611897e-06,5.904203201667601e-06,0.9047021152608951,0.0,1.0,0.0,0.0,0.0401632339200662,0.0185111869733898,3.208670667020309e-06,-0.0028325215028697,-0.7500000000000002,0.05218140045705778,0.7500000000000002,0.05218140045705778,1.0008994662153523,13.75745087739935,0.7480825471472065,23.585572593335268,,,,,,,,,,,,,,,,,True,False,False,True,False,True,False,3,False,False,1.5878121762896187
cycle152_rank15_obj1,152.0,17_c2_x10_HighHighCOV_150723,future8_positive,0.0,152.0,1.0,1.0,0.0,7,-4.974426888474837e-07,5.02014356779788e-07,8.762102993216635e-07,1.7453889266079678,0.2857142857142857,0.7142857142857143,0.863120568566631,0.0,0.0578338361698594,0.0520879388862258,-1.0783074451956189e-07,-0.0002159039448122,0.7142857142857144,0.07134356146753763,-0.3571428571428572,0.43161135203832796,1.0120383562861968,13.75745087739935,1.1876601241161993,25.281910252883428,,,,,,,,,,,,,,,,,True,False,False,False,False,True,False,2,False,False,1.470853658580161
cycle146_rank1_obj2,146.0,17_c2_x10_HighHighCOV_150723,future8_negative,0.0,146.0,0.0,1.0,0.0,7,-8.599360773508099e-07,8.599360773508099e-07,1.774763184747076e-06,2.063831523634359,0.2857142857142857,0.7142857142857143,0.863120568566631,0.0,0.1242088654091002,0.0053645620224445,3.980883653242864e-06,-0.0003732361446835,0.21428571428571433,0.6445115810207203,-0.07142857142857144,0.879048193148154,0.9989136705259104,13.75745087739935,3.21719464829548,23.67346169899455,,,,,,,,,,,,,,,,,True,False,False,False,False,True,False,2,False,False,1.4099231511233858
cycle146_rank1_obj3,146.0,17_c2_x10_HighHighCOV_150723,future8_negative,0.0,146.0,0.0,1.0,0.0,7,-2.5601870513398747e-06,2.5601870513398747e-06,4.7122122896774565e-06,1.840573440605177,0.0,1.0,0.0,0.0,0.1812779896306735,0.1652261158722775,1.9851639780575305e-06,-0.0011111922965884,-0.9642857142857145,0.00045414916919416925,0.9642857142857145,0.00045414916919416925,0.9989136705259104,13.75745087739935,3.21719464829548,23.92599538665901,,,,,,,,,,,,,,,,,True,False,False,False,False,True,False,2,False,False,1.260991269328085
