feature,context,n,rho,p_value,permutation_p_abs_rho
velocity_accepted_area_fraction_median_max,mean_abs_delta_prev,11,-0.19090909090909092,0.5739131682855215,0.5756848630273945
persistence_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,-0.19999999999999998,0.5795840000000001,0.5770845830833833
velocity_particle_to_nonparticle_mse_ratio_mean_median_rolling2_mean,capacity_mAh,8,-0.2380952380952381,0.5701563208157683,0.5780843831233753
low_rank_dmd_particle_mse_ratio_vs_persistence_median,capacity_mAh,8,0.2380952380952381,0.5701563208157683,0.5788842231553689
persistence_particle_mse_mean_median_rolling2_mean,capacity_mAh,8,-0.2380952380952381,0.5701563208157683,0.5796840631873625
velocity_particle_mse_mean_median,capacity_mAh,8,-0.2380952380952381,0.5701563208157683,0.5798840231953609
low_rank_dmd_nonparticle_mse_mean_max_rolling2_mean,particle_norm_range,11,-0.19090909090909092,0.5739131682855215,0.5814837032593482
persistence_particle_mse_mean_median,capacity_mAh,8,-0.2380952380952381,0.5701563208157683,0.5820835832833433
persistence_particle_mse_fraction_of_full_mean_max_rolling2_mean,capacity_mAh,8,-0.2380952380952381,0.5701563208157683,0.5820835832833433
velocity_particle_mse_mean_max_delta_prev_observed_roi_cycle,frames_percentile,10,0.19512557866211333,0.58904630489656,0.5830833833233353
velocity_nonparticle_mse_mean_max,coulombic_efficiency_pct,8,0.2380952380952381,0.5701563208157683,0.5836832633473306
velocity_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,frames_percentile,10,0.19512557866211333,0.58904630489656,0.5836832633473306
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_max_rolling2_mean,degradation_state_axis,11,0.18181818181818182,0.5926152128455002,0.5838832233553289
low_rank_dmd_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,-0.19999999999999998,0.5795840000000001,0.5840831833633273
low_rank_dmd_accepted_area_fraction_median_max,mean_abs_delta_prev,11,-0.19090909090909092,0.5739131682855215,0.584883023395321
velocity_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,-0.19999999999999998,0.5795840000000001,0.5852829434113177
low_rank_dmd_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.19999999999999998,0.5795840000000001,0.5856828634273146
velocity_particle_to_nonparticle_mse_ratio_mean_max_rolling2_mean,capacity_mAh,8,-0.2380952380952381,0.5701563208157683,0.5894821035792841
velocity_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,frames_percentile,10,-0.1890279043289223,0.6009623383599999,0.5896820635872826
velocity_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.25,0.5887244480896832,0.5920815836832634
velocity_nonparticle_mse_mean_median_rolling2_mean,mean_abs_delta_prev,11,0.18181818181818182,0.5926152128455002,0.5924815036992601
mean_validation_score_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.19999999999999998,0.5795840000000001,0.5932813437312537
persistence_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.25,0.5887244480896832,0.593881223755249
persistence_accepted_area_fraction_median_median_rolling2_mean,cycle_state_pc2,11,0.18181818181818182,0.5926152128455002,0.5940811837632474
persistence_particle_mse_mean_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.18787878787878787,0.6032176100292089,0.5944811037792441
velocity_particle_mse_mean_max,particle_norm_range,11,0.18181818181818182,0.5926152128455002,0.5946810637872425
low_rank_dmd_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,frames_percentile,10,-0.1890279043289223,0.6009623383599999,0.5954809038192361
low_rank_dmd_accepted_area_fraction_median_median_rolling2_mean,cycle_state_pc2,11,0.18181818181818182,0.5926152128455002,0.5956808638272345
persistence_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.25,0.5887244480896832,0.5962807438512298
persistence_particle_to_nonparticle_mse_ratio_mean_max,degradation_state_axis,11,-0.18181818181818182,0.5926152128455002,0.5962807438512298
velocity_accepted_area_fraction_median_median_rolling2_mean,cycle_state_pc2,11,0.18181818181818182,0.5926152128455002,0.5970805838832234
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median_rolling2_mean,degradation_state_axis,11,0.18181818181818182,0.5926152128455002,0.5976804639072185
velocity_particle_mse_mean_median_rolling2_mean,capacity_mAh,8,-0.2142857142857143,0.6103444156452669,0.5980803839232154
persistence_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,frames_percentile,10,-0.1890279043289223,0.6009623383599999,0.6028794241151769
persistence_accepted_area_fraction_median_max_rolling2_mean,degradation_state_axis,11,-0.17272727272727276,0.611542384851237,0.6040791841631674
persistence_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,-0.18787878787878787,0.6032176100292089,0.6044791041791642
velocity_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,-0.18787878787878787,0.6032176100292089,0.6046790641871626
persistence_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,capacity_mAh,7,0.25,0.5887244480896832,0.6050789842031594
persistence_nonparticle_mse_mean_median_rolling2_mean,cycle_state_pc2,11,0.18181818181818182,0.5926152128455002,0.6054789042191562
persistence_particle_to_nonparticle_mse_ratio_mean_median,capacity_mAh,8,-0.2142857142857143,0.6103444156452669,0.6066786642671466
velocity_accepted_area_fraction_median_median,cycle_state_pc2,11,0.17272727272727276,0.611542384851237,0.607878424315137
persistence_accepted_area_fraction_median_max_rolling2_mean,cycle_state_pc2,11,0.17272727272727276,0.611542384851237,0.6100779844031193
persistence_particle_mse_fraction_of_full_mean_median_rolling2_mean,capacity_mAh,8,-0.2142857142857143,0.6103444156452669,0.610877824435113
velocity_particle_mse_mean_max_rolling2_mean,degradation_state_axis,11,0.17272727272727276,0.611542384851237,0.610877824435113
persistence_accepted_area_fraction_median_median,cycle_state_pc2,11,0.17272727272727276,0.611542384851237,0.6122775444911018
low_rank_dmd_accepted_area_fraction_median_max_rolling2_mean,cycle_state_pc2,11,0.17272727272727276,0.611542384851237,0.6122775444911018
velocity_accepted_area_fraction_median_max_rolling2_mean,cycle_state_pc2,11,0.17272727272727276,0.611542384851237,0.6126774645070986
low_rank_dmd_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,-0.18787878787878787,0.6032176100292089,0.612877424515097
low_rank_dmd_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.17575757575757575,0.6271883447764844,0.6180763847230554
persistence_particle_mse_fraction_of_full_mean_median,capacity_mAh,8,-0.2142857142857143,0.6103444156452669,0.618876224755049
velocity_accepted_area_fraction_median_max_rolling2_mean,degradation_state_axis,11,-0.17272727272727276,0.611542384851237,0.6190761847630474
low_rank_dmd_accepted_area_fraction_median_median,cycle_state_pc2,11,0.17272727272727276,0.611542384851237,0.6200759848030394
velocity_particle_mse_fraction_of_full_mean_max_rolling2_mean,capacity_mAh,8,-0.2142857142857143,0.6103444156452669,0.6204759048190361
low_rank_dmd_accepted_area_fraction_median_max_rolling2_mean,degradation_state_axis,11,-0.17272727272727276,0.611542384851237,0.6204759048190361
velocity_nonparticle_mse_mean_median_rolling2_mean,coulombic_efficiency_pct,8,-0.2142857142857143,0.6103444156452669,0.6206758648270346
persistence_nonparticle_mse_mean_median,coulombic_efficiency_pct,8,0.2142857142857143,0.6103444156452669,0.6220755848830234
low_rank_dmd_particle_mse_fraction_of_full_mean_median,capacity_mAh,8,-0.2142857142857143,0.6103444156452669,0.6254749050189962
persistence_particle_to_nonparticle_mse_ratio_mean_median_rolling2_mean,capacity_mAh,8,-0.2142857142857143,0.6103444156452669,0.6262747450509898
persistence_particle_to_nonparticle_mse_ratio_mean_max_rolling2_mean,capacity_mAh,8,-0.2142857142857143,0.6103444156452669,0.6274745050989802
persistence_nonparticle_mse_mean_median,frames_percentile,11,0.16895153304157257,0.619467370064624,0.6274745050989802
velocity_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.17575757575757575,0.6271883447764844,0.6282743451309738
velocity_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,-0.17575757575757575,0.6271883447764844,0.6300739852029594
low_rank_dmd_nonparticle_mse_mean_max,mean_abs_delta_prev,11,0.17272727272727276,0.611542384851237,0.6304739052189562
velocity_particle_to_nonparticle_mse_ratio_mean_median_rolling2_mean,degradation_state_axis,11,0.16363636363636366,0.6306852146425358,0.6312737452509498
low_rank_dmd_particle_mse_ratio_vs_persistence_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,-0.17575757575757575,0.6271883447764844,0.6346730653869226
persistence_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.17575757575757575,0.6271883447764844,0.6374725054989002
velocity_particle_mse_mean_median,degradation_state_axis,11,0.16363636363636366,0.6306852146425358,0.6374725054989002
velocity_particle_mse_fraction_of_full_mean_max,mean_abs_delta_prev,11,-0.16363636363636366,0.6306852146425358,0.639872025594881
velocity_particle_mse_fraction_of_full_mean_max_rolling2_mean,degradation_state_axis,11,0.16363636363636366,0.6306852146425358,0.639872025594881
low_rank_dmd_nonparticle_mse_mean_max,particle_norm_range,11,-0.16363636363636366,0.6306852146425358,0.6402719456108779
velocity_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.16363636363636364,0.6514773427962428,0.6456708658268346
velocity_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.21428571428571433,0.6445115810207203,0.6480703859228154
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_max,mean_abs_delta_prev,11,0.15454545454545454,0.6500339654975801,0.649870025994801
low_rank_dmd_particle_mse_mean_median,degradation_state_axis,11,0.15454545454545454,0.6500339654975801,0.6530693861227754
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,capacity_mAh,7,0.21428571428571433,0.6445115810207203,0.6536692661467707
low_rank_dmd_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,0.21428571428571433,0.6445115810207203,0.6564687062587482
low_rank_dmd_particle_mse_mean_max,degradation_state_axis,11,0.15454545454545454,0.6500339654975801,0.6564687062587482
velocity_nonparticle_mse_mean_max,mean_abs_delta_prev,11,0.15454545454545454,0.6500339654975801,0.6610677864427115
low_rank_dmd_particle_mse_ratio_vs_persistence_max_rolling2_mean,capacity_mAh,8,0.19047619047619052,0.6514014957024814,0.6628674265146971
low_rank_dmd_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.21428571428571433,0.6445115810207203,0.6640671865626875
persistence_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.21428571428571433,0.6445115810207203,0.6650669866026795
low_rank_dmd_particle_mse_mean_max,coulombic_efficiency_pct,8,-0.19047619047619052,0.6514014957024814,0.6668666266746651
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,0.16363636363636364,0.6514773427962428,0.667866426714657
velocity_nonparticle_mse_mean_max,capacity_mAh,8,0.19047619047619052,0.6514014957024814,0.670865826834633
velocity_particle_mse_fraction_of_full_mean_median_rolling2_mean,capacity_mAh,8,-0.19047619047619052,0.6514014957024814,0.6712657468506299
velocity_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.21428571428571433,0.6445115810207203,0.6716656668666267
velocity_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,frames_percentile,10,0.15244185832977605,0.6741752533023248,0.673865226954609
low_rank_dmd_nonparticle_mse_mean_median_rolling2_mean,mean_abs_delta_prev,11,-0.14545454545454548,0.6695786456420787,0.674865026994601
persistence_nonparticle_mse_mean_median,particle_norm_range,11,0.14545454545454548,0.6695786456420787,0.6770645870825834
velocity_particle_mse_ratio_vs_persistence_median_delta_prev_observed_roi_cycle,particle_norm_range,10,0.1515151515151515,0.6760651759978539,0.6788642271545691
velocity_particle_mse_ratio_vs_persistence_median,degradation_state_axis,11,-0.14545454545454548,0.6695786456420787,0.6818636272745451
velocity_particle_mse_mean_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.1515151515151515,0.6760651759978539,0.6824635072985403
persistence_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,particle_norm_range,10,0.1515151515151515,0.6760651759978539,0.6836632673465307
persistence_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,frames_percentile,10,0.14024650966339394,0.699174143722611,0.6852629474105179
persistence_nonparticle_mse_mean_median,degradation_state_axis,11,0.14545454545454548,0.6695786456420787,0.6870625874825035
persistence_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,frames_percentile,10,-0.15244185832977605,0.6741752533023248,0.6874625074985004
velocity_particle_to_nonparticle_mse_ratio_mean_max_rolling2_mean,degradation_state_axis,11,0.13636363636363638,0.689309020586362,0.6906618676264747
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.1515151515151515,0.6760651759978539,0.6926614677064588
persistence_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,particle_norm_range,10,0.1515151515151515,0.6760651759978539,0.6956608678264347
low_rank_dmd_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.13939393939393938,0.7009318849100583,0.6958608278344331
low_rank_dmd_particle_mse_mean_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.13939393939393938,0.7009318849100583,0.6966606678664267
velocity_accepted_area_fraction_median_max_rolling2_mean,coulombic_efficiency_pct,8,0.1666666666666667,0.693238811728395,0.6968606278744252
persistence_accepted_area_fraction_median_max_rolling2_mean,coulombic_efficiency_pct,8,0.1666666666666667,0.693238811728395,0.6972605478904219
persistence_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.1515151515151515,0.6760651759978539,0.6978604279144172
velocity_particle_to_nonparticle_mse_ratio_mean_max,capacity_mAh,8,-0.1666666666666667,0.693238811728395,0.7000599880023995
low_rank_dmd_accepted_area_fraction_median_max_rolling2_mean,coulombic_efficiency_pct,8,0.1666666666666667,0.693238811728395,0.7016596680663867
low_rank_dmd_accepted_area_fraction_median_max_rolling2_mean,capacity_mAh,8,-0.1666666666666667,0.693238811728395,0.7020595880823836
velocity_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.1785714285714286,0.7016579425162728,0.7024595080983803
persistence_nonparticle_mse_mean_max,capacity_mAh,8,0.1666666666666667,0.693238811728395,0.7036592681463707
low_rank_dmd_particle_mse_ratio_vs_persistence_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.1785714285714286,0.7016579425162728,0.7048590281943611
persistence_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,-0.13939393939393938,0.7009318849100583,0.7066586682663467
velocity_particle_mse_ratio_vs_persistence_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,0.13939393939393938,0.7009318849100583,0.707258548290342
velocity_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.13939393939393938,0.7009318849100583,0.7080583883223356
persistence_accepted_area_fraction_median_max_rolling2_mean,capacity_mAh,8,-0.1666666666666667,0.693238811728395,0.710257948410318
velocity_accepted_area_fraction_median_max_rolling2_mean,capacity_mAh,8,-0.1666666666666667,0.693238811728395,0.7116576684663067
velocity_particle_mse_mean_median,particle_norm_range,11,0.1272727272727273,0.709214625773305,0.7116576684663067
velocity_particle_mse_ratio_vs_persistence_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.1785714285714286,0.7016579425162728,0.713257348530294
persistence_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,0.12727272727272726,0.7260570147627894,0.7144571085782844
persistence_nonparticle_mse_mean_median,mean_abs_delta_prev,11,-0.1272727272727273,0.709214625773305,0.7148570285942811
velocity_particle_mse_ratio_vs_persistence_max,degradation_state_axis,11,-0.1272727272727273,0.709214625773305,0.7162567486502699
velocity_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.1785714285714286,0.7016579425162728,0.7172565486902619
low_rank_dmd_particle_mse_ratio_vs_persistence_max,cycle_state_pc2,11,-0.1272727272727273,0.709214625773305,0.7174565086982604
low_rank_dmd_particle_mse_mean_max_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.1785714285714286,0.7016579425162728,0.7176564687062588
persistence_accepted_area_fraction_median_max,cycle_state_pc2,11,-0.1272727272727273,0.709214625773305,0.7176564687062588
velocity_accepted_area_fraction_median_max,cycle_state_pc2,11,-0.1272727272727273,0.709214625773305,0.7178564287142571
low_rank_dmd_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,0.12727272727272726,0.7260570147627894,0.7230553889222155
low_rank_dmd_accepted_area_fraction_median_max,cycle_state_pc2,11,-0.1272727272727273,0.709214625773305,0.7242551489702059
velocity_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.1785714285714286,0.7016579425162728,0.7248550289942012
persistence_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.1785714285714286,0.7016579425162728,0.7278544291141772
mean_validation_score_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.12727272727272726,0.7260570147627894,0.7300539892021596
low_rank_dmd_particle_mse_ratio_vs_persistence_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,0.12727272727272726,0.7260570147627894,0.73125374925015
low_rank_dmd_particle_mse_ratio_vs_persistence_max,frames_percentile,11,-0.11415644124430578,0.7382214093852512,0.7354529094181164
velocity_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,particle_norm_range,10,0.12727272727272726,0.7260570147627894,0.7356528694261147
persistence_particle_mse_fraction_of_full_mean_median,degradation_state_axis,11,-0.11818181818181818,0.7292847795197802,0.737252549490102
persistence_nonparticle_mse_mean_median_rolling2_mean,frames_percentile,11,0.11872269889407801,0.7280862602638448,0.7388522295540891
velocity_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,0.12727272727272726,0.7260570147627894,0.740251949610078
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_max_rolling2_mean,mean_abs_delta_prev,11,-0.10909090909090911,0.7495085962341483,0.7406518696260748
low_rank_dmd_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,frames_percentile,10,0.12195348666382085,0.7371590938066888,0.7410517896420716
velocity_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.12727272727272726,0.7260570147627894,0.742251549690062
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,0.11515151515151514,0.7514196523258484,0.7480503899220156
velocity_particle_mse_ratio_vs_persistence_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,0.12727272727272726,0.7260570147627894,0.748250349930014
velocity_particle_mse_fraction_of_full_mean_median,capacity_mAh,8,-0.14285714285714288,0.735764859879812,0.7490501899620076
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_median_rolling2_mean,capacity_mAh,8,-0.14285714285714288,0.735764859879812,0.749250149970006
low_rank_dmd_particle_mse_ratio_vs_persistence_median_rolling2_mean,capacity_mAh,8,-0.14285714285714288,0.735764859879812,0.7506498700259948
velocity_particle_to_nonparticle_mse_ratio_mean_median,capacity_mAh,8,-0.14285714285714288,0.735764859879812,0.7508498300339932
low_rank_dmd_particle_mse_fraction_of_full_mean_max_delta_prev_observed_roi_cycle,degradation_state_axis,10,0.11515151515151514,0.7514196523258484,0.75124975004999
velocity_nonparticle_mse_mean_max_rolling2_mean,coulombic_efficiency_pct,8,-0.14285714285714288,0.735764859879812,0.7514497100579884
persistence_nonparticle_mse_mean_max_rolling2_mean,coulombic_efficiency_pct,8,-0.14285714285714288,0.735764859879812,0.7524495100979804
persistence_nonparticle_mse_mean_median_rolling2_mean,particle_norm_range,11,0.10909090909090911,0.7495085962341483,0.7544491101779645
velocity_nonparticle_mse_mean_max,cycle_state_pc2,11,0.10909090909090911,0.7495085962341483,0.7550489902019596
velocity_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,frames_percentile,10,0.1158558123306298,0.749939845327025,0.75624875024995
velocity_particle_to_nonparticle_mse_ratio_mean_max,degradation_state_axis,11,-0.10909090909090911,0.7495085962341483,0.7574485102979404
velocity_particle_mse_fraction_of_full_mean_median_rolling2_mean,degradation_state_axis,11,0.10909090909090911,0.7495085962341483,0.7584483103379324
low_rank_dmd_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.11515151515151514,0.7514196523258484,0.7618476304739052
low_rank_dmd_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,-0.11515151515151514,0.7514196523258484,0.762247550489902
low_rank_dmd_particle_mse_mean_max_delta_prev_observed_roi_cycle,frames_percentile,10,0.10975813799743875,0.762775625860359,0.765246950609878
persistence_particle_to_nonparticle_mse_ratio_mean_median,degradation_state_axis,11,-0.10000000000000002,0.7698749998921367,0.76624675064987
low_rank_dmd_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.14285714285714288,0.7599453002180928,0.768246350729854
persistence_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,capacity_mAh,7,0.14285714285714288,0.7599453002180928,0.7740451909618077
persistence_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.14285714285714288,0.7599453002180928,0.7816436712657469
low_rank_dmd_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,0.14285714285714288,0.7599453002180928,0.7818436312737452
velocity_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,0.14285714285714288,0.7599453002180928,0.7824435112977405
velocity_particle_mse_mean_max_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,0.10303030303030303,0.7769984634438898,0.7826434713057389
persistence_nonparticle_mse_mean_median_delta_prev_observed_roi_cycle,degradation_state_axis,10,0.10303030303030303,0.7769984634438898,0.7828434313137372
persistence_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.10303030303030303,0.7769984634438898,0.7830433913217356
velocity_particle_to_nonparticle_mse_ratio_mean_median_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.14285714285714288,0.7599453002180928,0.7832433513297341
persistence_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,0.14285714285714288,0.7599453002180928,0.7842431513697261
low_rank_dmd_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,capacity_mAh,7,0.14285714285714288,0.7599453002180928,0.7870425914817036
low_rank_dmd_particle_mse_fraction_of_full_mean_max_rolling2_mean,cycle_state_pc2,11,-0.09090909090909091,0.7903727377532904,0.7894421115776845
persistence_particle_mse_mean_median_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.14285714285714288,0.7599453002180928,0.7898420315936813
persistence_nonparticle_mse_mean_median,capacity_mAh,8,-0.11904761904761905,0.7788857260523796,0.7900419916016796
velocity_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,capacity_mAh,7,-0.14285714285714288,0.7599453002180928,0.790241951609678
velocity_accepted_area_fraction_median_max,coulombic_efficiency_pct,8,0.11904761904761905,0.7788857260523796,0.7926414717056589
low_rank_dmd_particle_mse_mean_max_rolling2_mean,coulombic_efficiency_pct,8,0.11904761904761905,0.7788857260523796,0.7936412717456509
velocity_accepted_area_fraction_median_max_delta_prev_observed_roi_cycle,capacity_mAh,7,0.14285714285714288,0.7599453002180928,0.7938412317536493
velocity_particle_mse_mean_median_rolling2_mean,particle_norm_range,11,-0.09090909090909091,0.7903727377532904,0.7940411917616477
low_rank_dmd_particle_mse_ratio_vs_persistence_max_rolling2_mean,frames_percentile,11,-0.09132515299544462,0.7894319152541068,0.794241151769646
velocity_nonparticle_mse_mean_median,capacity_mAh,8,0.11904761904761905,0.7788857260523796,0.795240951809638
low_rank_dmd_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.10303030303030303,0.7769984634438898,0.7956408718256349
mean_validation_score,mean_abs_delta_prev,11,0.09090909090909091,0.7903727377532904,0.7972405518896221
low_rank_dmd_accepted_area_fraction_median_max,coulombic_efficiency_pct,8,0.11904761904761905,0.7788857260523796,0.7990401919616077
velocity_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.10303030303030303,0.7769984634438898,0.7992401519696061
velocity_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,-0.09090909090909088,0.8027717312071619,0.8004399120175965
low_rank_dmd_nonparticle_mse_mean_max_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.09090909090909088,0.8027717312071619,0.8016396720655868
persistence_accepted_area_fraction_median_max,coulombic_efficiency_pct,8,0.11904761904761905,0.7788857260523796,0.8036392721455708
low_rank_dmd_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,particle_norm_range,10,0.09090909090909088,0.8027717312071619,0.8084383123375325
low_rank_dmd_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,-0.09090909090909088,0.8027717312071619,0.8094381123775245
velocity_particle_mse_mean_median_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.09090909090909088,0.8027717312071619,0.8112377524495101
low_rank_dmd_particle_to_nonparticle_mse_ratio_mean_max_delta_prev_observed_roi_cycle,cycle_state_pc2,10,0.09090909090909088,0.8027717312071619,0.8136372725454909
persistence_particle_mse_mean_median_delta_prev_observed_roi_cycle,particle_norm_range,10,0.09090909090909088,0.8027717312071619,0.8148370325934813
low_rank_dmd_particle_mse_mean_median,mean_abs_delta_prev,11,0.08181818181818183,0.810990394300046,0.8180363927214557
mean_validation_score,degradation_state_axis,11,0.08181818181818183,0.810990394300046,0.8196360727854429
low_rank_dmd_nonparticle_mse_mean_max_rolling2_mean,mean_abs_delta_prev,11,0.08181818181818183,0.810990394300046,0.8198360327934413
low_rank_dmd_accepted_area_fraction_median_max,particle_norm_range,11,0.08181818181818183,0.810990394300046,0.8218356328734253
persistence_accepted_area_fraction_median_median_delta_prev_observed_roi_cycle,mean_abs_delta_prev,10,-0.09090909090909088,0.8027717312071619,0.8222355528894221
persistence_accepted_area_fraction_median_max,particle_norm_range,11,0.08181818181818183,0.810990394300046,0.8226354729054189
low_rank_dmd_particle_mse_mean_median_delta_prev_observed_roi_cycle,frames_percentile,10,0.08536744066467457,0.8146136789854658,0.8240351929614077
velocity_particle_mse_fraction_of_full_mean_max,degradation_state_axis,11,-0.07272727272727274,0.831716405381337,0.8328334333133374
velocity_particle_mse_fraction_of_full_mean_median_delta_prev_observed_roi_cycle,particle_norm_range,10,-0.07878787878787878,0.8287173946974605,0.8330333933213357
persistence_particle_mse_mean_max_delta_prev_observed_roi_cycle,coulombic_efficiency_pct,7,-0.10714285714285716,0.8191508555699912,0.8334333133373325
