roi_id,cycleNo,cohort_role,event_reference_cycle,method,particle_mse_mean,particle_mse_median,particle_mse_max,particle_mae_mean,particle_mae_median,nonparticle_mse_mean,nonparticle_mse_median,nonparticle_mae_mean,nonparticle_mae_median,full_crop_mse_mean,full_crop_mse_median,particle_to_nonparticle_mse_ratio_mean,particle_to_nonparticle_mse_ratio_median,particle_mse_fraction_of_full_mean,particle_mse_fraction_of_full_median,particle_mask_area_fraction_mean,nonparticle_context_area_fraction_mean,mask_fallback_used_mean,accepted_area_fraction_median,validation_score_first
cycle116_rank12_obj1,116.0,,,low_rank_dmd,0.0032383710240537766,0.0029643973102793097,0.007269728928804398,0.03392328895279206,0.033945731818675995,0.0005533170779017382,0.0005309639091137797,0.016971652308711782,0.016938493587076664,0.0014316279557533562,0.001380842993967235,5.350495290999259,5.38590937298166,2.1412484450849343,2.099470234489642,0.3332044813368056,0.42156982421875,0.0,0.34847005208333337,27.363295086379125
cycle116_rank12_obj1,116.0,,,persistence,0.00010563663795437606,0.0001032359286909923,0.00012610269186552614,0.007974020569236018,0.007942388765513897,0.00010032047157437773,0.00010057236067950726,0.007955396198667586,0.007979053072631359,0.00011624400849541416,0.0001149683776020538,1.0529090987083713,1.0392631441104219,0.9077506978141722,0.8989164094109459,0.3332044813368056,0.42156982421875,0.0,0.34847005208333337,27.363295086379125
cycle116_rank12_obj1,116.0,,,velocity,0.0003103392928096582,0.0003015732509084046,0.0003764939319808036,0.013707407837500796,0.013599743600934744,0.00029475103110598866,0.00029413642187137157,0.013640175631735474,0.013635575771331787,0.0003378673154657008,0.00033502551377750933,1.052707623461359,1.031502948107705,0.9175605070864685,0.9069127771347637,0.3332044813368056,0.42156982421875,0.0,0.34847005208333337,27.363295086379125
cycle116_rank12_obj2,116.0,,,low_rank_dmd,0.010278836607540143,0.010210526175796986,0.020548488944768906,0.05262909410521388,0.05636510066688061,0.0011996348775937804,0.0011275888537056744,0.02001599411596544,0.020832675509154797,0.0028026515533383645,0.0027473323279991746,8.228428275306811,8.683032077028532,3.5727375818118303,3.673091647019298,0.196563720703125,0.5582105848524306,0.0,0.19645182291666669,25.378014840116585
cycle116_rank12_obj2,116.0,,,persistence,6.45002019155072e-05,6.178934927447699e-05,8.667849760968238e-05,0.006082394582335837,0.005981921451166272,6.324075388874917e-05,6.346936061163433e-05,0.006267855322221294,0.006273100385442376,7.394178419417585e-05,7.355102570727468e-05,1.0199348457941486,0.9853545619473028,0.8707749456040567,0.8476870619286376,0.196563720703125,0.5582105848524306,0.0,0.19645182291666669,25.378014840116585
cycle116_rank12_obj2,116.0,,,velocity,0.00018518324441174627,0.0001791975591913797,0.0002720391203183681,0.010338061372749507,0.01024505402892828,0.00018868046663556015,0.00018908044876297936,0.010827874386450276,0.010825677309185266,0.00021881246220800676,0.00021786984871141613,0.9809526634341617,0.9743703196906438,0.8447130370375815,0.8388682118284561,0.196563720703125,0.5582105848524306,0.0,0.19645182291666669,25.378014840116585
cycle116_rank12_obj3,116.0,,,low_rank_dmd,0.001345222717645811,0.0012062977766618133,0.0022948237601667643,0.023675239004660398,0.022999564185738564,0.00036070868554816116,0.0003411414654692635,0.0132948276004754,0.01303087454289198,0.000661881544147036,0.0006073047698009759,3.6439893642349617,3.5355461381857305,2.014794969235039,2.0063547761452933,0.3044772677951389,0.4502970377604167,0.0,0.30501302083333337,26.1177158996103
cycle116_rank12_obj3,116.0,,,persistence,7.103412508513429e-05,6.978428064030595e-05,8.373812306672335e-05,0.00647383724572137,0.006444753613322973,6.408031151750038e-05,6.404938903870061e-05,0.006349468923872337,0.006348586408421397,7.723420662841818e-05,7.647555321455002e-05,1.10840848919884,1.093235359771475,0.9185291866392171,0.9136929830694349,0.3044772677951389,0.4502970377604167,0.0,0.30501302083333337,26.1177158996103
cycle116_rank12_obj3,116.0,,,velocity,0.00020742697324749315,0.00020217140263412148,0.00025660826941020787,0.011109540850156918,0.011006177868694067,0.0001839904325606767,0.00018373622879153118,0.010777325864182785,0.010744136292487383,0.0002227691547886934,0.00022131139849079773,1.127185006964802,1.09962059089987,0.929898751374058,0.9153270604729178,0.3044772677951389,0.4502970377604167,0.0,0.30501302083333337,26.1177158996103
cycle116_rank12_obj4,116.0,,,low_rank_dmd,0.003117287611530628,0.002853218582458794,0.004973003175109625,0.03251492639537901,0.03117738850414753,0.0001563334926686366,0.00015017930854810402,0.009334119589766487,0.009217346087098122,0.0006982349768804852,0.0006413692317437381,19.609523149740504,18.964874173350083,4.420289643070492,4.38169018291114,0.18597412109375,0.5688001844618056,0.0,0.1851128472222222,24.263145715616087
cycle116_rank12_obj4,116.0,,,persistence,3.9799741330170946e-05,3.761870175367221e-05,6.943345215404406e-05,0.004669778703828342,0.004583575762808323,3.639082956397033e-05,3.6300754800322466e-05,0.004773021471919492,0.004772035405039787,4.2427472067174676e-05,4.199597970000468e-05,1.0920313219831828,1.039334193918938,0.9332027134226267,0.8907140912573214,0.18597412109375,0.5688001844618056,0.0,0.1851128472222222,24.263145715616087
cycle116_rank12_obj4,116.0,,,velocity,0.0001075900354408077,9.804499859455973e-05,0.00019164266996085644,0.007795648169121705,0.007589597720652819,0.00010763546538328228,0.00010705008389777504,0.008199965115636587,0.008186038583517075,0.0001236826540207403,0.00012234462337801233,0.9970250977326667,0.9127292517207418,0.8644941866003081,0.8055486344590146,0.18597412109375,0.5688001844618056,0.0,0.1851128472222222,24.263145715616087
cycle146_rank2_obj1,146.0,,,low_rank_dmd,0.0055369827277900185,0.005198729690164328,0.011582521721720695,0.05034637125208974,0.05102340877056122,0.0005196410816097341,0.0005225776985753328,0.01607775461161509,0.01627528853714466,0.0015440576062246691,0.0015609054826200008,10.22726556387647,9.855220409859122,3.4522861168002184,3.3345273921660272,0.14385986328125,0.6109144422743056,0.0,0.14366319444444445,23.996348529153263
cycle146_rank2_obj1,146.0,,,persistence,0.00012469652938307263,7.87676326581277e-05,0.000829540251288563,0.007418023364152759,0.006521111121401191,6.454573144765163e-05,6.184792800922878e-05,0.006322548404568806,0.006256085122004151,8.895608675629774e-05,7.51243824197445e-05,1.7415842344601142,1.3029493721744352,1.2075225266846523,1.0561015229419088,0.14385986328125,0.6109144422743056,0.0,0.14366319444444445,23.996348529153263
