cycleNo,method,particle_mse_mean_mean,particle_mse_mean_median,nonparticle_mse_mean_mean,nonparticle_mse_mean_median,particle_to_nonparticle_mse_ratio_mean_mean,particle_to_nonparticle_mse_ratio_mean_median,mask_fallback_used_mean_mean
40.0,low_rank_dmd,0.005194904845666315,0.00474837079855206,0.0006257594722001159,0.0006517524273021991,8.48684556473535,7.947925666370631,0.0
40.0,persistence,8.209054432484209e-05,8.783449783322794e-05,7.109430325158428e-05,7.719402697148325e-05,1.1693840052725262,1.1301497085191141,0.0
40.0,velocity,0.00021217242351667664,0.0002281687802678789,0.00020794841458382507,0.00022468328234026558,1.0227910204762234,1.007132510116602,0.0
116.0,low_rank_dmd,0.00449492949019259,0.0031778293177922023,0.0005674985334280791,0.0004570128817249497,9.208109020070385,6.789461783153035,0.0
116.0,persistence,7.024267657129712e-05,6.776716350032075e-05,6.60080916361494e-05,6.366053270312477e-05,1.0683209389211357,1.072470210345777,0.0
116.0,velocity,0.00020263488647742633,0.0001963051088296197,0.00019376434892137695,0.00018633544959811843,1.0394675978982473,1.024866360597013,0.0
146.0,low_rank_dmd,0.005118631439927412,0.00438764805039682,0.0006306322684963561,0.00040763766935469903,9.357959275199633,9.668139744392732,0.0
146.0,persistence,0.00013213735709882712,0.00013749349773206632,6.500708565226887e-05,6.55330125027831e-05,1.8031200284588622,1.7226733839276822,0.0
146.0,velocity,0.00031911440601106733,0.00033958478093154554,0.0001874589019053019,0.00018597397934172477,1.5678143552026897,1.50222830781441,0.0
147.0,low_rank_dmd,0.002871975237667357,0.00269312065847771,0.0005162261371083332,0.0004525414860836463,6.3098010509188125,6.832597982767062,0.0
147.0,persistence,0.00012671898741700716,0.00013846998371036534,7.289696245038613e-05,7.120014595329849e-05,1.724032847439089,1.7266633382927832,0.0
147.0,velocity,0.0003459676827333169,0.0003733905152785155,0.00021308534724084893,0.0002063547092348017,1.599175204561674,1.6045411456638168,0.0
148.0,low_rank_dmd,0.003833961683085363,0.003541517076882883,0.0005987909606801622,0.0006636769344368076,7.205303917984704,6.964291339672761,0.0
148.0,persistence,0.00017044649067088358,0.00018470591453478846,8.379368384225927e-05,8.083455566065822e-05,2.001765988840524,2.089815605103932,0.0
148.0,velocity,0.00047717386223666836,0.0005138612270911835,0.0002456138885236214,0.00023387140595332312,1.8926432656590282,1.9615974998042023,0.0
150.0,low_rank_dmd,0.004174375328148017,0.004186625519650988,0.0006817514043859774,0.0006832375395333656,6.454240748132902,7.319716064158994,0.0078125
150.0,persistence,0.0001599839731341035,0.00017063943568018658,8.434320190531253e-05,8.166164320755342e-05,1.8794690043599611,1.9617557688893634,0.0078125
150.0,velocity,0.00041046171816105925,0.0004273582574114698,0.00024336996636975528,0.00023180866219263407,1.679186985002866,1.744684012098234,0.0078125
151.0,low_rank_dmd,0.010389210963694495,0.01065364738315111,0.0011550180483936856,0.0010058949346785084,10.267832381507574,9.751236130278633,0.0
151.0,persistence,0.000845939719084754,0.0009040585658226519,0.00018230419061637804,0.00017889042635488295,2.3910538846660083,2.3904791625156943,0.0
151.0,velocity,0.0019061364586150376,0.002010701264225645,0.00045087740409144317,0.0004623066597559955,2.4631557061600216,2.5183326002870485,0.0
152.0,low_rank_dmd,0.008501239724864718,0.008575460542488145,0.0006933077232815776,0.0006774454179776512,13.600143746084212,13.139489358701432,0.0
152.0,persistence,0.0006859368344578343,0.0006971798702011256,0.0001140719202226137,0.00011654787090265017,2.6771917894448176,2.7866518501614514,0.0
152.0,velocity,0.0016176754763250756,0.0016137469106070057,0.000323204932385579,0.00032993487297972024,2.8688373782274943,2.8623757573010074,0.0
153.0,low_rank_dmd,0.010930144129815744,0.01077391631406499,0.001081118480215082,0.0009027035016515583,12.637650442978074,11.876651257537116,0.0
153.0,persistence,0.002740152419818287,0.002216947038903072,0.00034714444890937557,0.00032165310318532647,4.183506714703949,3.8449862115260105,0.0
153.0,velocity,0.006203610349530209,0.005382181182767454,0.0008578198109034929,0.0008542310831671784,4.290281774359992,3.9168320119831286,0.0
154.0,low_rank_dmd,0.008687613393703941,0.00809577498876024,0.0007704927834311093,0.0006973553799980436,14.227254580653458,12.867919518546689,0.0
154.0,persistence,0.0006750189586455235,0.0005632603983372064,0.00010651783753701238,9.914086376738851e-05,3.8952789529951186,3.8475494164506614,0.0
154.0,velocity,0.0013734921466266314,0.001168363625083657,0.00024907052505795946,0.00024082889785859152,3.370667925078446,3.378179990073326,0.0
155.0,low_rank_dmd,0.007220772047730861,0.007192929428128991,0.00074360319194966,0.0007728724117441743,11.255004186506877,10.26281967582856,0.0
155.0,persistence,0.0027952878736243747,0.0023989706803035915,0.000331005513544369,0.0002863092549318935,5.042721711203232,4.806426435189687,0.0
155.0,velocity,0.005813901061173965,0.005093984081895542,0.000731463586589598,0.0006808740264432345,5.429661000997166,5.2183966430521185,0.0
156.0,low_rank_dmd,0.008950937939516734,0.009194675041726441,0.0015254295574322896,0.0011546013256520382,9.52050355710969,5.443729064264772,0.0
156.0,persistence,0.00017011805610422925,0.00015570879924098335,5.512156249665168e-05,5.5773112876522646e-05,2.3755373234713018,2.450194437131783,0.0
156.0,velocity,0.00022270709024496682,0.00020261438532998,0.00012261989388662187,0.00011678718180974101,1.4599291581513807,1.4537399352551363,0.0
