roi_id,cycleNo,cohort_role,event_reference_cycle,method,particle_mse_ratio_vs_persistence,particle_mse_delta_vs_persistence
cycle154_rank6_obj2,154.0,,154.0,velocity,2.0136542126431634,0.00121460559046227
cycle154_rank6_obj2,154.0,,154.0,low_rank_dmd,9.765598957928944,0.010503330786036713
cycle154_rank6_obj3,154.0,,154.0,velocity,1.9834008795239417,0.0003690807079692604
cycle154_rank6_obj3,154.0,,154.0,low_rank_dmd,23.702416407079866,0.008520455995721932
cycle154_rank6_obj4,154.0,,154.0,velocity,2.009739327834575,0.00044444370757901197
cycle154_rank6_obj4,154.0,,154.0,low_rank_dmd,15.579282497277413,0.006417171430598501
cycle155_rank10_obj1,155.0,,155.0,velocity,2.170690263954014,0.0019324633210544562
cycle155_rank10_obj1,155.0,,155.0,low_rank_dmd,3.536932220606717,0.004187724640132728
cycle155_rank10_obj2,155.0,,155.0,velocity,2.05246899370474,0.0026574864091344352
cycle155_rank10_obj2,155.0,,155.0,low_rank_dmd,3.3851180009785784,0.00602242793820551
cycle155_rank10_obj3,155.0,,155.0,velocity,2.0041112847736025,0.0047519626259600045
cycle155_rank10_obj3,155.0,,155.0,low_rank_dmd,1.9124297757958384,0.00431807933955497
cycle155_rank10_obj4,155.0,,155.0,velocity,2.2022056329476345,0.0027325403940494652
cycle155_rank10_obj4,155.0,,155.0,low_rank_dmd,2.3962998572220973,0.0031737047785327377
cycle156_rank3_obj1,156.0,,156.0,velocity,1.431220563441072,4.2705948430921126e-05
cycle156_rank3_obj1,156.0,,156.0,low_rank_dmd,102.18917692878975,0.010021274813993841
cycle156_rank3_obj2,156.0,,156.0,velocity,1.2435563136325976,5.094067762456689e-05
cycle156_rank3_obj2,156.0,,156.0,low_rank_dmd,60.30048753074304,0.012402909919387639
cycle156_rank3_obj3,156.0,,156.0,velocity,1.4192139115148317,4.28704945534264e-05
cycle156_rank3_obj3,156.0,,156.0,low_rank_dmd,46.96019925086534,0.004700074156744449
cycle156_rank3_obj4,156.0,,156.0,velocity,1.2734580063848728,7.383901595403586e-05
cycle156_rank3_obj4,156.0,,156.0,low_rank_dmd,30.62385413656074,0.00799902064352409
cycle40_rank8_obj1,40.0,,40.0,velocity,2.6376904459256125,0.000177539922106007
cycle40_rank8_obj1,40.0,,40.0,low_rank_dmd,37.982130357128234,0.00400918534955963
cycle40_rank8_obj2,40.0,,40.0,velocity,2.4027273906816986,6.211902979202932e-05
cycle40_rank8_obj2,40.0,,40.0,low_rank_dmd,61.98980648896161,0.002700900853199073
cycle40_rank8_obj3,40.0,,40.0,velocity,2.6166240209548848,0.0001561441672492947
cycle40_rank8_obj3,40.0,,40.0,low_rank_dmd,55.69250047144225,0.005282560960495175
cycle40_rank8_obj4,40.0,,40.0,velocity,2.574615279007884,0.00012452439762000722
cycle40_rank8_obj4,40.0,,40.0,low_rank_dmd,107.95941410712864,0.008458610042112014
