roi_id,cycleNo,cohort_role,event_reference_cycle,method,particle_mse_ratio_vs_persistence,particle_mse_delta_vs_persistence
cycle116_rank12_obj1,116.0,,116.0,velocity,2.937799790104,0.00020470265485528216
cycle116_rank12_obj1,116.0,,116.0,low_rank_dmd,30.655756248626666,0.0031327343860994006
cycle116_rank12_obj2,116.0,,116.0,velocity,2.8710490651537683,0.00012068304249623907
cycle116_rank12_obj2,116.0,,116.0,low_rank_dmd,159.3613089925676,0.010214336405624636
cycle116_rank12_obj3,116.0,,116.0,velocity,2.920103161669018,0.00013639284816235886
cycle116_rank12_obj3,116.0,,116.0,low_rank_dmd,18.93769672018292,0.0012741885925606766
cycle116_rank12_obj4,116.0,,116.0,velocity,2.7032847914327283,6.779029411063675e-05
cycle116_rank12_obj4,116.0,,116.0,low_rank_dmd,78.32431838363506,0.003077487870200457
cycle146_rank2_obj1,146.0,,146.0,velocity,2.4217047863742436,0.00017728165266817086
cycle146_rank2_obj1,146.0,,146.0,low_rank_dmd,44.40366347951987,0.005412286198406946
cycle146_rank2_obj2,146.0,,146.0,velocity,2.3051822623912948,0.00023020808998808207
cycle146_rank2_obj2,146.0,,146.0,low_rank_dmd,49.06833456214314,0.008478294417045618
cycle146_rank2_obj3,146.0,,146.0,velocity,2.509749218612492,0.00022690091373078758
cycle146_rank2_obj3,146.0,,146.0,low_rank_dmd,20.25780669034186,0.0028942647431904334
cycle146_rank2_obj4,146.0,,146.0,velocity,2.470769745087201,0.00011351753926192032
cycle146_rank2_obj4,146.0,,146.0,low_rank_dmd,41.956629478513584,0.0031611309726713444
cycle147_rank11_obj1,147.0,,147.0,velocity,2.784487667349801,0.00026391046753815317
cycle147_rank11_obj1,147.0,,147.0,low_rank_dmd,15.116307877961871,0.0020876812320693716
cycle147_rank11_obj2,147.0,,147.0,velocity,2.7003161730328666,0.00022199989962246036
cycle147_rank11_obj2,147.0,,147.0,low_rank_dmd,29.866750586227298,0.003768955347368319
cycle147_rank11_obj3,147.0,,147.0,velocity,2.745920728627297,0.00014324325059078546
cycle147_rank11_obj3,147.0,,147.0,low_rank_dmd,26.840793848731224,0.0021200958600502418
cycle147_rank11_obj4,147.0,,147.0,velocity,2.6931808373189963,0.00024784116351384
cycle147_rank11_obj4,147.0,,147.0,low_rank_dmd,21.524478350306584,0.0030042925615134664
cycle148_rank9_obj1,148.0,,148.0,velocity,2.8177883279114644,0.0003460294003616582
cycle148_rank9_obj1,148.0,,148.0,low_rank_dmd,20.797760087485848,0.0037686494881654653
cycle148_rank9_obj2,148.0,,148.0,velocity,2.8268160142838994,0.0003718911357282195
cycle148_rank9_obj2,148.0,,148.0,low_rank_dmd,15.230056432653692,0.0028968608808099816
cycle148_rank9_obj3,148.0,,148.0,velocity,2.7440572081734675,0.00031228122475113196
cycle148_rank9_obj3,148.0,,148.0,low_rank_dmd,28.77548122712251,0.0049733238422504655
cycle148_rank9_obj4,148.0,,148.0,velocity,2.8079631224224135,0.00019670772542212944
cycle148_rank9_obj4,148.0,,148.0,low_rank_dmd,28.713290933007936,0.003015226558432005
cycle150_rank1_obj1,150.0,,150.0,velocity,2.684313274414671,0.00029681789828828187
cycle150_rank1_obj1,150.0,,150.0,low_rank_dmd,22.853843118172094,0.0038511907982865523
cycle150_rank1_obj2,150.0,,150.0,velocity,2.5552687878168325,0.0002722959530956359
cycle150_rank1_obj2,150.0,,150.0,low_rank_dmd,14.873672197132736,0.0024289980120784094
cycle150_rank1_obj3,150.0,,150.0,velocity,2.450919708935445,0.00024114169036693056
cycle150_rank1_obj3,150.0,,150.0,low_rank_dmd,34.4175705659869,0.005553973389851308
cycle150_rank1_obj4,150.0,,150.0,velocity,2.5654012956763017,0.00019165543835697463
cycle150_rank1_obj4,150.0,,150.0,low_rank_dmd,35.4958688841685,0.004223403219839383
cycle151_rank4_obj1,151.0,,151.0,velocity,2.161805149769836,0.0012113471930206288
cycle151_rank4_obj1,151.0,,151.0,low_rank_dmd,5.921763348974716,0.005131638656166615
cycle151_rank4_obj2,151.0,,151.0,velocity,2.1094131809932914,0.001205417247774676
cycle151_rank4_obj2,151.0,,151.0,low_rank_dmd,10.618525586247491,0.010450873343188505
cycle151_rank4_obj3,151.0,,151.0,velocity,2.3089107072049275,0.0010019382037853575
cycle151_rank4_obj3,151.0,,151.0,low_rank_dmd,18.3876301912682,0.013309793300663841
cycle151_rank4_obj4,151.0,,151.0,velocity,2.6807902021167385,0.0008220843135404721
cycle151_rank4_obj4,151.0,,151.0,low_rank_dmd,19.974992339060755,0.009280779678420004
cycle152_rank5_obj1,152.0,,152.0,velocity,2.3091818410091465,0.0011240839644415246
cycle152_rank5_obj1,152.0,,152.0,low_rank_dmd,6.824480656440368,0.005000990009193629
cycle152_rank5_obj2,152.0,,152.0,velocity,2.436334186358399,0.0012304402396239311
cycle152_rank5_obj2,152.0,,152.0,low_rank_dmd,12.282856260145266,0.009665494626688087
cycle152_rank5_obj3,152.0,,152.0,velocity,2.3150065945267237,0.0007070876807802051
cycle152_rank5_obj3,152.0,,152.0,low_rank_dmd,20.44689963274308,0.01045672562929667
cycle152_rank5_obj4,152.0,,152.0,velocity,2.3557063138642467,0.0006653426826233044
cycle152_rank5_obj4,152.0,,152.0,low_rank_dmd,13.50682893106124,0.006138001296449147
cycle153_rank7_obj1,153.0,,153.0,velocity,2.3747011243611986,0.0034214659970075445
cycle153_rank7_obj1,153.0,,153.0,low_rank_dmd,3.6097647197236955,0.006495390954796676
cycle153_rank7_obj2,153.0,,153.0,velocity,2.0625675068665066,0.004890907677008727
cycle153_rank7_obj2,153.0,,153.0,low_rank_dmd,2.466073906611075,0.00674821324628283
cycle153_rank7_obj3,153.0,,153.0,velocity,2.5231387793417115,0.0029302156422090775
cycle153_rank7_obj3,153.0,,153.0,low_rank_dmd,5.300291208656566,0.008272903780380148
cycle153_rank7_obj4,153.0,,153.0,velocity,2.3425312948841333,0.002611242402622338
cycle153_rank7_obj4,153.0,,153.0,low_rank_dmd,6.780656504796399,0.011243458858530175
cycle154_rank6_obj1,154.0,,154.0,velocity,2.1156803588544317,0.0007657627459138894
cycle154_rank6_obj1,154.0,,154.0,low_rank_dmd,10.629613858898775,0.0066094195278765255
