target,group_col,comparison,delta_roc_auc,delta_average_precision,delta_spearman_rho,comparison_metric,base_metric,comparison_spearman_rho,base_spearman_rho
future_any_drop_within_16cycles,cycleNo,video_plus_echem_acquisition_residualized_minus_echem_regime_raw,0.13567251461988294,0.054360344857495635,0.19073350400853592,0.7883040935672514,0.6526315789473685,0.405646609752683,0.2149131057441471
future_any_drop_within_16cycles,cycleNo,video_plus_echem_acquisition_residualized_cycle_balanced_minus_echem_regime_raw,0.13567251461988294,0.054360344857495635,0.19073350400853592,0.7883040935672514,0.6526315789473685,0.405646609752683,0.2149131057441471
future_any_drop_within_16cycles,cycleNo,video_plus_echem_raw_minus_echem_regime_raw,0.09941520467836262,0.050358588686650885,0.1397077191837375,0.7520467836257311,0.6526315789473685,0.3546208249278846,0.2149131057441471
future_any_drop_within_16cycles,cycleNo,video_plus_echem_acquisition_residualized_minus_video_all_raw,0.09122807017543866,0.018929298400750527,0.12836768167681967,0.7883040935672514,0.6970760233918127,0.405646609752683,0.27727892807586335
future_any_drop_within_16cycles,cycleNo,video_plus_echem_acquisition_residualized_cycle_balanced_minus_video_all_raw,0.09122807017543866,0.018929298400750527,0.12836768167681967,0.7883040935672514,0.6970760233918127,0.405646609752683,0.27727892807586335
future_any_drop_within_16cycles,cycleNo,video_plus_echem_acquisition_residualized_minus_acquisition_context_raw,0.06081871345029233,-0.001036276561563798,0.08558280256719092,0.7883040935672514,0.7274853801169591,0.405646609752683,0.3200638071854921
future_any_drop_within_16cycles,cycleNo,video_plus_echem_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,0.06081871345029233,-0.001036276561563798,0.08558280256719092,0.7883040935672514,0.7274853801169591,0.405646609752683,0.3200638071854921
future_any_drop_within_16cycles,cycleNo,video_plus_echem_raw_minus_video_all_raw,0.05497076023391834,0.014927542229905777,0.07734189685202125,0.7520467836257311,0.6970760233918127,0.3546208249278846,0.27727892807586335
future_any_drop_within_16cycles,cycleNo,echem_regime_acquisition_residualized_minus_acquisition_context_raw,0.0444444444444444,-0.011833955586019296,0.06254404988346851,0.7719298245614035,0.7274853801169591,0.3826078570689606,0.3200638071854921
future_any_drop_within_16cycles,cycleNo,echem_regime_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,0.0444444444444444,-0.011833955586019296,0.06254404988346851,0.7719298245614035,0.7274853801169591,0.3826078570689606,0.3200638071854921
future_any_drop_within_16cycles,cycleNo,video_plus_echem_raw_minus_acquisition_context_raw,0.024561403508772006,-0.005038032732408548,0.034557017742392504,0.7520467836257311,0.7274853801169591,0.3546208249278846,0.3200638071854921
future_any_drop_within_16cycles,cycleNo,video_all_acquisition_residualized_minus_acquisition_context_raw,-0.25847953216374264,-0.1403754377068489,-0.3636714724318445,0.4690058479532164,0.7274853801169591,-0.043607665246352394,0.3200638071854921
future_any_drop_within_16cycles,cycleNo,video_all_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.25847953216374264,-0.1403754377068489,-0.3636714724318445,0.4690058479532164,0.7274853801169591,-0.043607665246352394,0.3200638071854921
future_any_drop_within_16cycles,source_cohort_key,video_plus_echem_raw_minus_echem_regime_raw,0.0935672514619883,0.023995411507954367,0.13160573124078226,0.6304093567251462,0.5368421052631579,0.1834813084893695,0.05187557724858723
future_any_drop_within_16cycles,source_cohort_key,video_plus_echem_raw_minus_video_all_raw,0.040935672514619825,0.01792685956516127,0.05759502957065407,0.6304093567251462,0.5894736842105264,0.1834813084893695,0.12588627891871543
future_any_drop_within_16cycles,source_cohort_key,video_plus_echem_acquisition_residualized_minus_echem_regime_raw,0.023391812865496964,-0.008655826947090772,0.03287139483394667,0.5602339181286549,0.5368421052631579,0.0847469720825339,0.05187557724858723
future_any_drop_within_16cycles,source_cohort_key,video_plus_echem_acquisition_residualized_cycle_balanced_minus_echem_regime_raw,0.023391812865496964,-0.008655826947090772,0.03287139483394667,0.5602339181286549,0.5368421052631579,0.0847469720825339,0.05187557724858723
future_any_drop_within_16cycles,source_cohort_key,video_plus_echem_acquisition_residualized_minus_video_all_raw,-0.02923976608187151,-0.014724378889883871,-0.04113930683618153,0.5602339181286549,0.5894736842105264,0.0847469720825339,0.12588627891871543
future_any_drop_within_16cycles,source_cohort_key,video_plus_echem_acquisition_residualized_cycle_balanced_minus_video_all_raw,-0.02923976608187151,-0.014724378889883871,-0.04113930683618153,0.5602339181286549,0.5894736842105264,0.0847469720825339,0.12588627891871543
future_any_drop_within_16cycles,source_cohort_key,video_plus_echem_raw_minus_acquisition_context_raw,-0.15204678362573099,-0.07581700493264765,-0.21392439554814385,0.6304093567251462,0.7824561403508772,0.1834813084893695,0.39740570403751335
future_any_drop_within_16cycles,source_cohort_key,video_all_acquisition_residualized_minus_acquisition_context_raw,-0.18596491228070178,-0.07926642933696892,-0.2616459914781144,0.5964912280701754,0.7824561403508772,0.13575971255939898,0.39740570403751335
future_any_drop_within_16cycles,source_cohort_key,video_all_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.18596491228070178,-0.07926642933696892,-0.2616459914781144,0.5964912280701754,0.7824561403508772,0.13575971255939898,0.39740570403751335
future_any_drop_within_16cycles,source_cohort_key,echem_regime_acquisition_residualized_minus_acquisition_context_raw,-0.20935672514619885,-0.08950907967039268,-0.2945574369470596,0.5730994152046783,0.7824561403508772,0.10284826709045378,0.39740570403751335
future_any_drop_within_16cycles,source_cohort_key,echem_regime_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.20935672514619885,-0.08950907967039268,-0.2945574369470596,0.5730994152046783,0.7824561403508772,0.10284826709045378,0.39740570403751335
future_any_drop_within_16cycles,source_cohort_key,video_plus_echem_acquisition_residualized_minus_acquisition_context_raw,-0.22222222222222232,-0.10846824338769279,-0.31265873195497945,0.5602339181286549,0.7824561403508772,0.0847469720825339,0.39740570403751335
future_any_drop_within_16cycles,source_cohort_key,video_plus_echem_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.22222222222222232,-0.10846824338769279,-0.31265873195497945,0.5602339181286549,0.7824561403508772,0.0847469720825339,0.39740570403751335
future_any_drop_within_16cycles,source_stem,video_plus_echem_raw_minus_echem_regime_raw,0.09707602339181287,0.03910726067154635,0.13659966325397913,0.5812865497076023,0.4842105263157894,0.11436727300458459,-0.022232390249394527
future_any_drop_within_16cycles,source_stem,video_plus_echem_raw_minus_video_all_raw,0.09239766081871342,0.030245114462831624,0.13000020960233355,0.5812865497076023,0.4888888888888889,0.11436727300458459,-0.015632936597748972
future_any_drop_within_16cycles,source_stem,video_plus_echem_acquisition_residualized_minus_echem_regime_raw,0.04327485380116958,0.04202131166030276,0.060904582254214204,0.527485380116959,0.4842105263157894,0.03867219200481968,-0.022232390249394527
future_any_drop_within_16cycles,source_stem,video_plus_echem_acquisition_residualized_cycle_balanced_minus_echem_regime_raw,0.04327485380116958,0.04202131166030276,0.060904582254214204,0.527485380116959,0.4842105263157894,0.03867219200481968,-0.022232390249394527
future_any_drop_within_16cycles,source_stem,video_plus_echem_acquisition_residualized_minus_video_all_raw,0.03859649122807013,0.033159165451588035,0.054305128602568656,0.527485380116959,0.4888888888888889,0.03867219200481968,-0.015632936597748972
future_any_drop_within_16cycles,source_stem,video_plus_echem_acquisition_residualized_cycle_balanced_minus_video_all_raw,0.03859649122807013,0.033159165451588035,0.054305128602568656,0.527485380116959,0.4888888888888889,0.03867219200481968,-0.015632936597748972
future_any_drop_within_16cycles,source_stem,video_plus_echem_raw_minus_acquisition_context_raw,-0.11578947368421055,-0.07704308645644908,-0.16291165507127875,0.5812865497076023,0.6970760233918128,0.11436727300458459,0.27727892807586335
future_any_drop_within_16cycles,source_stem,video_all_acquisition_residualized_minus_acquisition_context_raw,-0.12046783625730995,-0.06602541558981745,-0.1694939441650678,0.5766081871345029,0.6970760233918128,0.10778498391079554,0.27727892807586335
future_any_drop_within_16cycles,source_stem,video_all_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.12046783625730995,-0.06602541558981745,-0.1694939441650678,0.5766081871345029,0.6970760233918128,0.10778498391079554,0.27727892807586335
future_any_drop_within_16cycles,source_stem,echem_regime_acquisition_residualized_minus_acquisition_context_raw,-0.15321637426900592,-0.06724353644314895,-0.2155679833873213,0.5438596491228069,0.6970760233918128,0.061710944688542047,0.27727892807586335
future_any_drop_within_16cycles,source_stem,echem_regime_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.15321637426900592,-0.06724353644314895,-0.2155679833873213,0.5438596491228069,0.6970760233918128,0.061710944688542047,0.27727892807586335
future_any_drop_within_16cycles,source_stem,video_plus_echem_acquisition_residualized_minus_acquisition_context_raw,-0.16959064327485385,-0.07412903546769267,-0.23860673607104366,0.527485380116959,0.6970760233918128,0.03867219200481968,0.27727892807586335
future_any_drop_within_16cycles,source_stem,video_plus_echem_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.16959064327485385,-0.07412903546769267,-0.23860673607104366,0.527485380116959,0.6970760233918128,0.03867219200481968,0.27727892807586335
future_any_drop_within_8cycles,cycleNo,video_plus_echem_raw_minus_echem_regime_raw,0.08873456790123468,0.16281057807948618,0.1534101847180806,0.8109567901234568,0.7222222222222221,0.538644914592542,0.38523472987446145
future_any_drop_within_8cycles,cycleNo,video_plus_echem_raw_minus_video_all_raw,-0.012345679012345734,-0.01879634043440126,-0.021385406038413657,0.8109567901234568,0.8233024691358025,0.538644914592542,0.5600303206309557
future_any_drop_within_8cycles,cycleNo,video_plus_echem_raw_minus_acquisition_context_raw,-0.18904320987654322,-0.14468852004461197,-0.3274640299632081,0.8109567901234568,1.0,0.538644914592542,0.8661089445557502
future_any_drop_within_8cycles,cycleNo,video_plus_echem_acquisition_residualized_minus_echem_regime_raw,-0.24228395061728375,-0.21295029969948048,-0.4199860146868835,0.47993827160493835,0.7222222222222221,-0.03475128481242207,0.38523472987446145
future_any_drop_within_8cycles,cycleNo,video_plus_echem_acquisition_residualized_cycle_balanced_minus_echem_regime_raw,-0.24228395061728375,-0.21295029969948048,-0.4199860146868835,0.47993827160493835,0.7222222222222221,-0.03475128481242207,0.38523472987446145
future_any_drop_within_8cycles,cycleNo,video_plus_echem_acquisition_residualized_minus_video_all_raw,-0.34336419753086417,-0.3945572182133679,-0.5947816054433778,0.47993827160493835,0.8233024691358025,-0.03475128481242207,0.5600303206309557
future_any_drop_within_8cycles,cycleNo,video_plus_echem_acquisition_residualized_cycle_balanced_minus_video_all_raw,-0.34336419753086417,-0.3945572182133679,-0.5947816054433778,0.47993827160493835,0.8233024691358025,-0.03475128481242207,0.5600303206309557
future_any_drop_within_8cycles,cycleNo,video_plus_echem_acquisition_residualized_minus_acquisition_context_raw,-0.5200617283950617,-0.5204493978235787,-0.9008602293681722,0.47993827160493835,1.0,-0.03475128481242207,0.8661089445557502
future_any_drop_within_8cycles,cycleNo,echem_regime_acquisition_residualized_minus_acquisition_context_raw,-0.5200617283950617,-0.5183486110406471,-0.9008602293681722,0.4799382716049383,1.0,-0.03475128481242207,0.8661089445557502
future_any_drop_within_8cycles,cycleNo,video_plus_echem_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.5200617283950617,-0.5204493978235787,-0.9008602293681722,0.47993827160493835,1.0,-0.03475128481242207,0.8661089445557502
future_any_drop_within_8cycles,cycleNo,echem_regime_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.5200617283950617,-0.5183486110406471,-0.9008602293681722,0.4799382716049383,1.0,-0.03475128481242207,0.8661089445557502
future_any_drop_within_8cycles,cycleNo,video_all_acquisition_residualized_minus_acquisition_context_raw,-0.6265432098765431,-0.546453432856832,-1.0853093564494893,0.37345679012345684,1.0,-0.2192004118937392,0.8661089445557502
future_any_drop_within_8cycles,cycleNo,video_all_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.6265432098765431,-0.546453432856832,-1.0853093564494893,0.37345679012345684,1.0,-0.2192004118937392,0.8661089445557502
future_any_drop_within_8cycles,source_cohort_key,video_plus_echem_acquisition_residualized_minus_echem_regime_raw,0.2114197530864198,0.2426497499964525,0.3661600175240476,0.760030864197531,0.5486111111111112,0.45043011468408606,0.08427009716003844
future_any_drop_within_8cycles,source_cohort_key,video_plus_echem_acquisition_residualized_cycle_balanced_minus_echem_regime_raw,0.2114197530864198,0.2426497499964525,0.3661600175240476,0.760030864197531,0.5486111111111112,0.45043011468408606,0.08427009716003844
future_any_drop_within_8cycles,source_cohort_key,video_plus_echem_raw_minus_echem_regime_raw,0.16975308641975306,0.1306607535012826,0.2939842721444018,0.7183641975308642,0.5486111111111112,0.3782543693044403,0.08427009716003844
future_any_drop_within_8cycles,source_cohort_key,video_plus_echem_acquisition_residualized_minus_video_all_raw,0.09336419753086433,0.04866816754964909,0.1617271331655027,0.760030864197531,0.6666666666666666,0.45043011468408606,0.28870298151858337
future_any_drop_within_8cycles,source_cohort_key,video_plus_echem_acquisition_residualized_cycle_balanced_minus_video_all_raw,0.09336419753086433,0.04866816754964909,0.1617271331655027,0.760030864197531,0.6666666666666666,0.45043011468408606,0.28870298151858337
future_any_drop_within_8cycles,source_cohort_key,video_plus_echem_raw_minus_video_all_raw,0.051697530864197594,-0.06332082894552082,0.08955138778585692,0.7183641975308642,0.6666666666666666,0.3782543693044403,0.28870298151858337
