target,group_col,comparison,delta_roc_auc,delta_average_precision,delta_spearman_rho,comparison_metric,base_metric,comparison_spearman_rho,base_spearman_rho
future_any_drop_within_8cycles,source_cohort_key,echem_regime_acquisition_residualized_minus_acquisition_context_raw,-0.2368827160493827,-0.18689746980781663,-0.4103324783620607,0.7631172839506173,1.0,0.45577646619368944,0.8661089445557502
future_any_drop_within_8cycles,source_cohort_key,echem_regime_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.2368827160493827,-0.18689746980781663,-0.4103324783620607,0.7631172839506173,1.0,0.45577646619368944,0.8661089445557502
future_any_drop_within_8cycles,source_cohort_key,video_plus_echem_acquisition_residualized_minus_acquisition_context_raw,-0.23996913580246904,-0.18143347134876575,-0.4156788298716641,0.760030864197531,1.0,0.45043011468408606,0.8661089445557502
future_any_drop_within_8cycles,source_cohort_key,video_plus_echem_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.23996913580246904,-0.18143347134876575,-0.4156788298716641,0.760030864197531,1.0,0.45043011468408606,0.8661089445557502
future_any_drop_within_8cycles,source_cohort_key,video_plus_echem_raw_minus_acquisition_context_raw,-0.2816358024691358,-0.29342246784393566,-0.4878545752513099,0.7183641975308642,1.0,0.3782543693044403,0.8661089445557502
future_any_drop_within_8cycles,source_cohort_key,video_all_acquisition_residualized_minus_acquisition_context_raw,-0.8341049382716049,-0.5850006967156817,-1.4448514954703178,0.16589506172839505,1.0,-0.5787425509145676,0.8661089445557502
future_any_drop_within_8cycles,source_cohort_key,video_all_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.8341049382716049,-0.5850006967156817,-1.4448514954703178,0.16589506172839505,1.0,-0.5787425509145676,0.8661089445557502
future_any_drop_within_8cycles,source_stem,video_plus_echem_raw_minus_echem_regime_raw,0.12345679012345667,0.16827341968680587,0.21369605538065803,0.7415123456790123,0.6180555555555556,0.4183520056264657,0.20465595024580766
future_any_drop_within_8cycles,source_stem,video_plus_echem_acquisition_residualized_minus_echem_regime_raw,0.06018518518518523,-0.009648685525949774,0.1040958494337885,0.6782407407407408,0.6180555555555556,0.30875179967959615,0.20465595024580766
future_any_drop_within_8cycles,source_stem,video_plus_echem_acquisition_residualized_cycle_balanced_minus_echem_regime_raw,0.06018518518518523,-0.009648685525949774,0.1040958494337885,0.6782407407407408,0.6180555555555556,0.30875179967959615,0.20465595024580766
future_any_drop_within_8cycles,source_stem,video_plus_echem_raw_minus_video_all_raw,0.03009259259259256,0.0034767367030899,0.0521269272186331,0.7415123456790123,0.7114197530864197,0.4183520056264657,0.3662250784078326
future_any_drop_within_8cycles,source_stem,video_plus_echem_acquisition_residualized_minus_video_all_raw,-0.03317901234567888,-0.17444536850966574,-0.05747327872823643,0.6782407407407408,0.7114197530864197,0.30875179967959615,0.3662250784078326
future_any_drop_within_8cycles,source_stem,video_plus_echem_acquisition_residualized_cycle_balanced_minus_video_all_raw,-0.03317901234567888,-0.17444536850966574,-0.05747327872823643,0.6782407407407408,0.7114197530864197,0.30875179967959615,0.3662250784078326
future_any_drop_within_8cycles,source_stem,video_plus_echem_raw_minus_acquisition_context_raw,-0.25848765432098775,-0.20584344856705927,-0.4477569389292845,0.7415123456790123,1.0,0.4183520056264657,0.8661089445557502
future_any_drop_within_8cycles,source_stem,video_plus_echem_acquisition_residualized_minus_acquisition_context_raw,-0.3217592592592592,-0.3837655537798149,-0.5573571448761541,0.6782407407407408,1.0,0.30875179967959615,0.8661089445557502
future_any_drop_within_8cycles,source_stem,video_plus_echem_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.3217592592592592,-0.3837655537798149,-0.5573571448761541,0.6782407407407408,1.0,0.30875179967959615,0.8661089445557502
future_any_drop_within_8cycles,source_stem,echem_regime_acquisition_residualized_minus_acquisition_context_raw,-0.44984567901234573,-0.4540483948605837,-0.779230732524695,0.5501543209876543,1.0,0.08687821203105517,0.8661089445557502
future_any_drop_within_8cycles,source_stem,echem_regime_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.44984567901234573,-0.4540483948605837,-0.779230732524695,0.5501543209876543,1.0,0.08687821203105517,0.8661089445557502
future_any_drop_within_8cycles,source_stem,video_all_acquisition_residualized_minus_acquisition_context_raw,-0.8981481481481481,-0.6682770229032473,-1.5557882892945882,0.10185185185185186,1.0,-0.6896793447388381,0.8661089445557502
future_any_drop_within_8cycles,source_stem,video_all_acquisition_residualized_cycle_balanced_minus_acquisition_context_raw,-0.8981481481481481,-0.6682770229032473,-1.5557882892945882,0.10185185185185186,1.0,-0.6896793447388381,0.8661089445557502
