persistence_mse,model_mse,mse_improvement,relative_mse_improvement,persistence_mae,model_mae,residual_mse_zero,residual_mse_model,relative_residual_mse_improvement,persistence_ssim,model_ssim,residual_sign_accuracy_top_quartile,truth_residual_energy,pred_residual_energy,roi_id,cycleNo,pair_index,validation_score,fold_id
4.207608799333684e-05,0.0005713445716537535,-0.0005292684836604167,-12.578842494678486,0.005049291532486677,0.014270042069256306,4.207608799333684e-05,0.0015601776540279388,-36.07991233108478,0.9784912122988406,0.9257979097852,0.5164930555555556,4.207608799333684e-05,0.0015466422773897648,cycle116_rank2_obj2,116.0,48,4.159234021974196,cycle_116
5.195477569941431e-05,0.0006175439339131117,-0.0005655891582136974,-10.886182272943067,0.005439897999167442,0.01456036139279604,5.195477569941431e-05,0.001657191663980484,-30.896811056758455,0.9761422059050313,0.92254990230004,0.5008680555555556,5.195477569941431e-05,0.001580414013005793,cycle116_rank2_obj2,116.0,56,4.159234021974196,cycle_116
4.071873991051689e-05,0.0006186588434502482,-0.0005779401035397314,-14.19346730301102,0.00496053509414196,0.01442603301256895,4.071873991051689e-05,0.001571080763824284,-37.58372747479112,0.9779074531940767,0.9226098017596904,0.5258358662613982,4.071873991051689e-05,0.0015118620358407497,cycle116_rank2_obj2,116.0,64,4.159234021974196,cycle_116
4.268832708476111e-05,0.0006314455531537533,-0.0005887572260689922,-13.791995757996496,0.005081030074506998,0.014769160188734531,4.268832708476111e-05,0.001517638098448515,-34.551594594820315,0.9767778028308609,0.9160327749083071,0.5004340277777778,4.268832708476111e-05,0.0014510182663798332,cycle116_rank2_obj2,116.0,72,4.159234021974196,cycle_116
4.074060416314751e-05,0.0006259710062295198,-0.0005852304020663723,-14.364794388487512,0.0049741086550056934,0.014669451862573624,4.074060416314751e-05,0.0014754754956811666,-35.216338122345,0.9775815113827034,0.9166003857350644,0.5091145833333334,4.074060416314751e-05,0.001403821399435401,cycle116_rank2_obj2,116.0,80,4.159234021974196,cycle_116
4.0520211769035086e-05,0.0006199694471433759,-0.0005794492353743408,-14.300251900883373,0.004967336542904377,0.014822926372289658,4.0520211769035086e-05,0.0014190752990543842,-34.02141862296039,0.9776668599579069,0.9142784322522305,0.4878472222222222,4.0520211769035086e-05,0.0013470061821863055,cycle116_rank2_obj2,116.0,88,4.159234021974196,cycle_116
8.863178663887084e-05,0.0007555590127594769,-0.0006669272261206061,-7.5246957261280665,0.007101634982973337,0.01695253700017929,8.863178663887084e-05,0.001572527107782662,-16.742247645191956,0.9634331359024401,0.8349634431633685,0.4691840277777778,8.863178663887084e-05,0.0013876068405807018,cycle116_rank1_obj6,116.0,0,4.033089505345082,cycle_116
7.191475015133619e-05,0.0006636303733102977,-0.0005917156231589615,-8.228014724569926,0.006649863440543413,0.016667071729898453,7.191475015133619e-05,0.0013222356792539358,-17.3861541126326,0.9637600395414564,0.8278351796648384,0.4965277777777778,7.191475015133619e-05,0.0012771787587553263,cycle116_rank1_obj6,116.0,8,4.033089505345082,cycle_116
7.33725682948716e-05,0.0006755759241059422,-0.0006022033558110707,-8.207472762721348,0.0066861496306955814,0.01679508201777935,7.33725682948716e-05,0.0013701458228752017,-17.673815769523344,0.9634872353444864,0.8330748482324459,0.4826388888888889,7.33725682948716e-05,0.0013233671197667718,cycle116_rank1_obj6,116.0,16,4.033089505345082,cycle_116
8.391401206608862e-05,0.00066340621560812,-0.0005794922035420313,-6.905785926260295,0.007037172559648752,0.01653841882944107,8.391401206608862e-05,0.0014196588890627027,-15.918019459546448,0.9622348547496914,0.8483911916981509,0.5334201388888888,8.391401206608862e-05,0.0014099003747105598,cycle116_rank1_obj6,116.0,24,4.033089505345082,cycle_116
7.603809353895485e-05,0.0006968516390770674,-0.0006208135455381125,-8.16450698122863,0.006781071424484253,0.016924329102039337,7.603809353895485e-05,0.0015565172070637345,-19.470229257738026,0.9635973346306954,0.8541432004247183,0.5217013888888888,7.603809353895485e-05,0.0015230694552883506,cycle116_rank1_obj6,116.0,32,4.033089505345082,cycle_116
7.743827882222831e-05,0.0007031369605101645,-0.0006256986816879362,-8.079966280298216,0.0068248542957007885,0.017089642584323883,7.743827882222831e-05,0.0016771748196333647,-20.658214065986435,0.9642225597964392,0.8652418223280965,0.5099826388888888,7.743827882222831e-05,0.0016490417765453458,cycle116_rank1_obj6,116.0,40,4.033089505345082,cycle_116
8.01882051746361e-05,0.0007230034680105746,-0.0006428152628359385,-8.0163318462609,0.006949687376618385,0.017189601436257362,8.01882051746361e-05,0.0017963139107450843,-21.40122355691865,0.9651621720673126,0.875561089515686,0.5143229166666666,8.01882051746361e-05,0.0017682951875030994,cycle116_rank1_obj6,116.0,48,4.033089505345082,cycle_116
0.0001045620083459653,0.0008829124271869659,-0.0007783504188410006,-7.443912288540455,0.00759032042697072,0.017876993864774704,0.0001045620083459653,0.002010791329666972,-18.230611208364017,0.9618505685123396,0.8746248821675041,0.4813368055555556,0.0001045620083459653,0.0018256292678415775,cycle116_rank1_obj6,116.0,56,4.033089505345082,cycle_116
7.537155761383474e-05,0.0007690410711802542,-0.0006936695135664195,-9.203332603532314,0.00674973800778389,0.017262598499655724,7.537155761383474e-05,0.001820564502850175,-23.15452938066923,0.9639998506175147,0.8676953078015351,0.4969618055555556,7.537155761383474e-05,0.001707433257251978,cycle116_rank1_obj6,116.0,64,4.033089505345082,cycle_116
7.591505709569901e-05,0.0007712776423431933,-0.0006953625852474943,-9.159745271230129,0.006776467431336641,0.01718095690011978,7.591505709569901e-05,0.0017509390600025654,-22.064450281520834,0.9637612448945457,0.8575507696947934,0.4809027777777778,7.591505709569901e-05,0.0016125140246003866,cycle116_rank1_obj6,116.0,72,4.033089505345082,cycle_116
7.633020868524909e-05,0.0007559036021120846,-0.0006795733934268355,-8.903072651472574,0.006827281787991524,0.017176873981952667,7.633020868524909e-05,0.0016435212455689907,-20.53172739702732,0.9633056089318829,0.8521324443780346,0.4900173611111111,7.633020868524909e-05,0.0015253968304023147,cycle116_rank1_obj6,116.0,80,4.033089505345082,cycle_116
7.60858238209039e-05,0.0007316309493035078,-0.0006555451254826039,-8.615864198640624,0.006828845478594303,0.01690715365111828,7.60858238209039e-05,0.0015507364878430963,-19.381411542488227,0.9625011484269742,0.8434851754889077,0.4900173611111111,7.60858238209039e-05,0.0014427180867642164,cycle116_rank1_obj6,116.0,88,4.033089505345082,cycle_116
9.588881948729977e-05,0.0006675275508314371,-0.0005716387313441373,-5.961474282409426,0.007389318663626909,0.015864986926317215,9.588881948729977e-05,0.001067193690687418,-10.12949034510499,0.9761998362452896,0.9495103623175327,0.484375,9.588881948729977e-05,0.0009554410353302956,cycle116_rank8_obj20,116.0,0,3.987079460919189,cycle_116
7.456438470399007e-05,0.0005997649859637022,-0.0005252006012597121,-7.043585263188093,0.0067226942628622055,0.015335019677877426,7.456438470399007e-05,0.0009423029841855168,-11.63744062163625,0.9780334744850795,0.951457552343239,0.49674337820234477,7.456438470399007e-05,0.0008908695308491588,cycle116_rank8_obj20,116.0,8,3.987079460919189,cycle_116
7.440151239279658e-05,0.0006223574746400118,-0.0005479559622472152,-7.364849780933584,0.006748070474714041,0.015552707947790623,7.440151239279658e-05,0.0009954058332368731,-12.378838698623639,0.9780618549276281,0.9522201462034826,0.5004340277777778,7.440151239279658e-05,0.0009403700823895633,cycle116_rank8_obj20,116.0,16,3.987079460919189,cycle_116
8.37361512822099e-05,0.0006676288321614265,-0.0005838926808792166,-6.9730059471131565,0.00704048341140151,0.015875335782766342,8.37361512822099e-05,0.0010794918052852154,-11.891586116097958,0.977490897031478,0.9529869183603629,0.4874131944444444,8.37361512822099e-05,0.0009905522456392646,cycle116_rank8_obj20,116.0,24,3.987079460919189,cycle_116
7.425357034662738e-05,0.0006623740191571414,-0.0005881204488105141,-7.920433267586663,0.006713329814374447,0.015792595222592354,7.425357034662738e-05,0.001113377627916634,-13.994263881443164,0.9787852440572079,0.9547938432884805,0.5130208333333334,7.425357034662738e-05,0.0010617562802508473,cycle116_rank8_obj20,116.0,32,3.987079460919189,cycle_116
7.684081356273964e-05,0.0006941723404452205,-0.0006173315268824808,-8.033901494007957,0.0067790113389492035,0.016146237030625343,7.684081356273964e-05,0.0011981523130089045,-14.592655223914656,0.9788025431279783,0.9557874574926164,0.5030381944444444,7.684081356273964e-05,0.0011489432072266936,cycle116_rank8_obj20,116.0,40,3.987079460919189,cycle_116
8.226089994423091e-05,0.0007264003506861627,-0.0006441394507419318,-7.830444976636878,0.0069862911477684975,0.016440557315945625,8.226089994423091e-05,0.0012718868674710393,-14.461621114445864,0.97755529416932,0.9554848276906543,0.5112847222222222,8.226089994423091e-05,0.001230563153512776,cycle116_rank8_obj20,116.0,48,3.987079460919189,cycle_116
0.00013063561345916241,0.0008470518514513969,-0.0007164162379922345,-5.484080634843049,0.008125091902911663,0.01752445288002491,0.00013063561345916241,0.0014312596758827567,-9.956121672978389,0.97519301759608,0.9506673534269686,0.4644097222222222,0.00013063561345916241,0.0012853216612711549,cycle116_rank8_obj20,116.0,56,3.987079460919189,cycle_116
7.73305946495384e-05,0.0007711731013841927,-0.0006938425067346543,-8.972419129571454,0.0068136537447571754,0.016625145450234413,7.73305946495384e-05,0.001342295785434544,-16.35788780000745,0.9774211897452673,0.9535545393199096,0.4735243055555556,7.73305946495384e-05,0.0012253564782440662,cycle116_rank8_obj20,116.0,64,3.987079460919189,cycle_116
7.749910582788289e-05,0.0007313934038393199,-0.0006538942980114371,-8.4374431295203,0.006797106936573982,0.016373151913285255,7.749910582788289e-05,0.0012542048934847116,-15.183475668353706,0.9779503620701072,0.9534062590569625,0.4704861111111111,7.749910582788289e-05,0.001153943594545126,cycle116_rank8_obj20,116.0,72,3.987079460919189,cycle_116
7.570168236270547e-05,0.0007052863948047161,-0.0006295847124420106,-8.316654171904855,0.006725473329424858,0.016166940331459045,7.570168236270547e-05,0.0012007281184196472,-14.861313526252456,0.978073475073885,0.9530714645944995,0.4735243055555556,7.570168236270547e-05,0.0011019653175026178,cycle116_rank8_obj20,116.0,80,3.987079460919189,cycle_116
7.395338616333902e-05,0.0006896345294080675,-0.0006156811432447284,-8.325259669447572,0.006725868210196495,0.015947507694363594,7.395338616333902e-05,0.0011370196007192135,-14.374814592098682,0.9780398225931474,0.9531512864945847,0.4874131944444444,7.395338616333902e-05,0.0010377679718658328,cycle116_rank8_obj20,116.0,88,3.987079460919189,cycle_116
0.00024399896210525185,0.0011526822345331311,-0.0009086832724278793,-3.7241276134441423,0.01219414547085762,0.022252580150961876,0.00024399896210525185,0.0016764471074566245,-5.870714092355316,0.936181444282885,0.9072348798130765,0.4618055555555556,0.00024399896210525185,0.0013633762719109654,cycle116_rank7_obj37,116.0,0,3.780379242324946,cycle_116
0.0002278104511788115,0.0010514624882489443,-0.0008236520370701328,-3.615514708864859,0.011775786988437176,0.02138826623558998,0.0002278104511788115,0.001550722518004477,-5.8070736438131805,0.936337338200322,0.9080854065440319,0.4895833333333333,0.0002278104511788115,0.0013142983661964536,cycle116_rank7_obj37,116.0,8,3.780379242324946,cycle_116
0.00022573326714336872,0.0010524996323511004,-0.0008267663652077317,-3.6625809552591653,0.01179482787847519,0.021517448127269745,0.00022573326714336872,0.00155286630615592,-5.87920892568155,0.9374357422560822,0.9107883368082988,0.4869791666666667,0.00022573326714336872,0.0013407185906544328,cycle116_rank7_obj37,116.0,16,3.780379242324946,cycle_116
0.00023800853523425758,0.001080028130672872,-0.0008420195954386145,-3.5377705871340495,0.012027589604258537,0.02194972150027752,0.00023800853523425758,0.0015750160673633218,-5.617477250608377,0.9375457480880949,0.9140566978226473,0.49609375,0.00023800853523425758,0.001375674270093441,cycle116_rank7_obj37,116.0,24,3.780379242324946,cycle_116
0.00023439220967702568,0.0011331390123814344,-0.0008987468027044088,-3.834371474814851,0.01197947096079588,0.022336546331644058,0.00023439220967702568,0.0016512947622686625,-6.045007018552446,0.9382752080758413,0.9146492556988457,0.4917534722222222,0.00023439220967702568,0.0014339060289785266,cycle116_rank7_obj37,116.0,32,3.780379242324946,cycle_116
0.00022575522598344833,0.0011532208882272243,-0.000927465662243776,-4.108279922218832,0.011710774153470993,0.02267410047352314,0.00022575522598344833,0.001711955526843667,-6.583237638845102,0.9417213506021618,0.9199205341751193,0.5004340277777778,0.00022575522598344833,0.0015129317762330174,cycle116_rank7_obj37,116.0,40,3.780379242324946,cycle_116
0.00023788731778040528,0.001180058578029275,-0.0009421712602488697,-3.960577928406388,0.012029450386762619,0.022933529689908028,0.00023788731778040528,0.0017771899001672864,-6.4707215027234755,0.9421607671770049,0.9225815776248038,0.5316840277777778,0.00023788731778040528,0.0015956568531692028,cycle116_rank7_obj37,116.0,48,3.780379242324946,cycle_116
0.00025969077250920236,0.0013363470789045095,-0.0010766563063953072,-4.145916683878919,0.012499803677201271,0.02435927838087082,0.00025969077250920236,0.0019601446110755205,-6.547994840694854,0.9405280005048823,0.9183636085523499,0.4626736111111111,0.00025969077250920236,0.0016158532816916704,cycle116_rank7_obj37,116.0,56,3.780379242324946,cycle_116
0.00023132236674427986,0.0012334816856309772,-0.0010021593188866973,-4.33230617943035,0.011928882449865341,0.023288527503609657,0.00023132236674427986,0.0018118582665920258,-6.832611658322614,0.939903966460699,0.9174120753488423,0.4722222222222222,0.00023132236674427986,0.0015414186054840684,cycle116_rank7_obj37,116.0,64,3.780379242324946,cycle_116
0.00023687809880357236,0.0011988576734438539,-0.0009619795746402815,-4.061074364827577,0.012092556804418564,0.0229802168905735,0.00023687809880357236,0.0017600791761651635,-6.4303162050649645,0.9377794745012565,0.9134449979294965,0.4713541666666667,0.00023687809880357236,0.001487367320805788,cycle116_rank7_obj37,116.0,72,3.780379242324946,cycle_116
0.00022585340775549412,0.001162950647994876,-0.0009370972402393818,-4.149139256087164,0.011751321144402027,0.022552406415343285,0.00022585340775549412,0.0016941153444349766,-6.500950998574275,0.9392832315777555,0.9147337988718056,0.4822048611111111,0.00022585340775549412,0.0014415034092962742,cycle116_rank7_obj37,116.0,80,3.780379242324946,cycle_116
0.00023061505635268986,0.0011358531191945076,-0.0009052380628418177,-3.9253207364630907,0.01185754593461752,0.022257808595895767,0.00023061505635268986,0.0016592303290963173,-6.1948048637326725,0.9374219716625449,0.9136420261271206,0.4787326388888889,0.00023061505635268986,0.0014000775991007686,cycle116_rank7_obj37,116.0,88,3.780379242324946,cycle_116
0.00011130763596156612,0.0007001098711043596,-0.0005888022351427935,-5.2898638090391525,0.008139010518789291,0.016150077804923058,0.00011130763596156612,0.001220102421939373,-9.96153387320765,0.9641695634376856,0.9422002817340839,0.4422743055555556,0.00011130763596156612,0.0010371922980993986,cycle116_rank4_obj58,116.0,0,3.625239010614535,cycle_116
9.595632582204416e-05,0.0005773676093667746,-0.0004814112835447304,-5.016983293394662,0.007649647071957588,0.014917507767677307,9.595632582204416e-05,0.0010431869886815548,-9.871476994817387,0.9662710481146235,0.9471757749679648,0.5243055555555556,9.595632582204416e-05,0.000978474854491651,cycle116_rank4_obj58,116.0,8,3.625239010614535,cycle_116
9.840403799898922e-05,0.0006088593509048223,-0.0005104553129058331,-5.18734112223196,0.007739247754216194,0.015471852384507656,9.840403799898922e-05,0.0011081029660999775,-10.260746902595193,0.9650882795857795,0.9448157438010345,0.4848090277777778,9.840403799898922e-05,0.0010252351639792323,cycle116_rank4_obj58,116.0,16,3.625239010614535,cycle_116
0.00010046206443803385,0.0005917393136769533,-0.0004912772492389195,-4.890176724786945,0.007787234149873257,0.015221784822642803,0.00010046206443803385,0.0011423361720517278,-10.370821199442242,0.9665028673851932,0.9478279490382583,0.5212673611111112,0.00010046206443803385,0.0010852153645828366,cycle116_rank4_obj58,116.0,24,3.625239010614535,cycle_116
9.854054951574653e-05,0.000633860589005053,-0.0005353200394893065,-5.432484820918963,0.007751846686005592,0.015801304951310158,9.854054951574653e-05,0.0012230431893840432,-11.411572650998906,0.9667860221200519,0.9470087919264664,0.5095486111111112,9.854054951574653e-05,0.001151008065789938,cycle116_rank4_obj58,116.0,32,3.625239010614535,cycle_116
0.0001007213577395305,0.00067469960777089,-0.0005739782500313595,-5.698674669534245,0.007838787510991096,0.016200128942728043,0.0001007213577395305,0.0012981104664504528,-11.888135104447448,0.9670756165112978,0.9474004495585406,0.5104166666666666,0.0001007213577395305,0.0012261358788236976,cycle116_rank4_obj58,116.0,40,3.625239010614535,cycle_116
0.00010332004603696987,0.0006779953837394714,-0.0005746753377025016,-5.562089446774654,0.007904548197984695,0.016448436304926872,0.00010332004603696987,0.0013437980087473989,-12.006169279740375,0.9684587854146958,0.9500554127126564,0.53515625,0.00010332004603696987,0.001303989440202713,cycle116_rank4_obj58,116.0,48,3.625239010614535,cycle_116
0.00013548354036174715,0.0008510382031090558,-0.0007155546627473086,-5.2814877795246975,0.00872437097132206,0.0179164856672287,0.00013548354036174715,0.0015574907884001732,-10.495793394840456,0.9645829920415525,0.9423986352961741,0.4418402777777778,0.00013548354036174715,0.001332567073404789,cycle116_rank4_obj58,116.0,56,3.625239010614535,cycle_116
0.00010167314758291468,0.0007379465387202799,-0.0006362733911373653,-6.258027869339669,0.007839910686016083,0.016860589385032654,0.00010167314758291468,0.0013851606054231524,-12.623662081411917,0.9657295799844059,0.9447459633114897,0.4717881944444444,0.00010167314758291468,0.0012479251017794013,cycle116_rank4_obj58,116.0,64,3.625239010614535,cycle_116
9.755537030287087e-05,0.000703248311765492,-0.0006056929414626211,-6.208709367635876,0.00768992630764842,0.016431637108325958,9.755537030287087e-05,0.0013162270188331604,-12.492102123612423,0.9656947487445525,0.9441197981878563,0.4618055555555556,9.755537030287087e-05,0.0011833187891170382,cycle116_rank4_obj58,116.0,72,3.625239010614535,cycle_116
9.730182500788942e-05,0.0006722083780914545,-0.0005749065530835651,-5.908486845307892,0.007642085198312998,0.015988171100616455,9.730182500788942e-05,0.001264335005544126,-11.99394955276133,0.965982014676671,0.9452499132465433,0.4722222222222222,9.730182500788942e-05,0.0011337207397446036,cycle116_rank4_obj58,116.0,80,3.625239010614535,cycle_116
0.00010061604552902281,0.0006610087584704161,-0.0005603927129413933,-5.569615760537392,0.007807847578078508,0.01587497442960739,0.00010061604552902281,0.001227398170158267,-11.198831346479649,0.9649967860292505,0.9441580132533003,0.4796006944444444,0.00010061604552902281,0.001085278345271945,cycle116_rank4_obj58,116.0,88,3.625239010614535,cycle_116
