persistence_mse,model_mse,mse_improvement,relative_mse_improvement,persistence_mae,model_mae,residual_mse_zero,residual_mse_model,relative_residual_mse_improvement,persistence_ssim,model_ssim,residual_sign_accuracy_top_quartile,truth_residual_energy,pred_residual_energy,roi_id,cycleNo,pair_index,validation_score,fold_id
8.596848783781752e-05,9.007578046293929e-05,-4.107292625121772e-06,-0.047776722941437796,0.007112149614840746,0.007267923094332218,8.596848783781752e-05,9.050281369127333e-05,-0.052744045725335684,0.9617691423422025,0.9614358178333,0.5403645833333334,8.596848783781752e-05,6.240883067221148e-06,cycle86_rank3_obj5,86.0,16,4.595016519669338,cycle_86
7.771948003210127e-05,8.35421378724277e-05,-5.822657840326428e-06,-0.0749188985556959,0.006828064564615488,0.007046130020171404,7.771948003210127e-05,8.402403182117268e-05,-0.08111932537978093,0.9630026070644826,0.9625757847965499,0.5282118055555556,7.771948003210127e-05,6.245412805583328e-06,cycle86_rank3_obj5,86.0,24,4.595016519669338,cycle_86
8.184497710317373e-05,8.82748790900223e-05,-6.429901986848563e-06,-0.07856196207059882,0.0070288460701704025,0.00726316450163722,8.184497710317373e-05,8.874017657944933e-05,-0.08424706952490815,0.9624984932755246,0.9619817428382826,0.5308159722222222,8.184497710317373e-05,6.242507879505865e-06,cycle86_rank3_obj5,86.0,32,4.595016519669338,cycle_86
7.880450721131638e-05,8.47864430397749e-05,-5.981935828458518e-06,-0.07590854939829518,0.006901337765157223,0.007124194875359535,7.880450721131638e-05,8.497208182234317e-05,-0.07826423677123288,0.9629306413067712,0.962308016066198,0.4895833333333333,7.880450721131638e-05,6.253177616599714e-06,cycle86_rank3_obj5,86.0,40,4.595016519669338,cycle_86
7.941217336338013e-05,8.559028356103227e-05,-6.178110197652131e-06,-0.07779802435807763,0.006975064519792795,0.007191752549260855,7.941217336338013e-05,8.574331150157377e-05,-0.0797250329521035,0.9617157292807543,0.9612429584176452,0.5551215277777778,7.941217336338013e-05,6.205620138644008e-06,cycle86_rank3_obj5,86.0,48,4.595016519669338,cycle_86
7.683885633014143e-05,8.288134995382279e-05,-6.0424936236813664e-06,-0.07863851587951198,0.006859103217720985,0.007095206994563341,7.683885633014143e-05,8.316556341014802e-05,-0.08233734053541392,0.9608531106842889,0.960310336307243,0.4765625,7.683885633014143e-05,6.212574135133764e-06,cycle86_rank3_obj5,86.0,56,4.595016519669338,cycle_86
9.956535359378904e-05,0.00010487279359949753,-5.307440005708486e-06,-0.053306093074926494,0.007546966429799795,0.007737417239695787,9.956535359378904e-05,0.00010513242159504443,-0.05591370693030583,0.9597287199894587,0.959193696519475,0.4622395833333333,9.956535359378904e-05,6.22506331637851e-06,cycle86_rank3_obj5,86.0,64,4.595016519669338,cycle_86
7.92661085142754e-05,8.556840475648642e-05,-6.302296242211014e-06,-0.07950808183141732,0.006960487924516201,0.007205250207334757,7.92661085142754e-05,8.603419701103121e-05,-0.08538439218997249,0.9605551551300803,0.9598344786005255,0.4700520833333333,7.92661085142754e-05,6.221593594091246e-06,cycle86_rank3_obj5,86.0,72,4.595016519669338,cycle_86
9.269182191928849e-05,9.81773337116465e-05,-5.485511792358011e-06,-0.05918010541571323,0.007339464966207743,0.00753819290548563,9.269182191928849e-05,9.857778059085831e-05,-0.06350030185721271,0.9616844153845752,0.9610589264130887,0.4848090277777778,9.269182191928849e-05,6.26016753813019e-06,cycle86_rank3_obj5,86.0,80,4.595016519669338,cycle_86
9.090263483813033e-05,9.699031215859577e-05,-6.0876773204654455e-06,-0.06696920646255997,0.007242504972964525,0.007480130530893803,9.090263483813033e-05,9.747667354531586e-05,-0.0723195616814835,0.9620508393976424,0.9614286454371465,0.5008680555555556,9.090263483813033e-05,6.253866558836307e-06,cycle86_rank3_obj5,86.0,88,4.595016519669338,cycle_86
7.997287320904434e-05,8.605417679063976e-05,-6.081303581595421e-06,-0.0760420794898697,0.0069493683986365795,0.0071876016445457935,7.997287320904434e-05,8.606709889136255e-05,-0.07620366053859622,0.971851682935232,0.9715574321113987,0.4895833333333333,7.997287320904434e-05,6.089394446462393e-06,cycle86_rank8_obj17,86.0,0,3.8991914755100505,cycle_86
7.716767868259922e-05,8.44558744574897e-05,-7.2881957748904824e-06,-0.09444622281392949,0.00686560058966279,0.0071325344033539295,7.716767868259922e-05,8.449959568679333e-05,-0.09501279718872,0.9728127211553079,0.9724051090596635,0.4887152777777778,7.716767868259922e-05,6.083064363338053e-06,cycle86_rank8_obj17,86.0,8,3.8991914755100505,cycle_86
8.776674803812057e-05,9.350253094453365e-05,-5.735782906413078e-06,-0.06535257411977713,0.007212628144770861,0.007419994100928307,8.776674803812057e-05,9.350795153295621e-05,-0.06541433541940067,0.9725930196561932,0.972286657617416,0.5217013888888888,8.776674803812057e-05,6.094062882766593e-06,cycle86_rank8_obj17,86.0,16,3.8991914755100505,cycle_86
8.346762479050085e-05,9.014184615807608e-05,-6.674221367575228e-06,-0.07996179817416821,0.007072389125823975,0.007299433927983046,8.346762479050085e-05,9.015051909955218e-05,-0.08006570602464168,0.9728231285236499,0.972473622325026,0.4943576388888889,8.346762479050085e-05,6.0993929764663335e-06,cycle86_rank8_obj17,86.0,24,3.8991914755100505,cycle_86
8.834648906486109e-05,9.531935211271048e-05,-6.972863047849387e-06,-0.07892631752157282,0.0072675347328186035,0.007508694194257259,8.834648906486109e-05,9.532469266559929e-05,-0.0789867676078789,0.9719842522306207,0.9715752960943881,0.4908854166666667,8.834648906486109e-05,6.108063189458335e-06,cycle86_rank8_obj17,86.0,32,3.8991914755100505,cycle_86
8.08051772764884e-05,8.624546171631664e-05,-5.440284439828247e-06,-0.06732593904488825,0.006944124586880207,0.007143104914575815,8.08051772764884e-05,8.625194459455088e-05,-0.06740616754574352,0.9740560428963767,0.9737428500696464,0.5260416666666666,8.08051772764884e-05,6.123818820924498e-06,cycle86_rank8_obj17,86.0,40,3.8991914755100505,cycle_86
8.673943375470117e-05,9.33077244553715e-05,-6.568290700670332e-06,-0.07572438989220792,0.007192859426140785,0.007423250935971737,8.673943375470117e-05,9.331070759799331e-05,-0.07575878189239381,0.9708565713005302,0.9705346067304964,0.5164930555555556,8.673943375470117e-05,6.091497652960243e-06,cycle86_rank8_obj17,86.0,48,3.8991914755100505,cycle_86
7.838833698770031e-05,8.437399810645729e-05,-5.98566111875698e-06,-0.07635907775025477,0.006849066819995642,0.007093506399542093,7.838833698770031e-05,8.437848737230524e-05,-0.07641634731382078,0.9725482329395082,0.9722230397624734,0.4973958333333333,7.838833698770031e-05,6.107165518187685e-06,cycle86_rank8_obj17,86.0,56,3.8991914755100505,cycle_86
0.00011103977885795757,0.00011504789290484041,-4.008114046882838e-06,-0.03609619983132378,0.007786432281136513,0.007979770191013813,0.00011103977885795757,0.00011505392467370257,-0.03615052062450434,0.9702273195393292,0.9699903652182332,0.515625,0.00011103977885795757,6.117342309153173e-06,cycle86_rank8_obj17,86.0,64,3.8991914755100505,cycle_86
8.26117757242173e-05,8.749143307795748e-05,-4.8796573537401855e-06,-0.059067334056950124,0.007025719620287418,0.007237690035253763,8.26117757242173e-05,8.749678818276152e-05,-0.05913215659292751,0.9726190303210859,0.9724170717045113,0.49609375,8.26117757242173e-05,6.104500243964139e-06,cycle86_rank8_obj17,86.0,72,3.8991914755100505,cycle_86
0.00011139140406157821,0.00011658422590699047,-5.192821845412254e-06,-0.04661779685029927,0.007826443761587143,0.008037476800382137,0.00011139140406157821,0.00011659097799565643,-0.04667841273644278,0.9705372531325729,0.9702973260114223,0.5190972222222222,0.00011139140406157821,6.116890290286392e-06,cycle86_rank8_obj17,86.0,80,3.8991914755100505,cycle_86
9.130232501775026e-05,9.769372991286218e-05,-6.3914048951119184e-06,-0.07000265211065931,0.007313841953873634,0.007545250002294779,9.130232501775026e-05,9.771288023330271e-05,-0.07021239836232167,0.9720546251756174,0.9717616635045887,0.4852430555555556,9.130232501775026e-05,6.1088217080396134e-06,cycle86_rank8_obj17,86.0,88,3.8991914755100505,cycle_86
9.59480821620673e-05,0.00010167622531298548,-5.728143150918186e-06,-0.05970044446790188,0.007642547134310007,0.007829563692212105,9.59480821620673e-05,0.0001023908334900625,-0.0671483075306567,0.9638268016885828,0.9631278338844393,0.4427083333333333,9.59480821620673e-05,6.23811911282246e-06,cycle86_rank4_obj9,86.0,0,3.518927813373632,cycle_86
9.1739151685033e-05,9.71839326666668e-05,-5.444780981633812e-06,-0.059350679416867926,0.007537946105003357,0.007737264968454838,9.1739151685033e-05,9.785054135136306e-05,-0.06661702832518264,0.9624183560006413,0.9620628283274026,0.5047743055555556,9.1739151685033e-05,6.219998340384336e-06,cycle86_rank4_obj9,86.0,8,3.518927813373632,cycle_86
0.00010094115714309737,0.00010775949340313673,-6.818336260039359e-06,-0.06754763322530047,0.007799435872584581,0.008017943240702152,0.00010094115714309737,0.00010828216909430921,-0.07272565679829675,0.9629601860193558,0.9625485582778484,0.5221354166666666,0.00010094115714309737,6.210017090779729e-06,cycle86_rank4_obj9,86.0,16,3.518927813373632,cycle_86
9.873241651803255e-05,0.00010436756565468386,-5.635149136651307e-06,-0.05707496418485919,0.00776716647669673,0.007949333637952805,9.873241651803255e-05,0.00010472793655935675,-0.060724939718549004,0.9625496994124518,0.9621758785291954,0.5112847222222222,9.873241651803255e-05,6.203265456861118e-06,cycle86_rank4_obj9,86.0,24,3.518927813373632,cycle_86
0.00010310035577276722,0.00010918042971752584,-6.080073944758624e-06,-0.058972385683703006,0.007914266549050808,0.008115719072520733,0.00010310035577276722,0.00010950893192784861,-0.06215862309152326,0.9604905089110504,0.9601646155413286,0.5221354166666666,0.00010310035577276722,6.192799901327817e-06,cycle86_rank4_obj9,86.0,32,3.518927813373632,cycle_86
9.865726315183565e-05,0.00010494433081476018,-6.287067662924528e-06,-0.06372635386457656,0.00770768104121089,0.007907120510935783,9.865726315183565e-05,0.00010526961705181748,-0.06702348807107361,0.9623200927840339,0.961933827812289,0.5308159722222222,9.865726315183565e-05,6.201386440807255e-06,cycle86_rank4_obj9,86.0,40,3.518927813373632,cycle_86
9.899876022245735e-05,0.0001051269136951305,-6.128153472673148e-06,-0.06190131531852263,0.007781959138810635,0.007979321293532848,9.899876022245735e-05,0.00010534863395150751,-0.06414094191464151,0.9572212360449779,0.9567892459439643,0.5290798611111112,9.899876022245735e-05,6.13912243352388e-06,cycle86_rank4_obj9,86.0,48,3.518927813373632,cycle_86
9.691350715002045e-05,0.00010278780246153474,-5.874295311514288e-06,-0.06061379351818297,0.007727601565420628,0.007931864820420742,9.691350715002045e-05,0.00010293009836459532,-0.06208207082281413,0.9574072374605839,0.9568794712019555,0.4852430555555556,9.691350715002045e-05,6.14886903349543e-06,cycle86_rank4_obj9,86.0,56,3.518927813373632,cycle_86
0.00013026372471358627,0.00013667733583133668,-6.413611117750406e-06,-0.04923558827948575,0.008582005277276039,0.008801664225757122,0.00013026372471358627,0.00013701360148843378,-0.05181701037405932,0.9577759431836046,0.9571566066109104,0.48046875,0.00013026372471358627,6.155803021101747e-06,cycle86_rank4_obj9,86.0,64,3.518927813373632,cycle_86
0.0001013204237096943,0.00010736544209066778,-6.045018380973488e-06,-0.05966238749942281,0.007880890741944313,0.008081115782260895,0.0001013204237096943,0.00010761788144009188,-0.062153882700305405,0.9573355940021114,0.9566880462787769,0.4796006944444444,0.0001013204237096943,6.15434782957891e-06,cycle86_rank4_obj9,86.0,72,3.518927813373632,cycle_86
0.00011798561899922788,0.00012247836275491863,-4.4927437556907535e-06,-0.03807874039055688,0.008209549821913242,0.008384459652006626,0.00011798561899922788,0.00012293393956497312,-0.04194003140143391,0.961959177851677,0.9613869213469235,0.5151909722222222,0.00011798561899922788,6.2193121266318485e-06,cycle86_rank4_obj9,86.0,80,3.518927813373632,cycle_86
0.000109196211269591,0.00011543162690941244,-6.23541563982144e-06,-0.05710285702520414,0.007978212088346481,0.008205410093069077,0.000109196211269591,0.000115986964374315,-0.06218854139507202,0.963094337347113,0.962423925752993,0.4496527777777778,0.000109196211269591,6.233191470528254e-06,cycle86_rank4_obj9,86.0,88,3.518927813373632,cycle_86
0.0001012035645544529,0.0008218998555094004,-0.0007206962909549475,-7.121254020328252,0.007573084905743599,0.017695026472210884,0.0001012035645544529,0.001561276614665985,-14.427091145845315,0.961536090719847,0.8601380246656912,0.4895833333333333,0.0001012035645544529,0.0013634812785312533,cycle116_rank3_obj9,116.0,0,4.261017170280639,cycle_116
8.256827277364209e-05,0.0007435601437464356,-0.0006609918709727935,-8.005397821326342,0.007111730054020882,0.017734041437506676,8.256827277364209e-05,0.0013067201944068074,-14.825935925644625,0.9611874440054835,0.8420131779158557,0.4787326388888889,8.256827277364209e-05,0.0012391816126182675,cycle116_rank3_obj9,116.0,8,4.261017170280639,cycle_116
8.236858411692083e-05,0.0007436168962158263,-0.0006612483120989054,-8.027918886650697,0.007092922925949097,0.017620481550693512,8.236858411692083e-05,0.0013331774389371276,-15.18550874984939,0.9613896906081542,0.8548851640651256,0.4930555555555556,8.236858411692083e-05,0.0012786551378667355,cycle116_rank3_obj9,116.0,16,4.261017170280639,cycle_116
9.265948028769344e-05,0.0007220407715067267,-0.0006293812912190333,-6.792411194892321,0.007424785755574703,0.017589731141924858,9.265948028769344e-05,0.0013617622898891568,-13.696416229198505,0.9603604104783799,0.8618333767520057,0.5060763888888888,9.265948028769344e-05,0.0013428254751488566,cycle116_rank3_obj9,116.0,24,4.261017170280639,cycle_116
8.395776967518032e-05,0.0007311710505746305,-0.0006472132808994502,-7.708795545706118,0.00719123100861907,0.0175551138818264,8.395776967518032e-05,0.001484243548475206,-16.678453753804032,0.9626872798616504,0.875614839784893,0.4991319444444444,8.395776967518032e-05,0.0014373783487826586,cycle116_rank3_obj9,116.0,32,4.261017170280639,cycle_116
8.675484423292801e-05,0.0007139539229683578,-0.0006271990787354298,-7.229556853925799,0.007266194559633732,0.017597028985619545,8.675484423292801e-05,0.0015950363595038652,-17.385559603119724,0.9622842849183966,0.8827940645850735,0.4943576388888889,8.675484423292801e-05,0.0015654654707759619,cycle116_rank3_obj9,116.0,40,4.261017170280639,cycle_116
8.782156510278583e-05,0.0007496387115679681,-0.0006618171464651823,-7.535929764979656,0.007277198135852814,0.01753033883869648,8.782156510278583e-05,0.0017229528166353703,-18.618789697255302,0.9643042946008988,0.8962941201711878,0.5121527777777778,8.782156510278583e-05,0.0016730434726923704,cycle116_rank3_obj9,116.0,48,4.261017170280639,cycle_116
0.00011995406384812668,0.0008977680699899793,-0.0007778140061418526,-6.484265569582032,0.008113794960081577,0.018222622573375702,0.00011995406384812668,0.0019305790774524212,-15.094319904798882,0.9622268860649179,0.8987795383841903,0.4848090277777778,0.00011995406384812668,0.0017310441471636295,cycle116_rank3_obj9,116.0,56,4.261017170280639,cycle_116
8.277877350337803e-05,0.0008109179325401783,-0.0007281391590368003,-8.796206179680668,0.007114393170922995,0.01779591664671898,8.277877350337803e-05,0.001771186594851315,-20.396627660580602,0.9634305210393153,0.889804216928688,0.4978298611111111,8.277877350337803e-05,0.0016423070337623358,cycle116_rank3_obj9,116.0,64,4.261017170280639,cycle_116
8.658316073706374e-05,0.0007850607507862151,-0.0006984775900491513,-8.067129729420392,0.007226563990116119,0.01771405339241028,8.658316073706374e-05,0.0016865897923707962,-18.47942045558538,0.9623005306647148,0.8802276904605053,0.4900173611111111,8.658316073706374e-05,0.0015584093052893877,cycle116_rank3_obj9,116.0,72,4.261017170280639,cycle_116
8.271563274320215e-05,0.0007709022611379623,-0.0006881866283947602,-8.319910101289985,0.007122693117707968,0.01756300777196884,8.271563274320215e-05,0.001607918064109981,-18.439107346272767,0.9622707586082412,0.8757020137523427,0.5121527777777778,8.271563274320215e-05,0.0014902198454365134,cycle116_rank3_obj9,116.0,80,4.261017170280639,cycle_116
8.418099605478346e-05,0.0007775456178933382,-0.0006933646218385547,-8.236593225712436,0.0071900878101587296,0.017482711002230644,8.418099605478346e-05,0.0015645860694348812,-17.58597715352141,0.9612635261997764,0.8680970692413824,0.5125868055555556,8.418099605478346e-05,0.0014321786584332585,cycle116_rank3_obj9,116.0,88,4.261017170280639,cycle_116
4.9481317546451464e-05,0.0006590924458578229,-0.0006096111283113714,-12.320026194514488,0.005325855687260628,0.015231096185743809,4.9481317546451464e-05,0.001425276743248105,-27.80434099011412,0.9768116616098969,0.9092669417865482,0.4613715277777778,4.9481317546451464e-05,0.0012902211165055633,cycle116_rank2_obj2,116.0,0,4.159234021974196,cycle_116
4.084186002728529e-05,0.0006067201611585915,-0.0005658783011313062,-13.855350876606964,0.0050075664184987545,0.01511247269809246,4.084186002728529e-05,0.0012054328108206391,-28.51464037179804,0.9778372040427761,0.9099897072528615,0.4841511072514112,4.084186002728529e-05,0.0011942024575546384,cycle116_rank2_obj2,116.0,8,4.159234021974196,cycle_116
4.012668796349317e-05,0.0005910510662943125,-0.0005509243783308193,-13.729625002493213,0.004948392976075411,0.014900929294526577,4.012668796349317e-05,0.0012783434940502048,-30.857687711809856,0.9777205437716142,0.9124719233829298,0.5004340277777778,4.012668796349317e-05,0.001264417078346014,cycle116_rank2_obj2,116.0,16,4.159234021974196,cycle_116
4.5354958274401724e-05,0.0005762579385191202,-0.0005309029802447185,-11.70551138053542,0.005184391513466835,0.014661740511655807,4.5354958274401724e-05,0.0013299217680469155,-28.322522137508425,0.9771230594537876,0.9153280286509313,0.5017361111111112,4.5354958274401724e-05,0.0013342886231839657,cycle116_rank2_obj2,116.0,24,4.159234021974196,cycle_116
4.276719846529886e-05,0.0005899273091927171,-0.0005471601107274182,-12.793919881644383,0.005101399961858988,0.014603810384869576,4.276719846529886e-05,0.0014254755806177855,-32.33104883581306,0.9768409404195385,0.9192134649702061,0.5049934867564047,4.276719846529886e-05,0.0014096223749220371,cycle116_rank2_obj2,116.0,32,4.159234021974196,cycle_116
4.1295046685263515e-05,0.0005983288865536451,-0.0005570338398683816,-13.489119993346899,0.005015053786337376,0.014656445942819118,4.1295046685263515e-05,0.0015082709724083543,-35.524258802850404,0.9778664416810613,0.9209596338868141,0.4748263888888889,4.1295046685263515e-05,0.0014814502792432904,cycle116_rank2_obj2,116.0,40,4.159234021974196,cycle_116
