cycleNo,n_roi,persistence_mse,model_mse,relative_mse_improvement,relative_residual_mse_improvement,residual_sign_accuracy_top_quartile,truth_residual_energy,pred_residual_energy
86.0,5,7.278410345558465e-05,7.871685732728413e-05,-0.09367529066700292,-0.09631396754821435,0.5030058041242501,7.278410345558465e-05,6.168933146000199e-06
116.0,6,0.00010566984757234523,0.0007737742271274328,-7.677939323174139,-16.587563399444694,0.49238650007136425,0.00010566984757234523,0.0013507916794171454
