cycleNo,source_stem,n_roi,future_any_drop_within_8cycles,future_any_drop_within_16cycles,mask_base_area_fraction,mask_area_fraction_median,mask_area_fraction_iqr,mask_area_fraction_slope,mask_centroid_path_px,mask_centroid_max_step_px,mask_centroid_drift_px,masked_minus_background_mean_median,masked_minus_background_mean_slope,front_radius_q60_median_px,front_radius_q60_delta_px,front_radius_q60_slope_px_per_norm_time,front_radius_q70_median_px,front_radius_q70_delta_px,front_radius_q70_slope_px_per_norm_time,front_radius_q80_median_px,front_radius_q80_delta_px,front_radius_q80_slope_px_per_norm_time,front_radius_q70_positive_step_fraction,front_gradient_peak_radius_median_px,front_gradient_peak_radius_slope_px_per_norm_time,apparent_diffusion_q70_px2_per_norm_time,apparent_diffusion_q70_um2_per_norm_time,roi_norm_mean_delta_last_minus_first,object_area_ds_px,object_mean_residual,object_mean_abs_z
125.0,14_c2_x10_HighCOV_110723,2,0.0,0.0,0.2451714409722222,0.2097439236111111,0.015272352430555552,0.004815869588076318,9.963488778963512,0.36387870337179773,0.19945873199345177,0.14542364794760942,0.004820777325334082,10.0,0.0,-1.0283505154639176,9.0,-0.5,-0.1739690721649484,8.0,-0.5,-0.8653350515463918,0.015789473684210527,3.0,-5.121456185567009,-4.239046391752577,-0.15626820618556714,0.00016661360859870645,94.0,9143.3466796875,23.003643989562985
126.0,14_c2_x10_HighCOV_110723,2,0.0,0.0,0.24424913194444445,0.2060275607638889,0.011081271701388881,0.01904293379286584,10.996516402950814,0.5654925796445927,0.4559900223972629,0.14740332681685686,-0.00532752852982928,10.0,-0.5,-0.3276417525773201,8.5,0.0,-0.2316365979381443,8.0,0.0,-0.20103092783505186,0.031578947368421054,2.5,-2.447164948453609,-5.830219072164949,-0.21492519587628883,0.00087754800915715,110.0,7783.04296875,20.62250804901123
127.0,14_c2_x10_HighCOV_110723,2,0.0,0.0,0.2564019097222222,0.2345920138888889,0.006117078993055566,0.0063502780350622855,13.213057685807463,0.5686763148759469,0.5354273810425884,0.14647475350648165,0.002340465597448312,9.0,0.0,,8.5,0.0,-0.4748711340206187,8.0,0.0,,0.021052631578947368,4.5,-0.052190721649484566,-10.922036082474227,-0.4026299381443303,-0.00010841712355614999,62.5,10055.61767578125,23.094828605651855
132.0,15_c2_x5_HighCOV_120723,2,0.0,0.0,0.24479166666666669,0.21400282118055555,0.023057725694444434,-0.012292606314432995,13.711459061651066,1.2219163080887652,0.8255181497019108,0.15546052437275648,-0.009025534163661227,11.0,0.5,0.23646907216494856,11.0,0.0,-0.24420103092783518,10.5,0.5,-0.15528350515463935,0.03684210526315789,3.5,4.565399484536084,-3.06701030927835,-0.11306226804123717,0.00064482539892195,77.0,8909.79736328125,21.1417875289917
133.0,15_c2_x5_HighCOV_120723,2,0.0,0.0,0.24576822916666666,0.21942816840277776,0.01595052083333333,0.00046853046919745063,11.369123825024293,0.79064727037938,0.4741049792285472,0.14481337182223797,-0.009965019811847319,12.0,0.0,0.9104381443298973,11.5,0.5,0.6172680412371137,10.5,-2.0,-2.0860180412371143,0.02631578947368421,3.5,6.682345360824746,15.369845360824744,0.5665939793814427,0.002719335258007,119.5,7508.4453125,18.37508487701416
134.0,15_c2_x5_HighCOV_120723,2,0.0,0.0,0.24750434027777776,0.2272677951388889,0.008653428819444434,0.006522057392343216,11.240442624357481,1.3174277275526427,0.479863618932333,0.14277433790266514,-0.01967391843869131,12.0,0.0,,12.0,0.5,0.1849226804123712,9.0,2.0,1.3653350515463927,0.010526315789473684,8.0,4.170425257731961,3.8833762886597953,0.1431567835051548,0.0009673982858657501,103.5,8596.996337890625,19.960862636566162
136.0,16_c2_x10_HighHighCOV_130723,2,0.0,0.0,0.23470052083333334,0.20662434895833334,0.006985134548611105,0.013139338018148636,13.616309851486445,0.6300373965011055,1.4340092204042338,0.14912357740104198,-0.04125726216511092,8.0,-0.5,-0.6456185567010311,8.0,-0.5,-0.7216494845360828,8.0,-0.5,0.003221649484536128,0.005263157894736842,3.5,-0.11984536082474237,-16.597938144329902,-0.6118663917525781,-0.00039053708314895,47.5,11068.94873046875,27.328706741333008
142.0,16_c2_x10_HighHighCOV_130723,2,0.0,1.0,0.2567274305555556,0.2306586371527778,0.03361002604166667,-0.003269051358462203,30.742389130928466,3.7839310627305585,0.8661723211151611,0.1476215934380889,-0.010138500333624446,9.0,1.0,0.27835051546391776,8.5,1.0,0.3237757731958763,8.0,0.0,-0.029961340206185603,0.05263157894736842,4.5,0.028028350515464373,3.1833118556701034,0.11734960824742273,-0.0003902465105057,74.0,9090.05029296875,21.167736053466797
144.0,16_c2_x10_HighHighCOV_130723,2,0.0,1.0,0.2752821180555556,0.2502170138888889,0.009589301215277762,0.003942220891054549,8.085181503724636,0.36223868216154925,0.19326667696017671,0.14097733981907368,-0.002591251867304838,8.5,0.0,0.07152061855670089,7.0,0.0,0.10115979381443303,5.5,0.0,0.005154639175257759,0.015789473684210527,3.5,-0.25064432989690727,1.1127577319587634,0.0410207010309279,-0.0007155500352382499,137.0,6315.02392578125,16.413323879241943
145.0,16_c2_x10_HighHighCOV_130723,2,0.0,1.0,0.2586805555555556,0.22987196180555555,0.01638454861111109,0.007248291854596224,12.743653158354594,0.9347446030328475,0.20545007171485502,0.14274926576763391,-0.0015921530718243085,8.0,-0.5,-0.6076030927835057,8.0,0.0,0.08279639175257732,7.0,0.0,-0.5180412371134023,0.031578947368421054,3.0,0.5360824742268044,0.3927190721649487,0.014477195876288707,-0.00308253988623615,76.5,8365.722412109375,19.903438568115234
150.0,17_c2_x10_HighHighCOV_150723,2,1.0,1.0,0.2569444444444444,0.23095703124999997,0.005438910590277776,-0.003901670615424545,31.02566755135669,3.968524620471218,0.5263709777376984,0.15796547662466764,0.016808528009053227,8.0,0.5,0.9252577319587636,7.0,0.0,0.1942654639175257,6.5,0.0,0.3692010309278351,0.047368421052631574,8.0,0.28028350515463896,3.246456185567016,0.11967736082474227,-0.00027023628354074994,77.0,7665.229248046875,21.55990982055664
151.0,17_c2_x10_HighHighCOV_150723,2,1.0,1.0,0.2541775173611111,0.21956380208333331,0.01300726996527779,-0.006418968803694159,34.67538700906288,3.566994143071499,0.2594468421230209,0.15698347333818674,0.022996836176295728,8.0,0.0,0.7026417525773202,7.0,0.5,0.5016108247422685,6.5,0.5,0.420747422680413,0.06315789473684211,8.0,0.03576030927835078,8.273518041237118,0.3049949690721651,-7.933005690575001e-05,95.0,6369.128662109375,18.86065483093262
152.0,17_c2_x10_HighHighCOV_150723,2,1.0,1.0,0.2555881076388889,0.2124565972222222,0.009006076388888895,-0.005555422718445734,47.6334533802457,4.740210727660625,0.2380009456080088,0.1557232104241848,0.02436607497319408,8.0,0.0,0.8605025773195878,7.5,0.0,0.4220360824742271,6.5,0.5,0.4252577319587627,0.10526315789473684,7.5,-1.7954252577319583,8.23389175257733,0.3035341855670106,-0.00020591542124745,75.5,8236.923095703125,22.61704158782959
