roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,mask_base_area_fraction,mask_area_fraction_median,mask_area_fraction_iqr,mask_area_fraction_slope,mask_centroid_path_px,mask_centroid_max_step_px,mask_centroid_drift_px,masked_minus_background_mean_median,masked_minus_background_mean_slope,front_radius_q60_median_px,front_radius_q60_delta_px,front_radius_q60_slope_px_per_norm_time,front_radius_q70_median_px,front_radius_q70_delta_px,front_radius_q70_slope_px_per_norm_time,front_radius_q80_median_px,front_radius_q80_delta_px,front_radius_q80_slope_px_per_norm_time,front_radius_q70_positive_step_fraction,front_gradient_peak_radius_median_px,front_gradient_peak_radius_slope_px_per_norm_time,apparent_diffusion_q70_px2_per_norm_time,apparent_diffusion_q70_um2_per_norm_time,pixel_size_um_assumed,n_loaded_frames,frame_height,frame_width
source_balanced_cycle108_rank6_obj1_12_c2_x10_070723,108.0,12_c2_x10_070723,3,6,1,source_fill,True,23.365257710020515,source_balanced_expansion_candidate,1344.7118644067796,206.2372881355932,118.0,7579.54248046875,18.480348587036133,1249,110,1441,302,192,96,96,2712,3615,8847.9951171875,8846.1474609375,-1.84765625,0.0744398459792137,0.074378527700901,-6.13182783126831e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle108_rank6_obj1_12_c2_x10_070723.npz,,0.2634548611111111,0.2475043402777778,0.00528971354166663,-0.010118272569444444,7.400744388241619,0.24714217303301705,0.19631119236322356,0.14418104477226734,0.009914416661390021,11.0,0.0,-0.29768041237113396,9.0,1.0,-0.525773195876289,6.0,0.0,,0.09473684210526316,13.0,3.2184278350515476,-8.509020618556704,-0.3136765360824744,0.192,96,96,96
source_balanced_cycle108_rank6_obj2_12_c2_x10_070723,108.0,12_c2_x10_070723,3,6,2,source_fill,True,23.516560988539883,source_balanced_expansion_candidate,1665.6533333333334,226.02666666666667,75.0,9762.6484375,21.80430603027344,1570,130,1762,322,192,96,96,2712,3615,8227.8125,8228.380859375,0.568359375,0.0769208893179893,0.0768555477261543,-6.534159183502197e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle108_rank6_obj2_12_c2_x10_070723.npz,,0.251953125,0.23546006944444445,0.00566948784722221,-0.00723333020117412,7.977098221783928,0.2865618236102834,0.11152646218981542,0.157539838925004,0.012553759603329082,10.0,0.0,,10.0,0.0,0.011597938144329903,9.0,-1.0,0.25708762886597947,0.021052631578947368,4.0,-0.5000000000000002,0.220360824742268,0.008123381443298976,0.192,96,96,96
source_balanced_cycle110_rank7_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,5,7,1,source_fill,True,23.136898638745315,source_balanced_expansion_candidate,1346.7768595041323,202.54545454545453,121.0,6796.548828125,17.81061363220215,1251,107,1443,299,192,96,96,4521,5424,8822.193359375,8827.9375,5.744140625,0.0756309404969215,0.0757838860154151,0.0001529455184936,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle110_rank7_obj1_12_c2_x10_070723.npz,,0.2652994791666667,0.2492947048611111,0.004367404513888867,0.0018825815032574435,7.847383620450403,0.19197575965134786,0.14305113182074425,0.1465009804815054,0.005639637854027079,11.0,0.0,0.06250000000000003,6.0,0.0,-0.11726804123711346,5.0,0.0,-0.01675257731958766,0.031578947368421054,2.0,-0.09600515463917528,-1.6417525773195887,-0.060521567010309286,0.192,96,96,96
source_balanced_cycle110_rank7_obj2_12_c2_x10_070723,110.0,12_c2_x10_070723,5,7,2,source_fill,True,23.874389180648,source_balanced_expansion_candidate,839.8367346938776,97.3877551020408,49.0,11246.7548828125,25.28079605102539,744,1,936,193,192,96,96,4521,5424,8950.5302734375,8944.8525390625,-5.677734375,0.0902780815958976,0.0898862034082412,-0.0003918781876564,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle110_rank7_obj2_12_c2_x10_070723.npz,,0.2466362847222222,0.22705078125,0.0054796006944444475,0.0031056617133805825,16.534671594923893,0.8014715179098274,0.5101979472720155,0.14248390682041645,0.004955749277063872,6.0,-1.0,-0.403994845360825,5.0,0.0,,5.0,0.0,,0.0,5.0,-0.01868556701030929,,,0.192,96,96,96
source_balanced_cycle112_rank8_obj1_12_c2_x10_070723,112.0,12_c2_x10_070723,7,8,1,future16_positive,False,24.4333329882082,source_balanced_expansion_candidate,840.25,97.91666666666669,48.0,11418.2138671875,26.13363075256348,744,2,936,194,192,96,96,6329,7232,8936.3203125,8931.7939453125,-4.5263671875,0.0892989188432693,0.0890530347824096,-0.0002458840608596,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle112_rank8_obj1_12_c2_x10_070723.npz,,0.2427300347222222,0.21744791666666669,0.021375868055555552,0.016723423069695025,12.478098144181107,0.7075169902884336,0.14539123845701873,0.14449256658554077,0.0007663392413829998,6.0,0.0,0.12177835051546405,5.0,0.0,,5.0,0.0,,0.0,5.0,-0.9684278350515468,,,0.192,96,96,96
source_balanced_cycle112_rank8_obj2_12_c2_x10_070723,112.0,12_c2_x10_070723,7,8,2,future16_positive,False,23.38806596464201,source_balanced_expansion_candidate,1199.6571428571428,1123.0285714285717,70.0,9125.0146484375,20.91178703308105,1104,1008,1296,1200,192,96,96,6329,7232,8304.390625,8298.8212890625,-5.5693359375,0.073902353644371,0.0733919516205787,-0.0005104020237922,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle112_rank8_obj2_12_c2_x10_070723.npz,,0.2772352430555556,0.25130208333333337,0.0166015625,0.006451618767003154,8.689187647140875,0.6353760613135443,0.4957223093715654,0.15016556717455387,0.0032584968949524117,15.0,1.0,0.20811855670103102,13.0,2.0,-0.11404639175257704,13.0,0.0,0.1359536082474225,0.08421052631578947,2.0,13.625644329896915,-2.6011597938144373,-0.09588915463917513,0.192,96,96,96
source_balanced_cycle114_rank9_obj1_12_c2_x10_070723,114.0,12_c2_x10_070723,9,9,1,source_representative,False,24.341180100195945,source_balanced_expansion_candidate,1343.728155339806,205.35922330097088,103.0,9044.693359375,21.196462631225582,1248,109,1440,301,192,96,96,8137,9041,8807.0703125,8800.0625,-7.0078125,0.0719261765480041,0.0715657845139503,-0.0003603920340538,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle114_rank9_obj1_12_c2_x10_070723.npz,,0.2591145833333333,0.2407769097222222,0.01508246527777779,0.015040866288122855,6.456125310753426,0.19490543133123614,0.6692179625442454,0.14532016031444073,-0.0009947179182979867,10.0,-2.0,-2.050902061855671,9.0,-1.0,-1.3795103092783514,8.0,-2.0,-1.646907216494846,0.010526315789473684,2.0,0.0025773195876288794,-23.45167525773197,-0.8645225567010312,0.192,96,96,96
source_balanced_cycle114_rank9_obj2_12_c2_x10_070723,114.0,12_c2_x10_070723,9,9,2,source_representative,False,24.046731379998924,source_balanced_expansion_candidate,1670.3333333333333,231.11111111111111,72.0,10013.48046875,22.64031219482422,1574,135,1766,327,192,96,96,8137,9041,8198.4326171875,8192.224609375,-6.2080078125,0.0765645802021026,0.0763106718659401,-0.0002539083361625,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle114_rank9_obj2_12_c2_x10_070723.npz,,0.2535807291666667,0.2322048611111111,0.018093532986111105,0.019878514170783238,7.651493857223587,0.4101134893599201,0.4330747130312617,0.15783809684216976,-0.0016942388790938104,10.0,0.0,,10.0,0.0,,9.0,0.0,-0.045747422680412445,0.0,4.0,3.9168814432989705,,,0.192,96,96,96
source_balanced_cycle123_rank10_obj1_14_c2_x10_HighCOV_110723,123.0,14_c2_x10_HighCOV_110723,2,10,1,source_fill,False,23.408876847510307,source_balanced_expansion_candidate,1348.8055555555557,180.97222222222223,144.0,6378.58935546875,17.22971534729004,1253,85,1445,277,192,96,96,2380,3569,8792.3349609375,8776.7216796875,-15.61328125,0.0713236629962921,0.0706147700548172,-0.0007088929414749,0.2121320343559321,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle123_rank10_obj1_14_c2_x10_HighCOV_110723.npz,,0.2582465277777778,0.23942057291666669,0.00927734375,0.008587989064289805,6.524169703556828,0.5272379507470625,0.15132102453500387,0.14722656644880772,0.0038392171575735937,10.0,0.0,-0.14755154639175272,7.0,0.0,-0.4658505154639175,5.0,0.0,-0.07152061855670107,0.06315789473684211,4.0,0.7673969072164952,-7.048324742268044,-0.25982944329896923,0.192,96,96,96
source_balanced_cycle123_rank10_obj2_14_c2_x10_HighCOV_110723,123.0,14_c2_x10_HighCOV_110723,2,10,2,source_fill,False,24.18449265574761,source_balanced_expansion_candidate,843.3076923076923,78.38461538461539,52.0,11407.560546875,25.961259841918945,747,0,939,192,192,96,96,2380,3569,8893.033203125,8888.333984375,-4.69921875,0.0820156633853912,0.0815263167023658,-0.0004893466830253,0.2121320343559321,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle123_rank10_obj2_14_c2_x10_HighCOV_110723.npz,,0.23328993055555555,0.20882161458333331,0.01231553819444442,0.012915262788158651,14.946647210501261,1.832011567372676,0.12989056791525191,0.14428381621837616,-0.0013602587404017586,13.0,0.0,0.023840206185567075,12.0,1.0,0.46971649484536104,11.0,1.0,0.25064432989690727,0.031578947368421054,14.0,9.111469072164953,11.789304123711343,0.43460090721649447,0.192,96,96,96
source_balanced_cycle125_rank11_obj1_14_c2_x10_HighCOV_110723,125.0,14_c2_x10_HighCOV_110723,4,11,1,source_representative,False,24.66506279371305,source_balanced_expansion_candidate,844.72,78.4,50.0,11897.259765625,27.71571350097656,749,0,941,192,192,96,96,4760,5950,8881.5146484375,8881.4873046875,-0.02734375,0.0776794254779815,0.0777767598628997,9.733438491821288e-05,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle125_rank11_obj1_14_c2_x10_HighCOV_110723.npz,,0.23177083333333334,0.1946072048611111,0.017930772569444448,0.007858783245632876,12.676297006005896,0.5503777681071235,0.1841477018710602,0.1450667716562748,0.002940576084284593,12.0,0.0,-1.0283505154639176,12.0,-1.0,-0.35760309278350505,11.0,-1.0,-0.8653350515463918,0.021052631578947368,3.0,-9.60373711340206,-8.584407216494846,-0.3164555876288662,0.192,96,96,96
source_balanced_cycle125_rank11_obj2_14_c2_x10_HighCOV_110723,125.0,14_c2_x10_HighCOV_110723,4,11,2,source_representative,False,23.607037258302373,source_balanced_expansion_candidate,1351.0144927536232,181.2463768115942,138.0,6389.43359375,18.29157447814941,1255,85,1447,277,192,96,96,4760,5950,8764.3896484375,8770.5166015625,6.126953125,0.0669688507914543,0.0672047436237335,0.0002358928322792,0.2692582403567336,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle125_rank11_obj2_14_c2_x10_HighCOV_110723.npz,,0.2585720486111111,0.2248806423611111,0.012613932291666657,0.00177295593051976,7.25068055192113,0.17737963863647205,0.2147697621158433,0.14578052423894405,0.00670097856638357,8.0,0.0,,6.0,0.0,0.009664948453608255,5.0,0.0,,0.010526315789473684,3.0,-0.6391752577319589,0.10631443298969082,0.0039191752577319655,0.192,96,96,96
source_balanced_cycle126_rank12_obj1_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,12,1,future16_negative,False,23.592093817165647,source_balanced_expansion_candidate,1352.3435582822085,180.85889570552143,163.0,5375.2314453125,16.614131927490234,1256,85,1448,277,192,96,96,5951,7140,8770.5869140625,8792.0205078125,21.43359375,0.0672490298748016,0.0683512389659881,0.0011022090911865,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle126_rank12_obj1_14_c2_x10_HighCOV_110723.npz,,0.2574869791666667,0.2207573784722222,0.009358723958333315,0.018589784462700463,7.244206033094753,0.2100044820603944,0.2355767898043416,0.14877024479210377,-0.0024924144753706197,8.0,0.0,0.6011597938144333,6.0,0.0,0.08376288659793814,5.0,0.0,,0.031578947368421054,3.0,0.24806701030927822,0.9213917525773203,0.03396618556701036,0.192,96,96,96
source_balanced_cycle126_rank12_obj2_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,5,12,2,future16_negative,False,23.989019468618885,source_balanced_expansion_candidate,842.1052631578947,79.43859649122807,57.0,10190.8544921875,24.630884170532227,746,0,938,192,192,96,96,5951,7140,8875.33203125,8879.3173828125,3.9853515625,0.0773386284708976,0.0779915153980255,0.0006528869271278,0.2915475947422533,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle126_rank12_obj2_14_c2_x10_HighCOV_110723.npz,,0.2310112847222222,0.19129774305555555,0.012803819444444448,0.01949608312303122,14.748826772806874,0.9209806772287908,0.6764032549901842,0.14603640884160995,-0.00816264258428794,12.0,-1.0,-1.2564432989690735,11.0,0.0,-0.5470360824742267,11.0,0.0,-0.20103092783505186,0.031578947368421054,2.0,-5.142396907216496,-12.58182989690722,-0.46381657731958803,0.192,96,96,96
source_balanced_cycle127_rank13_obj1_14_c2_x10_HighCOV_110723,127.0,14_c2_x10_HighCOV_110723,6,13,1,source_fill,False,24.150236360303246,source_balanced_expansion_candidate,843.8461538461538,79.15384615384616,52.0,11258.3525390625,25.90870857238769,748,0,940,192,192,96,96,7141,8330,8882.072265625,8886.5927734375,4.5205078125,0.078226052224636,0.078780323266983,0.0005542710423469,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle127_rank13_obj1_14_c2_x10_HighCOV_110723.npz,,0.22819010416666666,0.203125,0.005533854166666657,0.004100891323024057,13.42712071637401,0.41811300861345047,0.2984647197682774,0.14146078750491142,-0.0010917272668370221,12.0,0.0,,11.0,0.0,-0.4748711340206187,11.0,0.0,,0.042105263157894736,3.0,-0.1037371134020619,-10.922036082474227,-0.4026299381443303,0.192,96,96,96
source_balanced_cycle127_rank13_obj2_14_c2_x10_HighCOV_110723,127.0,14_c2_x10_HighCOV_110723,6,13,2,source_fill,False,22.91224776047345,source_balanced_expansion_candidate,1202.13698630137,1103.2876712328766,73.0,8852.8828125,20.280948638916016,1106,1007,1298,1199,192,96,96,7141,8330,8412.5625,8390.9140625,-21.6484375,0.0692389905452728,0.0684678852558136,-0.0007711052894592,0.2236067977500298,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle127_rank13_obj2_14_c2_x10_HighCOV_110723.npz,,0.2846137152777778,0.2660590277777778,0.006700303819444475,0.008599664747100513,12.998994655240915,0.7192396211384434,0.7723900423168993,0.15148871950805187,0.005772658461733646,6.0,0.0,,6.0,0.0,,5.0,0.0,,0.0,6.0,-0.0006443298969072214,,,0.192,96,96,96
source_balanced_cycle132_rank14_obj1_15_c2_x5_HighCOV_120723,132.0,15_c2_x5_HighCOV_120723,1,14,1,source_fill,False,23.50996224586616,source_balanced_expansion_candidate,842.8771929824561,78.59649122807018,57.0,10375.26953125,23.42484474182129,747,0,939,192,192,96,96,1238,2476,8918.5986328125,8937.515625,18.9169921875,0.0846426710486412,0.0848899036645889,0.0002472326159477,0.2500000000000227,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle132_rank14_obj1_15_c2_x5_HighCOV_120723.npz,,0.23036024305555555,0.19954427083333331,0.022976345486111105,-0.010209091204002008,16.519028523859436,1.597909879762103,1.0740966609191034,0.15118027478456497,-0.010648074379843693,12.0,1.0,0.9909793814432994,12.0,0.0,0.20231958762886607,11.0,1.0,0.5528350515463919,0.05263157894736842,3.0,7.13724226804124,4.9175257731958775,0.18127967010309276,0.192,96,96,96
