roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,mask_base_area_fraction,mask_area_fraction_median,mask_area_fraction_iqr,mask_area_fraction_slope,mask_centroid_path_px,mask_centroid_max_step_px,mask_centroid_drift_px,masked_minus_background_mean_median,masked_minus_background_mean_slope,front_radius_q60_median_px,front_radius_q60_delta_px,front_radius_q60_slope_px_per_norm_time,front_radius_q70_median_px,front_radius_q70_delta_px,front_radius_q70_slope_px_per_norm_time,front_radius_q80_median_px,front_radius_q80_delta_px,front_radius_q80_slope_px_per_norm_time,front_radius_q70_positive_step_fraction,front_gradient_peak_radius_median_px,front_gradient_peak_radius_slope_px_per_norm_time,apparent_diffusion_q70_px2_per_norm_time,apparent_diffusion_q70_um2_per_norm_time,pixel_size_um_assumed,n_loaded_frames,frame_height,frame_width
source_balanced_cycle92_rank1_obj1_10_c2_x10_030723,92.0,10_c2_x10_030723,7,1,1,source_representative,False,25.928656580292166,source_balanced_expansion_candidate,1191.7333333333331,652.4,30.0,13611.0244140625,34.50833511352539,1096,556,1288,748,192,96,96,6347,7253,7984.6640625,7979.201171875,-5.462890625,0.0658547729253768,0.0655813217163086,-0.0002734512090682,0.1802775637732877,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle92_rank1_obj1_10_c2_x10_030723.npz,,0.2392578125,0.22471788194444445,0.0026855468749999722,0.0036051991605813324,7.237326267030579,0.17575992455914136,0.050603166698554664,0.1483924500644207,0.003398164207855068,5.0,0.0,,5.0,0.0,,5.0,0.0,,0.0,5.0,,,,0.192,96,96,96
source_balanced_cycle92_rank1_obj2_10_c2_x10_030723,92.0,10_c2_x10_030723,7,1,2,source_representative,False,24.77546436055132,source_balanced_expansion_candidate,574.1904761904761,232.8571428571429,42.0,11196.3671875,29.26946449279785,478,137,670,329,192,96,96,6347,7253,8501.822265625,8492.5556640625,-9.2666015625,0.0885036066174507,0.0878025293350219,-0.0007010772824287,0.1802775637732877,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle92_rank1_obj2_10_c2_x10_030723.npz,,0.2837456597222222,0.2651909722222222,0.00263129340277779,0.0009236373988760053,8.910475025712678,0.24881630722372544,0.042251729492164485,0.1460160929709673,0.0014806482052795366,5.0,0.0,,5.0,0.0,,5.0,0.0,,0.0,6.0,,,,0.192,96,96,96
source_balanced_cycle94_rank2_obj1_10_c2_x10_030723,94.0,10_c2_x10_030723,9,2,1,future16_negative,False,25.61083171634987,source_balanced_expansion_candidate,576.972972972973,232.97297297297297,37.0,12897.384765625,32.438777923583984,481,137,673,329,192,96,96,8161,9067,8492.6435546875,8486.44921875,-6.1943359375,0.0870167538523674,0.086605779826641,-0.0004109740257263,0.2499999999999317,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle94_rank2_obj1_10_c2_x10_030723.npz,,0.2799479166666667,0.26123046875,0.0035264756944444198,0.0061108566231744,8.561781204053032,0.2422480547817554,0.46897519226483686,0.14554443396627903,4.401707724121072e-05,5.0,0.0,,5.0,0.0,,5.0,0.0,,0.0,6.0,-0.12113402061855674,,,0.192,96,96,96
source_balanced_cycle94_rank2_obj2_10_c2_x10_030723,94.0,10_c2_x10_030723,9,2,2,future16_negative,False,24.42825610271029,source_balanced_expansion_candidate,833.6666666666666,68.83333333333333,48.0,10861.255859375,27.37371826171875,738,0,930,192,192,96,96,8161,9067,8934.533203125,8923.23828125,-11.294921875,0.0925137251615524,0.0917659774422645,-0.0007477477192878,0.2499999999999317,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle94_rank2_obj2_10_c2_x10_030723.npz,,0.2150607638888889,0.19677734375,0.004557291666666657,0.0057999478719215364,12.534796255675692,0.3286292570847154,0.2987105254521448,0.1516675166785717,-1.3099932927906193e-05,17.0,-1.0,-0.5019329896907219,17.0,0.0,-1.3318298969072169,16.0,0.0,,0.010526315789473684,7.0,-1.6868556701030937,-43.95038659793816,-1.6201870515463939,0.192,96,96,96
source_balanced_cycle98_rank3_obj1_11_c2_x10_050723,98.0,11_c2_x10_050723,3,3,1,future16_negative,False,23.986083525321504,source_balanced_expansion_candidate,1343.0679611650485,204.50485436893203,103.0,8562.1708984375,21.21138000488281,1247,109,1439,301,192,96,96,2706,3607,8874.2353515625,8886.8251953125,12.58984375,0.0713426172733306,0.0721612051129341,0.0008185878396034,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle98_rank3_obj1_11_c2_x10_050723.npz,,0.2514105902777778,0.23448350694444445,0.004123263888888895,0.007530465841566439,6.3776746491649,0.2084569135871675,0.1414547262576006,0.14374574832618237,0.002444165374738037,11.0,0.0,,10.0,0.0,-0.002577319587628865,8.0,0.0,0.023840206185567026,0.010526315789473684,13.0,4.1108247422680435,-0.048969072164948425,-0.00180519587628866,0.192,96,96,96
source_balanced_cycle98_rank3_obj2_11_c2_x10_050723,98.0,11_c2_x10_050723,3,3,2,future16_negative,False,25.03490981294613,source_balanced_expansion_candidate,835.7142857142857,94.66666666666669,42.0,13457.7646484375,29.523515701293945,740,0,932,192,192,96,96,2706,3607,8964.4775390625,8968.39453125,3.9169921875,0.0811750218272209,0.0818297043442726,0.0006546825170516,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle98_rank3_obj2_11_c2_x10_050723.npz,,0.2349175347222222,0.2163628472222222,0.004665798611111105,0.007253535424720797,10.347946320995973,0.33950984922335287,0.3416539066466925,0.1371966004371643,-0.000422924843415156,5.0,0.0,-0.026417525773195883,5.0,0.0,,5.0,0.0,,0.0,5.0,,,,0.192,96,96,96
source_balanced_cycle100_rank4_obj1_11_c2_x10_050723,100.0,11_c2_x10_050723,5,4,1,future16_positive,False,24.009890706615767,source_balanced_expansion_candidate,1342.2222222222222,204.22222222222223,108.0,8197.46484375,20.41080665588379,1246,108,1438,300,192,96,96,4510,5411,8880.9482421875,8886.0986328125,5.150390625,0.0715180411934852,0.0717115476727485,0.0001935064792633,0.2915475947422533,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle100_rank4_obj1_11_c2_x10_050723.npz,,0.2560763888888889,0.2387152777777778,0.003499348958333315,-0.004805207662156356,7.4054654302842255,0.18767936547213307,0.4174749834921279,0.14153814129531384,0.00640548821826725,11.0,0.0,,10.0,0.0,0.025128865979381486,8.0,0.0,0.012886597938144307,0.021052631578947368,13.0,-4.807345360824744,0.47744845360824817,0.017600659793814446,0.192,96,96,96
source_balanced_cycle100_rank4_obj2_11_c2_x10_050723,100.0,11_c2_x10_050723,5,4,2,future16_positive,False,24.767484170170583,source_balanced_expansion_candidate,834.3111111111111,94.22222222222224,45.0,12717.9267578125,27.73917961120605,738,0,930,192,192,96,96,4510,5411,8958.8818359375,8964.2412109375,5.359375,0.0806672275066375,0.0808861553668975,0.00021892786026,0.2915475947422533,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle100_rank4_obj2_11_c2_x10_050723.npz,,0.2331814236111111,0.2165256076388889,0.0038248697916666574,-0.0056121581471935906,10.196151655924307,0.26454729434569463,0.16429631100554348,0.13629934564232826,0.004935491429257791,5.0,0.0,,5.0,0.0,,5.0,0.0,,0.0,5.0,1.0818298969072169,,,0.192,96,96,96
source_balanced_cycle102_rank5_obj1_11_c2_x10_050723,102.0,11_c2_x10_050723,7,5,1,source_representative,False,24.81286903333057,source_balanced_expansion_candidate,834.3111111111111,93.77777777777776,45.0,12752.44140625,27.896915435791016,738,0,930,192,192,96,96,6314,7215,8966.798828125,8960.958984375,-5.83984375,0.0812777653336525,0.0810524895787239,-0.0002252757549285,0.2236067977499789,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle102_rank5_obj1_11_c2_x10_050723.npz,,0.23600260416666666,0.21728515625,0.004557291666666657,0.003474179821735398,10.920888776114095,0.2922191352044944,0.20059826803981493,0.13573981262743473,0.0008873741512100435,5.0,-1.0,-0.8820876288659797,5.0,0.0,,5.0,0.0,,0.0,6.0,-0.17976804123711349,,,0.192,96,96,96
source_balanced_cycle102_rank5_obj2_11_c2_x10_050723,102.0,11_c2_x10_050723,7,5,2,source_representative,False,23.360671263050325,source_balanced_expansion_candidate,1337.7518248175184,199.94160583941607,137.0,6112.04638671875,17.030691146850586,1242,104,1434,296,192,96,96,6314,7215,8884.5400390625,8882.544921875,-1.9951171875,0.0714252293109893,0.0714001283049583,-2.5101006031036377e-05,0.2236067977499789,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_roi_sequences/source_balanced_cycle102_rank5_obj2_11_c2_x10_050723.npz,,0.2595486111111111,0.24186197916666666,0.003200954861111105,0.0032326260246635214,6.711356280367303,0.20521606105704301,0.4227587931865127,0.1405532006174326,0.00219755829071876,11.0,0.0,,11.0,1.0,1.1436855670103097,6.0,0.0,,0.010526315789473684,12.0,0.012242268041237127,24.017396907216504,0.8853773195876299,0.192,96,96,96
