roi_id,cycleNo,cohort_role,event_reference_cycle,method,particle_mse_ratio_vs_persistence,particle_mse_delta_vs_persistence
cycle158_rank12_obj3,158.0,,158.0,low_rank_dmd,6.891305210146451,0.010279078547910103
cycle40_rank2_obj1,40.0,,40.0,velocity,2.6376904459256125,0.000177539922106007
cycle40_rank2_obj1,40.0,,40.0,low_rank_dmd,46.93526403642418,0.004979783095905077
cycle40_rank2_obj2,40.0,,40.0,velocity,2.4027273906816986,6.211902979202932e-05
cycle40_rank2_obj2,40.0,,40.0,low_rank_dmd,40.804695225480934,0.0017627295688384947
cycle40_rank2_obj3,40.0,,40.0,velocity,2.6166240209548848,0.0001561441672492947
cycle40_rank2_obj3,40.0,,40.0,low_rank_dmd,80.93456242237882,0.00772060511417294
cycle44_rank4_obj1,44.0,,44.0,velocity,2.7562325319036027,0.00015701705274295819
cycle44_rank4_obj1,44.0,,44.0,low_rank_dmd,50.2734446970318,0.004405322714546855
cycle44_rank4_obj2,44.0,,44.0,velocity,2.5518140502488444,6.202794361342967e-05
cycle44_rank4_obj2,44.0,,44.0,low_rank_dmd,39.515267515011175,0.0015395032937703945
cycle44_rank4_obj3,44.0,,44.0,velocity,2.809860326874533,0.0001459943446207035
cycle44_rank4_obj3,44.0,,44.0,low_rank_dmd,69.32319947470214,0.005511364927770046
cycle76_rank8_obj1,76.0,,76.0,velocity,2.6062649424064976,6.274636768921482e-05
cycle76_rank8_obj1,76.0,,76.0,low_rank_dmd,59.13090600531714,0.0022707979898086705
cycle76_rank8_obj2,76.0,,76.0,velocity,2.7155468572767387,0.0001270620825835067
cycle76_rank8_obj2,76.0,,76.0,low_rank_dmd,80.58432483273099,0.0058944178711044515
cycle76_rank8_obj3,76.0,,76.0,velocity,2.7944690320062056,0.00016672544734319672
cycle76_rank8_obj3,76.0,,76.0,low_rank_dmd,63.25170775332422,0.005783852291642688
cycle78_rank22_obj1,78.0,,78.0,velocity,2.337892133908584,5.7132185702357674e-05
cycle78_rank22_obj1,78.0,,78.0,low_rank_dmd,112.60349768235635,0.004765819002159333
cycle78_rank22_obj2,78.0,,78.0,velocity,2.5490593615023847,0.00012177545693248248
cycle78_rank22_obj2,78.0,,78.0,low_rank_dmd,45.57714783281714,0.0035043218362034168
cycle78_rank22_obj3,78.0,,78.0,velocity,2.3192415447543646,5.321408957570384e-05
cycle78_rank22_obj3,78.0,,78.0,low_rank_dmd,176.38209378981742,0.007074366696542711
cycle84_rank23_obj1,84.0,,84.0,velocity,2.07586123073912,7.894648973660878e-05
cycle84_rank23_obj1,84.0,,84.0,low_rank_dmd,26.962720789611915,0.001905139447160309
cycle84_rank23_obj2,84.0,,84.0,velocity,1.9996613467243343,0.00017861191224710637
cycle84_rank23_obj2,84.0,,84.0,low_rank_dmd,23.709385938036267,0.0040575409478833535
cycle84_rank23_obj3,84.0,,84.0,velocity,2.187296696116192,0.0001996548871829873
cycle84_rank23_obj3,84.0,,84.0,low_rank_dmd,22.084908608920784,0.0035456218006402196
