roi_id,cycleNo,cohort_role,event_reference_cycle,method,particle_mse_ratio_vs_persistence,particle_mse_delta_vs_persistence
cycle104_rank6_obj1,104.0,,104.0,velocity,2.4518091765293866,5.6417817688725336e-05
cycle104_rank6_obj1,104.0,,104.0,low_rank_dmd,164.63801554952354,0.00635903111611924
cycle104_rank6_obj2,104.0,,104.0,velocity,2.889426294165238,0.00011004314808360505
cycle104_rank6_obj2,104.0,,104.0,low_rank_dmd,39.210981963922066,0.002225467465791553
cycle104_rank6_obj3,104.0,,104.0,velocity,2.866527446388121,0.0001697703169156739
cycle104_rank6_obj3,104.0,,104.0,low_rank_dmd,30.486643964188865,0.0026819626468750357
cycle108_rank21_obj1,108.0,,108.0,velocity,2.368869703901557,0.00012860525220048658
cycle108_rank21_obj1,108.0,,108.0,low_rank_dmd,92.1686479646154,0.00856529071455725
cycle108_rank21_obj2,108.0,,108.0,velocity,2.4231606079457824,0.00014373733904449182
cycle108_rank21_obj2,108.0,,108.0,low_rank_dmd,24.472765184131003,0.0023707182371026647
cycle108_rank21_obj3,108.0,,108.0,velocity,2.431506103550883,0.0002460008597608976
cycle108_rank21_obj3,108.0,,108.0,low_rank_dmd,13.568831016243653,0.00215992319454017
cycle110_rank24_obj1,110.0,,110.0,velocity,2.4535799774387654,0.00021241747663225397
cycle110_rank24_obj1,110.0,,110.0,low_rank_dmd,28.667142811065226,0.0040431106322103005
cycle110_rank24_obj2,110.0,,110.0,velocity,2.400480232947093,0.00012634995107418945
cycle110_rank24_obj2,110.0,,110.0,low_rank_dmd,36.64897973653458,0.003216215937641209
cycle110_rank24_obj3,110.0,,110.0,velocity,2.3292595902449067,0.00018335608149300242
cycle110_rank24_obj3,110.0,,110.0,low_rank_dmd,99.01491674091659,0.013520031146185829
cycle129_rank7_obj1,129.0,,129.0,velocity,2.6530662392663387,0.00012167493378001382
cycle129_rank7_obj1,129.0,,129.0,low_rank_dmd,50.67322500840045,0.0036562275727192173
cycle129_rank7_obj2,129.0,,129.0,velocity,2.271476891586593,0.00010655917412805138
cycle129_rank7_obj2,129.0,,129.0,low_rank_dmd,111.09293442569664,0.009226602738408474
cycle129_rank7_obj3,129.0,,129.0,velocity,2.154323554175756,6.486174123665478e-05
cycle129_rank7_obj3,129.0,,129.0,low_rank_dmd,67.34665085879998,0.0037280355965663148
cycle131_rank5_obj1,131.0,,131.0,velocity,2.168360965106381,0.0018130953966419838
cycle131_rank5_obj1,131.0,,131.0,low_rank_dmd,3.4726906189628193,0.003837190827539416
cycle131_rank5_obj2,131.0,,131.0,velocity,2.2224800678650913,0.003166471521240055
cycle131_rank5_obj2,131.0,,131.0,low_rank_dmd,2.8025814276312917,0.004669051795076484
cycle131_rank5_obj3,131.0,,131.0,velocity,2.397697969404058,0.0019770036558384163
cycle131_rank5_obj3,131.0,,131.0,low_rank_dmd,2.8271444361861624,0.002584443355544863
cycle139_rank11_obj1,139.0,,139.0,velocity,2.408149771630874,0.0005839918202354966
cycle139_rank11_obj1,139.0,,139.0,low_rank_dmd,5.651227778175243,0.001928970221229065
cycle139_rank11_obj2,139.0,,139.0,velocity,2.3009478184277894,0.0007007459756778189
cycle139_rank11_obj2,139.0,,139.0,low_rank_dmd,13.4321542340753,0.00669648845644133
cycle139_rank11_obj3,139.0,,139.0,velocity,2.43001306347056,0.0006254431427805685
cycle139_rank11_obj3,139.0,,139.0,low_rank_dmd,12.815684688829458,0.005167812207218958
cycle140_rank9_obj1,140.0,,140.0,velocity,1.846494134128337,0.0039989055171645305
cycle140_rank9_obj1,140.0,,140.0,low_rank_dmd,1.7872936029355275,0.003719237506174977
cycle140_rank9_obj2,140.0,,140.0,velocity,1.745236591545277,0.0059643854571049815
cycle140_rank9_obj2,140.0,,140.0,low_rank_dmd,1.2009866047870248,0.0016085651137700552
cycle140_rank9_obj3,140.0,,140.0,velocity,2.04780760272977,0.0051128634665928985
cycle140_rank9_obj3,140.0,,140.0,low_rank_dmd,1.115980975517543,0.0005659387190917187
cycle143_rank10_obj1,143.0,,143.0,velocity,2.5127041971742394,9.754923246418912e-05
cycle143_rank10_obj1,143.0,,143.0,low_rank_dmd,109.62292187585385,0.007004728800779958
cycle143_rank10_obj2,143.0,,143.0,velocity,2.720746957510789,0.00011475467033505993
cycle143_rank10_obj2,143.0,,143.0,low_rank_dmd,70.25068612464607,0.0046182500117311065
cycle143_rank10_obj3,143.0,,143.0,velocity,2.4207906272343926,6.3391357286946e-05
cycle143_rank10_obj3,143.0,,143.0,low_rank_dmd,43.242606931500525,0.0018847366652039454
cycle146_rank1_obj1,146.0,,146.0,velocity,2.4217047863742436,0.00017728165266817086
cycle146_rank1_obj1,146.0,,146.0,low_rank_dmd,49.68397582692728,0.006070722822187236
cycle146_rank1_obj2,146.0,,146.0,velocity,2.3051822623912948,0.00023020808998808207
cycle146_rank1_obj2,146.0,,146.0,low_rank_dmd,61.34963957650252,0.010644471395835353
cycle146_rank1_obj3,146.0,,146.0,velocity,2.509749218612492,0.00022690091373078758
cycle146_rank1_obj3,146.0,,146.0,low_rank_dmd,25.35553664302486,0.0036604049537345418
cycle147_rank3_obj1,147.0,,147.0,velocity,2.784487667349801,0.00026391046753815317
cycle147_rank3_obj1,147.0,,147.0,low_rank_dmd,16.23327677663969,0.002252871381415389
cycle147_rank3_obj2,147.0,,147.0,velocity,2.7003161730328666,0.00022199989962246036
cycle147_rank3_obj2,147.0,,147.0,low_rank_dmd,37.490904498736136,0.004764394566336705
cycle147_rank3_obj3,147.0,,147.0,velocity,2.745920728627297,0.00014324325059078546
cycle147_rank3_obj3,147.0,,147.0,low_rank_dmd,26.911118159779832,0.002125865585298925
cycle148_rank18_obj1,148.0,,148.0,velocity,2.8177883279114644,0.0003460294003616582
cycle148_rank18_obj1,148.0,,148.0,low_rank_dmd,18.275221081285594,0.0032884656041005655
cycle148_rank18_obj2,148.0,,148.0,velocity,2.8268160142838994,0.0003718911357282195
cycle148_rank18_obj2,148.0,,148.0,low_rank_dmd,21.73298330753887,0.0042206837738376635
cycle148_rank18_obj3,148.0,,148.0,velocity,2.7440572081734675,0.00031228122475113196
cycle148_rank18_obj3,148.0,,148.0,low_rank_dmd,32.41421309441104,0.00562485501836818
cycle149_rank20_obj1,149.0,,149.0,velocity,2.7841731197014736,0.00031481271503253083
cycle149_rank20_obj1,149.0,,149.0,low_rank_dmd,29.113746543439206,0.0049605975907525135
cycle149_rank20_obj2,149.0,,149.0,velocity,2.7018732132310572,0.00027722060031010187
cycle149_rank20_obj2,149.0,,149.0,low_rank_dmd,34.73901827815395,0.00549579770586206
cycle149_rank20_obj3,149.0,,149.0,velocity,2.828813764181462,0.00031961127046997717
cycle149_rank20_obj3,149.0,,149.0,low_rank_dmd,19.470292267241078,0.0032279468216529494
cycle150_rank13_obj1,150.0,,150.0,velocity,2.684313274414671,0.00029681789828828187
cycle150_rank13_obj1,150.0,,150.0,low_rank_dmd,19.315400166815046,0.0032276291271955415
cycle150_rank13_obj2,150.0,,150.0,velocity,2.5552687878168325,0.0002722959530956359
cycle150_rank13_obj2,150.0,,150.0,low_rank_dmd,22.075364226653008,0.003689867908292399
cycle150_rank13_obj3,150.0,,150.0,velocity,2.450919708935445,0.00024114169036693056
cycle150_rank13_obj3,150.0,,150.0,low_rank_dmd,38.18763852332709,0.006180555656555953
cycle151_rank14_obj1,151.0,,151.0,velocity,2.161805149769836,0.0012113471930206288
cycle151_rank14_obj1,151.0,,151.0,low_rank_dmd,11.307939129083737,0.010747493357484927
cycle151_rank14_obj2,151.0,,151.0,velocity,2.1094131809932914,0.001205417247774676
cycle151_rank14_obj2,151.0,,151.0,low_rank_dmd,12.393675216259473,0.012379637141975763
cycle151_rank14_obj3,151.0,,151.0,velocity,2.3089107072049275,0.0010019382037853575
cycle151_rank14_obj3,151.0,,151.0,low_rank_dmd,19.675107388126303,0.014295324691715905
cycle152_rank15_obj1,152.0,,152.0,velocity,2.3091818410091465,0.0011240839644415246
cycle152_rank15_obj1,152.0,,152.0,low_rank_dmd,10.183274581786975,0.007884902902787871
cycle152_rank15_obj2,152.0,,152.0,velocity,2.436334186358399,0.0012304402396239311
cycle152_rank15_obj2,152.0,,152.0,low_rank_dmd,11.62240700974872,0.009099718680090518
cycle152_rank15_obj3,152.0,,152.0,velocity,2.3150065945267237,0.0007070876807802051
cycle152_rank15_obj3,152.0,,152.0,low_rank_dmd,15.459836252269689,0.007775148902396722
cycle153_rank17_obj1,153.0,,153.0,velocity,2.3747011243611986,0.0034214659970075445
cycle153_rank17_obj1,153.0,,153.0,low_rank_dmd,3.04211401092141,0.00508257651540589
cycle153_rank17_obj2,153.0,,153.0,velocity,2.0625675068665066,0.004890907677008727
cycle153_rank17_obj2,153.0,,153.0,low_rank_dmd,2.471608548519883,0.0067736887313003535
cycle153_rank17_obj3,153.0,,153.0,velocity,2.5231387793417115,0.0029302156422090775
cycle153_rank17_obj3,153.0,,153.0,low_rank_dmd,5.6583646426757825,0.008961765748608741
cycle154_rank16_obj1,154.0,,154.0,velocity,2.1156803588544317,0.0007657627459138894
cycle154_rank16_obj1,154.0,,154.0,low_rank_dmd,10.775138031432167,0.006709302069566547
cycle154_rank16_obj2,154.0,,154.0,velocity,2.0136542126431634,0.00121460559046227
cycle154_rank16_obj2,154.0,,154.0,low_rank_dmd,14.778134465801228,0.016509573915413966
cycle154_rank16_obj3,154.0,,154.0,velocity,1.9834008795239417,0.0003690807079692604
cycle154_rank16_obj3,154.0,,154.0,low_rank_dmd,16.913893206068895,0.005972651736783519
cycle155_rank19_obj1,155.0,,155.0,velocity,2.170690263954014,0.0019324633210544562
cycle155_rank19_obj1,155.0,,155.0,low_rank_dmd,1.9905243143391378,0.0016350626335679408
cycle155_rank19_obj2,155.0,,155.0,velocity,2.05246899370474,0.0026574864091344352
cycle155_rank19_obj2,155.0,,155.0,low_rank_dmd,1.9220340764376935,0.0023281379703803395
cycle155_rank19_obj3,155.0,,155.0,velocity,2.0041112847736025,0.0047519626259600045
cycle155_rank19_obj3,155.0,,155.0,low_rank_dmd,3.0497528177492477,0.0097004673984884
cycle158_rank12_obj1,158.0,,158.0,velocity,1.4531185530801283,0.0003493792385143024
cycle158_rank12_obj1,158.0,,158.0,low_rank_dmd,13.92169813837639,0.009963337464796496
cycle158_rank12_obj2,158.0,,158.0,velocity,1.4842278102301658,0.00019810870674064063
cycle158_rank12_obj2,158.0,,158.0,low_rank_dmd,8.984915212588676,0.0032668120103380716
cycle158_rank12_obj3,158.0,,158.0,velocity,1.3178067994481075,0.0005545054852973408
