cycleNo,n_roi,joint_degradation_score,rollout_residual_energy_mean,radius2_slope_full_px2_per_s,roi_mean_delta_corrected,active_fraction_last,mean_drop_frac,evidence_score
86.0,5,0.06758719428843377,0.00170620326116472,-0.12134757271421859,-1.8919921875,0.10987955729166665,0.1420951480652973,12.399287527913966
116.0,6,-0.05632266190702969,0.0006107718304898499,-0.16709500781346362,-6.630208333333333,0.048923068576388846,0.1917019578422557,12.929917335181958
