anchor_type,relative_cycle,feature,n,mean,median,std
event,8.0,max_abs_delta_prev,3,0.07110067814293167,0.0555555555555555,0.03378409516516818
event,8.0,delta_std_across_particles,3,0.047750114913943674,0.0443311957699662,0.02958557980532351
event,8.0,capacity_mAh,3,0.694234304907078,0.6333962939103049,0.1110791340769326
event,8.0,coulombic_efficiency_pct,3,98.83905804752862,98.87589136011783,0.39368030802028225
event,8.0,V_max,3,4.267378,4.201231,0.11557427252204543
event,8.0,n_frames,3,1001.0,913.0,162.9232948353304
event,8.0,frames_percentile,3,0.3951310861423221,0.3033707865168539,0.3108896246401884
matched_control,-16.0,particle_norm_mean,6,1.0370032581646524,1.0395058877857306,0.003877057137664104
matched_control,-16.0,particle_norm_std,6,0.05491530751131537,0.03385512177039,0.032626299457055544
matched_control,-16.0,particle_norm_range,6,0.12538546396777742,0.0760563380281689,0.07642035329882886
matched_control,-16.0,particle_norm_cv,6,0.05305465117836797,0.0325684752421224,0.03173704729142169
matched_control,-16.0,mean_delta_prev,6,0.016371101533304202,-0.0087053285102235,0.03884823837636724
matched_control,-16.0,mean_abs_delta_prev,6,0.04581858180045667,0.0354658918905052,0.016038318243876644
matched_control,-16.0,max_abs_delta_prev,6,0.06709168184578017,0.0555555555555555,0.01787169000071427
matched_control,-16.0,delta_std_across_particles,6,0.036169397943882596,0.0454066430785446,0.014310278628552565
matched_control,-16.0,capacity_mAh,6,0.706517956161771,0.6474638568058328,0.09148621733233082
matched_control,-16.0,coulombic_efficiency_pct,6,98.76282061695785,98.86159774315372,0.15302486589714764
matched_control,-16.0,V_max,6,4.2674423333333324,4.200073,0.10436812241803846
matched_control,-16.0,n_frames,6,917.6666666666666,927.0,14.459137825841022
matched_control,-16.0,frames_percentile,6,0.3370786516853932,0.4662921348314606,0.2001766673320687
matched_control,-15.0,particle_norm_mean,2,1.0319979989224968,1.0319979989224968,0.0
matched_control,-15.0,particle_norm_std,2,0.0970356789931661,0.0970356789931661,0.0
matched_control,-15.0,particle_norm_range,2,0.2240437158469945,0.2240437158469945,0.0
matched_control,-15.0,particle_norm_cv,2,0.0940270030508591,0.0940270030508591,0.0
matched_control,-15.0,mean_delta_prev,2,0.0665239616203596,0.0665239616203596,0.0
matched_control,-15.0,mean_abs_delta_prev,2,0.0665239616203596,0.0665239616203596,0.0
matched_control,-15.0,max_abs_delta_prev,2,0.0901639344262295,0.0901639344262295,0.0
matched_control,-15.0,delta_std_across_particles,2,0.0176949076745586,0.0176949076745586,0.0
matched_control,-15.0,capacity_mAh,2,0.8246261548736477,0.8246261548736477,0.0
matched_control,-15.0,coulombic_efficiency_pct,2,98.56526636456609,98.56526636456609,0.0
matched_control,-15.0,V_max,2,4.402181,4.402181,0.0
matched_control,-15.0,n_frames,2,899.0,899.0,0.0
matched_control,-15.0,frames_percentile,2,0.0786516853932584,0.0786516853932584,0.0
matched_control,-14.0,particle_norm_mean,8,1.0539007783037015,1.0547397316503755,0.017771533951194005
matched_control,-14.0,particle_norm_std,8,0.029248448718405963,0.0276096232784206,0.009458302886154209
matched_control,-14.0,particle_norm_range,8,0.06667773031632418,0.062352805356730545,0.02235442148634738
matched_control,-14.0,particle_norm_cv,8,0.02770846573234559,0.026411913741227,0.008660925923372817
matched_control,-14.0,mean_delta_prev,8,0.012068878434541675,0.0152338438646451,0.023302852952406125
matched_control,-14.0,mean_abs_delta_prev,8,0.032809533659149806,0.026054093229687797,0.024731598577604968
matched_control,-14.0,max_abs_delta_prev,8,0.062343505477308256,0.0555555555555555,0.01919922168010429
matched_control,-14.0,delta_std_across_particles,8,0.04053160241080926,0.0363453550244234,0.017909142065361094
matched_control,-14.0,capacity_mAh,8,0.6700425958996207,0.6496160466220149,0.060393246143214556
matched_control,-14.0,coulombic_efficiency_pct,8,98.79031440989363,98.7842726531302,0.08566511395591929
matched_control,-14.0,V_max,8,4.2250711249999995,4.200073,0.0707053748177958
matched_control,-14.0,n_frames,8,963.25,934.0,91.28252844876724
matched_control,-14.0,frames_percentile,8,0.5287921348314606,0.5224719101123596,0.09035979027409613
matched_control,-13.0,particle_norm_mean,3,1.073152423954779,1.09372963647092,0.03564077755609851
matched_control,-13.0,particle_norm_std,3,0.06365570985790396,0.0469657252902729,0.02890790124867749
matched_control,-13.0,particle_norm_range,3,0.14845173041894344,0.1106557377049179,0.06546457970319533
matched_control,-13.0,particle_norm_cv,3,0.05996959513100044,0.0429408911710711,0.029494580445646946
matched_control,-13.0,mean_delta_prev,3,0.020577212516141166,0.0617316375484235,0.07128155511219743
matched_control,-13.0,mean_abs_delta_prev,3,0.08950941532620131,0.0895094153262013,1.6996749443881478e-17
matched_control,-13.0,max_abs_delta_prev,3,0.1098591549295776,0.1098591549295776,0.0
matched_control,-13.0,delta_std_across_particles,3,0.0788966221696315,0.0788966221696315,0.0
matched_control,-13.0,capacity_mAh,3,0.8204706710190189,0.8194850102914072,0.0017072144592489194
matched_control,-13.0,coulombic_efficiency_pct,3,98.80476337608464,98.60063143716702,0.3535668896528595
matched_control,-13.0,V_max,3,4.400315333333333,4.400058,0.00044571440781464457
matched_control,-13.0,n_frames,3,1189.0,1189.0,0.0
matched_control,-13.0,frames_percentile,3,0.7415730337078652,0.7415730337078652,0.0
matched_control,-12.0,particle_norm_mean,13,1.0550338249195326,1.0409778342184253,0.04564697928192753
matched_control,-12.0,particle_norm_std,13,0.049248812794553516,0.0372526339635053,0.03529729840144474
