roi_id,cycleNo,cohort_role,is_event_roi,event_reference_cycle,validation_score,front_quality_score,degradation_mode_hypothesis,timing_elapsed_s,thresholds_finite,phase_slope_median_per_s,phase_slope_iqr_per_s,phase_slope_positive_fraction,phase_slope_negative_fraction,phase_slope_abs_median_per_s,radius2_slope_median_px2_per_s,radius2_slope_iqr_px2_per_s,radius2_slope_positive_fraction,radius2_slope_negative_fraction,diffusion_proxy_median_um2_per_s,diffusion_proxy_iqr_um2_per_s,default_q70_diffusion_proxy_um2_per_s,q70_phase_slope_bootstrap_p05,q70_phase_slope_bootstrap_p50,q70_phase_slope_bootstrap_p95,q70_radius2_slope_bootstrap_p05_px2_per_s,q70_radius2_slope_bootstrap_p50_px2_per_s,q70_radius2_slope_bootstrap_p95_px2_per_s,threshold_robust_phase_score,diffusion_proxy_abs_median_um2_per_s,threshold_robust_diffusion_score
cycle86_rank8_obj17,86.0,event,1,86.0,,1.248393377128957,synchronized_persistent_drop_low_frame_count,9098.537893392,7,2.5173819686638033e-06,6.751226010716173e-07,1.0,0.0,2.5173819686638033e-06,-0.0005245335668951722,0.0005329288376804224,0.14285714285714285,0.8571428571428571,-1.2085253381264768e-06,1.2278680420156934e-06,-1.2085253381264768e-06,1.3822957008132638e-06,2.181060733993195e-06,2.9967827875631314e-06,-0.001109823686108863,-0.0005312457521378678,-5.22561941236531e-05,0.6057692307692308,1.2085253381264768e-06,0.24038461538461536
cycle58_rank6_obj29,58.0,control,0,60.0,,1.6155277307729818,single_persistent_drop_needs_roi_qc,9250.204203328,7,1.9836635442909093e-06,5.655940475679968e-07,1.0,0.0,1.9836635442909093e-06,1.4017061977103122e-05,0.0009407987921738327,0.5714285714285714,0.42857142857142855,3.2295310795245596e-08,2.1676004171685104e-06,3.2295310795245596e-08,-1.6608618778010756e-07,1.8334734415386308e-06,4.301331576492611e-06,-0.0010986287265377437,3.204604745569074e-05,0.0014367304245888261,0.6057692307692308,3.2295310795245596e-08,-0.5961538461538463
cycle60_rank3_obj9,60.0,event,1,60.0,,2.4945534720369364,single_persistent_drop_needs_roi_qc,9244.36053955,7,3.5686692919437894e-06,1.2480025836473546e-06,1.0,0.0,3.5686692919437894e-06,-0.002261744081545461,0.0002741426822882903,0.0,1.0,-5.211058363880742e-06,6.316247399922204e-07,-6.306719257919786e-06,1.2594570666677824e-06,3.551361799206236e-06,5.862200631924922e-06,-0.0031387359613537598,-0.0027680986385232526,-0.0024255226661141303,0.6057692307692307,5.211058363880742e-06,1.4423076923076923
cycle88_rank3_obj6,88.0,control,0,86.0,,0.7769960856294926,synchronized_persistent_drop_low_frame_count,9106.526124716,7,2.3679400168437707e-06,6.68189538901009e-07,1.0,0.0,2.3679400168437707e-06,-0.0031233010863157763,0.001764546964703502,0.0,1.0,-7.196085702871549e-06,4.065516206676868e-06,-7.196085702871549e-06,2.0903167674361743e-07,2.3170899874244537e-06,4.536875366991669e-06,-0.0034794403593199235,-0.003129761195320283,-0.0027364232916502907,0.5865384615384617,7.196085702871549e-06,0.75
cycle62_rank1_obj4,62.0,control,0,60.0,,1.9750338827400629,single_persistent_drop_needs_roi_qc,9242.521957436,7,1.5932327634192358e-06,4.1271133346829975e-07,1.0,0.0,1.5932327634192358e-06,0.0009469023403594834,0.0008690089478677749,1.0,0.0,2.18166299218825e-06,2.0021966158873536e-06,2.18166299218825e-06,-4.094114216054284e-07,1.4785481134508204e-06,3.4369302988341226e-06,0.00046983562524491925,0.0009183532259173963,0.0013961018638097614,0.5865384615384616,2.18166299218825e-06,0.5769230769230769
cycle86_rank4_obj9,86.0,event,1,86.0,,1.1156177975150214,synchronized_persistent_drop_low_frame_count,9098.537893392,7,5.385509073626023e-06,2.6914715157924066e-06,1.0,0.0,5.385509073626023e-06,0.00018240652828527759,0.0016747916170241116,0.5714285714285714,0.42857142857142855,4.2026464116927957e-07,3.8587198856235535e-06,4.2026464116927957e-07,2.6694457668758897e-06,5.3076004942669705e-06,8.940731688852308e-06,-0.00047815919779251536,0.0001353554468460076,0.0009039588995150856,0.5865384615384616,4.2026464116927957e-07,-0.6346153846153846
cycle118_rank3_obj9,118.0,control,0,116.0,,0.6340187053993103,synchronized_persistent_drop_low_frame_count,9129.33806254,7,4.272308442180869e-06,1.7423690212767636e-06,1.0,0.0,4.272308442180869e-06,-9.698072506722186e-05,0.0008446829551389004,0.42857142857142855,0.5714285714285714,-2.2344359055487918e-07,1.9461495286400265e-06,-2.2344359055487918e-07,1.7907467603544035e-06,4.289463016824477e-06,6.709820083560693e-06,-0.001021979921001266,-3.322476046023767e-05,0.0009968858972337485,0.5673076923076924,2.2344359055487918e-07,-0.4807692307692308
cycle58_rank3_obj9,58.0,control,0,60.0,,0.8161872484866202,single_persistent_drop_needs_roi_qc,9250.204203328,7,3.643750798104462e-06,1.5735644540888428e-06,1.0,0.0,3.643750798104462e-06,-0.0013145713466197373,0.00015640143220409415,0.0,1.0,-3.0287723826118747e-06,3.6034889979823305e-07,-3.0287723826118747e-06,1.2467750894808714e-06,3.6150150786976277e-06,5.843175672335246e-06,-0.0017531994760450486,-0.0013171555324526557,-0.0009051869492093221,0.5480769230769231,3.0287723826118747e-06,1.3076923076923077
cycle90_rank5_obj10,90.0,control,0,86.0,,0.764701860494445,synchronized_persistent_drop_low_frame_count,9100.682447876,7,3.901084779550993e-06,1.7171812752356888e-06,1.0,0.0,3.901084779550993e-06,0.00015618379303725694,0.001240460710224639,0.5714285714285714,0.42857142857142855,3.5984745915784e-07,2.858021476357568e-06,3.5984745915784e-07,1.0112826753808693e-06,3.966991111182056e-06,7.575826178034715e-06,-0.0008259367737739516,0.00018992513366887205,0.0011863217577626867,0.5480769230769231,3.5984745915784e-07,-0.5384615384615385
cycle116_rank8_obj20,116.0,event,1,116.0,,1.0844116535413544,synchronized_persistent_drop_low_frame_count,9126.745852742,7,1.4399750470114455e-06,4.494183925111356e-07,1.0,0.0,1.4399750470114455e-06,-0.0024156938552927294,0.0014684328449135718,0.0,1.0,-5.565758642594448e-06,3.38326927468087e-06,-5.565758642594448e-06,6.663292336759862e-08,1.2726331631607296e-06,2.5110906647042617e-06,-0.00339285783267119,-0.0024571630919288682,-0.0015429342463760605,0.528846153846154,5.565758642594448e-06,0.8269230769230769
cycle88_rank5_obj9,88.0,control,0,86.0,,0.9442061661567512,synchronized_persistent_drop_low_frame_count,9106.526124716,7,5.2082050230117234e-06,3.6416591252651222e-06,1.0,0.0,5.2082050230117234e-06,-0.0010682187077793314,0.004419380841041564,0.42857142857142855,0.5714285714285714,-2.4611759027235795e-06,1.0182253457759765e-05,-2.4611759027235795e-06,2.6428272766101494e-06,5.31727581488295e-06,8.072022222556682e-06,-0.0019430002277727012,-0.0010435547094913987,-0.00018035007496149545,0.528846153846154,2.4611759027235795e-06,-0.25000000000000006
cycle158_rank4_obj8,158.0,control,0,156.0,,1.010899066972006,single_persistent_drop_needs_roi_qc,19531.183546792,7,1.6216343799173324e-07,9.390118138085665e-08,1.0,0.0,1.6216343799173324e-07,-0.0009793283198688523,0.0008454989061768202,0.0,1.0,-2.2563724489778357e-06,1.948029479831394e-06,-2.2563724489778357e-06,-6.717688635803764e-07,1.1171690050609578e-07,8.697497150541799e-07,-0.0012815556559797464,-0.0010033147177767464,-0.0005808645961241414,0.5288461538461539,2.2563724489778357e-06,0.6346153846153846
cycle58_rank1_obj1,58.0,control,0,60.0,,0.7330214581610461,single_persistent_drop_needs_roi_qc,9250.204203328,7,7.392301170326502e-07,1.8677816468119972e-07,1.0,0.0,7.392301170326502e-07,-0.0014525026178534236,0.00033712311326237034,0.0,1.0,-3.346566031534288e-06,7.767316529565011e-07,-3.2963431063291913e-06,-6.707761637784308e-07,7.484646633808793e-07,2.076033436483825e-06,-0.001855116718436186,-0.0014390737789507929,-0.001031201655336653,0.5096153846153847,3.346566031534288e-06,1.1923076923076923
cycle157_rank4_obj8,157.0,control,0,156.0,,0.8642722258468417,single_persistent_drop_needs_roi_qc,19505.143994464,7,-8.290821590338369e-07,2.1532123987680313e-07,0.0,1.0,8.290821590338369e-07,0.0005219739670840222,0.00027947253509637835,1.0,0.0,1.2026280201615873e-06,6.439047208620558e-07,1.4725518102318024e-06,-1.6368744746673212e-06,-8.408768428074178e-07,-1.0232940457443237e-08,0.0002304516227399335,0.0006391682201210864,0.0009479157016787715,0.5096153846153847,1.2026280201615873e-06,0.8653846153846154
cycle62_rank3_obj9,62.0,control,0,60.0,,1.5226033969557806,single_persistent_drop_needs_roi_qc,9242.521957436,7,3.2500966362218833e-06,1.3258742575466374e-06,1.0,0.0,3.2500966362218833e-06,-0.0020776191966109608,0.001019767720219515,0.0,1.0,-4.786834628991654e-06,2.349544827385762e-06,-4.786834628991654e-06,7.907098457162768e-07,3.334522323669975e-06,5.913824324126349e-06,-0.0024428686121499626,-0.0020549450066560124,-0.0016872991400193984,0.5096153846153847,4.786834628991654e-06,0.8076923076923077
cycle60_rank4_obj5,60.0,event,1,60.0,,1.5337954930279185,single_persistent_drop_needs_roi_qc,9244.36053955,7,9.666890543532338e-07,3.335022308180891e-07,1.0,0.0,9.666890543532338e-07,0.0005330349685013063,0.00013477086653972624,1.0,0.0,1.2281125674270097e-06,3.1051207650752944e-07,1.0160291174348965e-06,-1.0682754368158183e-06,7.020321278426798e-07,2.1820549738378065e-06,-0.0005551345535934163,0.0004222588279604439,0.001623884977180604,0.4903846153846154,1.2281125674270097e-06,1.0192307692307692
cycle158_rank6_obj3,158.0,control,0,156.0,,1.5361833653905674,single_persistent_drop_needs_roi_qc,19531.183546792,7,3.1667577977880994e-07,1.346517109145743e-07,1.0,0.0,3.1667577977880994e-07,-0.0006026708117096915,0.0002881968991819704,0.0,1.0,-1.3885535501791292e-06,6.640056557152598e-07,-2.1489587162701457e-06,-8.956647974315295e-07,1.2133303726544212e-07,9.87025781920206e-07,-0.0013463743362875536,-0.0009088346463699214,-0.00042860301829917907,0.4903846153846154,1.3885535501791292e-06,0.923076923076923
cycle157_rank2_obj2,157.0,control,0,156.0,,0.6756360226257907,single_persistent_drop_needs_roi_qc,19505.143994464,7,-1.6634062865670877e-06,6.269793883581203e-07,0.0,1.0,1.6634062865670877e-06,-0.0007980537448254371,0.0003094892468462517,0.0,1.0,-1.838715828077807e-06,7.130632247337635e-07,-1.838715828077807e-06,-2.8133703690899596e-06,-1.643554405520997e-06,-3.6698402841455293e-07,-0.0015129476120120128,-0.0007391124803017735,3.848079155858798e-05,0.451923076923077,1.838715828077807e-06,0.9423076923076923
cycle60_rank1_obj1,60.0,event,1,60.0,,1.990971834925495,single_persistent_drop_needs_roi_qc,9244.36053955,7,6.966665141967669e-07,2.1304704159069704e-07,1.0,0.0,6.966665141967669e-07,-0.0013385195130916636,0.0007586499447136217,0.0,1.0,-3.083948958163193e-06,1.7479294726201844e-06,-4.058696731345536e-06,-6.450641334660673e-07,5.015414355710269e-07,1.8971733228348325e-06,-0.002288085193685633,-0.0017819859799909801,-0.001127988084564481,0.451923076923077,3.083948958163193e-06,0.7884615384615384
cycle86_rank2_obj6,86.0,event,1,86.0,,2.198397308847956,synchronized_persistent_drop_low_frame_count,9098.537893392,7,2.0513616987142535e-06,1.049343819660183e-06,1.0,0.0,2.0513616987142535e-06,-0.0006995287785616363,0.0005496634352113068,0.0,1.0,-1.6117143058060102e-06,1.2664245547268506e-06,-1.9554819056947827e-06,1.3447250264855916e-07,2.1451709618248765e-06,3.947921903136735e-06,-0.001523350988058734,-0.0008388244248497942,-0.00018581042229003403,0.4326923076923077,1.6117143058060102e-06,0.6538461538461537
cycle156_rank8_obj10,156.0,event,1,156.0,,1.5796474218170364,single_persistent_drop_needs_roi_qc,19462.04443982,7,2.061299875560459e-06,1.1098365134817506e-06,1.0,0.0,2.061299875560459e-06,-0.0008894829265753074,0.00032559057810836105,0.0,1.0,-2.049368662829508e-06,7.501606919616639e-07,-2.3359594391990037e-06,6.248147307465008e-07,2.0922362594569272e-06,3.29746703918642e-06,-0.0011532569070054203,-0.0010051050787147778,-0.0008395680232270082,0.41346153846153844,2.049368662829508e-06,1.0
cycle86_rank5_obj8,86.0,event,1,86.0,,1.9606669965442456,synchronized_persistent_drop_low_frame_count,9098.537893392,7,2.7063069795207498e-06,1.3865058302821564e-06,1.0,0.0,2.7063069795207498e-06,-0.00028081018530006754,0.0017079956145201617,0.14285714285714285,0.8571428571428571,-6.469866669313556e-07,3.935221895854453e-06,-5.304166183579981e-07,-3.870068887707741e-07,2.857693433629604e-06,6.3651551445202455e-06,-0.0009466686256902355,-0.00018270406518153124,0.0004462205215220753,0.3942307692307694,6.469866669313556e-07,-0.375
cycle88_rank4_obj8,88.0,control,0,86.0,,0.5810432952277503,synchronized_persistent_drop_low_frame_count,9106.526124716,7,3.2645767658247877e-06,3.838725299832139e-06,1.0,0.0,3.2645767658247877e-06,-0.0045233276046616104,0.0057019387683259395,0.0,1.0,-1.0421746801140351e-05,1.3137266922222965e-05,-1.0421746801140351e-05,-1.2241978769813456e-07,3.2683331433784892e-06,6.266211428692461e-06,-0.004995528386814616,-0.004532580240538039,-0.003920977627594814,0.3173076923076924,1.0421746801140351e-05,0.6923076923076923
