roi_id,cycleNo,source_stem,local_cycle_index,object_candidate_rank,event_relative_bin,cycles_to_next_event,cycles_since_prev_event,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,validation_score,npz_path,n_frames,flow_method,train_fraction,mask_fraction,context_fraction,heldout_flow_pairs,particle_flow_mag_mean,particle_flow_mag_median,particle_flow_mag_q90,particle_flow_mag_slope,context_flow_mag_mean,context_flow_mag_median,context_flow_mag_q90,context_flow_mag_slope,boundary_flow_mag_mean,boundary_flow_mag_median,boundary_flow_mag_q90,boundary_flow_mag_slope,radial_flow_mean,radial_flow_median,radial_flow_q90,radial_flow_slope,abs_radial_flow_mean,abs_radial_flow_median,abs_radial_flow_q90,abs_radial_flow_slope,tangential_flow_mean,tangential_flow_median,tangential_flow_q90,tangential_flow_slope,divergence_mean,divergence_median,divergence_q90,divergence_slope,curl_mean,curl_median,curl_q90,curl_slope,gradient_aligned_flow_mean,gradient_aligned_flow_median,gradient_aligned_flow_q90,gradient_aligned_flow_slope,intensity_delta_abs_mean,intensity_delta_abs_median,intensity_delta_abs_q90,intensity_delta_abs_slope,particle_context_flow_ratio,boundary_particle_flow_ratio,radial_transport_bias,flow_acceleration_mean,apparent_transport_instability_score
source_balanced_cycle98_rank6_obj1_11_c2_x10_050723,98.0,11_c2_x10_050723,3,1,post_event_1_16,18.0,12.0,0.0,0.0,0.0,23.327083525321505,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle98_rank6_obj1_11_c2_x10_050723.npz,96,farneback,0.6,0.1886935763888889,0.7405598958333334,37,8.36893582806403e-07,8.071271508924838e-07,1.274492296943208e-06,-5.441115325014093e-09,4.045094532607536e-09,4.052090218920057e-09,5.613006237581431e-09,-2.6224168824566777e-11,1.1740090326921942e-07,1.1629773410959388e-07,1.6498993034019803e-07,-7.658571240966716e-10,-2.8142531853188244e-07,-2.778392168251184e-07,-4.178791083034214e-08,8.623841072520895e-10,5.407202752796729e-07,5.174887975505388e-07,8.055155034241742e-07,-2.3239442659861507e-09,5.273966197085888e-07,4.833870956099042e-07,7.014891592027768e-07,-4.661309514016018e-09,-7.521648656769261e-09,-7.70167751795725e-09,-1.6287472037745946e-09,-3.146181433232559e-11,1.1752460539884015e-07,1.1626570284306581e-07,1.789138082131103e-07,-4.09515509222489e-10,5.044815976374151e-08,4.474950898725183e-08,1.1398928165817777e-07,-1.726129380308303e-09,0.004686699122995944,0.004647557623684406,0.005153589695692062,2.7524763757990933e-05,165.8826365685279,0.1401143363289669,-0.5195030191302911,3.3086729445130914e-07,1.6069874716957768e-06
source_balanced_cycle98_rank6_obj2_11_c2_x10_050723,98.0,11_c2_x10_050723,3,2,post_event_1_16,18.0,12.0,0.0,0.0,0.0,24.558909812946133,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle98_rank6_obj2_11_c2_x10_050723.npz,96,farneback,0.6,0.1312934027777778,0.8186848958333334,37,9.391308393529668e-07,8.017005939109367e-07,1.6014121683838312e-06,-7.80563841790558e-11,1.154485514994782e-08,9.772080922232362e-09,1.6846083283894588e-08,-4.332810460451008e-11,3.7404264680168815e-07,3.055211266200786e-07,5.911107564315899e-07,-7.961143946806478e-10,-8.612699744415606e-08,-8.915446149328642e-08,1.1762931783271784e-07,-4.473400800813763e-09,3.8477144624459027e-07,3.499091718255393e-07,6.52411517976124e-07,6.264808264989309e-09,7.786007646823968e-07,6.546043720580449e-07,1.440615656123688e-06,-5.0867454902144015e-09,-1.5215230589619576e-08,-1.5578603296262372e-08,8.066493606406766e-09,-4.2861094839649874e-13,1.2433855958051567e-07,1.092494983367942e-07,2.1435949975057157e-07,1.530373530866389e-10,6.559374613438443e-08,6.118903428387057e-08,1.0491657889133418e-07,1.3902472612881128e-09,0.005572672417337024,0.0054198941215872765,0.00649998476728797,7.4674948765562505e-06,74.8618320520722,0.3978623305870046,-0.22325912993972355,6.372745768127667e-07,2.2467517534520158e-06
source_balanced_cycle100_rank7_obj1_11_c2_x10_050723,100.0,11_c2_x10_050723,5,1,post_event_1_16,16.0,14.0,0.0,1.0,0.0,23.335890706615764,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle100_rank7_obj1_11_c2_x10_050723.npz,96,farneback,0.6,0.23936631944444445,0.6534288194444444,37,7.413595503257474e-07,6.682013804493181e-07,1.2657151501116456e-06,-5.731677266098758e-09,4.108455437718734e-09,3.6655720681011417e-09,6.520136430765432e-09,-3.076277886870395e-11,8.864363955175627e-08,7.963810588762499e-08,1.3990724596624203e-07,-7.643930918926302e-10,-7.730506162618238e-08,-9.267612731224897e-08,2.5115229990397165e-08,-3.7609158426513054e-10,4.916434947959853e-07,4.2458684272060793e-07,9.069237511625704e-07,-4.468819488076185e-09,4.5439000681364154e-07,4.1506030513554375e-07,7.983991993182888e-07,-2.963738312703381e-09,-6.1435545018368345e-09,-6.077319536501591e-09,-3.4550435401570214e-09,2.3118053024038173e-11,1.0185170991290589e-07,8.583107558024494e-08,1.7558597278366504e-07,-8.267124570922441e-10,2.603540474501911e-08,2.6338931036207214e-08,7.501364791551167e-08,-3.469395923808201e-10,0.004697103141429457,0.004593470599502325,0.005056573729962111,1.8217755440090876e-05,145.12401240732245,0.11940796008195684,-0.15691887225303996,3.1462147376259963e-07,1.5837908168983637e-06
source_balanced_cycle100_rank7_obj2_11_c2_x10_050723,100.0,11_c2_x10_050723,5,2,post_event_1_16,16.0,14.0,0.0,1.0,0.0,24.28248417017058,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle100_rank7_obj2_11_c2_x10_050723.npz,96,farneback,0.6,0.12890625,0.8179253472222222,37,1.068270465240759e-06,9.78142111307534e-07,1.7656693671597166e-06,5.29337084317386e-09,1.1134215015439119e-08,1.0855748300286905e-08,1.632717641086856e-08,-2.039638791353756e-11,3.6800130577664793e-07,3.4729373510344885e-07,6.147122121546999e-07,2.2645899401532247e-10,-1.2123512535175626e-07,-1.1976122488404678e-07,1.1109020218583529e-07,-1.0343656308849941e-09,4.7210417873521053e-07,4.2369122751694787e-07,7.74286990694861e-07,1.930242923244102e-09,8.711123734581316e-07,7.95498754773257e-07,1.5759098235654927e-06,5.112248974244575e-09,-1.7781925351098044e-08,-1.7438232191580028e-08,-1.2805825067019372e-09,-6.973847030649796e-12,1.469320420288089e-07,1.296434959385806e-07,2.496477236491046e-07,8.155113733038129e-10,5.104191372940537e-08,4.2281307344183006e-08,1.3100743103677812e-07,1.8382864838577523e-09,0.0056589890170741725,0.005382625386118889,0.006599668320268393,1.7843555085866193e-05,88.03787174378662,0.34416110585621384,-0.2562546069152557,6.74492614254834e-07,2.4414407776580693e-06
source_balanced_cycle102_rank8_obj1_11_c2_x10_050723,102.0,11_c2_x10_050723,7,1,post_event_1_16,14.0,16.0,0.0,1.0,0.0,24.32786903333057,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle102_rank8_obj1_11_c2_x10_050723.npz,96,farneback,0.6,0.13606770833333334,0.8121744791666666,37,6.871795529002918e-07,6.286066991378902e-07,1.0678525768526014e-06,-5.224672418004898e-10,8.522902839936742e-09,7.65245200540221e-09,1.1442419278751003e-08,-6.926361944347782e-11,2.486148802263046e-07,2.1611835165913362e-07,3.588665492770815e-07,-1.0312298745818043e-09,-2.953025400691777e-08,-3.715049034862935e-08,2.0593059501854712e-07,3.3576720446570046e-09,3.970871355184327e-07,3.7230666059727786e-07,6.131748391681679e-07,1.1253457822703174e-09,4.800408014346915e-07,3.916880664106617e-07,9.157193026731072e-07,-1.633009628378097e-09,-1.36685046839505e-08,-1.521732073683779e-08,3.460116726472499e-09,-2.092194559425936e-11,9.704115738001034e-08,8.551912600296419e-08,1.492079292120252e-07,-2.825447364615041e-10,6.985954115490711e-08,6.296730248323001e-08,1.1963655310864851e-07,1.9853095772374676e-09,0.00534533549452553,0.0052618607878685,0.005707465391606092,8.754101557583824e-06,72.16072288571796,0.361264555418033,-0.07418037754086233,2.783195406487317e-07,1.3496316253367862e-06
source_balanced_cycle102_rank8_obj2_11_c2_x10_050723,102.0,11_c2_x10_050723,7,2,post_event_1_16,14.0,16.0,0.0,1.0,0.0,22.59967126305032,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle102_rank8_obj2_11_c2_x10_050723.npz,96,farneback,0.6,0.2201605902777778,0.685546875,37,6.814705601742832e-07,6.65507741359761e-07,1.153343509940896e-06,-1.4416638268299489e-08,3.7246268801926453e-09,3.3067140137177375e-09,6.063642654652312e-09,-6.455843301597052e-11,7.92232096141315e-08,6.688050291359104e-08,1.2851059238982998e-07,-1.4534257264344829e-09,-1.160662236633052e-07,-1.1376149874144079e-07,3.236513273101362e-08,3.627928519919169e-09,4.403335203145578e-07,3.973391928791556e-07,7.675316410428163e-07,-9.400646302513138e-09,4.239051201685995e-07,3.6260175123030156e-07,6.5608323312777e-07,-9.173631523552861e-09,-4.195332845389019e-09,-4.6032191391987e-09,2.303553703342231e-09,8.365441445031266e-11,9.067223867827419e-08,7.895173581573545e-08,1.5909076296338752e-07,-1.8978620822306957e-09,5.300802300404165e-08,4.7632717325996055e-08,1.0824814182797126e-07,-2.0671379196640847e-10,0.004562427377882036,0.004485436715185642,0.005090794805437326,1.2316413496648772e-05,144.23796364349016,0.11608297007551534,-0.2629898213500296,2.837268135004302e-07,1.4393731717914559e-06
source_balanced_cycle104_rank9_obj1_11_c2_x10_050723,104.0,11_c2_x10_050723,9,1,mid_pre_event_9_16,12.0,18.0,0.0,1.0,0.0,23.914457040802272,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle104_rank9_obj1_11_c2_x10_050723.npz,96,farneback,0.6,0.2255859375,0.6776258680555556,37,6.36956303725202e-07,6.16617967352795e-07,9.753142421686788e-07,-6.404477521520288e-09,2.958139070033619e-09,2.769732221352683e-09,3.887015598280641e-09,-3.636401308620574e-11,7.590553924747174e-08,7.350246988835352e-08,1.0709404989484027e-07,-9.237311346789781e-10,-1.2887202630985498e-07,-1.4139826500977213e-07,-6.054414065821649e-08,1.3252416922994278e-09,4.259913266691205e-07,4.0501772695199173e-07,6.535450747163305e-07,-4.049025566288849e-09,3.845881909858151e-07,3.914076621735487e-07,5.730794926160483e-07,-4.255501783164603e-09,-5.247366661307437e-09,-5.384527046459198e-09,-1.4366176914748508e-09,2.135607309244717e-11,9.109392678012866e-08,9.026739888895463e-08,1.3241756846582573e-07,-1.0835232071983716e-09,3.074387685572141e-08,1.5464562963529715e-08,8.298556366526099e-08,5.940362095065088e-11,0.004583309354210222,0.004467135760933161,0.0051116419956088064,1.653981697116352e-05,160.9231743643085,0.1189823484841179,-0.3018141546695141,2.3568372221739588e-07,1.2124340786844873e-06
source_balanced_cycle104_rank9_obj2_11_c2_x10_050723,104.0,11_c2_x10_050723,9,2,mid_pre_event_9_16,12.0,18.0,0.0,1.0,0.0,24.37434705398142,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle104_rank9_obj2_11_c2_x10_050723.npz,96,farneback,0.6,0.13856336805555555,0.8024088541666666,37,6.586913842953878e-07,6.269298751249153e-07,1.1155647598570793e-06,-3.1062875279204018e-09,8.965840850530762e-09,8.400393269880624e-09,1.3493088601990166e-08,-7.983313688745718e-11,2.303181545542159e-07,2.1343304013043962e-07,3.8878586678947607e-07,-1.3085337182384935e-09,-6.566936201363095e-08,-9.013216436556322e-08,1.7580499509669917e-07,2.791891653419752e-10,3.4579872962283527e-07,2.9894772384595373e-07,5.375888471979048e-07,1.9512866252417315e-09,4.886533356621838e-07,3.6898906376710026e-07,9.86445338741506e-07,-6.007369884164017e-09,-1.4062823128213608e-08,-1.542986183267203e-08,-2.0521824684038846e-09,9.763621395491082e-12,9.202270455553794e-08,7.515674838032282e-08,1.547921186784151e-07,-4.5777284455060887e-10,5.487417425633814e-08,4.441964662760256e-08,9.333976720427015e-08,2.0530808044904004e-09,0.005414503915990527,0.005308825522661209,0.005964612681418657,1.4050241918318457e-06,66.09491303087657,0.34913015394344926,-0.18935871560155476,3.662343522768828e-07,1.4838506052945724e-06
source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,106.0,12_c2_x10_070723,1,1,mid_pre_event_9_16,10.0,20.0,0.0,1.0,0.0,23.629607198020047,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle106_rank10_obj1_12_c2_x10_070723.npz,96,farneback,0.6,0.2248263888888889,0.6950954861111112,37,7.370145845691917e-07,6.416707947209943e-07,1.0413851214252643e-06,-1.4954436529205274e-08,2.61388753884838e-09,2.07191908074833e-09,3.564210482309704e-09,-5.734355967256185e-11,7.119937811700545e-08,5.847213557785835e-08,1.00923598722602e-07,-1.6712306493648595e-09,-7.298964874449004e-08,-6.86741032387982e-08,1.415689539031434e-07,-2.1940999599262e-09,5.037431358007383e-07,4.3620753901901756e-07,7.134182467015981e-07,-1.0616296671570354e-08,4.3085513988556133e-07,3.42332243073893e-07,6.728186781002348e-07,-8.350579854295608e-09,-3.3877197469950777e-09,-2.22858509424384e-09,2.150678413137541e-10,8.065175511661151e-11,1.0769353889142277e-07,8.982227228671036e-08,1.4669362826680297e-07,-2.2986481132202404e-09,5.881666531292995e-08,4.8279879649726354e-08,1.3186582066282425e-07,-3.076823523795219e-09,0.0049773050421798555,0.004680950194597244,0.005449144542217254,-2.081878328737403e-05,203.93954616641238,0.09647421555844637,-0.14460751136059982,3.9434317974003835e-07,1.435942749012233e-06
source_balanced_cycle106_rank10_obj2_12_c2_x10_070723,106.0,12_c2_x10_070723,1,2,mid_pre_event_9_16,10.0,20.0,0.0,1.0,0.0,23.87471907906338,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle106_rank10_obj2_12_c2_x10_070723.npz,96,farneback,0.6,0.22667100694444445,0.7014973958333334,37,6.7435007660815e-07,5.957511461929244e-07,1.035213108480093e-06,-1.1362875845028335e-08,2.231640422006403e-08,1.7950432251723214e-08,2.7590931495069525e-08,-1.0022584804134473e-09,8.398079550694412e-08,7.3536476463687e-08,1.2225902707996282e-07,-1.8576581642739395e-09,-1.1458952439900497e-07,-4.1380561255676585e-08,2.5281841715617396e-07,6.807724913562405e-09,4.606699238102223e-07,3.9159713109071364e-07,7.005535536938223e-07,-9.697615116113935e-09,3.9891535764568874e-07,3.6202813980384003e-07,6.332882726625473e-07,-5.246275686586747e-09,-5.130343990943424e-09,-3.336885212590346e-09,-8.840455922864979e-10,1.8979469898924415e-10,9.380365659003351e-08,8.176957067007606e-08,1.4932075487195104e-07,-1.6162216617464388e-09,7.178440050189558e-08,5.9123408391315024e-08,1.555808893272115e-07,-2.333351084447624e-09,0.004981611578448399,0.004722574260085821,0.0053740434348583214,-1.339629262018079e-05,28.921701229894794,0.12435150067462163,-0.24820660495551156,2.899110056217877e-07,1.3260075818368687e-06
source_balanced_cycle108_rank11_obj1_12_c2_x10_070723,108.0,12_c2_x10_070723,3,1,near_pre_event_1_8,8.0,22.0,1.0,1.0,0.0,23.272265275644223,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle108_rank11_obj1_12_c2_x10_070723.npz,96,farneback,0.6,0.18619791666666666,0.7450086805555556,37,1.5358454377107862e-06,1.299324253523082e-06,3.232224435123498e-06,-4.880527475884273e-08,5.304623068130393e-09,4.534095765507118e-09,1.2879900879170236e-08,-2.131950619152539e-10,1.423019932760043e-07,1.2113710567973612e-07,3.4491560541027866e-07,-5.130143087221853e-09,-1.149116862900604e-07,-1.5173642852184932e-07,6.312874893725974e-07,7.356941637248045e-09,1.052790047193824e-06,9.176259870828642e-07,2.3727447254946957e-06,-3.5794580464046354e-08,8.939265066762148e-07,8.106194851424203e-07,1.7135960288133665e-06,-2.5746052753973674e-08,-4.823541474649548e-09,-8.172689747176776e-10,4.701059008738184e-09,-3.7794967856086986e-11,2.447814679840121e-07,2.1328688148969377e-07,5.31519492596999e-07,-8.383861457135578e-09,7.912103714544769e-08,6.712910227690827e-09,5.164811227587051e-07,1.5455500359851305e-09,0.006592776487908653,0.0058373622596263885,0.010934903658926484,-5.9317036665668665e-05,243.60622690901553,0.09259356197066294,-0.10904609186247577,8.741035281269028e-07,4.111023416593679e-06
source_balanced_cycle108_rank11_obj2_12_c2_x10_070723,108.0,12_c2_x10_070723,3,2,near_pre_event_1_8,8.0,22.0,1.0,1.0,0.0,23.55256855416359,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle108_rank11_obj2_12_c2_x10_070723.npz,96,farneback,0.6,0.22233072916666666,0.7017144097222222,37,1.1064685194979403e-06,7.588033668071148e-07,3.0079045700404093e-06,-4.048546759142311e-08,4.010295473477754e-08,2.8919210137701157e-08,1.0090156763453705e-07,-1.68938685473811e-09,1.4271721131013396e-07,1.0580379949942653e-07,3.6365748883326883e-07,-5.326207541393961e-09,-1.649718881842599e-07,3.95073387726886e-08,4.2159618506015935e-07,-8.064511536964559e-09,8.041399818338159e-07,4.3162210021025284e-07,2.3188939958998466e-06,-3.088004149751829e-08,5.914460709652656e-07,5.042929007117216e-07,1.3596758814290543e-06,-1.9785898513677708e-08,-5.4527908829533565e-09,-2.589949810172243e-09,1.1032951108269612e-09,-1.4572150528486406e-11,1.621336134418796e-07,1.2272076332919823e-07,4.393050744511128e-07,-5.827992989000361e-09,8.590828469022125e-08,1.5032606270892757e-08,3.8993202338133416e-07,1.6230127027913646e-09,0.0061934838902104545,0.005272835958749056,0.010135623440146443,-4.5852507665513164e-05,26.91943989519927,0.12886796220161034,-0.2048983927099409,8.61851656313522e-07,3.870854626334345e-06
source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,5,1,near_pre_event_1_8,6.0,24.0,1.0,1.0,0.0,23.03471399548354,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj1_12_c2_x10_070723.npz,96,farneback,0.6,0.19270833333333334,0.7404513888888888,37,1.1653762574287857e-06,1.050652258527407e-06,1.8693267065827965e-06,2.3513740646161285e-08,2.660712557185603e-09,2.537764665078157e-09,3.73315427459886e-09,5.050717515049209e-11,8.61620573327609e-08,7.979915039868501e-08,1.2878842596819594e-07,1.7860383404570785e-09,-9.571827888193974e-08,-1.280125625506607e-07,2.341671432095247e-07,-3.4646534721413146e-09,7.490502838486267e-07,6.913218284069022e-07,1.2213713614946586e-06,1.5941993578803668e-08,7.390700338685005e-07,6.694989161603621e-07,1.213950222963848e-06,1.394791783502271e-08,-2.352440413848731e-09,-1.8559729308975648e-09,1.2369095081510281e-09,6.627770411439419e-11,1.7454246010079504e-07,1.6355831178316294e-07,2.8295375500420043e-07,3.8939225981986506e-09,4.536178803153394e-08,4.220343541305738e-08,1.6621261238469733e-07,-3.2996193796862235e-09,0.006269940414239426,0.006208898965269327,0.007846209220588207,6.826249056797336e-05,318.3468352742615,0.07387158027607708,-0.12761581582343268,4.976553592920633e-07,2.3682171043628683e-06
source_balanced_cycle110_rank12_obj2_12_c2_x10_070723,110.0,12_c2_x10_070723,5,2,near_pre_event_1_8,6.0,24.0,1.0,1.0,0.0,23.988204537386228,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj2_12_c2_x10_070723.npz,96,farneback,0.6,0.14322916666666666,0.7996961805555556,37,8.863642819591945e-07,8.995365874397976e-07,1.4164623280521474e-06,2.278543547402407e-08,9.641545447910735e-09,9.209707663160316e-09,1.4390840341604867e-08,1.5981019837108973e-10,3.2341677569080716e-07,3.217625703655358e-07,5.188179443393889e-07,7.78235459785196e-09,-4.682059009461443e-08,-3.864503514385697e-08,8.013884497904073e-08,-2.152987282799112e-09,5.774939229646705e-07,5.912467428179039e-07,9.110410527544927e-07,1.6705068214133203e-08,5.479485733808342e-07,5.223689775408379e-07,8.808079682999195e-07,1.2162457559345855e-08,-5.547279821679982e-09,-5.085282417383041e-09,1.6023189886027464e-08,3.5275114208391173e-10,1.2432104234960661e-07,1.270863378977083e-07,2.0290846407533526e-07,3.322266180826796e-09,3.775322562679425e-08,3.3022651280134596e-08,1.402376597070542e-07,-1.1049497200462117e-09,0.007526674182028384,0.00720951845869422,0.009401994943618774,6.742780617910316e-05,83.29281553115156,0.3644690036168027,-0.08093531882697726,4.493729287939156e-07,1.881857342453919e-06
source_balanced_cycle112_rank13_obj1_12_c2_x10_070723,112.0,12_c2_x10_070723,7,1,near_pre_event_1_8,4.0,26.0,1.0,1.0,0.0,24.199332988208194,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle112_rank13_obj1_12_c2_x10_070723.npz,96,farneback,0.6,0.1259765625,0.8312717013888888,37,5.904562055388237e-07,6.024864092069038e-07,8.556641091672644e-07,1.2908284874582453e-09,7.472393718803164e-09,7.560922554716853e-09,9.381288990084612e-09,-2.4758075785488077e-11,2.6844478063871114e-07,2.6600628189044073e-07,3.685492686145153e-07,-5.393065857969408e-10,6.154210773713271e-08,5.403390766765511e-08,1.9679421740664104e-07,-3.9638477389959186e-10,3.3871599418307503e-07,2.614508568166786e-07,5.306216218149664e-07,-2.576280049826414e-12,4.006627762938667e-07,3.533901278444699e-07,6.32410150190194e-07,1.658675885890501e-09,-2.3403979977744516e-09,-3.161594763767539e-09,1.320937403903599e-08,-7.859337483410014e-11,7.671808941876333e-08,7.605316909575777e-08,1.0247222803627665e-07,8.082142804965732e-11,7.695472581092633e-08,8.015206276468234e-08,1.5017546388662593e-07,1.855703895695146e-09,0.005970689908576173,0.0059140645898878574,0.006625696271657944,1.3965345285885854e-05,69.69178075711916,0.4538709343562551,0.18115752213882308,2.1289019179625433e-07,1.0817632861738723e-06
source_balanced_cycle112_rank13_obj2_12_c2_x10_070723,112.0,12_c2_x10_070723,7,2,near_pre_event_1_8,4.0,26.0,1.0,1.0,0.0,23.08806596464201,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle112_rank13_obj2_12_c2_x10_070723.npz,96,farneback,0.6,0.24088541666666666,0.6822916666666666,37,3.0536154044997403e-07,2.885213064018899e-07,4.828145335977751e-07,1.1341069029047355e-09,7.966451529981964e-10,7.432381377014963e-10,1.1244018160994073e-09,-1.0181947627372457e-11,2.6940616512424516e-08,2.5004244008641763e-08,4.16428520111367e-08,-1.6030837792043876e-10,-9.819113834071336e-08,-1.0358627075342313e-07,-3.620519904516234e-08,2.9090994415169903e-11,2.3119171578091112e-07,2.1375036613127692e-07,3.7668294502911914e-07,8.230183229170503e-10,1.5442234739736906e-07,1.5627690912186224e-07,2.3079959914953697e-07,5.651504497281476e-10,-9.215076941943162e-10,-8.360009906560606e-10,1.0616670736984791e-10,2.548654733171798e-12,4.8146524821045144e-08,4.497425010185907e-08,7.76912742139757e-08,2.4192716446143087e-10,4.0163286371611074e-08,4.063129566134194e-08,5.1079936014275514e-08,4.527799728452573e-10,0.006626694853342063,0.006509559229016304,0.00708080930635333,1.1628215241384194e-05,169.96207622879473,0.08793733205824399,-0.42288820688746476,1.855685825249667e-07,6.684891490573593e-07
source_balanced_cycle114_rank14_obj1_12_c2_x10_070723,114.0,12_c2_x10_070723,9,1,near_pre_event_1_8,2.0,28.0,1.0,1.0,0.0,23.942180100195944,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle114_rank14_obj1_12_c2_x10_070723.npz,96,farneback,0.6,0.19205729166666666,0.736328125,37,6.573995761214433e-07,6.119783506619569e-07,1.1189777751496876e-06,-1.1376580000903855e-08,2.040186722265727e-09,2.0093424701883578e-09,2.8413480901434694e-09,-2.835241474714135e-11,6.429442299881393e-08,5.948260195509647e-08,9.817532031775043e-08,-1.1719846462047648e-09,5.670062843129222e-08,1.4516219220542954e-08,3.6128037902592854e-07,-1.2036978978588592e-09,4.205011881349562e-07,3.5795625097721155e-07,7.098215616759623e-07,-8.64074772242969e-09,4.1788652301012525e-07,3.866329048725868e-07,7.286917737806232e-07,-5.627524301423112e-09,-3.2864362413886004e-09,-2.6371811401304512e-09,1.6520081691506748e-10,1.512732101152672e-11,9.104867279338455e-08,7.938336921142763e-08,1.6601827894646702e-07,-1.526719575797315e-09,7.901578202851312e-08,7.734826112937299e-08,1.3918362355980206e-07,-1.255530278552628e-10,0.004682201804039446,0.004564148373901844,0.005311664007604122,1.7502361373342633e-05,216.23657892680694,0.0976525886871997,0.13452068470359288,4.166228969716536e-07,1.535765160095784e-06
source_balanced_cycle114_rank14_obj2_12_c2_x10_070723,114.0,12_c2_x10_070723,9,2,near_pre_event_1_8,2.0,28.0,1.0,1.0,0.0,23.740731379998923,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle114_rank14_obj2_12_c2_x10_070723.npz,96,farneback,0.6,0.1669921875,0.78125,37,5.873725430122962e-07,5.363912691791484e-07,8.833012884679192e-07,-2.610172250932273e-09,3.47925542790698e-08,3.168563367239585e-08,5.193526604330144e-08,-6.74634141712343e-10,6.342526595217903e-08,6.089579329682238e-08,9.498984638867113e-08,-3.4339563572431193e-10,-1.2686240113876047e-07,-1.1558509081201544e-07,1.0461017944770646e-07,1.7585734890329647e-09,3.9224426772904935e-07,3.8069710013790785e-07,5.982038537135065e-07,-1.896456499938246e-09,3.5759475282579523e-07,3.1787828147391557e-07,5.225143638143105e-07,-1.5892984319357928e-09,-3.3633683972296096e-09,-3.088727273947711e-09,-2.2265068677640452e-10,2.4955856713628042e-11,7.688024362474189e-08,7.025339954225274e-08,1.1470133500779412e-07,-3.6440814477436224e-10,8.310855958981733e-08,7.447740557608995e-08,1.6547509744668785e-07,1.0684305478701728e-09,0.0044177323957351414,0.00434755627065897,0.004857046343386173,8.664094574039416e-06,16.410467340012403,0.10779780039948862,-0.32260457824694955,2.3710664167866628e-07,1.1206301626132083e-06
