cycleNo,n_tracked_rois,radius2_slope_full_px2_per_s,radius2_slope_r2,apparent_diffusion_proxy_full_px2_per_s,roi_mean_delta_corrected,active_fraction_last,stage_drift_xy
86.0,6,-0.12702813528552953,0.178212954380205,-0.03175703382138238,-1.82421875,0.1084572120949074,0.22363409516745456
116.0,6,-0.16709500781346362,0.2843446811986486,-0.041773751953365905,-6.630208333333333,0.04892306857638889,0.22363409516745456
