roi_id,cycleNo,source_stem,local_cycle_index,expansion_cycle_rank,object_candidate_rank,selection_reason,event_relative_bin,cohort_role,cycles_to_next_event,cycles_since_prev_event,future_event_within_32cycles,past_event_within_16cycles,already_in_existing_video_cohort,validation_score,validation_label,object_x_full_approx,object_y_full_approx,object_area_ds_px,object_mean_residual,object_mean_abs_z,crop_x0,crop_y0,crop_x1,crop_y1,crop_size_full,output_size,n_frames,first_frame_index,last_frame_index,roi_mean_first,roi_mean_last,roi_mean_delta_last_minus_first,roi_norm_mean_first,roi_norm_mean_last,roi_norm_mean_delta_last_minus_first,stage_drift_xy_sampled,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,npz_path,preview_png,persistence_mse_mean,persistence_mse_p95,persistence_mse_late_mean,velocity_mse_mean,velocity_mse_p95,velocity_minus_persistence_mse,temporal_energy_mean,temporal_energy_p95,temporal_energy_late_minus_early,roi_norm_mean_late_minus_early,roi_norm_mean_positive_step_fraction,raw_roi_mean_delta_last_minus_first,stage_drift_xy_recomputed,n_loaded_frames,frame_height,frame_width,mask_base_area_fraction,mask_area_fraction_median,mask_area_fraction_iqr,mask_area_fraction_slope,mask_centroid_path_px,mask_centroid_max_step_px,mask_centroid_drift_px,masked_minus_background_mean_median,masked_minus_background_mean_slope,front_radius_q60_median_px,front_radius_q60_delta_px,front_radius_q60_slope_px_per_norm_time,front_radius_q70_median_px,front_radius_q70_delta_px,front_radius_q70_slope_px_per_norm_time,front_radius_q80_median_px,front_radius_q80_delta_px,front_radius_q80_slope_px_per_norm_time,front_radius_q70_positive_step_fraction,front_gradient_peak_radius_median_px,front_gradient_peak_radius_slope_px_per_norm_time,apparent_diffusion_q70_px2_per_norm_time,apparent_diffusion_q70_um2_per_norm_time,pixel_size_um_assumed,clean_pre_1_8_vs_post_control,clean_pre_1_16_vs_post_control,clean_pre_1_32_vs_post_control,near_pre_vs_far_pre,post_event_vs_control
source_balanced_cycle98_rank6_obj1_11_c2_x10_050723,98.0,11_c2_x10_050723,3,6,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,18.0,12.0,1.0,1.0,True,23.327083525321505,source_balanced_pre_event_candidate,1343.0679611650485,204.50485436893203,103.0,8562.1708984375,21.21138000488281,1247,109,1439,301,192,96,96,2706,3607,8874.2353515625,8886.8251953125,12.58984375,0.0713426172733306,0.0721612051129341,0.0008185878396034,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle98_rank6_obj1_11_c2_x10_050723.npz,,4.659859769162722e-05,0.0001645323827688,3.961705806432292e-05,0.0001287922204937,0.0004765924823004,8.213662658818066e-05,0.0065479748882353,0.0071900905575603,-0.0007657189853489,0.0014048533824582,0.4842105263157895,12.58984375,0.2236067994159794,96,96,96,0.2514105902777778,0.2344835069444444,0.0041232638888888,0.0075304658415664,6.3776746491649,0.2084569135871675,0.1414547262576006,0.1437457483261823,0.002444165374738,11.0,0.0,,10.0,0.0,-0.0025773195876288,8.0,0.0,0.023840206185567,0.0105263157894736,13.0,4.110824742268044,-0.0489690721649484,-0.0018051958762886,0.192,0.0,0.0,0.0,,1.0
source_balanced_cycle98_rank6_obj2_11_c2_x10_050723,98.0,11_c2_x10_050723,3,6,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,18.0,12.0,1.0,1.0,True,24.558909812946133,source_balanced_pre_event_candidate,835.7142857142857,94.66666666666669,42.0,13457.7646484375,29.523515701293945,740,0,932,192,192,96,96,2706,3607,8964.4775390625,8968.39453125,3.9169921875,0.0811750218272209,0.0818297043442726,0.0006546825170516,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle98_rank6_obj2_11_c2_x10_050723.npz,,7.401790207950398e-05,0.0002658739103935,6.31320581305772e-05,0.0002081163402181,0.0007754977443255,0.00013398558076,0.0082648331299424,0.0089986460283398,-0.0009861774742603,0.0011544865556061,0.4947368421052631,3.9169921875,0.2236067994159794,96,96,96,0.2349175347222222,0.2163628472222222,0.0046657986111111,0.0072535354247207,10.347946320995971,0.3395098492233528,0.3416539066466925,0.1371966004371643,-0.0004229248434151,5.0,0.0,-0.0264175257731958,5.0,0.0,,5.0,0.0,,0.0,5.0,,,,0.192,0.0,0.0,0.0,,1.0
source_balanced_cycle100_rank7_obj1_11_c2_x10_050723,100.0,11_c2_x10_050723,5,7,1,post_event_1_16,post_event_1_16,source_balanced_pre_event_sampling,16.0,14.0,1.0,1.0,True,23.335890706615764,source_balanced_pre_event_candidate,1342.2222222222222,204.22222222222223,108.0,8197.46484375,20.41080665588379,1246,108,1438,300,192,96,96,4510,5411,8880.9482421875,8886.0986328125,5.150390625,0.0715180411934852,0.0717115476727485,0.0001935064792633,0.2915475947422533,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle100_rank7_obj1_11_c2_x10_050723.npz,,3.925899727619253e-05,0.0001542303121823,3.9539831050205976e-05,0.0001123591209761,0.0004433865309692,7.316670962609351e-05,0.0062619340606033,0.006691812351346,4.419684410095215e-05,0.0009816125966608,0.5368421052631579,5.150390625,0.2915601564253875,96,96,96,0.2560763888888889,0.2387152777777778,0.0034993489583333,-0.0048052076621563,7.4054654302842255,0.187679365472133,0.4174749834921279,0.1415381412953138,0.0064054882182672,11.0,0.0,,10.0,0.0,0.0251288659793814,8.0,0.0,0.0128865979381443,0.0210526315789473,13.0,-4.807345360824744,0.4774484536082481,0.0176006597938144,0.192,0.0,0.0,0.0,,1.0
source_balanced_cycle100_rank7_obj2_11_c2_x10_050723,100.0,11_c2_x10_050723,5,7,2,post_event_1_16,post_event_1_16,source_balanced_pre_event_sampling,16.0,14.0,1.0,1.0,True,24.28248417017058,source_balanced_pre_event_candidate,834.3111111111111,94.22222222222224,45.0,12717.9267578125,27.73917961120605,738,0,930,192,192,96,96,4510,5411,8958.8818359375,8964.2412109375,5.359375,0.0806672275066375,0.0808861553668975,0.00021892786026,0.2915475947422533,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle100_rank7_obj2_11_c2_x10_050723.npz,,6.338733510347083e-05,0.0002497651643352,6.409709749277681e-05,0.0001845976075856,0.0007306311745196,0.0001213191935676,0.0079565402120351,0.0084346166811883,9.234156459569932e-05,0.0008564217326541,0.5263157894736842,5.359375,0.2915601564253875,96,96,96,0.2331814236111111,0.2165256076388889,0.0038248697916666,-0.0056121581471935,10.196151655924307,0.2645472943456946,0.1642963110055434,0.1362993456423282,0.0049354914292577,5.0,0.0,,5.0,0.0,,5.0,0.0,,0.0,5.0,1.0818298969072169,,,0.192,0.0,0.0,0.0,,1.0
source_balanced_cycle102_rank8_obj1_11_c2_x10_050723,102.0,11_c2_x10_050723,7,8,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,14.0,16.0,1.0,1.0,True,24.32786903333057,source_balanced_pre_event_candidate,834.3111111111111,93.77777777777776,45.0,12752.44140625,27.896915435791016,738,0,930,192,192,96,96,6314,7215,8966.798828125,8960.958984375,-5.83984375,0.0812777653336525,0.0810524895787239,-0.0002252757549285,0.2236067977499789,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle102_rank8_obj1_11_c2_x10_050723.npz,,6.342729466268793e-05,0.0002500007976777,6.312074401648715e-05,0.0001859358308138,0.0007352706568781,0.0001225031446665,0.0079600056633353,0.0082396180368959,-5.596131086349487e-05,-0.0001374293739596,0.5578947368421052,-5.83984375,0.2236067994159794,96,96,96,0.2360026041666666,0.21728515625,0.0045572916666666,0.0034741798217353,10.920888776114095,0.2922191352044944,0.2005982680398149,0.1357398126274347,0.00088737415121,5.0,-1.0,-0.8820876288659797,5.0,0.0,,5.0,0.0,,0.0,6.0,-0.1797680412371134,,,0.192,0.0,0.0,0.0,,1.0
source_balanced_cycle102_rank8_obj2_11_c2_x10_050723,102.0,11_c2_x10_050723,7,8,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,14.0,16.0,1.0,1.0,True,22.59967126305032,source_balanced_pre_event_candidate,1337.7518248175184,199.94160583941607,137.0,6112.04638671875,17.030691146850586,1242,104,1434,296,192,96,96,6314,7215,8884.5400390625,8882.544921875,-1.9951171875,0.0714252293109893,0.0714001283049583,-2.5101006031036377e-05,0.2236067977499789,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle102_rank8_obj2_11_c2_x10_050723.npz,,3.8753867556806654e-05,0.0001520817189884,3.856224429910071e-05,0.0001114254409912,0.0004386497559607,7.268086483236402e-05,0.0062214187346398,0.0064609799068421,-5.581323057413101e-05,8.766120299696922e-05,0.5473684210526316,-1.9951171875,0.2236067994159794,96,96,96,0.2595486111111111,0.2418619791666666,0.0032009548611111,0.0032326260246635,6.711356280367303,0.205216061057043,0.4227587931865127,0.1405532006174326,0.0021975582907187,11.0,0.0,,11.0,1.0,1.1436855670103097,6.0,0.0,,0.0105263157894736,12.0,0.0122422680412371,24.017396907216504,0.8853773195876299,0.192,0.0,0.0,0.0,,1.0
source_balanced_cycle104_rank9_obj1_11_c2_x10_050723,104.0,11_c2_x10_050723,9,9,1,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,12.0,18.0,1.0,0.0,True,23.914457040802272,source_balanced_pre_event_candidate,1342.125,203.375,96.0,9298.2919921875,22.527719497680664,1246,107,1438,299,192,96,96,8118,9019,8889.599609375,8880.17578125,-9.423828125,0.071883849799633,0.0714762508869171,-0.0004075989127159,0.2500000000000227,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle104_rank9_obj1_11_c2_x10_050723.npz,,3.839456621790305e-05,0.0001508090783318,3.837500844383612e-05,0.0001105977717088,0.0004369754635263,7.219647523015738e-05,0.0061954008415341,0.0064032320398837,8.536968380212784e-06,0.0001363987103104,0.4947368421052631,-9.423828125,0.2499877956510899,96,96,96,0.25390625,0.2398003472222222,0.0035807291666666,0.0001387798226302,7.366996712252171,0.1825461630977529,0.0409325717361136,0.1414481867104768,0.002660457433691,11.0,0.0,0.0135309278350515,10.0,0.0,0.053479381443299,8.0,0.0,0.0567010309278349,0.0210526315789473,13.0,-1.8923969072164957,0.954252577319588,0.0351775670103092,0.192,,1.0,1.0,,
source_balanced_cycle104_rank9_obj2_11_c2_x10_050723,104.0,11_c2_x10_050723,9,9,2,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,12.0,18.0,1.0,0.0,True,24.37434705398142,source_balanced_pre_event_candidate,834.3111111111111,93.77777777777776,45.0,12765.328125,27.745155334472656,738,0,930,192,192,96,96,8118,9019,8966.6513671875,8957.9599609375,-8.69140625,0.0820925906300544,0.0816598460078239,-0.0004327446222305,0.2500000000000227,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle104_rank9_obj2_11_c2_x10_050723.npz,,6.336763908620924e-05,0.000249799049925,6.330760515993461e-05,0.000186421253602,0.0007358949980698,0.0001230260386364,0.0079593369737267,0.0081622197292745,3.738701343536377e-05,5.745328962802887e-06,0.4947368421052631,-8.69140625,0.2499877956510899,96,96,96,0.2379557291666666,0.2207573784722222,0.0040147569444444,0.0010787771602949,11.908372296887087,0.2843303864806681,0.1194133396515465,0.1348701976239681,0.0013737745352627,5.0,0.0,,5.0,0.0,,5.0,0.0,,0.0,6.0,0.5554123711340209,,,0.192,,1.0,1.0,,
source_balanced_cycle106_rank10_obj1_12_c2_x10_070723,106.0,12_c2_x10_070723,1,10,1,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,10.0,20.0,1.0,0.0,False,23.629607198020047,source_balanced_pre_event_candidate,1341.0181818181818,198.21818181818185,110.0,8347.205078125,19.803709030151367,1245,102,1437,294,192,96,96,904,1807,8853.5986328125,8840.9873046875,-12.611328125,0.0748025104403495,0.0742675215005874,-0.0005349889397621,0.2121320343559321,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle106_rank10_obj1_12_c2_x10_070723.npz,,5.136245454195887e-05,0.0001820005600166,5.873591362615116e-05,0.0001382935734,0.0005074409942608,8.685090142535046e-05,0.006997478660196,0.0100903566926717,-3.485195338726044e-05,0.0015991069376468,0.5263157894736842,-12.611328125,0.2121234070718645,96,96,96,0.2618272569444444,0.2403971354166666,0.0091417100694444,0.0079217060871277,6.645828530001938,0.1666625710127633,0.6791474338450477,0.1462211869657039,0.0053991531189915,10.0,-2.0,-2.5045103092783507,9.0,-3.0,-3.469072164948455,8.0,-2.0,-2.47938144329897,0.031578947368421,2.0,0.0483247422680412,-65.5786082474227,-2.417489814432991,0.192,,1.0,1.0,,
source_balanced_cycle106_rank10_obj2_12_c2_x10_070723,106.0,12_c2_x10_070723,1,10,2,mid_pre_event_9_16,mid_pre_event_9_16,source_balanced_pre_event_sampling,10.0,20.0,1.0,0.0,False,23.87471907906338,source_balanced_pre_event_candidate,1664.225352112676,223.2112676056338,71.0,10313.61328125,22.96823501586914,1568,127,1760,319,192,96,96,904,1807,8251.080078125,8235.2099609375,-15.8701171875,0.078857809305191,0.0780631303787231,-0.0007946789264678,0.2121320343559321,0.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle106_rank10_obj2_12_c2_x10_070723.npz,,5.1440401875879616e-05,0.0001783473424438,6.0734320868505165e-05,0.0001349197846138,0.0004870705815847,8.339915075339377e-05,0.0069480906240642,0.0104795190505683,1.1669006198644638e-05,0.0022962397585312,0.5052631578947369,-15.8701171875,0.2121234070718645,96,96,96,0.2557508680555556,0.2327473958333333,0.0125325520833333,0.0136134965859464,8.003835922836279,0.2202328647589275,0.574857193756308,0.1597598921507597,0.0066882028105217,10.0,0.0,,9.0,-1.0,-0.9117268041237114,9.0,0.0,,0.0105263157894736,10.0,-1.4613402061855676,-17.322809278350523,-0.6385880412371138,0.192,,1.0,1.0,,
source_balanced_cycle108_rank11_obj1_12_c2_x10_070723,108.0,12_c2_x10_070723,3,11,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,8.0,22.0,1.0,0.0,True,23.272265275644223,source_balanced_pre_event_candidate,1344.7118644067796,206.2372881355932,118.0,7579.54248046875,18.480348587036133,1249,110,1441,302,192,96,96,2712,3615,8847.9951171875,8846.1474609375,-1.84765625,0.0744398459792137,0.074378527700901,-6.13182783126831e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle108_rank11_obj1_12_c2_x10_070723.npz,,5.696270454791375e-05,0.0001979876687983,5.703317583538592e-05,0.0001594552886672,0.0005592489731498,0.0001023380027618,0.007338429801166,0.0117458006367087,0.0010609603486955,0.0015261390556891,0.5263157894736842,-1.84765625,0.2236067994159794,96,96,96,0.2634548611111111,0.2475043402777778,0.0052897135416666,-0.0101182725694444,7.400744388241619,0.247142173033017,0.1963111923632235,0.1441810447722673,0.00991441666139,11.0,0.0,-0.2976804123711339,9.0,1.0,-0.525773195876289,6.0,0.0,,0.0947368421052631,13.0,3.218427835051548,-8.509020618556704,-0.3136765360824744,0.192,1.0,1.0,1.0,1.0,
source_balanced_cycle108_rank11_obj2_12_c2_x10_070723,108.0,12_c2_x10_070723,3,11,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,8.0,22.0,1.0,0.0,True,23.55256855416359,source_balanced_pre_event_candidate,1665.6533333333334,226.02666666666667,75.0,9762.6484375,21.80430603027344,1570,130,1762,322,192,96,96,2712,3615,8227.8125,8228.380859375,0.568359375,0.0769208893179893,0.0768555477261543,-6.534159183502197e-05,0.2236067977498773,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle108_rank11_obj2_12_c2_x10_070723.npz,,5.770324787590653e-05,0.0001933907646161,5.820326623506844e-05,0.0001589314924785,0.0005387751210946,0.0001010406413115,0.0073018907569348,0.0124930378980934,0.0012577096931636,0.0022623987557987,0.5263157894736842,0.568359375,0.2236067994159794,96,96,96,0.251953125,0.2354600694444444,0.0056694878472222,-0.0072333302011741,7.977098221783928,0.2865618236102834,0.1115264621898154,0.157539838925004,0.012553759603329,10.0,0.0,,10.0,0.0,0.0115979381443299,9.0,-1.0,0.2570876288659794,0.0210526315789473,4.0,-0.5000000000000002,0.220360824742268,0.0081233814432989,0.192,1.0,1.0,1.0,1.0,
source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,5,12,1,near_pre_event_1_8,near_pre_event_1_8,source_balanced_pre_event_sampling,6.0,24.0,1.0,0.0,True,23.03471399548354,source_balanced_pre_event_candidate,1346.7768595041323,202.54545454545453,121.0,6796.548828125,17.81061363220215,1251,107,1443,299,192,96,96,4521,5424,8822.193359375,8827.9375,5.744140625,0.0756309404969215,0.0757838860154151,0.0001529455184936,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj1_12_c2_x10_070723.npz,,7.967016426846385e-05,0.0002363713108934,5.389114812714979e-05,0.0002210096135968,0.0006613905978156,0.0001418118190485,0.0082283737137913,0.0116092327982187,-0.0018472801893949,0.0008931274836262,0.5157894736842106,5.744140625,0.2121665610542643,96,96,96,0.2652994791666667,0.2492947048611111,0.0043674045138888,0.0018825815032574,7.847383620450403,0.1919757596513478,0.1430511318207442,0.1465009804815054,0.005639637854027,11.0,0.0,0.0625,6.0,0.0,-0.1172680412371134,5.0,0.0,-0.0167525773195876,0.031578947368421,2.0,-0.0960051546391752,-1.641752577319589,-0.0605215670103092,0.192,1.0,1.0,1.0,1.0,
source_balanced_cycle110_rank12_obj2_12_c2_x10_070723,110.0,12_c2_x10_070723,5,12,2,near_pre_event_1_8,near_pre_event_1_8,source_balanced_pre_event_sampling,6.0,24.0,1.0,0.0,True,23.988204537386228,source_balanced_pre_event_candidate,839.8367346938776,97.3877551020408,49.0,11246.7548828125,25.28079605102539,744,1,936,193,192,96,96,4521,5424,8950.5302734375,8944.8525390625,-5.677734375,0.0902780815958976,0.0898862034082412,-0.0003918781876564,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj2_12_c2_x10_070723.npz,,0.0001226124295499,0.0004094739677384,9.030968794832006e-05,0.0003441145818214,0.0011743554496206,0.0002222407056251,0.0104225482791662,0.0141497799195349,-0.0019650096073746,0.0007177229660252,0.5157894736842106,-5.677734375,0.2121665610542643,96,96,96,0.2466362847222222,0.22705078125,0.0054796006944444,0.0031056617133805,16.534671594923893,0.8014715179098274,0.5101979472720155,0.1424839068204164,0.0049557492770638,6.0,-1.0,-0.403994845360825,5.0,0.0,,5.0,0.0,,0.0,5.0,-0.0186855670103092,,,0.192,1.0,1.0,1.0,1.0,
source_balanced_cycle112_rank13_obj1_12_c2_x10_070723,112.0,12_c2_x10_070723,7,13,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,26.0,1.0,0.0,True,24.199332988208194,source_balanced_pre_event_candidate,840.25,97.91666666666669,48.0,11418.2138671875,26.13363075256348,744,2,936,194,192,96,96,6329,7232,8936.3203125,8931.7939453125,-4.5263671875,0.0892989188432693,0.0890530347824096,-0.0002458840608596,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle112_rank13_obj1_12_c2_x10_070723.npz,,0.0001109800505219,0.0003652345912996,0.0001041275827446,0.0002980294812005,0.0010491410794202,0.0001866551028797,0.0098066292703151,0.0128170566633343,-0.0019207037985324,0.0003836591107149,0.5157894736842106,-4.5263671875,0.2121665610542643,96,96,96,0.2427300347222222,0.2174479166666666,0.0213758680555555,0.016723423069695,12.478098144181107,0.7075169902884336,0.1453912384570187,0.1444925665855407,0.0007663392413829,6.0,0.0,0.121778350515464,5.0,0.0,,5.0,0.0,,0.0,5.0,-0.9684278350515468,,,0.192,1.0,1.0,1.0,1.0,
source_balanced_cycle112_rank13_obj2_12_c2_x10_070723,112.0,12_c2_x10_070723,7,13,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,4.0,26.0,1.0,0.0,True,23.08806596464201,source_balanced_pre_event_candidate,1199.6571428571428,1123.0285714285717,70.0,9125.0146484375,20.91178703308105,1104,1008,1296,1200,192,96,96,6329,7232,8304.390625,8298.8212890625,-5.5693359375,0.073902353644371,0.0733919516205787,-0.0005104020237922,0.2121320343559321,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle112_rank13_obj2_12_c2_x10_070723.npz,,0.0001253833615919,0.0003491912633762,0.0001272894733119,0.0003198879421688,0.000973139272537,0.0001939698850037,0.0100427297875285,0.0139710855670273,-0.0021347794681787,0.0005129359972973,0.4842105263157895,-5.5693359375,0.2121665610542643,96,96,96,0.2772352430555556,0.2513020833333333,0.0166015625,0.0064516187670031,8.689187647140875,0.6353760613135443,0.4957223093715654,0.1501655671745538,0.0032584968949524,15.0,1.0,0.208118556701031,13.0,2.0,-0.114046391752577,13.0,0.0,0.1359536082474225,0.0842105263157894,2.0,13.625644329896916,-2.6011597938144373,-0.0958891546391751,0.192,1.0,1.0,1.0,1.0,
source_balanced_cycle114_rank14_obj1_12_c2_x10_070723,114.0,12_c2_x10_070723,9,14,1,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,28.0,1.0,0.0,True,23.942180100195944,source_balanced_pre_event_candidate,1343.728155339806,205.35922330097088,103.0,9044.693359375,21.196462631225582,1248,109,1440,301,192,96,96,8137,9041,8807.0703125,8800.0625,-7.0078125,0.0719261765480041,0.0715657845139503,-0.0003603920340538,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle114_rank14_obj1_12_c2_x10_070723.npz,,4.977737262379378e-05,0.0001781803002813,5.614192559733056e-05,0.0001339259761152,0.0005028663756093,8.423090912401676e-05,0.0068106674589216,0.0072106163017451,-7.9356599599123e-05,0.0003352286294102,0.5263157894736842,-7.0078125,0.2121665610542643,96,96,96,0.2591145833333333,0.2407769097222222,0.0150824652777777,0.0150408662881228,6.456125310753426,0.1949054313312361,0.6692179625442454,0.1453201603144407,-0.0009947179182979,10.0,-2.0,-2.050902061855671,9.0,-1.0,-1.3795103092783514,8.0,-2.0,-1.646907216494846,0.0105263157894736,2.0,0.0025773195876288,-23.45167525773197,-0.8645225567010312,0.192,1.0,1.0,1.0,1.0,
source_balanced_cycle114_rank14_obj2_12_c2_x10_070723,114.0,12_c2_x10_070723,9,14,2,source_fill,near_pre_event_1_8,source_balanced_pre_event_sampling,2.0,28.0,1.0,0.0,True,23.740731379998923,source_balanced_pre_event_candidate,1670.3333333333333,231.11111111111111,72.0,10013.48046875,22.64031219482422,1574,135,1766,327,192,96,96,8137,9041,8198.4326171875,8192.224609375,-6.2080078125,0.0765645802021026,0.0763106718659401,-0.0002539083361625,0.2121320343560125,1.0,1.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle114_rank14_obj2_12_c2_x10_070723.npz,,5.124806193634868e-05,0.0001720942382235,6.011170262354426e-05,0.0001330350787611,0.0004762556694913,8.185533806681633e-05,0.0067711980082094,0.0073845107574015,-0.0001422916539013,0.0003834632225334,0.5157894736842106,-6.2080078125,0.2121665610542643,96,96,96,0.2535807291666667,0.2322048611111111,0.0180935329861111,0.0198785141707832,7.651493857223587,0.4101134893599201,0.4330747130312617,0.1578380968421697,-0.0016942388790938,10.0,0.0,,10.0,0.0,,9.0,0.0,-0.0457474226804124,0.0,4.0,3.9168814432989705,,,0.192,1.0,1.0,1.0,1.0,
source_balanced_cycle124_rank15_obj1_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,3,15,1,source_fill,post_event_1_16,source_balanced_pre_event_sampling,32.0,8.0,1.0,1.0,False,23.92572024499704,source_balanced_pre_event_candidate,843.9245283018868,77.66037735849056,53.0,11193.2998046875,25.66951560974121,748,0,940,192,192,96,96,3570,4759,8888.2724609375,8885.4208984375,-2.8515625,0.0803607553243637,0.0801430195569992,-0.0002177357673645,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj1_14_c2_x10_HighCOV_110723.npz,,0.0001334074622718,0.0003595499438233,0.0001128977019106,0.0003129073593299,0.0010016101878136,0.0001789913367247,0.0099270185455679,0.0135823435150086,-0.0005031013861298,0.0017950190231204,0.4842105263157895,-2.8515625,0.2236340951674545,96,96,96,0.2303602430555555,0.20361328125,0.0271267361111111,0.0077997756031643,14.019775667515333,1.1941771539679351,0.0776275291370663,0.1458785701543092,0.0082158057436769,13.0,0.0,-0.2306701030927836,12.0,0.0,-0.644974226804124,11.0,0.0,-0.818298969072166,0.0105263157894736,4.0,-6.081829896907219,-16.1243556701031,-0.5944082474226798,0.192,0.0,0.0,0.0,,1.0
source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,3,15,2,source_fill,post_event_1_16,source_balanced_pre_event_sampling,32.0,8.0,1.0,1.0,False,22.913194214165536,source_balanced_pre_event_candidate,1347.4820143884892,181.64028776978407,139.0,6108.63330078125,17.572914123535156,1251,86,1443,278,192,96,96,3570,4759,8780.8583984375,8777.6181640625,-3.240234375,0.0692163780331611,0.0690933093428611,-0.0001230686902999,0.2236067977499281,0.0,0.0,0.0,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723.npz,,8.139111014315858e-05,0.0001971462617802,6.632622535107657e-05,0.0001845534425228,0.0005378203466534,0.0001028107508318,0.0075626946054399,0.0107673672959208,-0.0005108406767249,0.0021186891632775,0.5157894736842106,-3.240234375,0.2236340951674545,96,96,96,0.2608506944444444,0.2369249131944444,0.0270182291666666,0.0013555677486039,6.992466734685214,0.2507464431011772,0.0668157220734735,0.1443241573870182,0.0090162336499881,11.0,0.0,0.041881443298969,11.0,0.0,0.1037371134020618,10.0,0.0,0.0760309278350517,0.0631578947368421,3.0,-0.1920103092783505,2.130798969072164,0.0785497731958764,0.192,0.0,0.0,0.0,,1.0
