physics_consistency_rank,roi_id,cohort_role,cycleNo,event_reference_cycle,physics_consistency_tier,claim_readiness,physics_consistency_score,physics_pillar_support_count,physics_pillar_strong_support_count,physics_pillar_contradiction_count,front_direction_score,optical_change_score,rollout_residual_score,kinetic_transition_score,precursor_context_score,echem_shape_context_score,mode_taxonomy_score,mode_label,manual_qc_status,manual_qc_decision,review_sources,auto_review_flags,precursor_review_tier,physics_consistency_reason,recommended_claim_language,cycle_state_pc1,cycle_state_pc2,cycle_state_pc3,cycle_state_pc4,degradation_state_axis,state_step_norm,axis_step,future_any_drop_within_8cycles,cycle_state_cluster,phase_slope_positive_fraction_protocol_residual_shape_residual,threshold_robust_phase_score_protocol_residual_shape_residual,diffusion_proxy_median_um2_per_s_protocol_residual_shape_residual,diffusion_proxy_abs_median_um2_per_s_protocol_residual_shape_residual,q70_transformed_fraction_delta_shape_residual,mode_review_priority_shape_residual,is_future_drop_cycle_state,is_cross_modal_priority
12,cycle86_rank4_obj9,event,86.0,86.0,cross_modal_review_priority,manual_qc_required_no_physics_claim,1.8286204821464012,4,1,0,0.7558451904602194,0.4212868018612782,0.9118410400496952,0.7255137273172761,0.008892083041864,-0.0083626624184934,1.2353271947129698,optical_brightening_decorrelating_rollout_hard_front_positive,pending,,primary_visual_qc;ranked_review_packet,fragmented_q70_mask;diffusion_ci_crosses_zero,medium,multi-pillar support;front/kinetic agreement;rollout/mode agreement;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-6.813171681880113,-1.1495673212394624,-5.612760464862473,3.651287796694237,6.813171681880113,8.521464254560303,2.389285221900084,0,1,0.0426147571116945,0.1630031027392377,2.12009821866688e-06,-4.678096347224425e-07,0.002153139847233,0.7567990086205794,0,1
13,cycle60_rank6_obj26,event,60.0,60.0,cross_modal_review_priority,manual_qc_required_no_physics_claim,1.6826509996516332,4,2,1,0.5524843338457568,2.323237840187726,1.4510001147726972,0.1280170298251031,-0.2822127019935106,-0.9731946398746772,0.529225020798338,optical_brightening_decorrelating_rollout_hard_front_positive,pending,,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,diffusion_ci_crosses_zero;already_in_primary_qc,high,multi-pillar support;multiple strong pillars;rollout/mode agreement;discordant pillars,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-4.816019715064928,0.663737499131033,-1.3708875064717725,-0.8756370437944915,4.816019715064928,3.3674690546455954,1.268609645041361,0,1,0.1420607813442233,0.1757683628567656,4.226672428588551e-08,-1.272482593426691e-06,-0.0018607644325417,0.4392981858514497,0,1
14,cycle157_rank4_obj8,control,157.0,156.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,1.5785528316705566,3,2,1,-2.2607272400558287,0.9383097062760348,-0.1334563213260866,1.774539906036135,3.9246717636883326,,-0.1720208245952476,optical_loss_rollout_hard,pending,,control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask,medium,multiple strong pillars;precursor context;discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-1.3642367785727452,1.171488251522295,2.534265990873754,-2.0762293701042798,1.3642367785727452,4.625555568473997,-0.9217350472603132,0,1,-0.0905548006430416,-0.0429383213847652,1.9521462267002477e-06,-2.183829267249849e-07,-0.1043182824017087,0.1805683940097133,0,0
15,cycle157_rank2_obj2,control,157.0,156.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,1.5718230040528187,3,2,1,-2.477454401082127,0.1565701871801433,0.577523033017856,1.7638328042704692,3.982443117095269,,0.0280232838353041,optical_loss_rollout_hard,pending,,control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask;diffusion_ci_crosses_zero,high,multiple strong pillars;precursor context;discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-1.3642367785727452,1.171488251522295,2.534265990873754,-2.0762293701042798,1.3642367785727452,4.625555568473997,-0.9217350472603132,0,1,-0.0905548006430416,-0.1006306290770729,-1.089197621539147e-06,4.177048811912757e-07,-0.1404510949017088,0.5651837786251033,0,0
16,cycle60_rank2_obj2,event,60.0,60.0,cross_modal_review_priority,manual_qc_required_no_physics_claim,1.4434700911843494,4,2,1,1.053580650055409,0.601823858521034,0.6002007516197411,0.0020463788163355,-0.2661244715492783,-0.9731946398746772,1.0359581107018825,optical_brightening_decorrelating_rollout_hard_front_positive,pending,,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask;already_in_primary_qc,high,multi-pillar support;multiple strong pillars;rollout/mode agreement;discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-4.816019715064928,0.663737499131033,-1.3708875064717725,-0.8756370437944915,4.816019715064928,3.3674690546455954,1.268609645041361,0,1,0.1420607813442233,0.464229901318304,5.944492301419333e-06,9.4110547574368e-07,-0.0007105908214305,-0.23377873722547,0,1
17,cycle60_rank4_obj5,event,60.0,60.0,rollout_mode_consistent,manual_qc_required_no_physics_claim,1.225759204839178,3,2,1,0.162691676347731,1.5172190995573909,1.6538436731773398,-0.4365769645877214,-0.3032178395462402,-0.9731946398746772,0.6595494288004231,optical_brightening_decorrelating_rollout_hard_front_positive,pending,,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask;diffusion_ci_crosses_zero;already_in_primary_qc,medium,multiple strong pillars;rollout/mode agreement;discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-4.816019715064928,0.663737499131033,-1.3708875064717725,-0.8756370437944915,4.816019715064928,3.3674690546455954,1.268609645041361,0,1,0.1420607813442233,0.041152978241381,3.1146980456944616e-06,-1.8886887799811376e-06,-0.0079154519325416,0.3239135704668445,0,0
18,cycle158_rank1_obj2,control,158.0,156.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,0.994790341233223,2,1,1,-0.1398444034503054,-0.1022944601942305,-0.1102046903723501,0.7077442489323945,3.879207757126592,,-0.6658664046427628,front_negative_high_apparent_front_proxy,pending,,control_balanced_visual_qc,threshold_sign_unstable,medium,precursor context;discordant pillars,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-1.057906693193582,1.1766362952777996,3.4154338164059235,-2.0419758634004115,1.057906693193582,0.9335387849669222,-0.306330085379163,0,1,-0.1715242096846748,-0.6703216211349661,-1.5214181340919658e-06,1.219772956222085e-06,-0.0235240115683756,-0.6655854521441329,0,0
19,cycle157_rank6_obj3,control,157.0,156.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,0.7276032418697325,2,2,2,-2.0273009086076863,-0.2715794813148494,-0.713113239429352,1.7683825298429117,3.9004474646742056,,-0.0912169139468348,near_baseline_or_context_like,pending,,control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask;diffusion_ci_crosses_zero,medium,multiple strong pillars;precursor context;discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-1.3642367785727452,1.171488251522295,2.534265990873754,-2.0762293701042798,1.3642367785727452,4.625555568473997,-0.9217350472603132,0,1,-0.0905548006430416,0.2070616786152346,7.35515945757397e-07,-1.407008686105309e-06,-0.1103946712905978,-0.2905854521441329,0,0
20,cycle157_rank1_obj1,control,157.0,156.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,0.6780649440779025,2,2,2,-2.0274814455712686,-0.0228402171046752,-1.277538600913894,1.8193391797335257,3.876151932914651,,-0.0992411845909239,near_baseline_or_context_like,pending,,control_balanced_visual_qc;ranked_review_packet,none,medium,multiple strong pillars;precursor context;discordant pillars,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-1.3642367785727452,1.171488251522295,2.534265990873754,-2.0762293701042798,1.3642367785727452,4.625555568473997,-0.9217350472603132,0,1,-0.0905548006430416,0.1493693709229269,1.8877311892340048e-06,-2.827979641912264e-07,-0.0862410254572643,-0.1944316059902866,0,0
21,cycle86_rank8_obj17,event,86.0,86.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,0.4339942858990319,1,0,0,0.5392110173888225,0.3174281590590588,0.2331816147511288,0.0627385608429085,-0.0003520853005714,-0.0083626624184934,0.1441153969703693,near_baseline_or_context_like,pending,,primary_visual_qc;ranked_review_packet,fragmented_q70_mask,medium,automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-6.813171681880113,-1.1495673212394624,-5.612760464862473,3.651287796694237,6.813171681880113,8.521464254560303,2.389285221900084,0,1,0.0426147571116945,0.182233871970007,4.913082393711233e-07,3.204510622347549e-07,-0.0022305407083224,0.4202605470821177,0,0
22,cycle116_rank7_obj37,event,116.0,116.0,rollout_mode_consistent,manual_qc_required_no_physics_claim,0.3395694293580337,2,1,1,-0.2734901215081065,0.2792407713332491,1.1221084560726138,-0.4209580087248643,-1.5862064374310796,-0.2534922765311201,0.7097836222955428,optical_brightening_decorrelating_rollout_hard_front_positive,pending,,primary_visual_qc;control_balanced_visual_qc,fragmented_q70_mask;already_in_primary_qc,routine,rollout/mode agreement;discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,2.1141956086485054,-1.2460533610577464,-11.028105665725104,5.945611025740416,-2.1141956086485054,13.563520693660344,3.647132959927527,0,0,-0.0011027185480677,0.039829232727015,5.0660655855956485e-06,1.3930007370991171e-06,-0.011758192768108,0.7103028977791805,0,0
23,cycle86_rank3_obj5,event,86.0,86.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,0.3296899777950209,1,0,0,0.6448768822055279,0.1013443267750493,-0.0278523975056253,0.1377348373844259,0.0,-0.0083626624184934,-0.2899111418757373,near_baseline_or_context_like,pending,,ranked_review_packet,,medium,limited cross-modal agreement,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-6.813171681880113,-1.1495673212394624,-5.612760464862473,3.651287796694237,6.813171681880113,8.521464254560303,2.389285221900084,0,1,0.0426147571116945,0.2399261796623147,2.721655807354436e-06,1.3374795396511368e-07,0.0010463690138997,-0.1278163759948052,0,0
24,cycle90_rank5_obj10,control,90.0,86.0,front_kinetic_consistent,manual_qc_required_no_physics_claim,0.1599617838775764,2,0,1,0.6052235109251584,0.0220567446937846,-0.034043859751888,0.519162752534586,-0.2803096599207578,-0.1714972398295689,-0.5908597615082797,near_baseline_or_context_like,pending,,control_balanced_visual_qc,fragmented_q70_mask;diffusion_ci_crosses_zero,routine,front/kinetic agreement;discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-6.899579395248483,-2.0725534497611204,-5.670857747270398,4.345836131765773,6.899579395248483,2.145574240764198,0.8817233440531327,0,1,-0.002621845133023,0.1403083720553034,3.2114020351171634e-06,-2.854228351571641e-06,-0.0100378517566881,-0.1416669189472935,0,0
25,cycle88_rank5_obj9,control,88.0,86.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,-0.0463783871000912,0,0,0,0.1599264428602741,-0.2372323662697932,0.2219259799136588,0.3843752117450341,-0.2742416192371661,-0.1745249507877711,-0.4048774079248751,near_baseline_or_context_like,pending,,control_balanced_visual_qc,fragmented_q70_mask,routine,automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-6.01785605119535,-0.8517443342283604,-4.213577206515748,3.885389287762494,6.01785605119535,1.6534033937795864,-0.7953156306847626,0,1,-0.0232430817490235,0.1244514821537227,7.89731156586072e-07,-4.300896341336685e-06,-0.0017600701988802,-0.2653044880475552,0,0
26,cycle88_rank4_obj8,control,88.0,86.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,-0.1083019581968039,0,0,0,-0.1449711350788307,-0.4277846789054091,-0.2492465007324593,0.4217816726312344,-0.2266830444462912,-0.1745249507877711,0.0433149299418997,front_negative_high_apparent_front_proxy,pending,,primary_visual_qc;control_balanced_visual_qc,fragmented_q70_mask;already_in_primary_qc,routine,automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-6.01785605119535,-0.8517443342283604,-4.213577206515748,3.885389287762494,6.01785605119535,1.6534033937795864,-0.7953156306847626,0,1,-0.0232430817490235,-0.0870869793847387,-7.1708397418307e-06,3.659674557080086e-06,0.0034048603566752,0.1193108965678291,0,0
27,cycle58_rank3_obj9,control,58.0,60.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,-0.1980772497430147,2,0,2,0.7776153120357838,-1.6155016387359469,0.1312137698962728,0.2526729619367905,-0.5204169383749386,0.0618618445723392,0.9260139404685952,near_baseline_or_context_like,pending,,control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask;active_control,medium,discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-3.5474100700235667,0.8812183009687103,1.724142476500518,-0.553194943816347,3.5474100700235667,1.0790902799200783,-0.8387451653773388,1,1,0.0693168976828356,0.0942179191966566,-1.4709445851450716e-06,5.68763688557222e-07,-0.0049604039847254,0.3730531405993882,1,0
28,cycle58_rank6_obj29,control,58.0,60.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,-0.2017873611068542,2,0,2,0.7084638260638821,-1.1693885593978497,0.6005652177406577,0.1546982447052656,-0.5153116543513366,0.0618618445723392,0.1465995529190616,near_baseline_or_context_like,pending,,control_balanced_visual_qc;ranked_review_packet,diffusion_ci_crosses_zero,medium,discordant pillars,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-3.5474100700235667,0.8812183009687103,1.724142476500518,-0.553194943816347,3.5474100700235667,1.0790902799200783,-0.8387451653773388,1,1,0.0693168976828356,0.1519102268889643,1.5901231082620485e-06,-2.4277133832594072e-06,-0.0041574525958365,0.1230531405993882,1,0
29,cycle86_rank5_obj8,event,86.0,86.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,-0.2958360336584622,0,0,1,0.1386909786271328,0.2818794863481119,0.0902935853469922,0.4794180483146935,-0.0095629555632535,-0.0083626624184934,-0.593208716264419,near_baseline_or_context_like,pending,,control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask;diffusion_ci_crosses_zero,medium,discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-6.813171681880113,-1.1495673212394624,-5.612760464862473,3.651287796694237,6.813171681880113,8.521464254560303,2.389285221900084,0,1,0.0426147571116945,-0.0293045895684543,1.052846910566245e-06,-2.4108760896036643e-07,0.0005689384583441,-0.3201240683024975,0,0
30,cycle86_rank6_obj78,event,86.0,86.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,-0.406615769211635,0,0,1,-0.0033746295365627,0.3197288608678014,-0.0837677316139275,0.1666560251286378,-0.0489891152522124,-0.0083626624184934,-0.7382011316566883,near_baseline_or_context_like,pending,,control_balanced_visual_qc,fragmented_q70_mask;diffusion_ci_crosses_zero,routine,discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-6.813171681880113,-1.1495673212394624,-5.612760464862473,3.651287796694237,6.813171681880113,8.521464254560303,2.389285221900084,0,1,0.0426147571116945,-0.1062276664915314,2.0035585869707363e-06,-5.843492664185859e-07,-1.6999041655897662e-05,-0.1374317606101898,0,0
31,cycle60_rank1_obj1,event,60.0,60.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,-0.5258343838190875,1,0,2,0.0293186158015388,0.359689306341091,0.7599886378721735,-0.5390263354564815,-0.3685860482288883,-0.9731946398746772,0.2009697768116306,optical_brightening_decorrelating_rollout_hard_front_positive,pending,,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask;already_in_primary_qc,medium,discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-4.816019715064928,0.663737499131033,-1.3708875064717725,-0.8756370437944915,4.816019715064928,3.3674690546455954,1.268609645041361,0,1,0.1420607813442233,0.0026914397798426,-1.197363479895742e-06,-3.2852389245008936e-08,-0.0047687505436528,-0.5030095064562392,0,0
32,cycle116_rank3_obj9,event,116.0,116.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,-0.5397926604327209,0,0,1,-0.1458969576048359,0.0614694425444881,-0.0220717258314093,-0.1722173765680749,,-0.2534922765311201,-0.6065470686053732,near_baseline_or_context_like,,,,,,discordant pillars,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,2.1141956086485054,-1.2460533610577464,-11.028105665725104,5.945611025740416,-2.1141956086485054,13.563520693660344,3.647132959927527,0,0,-0.0011027185480677,-0.0178630749652925,2.615387680370884e-06,-1.0576771681256478e-06,-0.0099569774903303,-0.0973894099131269,0,0
33,cycle86_rank2_obj6,event,86.0,86.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,-0.553710077284754,0,0,1,0.033705950244641,-0.1877632797443432,-0.4096579912029954,0.1077049747916417,-0.1001312326880999,-0.0083626624184934,-0.8614662999756287,near_baseline_or_context_like,pending,,control_balanced_visual_qc,fragmented_q70_mask,routine,discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-6.813171681880113,-1.1495673212394624,-5.612760464862473,3.651287796694237,6.813171681880113,8.521464254560303,2.389285221900084,0,1,0.0426147571116945,0.0091569488930838,8.811927169159005e-08,7.236400299142882e-07,-0.0005378323749891,-0.6182009913794206,0,0
34,cycle88_rank3_obj6,control,88.0,86.0,routine_or_low_consistency,manual_qc_required_no_physics_claim,-0.5738293842480257,0,0,1,-0.3044366173430892,-0.2790707245634159,0.0097536824986426,-0.0393111154781524,-0.2446655656398467,-0.1745249507877711,-0.5345503984225474,front_negative_high_apparent_front_proxy,pending,,primary_visual_qc;control_balanced_visual_qc,fragmented_q70_mask;already_in_primary_qc,routine,discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-6.01785605119535,-0.8517443342283604,-4.213577206515748,3.885389287762494,6.01785605119535,1.6534033937795864,-0.7953156306847626,0,1,-0.0232430817490235,0.1821437898460305,-3.945178643561898e-06,4.340134588112838e-07,-0.0026064243655468,-0.2653044880475552,0,0
