physics_consistency_rank,roi_id,cohort_role,cycleNo,event_reference_cycle,physics_consistency_tier,claim_readiness,physics_consistency_score,physics_pillar_support_count,physics_pillar_strong_support_count,physics_pillar_contradiction_count,front_direction_score,optical_change_score,rollout_residual_score,kinetic_transition_score,precursor_context_score,echem_shape_context_score,mode_taxonomy_score,mode_label,manual_qc_status,manual_qc_decision,review_sources,auto_review_flags,precursor_review_tier,physics_consistency_reason,recommended_claim_language,cycle_state_pc1,cycle_state_pc2,cycle_state_pc3,cycle_state_pc4,degradation_state_axis,state_step_norm,axis_step,future_any_drop_within_8cycles,cycle_state_cluster,phase_slope_positive_fraction_protocol_residual_shape_residual,threshold_robust_phase_score_protocol_residual_shape_residual,diffusion_proxy_median_um2_per_s_protocol_residual_shape_residual,diffusion_proxy_abs_median_um2_per_s_protocol_residual_shape_residual,q70_transformed_fraction_delta_shape_residual,mode_review_priority_shape_residual,is_future_drop_cycle_state,is_cross_modal_priority
1,cycle156_rank7_obj27,event,156.0,156.0,cross_modal_high_priority,manual_qc_required_no_physics_claim,5.78997199136562,6,6,0,2.042283821636662,3.4689327034241857,2.111208842006203,3.798093077558319,4.200400069015146,,1.1189134345532117,optical_brightening_decorrelating_rollout_hard_front_positive,pending,,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,none;already_in_primary_qc,high,multi-pillar support;multiple strong pillars;front/kinetic agreement;rollout/mode agreement;precursor context,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-2.2859718258330584,1.2872442413850915,-1.2179521059108869,0.464169953755173,2.2859718258330584,6.385183479815459,1.7715416460695592,0,1,0.0279262108175641,0.0365034857771677,1.6320892396907031e-06,-5.2589316031170856e-08,0.12167998148718,0.7190299324712517,0,1
2,cycle156_rank5_obj4,event,156.0,156.0,cross_modal_review_priority,manual_qc_required_no_physics_claim,5.502829257224278,6,6,0,2.269386542668091,2.74391413755317,1.0247657462625013,3.837134442959279,4.126670414172665,,1.0151042597299629,optical_brightening_decorrelating_rollout_hard_front_positive,pending,,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask;diffusion_ci_crosses_zero;already_in_primary_qc,high,multi-pillar support;multiple strong pillars;front/kinetic agreement;rollout/mode agreement;precursor context;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-2.2859718258330584,1.2872442413850915,-1.2179521059108869,0.464169953755173,2.2859718258330584,6.385183479815459,1.7715416460695592,0,1,0.0279262108175641,0.0172727165463985,8.469247475528352e-07,-8.377538081690524e-07,0.1657555023205133,0.392106855548175,0,1
3,cycle156_rank2_obj2,event,156.0,156.0,cross_modal_high_priority,manual_qc_required_no_physics_claim,5.485679648669831,6,6,0,2.37383414546422,2.211072117573023,1.260920867565339,3.801280970338012,4.106706860829304,,1.160262930249086,optical_brightening_decorrelating_rollout_hard_front_positive,pending,,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,none;already_in_primary_qc,high,multi-pillar support;multiple strong pillars;front/kinetic agreement;rollout/mode agreement;precursor context,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-2.2859718258330584,1.2872442413850915,-1.2179521059108869,0.464169953755173,2.2859718258330584,6.385183479815459,1.7715416460695592,0,1,0.0279262108175641,0.1134265627002446,2.2483597893248486e-06,5.636812336029745e-07,0.1435332800982911,0.0267222401635596,0,1
4,cycle158_rank2_obj1,control,158.0,156.0,cross_modal_review_priority,manual_qc_required_no_physics_claim,4.968375469005915,6,5,0,1.6732579338034488,1.698718714399622,1.329434242540453,3.718475264170867,3.918622689869149,,0.9717439692519504,optical_brightening_decorrelating_rollout_hard_front_positive,pending,,control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask;diffusion_ci_crosses_zero,medium,multi-pillar support;multiple strong pillars;front/kinetic agreement;rollout/mode agreement;precursor context;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-1.057906693193582,1.1766362952777996,3.4154338164059235,-2.0419758634004115,1.057906693193582,0.9335387849669222,-0.306330085379163,0,1,0.1141900760296107,0.1662168404034953,1.1825999647567026e-06,-1.417841119285947e-06,0.0059030717649578,-0.2905854521441329,0,1
5,cycle156_rank8_obj10,event,156.0,156.0,cross_modal_review_priority,manual_qc_required_no_physics_claim,3.924708743580162,4,4,0,1.7331476546399596,1.1321067344091678,0.4930846370182831,3.791762674091893,4.077866285417139,,0.3202844759045328,optical_brightening_decorrelating_rollout_hard_front_positive,pending,,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,none;already_in_primary_qc,high,multi-pillar support;multiple strong pillars;front/kinetic agreement;precursor context,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-2.2859718258330584,1.2872442413850915,-1.2179521059108869,0.464169953755173,2.2859718258330584,6.385183479815459,1.7715416460695592,0,1,0.0279262108175641,-0.2519580526843707,-1.7255955355775846e-06,6.884632343595574e-07,0.1309898773205132,-0.3002008367595175,0,1
6,cycle158_rank4_obj8,control,158.0,156.0,cross_modal_review_priority,manual_qc_required_no_physics_claim,3.6558644034062655,5,4,1,1.2946788035397812,1.0342914755963857,0.8633579895986205,4.059666020115979,3.873235753325228,,-0.5900436217383987,near_baseline_or_context_like,pending,,control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask,medium,multi-pillar support;multiple strong pillars;front/kinetic agreement;precursor context;discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-1.057906693193582,1.1766362952777996,3.4154338164059235,-2.0419758634004115,1.057906693193582,0.9335387849669222,-0.306330085379163,0,1,0.1141900760296107,0.0892937634804183,-1.106974495891452e-06,8.053293180215706e-07,-0.0220917199017089,-0.4828931444518254,0,1
7,cycle158_rank6_obj3,control,158.0,156.0,front_kinetic_consistent,manual_qc_required_no_physics_claim,3.1461564766386863,3,3,0,1.2841921601453097,0.2853653538577562,0.4161212161081863,4.071671519071065,3.903318654552081,,-0.0837300439022787,near_baseline_or_context_like,pending,,control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask,medium,multiple strong pillars;front/kinetic agreement;precursor context;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-1.057906693193582,1.1766362952777996,3.4154338164059235,-2.0419758634004115,1.057906693193582,0.9335387849669222,-0.306330085379163,0,1,0.1141900760296107,0.0508322250188799,-2.391555970927449e-07,-6.248958077713629e-08,-0.0218530046239311,-0.2521239136825945,0,0
8,cycle156_rank6_obj3,event,156.0,156.0,front_kinetic_consistent,manual_qc_required_no_physics_claim,2.6809295519867367,3,3,1,2.279955604427434,-1.3373050970902576,0.1929410843863264,3.782369711542838,4.131565249217794,,0.1360507594362858,optical_loss_rollout_hard,pending,,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,diffusion_ci_crosses_zero;already_in_primary_qc,high,multiple strong pillars;front/kinetic agreement;precursor context;discordant pillars,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-2.2859718258330584,1.2872442413850915,-1.2179521059108869,0.464169953755173,2.2859718258330584,6.385183479815459,1.7715416460695592,0,1,0.0279262108175641,0.2865034857771678,1.3366767383702605e-07,-1.1707999750550532e-06,0.0692060231538466,0.2574914709327909,0,0
9,cycle60_rank3_obj9,event,60.0,60.0,cross_modal_review_priority,manual_qc_required_no_physics_claim,2.393667834709711,4,4,1,1.029175656383917,1.3716639042105845,1.5137193126284831,0.4359502036294556,-0.1950467609659759,-0.9731946398746772,2.0234071669561904,optical_brightening_decorrelating_rollout_hard_front_positive,pending,,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask;already_in_primary_qc,high,multi-pillar support;multiple strong pillars;rollout/mode agreement;discordant pillars;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-4.816019715064928,0.663737499131033,-1.3708875064717725,-0.8756370437944915,4.816019715064928,3.3674690546455954,1.268609645041361,0,1,0.1420607813442232,0.1565375936259963,-3.324472885613291e-06,2.094257016472513e-06,0.000917013345236,0.5162212627745264,0,1
10,cycle62_rank3_obj9,control,62.0,60.0,rollout_mode_consistent,manual_qc_required_no_physics_claim,1.9766618577361252,3,2,0,0.2861181484280458,0.764860297618053,2.0789142865061154,0.4700143446566279,-0.4492419483924088,-0.2974948437804204,2.233462719116865,optical_brightening_decorrelating_rollout_hard_front_positive,pending,,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,fragmented_q70_mask;active_control;already_in_primary_qc,medium,multiple strong pillars;rollout/mode agreement;automatic artifact caution,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-5.701628449484817,0.6010760226094003,-1.9029623854609323,0.0208418895028384,5.701628449484817,1.369309112588504,0.8856087344198889,0,1,-0.028771428008791,0.0478679512133865,-4.086578855528848e-06,2.0347126599105e-06,0.0019392767784202,0.422014426233825,0,0
11,cycle156_rank1_obj1,event,156.0,156.0,front_kinetic_consistent,manual_qc_required_no_physics_claim,1.8501263240295596,3,3,2,1.9827923464778197,-2.9851899226445835,-0.6815968665408005,3.785057803386096,4.092389497583503,,0.1073050859153228,optical_loss_rollout_hard,pending,,primary_visual_qc;control_balanced_visual_qc;ranked_review_packet,none;already_in_primary_qc,high,multiple strong pillars;front/kinetic agreement;precursor context;discordant pillars,review-prioritization only; do not claim calibrated diffusion or validated degradation mode,-2.2859718258330584,1.2872442413850915,-1.2179521059108869,0.464169953755173,2.2859718258330584,6.385183479815459,1.7715416460695592,0,1,0.0279262108175641,0.0941957934694755,-2.788333542537538e-06,1.751201241319511e-06,0.0359811967649577,0.3344145478558671,0,0
