roi_id,cycleNo,frame_index,frame_local_index,candidate_area_px,accepted_area_px,candidate_area_fraction_of_prior,accepted_area_fraction_of_prior,candidate_components,candidate_largest_component_fraction,accepted_components,accepted_largest_component_fraction,candidate_centroid_x,candidate_centroid_y,accepted_centroid_x,accepted_centroid_y,candidate_centroid_jump_from_history_px,fallback_used,fallback_reason,low_area_flag,high_area_flag,fragmented_flag,centroid_jump_flag
cycle58_rank6_obj29,58.0,3012,26,1568.0,1568.0,0.3341146388237801,0.3341146388237801,1,1.0,1,1.0,48.37755102040816,57.01849489795919,48.37755102040816,57.01849489795919,0.09391836449721898,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3022,27,1571.0,1571.0,0.33475388877050927,0.33475388877050927,1,1.0,1,1.0,48.605346912794396,56.77975811584978,48.605346912794396,56.77975811584978,0.27906892197164274,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3032,28,1589.0,1589.0,0.3385893884508843,0.3385893884508843,1,1.0,1,1.0,48.455632473253615,57.329137822529894,48.455632473253615,57.329137822529894,0.33077081930144514,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3041,29,1580.0,1580.0,0.33667163861069677,0.33667163861069677,1,1.0,1,1.0,48.3873417721519,56.79556962025316,48.3873417721519,56.79556962025316,0.2327811264818579,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3051,30,1582.0,1582.0,0.33709780524184957,0.33709780524184957,1,1.0,1,1.0,48.4614412136536,57.09860935524652,48.4614412136536,57.09860935524652,0.10107857282810845,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3061,31,1584.0,1584.0,0.33752397187300237,0.33752397187300237,1,1.0,1,1.0,48.45959595959596,57.06123737373738,48.45959595959596,57.06123737373738,0.06308606226289268,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3070,32,1579.0,1579.0,0.33645855529512037,0.33645855529512037,1,1.0,1,1.0,48.41861937935402,57.008233058898035,48.41861937935402,57.008233058898035,0.040840762698516546,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3080,33,1580.0,1580.0,0.33667163861069677,0.33667163861069677,1,1.0,1,1.0,48.368354430379746,57.062658227848104,48.368354430379746,57.062658227848104,0.08073156498248454,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3090,34,1573.0,1573.0,0.33518005540166207,0.33518005540166207,1,1.0,1,1.0,48.210425937698666,56.7730451366815,48.210425937698666,56.7730451366815,0.3501233074645809,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3099,35,1586.0,1586.0,0.3379501385041551,0.3379501385041551,1,1.0,1,1.0,48.298234552332914,57.073139974779316,48.298234552332914,57.073139974779316,0.14410322423881042,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3109,36,1586.0,1586.0,0.3379501385041551,0.3379501385041551,1,1.0,1,1.0,48.288776796973515,57.26796973518285,48.288776796973515,57.26796973518285,0.23555793456674312,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3119,37,1585.0,1585.0,0.3377370551885787,0.3377370551885787,1,1.0,1,1.0,48.48832807570978,57.10220820189274,48.48832807570978,57.10220820189274,0.11758709389159286,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3129,38,1570.0,1570.0,0.33454080545493287,0.33454080545493287,1,1.0,1,1.0,48.275796178343946,57.156687898089174,48.275796178343946,57.156687898089174,0.14742644790651008,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3138,39,1555.0,1555.0,0.331344555721287,0.331344555721287,1,1.0,1,1.0,48.24823151125402,56.91511254019293,48.24823151125402,56.91511254019293,0.17486979111041662,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3148,40,1553.0,1553.0,0.33091838909013427,0.33091838909013427,1,1.0,1,1.0,48.357372826786865,56.98325820991629,48.357372826786865,56.98325820991629,0.1060334551837871,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3158,41,1567.0,1567.0,0.3339015555082037,0.3339015555082037,1,1.0,1,1.0,48.24760689215061,56.857689853222716,48.24760689215061,56.857689853222716,0.2151618605101855,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3167,42,1580.0,1580.0,0.33667163861069677,0.33667163861069677,1,1.0,1,1.0,48.389240506329116,56.99683544303797,48.389240506329116,56.99683544303797,0.11145779742923057,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3177,43,1582.0,1582.0,0.33709780524184957,0.33709780524184957,1,1.0,1,1.0,48.12326169405815,57.028445006321114,48.12326169405815,57.028445006321114,0.17036965658826284,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3187,44,1549.0,1549.0,0.33006605582782866,0.33006605582782866,1,1.0,1,1.0,48.28018076178179,56.9380245319561,48.28018076178179,56.9380245319561,0.07464539960418029,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3196,45,1561.0,1561.0,0.33262305561474537,0.33262305561474537,1,1.0,1,1.0,48.2427930813581,56.96925048046124,48.2427930813581,56.96925048046124,0.040880354617984435,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3206,46,1601.0,1601.0,0.34114638823780097,0.34114638823780097,1,1.0,1,1.0,48.50905683947533,57.23048094940662,48.50905683947533,57.23048094940662,0.35448752800457883,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3216,47,1569.0,1569.0,0.33432772213935646,0.33432772213935646,1,1.0,1,1.0,48.382409177820264,57.081580624601656,48.382409177820264,57.081580624601656,0.15832114232814815,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3225,48,1575.0,1575.0,0.3356062220328148,0.3356062220328148,1,1.0,1,1.0,48.26222222222222,56.97714285714286,48.26222222222222,56.97714285714286,0.05800803432032915,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3235,49,1558.0,1558.0,0.3319838056680162,0.3319838056680162,1,1.0,1,1.0,48.215661103979464,56.78626444159178,48.215661103979464,56.78626444159178,0.20826700003494525,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3245,50,1916.0,1916.0,0.40826763264436394,0.40826763264436394,1,1.0,1,1.0,51.920668058455114,51.53757828810021,51.920668058455114,51.53757828810021,6.558558146607828,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3254,51,1579.0,1579.0,0.33645855529512037,0.33645855529512037,1,1.0,1,1.0,48.24129195693477,57.02596580113996,48.24129195693477,57.02596580113996,0.06065609298030005,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3264,52,1565.0,1565.0,0.3334753888770509,0.3334753888770509,1,1.0,1,1.0,48.31246006389777,56.36230031948882,48.31246006389777,56.36230031948882,0.6122880199376015,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3274,53,1921.0,1921.0,0.4093330492222459,0.4093330492222459,1,1.0,1,1.0,51.995314940135344,51.33524206142634,51.995314940135344,51.33524206142634,6.748007249153364,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3283,54,1584.0,1584.0,0.33752397187300237,0.33752397187300237,1,1.0,1,1.0,48.26262626262626,57.09848484848485,48.26262626262626,57.09848484848485,0.2327800376255842,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3293,55,1589.0,1589.0,0.3385893884508843,0.3385893884508843,1,1.0,1,1.0,48.34550031466331,57.06167400881057,48.34550031466331,57.06167400881057,0.1890723715318659,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3303,56,1579.0,1579.0,0.33645855529512037,0.33645855529512037,1,1.0,1,1.0,48.19696010132996,56.87713742875238,48.19696010132996,56.87713742875238,0.0906980786990081,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3313,57,1574.0,1574.0,0.3353931387172384,0.3353931387172384,1,1.0,1,1.0,48.35006353240153,56.639135959339264,48.35006353240153,56.639135959339264,0.20246003673523838,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3322,58,1578.0,1578.0,0.336245471979544,0.336245471979544,1,1.0,1,1.0,48.12420785804816,56.951837769328264,48.12420785804816,56.951837769328264,0.28187198194201857,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3332,59,1554.0,1554.0,0.3311314724057106,0.3311314724057106,1,1.0,1,1.0,48.11904761904762,56.308236808236806,48.11904761904762,56.308236808236806,0.6292302994691146,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3342,60,1572.0,1572.0,0.33496697208608567,0.33496697208608567,1,1.0,1,1.0,48.274809160305345,57.01208651399491,48.274809160305345,57.01208651399491,0.25426888500852163,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3351,61,1585.0,1585.0,0.3377370551885787,0.3377370551885787,1,1.0,1,1.0,48.202523659305996,56.89274447949527,48.202523659305996,56.89274447949527,0.06967363768948603,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3361,62,1599.0,1599.0,0.3407202216066482,0.3407202216066482,1,1.0,1,1.0,48.32770481550969,57.13258286429018,48.32770481550969,57.13258286429018,0.2308079398256614,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3371,63,1598.0,1598.0,0.3405071382910718,0.3405071382910718,1,1.0,1,1.0,48.3279098873592,57.10450563204005,48.3279098873592,57.10450563204005,0.20289535498887865,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3380,64,1895.0,1895.0,0.40379288301725974,0.40379288301725974,1,1.0,1,1.0,51.863852242744066,51.40474934036939,51.863852242744066,51.40474934036939,6.601911818707577,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3390,65,1897.0,1897.0,0.40421904964841254,0.40421904964841254,1,1.0,1,1.0,51.952556668423824,51.18661043753295,51.952556668423824,51.18661043753295,6.79926630591663,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3400,66,1566.0,1566.0,0.3336884721926273,0.3336884721926273,1,1.0,1,1.0,48.082375478927204,56.62005108556833,48.082375478927204,56.62005108556833,0.37317309127747517,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3409,67,1571.0,1571.0,0.33475388877050927,0.33475388877050927,1,1.0,1,1.0,48.313812858052195,56.65563335455124,48.313812858052195,56.65563335455124,0.10154368430059481,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3419,68,1904.0,1904.0,0.40571063285744724,0.40571063285744724,1,1.0,1,1.0,51.78256302521008,51.414390756302524,51.78256302521008,51.414390756302524,6.380558326877896,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3429,69,1559.0,1559.0,0.33219688898359256,0.33219688898359256,1,1.0,1,1.0,48.14432328415651,56.65490699166132,48.14432328415651,56.65490699166132,0.18427590557277132,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3438,70,1572.0,1572.0,0.33496697208608567,0.33496697208608567,1,1.0,1,1.0,48.13740458015267,56.69847328244275,48.13740458015267,56.69847328244275,0.19993377176435143,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3448,71,1887.0,1887.0,0.40208821649264864,0.40208821649264864,1,1.0,1,1.0,51.88924218335983,51.47270800211977,51.88924218335983,51.47270800211977,6.277595197945067,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3458,72,1582.0,1582.0,0.33709780524184957,0.33709780524184957,1,1.0,1,1.0,48.26548672566372,57.00189633375474,48.26548672566372,57.00189633375474,3.4515363421027088,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3467,73,1628.0,1628.0,0.3468996377583635,0.3468996377583635,1,1.0,1,1.0,48.43366093366093,57.08353808353808,48.43366093366093,57.08353808353808,0.4687300721323964,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3477,74,1593.0,1593.0,0.33944172171318987,0.33944172171318987,1,1.0,1,1.0,48.423101067168865,57.106089139987446,48.423101067168865,57.106089139987446,0.47015633972319226,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3487,75,1604.0,1604.0,0.34178563818453017,0.34178563818453017,1,1.0,1,1.0,48.10910224438903,57.26745635910225,48.10910224438903,57.26745635910225,0.6448570540977918,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3497,76,1579.0,1579.0,0.33645855529512037,0.33645855529512037,1,1.0,1,1.0,48.39075364154528,56.56871437618746,48.39075364154528,56.56871437618746,0.28527900721535354,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3506,77,1583.0,1583.0,0.33731088855742597,0.33731088855742597,1,1.0,1,1.0,48.1452937460518,57.17498420720152,48.1452937460518,57.17498420720152,0.37271994302120853,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3516,78,1593.0,1593.0,0.33944172171318987,0.33944172171318987,1,1.0,1,1.0,48.42059008160703,56.983050847457626,48.42059008160703,56.983050847457626,0.11004888320246252,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3526,79,1589.0,1589.0,0.3385893884508843,0.3385893884508843,1,1.0,1,1.0,48.26054122089364,56.8508495909377,48.26054122089364,56.8508495909377,0.24057449073027498,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3535,80,1610.0,1610.0,0.34306413807798847,0.34306413807798847,1,1.0,1,1.0,48.25714285714286,57.245341614906835,48.25714285714286,57.245341614906835,0.21469613616465513,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3545,81,1913.0,1913.0,0.4076283826976348,0.4076283826976348,1,1.0,1,1.0,52.02665969681129,51.43596445373758,52.02665969681129,51.43596445373758,6.761661451399605,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3555,82,1577.0,1577.0,0.3360323886639676,0.3360323886639676,1,1.0,1,1.0,48.30944831959417,56.72606214331008,48.30944831959417,56.72606214331008,0.31891952275113183,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3564,83,1908.0,1908.0,0.40656296611975284,0.40656296611975284,1,1.0,1,1.0,51.7625786163522,51.67190775681342,51.7625786163522,51.67190775681342,6.293175656131577,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3574,84,1591.0,1591.0,0.33901555508203707,0.33901555508203707,1,1.0,1,1.0,48.099937146448774,57.106851037083594,48.099937146448774,57.106851037083594,0.4049165693766602,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3584,85,1605.0,1605.0,0.3419987215001065,0.3419987215001065,1,1.0,1,1.0,48.248598130841124,57.22180685358256,48.248598130841124,57.22180685358256,0.30702163260640636,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3593,86,1603.0,1603.0,0.34157255486895377,0.34157255486895377,1,1.0,1,1.0,48.33562071116656,57.08671241422333,48.33562071116656,57.08671241422333,0.17715018700028975,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3603,87,1890.0,1890.0,0.4027274664393778,0.4027274664393778,1,1.0,1,1.0,51.819576719576716,51.41481481481482,51.819576719576716,51.41481481481482,6.583297803638686,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3613,88,1889.0,1889.0,0.4025143831238014,0.4025143831238014,1,1.0,1,1.0,51.90100582318687,51.3652726310217,51.90100582318687,51.3652726310217,6.596166192588582,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3622,89,1905.0,1905.0,0.40592371617302364,0.40592371617302364,1,1.0,1,1.0,51.884514435695536,51.71758530183727,51.884514435695536,51.71758530183727,3.086436715575105,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3632,90,1610.0,1610.0,0.34306413807798847,0.34306413807798847,1,1.0,1,1.0,48.2416149068323,56.90496894409938,48.2416149068323,56.90496894409938,3.235161421988087,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3642,91,1549.0,1549.0,0.33006605582782866,0.33006605582782866,1,1.0,1,1.0,48.213686249193024,56.4125242091672,48.213686249193024,56.4125242091672,2.7899788027204457,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3651,92,1600.0,1600.0,0.34093330492222457,0.34093330492222457,1,1.0,1,1.0,48.18,56.989375,48.18,56.989375,0.34911842778027974,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3661,93,1904.0,1904.0,0.40571063285744724,0.40571063285744724,1,1.0,1,1.0,51.7610294117647,51.69905462184874,51.7610294117647,51.69905462184874,6.052433410509771,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3671,94,1565.0,1565.0,0.3334753888770509,0.3334753888770509,1,1.0,1,1.0,48.27156549520767,56.47092651757188,48.27156549520767,56.47092651757188,2.9908349155065914,0,,0,0,0,0
cycle58_rank6_obj29,58.0,3681,95,1592.0,1592.0,0.33922863839761347,0.33922863839761347,1,1.0,1,1.0,48.41708542713568,56.57097989949749,48.41708542713568,56.57097989949749,2.972732738160587,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2761,0,1509.0,1509.0,0.32045020174134636,0.32045020174134636,1,1.0,1,1.0,37.609675281643476,48.16832339297548,37.609675281643476,48.16832339297548,9.912879460183722,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2770,1,1415.0,1415.0,0.3004884264174984,0.3004884264174984,1,1.0,1,1.0,36.66996466431095,48.7773851590106,36.66996466431095,48.7773851590106,1.1198268969681378,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2780,2,1290.0,1290.0,0.27394351242301973,0.27394351242301973,1,1.0,1,1.0,38.223255813953486,46.81627906976744,38.223255813953486,46.81627906976744,1.979412699614045,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2790,3,1299.0,1299.0,0.2758547462306222,0.2758547462306222,1,1.0,1,1.0,38.20323325635104,45.73518090839107,38.20323325635104,45.73518090839107,2.5044946435615576,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2799,4,1414.0,1414.0,0.30027606710554255,0.30027606710554255,1,1.0,1,1.0,36.38826025459689,48.815417256011315,36.38826025459689,48.815417256011315,2.0138393878410215,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2809,5,1422.0,1422.0,0.3019749416011892,0.3019749416011892,1,1.0,1,1.0,36.379746835443036,46.51758087201125,36.379746835443036,46.51758087201125,2.058561355241171,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2819,6,1283.0,1283.0,0.2724569972393289,0.2724569972393289,1,1.0,1,1.0,37.38269680436477,44.409976617303194,37.38269680436477,44.409976617303194,3.091878746282901,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2828,7,1384.0,1384.0,0.2939052877468677,0.2939052877468677,1,1.0,1,1.0,36.884393063583815,48.24710982658959,36.884393063583815,48.24710982658959,1.5151182372160101,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2838,8,1293.0,1293.0,0.2745805903588872,0.2745805903588872,1,1.0,1,1.0,37.96829079659706,46.85769528228925,37.96829079659706,46.85769528228925,1.0485825507685875,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2848,9,1426.0,1426.0,0.30282437884901253,0.30282437884901253,1,1.0,1,1.0,36.194249649368864,48.754558204768585,36.194249649368864,48.754558204768585,2.1352644524615445,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2857,10,1402.0,1402.0,0.29772775536207263,0.29772775536207263,1,1.0,1,1.0,38.88730385164051,44.48573466476462,38.88730385164051,44.48573466476462,2.9332675829214336,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2867,11,1402.0,1402.0,0.29772775536207263,0.29772775536207263,1,1.0,1,1.0,36.35877318116976,48.54493580599144,36.35877318116976,48.54493580599144,2.012417979074538,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2877,12,1300.0,1300.0,0.276067105542578,0.276067105542578,1,1.0,1,1.0,37.50076923076923,44.27538461538462,37.50076923076923,44.27538461538462,3.3891160400048,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2886,13,1266.0,1266.0,0.26884688893607983,0.26884688893607983,1,1.0,1,1.0,38.2654028436019,46.94075829383886,38.2654028436019,46.94075829383886,1.1598155765823548,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2896,14,1338.0,1338.0,0.28413675939689953,0.28413675939689953,1,1.0,1,1.0,37.71748878923767,45.407324364723465,37.71748878923767,45.407324364723465,1.5171730574918645,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2906,15,1271.0,1271.0,0.269908685495859,0.269908685495859,1,1.0,1,1.0,37.98505114083399,46.809598741148704,37.98505114083399,46.809598741148704,0.386459099054522,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2915,16,1295.0,1295.0,0.2750053089827989,0.2750053089827989,1,1.0,1,1.0,37.935135135135134,46.95212355212355,37.935135135135134,46.95212355212355,0.15015290136094653,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2925,17,1342.0,1342.0,0.28498619664472286,0.28498619664472286,1,1.0,1,1.0,37.575260804769,45.45305514157973,37.575260804769,45.45305514157973,1.444112731043454,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2935,18,1283.0,1283.0,0.2724569972393289,0.2724569972393289,1,1.0,1,1.0,38.02338269680436,46.814497272018706,38.02338269680436,46.814497272018706,0.7110264236506397,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2945,19,1334.0,1334.0,0.28328732214907626,0.28328732214907626,1,1.0,1,1.0,37.54872563718141,45.30734632683658,37.54872563718141,45.30734632683658,1.5300919295465898,0,,0,0,0,0
cycle58_rank4_obj2,58.0,2954,20,1287.0,1287.0,0.27330643448715225,0.27330643448715225,1,1.0,1,1.0,37.97824397824398,46.95182595182595,37.97824397824398,46.95182595182595,0.8344471005833742,0,,0,0,0,0
