roi_id,cycleNo,cohort_role,event_reference_cycle,n_frames,height,width,stage_drift_xy_sampled,validation_score,validation_label,prior_area_px,prior_area_fraction,fallback_frame_fraction,low_area_fraction,high_area_fraction,fragmented_fraction,centroid_jump_fraction,candidate_area_cv,accepted_area_cv,accepted_area_fraction_median,accepted_area_fraction_iqr,accepted_centroid_path_px,accepted_centroid_max_step_px,candidate_centroid_max_jump_px,mask_instability_score,front_quality_score,front_radius_slope_r2,apparent_diffusion_proxy_ds_px2_per_frame,high_fraction_slope_per_s,first_last_corr,cumulative_abs_first_last,evidence_score,mean_drop_frac,mae_max_low_rank_dmd,mae_max_persistence,mae_max_velocity,mae_mean_low_rank_dmd,mae_mean_persistence,mae_mean_velocity,q90_undercoverage_rate_low_rank_dmd,q90_undercoverage_rate_persistence,q90_undercoverage_rate_velocity
cycle58_rank6_obj29,58.0,control,,96,96,96,0.2692582403567336,4.995734664947042,control_multicycle_roi_candidate,4693.0,0.5092230902777778,0.0,0.0,0.0,0.0,0.0,0.07265991090534042,0.07265991090534042,0.33709780524184957,0.0058065203494566675,169.15271723631625,6.925180156881033,6.79926630591663,1.8346673821169681,1.6155277307729818,0.5355133694368999,0.0003492805402585,1.984228924776045e-06,0.9707466068408068,0.0224153436720371,5.37722440775176,0.1707317073170731,0.0404237285256385,0.0277578476816415,0.0361992493271827,0.0336531223147175,0.0130251364898867,0.0218410589732229,0.71875,1.0,1.0
cycle58_rank4_obj2,58.0,control,,96,96,96,0.2692582403567336,4.914744204591446,control_multicycle_roi_candidate,4709.0,0.5109592013888888,0.0,0.0,0.0,0.0,0.0,0.04037946980295248,0.04037946980295248,0.28243788490125293,0.016670205988532583,133.74763299816334,5.047315658056761,9.912879460183722,1.4335839802004873,1.1091514494562902,0.2533090934767632,-0.0004637138116359,1.4498641620724077e-06,0.9775682648340418,0.0155639443546533,5.37722440775176,0.1707317073170731,0.0265992935746908,0.017881641164422,0.0234005972743034,0.0221476855222135,0.0085757102351635,0.0145263978047295,0.0,0.125,0.1875
cycle58_rank1_obj1,58.0,control,,96,96,96,0.2692582403567336,4.759075493154626,control_multicycle_roi_candidate,5148.0,0.55859375,0.0,0.0,0.0,0.0,0.0,0.06083813802602783,0.06083813802602783,0.364024864024864,0.027389277389277378,178.582282561893,4.427113920765838,5.410217577409259,1.9210702480457467,0.7330214581610461,0.0116381616728487,-3.551275259375952e-05,7.394715186390216e-07,0.9835700286614136,0.011886497028172,5.37722440775176,0.1707317073170731,0.0150141455233097,0.0113026611506938,0.0148382829502224,0.0128022286517079,0.005429864002508,0.0091273409198037,0.0,0.03125,0.0
cycle58_rank3_obj9,58.0,control,,96,96,96,0.2692582403567336,4.475129312169529,control_multicycle_roi_candidate,4546.0,0.4932725694444444,0.0,0.0,0.0,0.0,0.0,0.0628484830454229,0.0628484830454229,0.2936647602287725,0.011548614166300042,107.14925074879636,11.193603343812763,11.210533675887781,1.1789865116787182,0.8161872484866202,0.0982345201052843,0.0002580614020299,3.644082840127265e-06,0.9791821792309802,0.0161265470087528,5.37722440775176,0.1707317073170731,0.029634615406394,0.0176290310919284,0.0229267701506614,0.0250968188047408,0.0080464938364456,0.0134376922214868,0.0,0.125,0.1875
cycle60_rank3_obj9,60.0,event,60.0,96,96,96,0.2236067977500298,6.866497919843912,event_multicycle_roi_candidate,4326.0,0.4694010416666667,0.0,0.0,0.0,0.0,0.0,0.01229760084585303,0.01229760084585303,0.3055940822931114,0.0037563569116967344,26.756533319684603,0.8253039266444803,9.796559816463766,0.2910114895925676,2.4945534720369364,0.6768568396840542,0.0004867846454059,3.56790626961385e-06,0.8693920360382953,0.03590939193964,5.37722440775176,0.1707317073170731,0.0286055877804756,0.0121805751696228,0.0182068590074777,0.0237513482570647,0.0078099050442687,0.0129239688685629,0.0,0.09375,0.09375
cycle60_rank1_obj1,60.0,event,60.0,96,96,96,0.2236067977500298,6.474067665989688,event_multicycle_roi_candidate,5298.0,0.5748697916666666,0.0,0.0,0.0,0.0,0.0,0.06419761454380832,0.06419761454380832,0.3615515288788222,0.04303510758776896,154.54181221949383,5.852341468649243,10.57128520356133,1.6740081584968691,1.990971834925495,0.4067763558179186,0.0002043384224409,4.7090157014551014e-07,0.884558694761182,0.0280496031045913,5.37722440775176,0.1707317073170731,0.0283764265477657,0.007731472607702,0.0116242822259664,0.0262955502839758,0.0052665203111245,0.0087641644349786,0.0,0.0,0.0
cycle60_rank2_obj2,60.0,event,60.0,96,96,96,0.2236067977500298,5.384766191610338,event_multicycle_roi_candidate,4144.0,0.4496527777777778,0.0,0.0,0.0,0.0,0.0,0.014537319134887604,0.014537319134887604,0.29584942084942084,0.004403957528957503,22.280397346083266,0.8108457286938259,8.727347440476374,0.2466247914899216,1.3721660201122636,0.2123705939250706,-0.0003672763036167,1.9181429601235163e-06,0.9042864481677793,0.0284551549702882,5.37722440775176,0.1707317073170731,0.0279941819608211,0.0116200279444456,0.0175552740693092,0.0266344168921932,0.0074595763289834,0.0124307224468793,0.0,0.0625,0.09375
cycle60_rank4_obj5,60.0,event,60.0,96,96,96,0.2236067977500298,5.355307596954036,event_multicycle_roi_candidate,4475.0,0.4855685763888889,0.0,0.0,0.0,0.0,0.0,0.047962086604902796,0.047962086604902796,0.3182122905027933,0.01821229050279327,128.38321557456638,3.9205787678332706,11.45930093698107,1.3852872488399692,1.5337954930279185,0.2649429907887313,-0.000649790520133,7.404400996871604e-07,0.843922762808349,0.036674365401268,5.37722440775176,0.1707317073170731,0.0345968455076217,0.0128255859017372,0.0192916821688413,0.033649528864771,0.0085581937455571,0.0143692755373194,1.0,0.15625,0.1875
cycle60_rank6_obj26,60.0,event,60.0,96,96,96,0.2236067977500298,4.590869322464719,event_multicycle_roi_candidate,3383.0,0.3670789930555556,0.0,0.0,0.0,0.0,0.0,0.032539652967888244,0.032539652967888244,0.3884126514927579,0.023130357670706425,90.1827933125934,2.6881931589458836,7.004921669639969,0.9719437499740695,1.320031653911962,0.1540931493512387,-0.0002687203200089,1.5122221316547535e-06,0.8344286417451272,0.0480567663908004,5.37722440775176,0.1707317073170731,0.0407466553151607,0.0190348718315362,0.028650913387537,0.0330774242756887,0.012828209582949,0.0213146640453487,0.65625,1.0,1.0
cycle60_rank5_obj18,60.0,event,60.0,96,96,96,0.2236067977500298,4.517043565680912,event_multicycle_roi_candidate,5367.0,0.5823567708333334,0.0,0.0,0.0,0.0,0.0,0.07526584819068217,0.07526584819068217,0.3529904974846283,0.011226010806782205,127.84340171726622,8.459651565573575,8.211110311128124,1.4069679494122054,1.236404564188312,0.0135792364150086,7.914396233751553e-05,-4.892557063710127e-07,0.8976056754686801,0.0300665665417909,5.37722440775176,0.1707317073170731,0.0326226726174354,0.0084118135273456,0.012348597869277,0.023718568496406,0.0053321769519242,0.008802456446574,0.15625,0.0,0.0
